ID;Energieverbruikers;Perioden;Energie_1;SteenkoolEnBruinkool_2;Steenkoolcokes_3;Cokesovengas_4;Hoogovengas_5;OverigeSteenkoolderivaten_6;RuweAardolie_7;Aardgascondensaat_8;OverigeAardoliegrondstoffen_9;Lpg_10;Nafta_11;Benzine_12;Kerosine_13;GasolieEnLichteStookolie_14;Autodiesel_15;Stookolie_16;Restgas_17;Smeermiddelen_18;Bitumen_19;OverigeOlieproducten_20;Aardgas_21;HernieuwbareEnergie_22;Elektriciteit_23;StoomEnOfWarmWater_24;AnderePrimaireEnergiebronnen_25;OmzettingVerliezen_26
130;C Industrie;2010;1373.0;19.0;35.0;7.0;10.0;3.0;;101.0;8.0;57.0;220.0;3.0;3.0;1.0;13.0;7.0;166.0;2.0;;55.0;281.0;3.0;145.0;148.0;2.0;83.0
131;C Industrie;2011;1310.0;23.0;37.0;7.0;10.0;3.0;;104.0;10.0;67.0;162.0;3.0;2.0;1.0;13.0;1.0;162.0;2.0;;53.0;281.0;3.0;142.0;141.0;2.0;80.0
132;10-12 Voedings-, genotmiddelenindustrie;1990;87.0;2.0;1.0;;;;;;;0.0;;0.0;;1.0;3.0;1.0;;;;;39.0;0.0;17.0;18.0;;4.0
133;10-12 Voedings-, genotmiddelenindustrie;1991;88.0;2.0;1.0;;;;;;;0.0;;1.0;;1.0;4.0;2.0;0.0;;;;40.0;0.0;17.0;18.0;;4.0
134;10-12 Voedings-, genotmiddelenindustrie;1992;95.0;2.0;1.0;;;;;;;0.0;;1.0;;0.0;4.0;1.0;0.0;;;;43.0;;19.0;20.0;;4.0
135;10-12 Voedings-, genotmiddelenindustrie;1993;102.0;2.0;1.0;;;;;;;0.0;;1.0;;1.0;4.0;1.0;0.0;;;;46.0;0.0;22.0;19.0;;4.0
136;10-12 Voedings-, genotmiddelenindustrie;1994;98.0;1.0;0.0;;;;;;;0.0;;1.0;;1.0;4.0;1.0;0.0;;;;45.0;;21.0;19.0;;4.0
137;10-12 Voedings-, genotmiddelenindustrie;1995;97.0;1.0;0.0;;;;;;;0.0;;1.0;;1.0;4.0;0.0;0.0;;;;44.0;1.0;21.0;20.0;;4.0
138;10-12 Voedings-, genotmiddelenindustrie;1996;108.0;1.0;0.0;;;;;;;0.0;;1.0;;1.0;5.0;1.0;0.0;;;;47.0;1.0;23.0;25.0;;5.0
139;10-12 Voedings-, genotmiddelenindustrie;1997;102.0;1.0;0.0;;;;;;;0.0;;1.0;;0.0;4.0;0.0;;;;;45.0;0.0;23.0;23.0;;5.0
140;10-12 Voedings-, genotmiddelenindustrie;1998;104.0;1.0;0.0;;;;;;;0.0;;1.0;;1.0;4.0;0.0;;;;;46.0;0.0;23.0;23.0;;5.0
141;10-12 Voedings-, genotmiddelenindustrie;1999;109.0;1.0;0.0;;;;;;;0.0;;1.0;;1.0;4.0;0.0;;;;;49.0;0.0;23.0;24.0;;6.0
142;10-12 Voedings-, genotmiddelenindustrie;2000;105.0;1.0;0.0;;;;;;;;;1.0;;1.0;4.0;0.0;;;;;44.0;0.0;23.0;25.0;;6.0
143;10-12 Voedings-, genotmiddelenindustrie;2001;104.0;1.0;0.0;;;;;;;;;1.0;;1.0;4.0;0.0;;;;;41.0;0.0;25.0;25.0;;6.0
144;10-12 Voedings-, genotmiddelenindustrie;2002;105.0;1.0;0.0;;;;;;;;;1.0;;0.0;4.0;0.0;;;;;44.0;0.0;24.0;24.0;;7.0
145;10-12 Voedings-, genotmiddelenindustrie;2003;101.0;1.0;0.0;;;;;;;;;1.0;;0.0;4.0;0.0;;;;;43.0;0.0;24.0;23.0;;5.0
146;10-12 Voedings-, genotmiddelenindustrie;2004;100.0;1.0;0.0;;;;;;;0.0;;1.0;;0.0;4.0;0.0;;;;;41.0;1.0;24.0;23.0;;6.0
147;10-12 Voedings-, genotmiddelenindustrie;2005;99.0;1.0;0.0;;;;;;;0.0;;1.0;;0.0;4.0;0.0;;;;;40.0;1.0;24.0;22.0;0.0;6.0
148;10-12 Voedings-, genotmiddelenindustrie;2006;97.0;1.0;0.0;;;;;;;0.0;;1.0;;1.0;4.0;0.0;;;;;40.0;1.0;25.0;20.0;;4.0
149;10-12 Voedings-, genotmiddelenindustrie;2007;99.0;2.0;0.0;;;;;;;0.0;;1.0;;1.0;5.0;0.0;;;;;38.0;1.0;26.0;19.0;;6.0
150;10-12 Voedings-, genotmiddelenindustrie;2008;95.0;1.0;0.0;;;;;;;0.0;;1.0;;0.0;5.0;;;;;;37.0;1.0;25.0;20.0;;5.0
151;10-12 Voedings-, genotmiddelenindustrie;2009;85.0;1.0;0.0;;;;;;;0.0;;1.0;0.0;0.0;4.0;;;;;;31.0;1.0;22.0;18.0;;6.0
152;10-12 Voedings-, genotmiddelenindustrie;2010;90.0;1.0;0.0;;;;;;;0.0;;1.0;;;5.0;;;;;;34.0;1.0;23.0;18.0;;7.0
153;10-12 Voedings-, genotmiddelenindustrie;2011;89.0;1.0;0.0;;;;;;;0.0;;1.0;;0.0;5.0;;;;;;36.0;1.0;23.0;18.0;;4.0
154;13-15 Textiel-, kleding-, lederindustrie;1990;7.0;0.0;;;;;;;;;;0.0;;0.0;0.0;0.0;;;;;4.0;;2.0;1.0;;0.0
155;13-15 Textiel-, kleding-, lederindustrie;1991;8.0;0.0;;;;;;;;;;0.0;;0.0;0.0;0.0;;;;;5.0;;2.0;1.0;;0.0
156;13-15 Textiel-, kleding-, lederindustrie;1992;7.0;0.0;;;;;;;;;;0.0;;0.0;0.0;0.0;;;;;4.0;0.0;2.0;1.0;;0.0
157;13-15 Textiel-, kleding-, lederindustrie;1993;9.0;0.0;;;;;;;;;;0.0;;;0.0;;;;;;6.0;;2.0;1.0;;0.0
158;13-15 Textiel-, kleding-, lederindustrie;1994;9.0;0.0;;;;;;;;;;0.0;;;0.0;;;;;;6.0;0.0;2.0;0.0;;0.0
159;13-15 Textiel-, kleding-, lederindustrie;1995;9.0;;;;;;;;;;;0.0;;;0.0;;;;;;6.0;;2.0;1.0;;0.0
160;13-15 Textiel-, kleding-, lederindustrie;1996;10.0;;;;;;;;;;;0.0;;;0.0;;;;;;6.0;;2.0;1.0;;0.0
161;13-15 Textiel-, kleding-, lederindustrie;1997;10.0;;;;;;;;;;;0.0;;;0.0;;;;;;6.0;;2.0;1.0;;0.0
162;13-15 Textiel-, kleding-, lederindustrie;1998;10.0;;;;;;;;;;;0.0;;;0.0;;;;;;7.0;;2.0;1.0;;0.0
163;13-15 Textiel-, kleding-, lederindustrie;1999;9.0;;;;;;;;;;;0.0;;0.0;0.0;;;;;;5.0;;2.0;1.0;;0.0
164;13-15 Textiel-, kleding-, lederindustrie;2000;9.0;0.0;;;;;;;;;;;0.0;0.0;1.0;;;;;;6.0;;2.0;;;0.0
165;13-15 Textiel-, kleding-, lederindustrie;2001;8.0;0.0;;;;;;;;;;;0.0;0.0;1.0;;;;;;5.0;;2.0;1.0;;0.0
166;13-15 Textiel-, kleding-, lederindustrie;2002;8.0;0.0;;;;;;;;;;;0.0;;1.0;;;;;;4.0;;2.0;1.0;;0.0
167;13-15 Textiel-, kleding-, lederindustrie;2003;7.0;0.0;;;;;;;;;;;;;1.0;;;;;;5.0;;2.0;;;0.0
168;13-15 Textiel-, kleding-, lederindustrie;2004;6.0;;;;;;;;;0.0;;0.0;;;0.0;;;;;;4.0;;2.0;;;0.0
169;13-15 Textiel-, kleding-, lederindustrie;2005;6.0;0.0;;;;;;;;;;0.0;;;0.0;;;;;;3.0;;1.0;0.0;;0.0
170;13-15 Textiel-, kleding-, lederindustrie;2006;5.0;0.0;;;;;;;;;;0.0;;;0.0;;;;;;3.0;;1.0;0.0;;0.0
171;13-15 Textiel-, kleding-, lederindustrie;2007;5.0;;;;;;;;;;;0.0;;;0.0;;;;;;3.0;;1.0;0.0;;0.0
172;13-15 Textiel-, kleding-, lederindustrie;2008;5.0;;;;;;;;;;;0.0;;;0.0;;;;;;3.0;;1.0;0.0;;0.0
173;13-15 Textiel-, kleding-, lederindustrie;2009;5.0;;;;;;;;;;;0.0;;;0.0;;;;;;3.0;;1.0;0.0;;0.0
174;13-15 Textiel-, kleding-, lederindustrie;2010;6.0;;;;;;;;;0.0;;0.0;;;0.0;;;;;;3.0;;1.0;1.0;;0.0
175;13-15 Textiel-, kleding-, lederindustrie;2011;5.0;;;;;;;;;0.0;;0.0;;;0.0;;;;;;2.0;;1.0;1.0;;0.0
176;16-18 Hout-, papier-, grafische industr.;1990;36.0;;;;;;;;;0.0;;0.0;;0.0;2.0;0.0;;;;;8.0;2.0;9.0;13.0;;3.0
177;16-18 Hout-, papier-, grafische industr.;1991;36.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;;;;8.0;2.0;9.0;13.0;;3.0
178;16-18 Hout-, papier-, grafische industr.;1992;36.0;;;;;;;;;0.0;;0.0;;0.0;2.0;;;;;;7.0;2.0;9.0;14.0;;3.0
179;16-18 Hout-, papier-, grafische industr.;1993;43.0;;;;;;;;;0.0;;0.0;;0.0;2.0;0.0;;;;;10.0;2.0;11.0;14.0;;3.0
180;16-18 Hout-, papier-, grafische industr.;1994;42.0;;;;;;;;;0.0;;0.0;;0.0;2.0;0.0;;;;;9.0;2.0;11.0;15.0;;3.0
181;16-18 Hout-, papier-, grafische industr.;1995;42.0;;;;;;;;;;;0.0;;0.0;2.0;;;;;;9.0;2.0;12.0;15.0;;2.0
182;16-18 Hout-, papier-, grafische industr.;1996;45.0;;;;;;;;;;;0.0;;0.0;2.0;;;;;;10.0;2.0;12.0;17.0;;2.0
183;16-18 Hout-, papier-, grafische industr.;1997;46.0;;;;;;;;;0.0;;0.0;;;1.0;0.0;;;;;11.0;2.0;13.0;16.0;;2.0
184;16-18 Hout-, papier-, grafische industr.;1998;46.0;;;;;;;;;0.0;;0.0;;;1.0;;;;;;10.0;2.0;13.0;16.0;;3.0
185;16-18 Hout-, papier-, grafische industr.;1999;46.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;;;;10.0;2.0;13.0;16.0;;3.0
186;16-18 Hout-, papier-, grafische industr.;2000;46.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;;;;10.0;2.0;14.0;16.0;;3.0
187;16-18 Hout-, papier-, grafische industr.;2001;44.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;;;;9.0;2.0;13.0;16.0;;3.0
188;16-18 Hout-, papier-, grafische industr.;2002;45.0;;;;;;;;;0.0;;0.0;;;1.0;;;;;;10.0;2.0;13.0;15.0;;3.0
189;16-18 Hout-, papier-, grafische industr.;2003;44.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;;;;10.0;2.0;13.0;15.0;;3.0
190;16-18 Hout-, papier-, grafische industr.;2004;44.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;;;;9.0;2.0;13.0;16.0;;2.0
191;16-18 Hout-, papier-, grafische industr.;2005;45.0;;;;;;;;;0.0;;0.0;;0.0;2.0;;;;;;9.0;2.0;13.0;15.0;;4.0
192;16-18 Hout-, papier-, grafische industr.;2006;44.0;;;;;;;;;0.0;;0.0;;;2.0;;;;;;8.0;2.0;13.0;16.0;;4.0
193;16-18 Hout-, papier-, grafische industr.;2007;42.0;;;;;;;;;0.0;;0.0;;;1.0;;;;;;9.0;2.0;13.0;14.0;;2.0
194;16-18 Hout-, papier-, grafische industr.;2008;39.0;;;;;;;;;0.0;;0.0;;;1.0;;;;;;8.0;2.0;13.0;13.0;;2.0
195;16-18 Hout-, papier-, grafische industr.;2009;33.0;;;;;;;;;0.0;;0.0;;;1.0;;;;;;7.0;2.0;10.0;11.0;;2.0
196;16-18 Hout-, papier-, grafische industr.;2010;34.0;;;;;;;;;0.0;;0.0;;;1.0;;;;;;7.0;1.0;10.0;12.0;;2.0
197;16-18 Hout-, papier-, grafische industr.;2011;33.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;;;;7.0;1.0;9.0;12.0;;3.0
198;16 Houtindustrie;1990;4.0;;;;;;;;;;;0.0;;;0.0;;;;;;1.0;2.0;1.0;;;
199;16 Houtindustrie;1991;4.0;;;;;;;;;;;0.0;;;0.0;;;;;;1.0;2.0;1.0;;;
200;16 Houtindustrie;1992;4.0;;;;;;;;;;;0.0;;;0.0;;;;;;1.0;2.0;1.0;;;
201;16 Houtindustrie;1993;4.0;;;;;;;;;;;0.0;;;1.0;;;;;;1.0;2.0;1.0;;;
202;16 Houtindustrie;1994;4.0;;;;;;;;;;;0.0;;;1.0;;;;;;1.0;2.0;1.0;;;
203;16 Houtindustrie;1995;4.0;;;;;;;;;;;0.0;;;1.0;;;;;;1.0;2.0;1.0;0.0;;
204;16 Houtindustrie;1996;5.0;;;;;;;;;;;0.0;;;1.0;;;;;;1.0;2.0;1.0;0.0;;
205;16 Houtindustrie;1997;5.0;;;;;;;;;0.0;;0.0;;;0.0;;;;;;1.0;2.0;1.0;0.0;;0.0
206;16 Houtindustrie;1998;5.0;;;;;;;;;0.0;;0.0;;;0.0;;;;;;1.0;2.0;1.0;0.0;;0.0
207;16 Houtindustrie;1999;5.0;;;;;;;;;0.0;;0.0;;0.0;0.0;;;;;;1.0;2.0;1.0;0.0;;0.0
208;16 Houtindustrie;2000;5.0;;;;;;;;;;;;;0.0;0.0;;;;;;1.0;2.0;1.0;;;0.0
209;16 Houtindustrie;2001;4.0;;;;;;;;;;;;;;0.0;;;;;;1.0;2.0;1.0;;;0.0
210;16 Houtindustrie;2002;4.0;;;;;;;;;0.0;;;;;0.0;;;;;;1.0;2.0;1.0;;;0.0
211;16 Houtindustrie;2003;4.0;;;;;;;;;0.0;;0.0;;0.0;0.0;;;;;;1.0;2.0;1.0;;;0.0
212;16 Houtindustrie;2004;4.0;;;;;;;;;0.0;;0.0;;0.0;0.0;;;;;;1.0;2.0;1.0;;;0.0
213;16 Houtindustrie;2005;4.0;;;;;;;;;0.0;;0.0;;0.0;0.0;;;;;;1.0;2.0;1.0;0.0;;0.0
214;16 Houtindustrie;2006;4.0;;;;;;;;;0.0;;0.0;;;0.0;;;;;;1.0;1.0;1.0;0.0;;0.0
215;16 Houtindustrie;2007;4.0;;;;;;;;;0.0;;0.0;;;0.0;;;;;;1.0;2.0;1.0;0.0;;0.0
216;16 Houtindustrie;2008;4.0;;;;;;;;;0.0;;0.0;;;0.0;;;;;;1.0;1.0;1.0;0.0;;0.0
217;16 Houtindustrie;2009;4.0;;;;;;;;;0.0;;0.0;;;0.0;;;;;;1.0;1.0;1.0;0.0;;0.0
218;16 Houtindustrie;2010;3.0;;;;;;;;;0.0;;0.0;;;0.0;;;;;;1.0;1.0;1.0;;;0.0
219;16 Houtindustrie;2011;4.0;;;;;;;;;0.0;;0.0;;0.0;0.0;;;;;;1.0;1.0;1.0;;;0.0
220;17 Papierindustrie;1990;25.0;;;;;;;;;0.0;;;;0.0;0.0;0.0;;;;;4.0;0.0;5.0;13.0;;3.0
221;17 Papierindustrie;1991;26.0;;;;;;;;;0.0;;;;0.0;0.0;;;;;;5.0;0.0;5.0;13.0;;3.0
222;17 Papierindustrie;1992;26.0;;;;;;;;;0.0;;;;0.0;0.0;;;;;;4.0;;5.0;14.0;;3.0
223;17 Papierindustrie;1993;30.0;;;;;;;;;0.0;;;;0.0;0.0;0.0;;;;;6.0;0.0;6.0;14.0;;3.0
224;17 Papierindustrie;1994;30.0;;;;;;;;;0.0;;;;0.0;0.0;0.0;;;;;5.0;;7.0;15.0;;3.0
225;17 Papierindustrie;1995;30.0;;;;;;;;;;;;;0.0;0.0;;;;;;5.0;0.0;7.0;15.0;;2.0
226;17 Papierindustrie;1996;32.0;;;;;;;;;;;0.0;;0.0;0.0;;;;;;6.0;0.0;7.0;17.0;;2.0
227;17 Papierindustrie;1997;31.0;;;;;;;;;0.0;;0.0;;;0.0;0.0;;;;;5.0;0.0;7.0;16.0;;2.0
228;17 Papierindustrie;1998;31.0;;;;;;;;;;;0.0;;;0.0;;;;;;5.0;0.0;7.0;16.0;;3.0
229;17 Papierindustrie;1999;31.0;;;;;;;;;0.0;;0.0;;;0.0;;;;;;5.0;0.0;7.0;16.0;;3.0
230;17 Papierindustrie;2000;32.0;;;;;;;;;0.0;;;;;0.0;;;;;;4.0;0.0;8.0;16.0;;3.0
231;17 Papierindustrie;2001;30.0;;;;;;;;;0.0;;;;0.0;0.0;;;;;;4.0;0.0;7.0;16.0;;3.0
232;17 Papierindustrie;2002;30.0;;;;;;;;;0.0;;;;;0.0;;;;;;4.0;0.0;8.0;15.0;;3.0
233;17 Papierindustrie;2003;30.0;;;;;;;;;0.0;;;;;0.0;;;;;;4.0;0.0;7.0;15.0;;3.0
234;17 Papierindustrie;2004;31.0;;;;;;;;;0.0;;0.0;;;0.0;;;;;;4.0;0.0;8.0;16.0;;2.0
235;17 Papierindustrie;2005;31.0;;;;;;;;;;;0.0;;;1.0;;;;;;4.0;0.0;7.0;15.0;;4.0
236;17 Papierindustrie;2006;31.0;;;;;;;;;0.0;;0.0;;;0.0;;;;;;4.0;0.0;7.0;15.0;;4.0
237;17 Papierindustrie;2007;27.0;;;;;;;;;0.0;;0.0;;;0.0;;;;;;4.0;0.0;7.0;14.0;;2.0
238;17 Papierindustrie;2008;25.0;;;;;;;;;0.0;;0.0;;;0.0;;;;;;3.0;0.0;6.0;13.0;;2.0
239;17 Papierindustrie;2009;21.0;;;;;;;;;0.0;;0.0;;;0.0;;;;;;2.0;0.0;4.0;11.0;;2.0
240;17 Papierindustrie;2010;22.0;;;;;;;;;0.0;;0.0;;;0.0;;;;;;3.0;0.0;4.0;12.0;;2.0
241;17 Papierindustrie;2011;21.0;;;;;;;;;0.0;;0.0;;;0.0;;;;;;2.0;0.0;4.0;12.0;;2.0
242;18 Grafische industrie;1990;7.0;;;;;;;;;;;0.0;;;1.0;;;;;;2.0;;3.0;;;
243;18 Grafische industrie;1991;7.0;;;;;;;;;;;0.0;;;1.0;;;;;;3.0;;3.0;;;
244;18 Grafische industrie;1992;6.0;;;;;;;;;;;0.0;;;1.0;;;;;;2.0;;3.0;;;
245;18 Grafische industrie;1993;8.0;;;;;;;;;;;0.0;;;1.0;;;;;;3.0;;4.0;;;
246;18 Grafische industrie;1994;8.0;;;;;;;;;;;0.0;;;1.0;;;;;;3.0;;4.0;;;
247;18 Grafische industrie;1995;8.0;;;;;;;;;;;0.0;;;1.0;;;;;;3.0;;4.0;;;
248;18 Grafische industrie;1996;8.0;;;;;;;;;;;0.0;;;1.0;;;;;;3.0;;4.0;;;
249;18 Grafische industrie;1997;10.0;;;;;;;;;;;0.0;;;0.0;;;;;;5.0;;4.0;;;
250;18 Grafische industrie;1998;10.0;;;;;;;;;;;0.0;;;0.0;;;;;;5.0;;4.0;;;
251;18 Grafische industrie;1999;10.0;;;;;;;;;0.0;;0.0;;;0.0;;;;;;5.0;;5.0;;;
252;18 Grafische industrie;2000;10.0;;;;;;;;;;;0.0;;;0.0;;;;;;4.0;;5.0;;;
253;18 Grafische industrie;2001;9.0;;;;;;;;;;;0.0;;;0.0;;;;;;4.0;;5.0;;;
254;18 Grafische industrie;2002;10.0;;;;;;;;;;;0.0;;;0.0;;;;;;5.0;;5.0;;;
255;18 Grafische industrie;2003;10.0;;;;;;;;;;;0.0;;;1.0;;;;;;5.0;;5.0;;;
256;18 Grafische industrie;2004;10.0;;;;;;;;;0.0;;0.0;;;1.0;;;;;;5.0;;5.0;;;
257;18 Grafische industrie;2005;10.0;;;;;;;;;0.0;;0.0;;;1.0;;;;;;4.0;;4.0;;;
258;18 Grafische industrie;2006;9.0;;;;;;;;;0.0;;;;;1.0;;;;;;4.0;;5.0;;;
259;18 Grafische industrie;2007;11.0;;;;;;;;;0.0;;;;;1.0;;;;;;4.0;;5.0;;;
260;18 Grafische industrie;2008;11.0;;;;;;;;;0.0;;;;;1.0;;;;;;4.0;;6.0;;;
261;18 Grafische industrie;2009;9.0;;;;;;;;;0.0;;;;;1.0;;;;;;4.0;;4.0;;;
262;18 Grafische industrie;2010;9.0;;;;;;;;;0.0;;;;;1.0;;;;;;4.0;;4.0;;;
263;18 Grafische industrie;2011;8.0;;;;;;;;;0.0;;;;;1.0;;;;;;3.0;;4.0;;;
264;19 Aardolie-industrie;1990;164.0;;;;;;;;;1.0;;0.0;0.0;;1.0;21.0;75.0;1.0;;14.0;;;6.0;21.0;;24.0
265;19 Aardolie-industrie;1991;170.0;;;;;;;;;0.0;;0.0;0.0;0.0;1.0;24.0;73.0;1.0;;17.0;;;6.0;22.0;;26.0
266;19 Aardolie-industrie;1992;161.0;;;;;;;;;0.0;;0.0;;0.0;1.0;24.0;70.0;1.0;;13.0;;;7.0;17.0;;28.0
267;19 Aardolie-industrie;1993;180.0;;;;;;;;;0.0;;0.0;;0.0;1.0;24.0;78.0;1.0;;12.0;9.0;;7.0;16.0;;31.0
268;19 Aardolie-industrie;1994;175.0;;;;;;;;;0.0;;0.0;0.0;;1.0;25.0;79.0;1.0;;12.0;10.0;;8.0;16.0;;23.0
269;19 Aardolie-industrie;1995;173.0;;;;;;;;;0.0;;0.0;;0.0;1.0;25.0;74.0;1.0;;12.0;9.0;;8.0;17.0;;26.0
270;19 Aardolie-industrie;1996;174.0;;;;;;;;;0.0;;0.0;;0.0;1.0;25.0;67.0;0.0;;15.0;10.0;;8.0;18.0;;29.0
271;19 Aardolie-industrie;1997;180.0;;;;;;;;;0.0;;0.0;;0.0;1.0;15.0;59.0;1.0;;21.0;14.0;;8.0;15.0;;47.0
272;19 Aardolie-industrie;1998;190.0;;;;;;;;;0.0;;0.0;;0.0;1.0;14.0;54.0;1.0;;19.0;12.0;;9.0;19.0;;60.0
273;19 Aardolie-industrie;1999;171.0;;;;;;;;;0.0;;0.0;;;1.0;13.0;50.0;1.0;;15.0;15.0;;9.0;18.0;;48.0
274;19 Aardolie-industrie;2000;180.0;;;;;;;;;0.0;;0.0;;;1.0;11.0;59.0;1.0;;13.0;7.0;;9.0;21.0;;59.0
275;19 Aardolie-industrie;2001;191.0;;;;;;;;;0.0;;0.0;;0.0;1.0;13.0;59.0;1.0;;11.0;5.0;;9.0;22.0;;70.0
276;19 Aardolie-industrie;2002;174.0;;;;;;;;;0.0;;0.0;;;1.0;10.0;55.0;1.0;;10.0;9.0;;8.0;21.0;;59.0
277;19 Aardolie-industrie;2003;183.0;;;;;;;;;0.0;;0.0;;0.0;1.0;9.0;59.0;1.0;;11.0;9.0;;9.0;21.0;;64.0
278;19 Aardolie-industrie;2004;189.0;;;;;;;;;0.0;;0.0;;;1.0;7.0;68.0;1.0;;10.0;9.0;;9.0;20.0;;64.0
279;19 Aardolie-industrie;2005;184.0;;;;;;;;;0.0;;0.0;;;1.0;8.0;69.0;1.0;;12.0;10.0;;9.0;20.0;;54.0
280;19 Aardolie-industrie;2006;188.0;;;;;;;;;0.0;;0.0;;;2.0;7.0;68.0;1.0;;11.0;13.0;;9.0;16.0;;62.0
281;19 Aardolie-industrie;2007;197.0;;;;;;;;;0.0;;0.0;;0.0;2.0;7.0;77.0;0.0;;12.0;17.0;;9.0;21.0;;52.0
282;19 Aardolie-industrie;2008;173.0;;;;;;;;;;;0.0;;;1.0;7.0;72.0;1.0;;11.0;14.0;;9.0;19.0;;39.0
283;19 Aardolie-industrie;2009;177.0;;;;;;;;;0.0;;0.0;;;1.0;3.0;70.0;1.0;;8.0;16.0;;9.0;22.0;;46.0
284;19 Aardolie-industrie;2010;179.0;;;;;;;;;0.0;;0.0;;0.0;1.0;0.0;67.0;1.0;;7.0;22.0;;10.0;24.0;;47.0
285;19 Aardolie-industrie;2011;192.0;;;;;;;;;0.0;;0.0;;0.0;1.0;0.0;73.0;0.0;;9.0;28.0;;11.0;23.0;;45.0
286;20-21 Chemie en farmaceutische industrie;1990;670.0;8.0;4.0;1.0;;;;;;81.0;93.0;0.0;1.0;7.0;1.0;1.0;73.0;;;40.0;194.0;0.0;43.0;93.0;2.0;27.0
287;20-21 Chemie en farmaceutische industrie;1991;643.0;7.0;3.0;2.0;;;;;;80.0;81.0;0.0;0.0;6.0;1.0;1.0;63.0;;;40.0;196.0;0.0;43.0;94.0;2.0;24.0
288;20-21 Chemie en farmaceutische industrie;1992;642.0;0.0;3.0;2.0;;;;;;72.0;115.0;0.0;0.0;2.0;1.0;1.0;55.0;;;32.0;182.0;0.0;42.0;104.0;2.0;28.0
289;20-21 Chemie en farmaceutische industrie;1993;585.0;0.0;3.0;1.0;;;;;;61.0;88.0;0.0;0.0;0.0;1.0;1.0;58.0;;;44.0;170.0;0.0;37.0;96.0;2.0;23.0
290;20-21 Chemie en farmaceutische industrie;1994;613.0;0.0;3.0;;;;;;;47.0;97.0;0.0;0.0;0.0;1.0;1.0;53.0;0.0;;65.0;173.0;0.0;41.0;106.0;2.0;22.0
291;20-21 Chemie en farmaceutische industrie;1995;640.0;0.0;3.0;;;;;;0.0;50.0;120.0;0.0;0.0;0.0;1.0;1.0;55.0;0.0;;38.0;185.0;0.0;43.0;110.0;2.0;30.0
292;20-21 Chemie en farmaceutische industrie;1996;607.0;1.0;4.0;;;;;;1.0;42.0;108.0;0.0;0.0;0.0;1.0;0.0;63.0;0.0;;32.0;177.0;0.0;42.0;110.0;3.0;23.0
293;20-21 Chemie en farmaceutische industrie;1997;629.0;1.0;3.0;;;;;;;57.0;98.0;0.0;0.0;0.0;1.0;0.0;61.0;0.0;;49.0;178.0;0.0;42.0;111.0;3.0;23.0
294;20-21 Chemie en farmaceutische industrie;1998;615.0;1.0;2.0;;;;;;0.0;59.0;100.0;0.0;0.0;0.0;1.0;0.0;60.0;0.0;;41.0;174.0;0.0;43.0;112.0;3.0;19.0
295;20-21 Chemie en farmaceutische industrie;1999;658.0;2.0;2.0;;;3.0;;;0.0;59.0;115.0;0.0;0.0;0.0;1.0;0.0;68.0;0.0;;52.0;168.0;0.0;41.0;122.0;2.0;21.0
296;20-21 Chemie en farmaceutische industrie;2000;680.0;0.0;2.0;;;2.0;;;0.0;65.0;131.0;0.0;1.0;0.0;1.0;0.0;63.0;0.0;;60.0;173.0;0.0;41.0;111.0;1.0;26.0
297;20-21 Chemie en farmaceutische industrie;2001;682.0;;2.0;;;2.0;;;0.0;59.0;147.0;0.0;0.0;0.0;1.0;1.0;71.0;0.0;;63.0;156.0;0.0;42.0;112.0;1.0;25.0
298;20-21 Chemie en farmaceutische industrie;2002;700.0;;2.0;;;2.0;;;1.0;65.0;144.0;0.0;0.0;0.0;1.0;;87.0;0.0;;60.0;151.0;0.0;43.0;113.0;2.0;29.0
299;20-21 Chemie en farmaceutische industrie;2003;748.0;;2.0;;;3.0;;;1.0;67.0;179.0;0.0;0.0;0.0;1.0;0.0;94.0;0.0;;66.0;149.0;0.0;43.0;117.0;2.0;25.0
300;20-21 Chemie en farmaceutische industrie;2004;774.0;;2.0;;;2.0;;;3.0;76.0;173.0;0.0;0.0;0.0;1.0;;90.0;0.0;;77.0;155.0;0.0;44.0;124.0;2.0;26.0
301;20-21 Chemie en farmaceutische industrie;2005;821.0;;2.0;;;2.0;;;1.0;67.0;212.0;0.0;0.0;0.0;1.0;;82.0;1.0;;106.0;160.0;0.0;44.0;124.0;2.0;17.0
302;20-21 Chemie en farmaceutische industrie;2006;756.0;;2.0;;;2.0;;;2.0;53.0;150.0;0.0;1.0;0.0;1.0;;100.0;0.0;;131.0;147.0;0.0;45.0;99.0;2.0;21.0
303;20-21 Chemie en farmaceutische industrie;2007;822.0;;2.0;;;3.0;;103.0;;59.0;219.0;0.0;3.0;0.0;1.0;;107.0;0.0;;12.0;150.0;0.0;47.0;97.0;2.0;18.0
304;20-21 Chemie en farmaceutische industrie;2008;760.0;;2.0;;;3.0;;109.0;0.0;63.0;168.0;0.0;3.0;;1.0;;93.0;0.0;;14.0;140.0;0.0;45.0;100.0;2.0;15.0
