ID;Energieverbruikers;Perioden;Energie_1;SteenkoolEnBruinkool_2;Steenkoolcokes_3;Cokesovengas_4;Hoogovengas_5;OverigeSteenkoolderivaten_6;RuweAardolie_7;Aardgascondensaat_8;OverigeAardoliegrondstoffen_9;Lpg_10;Nafta_11;Benzine_12;Kerosine_13;GasolieEnLichteStookolie_14;Autodiesel_15;Stookolie_16;Restgas_17;Smeermiddelen_18;Bitumen_19;OverigeOlieproducten_20;Aardgas_21;HernieuwbareEnergie_22;Elektriciteit_23;StoomEnOfWarmWater_24;AnderePrimaireEnergiebronnen_25;OmzettingVerliezen_26
876;K Financiële dienstverlening;2008;23.0;;;;;;;;;0.0;;3.0;;;7.0;;;;;;5.0;;7.0;1.0;;
877;K Financiële dienstverlening;2009;22.0;;;;;;;;;0.0;;3.0;;;6.0;;;;;;5.0;;6.0;1.0;;
878;K Financiële dienstverlening;2010;23.0;;;;;;;;;0.0;;3.0;;;6.0;;;;;;6.0;;6.0;1.0;;
879;K Financiële dienstverlening;2011;23.0;;;;;;;;;0.0;;4.0;;;6.0;;;;;;5.0;;7.0;1.0;;
880;L Verhuur en handel van onroerend goed;1990;4.0;;;;;;;;;0.0;;1.0;;;0.0;;;;;;2.0;;1.0;0.0;;
881;L Verhuur en handel van onroerend goed;1991;5.0;;;;;;;;;0.0;;1.0;;;1.0;;;;;;3.0;;1.0;0.0;;
882;L Verhuur en handel van onroerend goed;1992;5.0;;;;;;;;;0.0;;1.0;;;1.0;;;;;;2.0;;1.0;0.0;;
883;L Verhuur en handel van onroerend goed;1993;5.0;;;;;;;;;0.0;;1.0;;;1.0;;;;;;2.0;;1.0;0.0;;
884;L Verhuur en handel van onroerend goed;1994;6.0;;;;;;;;;0.0;;1.0;;;1.0;;;;;;3.0;;1.0;0.0;;
885;L Verhuur en handel van onroerend goed;1995;6.0;;;;;;;;;0.0;;1.0;;;1.0;;;;;;3.0;;1.0;0.0;;
886;L Verhuur en handel van onroerend goed;1996;6.0;;;;;;;;;0.0;;1.0;;;1.0;;;;;;3.0;;1.0;1.0;;
887;L Verhuur en handel van onroerend goed;1997;6.0;;;;;;;;;0.0;;1.0;;;1.0;;;;;;3.0;;1.0;0.0;;
888;L Verhuur en handel van onroerend goed;1998;6.0;;;;;;;;;0.0;;1.0;;;1.0;;;;;;3.0;;1.0;1.0;;
889;L Verhuur en handel van onroerend goed;1999;5.0;;;;;;;;;0.0;;1.0;;;1.0;;;;;;2.0;;1.0;1.0;;
890;L Verhuur en handel van onroerend goed;2000;6.0;;;;;;;;;0.0;;1.0;;;1.0;;;;;;2.0;;1.0;1.0;;
891;L Verhuur en handel van onroerend goed;2001;6.0;;;;;;;;;0.0;;1.0;;;1.0;;;;;;2.0;;1.0;1.0;;
892;L Verhuur en handel van onroerend goed;2002;5.0;;;;;;;;;0.0;;1.0;;;1.0;;;;;;2.0;;1.0;0.0;;
893;L Verhuur en handel van onroerend goed;2003;5.0;;;;;;;;;0.0;;1.0;;;1.0;;;;;;2.0;;1.0;0.0;;
894;L Verhuur en handel van onroerend goed;2004;6.0;;;;;;;;;0.0;;1.0;;;1.0;;;;;;2.0;;1.0;1.0;;
895;L Verhuur en handel van onroerend goed;2005;5.0;;;;;;;;;0.0;;1.0;;;1.0;;;;;;2.0;;1.0;1.0;;
896;L Verhuur en handel van onroerend goed;2006;6.0;;;;;;;;;0.0;;1.0;;;1.0;;;;;;2.0;;1.0;1.0;;
897;L Verhuur en handel van onroerend goed;2007;5.0;;;;;;;;;0.0;;1.0;;;1.0;;;;;;2.0;;1.0;1.0;;
898;L Verhuur en handel van onroerend goed;2008;6.0;;;;;;;;;0.0;;1.0;;;1.0;;;;;;2.0;;1.0;1.0;;
899;L Verhuur en handel van onroerend goed;2009;6.0;;;;;;;;;0.0;;1.0;;;1.0;;;;;;2.0;;1.0;1.0;;
900;L Verhuur en handel van onroerend goed;2010;6.0;;;;;;;;;0.0;;1.0;;;1.0;;;;;;2.0;;1.0;1.0;;
901;L Verhuur en handel van onroerend goed;2011;6.0;;;;;;;;;0.0;;1.0;;;1.0;;;;;;2.0;;1.0;1.0;;
902;M-N Zakelijke dienstverlening;1990;36.0;;;;;;;;;1.0;;2.0;;1.0;18.0;;;;;;10.0;;5.0;0.0;;
903;M-N Zakelijke dienstverlening;1991;39.0;;;;;;;;;1.0;;2.0;;1.0;18.0;;;;;;12.0;;5.0;0.0;;
904;M-N Zakelijke dienstverlening;1992;42.0;;;;;;;;;2.0;;2.0;;1.0;21.0;;;;;;11.0;;6.0;0.0;;
905;M-N Zakelijke dienstverlening;1993;44.0;;;;;;;;;2.0;;2.0;;1.0;20.0;;;;;;13.0;;6.0;1.0;;
906;M-N Zakelijke dienstverlening;1994;43.0;;;;;;;;;1.0;;2.0;;1.0;20.0;;;;;;12.0;;6.0;1.0;;
907;M-N Zakelijke dienstverlening;1995;46.0;;;;;;;;;1.0;;2.0;;1.0;21.0;;;;;;14.0;;6.0;1.0;;
908;M-N Zakelijke dienstverlening;1996;52.0;;;;;;;;;1.0;;2.0;;1.0;24.0;;;;;;16.0;;7.0;1.0;;
909;M-N Zakelijke dienstverlening;1997;54.0;;;;;;;;;1.0;;2.0;;1.0;29.0;;;;;;13.0;;7.0;1.0;;
910;M-N Zakelijke dienstverlening;1998;56.0;;;;;;;;;2.0;;2.0;;1.0;28.0;;;;;;14.0;;8.0;1.0;;
911;M-N Zakelijke dienstverlening;1999;59.0;;;;;;;;;2.0;;2.0;;1.0;33.0;;;;;;11.0;;8.0;1.0;;
912;M-N Zakelijke dienstverlening;2000;69.0;;;;;;;;;2.0;;3.0;;1.0;39.0;;;;;;14.0;;9.0;2.0;;
913;M-N Zakelijke dienstverlening;2001;72.0;;;;;;;;;2.0;;3.0;;1.0;39.0;;;;;;17.0;;9.0;1.0;;
914;M-N Zakelijke dienstverlening;2002;72.0;;;;;;;;;2.0;;3.0;;1.0;41.0;;;;;;15.0;;9.0;1.0;;
915;M-N Zakelijke dienstverlening;2003;73.0;;;;;;;;;2.0;;3.0;;1.0;42.0;;;;;;16.0;;9.0;0.0;;
916;M-N Zakelijke dienstverlening;2004;75.0;;;;;;;;;1.0;;3.0;;1.0;43.0;;;;;;15.0;;10.0;2.0;;
917;M-N Zakelijke dienstverlening;2005;73.0;;;;;;;;;1.0;;3.0;;1.0;43.0;;;;;;14.0;;10.0;1.0;;
918;M-N Zakelijke dienstverlening;2006;79.0;;;;;;;;;1.0;;3.0;;1.0;45.0;;;;;;17.0;;11.0;1.0;;
919;M-N Zakelijke dienstverlening;2007;78.0;;;;;;;;;1.0;;3.0;;1.0;46.0;;;;;;16.0;;10.0;1.0;;
920;M-N Zakelijke dienstverlening;2008;83.0;;;;;;;;;1.0;;3.0;;2.0;48.0;;;;;;17.0;;11.0;1.0;;
921;M-N Zakelijke dienstverlening;2009;79.0;;;;;;;;;1.0;;3.0;;1.0;44.0;;;;;;19.0;;10.0;1.0;;
922;M-N Zakelijke dienstverlening;2010;80.0;;;;;;;;;1.0;;3.0;;0.0;44.0;;;;;;20.0;;10.0;1.0;;
923;M-N Zakelijke dienstverlening;2011;75.0;;;;;;;;;1.0;;3.0;;1.0;44.0;;;;;;15.0;;11.0;1.0;;
924;M Specialistische zakelijke diensten;1990;19.0;;;;;;;;;;;1.0;;;5.0;;;;;;9.0;;4.0;0.0;;
925;M Specialistische zakelijke diensten;1991;21.0;;;;;;;;;1.0;;1.0;;;5.0;;;;;;10.0;;4.0;0.0;;
926;M Specialistische zakelijke diensten;1992;22.0;;;;;;;;;;;1.0;;;6.0;;;;;;9.0;;5.0;0.0;;
927;M Specialistische zakelijke diensten;1993;22.0;;;;;;;;;;;1.0;;;6.0;;;;;;10.0;;5.0;1.0;;
928;M Specialistische zakelijke diensten;1994;22.0;;;;;;;;;;;1.0;;;6.0;;;;;;10.0;;5.0;1.0;;
929;M Specialistische zakelijke diensten;1995;24.0;;;;;;;;;;;1.0;;;6.0;;;;;;11.0;;5.0;1.0;;
930;M Specialistische zakelijke diensten;1996;27.0;;;;;;;;;;;1.0;;;7.0;;;;;;13.0;;5.0;1.0;;
931;M Specialistische zakelijke diensten;1997;26.0;;;;;;;;;;;1.0;;;8.0;;;;;;10.0;;6.0;1.0;;
932;M Specialistische zakelijke diensten;1998;26.0;;;;;;;;;0.0;;1.0;;;7.0;;;;;;11.0;;6.0;1.0;;
933;M Specialistische zakelijke diensten;1999;25.0;;;;;;;;;0.0;;1.0;;;7.0;;;;;;9.0;;7.0;1.0;;
934;M Specialistische zakelijke diensten;2000;30.0;;;;;;;;;0.0;;1.0;;;8.0;;;;;;12.0;;7.0;2.0;;
935;M Specialistische zakelijke diensten;2001;32.0;;;;;;;;;0.0;;1.0;;;8.0;;;;;;14.0;;7.0;1.0;;
936;M Specialistische zakelijke diensten;2002;30.0;;;;;;;;;0.0;;1.0;;;8.0;;;;;;12.0;;7.0;1.0;;
937;M Specialistische zakelijke diensten;2003;31.0;;;;;;;;;0.0;;1.0;;;9.0;;;;;;13.0;;7.0;0.0;;
938;M Specialistische zakelijke diensten;2004;32.0;;;;;;;;;0.0;;1.0;;;9.0;;;;;;12.0;;8.0;2.0;;
939;M Specialistische zakelijke diensten;2005;30.0;;;;;;;;;0.0;;1.0;;;9.0;;;;;;11.0;;7.0;1.0;;
940;M Specialistische zakelijke diensten;2006;33.0;;;;;;;;;0.0;;1.0;;;9.0;;;;;;13.0;;8.0;1.0;;
941;M Specialistische zakelijke diensten;2007;32.0;;;;;;;;;0.0;;1.0;;;9.0;;;;;;12.0;;8.0;1.0;;
942;M Specialistische zakelijke diensten;2008;33.0;;;;;;;;;0.0;;1.0;;;10.0;;;;;;13.0;;8.0;1.0;;
943;M Specialistische zakelijke diensten;2009;33.0;;;;;;;;;0.0;;1.0;;;9.0;;;;;;14.0;;8.0;1.0;;
944;M Specialistische zakelijke diensten;2010;35.0;;;;;;;;;0.0;;1.0;;;9.0;;;;;;15.0;;8.0;1.0;;
945;M Specialistische zakelijke diensten;2011;30.0;;;;;;;;;0.0;;1.0;;;9.0;;;;;;11.0;;8.0;1.0;;
946;N Verhuur en overige zakelijke diensten;1990;18.0;;;;;;;;;1.0;;1.0;;1.0;12.0;;;;;;2.0;;1.0;;;
947;N Verhuur en overige zakelijke diensten;1991;18.0;;;;;;;;;1.0;;1.0;;1.0;13.0;;;;;;2.0;;1.0;;;
948;N Verhuur en overige zakelijke diensten;1992;21.0;;;;;;;;;2.0;;1.0;;1.0;14.0;;;;;;2.0;;1.0;;;
949;N Verhuur en overige zakelijke diensten;1993;22.0;;;;;;;;;2.0;;1.0;;1.0;15.0;;;;;;2.0;;1.0;;;
950;N Verhuur en overige zakelijke diensten;1994;21.0;;;;;;;;;1.0;;1.0;;1.0;15.0;;;;;;2.0;;1.0;;;
951;N Verhuur en overige zakelijke diensten;1995;22.0;;;;;;;;;1.0;;1.0;;1.0;15.0;;;;;;3.0;;1.0;;;
952;N Verhuur en overige zakelijke diensten;1996;24.0;;;;;;;;;1.0;;1.0;;1.0;17.0;;;;;;3.0;;1.0;;;
953;N Verhuur en overige zakelijke diensten;1997;29.0;;;;;;;;;1.0;;1.0;;1.0;22.0;;;;;;3.0;;1.0;;;
954;N Verhuur en overige zakelijke diensten;1998;29.0;;;;;;;;;1.0;;1.0;;1.0;21.0;;;;;;3.0;;2.0;;;
955;N Verhuur en overige zakelijke diensten;1999;34.0;;;;;;;;;1.0;;1.0;;1.0;27.0;;;;;;2.0;;2.0;;;
956;N Verhuur en overige zakelijke diensten;2000;40.0;;;;;;;;;2.0;;2.0;;1.0;31.0;;;;;;2.0;;2.0;;;
957;N Verhuur en overige zakelijke diensten;2001;40.0;;;;;;;;;2.0;;2.0;;1.0;31.0;;;;;;3.0;;2.0;;;
958;N Verhuur en overige zakelijke diensten;2002;42.0;;;;;;;;;2.0;;2.0;;1.0;33.0;;;;;;3.0;;2.0;;;
959;N Verhuur en overige zakelijke diensten;2003;42.0;;;;;;;;;1.0;;2.0;;1.0;33.0;;;;;;3.0;;2.0;;;
960;N Verhuur en overige zakelijke diensten;2004;43.0;;;;;;;;;1.0;;2.0;;1.0;34.0;;;;;;3.0;;2.0;;;
961;N Verhuur en overige zakelijke diensten;2005;43.0;;;;;;;;;1.0;;2.0;;1.0;34.0;;;;;;3.0;;2.0;;;
962;N Verhuur en overige zakelijke diensten;2006;46.0;;;;;;;;;1.0;;2.0;;1.0;36.0;;;;;;4.0;;2.0;;;
963;N Verhuur en overige zakelijke diensten;2007;46.0;;;;;;;;;1.0;;2.0;;1.0;37.0;;;;;;4.0;;3.0;;;
964;N Verhuur en overige zakelijke diensten;2008;50.0;;;;;;;;;1.0;;2.0;;2.0;38.0;;;;;;4.0;;3.0;;;
965;N Verhuur en overige zakelijke diensten;2009;46.0;;;;;;;;;1.0;;2.0;;1.0;35.0;;;;;;4.0;;2.0;;;
966;N Verhuur en overige zakelijke diensten;2010;45.0;;;;;;;;;1.0;;2.0;;0.0;35.0;;;;;;5.0;;2.0;;;
967;N Verhuur en overige zakelijke diensten;2011;45.0;;;;;;;;;1.0;;2.0;;1.0;35.0;;;;;;4.0;;3.0;;;
968;O-Q Overheid en zorg;1990;103.0;;;;;;;;;4.0;;4.0;4.0;3.0;6.0;3.0;;0.0;;;57.0;;20.0;0.0;;1.0
969;O-Q Overheid en zorg;1991;111.0;;;;;;;;;4.0;;4.0;4.0;3.0;6.0;3.0;;0.0;;;69.0;;18.0;0.0;;
970;O-Q Overheid en zorg;1992;106.0;;;;;;;;;5.0;;4.0;4.0;4.0;5.0;3.0;;0.0;;;61.0;;19.0;0.0;;
971;O-Q Overheid en zorg;1993;107.0;;;;;;;;;4.0;;4.0;4.0;4.0;5.0;3.0;;0.0;;;62.0;;19.0;1.0;;1.0
972;O-Q Overheid en zorg;1994;100.0;;;;;;;;;4.0;;4.0;4.0;4.0;5.0;3.0;;0.0;;;54.0;;20.0;1.0;;2.0
973;O-Q Overheid en zorg;1995;111.0;;;;;;;;;5.0;;4.0;4.0;4.0;5.0;3.0;;1.0;;;61.0;0.0;23.0;1.0;0.0;2.0
974;O-Q Overheid en zorg;1996;119.0;;;;;;;;;4.0;;4.0;4.0;5.0;6.0;3.0;;1.0;;;66.0;0.0;25.0;2.0;0.0;0.0
975;O-Q Overheid en zorg;1997;108.0;;;;;;;;;3.0;;4.0;4.0;3.0;6.0;3.0;;1.0;;;56.0;0.0;25.0;2.0;0.0;1.0
976;O-Q Overheid en zorg;1998;115.0;;;;;;;;;2.0;;4.0;4.0;5.0;9.0;3.0;;1.0;;;58.0;0.0;26.0;2.0;0.0;1.0
977;O-Q Overheid en zorg;1999;108.0;;;;;;;;;2.0;;3.0;6.0;5.0;10.0;3.0;;1.0;;;48.0;0.0;27.0;2.0;0.0;2.0
978;O-Q Overheid en zorg;2000;111.0;;;;;;;;;2.0;;4.0;5.0;4.0;10.0;3.0;;1.0;;;49.0;0.0;29.0;3.0;0.0;1.0
979;O-Q Overheid en zorg;2001;116.0;;;;;;;;;2.0;;4.0;4.0;3.0;10.0;2.0;;1.0;;;60.0;0.0;29.0;2.0;0.0;0.0
980;O-Q Overheid en zorg;2002;122.0;;;;;;;;;2.0;;4.0;4.0;3.0;10.0;3.0;;1.0;;;66.0;0.0;28.0;2.0;0.0;0.0
981;O-Q Overheid en zorg;2003;129.0;;;;;;;;;2.0;;5.0;4.0;3.0;12.0;2.0;;1.0;;;70.0;0.0;30.0;1.0;0.0;1.0
982;O-Q Overheid en zorg;2004;134.0;;;;;;;;;1.0;;4.0;4.0;3.0;12.0;2.0;;1.0;;;67.0;0.0;32.0;4.0;0.0;4.0
983;O-Q Overheid en zorg;2005;125.0;;;;;;;;;1.0;;4.0;3.0;4.0;12.0;2.0;;1.0;;;57.0;0.0;32.0;3.0;0.0;5.0
984;O-Q Overheid en zorg;2006;134.0;;;;;;;;;1.0;;5.0;3.0;4.0;12.0;2.0;;1.0;;;65.0;0.0;32.0;3.0;1.0;5.0
985;O-Q Overheid en zorg;2007;122.0;;;;;;;;;1.0;;5.0;3.0;4.0;13.0;2.0;;1.0;;;58.0;0.0;32.0;3.0;1.0;0.0
986;O-Q Overheid en zorg;2008;136.0;;;;;;;;;1.0;;5.0;4.0;6.0;13.0;2.0;;1.0;;;66.0;0.0;32.0;3.0;1.0;2.0
987;O-Q Overheid en zorg;2009;138.0;;;;;;;;;1.0;;6.0;3.0;4.0;13.0;2.0;;1.0;;;75.0;0.0;32.0;2.0;2.0;0.0
988;O-Q Overheid en zorg;2010;148.0;;;;;;;;;1.0;;6.0;3.0;1.0;13.0;2.0;;1.0;;;87.0;0.0;32.0;3.0;1.0;0.0
989;O-Q Overheid en zorg;2011;134.0;;;;;;;;;1.0;;6.0;2.0;3.0;12.0;2.0;;1.0;;;67.0;0.0;34.0;3.0;1.0;2.0
990;O Openbaar bestuur en overheidsdiensten;1990;37.0;;;;;;;;;3.0;;3.0;4.0;2.0;6.0;3.0;;0.0;;;9.0;;6.0;;;0.0
991;O Openbaar bestuur en overheidsdiensten;1991;39.0;;;;;;;;;3.0;;3.0;4.0;2.0;6.0;3.0;;0.0;;;12.0;;5.0;;;
992;O Openbaar bestuur en overheidsdiensten;1992;36.0;;;;;;;;;3.0;;3.0;4.0;2.0;5.0;3.0;;0.0;;;10.0;;5.0;;;
993;O Openbaar bestuur en overheidsdiensten;1993;36.0;;;;;;;;;3.0;;3.0;4.0;2.0;4.0;3.0;;0.0;;;10.0;;5.0;;;0.0
994;O Openbaar bestuur en overheidsdiensten;1994;36.0;;;;;;;;;3.0;;3.0;4.0;2.0;5.0;3.0;;0.0;;;10.0;;7.0;;;0.0
995;O Openbaar bestuur en overheidsdiensten;1995;43.0;;;;;;;;;3.0;;3.0;4.0;2.0;5.0;3.0;;1.0;;;13.0;0.0;9.0;;0.0;0.0
996;O Openbaar bestuur en overheidsdiensten;1996;46.0;;;;;;;;;3.0;;3.0;4.0;3.0;5.0;3.0;;1.0;;;14.0;0.0;10.0;;0.0;0.0
997;O Openbaar bestuur en overheidsdiensten;1997;43.0;;;;;;;;;3.0;;3.0;4.0;2.0;6.0;3.0;;1.0;;;12.0;0.0;10.0;;0.0;0.0
998;O Openbaar bestuur en overheidsdiensten;1998;47.0;;;;;;;;;1.0;;3.0;4.0;3.0;8.0;3.0;;1.0;;;12.0;0.0;11.0;;0.0;0.0
999;O Openbaar bestuur en overheidsdiensten;1999;46.0;;;;;;;;;1.0;;2.0;6.0;3.0;10.0;3.0;;1.0;;;10.0;0.0;11.0;;0.0;0.0
1000;O Openbaar bestuur en overheidsdiensten;2000;48.0;;;;;;;;;1.0;;3.0;5.0;2.0;10.0;3.0;;1.0;;;11.0;0.0;13.0;;0.0;0.0
1001;O Openbaar bestuur en overheidsdiensten;2001;48.0;;;;;;;;;1.0;;3.0;4.0;2.0;9.0;2.0;;1.0;;;13.0;0.0;13.0;;0.0;0.0
1002;O Openbaar bestuur en overheidsdiensten;2002;51.0;;;;;;;;;1.0;;3.0;4.0;2.0;10.0;3.0;;1.0;;;16.0;0.0;12.0;;0.0;0.0
1003;O Openbaar bestuur en overheidsdiensten;2003;55.0;;;;;;;;;1.0;;3.0;4.0;2.0;11.0;2.0;;1.0;;;17.0;0.0;14.0;;0.0;0.0
1004;O Openbaar bestuur en overheidsdiensten;2004;55.0;;;;;;;;;1.0;;3.0;4.0;2.0;11.0;2.0;;1.0;;;16.0;0.0;15.0;;0.0;1.0
1005;O Openbaar bestuur en overheidsdiensten;2005;54.0;;;;;;;;;1.0;;3.0;3.0;3.0;11.0;2.0;;1.0;;;14.0;0.0;15.0;;0.0;1.0
1006;O Openbaar bestuur en overheidsdiensten;2006;58.0;;;;;;;;;1.0;;3.0;3.0;3.0;12.0;2.0;;1.0;;;16.0;0.0;16.0;;0.0;1.0
1007;O Openbaar bestuur en overheidsdiensten;2007;55.0;;;;;;;;;1.0;;3.0;3.0;3.0;12.0;2.0;;1.0;;;15.0;0.0;16.0;;0.0;0.0
1008;O Openbaar bestuur en overheidsdiensten;2008;62.0;;;;;;;;;0.0;;4.0;4.0;4.0;12.0;2.0;;1.0;;;18.0;0.0;16.0;;1.0;1.0
1009;O Openbaar bestuur en overheidsdiensten;2009;63.0;;;;;;;;;0.0;;4.0;3.0;3.0;12.0;2.0;;1.0;;;21.0;0.0;17.0;;1.0;0.0
1010;O Openbaar bestuur en overheidsdiensten;2010;63.0;;;;;;;;;0.0;;4.0;3.0;1.0;12.0;2.0;;1.0;;;24.0;0.0;16.0;;1.0;0.0
1011;O Openbaar bestuur en overheidsdiensten;2011;58.0;;;;;;;;;0.0;;4.0;2.0;2.0;12.0;2.0;;1.0;;;17.0;0.0;17.0;;1.0;0.0
1012;P Onderwijs;1990;24.0;;;;;;;;;1.0;;1.0;;1.0;0.0;;;;;;16.0;;5.0;0.0;;0.0
1013;P Onderwijs;1991;25.0;;;;;;;;;1.0;;1.0;;1.0;0.0;;;;;;18.0;;4.0;0.0;;
1014;P Onderwijs;1992;25.0;;;;;;;;;2.0;;1.0;;1.0;0.0;;;;;;16.0;;5.0;0.0;;
1015;P Onderwijs;1993;24.0;;;;;;;;;1.0;;1.0;;1.0;0.0;;;;;;16.0;;5.0;0.0;;0.0
1016;P Onderwijs;1994;21.0;;;;;;;;;1.0;;1.0;;1.0;0.0;;;;;;13.0;;4.0;0.0;;0.0
1017;P Onderwijs;1995;22.0;;;;;;;;;1.0;;1.0;;1.0;0.0;;;;;;14.0;;4.0;0.0;0.0;0.0
1018;P Onderwijs;1996;23.0;;;;;;;;;1.0;;1.0;;1.0;0.0;;;;;;15.0;;5.0;0.0;0.0;0.0
1019;P Onderwijs;1997;22.0;;;;;;;;;1.0;;1.0;;1.0;0.0;;;;;;14.0;;5.0;0.0;0.0;0.0
1020;P Onderwijs;1998;23.0;;;;;;;;;1.0;;1.0;;1.0;0.0;;;;;;14.0;;5.0;0.0;0.0;0.0
1021;P Onderwijs;1999;22.0;;;;;;;;;1.0;;1.0;;1.0;0.0;;;;;;13.0;;5.0;0.0;0.0;0.0
1022;P Onderwijs;2000;21.0;;;;;;;;;1.0;;1.0;;1.0;0.0;;;;;;12.0;;6.0;0.0;0.0;0.0
1023;P Onderwijs;2001;23.0;;;;;;;;;1.0;;1.0;;1.0;0.0;;;;;;15.0;;5.0;0.0;0.0;0.0
1024;P Onderwijs;2002;23.0;;;;;;;;;1.0;;1.0;;1.0;0.0;;;;;;16.0;;5.0;0.0;0.0;0.0
1025;P Onderwijs;2003;24.0;;;;;;;;;1.0;;1.0;;1.0;0.0;;;;;;17.0;;5.0;0.0;0.0;0.0
1026;P Onderwijs;2004;25.0;;;;;;;;;0.0;;1.0;;1.0;0.0;;;;;;16.0;;5.0;0.0;0.0;1.0
1027;P Onderwijs;2005;24.0;;;;;;;;;0.0;;1.0;;1.0;0.0;;;;;;14.0;;5.0;0.0;0.0;1.0
1028;P Onderwijs;2006;26.0;;;;;;;;;0.0;;1.0;;1.0;0.0;;;;;;17.0;;6.0;0.0;0.0;1.0
1029;P Onderwijs;2007;24.0;;;;;;;;;0.0;;1.0;;1.0;0.0;;;;;;15.0;;5.0;0.0;0.0;0.0
1030;P Onderwijs;2008;27.0;;;;;;;;;0.0;;1.0;;1.0;0.0;;;;;;17.0;;5.0;0.0;0.0;1.0
1031;P Onderwijs;2009;26.0;;;;;;;;;0.0;;1.0;;1.0;0.0;;;;;;18.0;;5.0;0.0;0.0;0.0
1032;P Onderwijs;2010;29.0;;;;;;;;;0.0;;1.0;;0.0;0.0;;;;;;22.0;;5.0;0.0;0.0;0.0
1033;P Onderwijs;2011;26.0;;;;;;;;;0.0;;1.0;;1.0;0.0;;;;;;17.0;;5.0;0.0;0.0;0.0
1034;Q Gezondheids- en welzijnszorg;1990;42.0;;;;;;;;;;;0.0;;1.0;0.0;;;;;;32.0;;9.0;0.0;;1.0
1035;Q Gezondheids- en welzijnszorg;1991;48.0;;;;;;;;;;;0.0;;1.0;0.0;;;;;;39.0;;8.0;0.0;;
1036;Q Gezondheids- en welzijnszorg;1992;44.0;;;;;;;;;;;0.0;;1.0;0.0;;;;;;35.0;;8.0;0.0;;
1037;Q Gezondheids- en welzijnszorg;1993;47.0;;;;;;;;;;;0.0;;1.0;0.0;;;;;;36.0;;9.0;1.0;;0.0
1038;Q Gezondheids- en welzijnszorg;1994;42.0;;;;;;;;;;;0.0;;1.0;0.0;;;;;;30.0;;9.0;1.0;;1.0
1039;Q Gezondheids- en welzijnszorg;1995;46.0;;;;;;;;;;;0.0;;1.0;0.0;;;;;;34.0;;9.0;1.0;0.0;1.0
1040;Q Gezondheids- en welzijnszorg;1996;50.0;;;;;;;;;;;0.0;;1.0;0.0;;;;;;37.0;;10.0;2.0;0.0;0.0
1041;Q Gezondheids- en welzijnszorg;1997;44.0;;;;;;;;;;;0.0;;1.0;0.0;;;;;;30.0;;10.0;2.0;0.0;1.0
1042;Q Gezondheids- en welzijnszorg;1998;46.0;;;;;;;;;;;0.0;;1.0;0.0;;;;;;31.0;;11.0;2.0;0.0;1.0
1043;Q Gezondheids- en welzijnszorg;1999;41.0;;;;;;;;;;;0.0;;1.0;0.0;;;;;;26.0;;10.0;2.0;0.0;1.0
1044;Q Gezondheids- en welzijnszorg;2000;41.0;;;;;;;;;;;0.0;;1.0;0.0;;;;;;26.0;;11.0;3.0;0.0;1.0
1045;Q Gezondheids- en welzijnszorg;2001;46.0;;;;;;;;;;;0.0;;1.0;0.0;;;;;;32.0;;11.0;2.0;0.0;0.0
1046;Q Gezondheids- en welzijnszorg;2002;48.0;;;;;;;;;;;0.0;;1.0;0.0;;;;;;34.0;;10.0;2.0;0.0;0.0
1047;Q Gezondheids- en welzijnszorg;2003;50.0;;;;;;;;;;;0.0;;1.0;0.0;;;;;;37.0;;11.0;1.0;0.0;1.0
1048;Q Gezondheids- en welzijnszorg;2004;54.0;;;;;;;;;;;0.0;;1.0;0.0;;;;;;34.0;;12.0;4.0;0.0;2.0
1049;Q Gezondheids- en welzijnszorg;2005;47.0;;;;;;;;;;;0.0;;1.0;0.0;;;;;;28.0;;11.0;3.0;0.0;3.0
1050;Q Gezondheids- en welzijnszorg;2006;50.0;;;;;;;;;;;0.0;;1.0;0.0;;;;;;32.0;;11.0;3.0;0.0;3.0
1051;Q Gezondheids- en welzijnszorg;2007;44.0;;;;;;;;;;;0.0;;1.0;0.0;;;;;;28.0;;10.0;3.0;0.0;0.0
1052;Q Gezondheids- en welzijnszorg;2008;48.0;;;;;;;;;;;0.0;;1.0;0.0;;;;;;31.0;;11.0;3.0;0.0;1.0
1053;Q Gezondheids- en welzijnszorg;2009;49.0;;;;;;;;;;;0.0;;1.0;0.0;;;;;;36.0;;10.0;2.0;1.0;0.0
1054;Q Gezondheids- en welzijnszorg;2010;56.0;;;;;;;;;;;0.0;;0.0;0.0;;;;;;42.0;;11.0;3.0;0.0;0.0
1055;Q Gezondheids- en welzijnszorg;2011;51.0;;;;;;;;;;;0.0;;0.0;0.0;;;;;;33.0;;12.0;3.0;0.0;1.0
1056;R-U Cultuur, recreatie, overige diensten;1990;22.0;;;;;;;;;1.0;;1.0;;1.0;1.0;;;;;;13.0;;5.0;0.0;;
1057;R-U Cultuur, recreatie, overige diensten;1991;25.0;;;;;;;;;1.0;;1.0;;1.0;2.0;;;;;;16.0;;5.0;0.0;;
1058;R-U Cultuur, recreatie, overige diensten;1992;25.0;;;;;;;;;1.0;;1.0;;1.0;1.0;;;;;;15.0;;5.0;0.0;;
1059;R-U Cultuur, recreatie, overige diensten;1993;30.0;;;;;;;;;1.0;;1.0;;1.0;1.0;;;;;;19.0;;6.0;2.0;;
