ID;Landen;Perioden;Inflatie_1;Langetermijnrente_2;SaldoOverheidsfinancien_3;Staatsschuld_4;Werkloosheid_5;OpenheidVanDeEconomie_6;GoederenhandelMetNietEULanden_7;Import_8;Export_9;Import_10;Export_11
96;Duitsland;1994;;6.88;-2.3;;8.11;46.0;15.6;;;;
97;Duitsland;1995;;6.86;;55.6;7.9;47.4;15.5;;;;
98;Duitsland;1996;1.2;6.23;-3.3;58.4;8.55;48.9;16.1;;;;
99;Duitsland;1997;1.5;5.66;-2.6;59.7;9.26;53.7;19.0;;;;
100;Duitsland;1998;0.6;4.58;-2.2;60.3;8.93;56.0;19.6;;;;
101;Duitsland;1999;0.6;4.5;-1.5;60.9;8.16;57.9;16.3;;;;
102;Duitsland;2000;1.4;5.27;1.1;60.2;7.47;66.5;20.0;;;;
103;Duitsland;2001;1.9;4.8;-3.1;59.1;7.34;67.6;20.2;;;;
104;Duitsland;2002;1.4;4.78;-3.8;60.7;8.1;66.8;19.5;;;;
105;Duitsland;2003;1.0;4.07;-4.2;64.4;9.13;67.5;19.3;;;;
106;Duitsland;2004;1.8;4.04;-3.8;66.3;9.83;72.1;20.8;;;;
107;Duitsland;2005;1.9;3.35;-3.3;68.6;10.69;77.4;22.5;;;;
108;Duitsland;2006;1.8;3.76;-1.6;68.1;9.69;85.4;25.2;765.0;740.0;7.0;7.0
109;Duitsland;2007;2.3;4.22;0.2;65.2;8.33;87.3;25.2;765.0;740.0;7.0;7.0
110;Duitsland;2008;2.8;3.98;-0.1;66.7;7.18;89.9;26.4;765.0;740.0;7.0;7.0
111;Duitsland;2009;0.2;3.22;-3.2;74.4;7.44;78.9;22.6;887.0;822.0;7.0;7.0
112;Duitsland;2010;1.2;2.74;-4.3;83.0;6.75;88.2;27.1;937.0;872.0;7.0;7.0
113;Duitsland;2011;2.5;2.61;-1.0;81.2;5.74;95.2;29.5;937.0;872.0;7.0;7.0
114;Duitsland;2012;;;;;;;;937.0;872.0;7.0;7.0
115;Finland;1990;5.8;13.21;4.4;;4.56;46.6;14.3;;;;
116;Finland;1991;4.5;11.71;-0.8;;8.04;44.3;13.2;;;;
117;Finland;1992;3.3;11.97;-5.3;;13.03;51.1;14.2;;;;
118;Finland;1993;3.3;8.83;-9.3;;17.62;59.1;19.2;;;;
119;Finland;1994;1.6;9.04;-7.0;;17.87;63.9;22.0;;;;
120;Finland;1995;0.4;8.79;-6.2;56.6;16.7;65.5;19.3;;;;
121;Finland;1996;1.1;7.08;-3.5;57.0;15.87;67.5;21.2;;;;
122;Finland;1997;1.2;5.96;-1.4;53.9;12.77;70.2;24.9;;;;
123;Finland;1998;1.3;4.79;1.5;48.4;11.43;69.1;23.5;;;;
124;Finland;1999;1.3;4.72;1.6;45.7;10.25;68.6;18.8;;;;
125;Finland;2000;2.9;5.48;6.9;43.8;9.81;78.0;23.3;;;;
126;Finland;2001;2.7;5.04;5.1;42.5;9.14;73.7;21.7;;;;
127;Finland;2002;2.0;4.98;4.1;41.5;9.11;71.8;20.5;;;;
128;Finland;2003;1.3;4.14;2.6;44.5;9.04;70.6;21.0;;;;
129;Finland;2004;0.1;4.11;2.5;44.4;8.84;73.2;22.5;;;;
130;Finland;2005;0.8;3.35;2.8;41.7;8.4;79.4;24.5;;;;
131;Finland;2006;1.3;3.78;4.1;39.6;7.73;86.3;27.9;420.0;420.0;8.0;8.0
132;Finland;2007;1.6;4.29;5.3;35.2;6.88;86.5;27.7;420.0;420.0;8.0;8.0
133;Finland;2008;3.9;4.29;4.3;33.9;6.38;89.9;28.3;420.0;420.0;8.0;8.0
134;Finland;2009;1.6;3.74;-2.5;43.5;8.26;73.0;20.4;575.0;495.0;8.0;8.0
135;Finland;2010;1.7;3.01;-2.5;48.4;8.43;79.4;23.7;620.0;540.0;8.0;8.0
136;Finland;2011;3.3;3.01;-0.5;48.6;7.81;78.7;25.2;620.0;540.0;8.0;8.0
137;Finland;2012;;;;;;;;620.0;540.0;8.0;8.0
138;Frankrijk;1990;;9.93;-2.5;;7.92;43.8;11.2;;;;
139;Frankrijk;1991;3.4;9.04;-3.0;;8.17;44.2;10.6;;;;
140;Frankrijk;1992;2.4;8.59;-4.6;;9.05;43.0;10.0;;;;
141;Frankrijk;1993;2.2;6.78;-6.0;;10.08;41.1;10.6;;;;
142;Frankrijk;1994;1.7;7.22;-5.5;;10.72;42.8;10.9;;;;
143;Frankrijk;1995;1.8;7.54;-5.5;55.5;10.08;44.4;12.6;;;;
144;Frankrijk;1996;2.1;6.31;-4.0;58.0;10.59;44.9;12.9;;;;
145;Frankrijk;1997;1.3;5.58;-3.3;59.2;10.77;48.5;14.9;;;;
146;Frankrijk;1998;0.7;4.64;-2.6;59.4;10.33;49.9;15.0;;;;
147;Frankrijk;1999;0.6;4.61;-1.8;58.9;10.03;50.2;14.5;;;;
148;Frankrijk;2000;1.8;5.39;-1.5;57.3;8.53;56.6;17.0;;;;
149;Frankrijk;2001;1.8;4.94;-1.5;56.9;7.74;55.6;16.6;;;;
150;Frankrijk;2002;1.9;4.86;-3.1;58.8;7.88;53.5;15.0;;;;
151;Frankrijk;2003;2.2;4.13;-4.1;62.9;8.51;50.9;13.9;;;;
152;Frankrijk;2004;2.3;4.1;-3.6;64.9;8.87;51.9;14.4;;;;
153;Frankrijk;2005;1.9;3.41;-2.9;66.4;8.88;53.4;15.6;;;;
154;Frankrijk;2006;1.9;3.8;-2.3;63.7;8.84;55.1;15.0;886.0;886.0;23.0;22.0
155;Frankrijk;2007;1.6;4.3;-2.7;64.2;8.01;55.3;14.9;1148.0;1028.0;12.0;11.0
156;Frankrijk;2008;3.2;4.23;-3.3;68.2;7.39;56.0;15.9;1148.0;1028.0;12.0;11.0
157;Frankrijk;2009;0.1;3.65;-7.5;79.2;9.14;48.5;13.5;1248.0;1078.0;11.0;9.0
158;Frankrijk;2010;1.7;3.12;-7.1;82.3;9.36;53.3;15.5;1248.0;1078.0;11.0;9.0
159;Frankrijk;2011;2.3;3.32;-5.2;85.8;9.25;56.4;16.7;1248.0;1078.0;11.0;9.0
160;Frankrijk;2012;;;;;;;;1248.0;1078.0;11.0;9.0
161;Hongarije;1990;;;;;;60.0;;;;;
162;Hongarije;1991;;;;;;66.9;;;;;
163;Hongarije;1992;;;;;9.95;63.5;;;;;
164;Hongarije;1993;;;;;12.1;61.4;;;;;
165;Hongarije;1994;;;;;10.98;64.7;;;;;
166;Hongarije;1995;;;-8.7;85.4;10.43;89.8;;;;;
167;Hongarije;1996;23.5;;-4.4;71.4;10.11;95.9;;;;;
168;Hongarije;1997;18.5;;-5.9;62.0;8.91;108.0;;;;;
169;Hongarije;1998;14.2;;-7.8;59.9;7.92;122.7;;;;;
170;Hongarije;1999;10.0;;-5.4;59.8;7.05;129.5;24.1;;;;
171;Hongarije;2000;10.0;8.55;-3.0;56.1;6.47;152.7;33.4;;;;
172;Hongarije;2001;9.1;7.95;-4.1;52.7;5.77;145.0;31.1;;;;
173;Hongarije;2002;5.2;7.09;-9.0;55.9;5.87;128.4;27.9;;;;
174;Hongarije;2003;4.7;6.77;-7.3;58.6;5.93;126.7;28.5;;;;
175;Hongarije;2004;6.8;8.29;-6.5;59.5;6.16;130.3;27.9;;;;
176;Hongarije;2005;3.5;6.6;-7.9;61.7;7.31;134.0;29.1;;;;
177;Hongarije;2006;4.0;7.12;-9.4;65.9;7.55;156.4;34.6;975.0;975.0;18.0;16.0
178;Hongarije;2007;7.9;6.74;-5.1;67.1;7.43;161.7;36.1;975.0;975.0;18.0;16.0
179;Hongarije;2008;6.0;8.24;-3.7;73.0;7.9;162.9;37.6;975.0;975.0;18.0;16.0
180;Hongarije;2009;4.0;9.12;-4.6;79.8;10.1;150.3;33.0;1110.0;1040.0;18.0;16.0
181;Hongarije;2010;4.7;7.28;-4.2;81.4;11.23;166.6;39.1;1085.0;1015.0;18.0;16.0
182;Hongarije;2011;3.9;7.64;4.3;80.6;10.98;177.2;41.6;1085.0;1015.0;18.0;16.0
183;Hongarije;2012;;;;;;;;1085.0;1015.0;18.0;16.0
184;Ierland;1990;;10.27;-2.7;;12.98;108.7;22.8;;;;
185;Ierland;1991;;9.37;-2.8;;14.65;110.2;23.4;;;;
186;Ierland;1992;;9.32;-2.9;;15.29;113.4;23.0;;;;
187;Ierland;1993;;7.58;-2.8;;15.92;120.7;31.6;;;;
188;Ierland;1994;;8.04;-2.0;;14.95;130.9;31.6;;;;
189;Ierland;1995;;8.23;-2.1;82.0;12.36;140.9;33.0;;;;
190;Ierland;1996;2.2;7.25;-0.1;73.4;11.87;143.0;33.0;;;;
191;Ierland;1997;1.3;6.26;1.1;64.3;10.72;146.0;37.2;;;;
192;Ierland;1998;2.1;4.75;2.4;53.6;7.57;162.4;41.2;;;;
193;Ierland;1999;2.5;4.77;2.7;48.5;5.61;164.8;42.3;;;;
194;Ierland;2000;5.3;5.48;4.7;35.1;4.33;181.4;47.0;;;;
195;Ierland;2001;4.0;5.02;0.9;35.1;3.92;182.9;43.9;;;;
196;Ierland;2002;4.7;4.99;-0.4;31.9;4.44;169.6;38.1;;;;
197;Ierland;2003;4.0;4.13;0.4;30.7;4.74;150.3;34.5;;;;
198;Ierland;2004;2.3;4.06;1.4;29.4;4.54;151.5;32.0;;;;
199;Ierland;2005;2.2;3.32;1.7;27.2;4.34;150.5;30.8;;;;
200;Ierland;2006;2.7;3.79;2.9;24.5;4.42;148.2;28.1;1139.0;1090.0;12.0;7.0
201;Ierland;2007;2.9;4.33;0.1;24.8;4.57;151.5;26.7;1139.0;1090.0;12.0;7.0
202;Ierland;2008;3.1;4.55;-7.3;44.2;6.03;157.8;27.2;1139.0;1090.0;12.0;7.0
203;Ierland;2009;-1.7;5.23;-14.0;65.1;11.81;166.2;29.7;1121.0;1109.0;12.0;7.0
204;Ierland;2010;-1.6;5.99;-31.2;92.5;13.62;183.1;33.1;1121.0;1109.0;12.0;7.0
205;Ierland;2011;1.2;9.58;-13.1;108.2;14.51;189.8;33.7;1121.0;1109.0;12.0;7.0
206;Ierland;2012;;;;;;;;1121.0;1109.0;12.0;7.0
207;Italië;1990;6.2;13.54;-9.0;;9.13;38.3;11.7;;;;
208;Italië;1991;6.2;13.28;-9.0;;8.59;35.7;11.1;;;;
209;Italië;1992;5.0;13.27;-8.6;;8.72;36.7;10.7;;;;
210;Italië;1993;4.5;11.19;-9.5;;9.71;39.5;12.8;;;;
211;Italië;1994;4.2;10.52;-9.0;;10.66;42.3;13.7;;;;
212;Italië;1995;5.4;12.21;-7.4;121.5;11.14;47.7;15.9;;;;
213;Italië;1996;4.0;9.4;-7.0;120.9;11.15;44.8;15.2;;;;
214;Italië;1997;1.9;6.86;-2.7;118.1;11.27;46.6;15.9;;;;
215;Italië;1998;2.0;4.88;-2.8;114.9;11.36;47.3;15.5;;;;
216;Italië;1999;1.7;4.73;-1.7;113.7;10.96;47.1;13.4;;;;
217;Italië;2000;2.6;5.58;-0.8;108.5;10.08;52.6;16.8;;;;
218;Italië;2001;2.3;5.19;-3.1;108.2;9.11;52.3;16.5;;;;
219;Italië;2002;2.6;5.03;-3.1;105.1;8.67;50.0;15.5;;;;
220;Italië;2003;2.8;4.3;-3.6;103.9;8.43;48.3;14.6;;;;
221;Italië;2004;2.3;4.26;-3.5;103.4;8.03;49.7;15.5;;;;
222;Italië;2005;2.2;3.56;-4.4;105.4;7.69;51.8;16.8;;;;
223;Italië;2006;2.2;4.05;-3.4;106.1;6.77;56.1;18.7;1217.0;1217.0;18.0;20.0
224;Italië;2007;2.0;4.49;-1.6;103.1;6.11;58.0;19.3;1217.0;1217.0;18.0;20.0
225;Italië;2008;3.5;4.68;-2.7;105.7;6.78;57.7;20.6;1217.0;1217.0;18.0;20.0
226;Italië;2009;0.8;4.31;-5.4;116.0;7.79;48.0;16.5;1231.0;1231.0;18.0;20.0
227;Italië;2010;1.6;4.04;-4.6;118.6;8.39;55.2;20.0;1231.0;1231.0;18.0;20.0
228;Italië;2011;2.9;5.42;-3.9;120.1;8.38;59.0;22.3;1245.0;1245.0;18.0;20.0
229;Italië;2012;;;;;;;;1245.0;1245.0;18.0;20.0
230;Japan;1990;3.1;6.96;2.0;63.9;2.1;19.8;17.0;;;;
231;Japan;1991;3.3;6.34;1.8;63.2;2.1;18.3;15.8;;;;
232;Japan;1992;1.6;5.33;0.6;67.6;2.16;17.5;15.1;;;;
233;Japan;1993;1.3;4.32;-2.5;73.9;2.5;16.0;13.9;;;;
234;Japan;1994;0.7;4.36;-3.8;79.0;2.89;16.1;14.0;;;;
235;Japan;1995;-0.1;3.44;-4.7;86.2;3.15;16.9;14.8;;;;
236;Japan;1996;0.1;3.1;-5.1;93.8;3.35;19.1;16.4;;;;
237;Japan;1997;1.8;2.37;-4.0;100.5;3.4;20.6;17.8;;;;
238;Japan;1998;0.7;1.54;-11.2;113.2;4.1;19.9;17.3;;;;
239;Japan;1999;-0.3;1.75;-7.4;127.0;4.68;19.0;16.7;;;;
240;Japan;2000;-0.7;1.74;-7.4;137.5;4.73;20.3;18.1;;;;
241;Japan;2001;-0.8;1.32;-6.0;144.6;5.03;20.3;18.1;;;;
242;Japan;2002;-0.9;1.26;-7.7;153.4;5.36;21.2;18.9;;;;
243;Japan;2003;-0.2;1.0;-7.7;158.2;5.25;22.1;19.8;;;;
244;Japan;2004;0.0;1.49;-5.9;166.2;4.72;24.5;21.9;;;;
245;Japan;2005;-0.3;1.35;-4.8;169.5;4.43;27.2;24.2;;;;
246;Japan;2006;0.2;1.74;-1.3;166.7;4.13;31.1;28.1;957.0;859.0;11.0;10.0
247;Japan;2007;0.1;1.67;-2.1;162.4;3.85;33.8;30.7;957.0;859.0;11.0;10.0
248;Japan;2008;1.4;1.47;-1.9;171.2;3.98;35.2;32.0;957.0;859.0;11.0;10.0
249;Japan;2009;-1.3;1.33;-8.8;188.8;5.07;25.0;22.5;957.0;859.0;11.0;10.0
250;Japan;2010;-0.7;1.15;-8.4;192.7;5.06;29.2;26.7;957.0;859.0;11.0;10.0
251;Japan;2011;-0.3;1.1;-9.5;205.5;4.59;31.4;28.7;970.0;880.0;11.0;10.0
252;Japan;2012;;;;;;;;970.0;880.0;11.0;10.0
253;Nederland;1990;2.4;8.92;-5.6;;5.65;109.1;18.5;;;;
254;Nederland;1991;3.2;8.74;-2.8;;5.2;110.2;18.1;;;;
255;Nederland;1992;2.8;8.1;-4.3;;5.15;107.0;15.9;;;;
256;Nederland;1993;1.6;6.36;-2.8;;6.27;103.7;15.7;;;;
257;Nederland;1994;2.1;6.87;-3.4;;7.21;107.9;16.6;;;;
258;Nederland;1995;1.4;6.9;;76.1;6.81;113.0;24.6;;;;
259;Nederland;1996;1.4;6.15;-1.9;74.1;6.18;114.0;26.8;;;;
260;Nederland;1997;1.9;5.58;-1.2;68.2;5.24;121.0;31.7;;;;
261;Nederland;1998;1.8;4.63;-0.9;65.7;4.14;120.4;31.5;;;;
262;Nederland;1999;2.0;4.63;0.4;61.1;3.39;121.9;31.0;;;;
263;Nederland;2000;2.3;5.41;2.0;53.8;2.95;134.6;37.7;;;;
264;Nederland;2001;5.1;4.96;-0.2;50.7;2.43;128.8;34.7;;;;
265;Nederland;2002;3.9;4.89;-2.1;50.5;2.97;121.8;33.2;;;;
266;Nederland;2003;2.2;4.12;-3.1;52.0;3.98;119.7;32.9;;;;
267;Nederland;2004;1.4;4.1;-1.7;52.4;4.89;125.4;36.3;;;;
268;Nederland;2005;1.5;3.37;-0.3;51.8;5.11;130.7;41.6;;;;
269;Nederland;2006;1.7;3.78;0.5;47.4;4.21;137.9;45.1;1005.0;880.0;6.0;6.0
270;Nederland;2007;1.6;4.29;0.2;45.3;3.48;140.2;46.8;1005.0;880.0;6.0;6.0
271;Nederland;2008;2.2;4.23;0.5;58.5;3.02;144.2;49.8;1005.0;880.0;6.0;6.0
272;Nederland;2009;1.0;3.69;-5.6;60.8;3.69;130.8;42.5;1020.0;895.0;6.0;6.0
273;Nederland;2010;0.9;2.99;-5.1;62.9;4.38;148.6;52.1;942.0;895.0;6.0;6.0
274;Nederland;2011;2.5;2.99;-4.7;65.2;4.36;157.3;55.9;942.0;895.0;6.0;6.0
275;Nederland;2012;;;;;;;;975.0;895.0;6.0;6.0
276;Oostenrijk;1990;2.8;8.73;-2.5;;3.24;73.9;15.7;;;;
277;Oostenrijk;1991;3.1;8.55;-3.1;;3.48;72.4;15.2;;;;
278;Oostenrijk;1992;3.5;8.14;-2.0;;3.61;70.0;14.4;;;;
279;Oostenrijk;1993;3.2;6.71;-4.1;;4.25;65.5;13.7;;;;
280;Oostenrijk;1994;2.7;7.03;-4.8;;3.63;68.4;15.5;;;;
281;Oostenrijk;1995;1.6;7.13;-5.8;68.3;3.74;70.7;14.8;;;;
282;Oostenrijk;1996;1.8;6.32;-4.0;68.3;4.16;72.7;16.2;;;;
283;Oostenrijk;1997;1.2;5.68;-1.8;64.4;4.29;79.4;19.4;;;;
284;Oostenrijk;1998;0.8;4.71;-2.4;64.8;4.27;81.7;19.4;;;;
285;Oostenrijk;1999;0.5;4.68;-2.3;67.3;3.71;83.5;13.4;;;;
286;Oostenrijk;2000;2.0;5.56;-1.7;66.2;3.51;90.7;16.3;;;;
287;Oostenrijk;2001;2.3;5.08;0.0;66.8;3.6;94.0;16.8;;;;
288;Oostenrijk;2002;1.7;4.97;-0.7;66.2;3.93;92.6;16.7;;;;
289;Oostenrijk;2003;1.3;4.15;-1.5;65.3;4.28;93.0;16.5;;;;
290;Oostenrijk;2004;2.0;4.15;-4.4;64.7;4.94;99.2;17.8;;;;
291;Oostenrijk;2005;2.1;3.39;-1.7;64.2;5.15;103.7;19.7;;;;
292;Oostenrijk;2006;1.7;3.8;-1.5;62.3;4.73;107.7;20.4;913.0;858.0;9.0;8.0
293;Oostenrijk;2007;2.2;4.3;-0.9;60.2;4.4;112.1;20.9;913.0;858.0;9.0;8.0
294;Oostenrijk;2008;3.2;4.36;-0.9;63.8;3.81;112.8;21.8;913.0;898.0;8.0;8.0
295;Oostenrijk;2009;0.4;3.94;-4.1;69.5;4.78;96.1;18.4;1195.0;1180.0;8.0;7.0
296;Oostenrijk;2010;1.7;3.23;-4.5;71.9;4.39;103.6;21.0;1195.0;1180.0;8.0;7.0
297;Oostenrijk;2011;3.6;3.32;-2.6;72.2;4.14;110.3;23.1;1195.0;1180.0;8.0;7.0
298;Oostenrijk;2012;;;;;;;;1195.0;1180.0;8.0;7.0
299;Polen;1990;;;;;;45.9;;;;;
300;Polen;1991;;;;;;44.8;;;;;
301;Polen;1992;;;;;;41.9;;;;;
302;Polen;1993;;;;;14.01;41.1;;;;;
303;Polen;1994;;;;;14.44;41.3;;;;;
304;Polen;1995;;;-4.4;49.0;13.34;44.2;;;;;
305;Polen;1996;;;-4.9;43.4;12.34;46.0;;;;;
306;Polen;1997;15.0;;-4.6;42.9;11.25;50.7;;;;;
307;Polen;1998;11.8;;-4.3;38.9;10.57;56.8;;;;;
308;Polen;1999;7.2;;-2.3;39.6;13.98;54.3;10.6;;;;
309;Polen;2000;10.1;11.79;-3.0;36.8;16.09;60.7;12.4;;;;
310;Polen;2001;5.3;10.68;-5.3;37.6;18.24;57.8;11.6;;;;
311;Polen;2002;1.9;7.36;-5.0;42.2;19.93;60.7;12.4;;;;
