ID;WaterBoardLevies;WaterBoards;Periods;Budget_1;Actual_2
370;Irrecoverable amounts (-);Waterschap Roer en Overmaas (WS);2022;;
371;Irrecoverable amounts (-);Waterschap Roer en Overmaas (WS);2023;;
372;Irrecoverable amounts (-);Waterschap Roer en Overmaas (WS);2024;;
373;Irrecoverable amounts (-);Waterschap Roer en Overmaas (WS);2025;;
374;Irrecoverable amounts (-);Hoogheemraadschap van Rijnland (WS);2015;1.0;1.0
375;Irrecoverable amounts (-);Hoogheemraadschap van Rijnland (WS);2016;1.0;1.0
376;Irrecoverable amounts (-);Hoogheemraadschap van Rijnland (WS);2017;1.0;1.0
377;Irrecoverable amounts (-);Hoogheemraadschap van Rijnland (WS);2018;1.0;1.0
378;Irrecoverable amounts (-);Hoogheemraadschap van Rijnland (WS);2019;1.0;1.0
379;Irrecoverable amounts (-);Hoogheemraadschap van Rijnland (WS);2020;1.0;1.0
380;Irrecoverable amounts (-);Hoogheemraadschap van Rijnland (WS);2021;1.0;1.0
381;Irrecoverable amounts (-);Hoogheemraadschap van Rijnland (WS);2022;1.0;1.0
382;Irrecoverable amounts (-);Hoogheemraadschap van Rijnland (WS);2023;1.0;1.0
383;Irrecoverable amounts (-);Hoogheemraadschap van Rijnland (WS);2024;1.0;
384;Irrecoverable amounts (-);Hoogheemraadschap van Rijnland (WS);2025;1.0;
385;Irrecoverable amounts (-);Waterschap Rivierenland (WS);2015;1.0;1.0
386;Irrecoverable amounts (-);Waterschap Rivierenland (WS);2016;1.0;1.0
387;Irrecoverable amounts (-);Waterschap Rivierenland (WS);2017;1.0;1.0
388;Irrecoverable amounts (-);Waterschap Rivierenland (WS);2018;1.0;1.0
389;Irrecoverable amounts (-);Waterschap Rivierenland (WS);2019;1.0;1.0
390;Irrecoverable amounts (-);Waterschap Rivierenland (WS);2020;1.0;0.0
391;Irrecoverable amounts (-);Waterschap Rivierenland (WS);2021;1.0;1.0
392;Irrecoverable amounts (-);Waterschap Rivierenland (WS);2022;1.0;1.0
393;Irrecoverable amounts (-);Waterschap Rivierenland (WS);2023;1.0;5.0
394;Irrecoverable amounts (-);Waterschap Rivierenland (WS);2024;1.0;
395;Irrecoverable amounts (-);Waterschap Rivierenland (WS);2025;1.0;
396;Irrecoverable amounts (-);Hhs De Stichtse Rijnlanden (WS);2015;1.0;1.0
397;Irrecoverable amounts (-);Hhs De Stichtse Rijnlanden (WS);2016;1.0;0.0
398;Irrecoverable amounts (-);Hhs De Stichtse Rijnlanden (WS);2017;1.0;1.0
399;Irrecoverable amounts (-);Hhs De Stichtse Rijnlanden (WS);2018;1.0;0.0
400;Irrecoverable amounts (-);Hhs De Stichtse Rijnlanden (WS);2019;0.0;0.0
401;Irrecoverable amounts (-);Hhs De Stichtse Rijnlanden (WS);2020;0.0;0.0
402;Irrecoverable amounts (-);Hhs De Stichtse Rijnlanden (WS);2021;0.0;0.0
403;Irrecoverable amounts (-);Hhs De Stichtse Rijnlanden (WS);2022;0.0;1.0
404;Irrecoverable amounts (-);Hhs De Stichtse Rijnlanden (WS);2023;0.0;0.0
405;Irrecoverable amounts (-);Hhs De Stichtse Rijnlanden (WS);2024;0.0;
406;Irrecoverable amounts (-);Hhs De Stichtse Rijnlanden (WS);2025;0.0;
407;Irrecoverable amounts (-);Waterschap Peel en Maasvallei (WS);2015;0.0;0.0
408;Irrecoverable amounts (-);Waterschap Peel en Maasvallei (WS);2016;0.0;0.0
409;Irrecoverable amounts (-);Waterschap Peel en Maasvallei (WS);2017;;
410;Irrecoverable amounts (-);Waterschap Peel en Maasvallei (WS);2018;;
411;Irrecoverable amounts (-);Waterschap Peel en Maasvallei (WS);2019;;
412;Irrecoverable amounts (-);Waterschap Peel en Maasvallei (WS);2020;;
413;Irrecoverable amounts (-);Waterschap Peel en Maasvallei (WS);2021;;
414;Irrecoverable amounts (-);Waterschap Peel en Maasvallei (WS);2022;;
415;Irrecoverable amounts (-);Waterschap Peel en Maasvallei (WS);2023;;
416;Irrecoverable amounts (-);Waterschap Peel en Maasvallei (WS);2024;;
417;Irrecoverable amounts (-);Waterschap Peel en Maasvallei (WS);2025;;
418;Irrecoverable amounts (-);Waterschap Hunze en Aa's (WS);2015;1.0;
419;Irrecoverable amounts (-);Waterschap Hunze en Aa's (WS);2016;1.0;
420;Irrecoverable amounts (-);Waterschap Hunze en Aa's (WS);2017;1.0;0.0
421;Irrecoverable amounts (-);Waterschap Hunze en Aa's (WS);2018;1.0;0.0
422;Irrecoverable amounts (-);Waterschap Hunze en Aa's (WS);2019;1.0;0.0
423;Irrecoverable amounts (-);Waterschap Hunze en Aa's (WS);2020;1.0;0.0
424;Irrecoverable amounts (-);Waterschap Hunze en Aa's (WS);2021;;1.0
425;Irrecoverable amounts (-);Waterschap Hunze en Aa's (WS);2022;;0.0
426;Irrecoverable amounts (-);Waterschap Hunze en Aa's (WS);2023;;0.0
427;Irrecoverable amounts (-);Waterschap Hunze en Aa's (WS);2024;0.0;
428;Irrecoverable amounts (-);Waterschap Hunze en Aa's (WS);2025;0.0;
429;Irrecoverable amounts (-);Waterschap Noorderzijlvest (WS);2015;;0.0
430;Irrecoverable amounts (-);Waterschap Noorderzijlvest (WS);2016;;0.0
431;Irrecoverable amounts (-);Waterschap Noorderzijlvest (WS);2017;;0.0
432;Irrecoverable amounts (-);Waterschap Noorderzijlvest (WS);2018;0.0;0.0
433;Irrecoverable amounts (-);Waterschap Noorderzijlvest (WS);2019;0.0;0.0
434;Irrecoverable amounts (-);Waterschap Noorderzijlvest (WS);2020;0.0;0.0
435;Irrecoverable amounts (-);Waterschap Noorderzijlvest (WS);2021;1.0;0.0
436;Irrecoverable amounts (-);Waterschap Noorderzijlvest (WS);2022;0.0;0.0
437;Irrecoverable amounts (-);Waterschap Noorderzijlvest (WS);2023;1.0;0.0
438;Irrecoverable amounts (-);Waterschap Noorderzijlvest (WS);2024;1.0;
439;Irrecoverable amounts (-);Waterschap Noorderzijlvest (WS);2025;1.0;
440;Irrecoverable amounts (-);Waterschap Reest en Wieden (WS);2015;;0.0
441;Irrecoverable amounts (-);Waterschap Reest en Wieden (WS);2016;;
442;Irrecoverable amounts (-);Waterschap Reest en Wieden (WS);2017;;
443;Irrecoverable amounts (-);Waterschap Reest en Wieden (WS);2018;;
444;Irrecoverable amounts (-);Waterschap Reest en Wieden (WS);2019;;
445;Irrecoverable amounts (-);Waterschap Reest en Wieden (WS);2020;;
446;Irrecoverable amounts (-);Waterschap Reest en Wieden (WS);2021;;
447;Irrecoverable amounts (-);Waterschap Reest en Wieden (WS);2022;;
448;Irrecoverable amounts (-);Waterschap Reest en Wieden (WS);2023;;
449;Irrecoverable amounts (-);Waterschap Reest en Wieden (WS);2024;;
450;Irrecoverable amounts (-);Waterschap Reest en Wieden (WS);2025;;
451;Irrecoverable amounts (-);Waterschap Zuiderzeeland (WS);2015;0.0;
452;Irrecoverable amounts (-);Waterschap Zuiderzeeland (WS);2016;0.0;
453;Irrecoverable amounts (-);Waterschap Zuiderzeeland (WS);2017;0.0;1.0
454;Irrecoverable amounts (-);Waterschap Zuiderzeeland (WS);2018;1.0;1.0
455;Irrecoverable amounts (-);Waterschap Zuiderzeeland (WS);2019;1.0;0.0
456;Irrecoverable amounts (-);Waterschap Zuiderzeeland (WS);2020;1.0;0.0
457;Irrecoverable amounts (-);Waterschap Zuiderzeeland (WS);2021;1.0;0.0
458;Irrecoverable amounts (-);Waterschap Zuiderzeeland (WS);2022;0.0;0.0
459;Irrecoverable amounts (-);Waterschap Zuiderzeeland (WS);2023;0.0;0.0
460;Irrecoverable amounts (-);Waterschap Zuiderzeeland (WS);2024;0.0;
461;Irrecoverable amounts (-);Waterschap Zuiderzeeland (WS);2025;0.0;
462;Irrecoverable amounts (-);Hhs Hollands Noorderkwartier (WS);2015;4.0;1.0
463;Irrecoverable amounts (-);Hhs Hollands Noorderkwartier (WS);2016;4.0;1.0
464;Irrecoverable amounts (-);Hhs Hollands Noorderkwartier (WS);2017;4.0;1.0
465;Irrecoverable amounts (-);Hhs Hollands Noorderkwartier (WS);2018;1.0;1.0
466;Irrecoverable amounts (-);Hhs Hollands Noorderkwartier (WS);2019;1.0;0.0
467;Irrecoverable amounts (-);Hhs Hollands Noorderkwartier (WS);2020;1.0;1.0
468;Irrecoverable amounts (-);Hhs Hollands Noorderkwartier (WS);2021;1.0;0.0
469;Irrecoverable amounts (-);Hhs Hollands Noorderkwartier (WS);2022;1.0;0.0
470;Irrecoverable amounts (-);Hhs Hollands Noorderkwartier (WS);2023;1.0;0.0
471;Irrecoverable amounts (-);Hhs Hollands Noorderkwartier (WS);2024;1.0;
472;Irrecoverable amounts (-);Hhs Hollands Noorderkwartier (WS);2025;1.0;
473;Irrecoverable amounts (-);Waterschap Brabantse Delta (WS);2015;1.0;0.0
474;Irrecoverable amounts (-);Waterschap Brabantse Delta (WS);2016;1.0;1.0
475;Irrecoverable amounts (-);Waterschap Brabantse Delta (WS);2017;1.0;1.0
476;Irrecoverable amounts (-);Waterschap Brabantse Delta (WS);2018;1.0;1.0
477;Irrecoverable amounts (-);Waterschap Brabantse Delta (WS);2019;1.0;1.0
478;Irrecoverable amounts (-);Waterschap Brabantse Delta (WS);2020;1.0;1.0
479;Irrecoverable amounts (-);Waterschap Brabantse Delta (WS);2021;1.0;1.0
480;Irrecoverable amounts (-);Waterschap Brabantse Delta (WS);2022;1.0;1.0
481;Irrecoverable amounts (-);Waterschap Brabantse Delta (WS);2023;1.0;1.0
482;Irrecoverable amounts (-);Waterschap Brabantse Delta (WS);2024;1.0;
483;Irrecoverable amounts (-);Waterschap Brabantse Delta (WS);2025;1.0;
484;Irrecoverable amounts (-);Wetterskip Fryslân (WS);2015;1.0;1.0
485;Irrecoverable amounts (-);Wetterskip Fryslân (WS);2016;1.0;0.0
486;Irrecoverable amounts (-);Wetterskip Fryslân (WS);2017;1.0;1.0
487;Irrecoverable amounts (-);Wetterskip Fryslân (WS);2018;1.0;1.0
488;Irrecoverable amounts (-);Wetterskip Fryslân (WS);2019;1.0;0.0
489;Irrecoverable amounts (-);Wetterskip Fryslân (WS);2020;1.0;2.0
490;Irrecoverable amounts (-);Wetterskip Fryslân (WS);2021;1.0;1.0
491;Irrecoverable amounts (-);Wetterskip Fryslân (WS);2022;1.0;1.0
492;Irrecoverable amounts (-);Wetterskip Fryslân (WS);2023;1.0;0.0
493;Irrecoverable amounts (-);Wetterskip Fryslân (WS);2024;1.0;
494;Irrecoverable amounts (-);Wetterskip Fryslân (WS);2025;1.0;
495;Irrecoverable amounts (-);Waterschap Aa en Maas (WS);2015;1.0;0.0
496;Irrecoverable amounts (-);Waterschap Aa en Maas (WS);2016;;1.0
497;Irrecoverable amounts (-);Waterschap Aa en Maas (WS);2017;;1.0
498;Irrecoverable amounts (-);Waterschap Aa en Maas (WS);2018;;1.0
499;Irrecoverable amounts (-);Waterschap Aa en Maas (WS);2019;;0.0
500;Irrecoverable amounts (-);Waterschap Aa en Maas (WS);2020;;0.0
501;Irrecoverable amounts (-);Waterschap Aa en Maas (WS);2021;;0.0
502;Irrecoverable amounts (-);Waterschap Aa en Maas (WS);2022;;0.0
503;Irrecoverable amounts (-);Waterschap Aa en Maas (WS);2023;;0.0
504;Irrecoverable amounts (-);Waterschap Aa en Maas (WS);2024;0.0;
505;Irrecoverable amounts (-);Waterschap Aa en Maas (WS);2025;0.0;
506;Irrecoverable amounts (-);Waterschap Hollandse Delta (WS);2015;2.0;2.0
507;Irrecoverable amounts (-);Waterschap Hollandse Delta (WS);2016;4.0;1.0
508;Irrecoverable amounts (-);Waterschap Hollandse Delta (WS);2017;4.0;1.0
509;Irrecoverable amounts (-);Waterschap Hollandse Delta (WS);2018;2.0;1.0
510;Irrecoverable amounts (-);Waterschap Hollandse Delta (WS);2019;2.0;1.0
511;Irrecoverable amounts (-);Waterschap Hollandse Delta (WS);2020;2.0;1.0
512;Irrecoverable amounts (-);Waterschap Hollandse Delta (WS);2021;3.0;1.0
513;Irrecoverable amounts (-);Waterschap Hollandse Delta (WS);2022;1.0;1.0
514;Irrecoverable amounts (-);Waterschap Hollandse Delta (WS);2023;1.0;1.0
515;Irrecoverable amounts (-);Waterschap Hollandse Delta (WS);2024;2.0;
516;Irrecoverable amounts (-);Waterschap Hollandse Delta (WS);2025;2.0;
517;Irrecoverable amounts (-);Hhs van Schieland en Krimpenerwaard (WS);2015;1.0;1.0
518;Irrecoverable amounts (-);Hhs van Schieland en Krimpenerwaard (WS);2016;1.0;1.0
519;Irrecoverable amounts (-);Hhs van Schieland en Krimpenerwaard (WS);2017;2.0;1.0
520;Irrecoverable amounts (-);Hhs van Schieland en Krimpenerwaard (WS);2018;1.0;1.0
521;Irrecoverable amounts (-);Hhs van Schieland en Krimpenerwaard (WS);2019;1.0;1.0
522;Irrecoverable amounts (-);Hhs van Schieland en Krimpenerwaard (WS);2020;1.0;1.0
523;Irrecoverable amounts (-);Hhs van Schieland en Krimpenerwaard (WS);2021;1.0;1.0
524;Irrecoverable amounts (-);Hhs van Schieland en Krimpenerwaard (WS);2022;1.0;1.0
525;Irrecoverable amounts (-);Hhs van Schieland en Krimpenerwaard (WS);2023;2.0;1.0
526;Irrecoverable amounts (-);Hhs van Schieland en Krimpenerwaard (WS);2024;2.0;
527;Irrecoverable amounts (-);Hhs van Schieland en Krimpenerwaard (WS);2025;2.0;
528;Irrecoverable amounts (-);Waterschap Scheldestromen (WS);2015;0.0;0.0
529;Irrecoverable amounts (-);Waterschap Scheldestromen (WS);2016;0.0;0.0
530;Irrecoverable amounts (-);Waterschap Scheldestromen (WS);2017;0.0;0.0
531;Irrecoverable amounts (-);Waterschap Scheldestromen (WS);2018;0.0;1.0
532;Irrecoverable amounts (-);Waterschap Scheldestromen (WS);2019;0.0;1.0
533;Irrecoverable amounts (-);Waterschap Scheldestromen (WS);2020;0.0;1.0
534;Irrecoverable amounts (-);Waterschap Scheldestromen (WS);2021;1.0;0.0
535;Irrecoverable amounts (-);Waterschap Scheldestromen (WS);2022;1.0;0.0
536;Irrecoverable amounts (-);Waterschap Scheldestromen (WS);2023;1.0;0.0
537;Irrecoverable amounts (-);Waterschap Scheldestromen (WS);2024;0.0;
538;Irrecoverable amounts (-);Waterschap Scheldestromen (WS);2025;0.0;
539;Irrecoverable amounts (-);Waterschap Vallei en Veluwe (WS);2015;0.0;1.0
540;Irrecoverable amounts (-);Waterschap Vallei en Veluwe (WS);2016;0.0;1.0
541;Irrecoverable amounts (-);Waterschap Vallei en Veluwe (WS);2017;0.0;1.0
542;Irrecoverable amounts (-);Waterschap Vallei en Veluwe (WS);2018;1.0;2.0
543;Irrecoverable amounts (-);Waterschap Vallei en Veluwe (WS);2019;1.0;1.0
544;Irrecoverable amounts (-);Waterschap Vallei en Veluwe (WS);2020;1.0;0.0
545;Irrecoverable amounts (-);Waterschap Vallei en Veluwe (WS);2021;1.0;-3.0
546;Irrecoverable amounts (-);Waterschap Vallei en Veluwe (WS);2022;0.0;1.0
547;Irrecoverable amounts (-);Waterschap Vallei en Veluwe (WS);2023;0.0;0.0
548;Irrecoverable amounts (-);Waterschap Vallei en Veluwe (WS);2024;1.0;
549;Irrecoverable amounts (-);Waterschap Vallei en Veluwe (WS);2025;1.0;
550;Irrecoverable amounts (-);Waterschap Vechtstromen (WS);2015;0.0;
551;Irrecoverable amounts (-);Waterschap Vechtstromen (WS);2016;0.0;
552;Irrecoverable amounts (-);Waterschap Vechtstromen (WS);2017;0.0;2.0
553;Irrecoverable amounts (-);Waterschap Vechtstromen (WS);2018;1.0;1.0
554;Irrecoverable amounts (-);Waterschap Vechtstromen (WS);2019;1.0;1.0
555;Irrecoverable amounts (-);Waterschap Vechtstromen (WS);2020;1.0;
556;Irrecoverable amounts (-);Waterschap Vechtstromen (WS);2021;1.0;
557;Irrecoverable amounts (-);Waterschap Vechtstromen (WS);2022;1.0;0.0
558;Irrecoverable amounts (-);Waterschap Vechtstromen (WS);2023;1.0;0.0
559;Irrecoverable amounts (-);Waterschap Vechtstromen (WS);2024;1.0;
560;Irrecoverable amounts (-);Waterschap Vechtstromen (WS);2025;1.0;
561;Irrecoverable amounts (-);WS Drents Overijsselse Delta (WS);2015;;
562;Irrecoverable amounts (-);WS Drents Overijsselse Delta (WS);2016;;1.0
563;Irrecoverable amounts (-);WS Drents Overijsselse Delta (WS);2017;0.0;0.0
564;Irrecoverable amounts (-);WS Drents Overijsselse Delta (WS);2018;0.0;1.0
565;Irrecoverable amounts (-);WS Drents Overijsselse Delta (WS);2019;0.0;1.0
566;Irrecoverable amounts (-);WS Drents Overijsselse Delta (WS);2020;0.0;0.0
567;Irrecoverable amounts (-);WS Drents Overijsselse Delta (WS);2021;0.0;0.0
568;Irrecoverable amounts (-);WS Drents Overijsselse Delta (WS);2022;0.0;0.0
569;Irrecoverable amounts (-);WS Drents Overijsselse Delta (WS);2023;0.0;0.0
570;Irrecoverable amounts (-);WS Drents Overijsselse Delta (WS);2024;0.0;
571;Irrecoverable amounts (-);WS Drents Overijsselse Delta (WS);2025;0.0;
572;Irrecoverable amounts (-);Waterschap Limburg (WS);2015;;
573;Irrecoverable amounts (-);Waterschap Limburg (WS);2016;;
574;Irrecoverable amounts (-);Waterschap Limburg (WS);2017;1.0;0.0
575;Irrecoverable amounts (-);Waterschap Limburg (WS);2018;1.0;0.0
576;Irrecoverable amounts (-);Waterschap Limburg (WS);2019;1.0;0.0
577;Irrecoverable amounts (-);Waterschap Limburg (WS);2020;1.0;1.0
578;Irrecoverable amounts (-);Waterschap Limburg (WS);2021;1.0;1.0
579;Irrecoverable amounts (-);Waterschap Limburg (WS);2022;1.0;1.0
580;Irrecoverable amounts (-);Waterschap Limburg (WS);2023;1.0;1.0
581;Irrecoverable amounts (-);Waterschap Limburg (WS);2024;2.0;
582;Irrecoverable amounts (-);Waterschap Limburg (WS);2025;2.0;
583;Irrecoverable amounts (-);Waterschap Amstel, Gooi en Vecht (WS);2015;;
584;Irrecoverable amounts (-);Waterschap Amstel, Gooi en Vecht (WS);2016;;
585;Irrecoverable amounts (-);Waterschap Amstel, Gooi en Vecht (WS);2017;2.0;3.0
586;Irrecoverable amounts (-);Waterschap Amstel, Gooi en Vecht (WS);2018;2.0;2.0
587;Irrecoverable amounts (-);Waterschap Amstel, Gooi en Vecht (WS);2019;3.0;0.0
588;Irrecoverable amounts (-);Waterschap Amstel, Gooi en Vecht (WS);2020;3.0;0.0
589;Irrecoverable amounts (-);Waterschap Amstel, Gooi en Vecht (WS);2021;3.0;3.0
590;Irrecoverable amounts (-);Waterschap Amstel, Gooi en Vecht (WS);2022;3.0;3.0
591;Irrecoverable amounts (-);Waterschap Amstel, Gooi en Vecht (WS);2023;3.0;3.0
592;Irrecoverable amounts (-);Waterschap Amstel, Gooi en Vecht (WS);2024;4.0;
593;Irrecoverable amounts (-);Waterschap Amstel, Gooi en Vecht (WS);2025;5.0;
594;Remissions (-);The Netherlands;2015;86.0;95.0
595;Remissions (-);The Netherlands;2016;86.0;91.0
596;Remissions (-);The Netherlands;2017;81.0;89.0
597;Remissions (-);The Netherlands;2018;86.0;86.0
598;Remissions (-);The Netherlands;2019;89.0;84.0
599;Remissions (-);The Netherlands;2020;93.0;86.0
600;Remissions (-);The Netherlands;2021;99.0;87.0
601;Remissions (-);The Netherlands;2022;97.0;84.0
602;Remissions (-);The Netherlands;2023;101.0;81.0
603;Remissions (-);The Netherlands;2024;113.0;
604;Remissions (-);The Netherlands;2025;118.0;
605;Remissions (-);Waterschap Groot Salland (WS);2015;1.0;2.0
606;Remissions (-);Waterschap Groot Salland (WS);2016;;
607;Remissions (-);Waterschap Groot Salland (WS);2017;;
608;Remissions (-);Waterschap Groot Salland (WS);2018;;
609;Remissions (-);Waterschap Groot Salland (WS);2019;;
610;Remissions (-);Waterschap Groot Salland (WS);2020;;
611;Remissions (-);Waterschap Groot Salland (WS);2021;;
612;Remissions (-);Waterschap Groot Salland (WS);2022;;
613;Remissions (-);Waterschap Groot Salland (WS);2023;;
614;Remissions (-);Waterschap Groot Salland (WS);2024;;
615;Remissions (-);Waterschap Groot Salland (WS);2025;;
616;Remissions (-);Waterschap Rijn en IJssel (WS);2015;1.0;1.0
617;Remissions (-);Waterschap Rijn en IJssel (WS);2016;1.0;1.0
618;Remissions (-);Waterschap Rijn en IJssel (WS);2017;1.0;2.0
619;Remissions (-);Waterschap Rijn en IJssel (WS);2018;2.0;2.0
620;Remissions (-);Waterschap Rijn en IJssel (WS);2019;2.0;2.0
621;Remissions (-);Waterschap Rijn en IJssel (WS);2020;2.0;2.0
