ID;Technieken;Perioden;Locaties_1;TotaalVerbruik_2;VoorOmzettingInElektriciteitWarmte_3;VoorToevoegingAanHetAardgasnet_4;FinaalVerbruik_5;BrutoElektriciteitsproductieInKWh_6;BrutoElektriciteitsproductieInTJ_7;WarmteproductieUitOmzettingen_8;AardgasproductieDoorToevoegenBiogas_9
592;Vloeibare biotransportbrandstof, totaal;2004;;134.0;;;134.0;;;;
593;Vloeibare biotransportbrandstof, totaal;2005;;101.0;;;101.0;;;;
594;Vloeibare biotransportbrandstof, totaal;2006;;1766.0;;;1766.0;;;;
595;Vloeibare biotransportbrandstof, totaal;2007;;13031.0;;;13031.0;;;;
596;Vloeibare biotransportbrandstof, totaal;2008;;12048.0;;;12048.0;;;;
597;Vloeibare biotransportbrandstof, totaal;2009;;15606.0;;;15606.0;;;;
598;Vloeibare biotransportbrandstof, totaal;2010;;9577.0;;;9577.0;;;;
599;Vloeibare biotransportbrandstof, totaal;2011;;13438.0;;;13438.0;;;;
600;Vloeibare biotransportbrandstof, totaal;2012;;14017.0;;;14017.0;;;;
601;Vloeibare biotransportbrandstof, totaal;2013;;13378.0;;;13378.0;;;;
602;Vloeibare biotransportbrandstof, totaal;2014;;15686.0;;;15686.0;;;;
603;Vloeibare biotransportbrandstof, totaal;2015;;13439.0;;;13439.0;;;;
604;Vloeibare biotransportbrandstof, totaal;2016;;10747.0;;;10747.0;;;;
605;Vloeibare biotransportbrandstof, totaal;2017;;13891.0;;;13891.0;;;;
606;Vloeibare biotransportbrandstof, totaal;2018;;22993.0;;;22993.0;;;;
607;Vloeibare biotransportbrandstof, totaal;2019;;28437.0;;;28437.0;;;;
608;Vloeibare biotransportbrandstof, totaal;2020;;24329.0;;;24329.0;;;;
609;Vloeibare biotransportbrandstof, totaal;2021;;27739.0;;;27739.0;;;;
610;Vloeibare biotransportbrandstof, totaal;2022;;25679.0;;;25679.0;;;;
611;Vloeibare biotransportbrandstof, totaal;2023;;25511.0;;;25511.0;;;;
612;Biobenzine;1990;;;;;;;;;
613;Biobenzine;1991;;;;;;;;;
614;Biobenzine;1992;;;;;;;;;
615;Biobenzine;1993;;;;;;;;;
616;Biobenzine;1994;;;;;;;;;
617;Biobenzine;1995;;;;;;;;;
618;Biobenzine;1996;;;;;;;;;
619;Biobenzine;1997;;;;;;;;;
620;Biobenzine;1998;;;;;;;;;
621;Biobenzine;1999;;;;;;;;;
622;Biobenzine;2000;;;;;;;;;
623;Biobenzine;2001;;;;;;;;;
624;Biobenzine;2002;;;;;;;;;
625;Biobenzine;2003;;;;;;;;;
626;Biobenzine;2004;;;;;;;;;
627;Biobenzine;2005;;;;;;;;;
628;Biobenzine;2006;;798.0;;;798.0;;;;
629;Biobenzine;2007;;3687.0;;;3687.0;;;;
630;Biobenzine;2008;;4524.0;;;4524.0;;;;
631;Biobenzine;2009;;5771.0;;;5771.0;;;;
632;Biobenzine;2010;;5614.0;;;5614.0;;;;
633;Biobenzine;2011;;6231.0;;;6231.0;;;;
634;Biobenzine;2012;;5211.0;;;5211.0;;;;
635;Biobenzine;2013;;5238.0;;;5238.0;;;;
636;Biobenzine;2014;;5379.0;;;5379.0;;;;
637;Biobenzine;2015;;5950.0;;;5950.0;;;;
638;Biobenzine;2016;;5049.0;;;5049.0;;;;
639;Biobenzine;2017;;5399.0;;;5399.0;;;;
640;Biobenzine;2018;;7146.0;;;7146.0;;;;
641;Biobenzine;2019;;8321.0;;;8321.0;;;;
642;Biobenzine;2020;;9481.0;;;9481.0;;;;
643;Biobenzine;2021;;9766.0;;;9766.0;;;;
644;Biobenzine;2022;;10512.0;;;10512.0;;;;
645;Biobenzine;2023;;10781.0;;;10781.0;;;;
646;Biodiesel;1990;;;;;;;;;
647;Biodiesel;1991;;;;;;;;;
648;Biodiesel;1992;;;;;;;;;
649;Biodiesel;1993;;;;;;;;;
650;Biodiesel;1994;;;;;;;;;
651;Biodiesel;1995;;;;;;;;;
652;Biodiesel;1996;;;;;;;;;
653;Biodiesel;1997;;;;;;;;;
654;Biodiesel;1998;;;;;;;;;
655;Biodiesel;1999;;;;;;;;;
656;Biodiesel;2000;;;;;;;;;
657;Biodiesel;2001;;;;;;;;;
658;Biodiesel;2002;;;;;;;;;
659;Biodiesel;2003;;134.0;;;134.0;;;;
660;Biodiesel;2004;;134.0;;;134.0;;;;
661;Biodiesel;2005;;101.0;;;101.0;;;;
662;Biodiesel;2006;;968.0;;;968.0;;;;
663;Biodiesel;2007;;9344.0;;;9344.0;;;;
664;Biodiesel;2008;;7524.0;;;7524.0;;;;
665;Biodiesel;2009;;9835.0;;;9835.0;;;;
666;Biodiesel;2010;;3963.0;;;3963.0;;;;
667;Biodiesel;2011;;7207.0;;;7207.0;;;;
668;Biodiesel;2012;;8806.0;;;8806.0;;;;
669;Biodiesel;2013;;8140.0;;;8140.0;;;;
670;Biodiesel;2014;;10307.0;;;10307.0;;;;
671;Biodiesel;2015;;7488.0;;;7488.0;;;;
672;Biodiesel;2016;;5698.0;;;5698.0;;;;
673;Biodiesel;2017;;8493.0;;;8493.0;;;;
674;Biodiesel;2018;;15846.0;;;15846.0;;;;
675;Biodiesel;2019;;20116.0;;;20116.0;;;;
676;Biodiesel;2020;;14848.0;;;14848.0;;;;
677;Biodiesel;2021;;17973.0;;;17973.0;;;;
678;Biodiesel;2022;;15167.0;;;15167.0;;;;
679;Biodiesel;2023;;14730.0;;;14730.0;;;;
