ID;Technieken;Perioden;Locaties_1;TotaalVerbruik_2;VoorOmzettingInElektriciteitWarmte_3;VoorToevoegingAanHetAardgasnet_4;FinaalVerbruik_5;BrutoElektriciteitsproductieInKWh_6;BrutoElektriciteitsproductieInTJ_7;WarmteproductieUitOmzettingen_8;AardgasproductieDoorToevoegenBiogas_9
18;Totaal biomassa;2008;;104433.0;68209.0;396.0;35828.0;5132.0;18474.0;7522.0;396.0
19;Totaal biomassa;2009;;118200.0;78034.0;387.0;39779.0;6111.0;22001.0;9035.0;387.0
20;Totaal biomassa;2010;;119615.0;86285.0;345.0;32985.0;7043.0;25353.0;9905.0;345.0
21;Totaal biomassa;2011;;123395.0;86162.0;545.0;36688.0;7059.0;25411.0;11474.0;545.0
22;Totaal biomassa;2012;;127034.0;89076.0;875.0;37083.0;7204.0;25934.0;12607.0;875.0
23;Totaal biomassa;2013;;118469.0;80222.0;1492.0;36754.0;5954.0;21436.0;13964.0;1492.0
24;Totaal biomassa;2014;;115864.0;73351.0;1952.0;40561.0;5013.0;18047.0;14740.0;1952.0
25;Totaal biomassa;2015;;114771.0;73458.0;2523.0;38790.0;4934.0;17762.0;17482.0;2523.0
26;Totaal biomassa;2016;;114908.0;75844.0;2620.0;36443.0;4905.0;17656.0;17248.0;2620.0
27;Totaal biomassa;2017;;117930.0;74789.0;3100.0;40040.0;4599.0;16558.0;19842.0;3100.0
28;Totaal biomassa;2018;;128176.0;73486.0;3375.0;51314.0;4561.0;16421.0;18625.0;3375.0
29;Totaal biomassa;2019;;149033.0;88047.0;4502.0;56484.0;5814.0;20931.0;23080.0;4502.0
30;Totaal biomassa;2020;;176120.0;116789.0;6387.0;52944.0;8848.0;31851.0;26614.0;6387.0
31;Totaal biomassa;2021;;203143.0;139327.0;7160.0;56655.0;10918.0;39303.0;31483.0;7160.0
32;Totaal biomassa;2022;;190526.0;128235.0;8053.0;54238.0;9820.0;35351.0;27851.0;8053.0
33;Totaal biomassa;2023;;165956.0;103713.0;9718.0;52524.0;7607.0;27384.0;23461.0;9718.0
34;Afvalverbrandingsinstallaties;1990;;13205.0;13205.0;;;539.0;1942.0;1922.0;
35;Afvalverbrandingsinstallaties;1991;;12929.0;12929.0;;;588.0;2118.0;1984.0;
36;Afvalverbrandingsinstallaties;1992;;12915.0;12915.0;;;567.0;2040.0;1994.0;
37;Afvalverbrandingsinstallaties;1993;;14528.0;14528.0;;;634.0;2283.0;1903.0;
38;Afvalverbrandingsinstallaties;1994;;13667.0;13667.0;;;661.0;2381.0;1436.0;
39;Afvalverbrandingsinstallaties;1995;;15450.0;15450.0;;;703.0;2530.0;1522.0;
40;Afvalverbrandingsinstallaties;1996;;19559.0;19559.0;;;953.0;3431.0;1961.0;
41;Afvalverbrandingsinstallaties;1997;;22981.0;22981.0;;;1108.0;3990.0;3718.0;
42;Afvalverbrandingsinstallaties;1998;;24465.0;24465.0;;;1188.0;4278.0;3769.0;
43;Afvalverbrandingsinstallaties;1999;;25417.0;25417.0;;;1261.0;4540.0;3740.0;
44;Afvalverbrandingsinstallaties;2000;;25512.0;25512.0;;;1272.0;4578.0;3597.0;
45;Afvalverbrandingsinstallaties;2001;;24637.0;24637.0;;;1214.0;4370.0;3462.0;
46;Afvalverbrandingsinstallaties;2002;;25510.0;25510.0;;;1207.0;4347.0;3923.0;
47;Afvalverbrandingsinstallaties;2003;;25059.0;25059.0;;;1208.0;4347.0;3964.0;
48;Afvalverbrandingsinstallaties;2004;;26066.0;26066.0;;;1178.0;4243.0;4070.0;
49;Afvalverbrandingsinstallaties;2005;;26659.0;26659.0;;;1266.0;4557.0;4168.0;
50;Afvalverbrandingsinstallaties;2006;;26616.0;26616.0;;;1312.0;4723.0;4543.0;
51;Afvalverbrandingsinstallaties;2007;;27845.0;27845.0;;;1395.0;5022.0;4530.0;
52;Afvalverbrandingsinstallaties;2008;;30549.0;30549.0;;;1409.0;5071.0;4797.0;
53;Afvalverbrandingsinstallaties;2009;;32441.0;32441.0;;;1572.0;5659.0;5814.0;
54;Afvalverbrandingsinstallaties;2010;;34208.0;34208.0;;;1763.0;6348.0;5847.0;
55;Afvalverbrandingsinstallaties;2011;;37361.0;37361.0;;;2034.0;7324.0;7480.0;
56;Afvalverbrandingsinstallaties;2012;;39794.0;39794.0;;;2235.0;8045.0;8545.0;
57;Afvalverbrandingsinstallaties;2013;;40689.0;40689.0;;;2076.0;7473.0;9853.0;
58;Afvalverbrandingsinstallaties;2014;;40265.0;40265.0;;;1909.0;6871.0;10621.0;
59;Afvalverbrandingsinstallaties;2015;;40770.0;40770.0;;;1997.0;7188.0;12578.0;
60;Afvalverbrandingsinstallaties;2016;;42282.0;42282.0;;;2005.0;7218.0;11879.0;
61;Afvalverbrandingsinstallaties;2017;;40415.0;40415.0;;;1904.0;6853.0;12337.0;
62;Afvalverbrandingsinstallaties;2018;;38657.0;38657.0;;;2172.0;7820.0;7720.0;
63;Afvalverbrandingsinstallaties;2019;;38480.0;38480.0;;;2082.0;7494.0;8057.0;
64;Afvalverbrandingsinstallaties;2020;;38845.0;38845.0;;;2193.0;7895.0;8032.0;
65;Afvalverbrandingsinstallaties;2021;;40858.0;40858.0;;;2208.0;7949.0;9528.0;
66;Afvalverbrandingsinstallaties;2022;;41110.0;41110.0;;;2225.0;8010.0;9254.0;
67;Afvalverbrandingsinstallaties;2023;;36848.0;36848.0;;;1982.0;7133.0;8546.0;
68;Bij- en meestoken biomassa in centrales;1990;;;;;;;;;
69;Bij- en meestoken biomassa in centrales;1991;;;;;;;;;
70;Bij- en meestoken biomassa in centrales;1992;;;;;;;;;
71;Bij- en meestoken biomassa in centrales;1993;;;;;;;;;
72;Bij- en meestoken biomassa in centrales;1994;;;;;;;;;
73;Bij- en meestoken biomassa in centrales;1995;;33.0;33.0;;;4.0;15.0;1.0;
74;Bij- en meestoken biomassa in centrales;1996;;376.0;376.0;;;42.0;151.0;6.0;
75;Bij- en meestoken biomassa in centrales;1997;;357.0;357.0;;;40.0;144.0;6.0;
76;Bij- en meestoken biomassa in centrales;1998;;906.0;906.0;;;101.0;363.0;31.0;
77;Bij- en meestoken biomassa in centrales;1999;;1403.0;1403.0;;;165.0;593.0;15.0;
78;Bij- en meestoken biomassa in centrales;2000;;1755.0;1755.0;;;208.0;748.0;15.0;
79;Bij- en meestoken biomassa in centrales;2001;;5408.0;5408.0;;;591.0;2128.0;58.0;
80;Bij- en meestoken biomassa in centrales;2002;;9866.0;9866.0;;;1134.0;4084.0;222.0;
81;Bij- en meestoken biomassa in centrales;2003;;7127.0;7127.0;;;795.0;2861.0;81.0;
82;Bij- en meestoken biomassa in centrales;2004;;14123.0;14123.0;;;1609.0;5791.0;325.0;
83;Bij- en meestoken biomassa in centrales;2005;;30522.0;30522.0;;;3449.0;12416.0;693.0;
84;Bij- en meestoken biomassa in centrales;2006;;29445.0;29445.0;;;3244.0;11678.0;552.0;
85;Bij- en meestoken biomassa in centrales;2007;;15702.0;15702.0;;;1816.0;6538.0;821.0;
86;Bij- en meestoken biomassa in centrales;2008;;19692.0;19692.0;;;2248.0;8094.0;789.0;
87;Bij- en meestoken biomassa in centrales;2009;;22788.0;22788.0;;;2615.0;9414.0;939.0;
88;Bij- en meestoken biomassa in centrales;2010;;28545.0;28545.0;;;3237.0;11653.0;1267.0;
89;Bij- en meestoken biomassa in centrales;2011;;27855.0;27855.0;;;3182.0;11457.0;920.0;
90;Bij- en meestoken biomassa in centrales;2012;;26295.0;26295.0;;;2953.0;10632.0;658.0;
91;Bij- en meestoken biomassa in centrales;2013;;15691.0;15691.0;;;1814.0;6531.0;417.0;
92;Bij- en meestoken biomassa in centrales;2014;;8173.0;8173.0;;;933.0;3358.0;217.0;
93;Bij- en meestoken biomassa in centrales;2015;;4675.0;4675.0;;;514.0;1849.0;38.0;
94;Bij- en meestoken biomassa in centrales;2016;;4083.0;4083.0;;;442.0;1591.0;57.0;
95;Bij- en meestoken biomassa in centrales;2017;;4883.0;4883.0;;;530.0;1909.0;426.0;
96;Bij- en meestoken biomassa in centrales;2018;;5674.0;5674.0;;;654.0;2353.0;533.0;
97;Bij- en meestoken biomassa in centrales;2019;;15525.0;15525.0;;;1865.0;6715.0;1210.0;
98;Bij- en meestoken biomassa in centrales;2020;;40359.0;40359.0;;;4762.0;17145.0;2543.0;
99;Bij- en meestoken biomassa in centrales;2021;;56488.0;56488.0;;;6770.0;24373.0;3339.0;
100;Bij- en meestoken biomassa in centrales;2022;;46035.0;46035.0;;;5541.0;19947.0;2365.0;
101;Bij- en meestoken biomassa in centrales;2023;;31971.0;31971.0;;;3776.0;13592.0;1779.0;
102;Totaal biomassaketels bedrijven;1990;;2165.0;440.0;;1725.0;34.0;124.0;233.0;
103;Totaal biomassaketels bedrijven;1991;;2165.0;440.0;;1725.0;34.0;122.0;225.0;
104;Totaal biomassaketels bedrijven;1992;;2155.0;400.0;;1755.0;30.0;109.0;195.0;
105;Totaal biomassaketels bedrijven;1993;;2116.0;330.0;;1786.0;25.0;90.0;147.0;
106;Totaal biomassaketels bedrijven;1994;;2226.0;410.0;;1816.0;31.0;111.0;177.0;
107;Totaal biomassaketels bedrijven;1995;;2424.0;477.0;;1946.0;36.0;131.0;247.0;
108;Totaal biomassaketels bedrijven;1996;;2390.0;378.0;;2012.0;30.0;108.0;198.0;
109;Totaal biomassaketels bedrijven;1997;;2471.0;394.0;;2077.0;31.0;110.0;216.0;
110;Totaal biomassaketels bedrijven;1998;;2487.0;359.0;;2128.0;27.0;96.0;165.0;
111;Totaal biomassaketels bedrijven;1999;;3108.0;912.0;;2196.0;66.0;238.0;176.0;
112;Totaal biomassaketels bedrijven;2000;;5545.0;3333.0;;2212.0;234.0;843.0;188.0;
113;Totaal biomassaketels bedrijven;2001;;5778.0;3510.0;;2268.0;239.0;862.0;283.0;
114;Totaal biomassaketels bedrijven;2002;;5643.0;3114.0;;2529.0;233.0;838.0;303.0;
115;Totaal biomassaketels bedrijven;2003;;5862.0;3025.0;;2836.0;223.0;801.0;254.0;
116;Totaal biomassaketels bedrijven;2004;;6780.0;3094.0;;3686.0;235.0;846.0;336.0;
117;Totaal biomassaketels bedrijven;2005;;7629.0;3524.0;;4106.0;253.0;910.0;468.0;
118;Totaal biomassaketels bedrijven;2006;;9178.0;3677.0;;5501.0;256.0;922.0;576.0;
119;Totaal biomassaketels bedrijven;2007;;10126.0;3981.0;;6145.0;279.0;1004.0;626.0;
120;Totaal biomassaketels bedrijven;2008;;16363.0;9929.0;;6434.0;741.0;2669.0;695.0;
121;Totaal biomassaketels bedrijven;2009;;19664.0;13152.0;;6512.0;1009.0;3632.0;700.0;
122;Totaal biomassaketels bedrijven;2010;;18202.0;12725.0;;5477.0;1015.0;3653.0;784.0;
123;Totaal biomassaketels bedrijven;2011;;15360.0;10138.0;;5222.0;806.0;2902.0;994.0;
124;Totaal biomassaketels bedrijven;2012;;17825.0;12504.0;;5321.0;1007.0;3625.0;1169.0;
125;Totaal biomassaketels bedrijven;2013;;18922.0;13512.0;;5410.0;1084.0;3904.0;1305.0;
126;Totaal biomassaketels bedrijven;2014;;21749.0;14549.0;;7199.0;1166.0;4199.0;1187.0;
127;Totaal biomassaketels bedrijven;2015;;25451.0;17544.0;;7908.0;1388.0;4995.0;1963.0;
128;Totaal biomassaketels bedrijven;2016;;27774.0;19418.0;;8356.0;1465.0;5273.0;2356.0;
129;Totaal biomassaketels bedrijven;2017;;28931.0;20131.0;;8800.0;1242.0;4471.0;4321.0;
130;Totaal biomassaketels bedrijven;2018;;30560.0;20009.0;;10551.0;849.0;3055.0;7403.0;
131;Totaal biomassaketels bedrijven;2019;;35156.0;24949.0;;10207.0;972.0;3500.0;10817.0;
132;Totaal biomassaketels bedrijven;2020;;39218.0;28703.0;;10515.0;1022.0;3680.0;12644.0;
133;Totaal biomassaketels bedrijven;2021;;44033.0;33120.0;;10913.0;1071.0;3857.0;15265.0;
134;Totaal biomassaketels bedrijven;2022;;43234.0;32500.0;;10733.0;1214.0;4369.0;13215.0;
135;Totaal biomassaketels bedrijven;2023;;36712.0;27641.0;;9071.0;1150.0;4140.0;10955.0;
136;Biomassaketels bedrijven, WKK;1990;;440.0;440.0;;;34.0;124.0;233.0;
137;Biomassaketels bedrijven, WKK;1991;;440.0;440.0;;;34.0;122.0;225.0;
138;Biomassaketels bedrijven, WKK;1992;;400.0;400.0;;;30.0;109.0;195.0;
139;Biomassaketels bedrijven, WKK;1993;;330.0;330.0;;;25.0;90.0;147.0;
140;Biomassaketels bedrijven, WKK;1994;;410.0;410.0;;;31.0;111.0;177.0;
141;Biomassaketels bedrijven, WKK;1995;;477.0;477.0;;;36.0;131.0;247.0;
142;Biomassaketels bedrijven, WKK;1996;;378.0;378.0;;;30.0;108.0;198.0;
143;Biomassaketels bedrijven, WKK;1997;;394.0;394.0;;;31.0;110.0;216.0;
144;Biomassaketels bedrijven, WKK;1998;;359.0;359.0;;;27.0;96.0;165.0;
145;Biomassaketels bedrijven, WKK;1999;;912.0;912.0;;;66.0;238.0;176.0;
146;Biomassaketels bedrijven, WKK;2000;4.0;3333.0;3333.0;;;234.0;843.0;188.0;
147;Biomassaketels bedrijven, WKK;2001;5.0;3510.0;3510.0;;;239.0;862.0;283.0;
148;Biomassaketels bedrijven, WKK;2002;4.0;3114.0;3114.0;;;233.0;838.0;303.0;
149;Biomassaketels bedrijven, WKK;2003;5.0;3025.0;3025.0;;;223.0;801.0;254.0;
150;Biomassaketels bedrijven, WKK;2004;5.0;3094.0;3094.0;;;235.0;846.0;336.0;
151;Biomassaketels bedrijven, WKK;2005;5.0;3524.0;3524.0;;;253.0;910.0;468.0;
152;Biomassaketels bedrijven, WKK;2006;6.0;3677.0;3677.0;;;256.0;922.0;576.0;
153;Biomassaketels bedrijven, WKK;2007;13.0;3981.0;3981.0;;;279.0;1004.0;626.0;
154;Biomassaketels bedrijven, WKK;2008;17.0;9929.0;9929.0;;;741.0;2669.0;695.0;
155;Biomassaketels bedrijven, WKK;2009;17.0;13152.0;13152.0;;;1009.0;3632.0;700.0;
156;Biomassaketels bedrijven, WKK;2010;18.0;12725.0;12725.0;;;1015.0;3653.0;784.0;
157;Biomassaketels bedrijven, WKK;2011;18.0;10138.0;10138.0;;;806.0;2902.0;994.0;
158;Biomassaketels bedrijven, WKK;2012;18.0;12482.0;12482.0;;;1007.0;3625.0;1150.0;
159;Biomassaketels bedrijven, WKK;2013;20.0;13436.0;13436.0;;;1084.0;3904.0;1241.0;
160;Biomassaketels bedrijven, WKK;2014;18.0;14127.0;14127.0;;;1166.0;4199.0;829.0;
161;Biomassaketels bedrijven, WKK;2015;19.0;16624.0;16624.0;;;1388.0;4995.0;1179.0;
162;Biomassaketels bedrijven, WKK;2016;19.0;18075.0;18075.0;;;1465.0;5273.0;1205.0;
163;Biomassaketels bedrijven, WKK;2017;19.0;18934.0;18934.0;;;1242.0;4471.0;3298.0;
164;Biomassaketels bedrijven, WKK;2018;25.0;18524.0;18524.0;;;849.0;3055.0;6131.0;
165;Biomassaketels bedrijven, WKK;2019;33.0;22156.0;22156.0;;;972.0;3500.0;8473.0;
166;Biomassaketels bedrijven, WKK;2020;;24062.0;24062.0;;;1022.0;3680.0;8676.0;
167;Biomassaketels bedrijven, WKK;2021;;27091.0;27091.0;;;1071.0;3857.0;10260.0;
168;Biomassaketels bedrijven, WKK;2022;;26988.0;26988.0;;;1214.0;4369.0;8399.0;
169;Biomassaketels bedrijven, WKK;2023;;23498.0;23498.0;;;1150.0;4140.0;7198.0;
170;Biomassaketels bedrijven, alleen warmte;1990;;1725.0;0.0;;1725.0;;;0.0;
171;Biomassaketels bedrijven, alleen warmte;1991;;1725.0;0.0;;1725.0;;;0.0;
172;Biomassaketels bedrijven, alleen warmte;1992;;1755.0;0.0;;1755.0;;;0.0;
173;Biomassaketels bedrijven, alleen warmte;1993;;1786.0;0.0;;1786.0;;;0.0;
174;Biomassaketels bedrijven, alleen warmte;1994;;1816.0;0.0;;1816.0;;;0.0;
175;Biomassaketels bedrijven, alleen warmte;1995;;1946.0;0.0;;1946.0;;;0.0;
176;Biomassaketels bedrijven, alleen warmte;1996;;2012.0;0.0;;2012.0;;;0.0;
177;Biomassaketels bedrijven, alleen warmte;1997;;2077.0;0.0;;2077.0;;;0.0;
178;Biomassaketels bedrijven, alleen warmte;1998;;2128.0;0.0;;2128.0;;;0.0;
179;Biomassaketels bedrijven, alleen warmte;1999;;2196.0;0.0;;2196.0;;;0.0;
180;Biomassaketels bedrijven, alleen warmte;2000;;2212.0;0.0;;2212.0;;;0.0;
181;Biomassaketels bedrijven, alleen warmte;2001;;2268.0;0.0;;2268.0;;;0.0;
182;Biomassaketels bedrijven, alleen warmte;2002;;2529.0;0.0;;2529.0;;;0.0;
183;Biomassaketels bedrijven, alleen warmte;2003;;2836.0;0.0;;2836.0;;;0.0;
184;Biomassaketels bedrijven, alleen warmte;2004;;3686.0;0.0;;3686.0;;;0.0;
185;Biomassaketels bedrijven, alleen warmte;2005;;4106.0;0.0;;4106.0;;;0.0;
186;Biomassaketels bedrijven, alleen warmte;2006;;5501.0;0.0;;5501.0;;;0.0;
187;Biomassaketels bedrijven, alleen warmte;2007;;6145.0;0.0;;6145.0;;;0.0;
188;Biomassaketels bedrijven, alleen warmte;2008;;6434.0;0.0;;6434.0;;;0.0;
189;Biomassaketels bedrijven, alleen warmte;2009;;6512.0;0.0;;6512.0;;;0.0;
190;Biomassaketels bedrijven, alleen warmte;2010;;5477.0;0.0;;5477.0;;;0.0;
191;Biomassaketels bedrijven, alleen warmte;2011;;5222.0;0.0;;5222.0;;;0.0;
192;Biomassaketels bedrijven, alleen warmte;2012;;5344.0;23.0;;5321.0;;;19.0;
193;Biomassaketels bedrijven, alleen warmte;2013;;5485.0;76.0;;5410.0;;;64.0;
194;Biomassaketels bedrijven, alleen warmte;2014;;7622.0;422.0;;7199.0;;;359.0;
195;Biomassaketels bedrijven, alleen warmte;2015;;8827.0;919.0;;7908.0;;;784.0;
196;Biomassaketels bedrijven, alleen warmte;2016;;9699.0;1343.0;;8356.0;;;1151.0;
197;Biomassaketels bedrijven, alleen warmte;2017;;9996.0;1196.0;;8800.0;;;1023.0;
198;Biomassaketels bedrijven, alleen warmte;2018;;12037.0;1486.0;;10551.0;;;1273.0;
199;Biomassaketels bedrijven, alleen warmte;2019;;12999.0;2792.0;;10207.0;;;2345.0;
200;Biomassaketels bedrijven, alleen warmte;2020;;15156.0;4641.0;;10515.0;;;3967.0;
201;Biomassaketels bedrijven, alleen warmte;2021;;16941.0;6029.0;;10913.0;;;5006.0;
202;Biomassaketels bedrijven, alleen warmte;2022;;16246.0;5513.0;;10733.0;;;4816.0;
203;Biomassaketels bedrijven, alleen warmte;2023;;13214.0;4143.0;;9071.0;;;3757.0;
204;Totaal biomassa huishoudens;1990;;12851.0;;;12851.0;;;;
205;Totaal biomassa huishoudens;1991;;12776.0;;;12776.0;;;;
206;Totaal biomassa huishoudens;1992;;12816.0;;;12816.0;;;;
207;Totaal biomassa huishoudens;1993;;12944.0;;;12944.0;;;;
208;Totaal biomassa huishoudens;1994;;13127.0;;;13127.0;;;;
209;Totaal biomassa huishoudens;1995;;13347.0;;;13347.0;;;;
210;Totaal biomassa huishoudens;1996;;13744.0;;;13744.0;;;;
211;Totaal biomassa huishoudens;1997;;13851.0;;;13851.0;;;;
212;Totaal biomassa huishoudens;1998;;13940.0;;;13940.0;;;;
213;Totaal biomassa huishoudens;1999;;13999.0;;;13999.0;;;;
214;Totaal biomassa huishoudens;2000;;14027.0;;;14027.0;;;;
215;Totaal biomassa huishoudens;2001;;13938.0;;;13938.0;;;;
216;Totaal biomassa huishoudens;2002;;13856.0;;;13856.0;;;;
217;Totaal biomassa huishoudens;2003;;14186.0;;;14186.0;;;;
218;Totaal biomassa huishoudens;2004;;14901.0;;;14901.0;;;;
219;Totaal biomassa huishoudens;2005;;15664.0;;;15664.0;;;;
220;Totaal biomassa huishoudens;2006;;16394.0;;;16394.0;;;;
221;Totaal biomassa huishoudens;2007;;16377.0;;;16377.0;;;;
222;Totaal biomassa huishoudens;2008;;16522.0;;;16522.0;;;;
223;Totaal biomassa huishoudens;2009;;16763.0;;;16763.0;;;;
224;Totaal biomassa huishoudens;2010;;17099.0;;;17099.0;;;;
225;Totaal biomassa huishoudens;2011;;17414.0;;;17414.0;;;;
226;Totaal biomassa huishoudens;2012;;16938.0;;;16938.0;;;;
227;Totaal biomassa huishoudens;2013;;17012.0;;;17012.0;;;;
228;Totaal biomassa huishoudens;2014;;16898.0;;;16898.0;;;;
229;Totaal biomassa huishoudens;2015;;16743.0;;;16743.0;;;;
230;Totaal biomassa huishoudens;2016;;16569.0;;;16569.0;;;;
231;Totaal biomassa huishoudens;2017;;16432.0;;;16432.0;;;;
232;Totaal biomassa huishoudens;2018;;16446.0;;;16446.0;;;;
233;Totaal biomassa huishoudens;2019;;16278.0;;;16278.0;;;;
234;Totaal biomassa huishoudens;2020;;16168.0;;;16168.0;;;;
235;Totaal biomassa huishoudens;2021;;16189.0;;;16189.0;;;;
236;Totaal biomassa huishoudens;2022;;16195.0;;;16195.0;;;;
237;Totaal biomassa huishoudens;2023;;16180.0;;;16180.0;;;;
238;Biomassa huishoudens, openhaarden;1990;554000.0;3834.0;;;3834.0;;;;
239;Biomassa huishoudens, openhaarden;1991;543000.0;3762.0;;;3762.0;;;;
240;Biomassa huishoudens, openhaarden;1992;532000.0;3688.0;;;3688.0;;;;
241;Biomassa huishoudens, openhaarden;1993;521000.0;3612.0;;;3612.0;;;;
242;Biomassa huishoudens, openhaarden;1994;509000.0;3535.0;;;3535.0;;;;
243;Biomassa huishoudens, openhaarden;1995;501000.0;3457.0;;;3457.0;;;;
244;Biomassa huishoudens, openhaarden;1996;492000.0;3399.0;;;3399.0;;;;
245;Biomassa huishoudens, openhaarden;1997;483000.0;3341.0;;;3341.0;;;;
246;Biomassa huishoudens, openhaarden;1998;475000.0;3282.0;;;3282.0;;;;
247;Biomassa huishoudens, openhaarden;1999;466000.0;3224.0;;;3224.0;;;;
248;Biomassa huishoudens, openhaarden;2000;461000.0;3165.0;;;3165.0;;;;
249;Biomassa huishoudens, openhaarden;2001;455000.0;3127.0;;;3127.0;;;;
250;Biomassa huishoudens, openhaarden;2002;449000.0;3090.0;;;3090.0;;;;
251;Biomassa huishoudens, openhaarden;2003;443000.0;3050.0;;;3050.0;;;;
252;Biomassa huishoudens, openhaarden;2004;438000.0;3011.0;;;3011.0;;;;
253;Biomassa huishoudens, openhaarden;2005;435000.0;2972.0;;;2972.0;;;;
254;Biomassa huishoudens, openhaarden;2006;433000.0;2952.0;;;2952.0;;;;
255;Biomassa huishoudens, openhaarden;2007;421000.0;2938.0;;;2938.0;;;;
256;Biomassa huishoudens, openhaarden;2008;409000.0;2856.0;;;2856.0;;;;
257;Biomassa huishoudens, openhaarden;2009;398000.0;2777.0;;;2777.0;;;;
258;Biomassa huishoudens, openhaarden;2010;387000.0;2700.0;;;2700.0;;;;
259;Biomassa huishoudens, openhaarden;2011;375000.0;2624.0;;;2624.0;;;;
260;Biomassa huishoudens, openhaarden;2012;364000.0;2549.0;;;2549.0;;;;
261;Biomassa huishoudens, openhaarden;2013;353000.0;2472.0;;;2472.0;;;;
262;Biomassa huishoudens, openhaarden;2014;342000.0;2397.0;;;2397.0;;;;
263;Biomassa huishoudens, openhaarden;2015;331000.0;2322.0;;;2322.0;;;;
264;Biomassa huishoudens, openhaarden;2016;320000.0;2247.0;;;2247.0;;;;
265;Biomassa huishoudens, openhaarden;2017;310000.0;2174.0;;;2174.0;;;;
266;Biomassa huishoudens, openhaarden;2018;299000.0;2103.0;;;2103.0;;;;
267;Biomassa huishoudens, openhaarden;2019;289000.0;2008.0;;;2008.0;;;;
268;Biomassa huishoudens, openhaarden;2020;280000.0;1917.0;;;1917.0;;;;
269;Biomassa huishoudens, openhaarden;2021;270000.0;1845.0;;;1845.0;;;;
270;Biomassa huishoudens, openhaarden;2022;261000.0;1775.0;;;1775.0;;;;
271;Biomassa huishoudens, openhaarden;2023;252000.0;1707.0;;;1707.0;;;;
272;Biomassa huishoudens, inzethaarden;1990;168000.0;2612.0;;;2612.0;;;;
273;Biomassa huishoudens, inzethaarden;1991;188000.0;2988.0;;;2988.0;;;;
274;Biomassa huishoudens, inzethaarden;1992;209000.0;3460.0;;;3460.0;;;;
275;Biomassa huishoudens, inzethaarden;1993;229000.0;3991.0;;;3991.0;;;;
276;Biomassa huishoudens, inzethaarden;1994;249000.0;4556.0;;;4556.0;;;;
277;Biomassa huishoudens, inzethaarden;1995;248000.0;5141.0;;;5141.0;;;;
278;Biomassa huishoudens, inzethaarden;1996;246000.0;5379.0;;;5379.0;;;;
279;Biomassa huishoudens, inzethaarden;1997;244000.0;5344.0;;;5344.0;;;;
280;Biomassa huishoudens, inzethaarden;1998;241000.0;5296.0;;;5296.0;;;;
281;Biomassa huishoudens, inzethaarden;1999;238000.0;5238.0;;;5238.0;;;;
282;Biomassa huishoudens, inzethaarden;2000;234000.0;5171.0;;;5171.0;;;;
283;Biomassa huishoudens, inzethaarden;2001;230000.0;5088.0;;;5088.0;;;;
284;Biomassa huishoudens, inzethaarden;2002;226000.0;4998.0;;;4998.0;;;;
285;Biomassa huishoudens, inzethaarden;2003;221000.0;4894.0;;;4894.0;;;;
286;Biomassa huishoudens, inzethaarden;2004;216000.0;4785.0;;;4785.0;;;;
287;Biomassa huishoudens, inzethaarden;2005;207000.0;4672.0;;;4672.0;;;;
