ID;TypeGefailleerde;Leeftijden;Perioden;UitgesprokenFaillissementen_1
5452;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2015 september;6
5453;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2015 3e kwartaal;12
5454;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2015 oktober;3
5455;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2015 november;4
5456;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2015 december;6
5457;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2015 4e kwartaal;13
5458;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2015;47
5459;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2016 januari;8
5460;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2016 februari;4
5461;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2016 maart;5
5462;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2016 1e kwartaal;17
5463;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2016 april;5
5464;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2016 mei;3
5465;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2016 juni;3
5466;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2016 2e kwartaal;11
5467;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2016 juli;2
5468;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2016 augustus;2
5469;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2016 september;3
5470;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2016 3e kwartaal;7
5471;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2016 oktober;2
5472;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2016 november;1
5473;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2016 december;1
5474;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2016 4e kwartaal;4
5475;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2016;39
5476;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2017 januari;10
5477;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2017 februari;5
5478;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2017 maart;2
5479;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2017 1e kwartaal;17
5480;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2017 april;2
5481;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2017 mei;3
5482;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2017 juni;4
5483;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2017 2e kwartaal;9
5484;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2017 juli;1
5485;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2017 augustus;5
5486;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2017 september;6
5487;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2017 3e kwartaal;12
5488;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2017 oktober;1
5489;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2017 november;5
5490;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2017 december;2
5491;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2017 4e kwartaal;8
5492;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2017;46
5493;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2018 januari;2
5494;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2018 februari;3
5495;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2018 maart;1
5496;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2018 1e kwartaal;6
5497;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2018 april;3
5498;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2018 mei;5
5499;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2018 juni;3
5500;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2018 2e kwartaal;11
5501;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2018 juli;2
5502;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2018 augustus;5
5503;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2018 september;10
5504;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2018 3e kwartaal;17
5505;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2018 oktober;1
5506;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2018 november;1
5507;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2018 december;5
5508;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2018 4e kwartaal;7
5509;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2018;41
5510;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2019 januari;3
5511;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2019 februari;4
5512;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2019 maart;4
5513;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2019 1e kwartaal;11
5514;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2019 april;2
5515;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2019 mei;3
5516;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2019 juni;3
5517;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2019 2e kwartaal;8
5518;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2019 juli;4
5519;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2019 augustus;4
5520;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2019 september;4
5521;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2019 3e kwartaal;12
5522;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2019 oktober;5
5523;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2019 november;3
5524;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2019 december;3
5525;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2019 4e kwartaal;11
5526;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2019;42
5527;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2020 januari;3
5528;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2020 februari;2
5529;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2020 maart;2
5530;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2020 1e kwartaal;7
5531;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2020 april;2
5532;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2020 mei;6
5533;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2020 juni;2
5534;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2020 2e kwartaal;10
5535;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2020 juli;3
5536;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2020 augustus;5
5537;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2020 september;0
5538;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2020 3e kwartaal;8
5539;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2020 oktober;3
5540;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2020 november;1
5541;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2020 december;5
5542;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2020 4e kwartaal;9
5543;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2020;34
5544;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2021 januari;3
5545;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2021 februari;5
5546;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2021 maart;3
5547;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2021 1e kwartaal;11
5548;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2021 april;3
5549;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2021 mei;3
5550;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2021 juni;4
5551;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2021 2e kwartaal;10
5552;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2021 juli;3
5553;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2021 augustus;1
5554;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2021 september;2
5555;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2021 3e kwartaal;6
5556;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2021 oktober;2
5557;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2021 november;3
5558;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2021 december;3
5559;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2021 4e kwartaal;8
5560;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2021;35
5561;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2022 januari;3
5562;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2022 februari;3
5563;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2022 maart;2
5564;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2022 1e kwartaal;8
5565;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2022 april;1
5566;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2022 mei;2
5567;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2022 juni;7
5568;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2022 2e kwartaal;10
5569;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2022 juli;4
5570;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2022 augustus;1
5571;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2022 september;4
5572;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2022 3e kwartaal;9
5573;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2022 oktober;1
5574;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2022 november;4
5575;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2022 december;7
5576;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2022 4e kwartaal;12
5577;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2022;39
5578;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2023 januari;6
5579;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2023 februari;1
5580;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2023 maart;2
5581;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2023 1e kwartaal;9
5582;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2023 april;2
5583;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2023 mei;3
5584;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2023 juni;3
5585;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2023 2e kwartaal;8
5586;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2023 juli;5
5587;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2023 augustus;9
5588;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2023 september;7
5589;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2023 3e kwartaal;21
5590;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2023 oktober;5
5591;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2023 november;4
5592;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2023 december;2
5593;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2023 4e kwartaal;11
5594;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2023;49
5595;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2024 januari;6
5596;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2024 februari;0
5597;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2024 maart;6
5598;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2024 1e kwartaal;12
5599;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2024 april;6
5600;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2024 mei;4
5601;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2024 juni;2
5602;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2024 2e kwartaal;12
5603;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2024 juli;10
5604;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2024 augustus;4
5605;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2024 september;6
5606;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2024 3e kwartaal;20
5607;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2024 oktober;4
5608;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2024 november;3
5609;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2024 december;1
5610;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2024 4e kwartaal;8
5611;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2024;52
5612;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2025 januari;6
5613;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2025 februari;2
5614;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2025 maart;3
5615;Natuurlijk persoon met eenmanszaak;25 tot 30 jaar;2025 1e kwartaal;11
5616;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2013 januari;19
5617;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2013 februari;9
5618;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2013 maart;11
5619;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2013 1e kwartaal;39
5620;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2013 april;10
5621;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2013 mei;8
5622;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2013 juni;10
5623;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2013 2e kwartaal;28
5624;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2013 juli;8
5625;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2013 augustus;11
5626;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2013 september;5
5627;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2013 3e kwartaal;24
5628;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2013 oktober;8
5629;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2013 november;10
5630;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2013 december;8
5631;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2013 4e kwartaal;26
5632;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2013;117
5633;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2014 januari;14
5634;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2014 februari;10
5635;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2014 maart;6
5636;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2014 1e kwartaal;30
5637;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2014 april;8
5638;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2014 mei;8
5639;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2014 juni;5
5640;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2014 2e kwartaal;21
5641;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2014 juli;10
5642;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2014 augustus;7
5643;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2014 september;14
5644;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2014 3e kwartaal;31
5645;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2014 oktober;8
5646;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2014 november;6
5647;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2014 december;7
5648;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2014 4e kwartaal;21
5649;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2014;103
5650;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2015 januari;11
5651;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2015 februari;4
5652;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2015 maart;9
5653;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2015 1e kwartaal;24
5654;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2015 april;6
5655;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2015 mei;5
5656;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2015 juni;6
5657;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2015 2e kwartaal;17
5658;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2015 juli;6
5659;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2015 augustus;7
5660;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2015 september;5
5661;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2015 3e kwartaal;18
5662;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2015 oktober;3
5663;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2015 november;6
5664;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2015 december;13
5665;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2015 4e kwartaal;22
5666;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2015;81
5667;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2016 januari;7
5668;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2016 februari;9
5669;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2016 maart;7
5670;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2016 1e kwartaal;23
5671;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2016 april;10
5672;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2016 mei;5
5673;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2016 juni;9
5674;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2016 2e kwartaal;24
5675;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2016 juli;7
5676;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2016 augustus;6
5677;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2016 september;3
5678;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2016 3e kwartaal;16
5679;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2016 oktober;8
5680;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2016 november;7
5681;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2016 december;1
5682;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2016 4e kwartaal;16
5683;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2016;79
5684;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2017 januari;6
5685;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2017 februari;8
5686;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2017 maart;8
5687;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2017 1e kwartaal;22
5688;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2017 april;5
5689;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2017 mei;3
5690;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2017 juni;5
5691;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2017 2e kwartaal;13
5692;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2017 juli;8
5693;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2017 augustus;5
5694;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2017 september;9
5695;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2017 3e kwartaal;22
5696;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2017 oktober;0
5697;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2017 november;9
5698;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2017 december;6
5699;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2017 4e kwartaal;15
5700;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2017;72
5701;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2018 januari;6
5702;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2018 februari;4
5703;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2018 maart;6
5704;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2018 1e kwartaal;16
5705;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2018 april;1
5706;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2018 mei;7
5707;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2018 juni;3
5708;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2018 2e kwartaal;11
5709;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2018 juli;2
5710;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2018 augustus;6
5711;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2018 september;7
5712;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2018 3e kwartaal;15
5713;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2018 oktober;10
5714;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2018 november;8
5715;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2018 december;4
5716;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2018 4e kwartaal;22
5717;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2018;64
5718;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2019 januari;8
5719;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2019 februari;13
5720;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2019 maart;8
5721;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2019 1e kwartaal;29
5722;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2019 april;9
5723;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2019 mei;7
5724;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2019 juni;7
5725;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2019 2e kwartaal;23
5726;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2019 juli;7
5727;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2019 augustus;3
5728;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2019 september;5
5729;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2019 3e kwartaal;15
5730;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2019 oktober;5
5731;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2019 november;9
5732;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2019 december;7
5733;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2019 4e kwartaal;21
5734;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2019;88
5735;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2020 januari;8
5736;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2020 februari;11
5737;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2020 maart;4
5738;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2020 1e kwartaal;23
5739;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2020 april;9
5740;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2020 mei;6
5741;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2020 juni;5
5742;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2020 2e kwartaal;20
5743;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2020 juli;2
5744;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2020 augustus;3
5745;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2020 september;6
5746;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2020 3e kwartaal;11
5747;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2020 oktober;6
5748;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2020 november;8
5749;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2020 december;8
5750;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2020 4e kwartaal;22
5751;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2020;76
5752;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2021 januari;3
5753;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2021 februari;2
5754;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2021 maart;6
5755;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2021 1e kwartaal;11
5756;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2021 april;4
5757;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2021 mei;3
5758;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2021 juni;1
5759;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2021 2e kwartaal;8
5760;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2021 juli;3
5761;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2021 augustus;4
5762;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2021 september;2
5763;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2021 3e kwartaal;9
5764;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2021 oktober;2
5765;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2021 november;2
5766;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2021 december;4
5767;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2021 4e kwartaal;8
5768;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2021;36
5769;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2022 januari;4
5770;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2022 februari;4
5771;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2022 maart;3
5772;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2022 1e kwartaal;11
5773;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2022 april;2
5774;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2022 mei;8
5775;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2022 juni;3
5776;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2022 2e kwartaal;13
5777;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2022 juli;3
5778;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2022 augustus;4
5779;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2022 september;4
5780;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2022 3e kwartaal;11
5781;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2022 oktober;2
5782;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2022 november;3
5783;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2022 december;7
5784;Natuurlijk persoon met eenmanszaak;30 tot 35 jaar;2022 4e kwartaal;12
