ID;BedrijfstakkenBranchesSBI2008;Perioden;BeloningVanWerknemers_1;BeloningSeizoengecorrigeerd_2;Lonen_3;LonenSeizoengecorrigeerd_4;SocialePremiesTLVWerkgevers_5;SocialePremiesSeizoengecorrigeerd_6;Loonkosten_7;BeloningVanWerknemers_8;Lonen_9;Loonkosten_10;BeloningPerArbeidsjaar_11;LonenPerArbeidsjaar_12;LoonkostenPerArbeidsjaar_13;BeloningPerGewerktUur_14;LonenPerGewerktUur_15;LoonkostenPerGewerktUur_16;BeloningPerArbeidsjaar_17;LonenPerArbeidsjaar_18;LoonkostenPerArbeidsjaar_19;BeloningPerGewerktUur_20;LonenPerGewerktUur_21;LoonkostenPerGewerktUur_22;Arbeidsjaren_23;GewerkteUren_24;Arbeidsjaren_25;GewerkteUren_26;Totaal_27;Mannen_28;Vrouwen_29;Totaal_30;Mannen_31;Vrouwen_32
21;A-U Alle economische activiteiten;1999 2e kwartaal;58155.0;51901.0;47428.0;41472.0;10727.0;10429.0;57596.0;7.8;7.9;7.8;10.3;8.4;10.2;25.2;20.6;25.0;4.4;4.5;4.4;4.7;4.9;4.8;5646;2304;3.3;2.9;7199;4146;3053;3.6;2.8;4.5
22;A-U Alle economische activiteiten;1999 3e kwartaal;49634.0;52840.0;39041.0;42068.0;10593.0;10772.0;49081.0;7.6;7.3;7.6;8.7;6.8;8.6;22.4;17.6;22.1;4.4;4.1;4.4;5.2;4.9;5.2;5709;2216;3.0;2.2;7289;4193;3096;3.3;2.6;4.4
23;A-U Alle economische activiteiten;1999 4e kwartaal;52487.0;53889.0;41680.0;42881.0;10807.0;11008.0;51966.0;7.7;7.5;7.8;9.2;7.3;9.2;19.8;15.7;19.6;4.5;4.4;4.7;1.8;1.7;2.0;5678;2652;3.0;5.7;7234;4161;3072;3.3;2.6;4.4
24;A-U Alle economische activiteiten;1999;209544.0;;167029.0;;42515.0;;207404.0;7.7;7.5;7.7;37.2;29.6;36.8;21.8;17.4;21.6;4.4;4.2;4.4;4.2;4.0;4.2;5637;9600;3.2;3.4;7184;4136;3048;3.5;2.7;4.5
25;A-U Alle economische activiteiten;2000 1e kwartaal;53724.0;55575.0;42057.0;43964.0;11667.0;11612.0;53199.0;9.0;8.2;9.1;9.5;7.5;9.4;20.9;16.3;20.7;6.7;5.8;6.7;2.9;2.1;3.0;5632;2574;2.2;6.0;7191;4120;3071;2.6;1.9;3.4
26;A-U Alle economische activiteiten;2000 2e kwartaal;62956.0;56200.0;50874.0;44461.0;12082.0;11740.0;62382.0;8.3;7.3;8.3;10.9;8.8;10.8;26.3;21.3;26.1;5.9;4.9;5.9;4.3;3.3;4.3;5772;2392;2.2;3.8;7386;4226;3160;2.6;1.9;3.5
27;A-U Alle economische activiteiten;2000 3e kwartaal;53704.0;57156.0;41757.0;45015.0;11947.0;12142.0;53140.0;8.2;7.0;8.3;9.2;7.2;9.1;24.3;18.9;24.1;5.8;4.6;5.9;8.7;7.4;8.8;5838;2206;2.3;-0.4;7479;4271;3208;2.6;1.9;3.6
28;A-U Alle economische activiteiten;2000 4e kwartaal;56307.0;57834.0;44343.0;45626.0;11964.0;12209.0;55762.0;7.3;6.4;7.3;9.7;7.6;9.6;21.9;17.3;21.7;4.9;4.1;5.0;10.9;10.0;10.9;5804;2566;2.2;-3.2;7420;4234;3186;2.6;1.7;3.7
29;A-U Alle economische activiteiten;2000;226691.0;;179031.0;;47660.0;;224483.0;8.2;7.2;8.2;39.3;31.1;39.0;23.3;18.4;23.1;5.8;4.9;5.9;6.7;5.7;6.7;5762;9738;2.2;1.4;7369;4213;3157;2.6;1.9;3.5
30;A-U Alle economische activiteiten;2001 1e kwartaal;56729.0;58757.0;44950.0;47057.0;11779.0;11700.0;56158.0;5.6;6.9;5.6;9.8;7.7;9.7;21.9;17.3;21.6;2.5;3.7;2.4;4.7;6.0;4.7;5805;2595;3.1;0.8;7386;4200;3186;2.7;2.0;3.7
31;A-U Alle economische activiteiten;2001 2e kwartaal;66507.0;59294.0;54490.0;47582.0;12017.0;11712.0;65887.0;5.6;7.1;5.6;11.3;9.2;11.2;27.7;22.7;27.4;3.4;4.8;3.4;5.1;6.5;5.0;5898;2405;2.2;0.5;7555;4284;3271;2.3;1.4;3.5
32;A-U Alle economische activiteiten;2001 3e kwartaal;56708.0;60377.0;44983.0;48497.0;11725.0;11879.0;56100.0;5.6;7.7;5.6;9.6;7.6;9.4;24.9;19.7;24.6;3.8;5.9;3.8;2.2;4.3;2.2;5937;2279;1.7;3.3;7632;4315;3317;2.0;1.0;3.4
33;A-U Alle economische activiteiten;2001 4e kwartaal;59126.0;60656.0;47317.0;48587.0;11809.0;12069.0;58550.0;5.0;6.7;5.0;10.0;8.0;9.9;22.2;17.7;21.9;3.5;5.2;3.5;1.0;2.6;1.0;5887;2669;1.4;4.0;7547;4259;3288;1.7;0.6;3.2
34;A-U Alle economische activiteiten;2001;239070.0;;191740.0;;47330.0;;236695.0;5.5;7.1;5.4;40.6;32.6;40.2;24.0;19.3;23.8;3.3;4.9;3.3;3.2;4.8;3.2;5882;9947;2.1;2.1;7531;4265;3266;2.2;1.2;3.5
35;A-U Alle economische activiteiten;2002 1e kwartaal;59873.0;62199.0;46885.0;49282.0;12988.0;12917.0;59253.0;5.5;4.3;5.5;10.2;8.0;10.1;23.3;18.2;23.0;4.9;3.6;4.8;6.3;5.1;6.3;5842;2575;0.7;-0.8;7485;4206;3279;1.3;0.1;2.9
36;A-U Alle economische activiteiten;2002 2e kwartaal;70235.0;62453.0;56844.0;49526.0;13391.0;12927.0;69563.0;5.6;4.3;5.6;11.9;9.6;11.8;29.4;23.8;29.1;5.5;4.2;5.5;6.2;4.9;6.1;5902;2392;0.1;-0.5;7617;4272;3345;0.8;-0.3;2.3
37;A-U Alle economische activiteiten;2002 3e kwartaal;59015.0;62961.0;46262.0;49972.0;12753.0;12989.0;58356.0;4.1;2.8;4.0;10.0;7.8;9.9;25.5;20.0;25.2;4.4;3.2;4.4;2.6;1.4;2.6;5917;2311;-0.3;1.4;7661;4286;3375;0.4;-0.7;1.7
38;A-U Alle economische activiteiten;2002 4e kwartaal;61938.0;63353.0;49263.0;50396.0;12675.0;12957.0;61293.0;4.8;4.1;4.7;10.6;8.4;10.5;23.3;18.6;23.1;5.3;4.7;5.2;5.4;4.7;5.3;5857;2653;-0.5;-0.6;7564;4223;3340;0.2;-0.8;1.6
39;A-U Alle economische activiteiten;2002;251061.0;;199254.0;;51807.0;;248465.0;5.0;3.9;5.0;42.7;33.9;42.3;25.3;20.1;25.0;5.1;4.0;5.0;5.2;4.1;5.1;5880;9931;0.0;-0.2;7582;4247;3335;0.7;-0.4;2.1
40;A-U Alle economische activiteiten;2003 1e kwartaal;61003.0;63730.0;47670.0;50401.0;13333.0;13329.0;60479.0;1.9;1.7;2.1;10.5;8.2;10.4;23.7;18.5;23.5;2.7;2.5;2.9;2.0;1.8;2.2;5795;2573;-0.8;-0.1;7476;4165;3311;-0.1;-1.0;1.0
41;A-U Alle economische activiteiten;2003 2e kwartaal;72631.0;64318.0;58486.0;50754.0;14145.0;13564.0;72057.0;3.4;2.9;3.6;12.4;10.0;12.3;30.7;24.7;30.4;4.5;4.0;4.7;4.4;3.9;4.6;5841;2369;-1.0;-1.0;7585;4221;3364;-0.4;-1.2;0.6
42;A-U Alle economische activiteiten;2003 3e kwartaal;60410.0;64616.0;46992.0;50912.0;13418.0;13704.0;59854.0;2.4;1.6;2.6;10.4;8.1;10.3;26.3;20.5;26.1;3.9;3.1;4.1;3.1;2.3;3.3;5828;2295;-1.5;-0.7;7599;4224;3375;-0.8;-1.4;0.0
43;A-U Alle economische activiteiten;2003 4e kwartaal;63811.0;65038.0;50294.0;51280.0;13517.0;13759.0;63262.0;3.0;2.1;3.2;11.1;8.7;11.0;24.5;19.3;24.3;4.8;3.8;5.0;5.0;4.0;5.2;5760;2604;-1.7;-1.8;7486;4154;3331;-1.0;-1.6;-0.3
44;A-U Alle economische activiteiten;2003;257855.0;;203442.0;;54413.0;;255652.0;2.7;2.1;2.9;44.4;35.0;44.0;26.2;20.7;26.0;4.0;3.4;4.2;3.7;3.0;3.8;5806;9841;-1.3;-0.9;7537;4191;3345;-0.6;-1.3;0.3
45;A-U Alle economische activiteiten;2004 1e kwartaal;61867.0;64981.0;48128.0;51111.0;13739.0;13870.0;61192.0;1.4;1.0;1.2;10.9;8.4;10.7;24.1;18.8;23.8;3.1;2.6;2.9;1.7;1.2;1.4;5701;2566;-1.6;-0.3;7374;4084;3290;-1.4;-1.9;-0.6
46;A-U Alle economische activiteiten;2004 2e kwartaal;74066.0;65344.0;59381.0;51328.0;14685.0;14016.0;73327.0;2.0;1.5;1.8;12.9;10.3;12.7;31.9;25.6;31.6;3.5;3.1;3.3;4.1;3.7;3.9;5755;2320;-1.5;-2.1;7487;4148;3340;-1.3;-1.7;-0.7
47;A-U Alle economische activiteiten;2004 3e kwartaal;60960.0;65440.0;47207.0;51366.0;13753.0;14073.0;60242.0;0.9;0.5;0.6;10.6;8.2;10.4;26.8;20.8;26.5;2.0;1.5;1.7;1.8;1.4;1.6;5768;2274;-1.0;-0.9;7535;4172;3363;-0.8;-1.2;-0.3
48;A-U Alle economische activiteiten;2004 4e kwartaal;64701.0;65687.0;50788.0;51623.0;13913.0;14064.0;63970.0;1.4;1.0;1.1;11.3;8.9;11.2;24.4;19.1;24.1;2.2;1.8;1.9;-0.5;-0.9;-0.8;5714;2654;-0.8;1.9;7435;4111;3325;-0.7;-1.1;-0.2
49;A-U Alle economische activiteiten;2004;261594.0;;205504.0;;56090.0;;258731.0;1.4;1.0;1.2;45.6;35.8;45.1;26.7;20.9;26.4;2.7;2.3;2.5;1.7;1.3;1.5;5734;9814;-1.2;-0.3;7458;4129;3329;-1.0;-1.5;-0.5
50;A-U Alle economische activiteiten;2005 1e kwartaal;62337.0;65712.0;48588.0;51732.0;13749.0;13980.0;61826.0;0.8;1.0;1.0;11.0;8.6;10.9;24.8;19.3;24.6;1.3;1.5;1.5;2.8;3.0;3.1;5672;2514;-0.5;-2.0;7412;4078;3334;0.5;-0.1;1.3
51;A-U Alle economische activiteiten;2005 2e kwartaal;75399.0;66379.0;60582.0;52261.0;14817.0;14118.0;74837.0;1.8;2.0;2.1;13.1;10.5;13.0;32.2;25.8;31.9;1.9;2.2;2.2;0.7;0.9;1.0;5747;2345;-0.1;1.1;7532;4141;3392;0.6;-0.2;1.6
52;A-U Alle economische activiteiten;2005 3e kwartaal;62179.0;66994.0;48301.0;52768.0;13878.0;14226.0;61611.0;2.0;2.3;2.3;10.8;8.4;10.7;27.3;21.2;27.0;2.0;2.3;2.3;1.8;2.1;2.1;5767;2278;0.0;0.2;7570;4160;3411;0.5;-0.3;1.4
53;A-U Alle economische activiteiten;2005 4e kwartaal;65871.0;66621.0;52004.0;52657.0;13867.0;13964.0;65353.0;1.8;2.4;2.2;11.5;9.1;11.4;25.5;20.1;25.3;1.5;2.1;1.9;4.4;5.0;4.8;5730;2587;0.3;-2.5;7485;4107;3378;0.7;-0.1;1.6
54;A-U Alle economische activiteiten;2005;265786.0;;209475.0;;56311.0;;263627.0;1.6;1.9;1.9;46.4;36.6;46.0;27.3;21.5;27.1;1.7;2.0;2.0;2.5;2.9;2.8;5729;9725;-0.1;-0.9;7500;4122;3379;0.6;-0.2;1.5
55;A-U Alle economische activiteiten;2006 1e kwartaal;63512.0;67021.0;50108.0;53415.0;13404.0;13606.0;63101.0;1.9;3.1;2.1;11.1;8.7;11.0;24.3;19.1;24.1;0.7;1.9;0.8;-2.1;-0.9;-2.0;5741;2617;1.2;4.1;7506;4136;3370;1.3;1.4;1.1
56;A-U Alle economische activiteiten;2006 2e kwartaal;77627.0;68324.0;63202.0;54500.0;14425.0;13824.0;77117.0;3.0;4.3;3.0;13.3;10.9;13.2;33.3;27.1;33.1;1.6;2.9;1.7;3.5;4.9;3.6;5824;2333;1.3;-0.5;7632;4208;3424;1.3;1.6;1.0
57;A-U Alle economische activiteiten;2006 3e kwartaal;63753.0;68949.0;50207.0;55068.0;13546.0;13882.0;63258.0;2.5;3.9;2.7;10.9;8.6;10.8;27.9;22.0;27.7;0.7;2.1;0.9;2.2;3.6;2.3;5869;2287;1.8;0.4;7713;4249;3464;1.9;2.2;1.6
58;A-U Alle economische activiteiten;2006 4e kwartaal;69738.0;70219.0;55632.0;56039.0;14106.0;14179.0;69152.0;5.9;7.0;5.8;11.8;9.4;11.7;26.7;21.3;26.4;3.0;4.1;2.9;4.7;5.8;4.7;5890;2616;2.8;1.1;7733;4252;3482;3.3;3.5;3.1
59;A-U Alle economische activiteiten;2006;274630.0;;219149.0;;55481.0;;272628.0;3.3;4.6;3.4;47.1;37.6;46.8;27.9;22.2;27.7;1.5;2.8;1.6;2.0;3.3;2.1;5831;9852;1.8;1.3;7647;4212;3435;2.0;2.2;1.7
60;A-U Alle economische activiteiten;2007 1e kwartaal;67186.0;70849.0;53167.0;56697.0;14019.0;14152.0;66708.0;5.8;6.1;5.7;11.5;9.1;11.4;25.3;20.1;25.2;3.7;4.0;3.6;4.4;4.8;4.4;5855;2651;2.0;1.3;7704;4234;3470;2.6;2.4;3.0
61;A-U Alle economische activiteiten;2007 2e kwartaal;81361.0;71722.0;66404.0;57354.0;14957.0;14368.0;80804.0;4.8;5.1;4.8;13.6;11.1;13.5;34.0;27.8;33.8;2.0;2.2;1.9;2.2;2.4;2.2;5986;2392;2.8;2.6;7874;4328;3546;3.2;2.9;3.5
62;A-U Alle economische activiteiten;2007 3e kwartaal;67285.0;73001.0;53117.0;58434.0;14168.0;14567.0;66750.0;5.5;5.8;5.5;11.2;8.8;11.1;28.6;22.6;28.3;2.7;2.9;2.6;2.5;2.7;2.4;6034;2355;2.8;3.0;7962;4373;3589;3.2;2.9;3.6
63;A-U Alle economische activiteiten;2007 4e kwartaal;74590.0;74800.0;59665.0;59781.0;14925.0;15018.0;74070.0;7.0;7.2;7.1;12.4;9.9;12.3;27.5;22.0;27.3;4.6;4.9;4.7;3.3;3.6;3.4;6023;2709;2.3;3.6;7945;4355;3590;2.7;2.4;3.1
64;A-U Alle economische activiteiten;2007;290422.0;;232353.0;;58069.0;;288332.0;5.7;6.0;5.8;48.6;38.9;48.3;28.7;23.0;28.5;3.2;3.5;3.2;3.1;3.4;3.1;5975;10107;2.5;2.6;7872;4323;3549;2.9;2.6;3.3
65;A-U Alle economische activiteiten;2008 1e kwartaal;72122.0;76035.0;56393.0;60201.0;15729.0;15834.0;71633.0;7.3;6.1;7.4;12.0;9.3;11.9;26.8;21.0;26.6;4.2;3.0;4.3;5.8;4.5;5.8;6031;2691;3.0;1.5;7936;4338;3598;3.0;2.4;3.7
66;A-U Alle economische activiteiten;2008 2e kwartaal;86629.0;76527.0;69955.0;60564.0;16674.0;15963.0;86052.0;6.5;5.3;6.5;14.2;11.4;14.1;35.2;28.4;34.9;4.1;3.0;4.1;3.4;2.3;3.4;6121;2464;2.3;3.0;8040;4395;3645;2.1;1.5;2.8
67;A-U Alle economische activiteiten;2008 3e kwartaal;70987.0;77175.0;55367.0;61009.0;15620.0;16166.0;70434.0;5.5;4.2;5.5;11.6;9.0;11.5;29.3;22.8;29.1;4.0;2.8;4.1;2.5;1.3;2.5;6118;2423;1.4;2.9;8070;4406;3664;1.4;0.8;2.1
68;A-U Alle economische activiteiten;2008 4e kwartaal;77868.0;77727.0;61516.0;61301.0;16352.0;16426.0;77329.0;4.4;3.1;4.4;12.8;10.1;12.7;28.5;22.5;28.3;3.4;2.2;3.4;3.5;2.2;3.5;6079;2732;0.9;0.9;8015;4361;3654;0.9;0.1;1.8
69;A-U Alle economische activiteiten;2008;307606.0;;243231.0;;64375.0;;305448.0;5.9;4.7;5.9;50.5;40.0;50.2;29.8;23.6;29.6;4.0;2.7;4.0;3.8;2.6;3.9;6087;10310;1.9;2.0;8015;4375;3640;1.8;1.2;2.6
70;A-U Alle economische activiteiten;2009 1e kwartaal;73787.0;77917.0;57617.0;61632.0;16170.0;16286.0;73094.0;2.3;2.2;2.0;12.2;9.6;12.1;27.6;21.6;27.3;2.4;2.3;2.1;3.0;2.8;2.7;6025;2673;-0.1;-0.6;7940;4294;3645;0.0;-1.0;1.3
71;A-U Alle economische activiteiten;2009 2e kwartaal;88487.0;78266.0;71407.0;61952.0;17080.0;16314.0;87544.0;2.1;2.1;1.7;14.6;11.8;14.5;37.1;29.9;36.7;3.4;3.3;3.0;5.5;5.4;5.1;6047;2385;-1.2;-3.2;7969;4306;3662;-0.9;-2.0;0.5
72;A-U Alle economische activiteiten;2009 3e kwartaal;71577.0;77909.0;55701.0;61442.0;15876.0;16467.0;70807.0;0.8;0.6;0.5;11.9;9.3;11.8;30.0;23.4;29.7;2.8;2.6;2.5;2.6;2.3;2.2;5999;2383;-1.9;-1.7;7947;4291;3656;-1.5;-2.6;-0.2
73;A-U Alle economische activiteiten;2009 4e kwartaal;78345.0;77854.0;61898.0;61327.0;16447.0;16527.0;77595.0;0.6;0.6;0.3;13.2;10.4;13.0;29.0;22.9;28.7;2.7;2.7;2.4;1.7;1.7;1.4;5956;2703;-2.0;-1.1;7900;4252;3648;-1.4;-2.5;-0.2
74;A-U Alle economische activiteiten;2009;312196.0;;246623.0;;65573.0;;309040.0;1.5;1.4;1.2;52.0;41.1;51.4;30.8;24.3;30.5;2.9;2.8;2.5;3.2;3.1;2.8;6007;10144;-1.3;-1.6;7939;4286;3653;-1.0;-2.0;0.3
75;A-U Alle economische activiteiten;2010 1e kwartaal;72497.0;76750.0;56908.0;61020.0;15589.0;15730.0;71808.0;-1.8;-1.2;-1.8;12.3;9.7;12.2;28.3;22.2;28.0;0.8;1.3;0.8;2.6;3.1;2.6;5872;2560;-2.5;-4.2;7764;4124;3641;-2.2;-4.0;-0.1
76;A-U Alle economische activiteiten;2010 2e kwartaal;87630.0;77634.0;70849.0;61549.0;16781.0;16085.0;86806.0;-1.0;-0.8;-0.8;14.7;11.9;14.5;38.0;30.7;37.6;0.4;0.5;0.5;2.3;2.5;2.4;5967;2309;-1.3;-3.2;7915;4211;3704;-0.7;-2.2;1.1
77;A-U Alle economische activiteiten;2010 3e kwartaal;71703.0;78086.0;56242.0;62000.0;15461.0;16086.0;70932.0;0.2;1.0;0.2;12.0;9.4;11.8;29.6;23.2;29.3;0.3;1.1;0.3;-1.4;-0.7;-1.4;5990;2422;-0.2;1.6;7934;4219;3715;-0.2;-1.7;1.6
78;A-U Alle economische activiteiten;2010 4e kwartaal;79887.0;79061.0;63591.0;62513.0;16296.0;16548.0;79182.0;2.0;2.7;2.0;13.4;10.7;13.3;29.1;23.2;28.8;1.7;2.5;1.8;0.4;1.2;0.5;5969;2745;0.2;1.5;7912;4198;3714;0.2;-1.3;1.8
79;A-U Alle economische activiteiten;2010;311717.0;;247590.0;;64127.0;;308728.0;-0.2;0.4;-0.1;52.4;41.6;51.9;31.1;24.7;30.8;0.8;1.3;0.8;0.9;1.5;1.0;5950;10035;-0.9;-1.1;7882;4188;3694;-0.7;-2.3;1.1
80;A-U Alle economische activiteiten;2011 1e kwartaal;74721.0;79203.0;58405.0;62804.0;16316.0;16399.0;74172.0;3.1;2.6;3.3;12.7;9.9;12.6;28.5;22.3;28.3;2.8;2.3;3.0;0.6;0.2;0.8;5890;2623;0.3;2.5;7872;4167;3705;1.4;1.1;1.8
81;A-U Alle economische activiteiten;2011 2e kwartaal;89754.0;79615.0;72287.0;63072.0;17467.0;16543.0;89054.0;2.4;2.0;2.6;15.0;12.1;14.9;37.8;30.5;37.5;2.2;1.8;2.4;-0.3;-0.7;-0.2;5981;2372;0.2;2.8;8007;4244;3763;1.2;0.8;1.6
82;A-U Alle economische activiteiten;2011 3e kwartaal;73460.0;79996.0;57372.0;63326.0;16088.0;16670.0;72848.0;2.5;2.0;2.7;12.3;9.6;12.2;30.1;23.5;29.8;2.5;2.0;2.7;1.5;1.1;1.8;5989;2444;0.0;0.9;7992;4237;3755;0.7;0.4;1.1
83;A-U Alle economische activiteiten;2011 4e kwartaal;81622.0;80622.0;64816.0;63566.0;16806.0;17056.0;81074.0;2.2;1.9;2.4;13.7;10.9;13.6;30.6;24.3;30.4;2.4;2.1;2.6;5.0;4.7;5.2;5957;2671;-0.2;-2.7;7943;4199;3744;0.4;0.0;0.8
84;A-U Alle economische activiteiten;2011;319557.0;;252880.0;;66677.0;;317148.0;2.5;2.1;2.7;53.7;42.5;53.3;31.6;25.0;31.4;2.4;2.1;2.7;1.8;1.4;2.0;5954;10110;0.1;0.7;7954;4212;3742;0.9;0.6;1.3
85;A-U Alle economische activiteiten;2012 1e kwartaal;75799.0;80398.0;58961.0;63434.0;16838.0;16964.0;75408.0;1.4;1.0;1.7;12.9;10.1;12.9;28.6;22.2;28.4;1.9;1.4;2.1;0.3;-0.2;0.5;5864;2653;-0.4;1.1;7853;4138;3715;-0.2;-0.7;0.3
