ID;BedrijfstakkenBranchesSBI2008;Perioden;BeloningVanWerknemers_1;BeloningSeizoengecorrigeerd_2;Lonen_3;LonenSeizoengecorrigeerd_4;SocialePremiesTLVWerkgevers_5;SocialePremiesSeizoengecorrigeerd_6;Loonkosten_7;BeloningVanWerknemers_8;Lonen_9;Loonkosten_10;BeloningPerArbeidsjaar_11;LonenPerArbeidsjaar_12;LoonkostenPerArbeidsjaar_13;BeloningPerGewerktUur_14;LonenPerGewerktUur_15;LoonkostenPerGewerktUur_16;BeloningPerArbeidsjaar_17;LonenPerArbeidsjaar_18;LoonkostenPerArbeidsjaar_19;BeloningPerGewerktUur_20;LonenPerGewerktUur_21;LoonkostenPerGewerktUur_22;Arbeidsjaren_23;GewerkteUren_24;Arbeidsjaren_25;GewerkteUren_26;Totaal_27;Mannen_28;Vrouwen_29;Totaal_30;Mannen_31;Vrouwen_32
1082;K Financiële dienstverlening;2007 1e kwartaal;4612.0;4532.0;3783.0;3779.0;829.0;753.0;4608.0;7.7;6.3;7.7;19.0;15.6;19.0;42.5;34.8;42.4;7.9;6.5;7.9;9.0;7.6;9.0;242;109;-0.2;-1.2;276;151;125;-0.5;-1.8;1.1
1083;K Financiële dienstverlening;2007 2e kwartaal;5238.0;4567.0;4474.0;3773.0;764.0;794.0;5232.0;4.0;3.2;4.0;21.3;18.2;21.3;54.4;46.5;54.3;3.2;2.3;3.2;3.1;2.3;3.1;245;96;0.8;0.9;279;154;125;0.4;0.2;0.7
1084;K Financiële dienstverlening;2007 3e kwartaal;3885.0;4500.0;3123.0;3728.0;762.0;772.0;3878.0;6.0;4.6;5.9;16.0;12.8;15.9;41.0;32.9;40.9;5.4;4.0;5.4;4.8;3.4;4.8;243;95;0.6;1.1;278;153;125;0.6;0.1;1.2
1085;K Financiële dienstverlening;2007 4e kwartaal;4834.0;4953.0;3961.0;4033.0;873.0;920.0;4830.0;15.2;13.7;15.3;19.8;16.2;19.8;44.1;36.1;44.1;14.5;13.0;14.6;13.1;11.7;13.2;244;110;0.6;1.8;279;154;125;0.6;0.1;1.4
1086;K Financiële dienstverlening;2007;18569.0;;15341.0;;3228.0;;18548.0;8.1;6.8;8.1;76.2;62.9;76.1;45.4;37.5;45.3;7.6;6.3;7.6;7.4;6.1;7.4;244;409;0.4;0.6;278;153;125;0.3;-0.3;1.1
1087;K Financiële dienstverlening;2008 1e kwartaal;4790.0;4770.0;3814.0;3870.0;976.0;900.0;4784.0;3.9;0.8;3.8;20.1;16.0;20.0;44.9;35.8;44.9;5.4;2.3;5.3;5.8;2.7;5.8;239;107;-1.4;-1.9;273;149;125;-0.8;-1.4;0.1
1088;K Financiële dienstverlening;2008 2e kwartaal;5451.0;4698.0;4537.0;3787.0;914.0;911.0;5444.0;4.1;1.4;4.0;22.6;18.8;22.6;56.9;47.3;56.8;5.9;3.2;5.9;4.5;1.9;4.5;241;96;-1.7;-0.5;275;151;124;-1.5;-2.0;-0.9
1089;K Financiële dienstverlening;2008 3e kwartaal;4006.0;4662.0;3119.0;3738.0;887.0;923.0;3998.0;3.1;-0.1;3.1;17.0;13.2;16.9;42.5;33.1;42.4;6.2;2.9;6.2;3.7;0.5;3.7;236;94;-2.9;-0.6;271;149;122;-2.6;-2.8;-2.3
1090;K Financiële dienstverlening;2008 4e kwartaal;4584.0;4667.0;3654.0;3703.0;930.0;964.0;4580.0;-5.2;-7.8;-5.2;19.3;15.4;19.3;43.2;34.5;43.2;-2.2;-4.9;-2.2;-1.9;-4.6;-1.9;237;106;-3.0;-3.3;271;149;122;-2.9;-3.0;-2.8
1091;K Financiële dienstverlening;2008;18831.0;;15124.0;;3707.0;;18806.0;1.4;-1.4;1.4;79.0;63.5;78.9;46.8;37.6;46.7;3.8;0.9;3.7;3.1;0.2;3.1;238;403;-2.3;-1.6;272;149;123;-1.9;-2.3;-1.5
1092;K Financiële dienstverlening;2009 1e kwartaal;4421.0;4468.0;3612.0;3709.0;809.0;759.0;4411.0;-7.7;-5.3;-7.8;18.6;15.2;18.5;41.5;33.9;41.5;-7.5;-5.1;-7.6;-7.5;-5.1;-7.6;238;106;-0.2;-0.2;273;147;126;-0.1;-0.8;0.7
1093;K Financiële dienstverlening;2009 2e kwartaal;5357.0;4584.0;4549.0;3776.0;808.0;808.0;5344.0;-1.7;0.3;-1.8;22.5;19.1;22.4;57.6;48.9;57.5;-0.5;1.5;-0.6;1.3;3.3;1.2;238;93;-1.2;-3.0;271;149;121;-1.4;-1.1;-1.8
1094;K Financiële dienstverlening;2009 3e kwartaal;3908.0;4539.0;3122.0;3730.0;786.0;809.0;3897.0;-2.4;0.1;-2.5;16.8;13.4;16.7;41.8;33.4;41.6;-1.2;1.4;-1.3;-1.7;0.8;-1.8;233;94;-1.3;-0.7;266;147;119;-1.6;-1.3;-2.0
1095;K Financiële dienstverlening;2009 4e kwartaal;4486.0;4548.0;3659.0;3703.0;827.0;844.0;4475.0;-2.1;0.1;-2.3;19.4;15.8;19.3;42.8;34.9;42.7;0.2;2.6;0.1;-1.1;1.2;-1.3;231;105;-2.4;-1.0;263;146;118;-2.7;-2.2;-3.3
1096;K Financiële dienstverlening;2009;18172.0;;14942.0;;3230.0;;18127.0;-3.5;-1.2;-3.6;77.2;63.5;77.1;45.7;37.6;45.6;-2.2;0.1;-2.4;-2.3;0.0;-2.4;235;398;-1.3;-1.2;268;147;121;-1.5;-1.3;-1.6
1097;K Financiële dienstverlening;2010 1e kwartaal;4316.0;4422.0;3514.0;3635.0;802.0;787.0;4306.0;-2.4;-2.7;-2.4;18.8;15.3;18.8;43.0;35.0;42.9;1.5;1.2;1.5;3.6;3.2;3.5;229;100;-3.9;-5.7;261;142;118;-4.5;-3.3;-6.0
1098;K Financiële dienstverlening;2010 2e kwartaal;5333.0;4541.0;4497.0;3716.0;836.0;825.0;5322.0;-0.5;-1.1;-0.4;23.3;19.6;23.2;60.3;50.8;60.1;3.4;2.7;3.5;4.6;3.9;4.7;229;88;-3.8;-4.9;261;143;118;-3.7;-4.4;-2.8
1099;K Financiële dienstverlening;2010 3e kwartaal;3901.0;4513.0;3116.0;3700.0;785.0;813.0;3888.0;-0.2;-0.2;-0.2;17.2;13.7;17.1;42.5;34.0;42.4;2.5;2.5;2.4;1.9;1.9;1.8;227;92;-2.6;-2.0;258;141;117;-3.0;-3.8;-2.1
1100;K Financiële dienstverlening;2010 4e kwartaal;4432.0;4488.0;3612.0;3668.0;820.0;820.0;4427.0;-1.2;-1.3;-1.1;19.6;16.0;19.6;42.6;34.8;42.6;1.0;0.9;1.2;-0.3;-0.4;-0.1;226;104;-2.2;-0.9;257;141;116;-2.4;-3.3;-1.4
1101;K Financiële dienstverlening;2010;17982.0;;14739.0;;3243.0;;17943.0;-1.1;-1.4;-1.0;78.9;64.7;78.7;46.8;38.3;46.7;2.1;1.8;2.2;2.4;2.1;2.5;228;384;-3.1;-3.4;259;142;117;-3.4;-3.7;-3.1
1102;K Financiële dienstverlening;2011 1e kwartaal;4418.0;4534.0;3570.0;3700.0;848.0;834.0;4413.0;2.4;1.6;2.5;19.6;15.9;19.6;44.0;35.6;44.0;4.1;3.3;4.2;2.3;1.5;2.4;225;100;-1.7;0.1;256;141;115;-1.7;-1.1;-2.4
1103;K Financiële dienstverlening;2011 2e kwartaal;5372.0;4591.0;4491.0;3735.0;881.0;856.0;5361.0;0.7;-0.1;0.7;23.9;20.0;23.9;60.7;50.8;60.6;2.9;2.0;2.9;0.7;-0.1;0.7;225;88;-2.1;0.0;255;140;115;-2.1;-1.7;-2.5
1104;K Financiële dienstverlening;2011 3e kwartaal;3966.0;4575.0;3135.0;3710.0;831.0;865.0;3957.0;1.7;0.6;1.8;17.8;14.1;17.8;43.7;34.6;43.6;3.8;2.7;3.9;2.7;1.7;2.8;223;91;-2.0;-1.0;253;139;114;-2.2;-1.8;-2.6
1105;K Financiële dienstverlening;2011 4e kwartaal;4468.0;4510.0;3606.0;3631.0;862.0;879.0;4465.0;0.8;-0.2;0.9;20.0;16.2;20.0;45.0;36.3;45.0;2.3;1.3;2.3;5.5;4.5;5.6;223;99;-1.4;-4.5;253;139;114;-1.6;-1.2;-2.1
1106;K Financiële dienstverlening;2011;18224.0;;14802.0;;3422.0;;18196.0;1.3;0.4;1.4;81.4;66.1;81.3;48.1;39.1;48.0;3.2;2.3;3.3;2.8;1.9;2.9;224;379;-1.8;-1.4;254;140;114;-1.9;-1.5;-2.4
1107;K Financiële dienstverlening;2012 1e kwartaal;4374.0;4468.0;3530.0;3647.0;844.0;821.0;4364.0;-1.0;-1.1;-1.1;19.9;16.0;19.8;43.9;35.5;43.8;1.2;1.1;1.1;-0.2;-0.3;-0.3;220;100;-2.2;-0.8;250;137;113;-2.5;-2.5;-2.4
1108;K Financiële dienstverlening;2012 2e kwartaal;5305.0;4591.0;4414.0;3728.0;891.0;863.0;5292.0;-1.2;-1.7;-1.3;24.1;20.1;24.0;60.9;50.7;60.8;0.8;0.3;0.7;0.3;-0.2;0.3;220;87;-2.0;-1.6;250;137;112;-2.2;-2.2;-2.2
1109;K Financiële dienstverlening;2012 3e kwartaal;3973.0;4561.0;3147.0;3712.0;826.0;849.0;3961.0;0.2;0.4;0.1;18.3;14.5;18.2;46.0;36.5;45.9;2.5;2.7;2.4;5.3;5.5;5.2;218;86;-2.2;-4.9;246;135;111;-2.6;-2.6;-2.6
1110;K Financiële dienstverlening;2012 4e kwartaal;4461.0;4467.0;3600.0;3570.0;861.0;897.0;4448.0;-0.1;-0.2;-0.4;20.5;16.6;20.5;46.9;37.9;46.8;2.5;2.5;2.3;4.3;4.3;4.0;217;95;-2.6;-4.2;246;135;111;-2.9;-3.0;-2.7
1111;K Financiële dienstverlening;2012;18113.0;;14691.0;;3422.0;;18065.0;-0.6;-0.7;-0.7;82.8;67.2;82.6;49.2;39.9;49.1;1.7;1.6;1.6;2.3;2.2;2.2;219;368;-2.3;-2.9;248;136;112;-2.5;-2.6;-2.5
1112;K Financiële dienstverlening;2013 1e kwartaal;4708.0;4774.0;3679.0;3784.0;1029.0;990.0;4744.0;7.6;4.2;8.7;21.8;17.1;22.0;49.6;38.7;50.0;10.0;6.5;11.1;12.8;9.2;14.0;215;95;-2.2;-4.6;244;134;110;-2.5;-2.6;-2.4
1113;K Financiële dienstverlening;2013 2e kwartaal;5358.0;4732.0;4310.0;3719.0;1048.0;1013.0;5356.0;1.0;-2.4;1.2;24.9;20.1;24.9;62.1;50.0;62.1;3.4;0.0;3.6;2.0;-1.4;2.2;215;86;-2.3;-1.0;243;133;110;-2.6;-2.7;-2.4
1114;K Financiële dienstverlening;2013 3e kwartaal;4158.0;4735.0;3161.0;3705.0;997.0;1030.0;4164.0;4.7;0.4;5.1;19.6;14.9;19.6;48.5;36.8;48.5;7.5;3.1;8.0;5.3;1.0;5.7;212;86;-2.6;-0.6;240;131;108;-2.7;-2.9;-2.4
1115;K Financiële dienstverlening;2013 4e kwartaal;4783.0;4731.0;3797.0;3706.0;986.0;1025.0;4790.0;7.2;5.5;7.7;22.7;18.0;22.7;50.9;40.4;51.0;10.5;8.7;10.9;8.6;6.8;9.0;211;94;-2.9;-1.2;238;131;108;-3.1;-3.2;-2.9
1116;K Financiële dienstverlening;2013;19007.0;;14947.0;;4060.0;;19054.0;4.9;1.7;5.5;89.1;70.1;89.3;52.7;41.4;52.8;7.6;4.4;8.2;7.0;3.7;7.5;213;361;-2.5;-1.9;241;132;109;-2.7;-2.9;-2.5
1117;K Financiële dienstverlening;2014 1e kwartaal;4656.0;4712.0;3533.0;3622.0;1123.0;1090.0;4690.0;-1.1;-4.0;-1.1;22.4;17.0;22.6;49.8;37.8;50.2;2.5;-0.4;2.5;0.5;-2.4;0.5;208;93;-3.6;-1.6;235;129;106;-3.7;-3.8;-3.7
1118;K Financiële dienstverlening;2014 2e kwartaal;5165.0;4647.0;4008.0;3531.0;1157.0;1116.0;5164.0;-3.6;-7.0;-3.6;25.0;19.4;25.0;62.2;48.3;62.2;0.2;-3.3;0.3;0.2;-3.4;0.2;207;83;-3.8;-3.8;234;128;105;-3.9;-3.8;-4.0
1119;K Financiële dienstverlening;2014 3e kwartaal;4213.0;4755.0;3103.0;3607.0;1110.0;1148.0;4210.0;1.3;-1.8;1.1;20.6;15.2;20.6;50.2;36.9;50.1;5.2;1.9;5.0;3.5;0.3;3.3;204;84;-3.7;-2.1;231;127;104;-3.7;-3.6;-3.8
1120;K Financiële dienstverlening;2014 4e kwartaal;4919.0;4820.0;3768.0;3640.0;1151.0;1180.0;4928.0;2.8;-0.8;2.9;24.2;18.5;24.2;54.2;41.5;54.3;6.5;2.8;6.5;6.5;2.7;6.5;204;91;-3.4;-3.4;230;126;103;-3.6;-3.3;-3.9
1121;K Financiële dienstverlening;2014;18953.0;;14412.0;;4541.0;;18992.0;-0.3;-3.6;-0.3;92.2;70.1;92.4;54.0;41.0;54.1;3.5;0.0;3.4;2.5;-0.9;2.5;206;351;-3.6;-2.7;232;128;105;-3.7;-3.6;-3.8
1122;K Financiële dienstverlening;2015 1e kwartaal;4417.0;4472.0;3482.0;3563.0;935.0;909.0;4415.0;-5.1;-1.4;-5.9;21.8;17.2;21.8;49.0;38.6;48.9;-2.9;0.9;-3.6;-1.7;2.1;-2.5;203;90;-2.4;-3.5;229;125;103;-2.6;-2.6;-2.6
1123;K Financiële dienstverlening;2015 2e kwartaal;4872.0;4436.0;3924.0;3507.0;948.0;929.0;4867.0;-5.7;-2.1;-5.8;24.2;19.5;24.2;60.6;48.8;60.6;-3.2;0.5;-3.3;-2.6;1.2;-2.6;201;80;-2.6;-3.2;227;124;102;-3.0;-3.1;-2.9
1124;K Financiële dienstverlening;2015 3e kwartaal;3968.0;4449.0;3080.0;3547.0;888.0;902.0;3964.0;-5.8;-0.8;-5.9;20.0;15.5;20.0;49.2;38.2;49.2;-3.2;2.0;-3.3;-1.9;3.4;-1.9;199;81;-2.7;-4.0;224;123;101;-3.1;-3.2;-2.9
1125;K Financiële dienstverlening;2015 4e kwartaal;4578.0;4465.0;3645.0;3517.0;933.0;948.0;4578.0;-6.9;-3.3;-7.1;23.0;18.3;23.0;50.8;40.5;50.8;-4.8;-1.0;-4.9;-6.2;-2.6;-6.4;199;90;-2.3;-0.7;224;123;101;-2.4;-2.6;-2.1
1126;K Financiële dienstverlening;2015;17835.0;;14131.0;;3704.0;;17824.0;-5.9;-2.0;-6.2;89.0;70.5;88.9;52.3;41.4;52.2;-3.5;0.5;-3.8;-3.2;0.9;-3.4;200;341;-2.5;-2.8;226;124;102;-2.8;-2.9;-2.6
1127;K Financiële dienstverlening;2016 1e kwartaal;4405.0;4462.0;3447.0;3517.0;958.0;945.0;4400.0;-0.3;-1.0;-0.3;22.2;17.4;22.2;50.2;39.3;50.2;1.9;1.1;1.8;2.6;1.8;2.5;199;88;-2.1;-2.8;223;123;100;-2.4;-2.2;-2.6
1128;K Financiële dienstverlening;2016 2e kwartaal;4915.0;4498.0;3934.0;3538.0;981.0;960.0;4908.0;0.9;0.2;0.9;24.8;19.9;24.8;59.9;48.0;59.8;2.6;2.0;2.6;-1.2;-1.8;-1.2;198;82;-1.7;2.1;223;122;100;-1.9;-1.7;-2.1
1129;K Financiële dienstverlening;2016 3e kwartaal;3976.0;4447.0;3044.0;3489.0;932.0;958.0;3968.0;0.2;-1.1;0.1;20.4;15.6;20.4;50.7;38.8;50.6;2.3;0.9;2.2;3.0;1.5;2.9;195;78;-2.0;-2.7;219;120;99;-2.2;-2.1;-2.3
1130;K Financiële dienstverlening;2016 4e kwartaal;4555.0;4439.0;3592.0;3476.0;963.0;963.0;4549.0;-0.5;-1.4;-0.6;23.6;18.6;23.5;53.0;41.8;52.9;2.4;1.4;2.2;4.3;3.3;4.1;193;86;-2.8;-4.6;217;119;98;-3.0;-2.9;-3.0
1131;K Financiële dienstverlening;2016;17851.0;;14017.0;;3834.0;;17825.0;0.1;-0.8;0.0;91.0;71.5;90.9;53.4;41.9;53.3;2.3;1.4;2.2;2.2;1.3;2.1;196;334;-2.2;-2.1;220;121;99;-2.4;-2.3;-2.5
1132;K Financiële dienstverlening;2017 1e kwartaal;4390.0;4433.0;3369.0;3416.0;1021.0;1017.0;4385.0;-0.3;-2.2;-0.3;23.0;17.6;22.9;50.2;38.5;50.2;3.6;1.6;3.6;0.0;-1.9;0.0;191;87;-3.8;-0.3;215;119;96;-3.6;-3.3;-3.9
1133;K Financiële dienstverlening;2017 2e kwartaal;4790.0;4406.0;3753.0;3394.0;1037.0;1012.0;4788.0;-2.6;-4.6;-2.5;25.3;19.8;25.3;61.3;48.0;61.3;1.7;-0.4;1.8;2.3;0.1;2.4;189;78;-4.3;-4.8;213;118;96;-4.1;-3.6;-4.7
1134;K Financiële dienstverlening;2017 3e kwartaal;3951.0;4411.0;2970.0;3393.0;981.0;1018.0;3946.0;-0.6;-2.4;-0.5;21.2;16.0;21.2;52.1;39.2;52.1;3.9;2.0;4.0;2.9;1.0;2.9;186;76;-4.3;-3.4;210;116;94;-4.1;-3.5;-4.9
1135;K Financiële dienstverlening;2017 4e kwartaal;4480.0;4363.0;3455.0;3354.0;1025.0;1009.0;4508.0;-1.6;-3.8;-0.9;24.2;18.7;24.4;55.4;42.7;55.7;2.8;0.5;3.6;4.4;2.1;5.2;185;81;-4.3;-5.8;209;115;93;-4.1;-3.4;-4.9
1136;K Financiële dienstverlening;2017;17611.0;;13547.0;;4064.0;;17627.0;-1.3;-3.4;-1.1;93.7;72.1;93.8;54.6;42.0;54.7;2.9;0.8;3.2;2.3;0.2;2.5;188;322;-4.2;-3.5;212;117;95;-4.0;-3.4;-4.6
1137;K Financiële dienstverlening;2018 1e kwartaal;4305.0;4328.0;3360.0;3379.0;945.0;949.0;4305.0;-1.9;-0.2;-1.8;23.2;18.1;23.2;51.2;39.9;51.2;0.8;2.5;0.9;1.9;3.6;2.0;186;84;-2.7;-3.8;209;116;93;-2.8;-2.1;-3.6
1138;K Financiële dienstverlening;2018 2e kwartaal;4702.0;4354.0;3740.0;3409.0;962.0;945.0;4697.0;-1.8;-0.3;-1.9;25.4;20.2;25.4;61.9;49.2;61.8;0.6;2.1;0.5;1.0;2.5;0.9;185;76;-2.4;-2.8;208;116;93;-2.4;-1.9;-3.1
1139;K Financiële dienstverlening;2018 3e kwartaal;3871.0;4316.0;2961.0;3379.0;910.0;937.0;3871.0;-2.1;-0.3;-1.9;21.2;16.2;21.2;52.2;39.9;52.2;-0.1;1.7;0.0;0.1;1.9;0.2;183;74;-2.0;-2.1;205;114;91;-2.0;-1.4;-2.7
1140;K Financiële dienstverlening;2018 4e kwartaal;4435.0;4312.0;3483.0;3376.0;952.0;936.0;4439.0;-1.0;0.8;-1.5;24.3;19.1;24.3;54.4;42.7;54.4;0.3;2.2;-0.2;-1.8;0.0;-2.3;183;82;-1.3;0.8;206;114;91;-1.4;-0.7;-2.2
1141;K Financiële dienstverlening;2018;17313.0;;13544.0;;3769.0;;17312.0;-1.7;0.0;-1.8;94.1;73.6;94.1;54.8;42.9;54.8;0.4;2.1;0.3;0.3;2.0;0.2;184;316;-2.1;-2.0;207;115;92;-2.2;-1.5;-2.9
1142;K Financiële dienstverlening;2019 1e kwartaal;4350.0;4348.0;3433.0;3424.0;917.0;924.0;4351.0;1.0;2.2;1.0;23.7;18.7;23.7;53.2;42.0;53.2;2.2;3.3;2.2;3.9;5.1;3.9;184;82;-1.1;-2.8;207;115;91;-1.2;-0.8;-1.7
1143;K Financiële dienstverlening;2019 2e kwartaal;4623.0;4320.0;3672.0;3387.0;951.0;933.0;4619.0;-1.6;-1.8;-1.6;25.2;20.0;25.1;60.7;48.2;60.6;-1.0;-1.1;-0.9;-1.9;-2.1;-1.9;184;76;-0.7;0.3;207;116;92;-0.5;0.0;-1.1
1144;K Financiële dienstverlening;2019 3e kwartaal;4015.0;4469.0;3108.0;3539.0;907.0;930.0;4011.0;3.7;4.9;3.6;22.1;17.1;22.0;53.2;41.2;53.2;4.0;5.3;3.9;2.0;3.2;1.9;182;75;-0.3;1.7;206;115;91;0.1;0.5;-0.5
1145;K Financiële dienstverlening;2019 4e kwartaal;4659.0;4521.0;3693.0;3567.0;966.0;954.0;4659.0;5.1;6.0;5.0;25.4;20.1;25.4;57.3;45.4;57.3;4.6;5.6;4.5;5.4;6.4;5.3;183;81;0.5;-0.3;207;116;91;0.7;1.2;0.1
1146;K Financiële dienstverlening;2019;17647.0;;13906.0;;3741.0;;17640.0;1.9;2.7;1.9;96.3;75.9;96.3;56.1;44.2;56.0;2.4;3.1;2.3;2.3;3.0;2.3;183;315;-0.4;-0.4;207;115;91;-0.2;0.2;-0.8
1147;K Financiële dienstverlening;2020 1e kwartaal;4501.0;4468.0;3534.0;3499.0;967.0;969.0;4495.0;3.5;3.0;3.3;24.5;19.2;24.5;56.7;44.5;56.6;3.5;3.0;3.3;6.6;6.1;6.4;184;79;0.0;-3.0;207;116;91;0.0;0.4;-0.5
1148;K Financiële dienstverlening;2020 2e kwartaal;4869.0;4591.0;3849.0;3590.0;1020.0;1001.0;4826.0;5.3;4.8;4.5;26.1;20.6;25.8;61.4;48.5;60.9;3.6;3.1;2.7;1.2;0.7;0.4;187;79;1.7;4.1;210;118;93;1.4;1.7;1.1
1149;K Financiële dienstverlening;2020 3e kwartaal;4218.0;4692.0;3218.0;3657.0;1000.0;1035.0;4201.0;5.0;3.5;4.7;22.5;17.1;22.4;56.8;43.3;56.6;1.9;0.4;1.6;6.7;5.2;6.4;188;74;3.0;-1.6;211;118;93;2.7;3.0;2.4
1150;K Financiële dienstverlening;2020 4e kwartaal;4943.0;4790.0;3891.0;3746.0;1052.0;1044.0;4923.0;6.1;5.4;5.7;26.2;20.6;26.1;56.8;44.7;56.6;3.0;2.3;2.6;-0.8;-1.5;-1.2;189;87;3.0;7.0;213;119;94;2.8;2.9;2.6
1151;K Financiële dienstverlening;2020;18531.0;;14492.0;;4039.0;;18445.0;5.0;4.2;4.6;99.2;77.6;98.8;57.9;45.3;57.6;3.0;2.2;2.6;3.3;2.5;2.9;187;320;1.9;1.6;210;118;93;1.7;2.0;1.4
1152;K Financiële dienstverlening;2021 1e kwartaal;4919.0;4843.0;3854.0;3793.0;1065.0;1050.0;4898.0;9.2;9.0;8.9;26.2;20.5;26.1;57.7;45.2;57.4;6.9;6.7;6.6;1.7;1.5;1.4;188;85;2.2;7.4;209;118;92;1.4;1.8;0.9
1153;K Financiële dienstverlening;2021 2e kwartaal;5203.0;4952.0;4066.0;3834.0;1137.0;1118.0;5190.0;6.9;5.7;7.5;27.1;21.2;27.0;64.5;50.4;64.3;4.0;2.8;4.7;5.0;3.8;5.6;192;81;2.7;1.8;215;121;94;2.2;2.6;1.6
1154;K Financiële dienstverlening;2021 3e kwartaal;4490.0;4991.0;3415.0;3867.0;1075.0;1124.0;4480.0;6.5;6.2;6.7;23.4;17.8;23.3;60.2;45.8;60.1;4.0;3.7;4.2;6.0;5.7;6.2;192;75;2.4;0.5;215;121;94;1.8;2.3;1.3
1155;K Financiële dienstverlening;2021 4e kwartaal;5191.0;5025.0;4080.0;3920.0;1111.0;1105.0;5176.0;4.9;4.8;5.1;26.9;21.2;26.8;59.1;46.5;59.0;2.9;2.7;3.0;4.1;4.0;4.2;193;88;2.0;0.8;216;122;95;1.5;2.0;1.0
1156;K Financiële dienstverlening;2021;19803.0;;15415.0;;4388.0;;19744.0;6.9;6.4;7.0;103.6;80.6;103.3;60.3;46.9;60.1;4.4;3.9;4.6;4.1;3.6;4.3;191;328;2.3;2.6;214;120;94;1.7;2.2;1.2
1157;K Financiële dienstverlening;2022 1e kwartaal;5245.0;5126.0;4069.0;3991.0;1176.0;1135.0;5233.0;6.7;5.6;6.9;27.4;21.3;27.4;59.7;46.3;59.6;4.7;3.6;4.9;3.6;2.5;3.8;191;88;1.9;3.0;214;120;93;2.0;2.1;1.8
1158;K Financiële dienstverlening;2022 2e kwartaal;5340.0;5129.0;4239.0;4030.0;1101.0;1099.0;5346.0;2.6;4.2;3.0;27.4;21.7;27.4;66.2;52.5;66.2;0.9;2.5;1.3;2.6;4.3;3.0;195;81;1.6;0.0;219;123;96;2.2;2.2;2.2
1159;K Financiële dienstverlening;2022 3e kwartaal;4724.0;5246.0;3641.0;4104.0;1083.0;1142.0;4717.0;5.2;6.6;5.3;24.0;18.5;24.0;61.2;47.1;61.1;2.6;4.0;2.7;1.5;2.9;1.6;197;77;2.5;3.6;221;124;97;2.5;2.3;2.7
1160;K Financiële dienstverlening;2022 4e kwartaal;5549.0;5360.0;4337.0;4161.0;1212.0;1199.0;5567.0;6.9;6.3;7.6;27.9;21.8;28.0;63.2;49.4;63.4;3.7;3.1;4.3;6.8;6.2;7.5;199;88;3.2;0.1;223;125;98;3.1;2.7;3.5
1161;K Financiële dienstverlening;2022;20858.0;;16286.0;;4572.0;;20863.0;5.3;5.7;5.7;106.7;83.3;106.7;62.5;48.8;62.5;3.0;3.3;3.3;3.7;4.0;4.0;196;334;2.3;1.6;219;123;96;2.4;2.3;2.6
1162;K Financiële dienstverlening;2023 1e kwartaal;5642.0;5491.0;4415.0;4325.0;1227.0;1166.0;5643.0;7.6;8.5;7.9;28.7;22.4;28.7;61.8;48.4;61.9;4.6;5.5;4.9;3.6;4.5;3.8;197;91;2.8;3.9;219;123;97;2.6;1.9;3.7
1163;K Financiële dienstverlening;2023 2e kwartaal;5640.0;5452.0;4497.0;4299.0;1143.0;1153.0;5642.0;5.6;6.1;5.5;28.0;22.3;28.0;68.3;54.4;68.3;2.1;2.6;2.0;3.2;3.6;3.1;202;83;3.4;2.4;225;126;100;2.7;1.8;3.8
1164;K Financiële dienstverlening;2023 3e kwartaal;5094.0;5650.0;3940.0;4422.0;1154.0;1228.0;5093.0;7.9;8.3;8.0;25.2;19.5;25.1;65.4;50.6;65.4;4.8;5.2;5.0;6.9;7.3;7.0;203;78;2.9;0.9;226;126;100;2.7;1.8;3.7
1165;K Financiële dienstverlening;2023 4e kwartaal;5936.0;5722.0;4668.0;4471.0;1268.0;1251.0;5946.0;6.9;7.6;6.8;29.0;22.8;29.1;67.0;52.7;67.1;4.0;4.6;3.8;6.0;6.7;5.9;204;89;2.8;0.9;229;128;101;2.8;2.3;3.5
1166;K Financiële dienstverlening;2023;22312.0;;17520.0;;4792.0;;22324.0;7.0;7.6;7.0;110.8;87.0;110.8;65.5;51.5;65.6;3.9;4.5;3.9;4.8;5.4;4.9;201;340;3.0;2.0;225;125;100;2.7;2.0;3.7
1167;K Financiële dienstverlening;2024 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;201;91;2.2;0.1;225;125;99;2.4;2.1;2.7
1168;L Verhuur en handel van onroerend goed;1995 1e kwartaal;390.0;416.0;296.0;321.0;94.0;95.0;390.0;;;;9.8;7.5;9.8;22.0;16.7;22.0;;;;;;;40;18;;;48;28;19;;;
1169;L Verhuur en handel van onroerend goed;1995 2e kwartaal;478.0;429.0;379.0;331.0;99.0;98.0;478.0;;;;11.4;9.1;11.4;28.0;22.2;28.0;;;;;;;42;17;;;50;30;20;;;
1170;L Verhuur en handel van onroerend goed;1995 3e kwartaal;421.0;449.0;317.0;344.0;104.0;105.0;421.0;;;;9.5;7.2;9.5;23.6;17.8;23.6;;;;;;;44;18;;;53;32;22;;;
1171;L Verhuur en handel van onroerend goed;1995 4e kwartaal;449.0;445.0;346.0;342.0;103.0;102.0;449.0;;;;10.3;7.9;10.3;21.5;16.6;21.5;;;;;;;44;21;;;53;31;21;;;
1172;L Verhuur en handel van onroerend goed;1995;1738.0;;1338.0;;400.0;;1738.0;;;;41.0;31.6;41.0;23.7;18.2;23.7;;;;;;;42;74;;;51;30;21;;;
