ID;CompositionOfTheHousehold;OtherHouseholdCharacteristics;Periods;NumberOfHouseholds_1;PersonsPerHousehold_2;PersonsWithAnIncomePerHousehold_3;GrossIncome_4;SpendableIncome_5;StandardisedIncome_6
870;7;7;1991;14;5.3;2.8;44.0;26.7;12.5
871;7;7;1992;16;5.3;2.8;44.3;27.0;12.6
872;7;7;1993;17;5.2;2.7;41.8;25.8;12.1
873;7;7;1994;16;5.2;2.7;44.3;28.1;13.2
874;7;7;1995;15;5.2;2.8;44.3;28.7;13.6
875;7;7;1996;14;5.1;2.8;47.3;30.6;14.5
876;7;7;1997;14;5.1;2.9;49.2;31.7;15.1
877;7;7;1998;15;5.2;2.9;50.6;33.1;15.6
878;7;7;1999;13;5.3;3.0;54.4;34.8;16.3
879;7;7;2000;14;5.2;3.1;56.3;36.5;17.1
880;7;8;1990;108;4.7;3.0;45.0;27.3;13.2
881;7;8;1991;96;4.7;3.0;46.4;27.8;13.4
882;7;8;1992;89;4.8;3.1;47.3;28.1;13.4
883;7;8;1993;84;4.8;3.0;46.6;28.0;13.4
884;7;8;1994;79;4.9;3.0;46.6;28.9;13.8
885;7;8;1995;74;4.9;3.2;47.4;30.2;14.3
886;7;8;1996;69;5.0;3.2;48.7;31.3;14.7
887;7;8;1997;64;5.0;3.3;49.4;32.1;15.2
888;7;8;1998;64;5.0;3.3;51.7;33.5;15.7
889;7;8;1999;62;5.0;3.4;54.0;34.9;16.4
890;7;8;2000;61;5.1;3.4;56.5;36.5;17.0
891;7;9;1990;151;4.7;3.2;49.9;29.6;14.2
892;7;9;1991;152;4.7;3.2;50.9;29.9;14.3
893;7;9;1992;158;4.7;3.2;52.0;30.2;14.5
894;7;9;1993;156;4.7;3.2;53.1;31.0;14.9
895;7;9;1994;155;4.7;3.2;53.5;32.1;15.4
896;7;9;1995;156;4.7;3.3;54.7;33.5;16.1
897;7;9;1996;159;4.7;3.4;55.7;34.3;16.5
898;7;9;1997;162;4.7;3.4;57.9;36.4;17.5
899;7;9;1998;157;4.7;3.5;59.1;36.7;17.5
900;7;9;1999;159;4.7;3.5;61.7;38.4;18.3
901;7;9;2000;159;4.7;3.6;67.5;41.8;20.0
902;7;Age head household 55-65 yrs;1990;23;5.0;3.4;48.9;29.8;13.8
903;7;Age head household 55-65 yrs;1991;21;5.1;3.3;49.3;29.9;13.8
904;7;Age head household 55-65 yrs;1992;19;5.2;3.3;51.4;30.7;14.1
905;7;Age head household 55-65 yrs;1993;18;5.1;3.3;49.4;29.9;13.8
906;7;Age head household 55-65 yrs;1994;17;5.1;3.3;49.6;31.0;14.2
907;7;Age head household 55-65 yrs;1995;17;5.2;3.4;51.8;32.6;14.9
908;7;Age head household 55-65 yrs;1996;17;5.1;3.3;53.1;33.2;15.3
909;7;Age head household 55-65 yrs;1997;18;5.1;3.3;52.5;33.4;15.4
910;7;Age head household 55-65 yrs;1998;17;5.0;3.5;58.5;38.7;18.1
911;7;Age head household 55-65 yrs;1999;16;5.0;3.5;60.5;36.8;17.1
912;7;Age head household 55-65 yrs;2000;18;5.0;3.5;65.9;41.0;19.2
913;7;Age head household >= 65 yrs;1990;4;5.9;3.5;51.2;34.7;14.8
914;7;Age head household >= 65 yrs;1991;4;5.8;3.5;52.8;34.8;15.3
915;7;Age head household >= 65 yrs;1992;4;5.7;3.5;56.8;36.9;16.3
916;7;Age head household >= 65 yrs;1993;3;5.9;3.4;53.4;35.5;15.4
917;7;Age head household >= 65 yrs;1994;3;5.8;3.5;50.5;34.8;15.2
918;7;Age head household >= 65 yrs;1995;4;5.7;3.6;53.4;37.2;16.2
919;7;Age head household >= 65 yrs;1996;4;5.9;3.7;53.8;38.4;16.6
920;7;Age head household >= 65 yrs;1997;3;5.9;3.7;51.5;36.9;16.0
921;7;Age head household >= 65 yrs;1998;3;5.9;3.8;57.3;40.6;17.5
922;7;Age head household >= 65 yrs;1999;4;5.5;3.6;53.8;38.1;17.0
923;7;Age head household >= 65 yrs;2000;4;5.5;3.9;60.3;43.6;19.2
924;8;0;1990;2367;2.4;2.0;36.5;22.4;14.9
925;8;0;1991;2445;2.3;2.0;37.9;23.1;15.4
926;8;0;1992;2482;2.3;2.0;39.8;23.8;15.9
927;8;0;1993;2505;2.3;2.0;40.0;24.2;16.2
928;8;0;1994;2533;2.3;2.0;39.9;24.7;16.7
929;8;0;1995;2563;2.3;2.0;40.7;25.6;17.3
930;8;0;1996;2590;2.3;2.0;41.4;26.1;17.7
931;8;0;1997;2611;2.3;2.0;42.1;26.9;18.3
932;8;0;1998;2628;2.2;2.0;43.4;27.8;19.0
933;8;0;1999;2645;2.2;2.0;45.3;28.7;19.6
934;8;0;2000;2642;2.2;2.0;47.4;30.3;20.7
935;8;1;1990;131;2.6;2.1;52.8;33.3;21.0
936;8;1;1991;128;2.6;2.1;53.5;33.3;21.1
937;8;1;1992;122;2.6;2.1;55.2;33.2;21.1
938;8;1;1993;122;2.5;2.1;51.4;31.7;20.5
939;8;1;1994;125;2.5;2.1;51.5;32.0;20.8
940;8;1;1995;133;2.4;2.1;53.7;34.1;22.3
941;8;1;1996;127;2.4;2.1;54.9;34.3;22.5
942;8;1;1997;132;2.4;2.2;56.7;36.1;23.9
943;8;1;1998;132;2.4;2.1;57.7;35.4;23.4
944;8;1;1999;131;2.4;2.1;61.1;37.1;24.6
945;8;1;2000;129;2.4;2.2;64.5;38.2;25.5
946;8;2;1990;1264;2.5;2.2;43.4;25.2;16.4
947;8;2;1991;1321;2.5;2.2;45.1;25.9;17.0
948;8;2;1992;1343;2.4;2.2;47.5;26.8;17.6
949;8;2;1993;1348;2.4;2.2;48.0;27.4;18.0
950;8;2;1994;1352;2.4;2.2;47.9;28.1;18.6
951;8;2;1995;1365;2.4;2.1;48.5;28.9;19.2
952;8;2;1996;1391;2.4;2.1;49.0;29.4;19.6
953;8;2;1997;1408;2.3;2.1;49.7;30.3;20.3
954;8;2;1998;1442;2.3;2.1;51.2;31.3;21.0
955;8;2;1999;1468;2.3;2.1;53.2;32.2;21.6
956;8;2;2000;1453;2.3;2.1;55.8;33.8;22.7
957;8;3;1990;690;2.1;1.8;24.3;17.5;12.4
958;8;3;1991;702;2.1;1.8;25.4;18.3;12.9
959;8;3;1992;714;2.1;1.8;26.8;19.1;13.5
960;8;3;1993;720;2.1;1.8;27.5;19.6;13.9
961;8;3;1994;733;2.1;1.8;27.2;19.9;14.1
962;8;3;1995;734;2.1;1.8;27.5;20.3;14.4
963;8;3;1996;742;2.1;1.8;28.3;20.9;14.9
964;8;3;1997;755;2.1;1.8;29.1;21.6;15.4
965;8;3;1998;762;2.1;1.8;29.7;22.4;16.0
966;8;3;1999;769;2.1;1.8;30.9;23.0;16.5
967;8;3;2000;789;2.1;1.8;32.4;24.6;17.6
968;8;4;1990;250;2.3;1.9;23.2;14.7;9.9
969;8;4;1991;261;2.3;1.9;24.1;15.0;10.1
970;8;4;1992;268;2.3;1.9;25.4;15.6;10.6
971;8;4;1993;276;2.2;1.9;25.2;15.7;10.7
972;8;4;1994;284;2.2;1.9;25.4;16.1;10.9
973;8;4;1995;280;2.2;1.9;26.2;17.0;11.6
974;8;4;1996;273;2.2;1.8;26.6;17.2;11.8
975;8;4;1997;257;2.2;1.8;26.6;17.7;12.2
976;8;4;1998;234;2.2;1.8;26.4;17.7;12.2
977;8;4;1999;212;2.2;1.8;27.3;18.3;12.7
978;8;4;2000;211;2.2;1.8;28.7;19.3;13.4
979;8;5;1990;32;2.6;2.0;61.1;33.4;21.2
980;8;5;1991;34;2.5;2.0;64.0;33.9;21.8
981;8;5;1992;36;2.5;2.0;66.3;35.2;22.7
982;8;5;1993;38;2.5;2.0;66.6;35.3;22.7
983;8;5;1994;39;2.5;2.0;71.6;38.8;25.2
984;8;5;1995;51;2.4;2.0;67.5;38.0;25.0
985;8;5;1996;58;2.4;2.0;64.6;36.9;24.4
986;8;5;1997;59;2.4;2.0;61.4;35.5;23.6
987;8;5;1998;58;2.4;2.1;63.7;36.5;24.3
988;8;5;1999;65;2.3;2.0;64.3;35.8;24.2
989;8;5;2000;60;2.3;2.1;70.8;41.4;27.7
990;8;6;1990;58;2.1;2.0;29.1;17.2;12.3
991;8;6;1991;66;2.0;2.0;31.2;18.1;13.0
992;8;6;1992;67;2.0;2.0;32.7;18.8;13.5
993;8;6;1993;61;2.1;2.0;33.3;19.3;13.8
994;8;6;1994;55;2.0;2.0;31.7;19.1;13.7
995;8;6;1995;54;2.0;2.0;31.7;19.7;14.2
996;8;6;1996;51;2.0;2.0;32.3;20.0;14.3
997;8;6;1997;48;2.0;2.0;31.5;20.2;14.6
998;8;6;1998;42;2.0;2.0;33.1;21.2;15.2
999;8;6;1999;42;2.0;2.0;35.7;22.5;16.1
1000;8;6;2000;44;2.0;2.0;35.6;22.4;16.0
1001;8;7;1990;382;2.0;2.0;38.8;22.8;16.4
1002;8;7;1991;406;2.0;2.0;40.4;23.4;16.9
1003;8;7;1992;410;2.0;2.0;42.2;24.0;17.3
1004;8;7;1993;411;2.0;2.0;42.6;24.4;17.6
1005;8;7;1994;416;2.0;2.0;42.9;25.4;18.3
1006;8;7;1995;418;2.0;2.0;43.7;26.3;19.0
1007;8;7;1996;428;2.0;2.0;44.4;26.7;19.3
1008;8;7;1997;429;2.0;2.0;44.8;27.5;19.9
1009;8;7;1998;421;2.0;2.0;47.0;28.7;20.7
1010;8;7;1999;416;2.0;2.0;48.9;29.5;21.3
1011;8;7;2000;393;2.0;2.0;51.3;31.0;22.4
1012;8;8;1990;201;2.3;2.1;42.3;24.9;16.9
1013;8;8;1991;207;2.3;2.1;43.8;25.5;17.5
1014;8;8;1992;204;2.3;2.1;45.7;26.1;18.0
1015;8;8;1993;201;2.2;2.1;45.8;26.3;18.3
1016;8;8;1994;205;2.2;2.0;46.3;27.2;18.9
1017;8;8;1995;206;2.2;2.0;47.0;28.1;19.7
1018;8;8;1996;204;2.2;2.0;47.5;28.6;20.1
1019;8;8;1997;204;2.1;2.0;48.1;29.6;20.8
1020;8;8;1998;204;2.1;2.0;50.3;30.7;21.7
1021;8;8;1999;201;2.1;2.0;52.6;31.7;22.4
1022;8;8;2000;199;2.1;2.0;54.9;33.1;23.3
1023;8;9;1990;496;2.8;2.4;45.4;26.5;16.0
1024;8;9;1991;525;2.8;2.4;46.9;27.0;16.5
1025;8;9;1992;554;2.8;2.4;49.5;28.0;17.2
1026;8;9;1993;569;2.7;2.4;49.7;28.4;17.5
1027;8;9;1994;585;2.7;2.3;49.0;28.9;17.9
1028;8;9;1995;597;2.7;2.3;50.1;29.9;18.7
1029;8;9;1996;607;2.6;2.3;50.8;30.6;19.3
1030;8;9;1997;617;2.6;2.3;52.1;31.8;20.1
1031;8;9;1998;621;2.6;2.3;52.8;32.4;20.5
1032;8;9;1999;618;2.6;2.3;55.6;33.8;21.4
1033;8;9;2000;615;2.6;2.4;58.5;35.7;22.5
1034;8;Age head household 55-65 yrs;1990;586;2.4;1.9;38.4;22.9;14.9
1035;8;Age head household 55-65 yrs;1991;591;2.4;1.9;39.7;23.4;15.3
1036;8;Age head household 55-65 yrs;1992;593;2.4;1.9;41.2;23.9;15.7
1037;8;Age head household 55-65 yrs;1993;602;2.4;1.8;41.4;24.2;16.0
1038;8;Age head household 55-65 yrs;1994;606;2.4;1.8;41.4;24.7;16.4
1039;8;Age head household 55-65 yrs;1995;614;2.3;1.8;42.2;25.5;17.0
1040;8;Age head household 55-65 yrs;1996;615;2.3;1.8;42.9;26.0;17.5
1041;8;Age head household 55-65 yrs;1997;618;2.3;1.8;43.4;26.8;18.0
1042;8;Age head household 55-65 yrs;1998;635;2.3;1.8;44.8;27.7;18.8
1043;8;Age head household 55-65 yrs;1999;653;2.3;1.8;46.9;28.7;19.5
1044;8;Age head household 55-65 yrs;2000;668;2.2;1.8;49.5;30.4;20.7
1045;8;Age head household >= 65 yrs;1990;644;2.2;2.0;25.2;18.4;12.7
1046;8;Age head household >= 65 yrs;1991;650;2.1;2.0;26.3;19.0;13.2
1047;8;Age head household >= 65 yrs;1992;656;2.1;2.0;27.7;19.9;13.8
1048;8;Age head household >= 65 yrs;1993;662;2.1;1.9;27.8;20.1;14.1
1049;8;Age head household >= 65 yrs;1994;666;2.1;1.9;27.6;20.5;14.3
1050;8;Age head household >= 65 yrs;1995;675;2.1;1.9;28.0;21.0;14.7
1051;8;Age head household >= 65 yrs;1996;686;2.1;1.9;28.6;21.4;15.1
1052;8;Age head household >= 65 yrs;1997;694;2.1;1.9;29.2;22.0;15.5
1053;8;Age head household >= 65 yrs;1998;705;2.1;1.9;30.2;23.0;16.2
1054;8;Age head household >= 65 yrs;1999;715;2.1;1.9;31.3;23.5;16.6
1055;8;Age head household >= 65 yrs;2000;723;2.1;1.9;32.6;24.9;17.6
1056;9;0;1990;1762;2.0;1.8;32.2;20.1;14.5
1057;9;0;1991;1850;2.0;1.8;33.8;20.8;15.1
1058;9;0;1992;1890;2.0;1.8;35.5;21.5;15.6
1059;9;0;1993;1930;2.0;1.8;36.0;22.0;15.9
1060;9;0;1994;1972;2.0;1.8;36.2;22.6;16.4
1061;9;0;1995;2022;2.0;1.8;37.1;23.5;17.0
1062;9;0;1996;2072;2.0;1.8;37.9;24.1;17.4
1063;9;0;1997;2113;2.0;1.8;38.6;24.8;18.0
1064;9;0;1998;2144;2.0;1.8;39.9;25.8;18.7
1065;9;0;1999;2166;2.0;1.8;41.8;26.6;19.3
1066;9;0;2000;2171;2.0;1.8;43.6;28.0;20.3
1067;9;1;1990;79;2.0;1.6;46.2;28.9;20.9
1068;9;1;1991;77;2.0;1.6;47.5;29.0;21.0
1069;9;1;1992;75;2.0;1.6;48.2;28.5;20.7
1070;9;1;1993;80;2.0;1.7;45.1;27.8;20.2
1071;9;1;1994;84;2.0;1.7;45.8;28.0;20.3
1072;9;1;1995;90;2.0;1.7;48.8;30.6;22.2
1073;9;1;1996;89;2.0;1.8;49.8;30.6;22.2
1074;9;1;1997;94;2.0;1.8;51.7;32.9;23.8
1075;9;1;1998;96;2.0;1.8;52.4;31.9;23.1
1076;9;1;1999;96;2.0;1.8;55.5;33.3;24.2
1077;9;1;2000;96;2.0;1.8;60.0;35.2;25.5
1078;9;2;1990;838;2.0;1.8;39.8;23.0;16.7
1079;9;2;1991;901;2.0;1.8;41.7;23.8;17.2
1080;9;2;1992;920;2.0;1.8;43.9;24.6;17.8
1081;9;2;1993;935;2.0;1.8;44.6;25.3;18.3
1082;9;2;1994;952;2.0;1.8;44.9;26.1;18.9
1083;9;2;1995;982;2.0;1.8;45.7;26.9;19.5
1084;9;2;1996;1019;2.0;1.8;46.0;27.4;19.9
1085;9;2;1997;1045;2.0;1.8;46.6;28.2;20.4
1086;9;2;1998;1082;2.0;1.8;48.3;29.2;21.2
1087;9;2;1999;1105;2.0;1.8;50.1;30.0;21.7
1088;9;2;2000;1093;2.0;1.8;52.4;31.4;22.8
1089;9;3;1990;633;2.0;1.8;23.2;16.9;12.2
1090;9;3;1991;646;2.0;1.8;24.3;17.7;12.8
1091;9;3;1992;662;2.0;1.8;25.6;18.4;13.3
1092;9;3;1993;669;2.0;1.8;26.3;19.0;13.7
1093;9;3;1994;684;2.0;1.8;26.2;19.3;14.0
1094;9;3;1995;687;2.0;1.8;26.5;19.7;14.3
1095;9;3;1996;699;2.0;1.8;27.4;20.4;14.8
1096;9;3;1997;716;2.0;1.8;28.2;21.0;15.2
1097;9;3;1998;725;2.0;1.8;28.9;22.0;15.9
1098;9;3;1999;733;2.0;1.8;30.1;22.6;16.4
1099;9;3;2000;753;2.0;1.8;31.6;24.1;17.4
1100;9;4;1990;193;2.0;1.6;21.0;13.3;9.6
1101;9;4;1991;203;2.0;1.6;21.8;13.6;9.9
1102;9;4;1992;211;2.0;1.6;23.1;14.2;10.3
1103;9;4;1993;221;2.0;1.6;23.2;14.5;10.5
1104;9;4;1994;228;2.0;1.6;23.3;14.8;10.7
1105;9;4;1995;227;2.0;1.7;24.1;15.6;11.3
1106;9;4;1996;224;2.0;1.6;24.8;16.1;11.6
1107;9;4;1997;215;2.0;1.7;25.0;16.5;12.0
1108;9;4;1998;200;2.0;1.7;24.8;16.5;12.0
1109;9;4;1999;182;2.0;1.7;25.7;17.2;12.5
1110;9;4;2000;183;2.0;1.7;27.1;18.1;13.2
1111;9;5;1990;20;2.0;1.5;49.9;27.3;19.8
1112;9;5;1991;23;2.0;1.5;53.8;28.6;20.7
1113;9;5;1992;23;2.0;1.6;57.9;31.2;22.6
1114;9;5;1993;24;2.0;1.5;56.4;29.6;21.4
1115;9;5;1994;25;2.0;1.6;63.0;34.3;24.8
1116;9;5;1995;36;2.0;1.6;60.4;34.0;24.6
1117;9;5;1996;41;2.0;1.7;58.0;33.0;23.9
1118;9;5;1997;43;2.0;1.7;55.4;31.9;23.1
1119;9;5;1998;42;2.0;1.7;57.9;33.3;24.2
1120;9;5;1999;50;2.0;1.7;60.4;33.7;24.5
1121;9;5;2000;45;2.0;1.7;65.1;37.2;27.0
1122;9;6;1990;55;2.0;2.0;29.0;17.0;12.3
1123;9;6;1991;64;2.0;2.0;30.9;17.9;13.0
1124;9;6;1992;65;2.0;2.0;32.5;18.6;13.5
1125;9;6;1993;58;2.0;2.0;33.1;19.1;13.9
1126;9;6;1994;53;2.0;2.0;31.4;18.9;13.7
1127;9;6;1995;52;2.0;2.0;31.5;19.6;14.2
1128;9;6;1996;49;2.0;2.0;32.2;19.8;14.4
1129;9;6;1997;46;2.0;2.0;31.5;20.2;14.7
1130;9;6;1998;40;2.0;2.0;33.2;21.2;15.4
1131;9;6;1999;41;2.0;2.0;35.6;22.4;16.2
1132;9;6;2000;42;2.0;2.0;35.4;22.2;16.1
1133;9;7;1990;375;2.0;1.9;38.8;22.7;16.5
1134;9;7;1991;398;2.0;1.9;40.2;23.3;16.9
1135;9;7;1992;402;2.0;1.9;42.1;23.9;17.3
1136;9;7;1993;404;2.0;1.9;42.4;24.3;17.6
1137;9;7;1994;409;2.0;1.9;42.8;25.3;18.3
1138;9;7;1995;411;2.0;2.0;43.5;26.2;19.0
1139;9;7;1996;422;2.0;2.0;44.3;26.6;19.3
1140;9;7;1997;424;2.0;2.0;44.7;27.5;19.9
1141;9;7;1998;416;2.0;2.0;46.8;28.6;20.7
1142;9;7;1999;412;2.0;2.0;48.8;29.5;21.3
1143;9;7;2000;389;2.0;2.0;51.3;30.9;22.4
1144;9;8;1990;155;2.0;1.9;41.4;24.3;17.6
1145;9;8;1991;164;2.0;1.9;42.9;24.9;18.0
1146;9;8;1992;167;2.0;1.9;45.1;25.6;18.6
1147;9;8;1993;169;2.0;1.9;45.4;26.0;18.8
1148;9;8;1994;173;2.0;1.9;46.2;27.0;19.5
1149;9;8;1995;177;2.0;1.9;46.9;27.9;20.2
1150;9;8;1996;177;2.0;1.9;47.4;28.4;20.6
1151;9;8;1997;183;2.0;1.9;48.1;29.4;21.3
1152;9;8;1998;183;2.0;1.9;50.4;30.6;22.2
1153;9;8;1999;181;2.0;1.9;52.4;31.4;22.8
1154;9;8;2000;178;2.0;1.9;54.8;32.8;23.7
1155;9;9;1990;214;2.0;1.7;37.6;21.7;15.7
1156;9;9;1991;239;2.0;1.7;39.9;22.8;16.5
1157;9;9;1992;256;2.0;1.7;42.2;23.6;17.1
1158;9;9;1993;271;2.0;1.7;42.6;24.1;17.5
1159;9;9;1994;292;2.0;1.7;42.6;24.8;18.0
1160;9;9;1995;307;2.0;1.7;44.6;26.2;19.0
1161;9;9;1996;324;2.0;1.7;45.1;26.9;19.5
1162;9;9;1997;339;2.0;1.7;46.4;27.9;20.2
1163;9;9;1998;349;2.0;1.8;46.6;28.2;20.4
1164;9;9;1999;346;2.0;1.8;49.4;29.6;21.4
1165;9;9;2000;346;2.0;1.8;51.6;30.9;22.4
1166;9;Age head household 55-65 yrs;1990;396;2.0;1.5;33.1;19.7;14.3
1167;9;Age head household 55-65 yrs;1991;408;2.0;1.5;34.6;20.4;14.8
1168;9;Age head household 55-65 yrs;1992;416;2.0;1.5;36.1;20.9;15.1
1169;9;Age head household 55-65 yrs;1993;434;2.0;1.5;36.9;21.6;15.6
1170;9;Age head household 55-65 yrs;1994;442;2.0;1.5;36.9;21.8;15.8
1171;9;Age head household 55-65 yrs;1995;459;2.0;1.5;37.9;22.8;16.5
1172;9;Age head household 55-65 yrs;1996;470;2.0;1.5;38.7;23.5;17.0
1173;9;Age head household 55-65 yrs;1997;478;2.0;1.6;39.4;24.2;17.6
1174;9;Age head household 55-65 yrs;1998;501;2.0;1.6;41.0;25.3;18.3
1175;9;Age head household 55-65 yrs;1999;519;2.0;1.6;43.2;26.3;19.1
1176;9;Age head household 55-65 yrs;2000;538;2.0;1.6;45.7;28.0;20.3
1177;9;Age head household >= 65 yrs;1990;566;2.0;1.8;22.9;17.0;12.3
1178;9;Age head household >= 65 yrs;1991;577;2.0;1.8;24.0;17.7;12.8
1179;9;Age head household >= 65 yrs;1992;584;2.0;1.8;25.3;18.5;13.4
1180;9;Age head household >= 65 yrs;1993;596;2.0;1.8;25.6;18.9;13.7
1181;9;Age head household >= 65 yrs;1994;602;2.0;1.8;25.6;19.3;14.0
1182;9;Age head household >= 65 yrs;1995;615;2.0;1.9;26.1;19.9;14.4
1183;9;Age head household >= 65 yrs;1996;630;2.0;1.9;26.9;20.4;14.8
1184;9;Age head household >= 65 yrs;1997;643;2.0;1.9;27.6;21.1;15.3
1185;9;Age head household >= 65 yrs;1998;655;2.0;1.9;28.7;22.0;16.0
1186;9;Age head household >= 65 yrs;1999;668;2.0;1.9;29.8;22.6;16.4
1187;9;Age head household >= 65 yrs;2000;677;2.0;1.9;31.1;24.0;17.4
1188;Three or more adults without children;0;1990;605;3.4;2.9;48.9;29.3;15.9
1189;Three or more adults without children;0;1991;595;3.4;2.9;50.6;30.0;16.3
1190;Three or more adults without children;0;1992;592;3.4;2.9;53.5;31.2;17.0
1191;Three or more adults without children;0;1993;575;3.4;2.9;53.6;31.5;17.2
1192;Three or more adults without children;0;1994;561;3.3;2.9;53.3;32.3;17.7
1193;Three or more adults without children;0;1995;542;3.3;2.9;54.1;33.3;18.3
1194;Three or more adults without children;0;1996;518;3.3;2.9;55.4;34.2;18.8
1195;Three or more adults without children;0;1997;498;3.3;2.9;57.0;35.8;19.6
1196;Three or more adults without children;0;1998;483;3.3;2.9;58.5;36.8;20.2
1197;Three or more adults without children;0;1999;479;3.3;2.9;61.2;38.1;20.9
1198;Three or more adults without children;0;2000;471;3.3;3.0;64.8;40.7;22.3
1199;Three or more adults without children;1;1990;52;3.5;2.9;62.8;39.8;21.2
1200;Three or more adults without children;1;1991;50;3.5;2.9;62.7;39.8;21.3
1201;Three or more adults without children;1;1992;47;3.5;2.9;66.4;40.6;21.8
1202;Three or more adults without children;1;1993;42;3.4;2.9;63.3;39.1;21.1
1203;Three or more adults without children;1;1994;41;3.4;3.0;63.3;40.3;21.8
1204;Three or more adults without children;1;1995;43;3.4;3.0;64.3;41.5;22.5
1205;Three or more adults without children;1;1996;39;3.4;3.0;66.5;42.6;23.1
1206;Three or more adults without children;1;1997;38;3.4;3.1;69.2;44.1;24.0
1207;Three or more adults without children;1;1998;36;3.4;3.0;71.8;44.4;24.3
1208;Three or more adults without children;1;1999;34;3.4;3.1;76.8;47.5;25.8
1209;Three or more adults without children;1;2000;33;3.4;3.1;77.4;47.0;25.5
1210;Three or more adults without children;2;1990;426;3.5;2.9;50.5;29.6;16.0
1211;Three or more adults without children;2;1991;420;3.4;2.9;52.4;30.5;16.5
1212;Three or more adults without children;2;1992;422;3.4;2.9;55.4;31.7;17.2
1213;Three or more adults without children;2;1993;413;3.4;2.9;55.7;32.2;17.5
1214;Three or more adults without children;2;1994;400;3.4;2.9;55.2;32.9;18.0
1215;Three or more adults without children;2;1995;383;3.4;2.9;55.9;33.9;18.5
1216;Three or more adults without children;2;1996;372;3.4;2.9;57.2;34.8;19.0
1217;Three or more adults without children;2;1997;363;3.4;3.0;58.5;36.3;19.9
1218;Three or more adults without children;2;1998;359;3.4;3.0;59.9;37.4;20.5
1219;Three or more adults without children;2;1999;363;3.4;3.0;62.6;38.8;21.2
1220;Three or more adults without children;2;2000;360;3.4;3.0;66.1;41.2;22.5
1221;Three or more adults without children;3;1990;57;3.1;2.6;36.4;24.7;14.0
1222;Three or more adults without children;3;1991;55;3.1;2.6;38.1;25.4;14.4
1223;Three or more adults without children;3;1992;53;3.1;2.6;41.5;27.4;15.5
1224;Three or more adults without children;3;1993;51;3.1;2.6;42.3;28.0;15.8
1225;Three or more adults without children;3;1994;50;3.1;2.6;42.0;28.4;16.1
1226;Three or more adults without children;3;1995;47;3.1;2.6;42.0;28.7;16.4
1227;Three or more adults without children;3;1996;43;3.1;2.6;42.9;29.6;16.8
1228;Three or more adults without children;3;1997;39;3.1;2.6;45.8;31.5;17.8
1229;Three or more adults without children;3;1998;37;3.1;2.7;44.9;31.8;18.0
1230;Three or more adults without children;3;1999;36;3.1;2.7;46.5;32.4;18.4
1231;Three or more adults without children;3;2000;36;3.1;2.7;50.2;35.5;20.2
1232;Three or more adults without children;4;1990;57;3.3;2.7;30.6;19.2;10.6
1233;Three or more adults without children;4;1991;58;3.2;2.7;32.1;20.0;11.1
1234;Three or more adults without children;4;1992;57;3.2;2.7;33.9;20.9;11.6
1235;Three or more adults without children;4;1993;55;3.2;2.7;33.4;20.7;11.5
1236;Three or more adults without children;4;1994;56;3.3;2.7;33.9;21.4;11.9
1237;Three or more adults without children;4;1995;54;3.2;2.8;35.0;22.9;12.8
1238;Three or more adults without children;4;1996;48;3.3;2.8;34.8;22.8;12.6
1239;Three or more adults without children;4;1997;42;3.2;2.7;35.2;23.6;13.2
1240;Three or more adults without children;4;1998;34;3.2;2.7;35.5;24.2;13.5
1241;Three or more adults without children;4;1999;30;3.2;2.7;36.6;24.9;13.9
1242;Three or more adults without children;4;2000;28;3.2;2.8;39.2;26.7;14.9
1243;Three or more adults without children;5;1990;12;3.5;2.8;79.6;43.3;23.4
1244;Three or more adults without children;5;1991;12;3.4;2.9;83.6;44.0;24.0
1245;Three or more adults without children;5;1992;13;3.4;2.8;80.7;42.1;23.0
1246;Three or more adults without children;5;1993;14;3.4;2.9;84.6;45.4;24.9
1247;Three or more adults without children;5;1994;13;3.4;2.9;87.7;47.2;25.9
1248;Three or more adults without children;5;1995;16;3.3;2.9;83.6;47.1;25.9
1249;Three or more adults without children;5;1996;17;3.3;3.0;81.0;46.6;25.6
1250;Three or more adults without children;5;1997;16;3.3;2.9;77.8;45.2;24.9
1251;Three or more adults without children;5;1998;16;3.4;3.0;78.8;44.6;24.5
1252;Three or more adults without children;5;1999;15;3.3;3.0;77.1;42.5;23.4
1253;Three or more adults without children;5;2000;15;3.4;3.1;88.3;54.3;29.9
1254;Three or more adults without children;6;1990;3;3.2;3.0;31.8;20.3;11.4
1255;Three or more adults without children;6;1991;2;3.3;2.9;38.3;24.4;13.3
1256;Three or more adults without children;6;1992;2;3.4;3.1;40.9;24.7;13.4
1257;Three or more adults without children;6;1993;3;3.3;2.9;37.5;22.6;12.4
1258;Three or more adults without children;6;1994;2;3.4;2.9;38.5;24.0;13.1
1259;Three or more adults without children;6;1995;2;3.2;3.1;36.9;24.2;13.6
1260;Three or more adults without children;6;1996;2;3.2;2.9;35.0;23.2;13.1
1261;Three or more adults without children;6;1997;1;3.1;2.9;31.0;20.7;11.7
1262;Three or more adults without children;6;1998;1;3.1;2.9;29.8;21.4;12.1
1263;Three or more adults without children;6;1999;2;3.2;3.0;38.4;26.3;14.5
1264;Three or more adults without children;6;2000;2;3.2;2.7;41.4;27.5;15.4
1265;Three or more adults without children;7;1990;7;3.2;2.8;42.3;25.4;14.1
