ID;RegioS;Perioden;GemengdInkomenNetto_1;BeloningVanWerknemers_2;InkomenUitVermogenOntvangsten_3;InkomenUitVermogenBetaald_4;PrimairInkomenNetto_5;PrimairInkomenNetto_6;SocialeUitkeringenInGeld_7;OverigeInkomensoverdrachtenOntvangen_8;BelastingenOpInkomenEnVermogen_9;SocialePremies_10;OverigeInkomensoverdrachtenBetaald_11;BeschikbaarInkomenNetto_12;GemengdInkomenNetto_13;BeloningVanWerknemers_14;InkomenUitVermogenOntvangen_15;InkomenUitVermogenBetaald_16;PrimairInkomenNetto_17;PrimairInkomenNetto_18;SocialeUitkeringenInGeld_19;OverigeInkomensoverdrachtenOntvangen_20;BelastingenOpInkomenEnVermogen_21;SocialePremies_22;OverigeInkomensoverdrachtenBetaald_23;BeschikbaarInkomenNetto_24
24;Noord-Nederland;1998;3895;16818;3549;1325;22937;22937;7508;367;2083;8763;630;19337;2368;10227;2158;806;13947;13947;4565;223;1267;5329;383;11758
25;Noord-Nederland;1999;4056;18126;3874;1537;24520;24520;7721;388;2189;9535;680;20224;2454;10968;2344;930;14837;14837;4672;235;1325;5770;411;12238
26;Noord-Nederland;2000;4349;19614;4173;1908;26227;26227;8033;412;2353;10300;728;21291;2613;11785;2507;1147;15759;15759;4827;248;1414;6189;438;12793
27;Noord-Nederland;2001;3893;20715;3996;1314;27290;27290;8352;449;2458;9716;806;23112;2319;12341;2381;783;16259;16259;4976;268;1464;5788;480;13769
28;Noord-Nederland;2002;3844;21714;4251;1380;28429;28429;8882;501;2782;10361;881;23788;2275;12850;2516;817;16824;16824;5256;296;1646;6132;521;14078
29;Noord-Nederland;2003;3891;22272;3961;1307;28817;28817;9360;540;2741;11048;979;23950;2294;13129;2335;770;16987;16987;5517;319;1616;6512;577;14118
30;Noord-Nederland;2004;3868;22564;4116;1355;29193;29193;9597;557;2625;11475;1017;24231;2275;13272;2421;797;17171;17171;5645;328;1544;6750;598;14252
31;Noord-Nederland;2005;3884;22908;4373;1338;29827;29827;9803;555;2989;11549;1088;24558;2283;13467;2571;786;17534;17534;5763;326;1757;6789;640;14437
32;Noord-Nederland;2006;4254;23687;4387;1772;30555;30555;10088;386;3158;11948;893;25031;2500;13922;2578;1042;17959;17959;5929;227;1856;7022;525;14712
33;Noord-Nederland;2007;4429;24542;5084;2427;31629;31629;10333;417;3338;12193;1053;25795;2600;14408;2985;1425;18568;18568;6066;245;1960;7158;618;15143
34;Noord-Nederland;2008;4674;26036;5436;2642;33504;33504;10665;445;3530;13670;858;26557;2738;15254;3185;1548;19630;19630;6249;261;2068;8009;502;15559
35;Noord-Nederland;2009;3345;26339;4713;1421;32976;32976;11333;563;4071;13363;861;26577;1955;15390;2754;830;19268;19268;6622;329;2379;7808;503;15530
36;Noord-Nederland;2010;3010;26281;4432;1107;32616;32616;11772;620;4179;13405;969;26454;1754;15317;2583;645;19009;19009;6861;362;2436;7813;565;15418
37;Noord-Nederland;2011;3435;26777;4759;1278;33693;33693;12222;589;4033;14346;1070;27057;1999;15583;2770;744;19608;19608;7113;343;2347;8349;622;15746
38;Noord-Nederland;2012;2853;27213;4616;719;33964;33964;12521;521;3813;15294;1319;26578;1660;15835;2686;418;19764;19764;7286;303;2219;8900;768;15466
39;Noord-Nederland;2013;3239;27044;4398;609;34071;34071;12884;551;3767;15197;1487;27054;1885;15741;2560;355;19832;19832;7499;320;2193;8846;865;15747
40;Noord-Nederland;2014;3844;27200;4404;601;34847;34847;13003;546;4018;15133;1321;27925;2237;15825;2562;350;20275;20275;7565;318;2338;8805;768;16247
41;Noord-Nederland;2015;4118;27358;4432;520;35388;35388;13039;538;4468;14769;1306;28422;2397;15920;2579;303;20594;20594;7588;313;2600;8595;760;16540
42;Oost-Nederland;1995;5752;32973;7387;2679;43433;43433;13340;1610;4962;17381;1751;34289;1803;10335;2316;840;13614;13614;4182;505;1555;5448;549;10748
43;Oost-Nederland;1996;5947;34269;7451;2499;45168;45168;13454;1765;4979;17702;1947;35759;1850;10661;2318;777;14052;14052;4186;549;1549;5507;606;11125
44;Oost-Nederland;1997;6539;36166;8071;2832;47945;47945;13606;1974;4704;18505;2104;38212;2019;11165;2492;874;14801;14801;4200;609;1452;5713;650;11797
45;Oost-Nederland;1998;6887;38753;8260;3203;50697;50697;13728;2165;4851;19350;2258;40132;2107;11858;2527;980;15513;15513;4201;663;1484;5921;691;12280
46;Oost-Nederland;1999;7172;41766;9016;3713;54241;54241;14117;2289;5097;21055;2439;42056;2174;12661;2733;1126;16442;16442;4279;694;1545;6383;739;12749
47;Oost-Nederland;2000;7691;45193;9710;4611;57983;57983;14688;2431;5478;22743;2612;44269;2308;13564;2914;1384;17403;17403;4408;730;1644;6826;784;13287
48;Oost-Nederland;2001;6884;47731;9300;3174;60740;60740;15271;2649;5724;21454;2891;48592;2044;14175;2762;943;18039;18039;4535;787;1700;6371;859;14431
49;Oost-Nederland;2002;6798;50032;9893;3334;63389;63389;16241;2951;6478;22879;3160;50064;2000;14720;2911;981;18650;18650;4778;868;1906;6731;930;14729
50;Oost-Nederland;2003;6881;51319;9217;3159;64259;64259;17115;3186;6382;24395;3510;50273;2010;14994;2693;923;18775;18775;5001;931;1865;7128;1025;14689
51;Oost-Nederland;2004;6840;51992;9578;3275;65135;65135;17549;3285;6112;25339;3646;50872;1989;15115;2784;952;18936;18936;5102;955;1777;7366;1060;14789
52;Oost-Nederland;2005;6868;52785;10176;3233;66595;66595;17925;3271;6960;25502;3903;51427;1989;15284;2946;936;19283;19283;5190;947;2015;7384;1130;14891
53;Oost-Nederland;2006;8059;54667;10090;4365;68451;68451;18445;2041;7408;26318;2812;52398;2326;15778;2912;1260;19756;19756;5323;589;2138;7596;811;15123
54;Oost-Nederland;2007;9034;57748;11224;5842;72164;72164;19008;2113;8215;27247;3040;54782;2599;16612;3229;1681;20760;20760;5468;608;2363;7838;875;15759
55;Oost-Nederland;2008;9114;60740;11641;6359;75136;75136;19929;2005;8446;30365;2729;55530;2610;17398;3334;1821;21521;21521;5708;574;2419;8698;782;15906
56;Oost-Nederland;2009;6453;61342;9980;3421;74353;74353;21187;2046;9601;29575;3452;54957;1839;17484;2844;975;21192;21192;6039;583;2737;8429;984;15664
57;Oost-Nederland;2010;6173;61223;9439;2661;74174;74174;22241;2240;9849;29693;3422;55691;1752;17372;2679;755;21047;21047;6311;636;2795;8426;971;15803
58;Oost-Nederland;2011;7423;62530;9941;3112;76782;76782;23152;2479;9619;31754;3397;57642;2098;17676;2810;880;21705;21705;6545;701;2719;8976;960;16294
59;Oost-Nederland;2012;6597;63663;10265;1763;78763;78763;24047;2140;9304;33989;3353;58304;1857;17915;2889;496;22164;22164;6767;602;2618;9565;944;16407
60;Oost-Nederland;2013;7165;63814;9710;1497;79192;79192;24767;2193;9285;34725;3614;58529;2013;17929;2728;421;22250;22250;6959;616;2609;9756;1015;16444
61;Oost-Nederland;2014;7724;64038;9936;1477;80221;80221;25091;2276;9589;34517;3776;59707;2164;17943;2784;414;22477;22477;7030;638;2687;9671;1058;16729
62;Oost-Nederland;2015;8275;64408;10000;1278;81405;81405;25161;2243;10664;33686;3733;60725;2309;17972;2790;357;22715;22715;7021;626;2976;9400;1042;16945
63;West-Nederland;1995;14053;82755;17830;6000;108638;108638;31184;6240;15464;42515;6711;81371;1944;11448;2467;830;15029;15029;4314;863;2139;5882;928;11257
64;West-Nederland;1996;14530;86008;17984;5596;112926;112926;31451;6839;15517;43302;7462;84934;2003;11858;2479;772;15569;15569;4336;943;2139;5970;1029;11710
65;West-Nederland;1997;15977;90770;19479;6341;119885;119885;31805;7649;14659;45265;8064;91351;2193;12459;2674;870;16456;16456;4366;1050;2012;6213;1107;12539
66;West-Nederland;1998;16827;97261;19936;7172;126852;126852;32091;8389;15118;47332;8656;96227;2296;13274;2721;979;17312;17312;4380;1145;2063;6460;1181;13132
67;West-Nederland;1999;17523;104824;21762;8316;135793;135793;33000;8867;15885;51504;9346;100925;2377;14216;2951;1128;18416;18416;4476;1203;2154;6985;1268;13687
68;West-Nederland;2000;18790;113425;23437;10327;145325;145325;34334;9420;17073;55632;10012;106363;2532;15282;3158;1391;19580;19580;4626;1269;2300;7495;1349;14331
69;West-Nederland;2001;16819;119794;22446;7109;151951;151951;35698;10263;17838;52479;11079;116515;2250;16027;3003;951;20330;20330;4776;1373;2387;7021;1482;15589
70;West-Nederland;2002;16608;125570;23878;7467;158589;158589;37965;11432;20188;55965;12109;119724;2208;16694;3174;993;21083;21083;5047;1520;2684;7440;1610;15916
71;West-Nederland;2003;16812;128801;22246;7073;160785;160785;40007;12344;19890;59673;13450;120123;2223;17032;2942;935;21262;21262;5291;1632;2630;7891;1779;15885
72;West-Nederland;2004;16712;130489;23118;7334;162984;162984;41022;12727;19047;61983;13975;121728;2200;17182;3044;966;21460;21460;5401;1676;2508;8161;1840;16028
73;West-Nederland;2005;16779;132479;24561;7240;166578;166578;41902;12673;21691;62380;14958;122124;2203;17392;3224;950;21869;21869;5501;1664;2848;8189;1964;16033
74;West-Nederland;2006;19670;137260;24518;9884;171563;171563;43629;7762;23086;64117;10052;125699;2577;17984;3212;1295;22478;22478;5716;1017;3025;8401;1317;16469
75;West-Nederland;2007;21597;144970;27937;13392;181112;181112;44873;7951;25159;66309;11060;131408;2821;18939;3650;1750;23661;23661;5862;1039;3287;8663;1445;17168
76;West-Nederland;2008;21910;152493;28359;14727;188035;188035;46460;7813;25445;73509;10165;133189;2847;19818;3686;1914;24437;24437;6038;1015;3307;9553;1321;17309
77;West-Nederland;2009;15699;155538;24891;8038;188089;188089;48704;8375;28920;71849;10938;133461;2026;20073;3212;1037;24275;24275;6286;1081;3732;9273;1412;17224
78;West-Nederland;2010;14084;155844;23815;6262;187480;187480;50982;8766;30037;72187;11139;133865;1805;19971;3052;803;24025;24025;6533;1123;3849;9251;1427;17154
79;West-Nederland;2011;15637;159248;24507;7268;192124;192124;53609;9748;29528;77144;11601;137209;1991;20272;3120;925;24457;24457;6824;1241;3759;9820;1477;17467
80;West-Nederland;2012;14166;161987;24932;4081;197003;197003;54979;9163;28058;82799;11251;139038;1790;20467;3150;516;24891;24891;6947;1158;3545;10462;1422;17567
81;West-Nederland;2013;15333;163383;24610;3471;199855;199855;57129;9487;28001;85599;11763;141106;1928;20544;3095;437;25130;25130;7184;1193;3521;10764;1479;17743
82;West-Nederland;2014;17538;165610;24394;3426;204116;204116;57830;9487;29418;85675;11978;144361;2191;20685;3047;428;25495;25495;7223;1185;3674;10701;1496;18031
83;West-Nederland;2015;18788;166567;24551;2965;206942;206942;57991;9348;32718;83614;11842;146108;2330;20661;3045;368;25669;25669;7193;1160;4058;10371;1469;18123
84;Zuid-Nederland;1995;5970;34140;7247;2766;44591;44591;15052;2282;5292;18362;2574;35697;1748;9997;2122;810;13057;13057;4407;668;1550;5376;754;10453
85;Zuid-Nederland;1996;6173;35482;7310;2579;46385;46385;15181;2501;5310;18701;2862;37193;1798;10338;2130;752;13515;13515;4423;729;1547;5449;834;10836
86;Zuid-Nederland;1997;6788;37447;7917;2923;49228;49228;15352;2797;5017;19549;3093;39719;1968;10858;2296;847;14274;14274;4451;811;1455;5668;897;11517
87;Zuid-Nederland;1998;7149;40124;8103;3306;52070;52070;15490;3068;5173;20442;3320;41693;2062;11573;2337;953;15018;15018;4468;885;1492;5896;958;12025
88;Zuid-Nederland;1999;7444;43244;8845;3833;55700;55700;15929;3243;5436;22244;3585;43607;2135;12401;2536;1099;15973;15973;4568;930;1559;6379;1028;12505
89;Zuid-Nederland;2000;7982;46793;9526;4760;59541;59541;16573;3445;5842;24026;3840;45850;2276;13341;2716;1357;16975;16975;4725;982;1666;6850;1095;13072
90;Zuid-Nederland;2001;7145;49420;9123;3276;62412;62412;17231;3753;6104;22665;4250;50377;2026;14016;2587;929;17700;17700;4887;1064;1731;6428;1205;14287
91;Zuid-Nederland;2002;7056;51803;9705;3442;65122;65122;18325;4181;6909;24170;4645;51904;1994;14641;2743;973;18405;18405;5179;1182;1953;6831;1313;14669
92;Zuid-Nederland;2003;7142;53136;9042;3260;66060;66060;19311;4514;6806;25772;5159;52147;2015;14992;2551;920;18639;18639;5449;1274;1920;7271;1456;14713
93;Zuid-Nederland;2004;7100;53832;9396;3380;66947;66947;19801;4655;6518;26769;5361;52755;2002;15176;2649;953;18873;18873;5582;1312;1838;7547;1511;14872
94;Zuid-Nederland;2005;7128;54653;9982;3337;68427;68427;20225;4635;7423;26941;5738;53185;2009;15404;2814;941;19286;19286;5701;1306;2092;7593;1617;14990
95;Zuid-Nederland;2006;7837;56367;10804;4487;70521;70521;20938;2600;8024;27520;3656;54859;2209;15890;3046;1265;19880;19880;5902;733;2262;7758;1031;15465
96;Zuid-Nederland;2007;8941;58954;11704;5982;73617;73617;21727;2663;8622;28230;3580;57575;2520;16618;3299;1686;20751;20751;6124;751;2430;7957;1009;16229
97;Zuid-Nederland;2008;8655;62188;12661;6600;76904;76904;22403;3008;8819;31355;3940;58202;2436;17504;3564;1858;21646;21646;6306;847;2482;8825;1109;16382
98;Zuid-Nederland;2009;5966;62787;10336;3570;75519;75519;23624;3108;10222;30612;3828;57588;1675;17627;2902;1002;21201;21201;6632;873;2870;8594;1075;16167
99;Zuid-Nederland;2010;5106;62690;9895;2768;74923;74923;24733;3175;10522;30733;4102;57474;1429;17551;2770;775;20976;20976;6924;889;2946;8604;1149;16091
100;Zuid-Nederland;2011;6149;64740;10891;3218;78562;78562;25521;3410;10564;33099;4452;59379;1717;18075;3041;898;21934;21934;7125;952;2949;9241;1243;16578
101;Zuid-Nederland;2012;5555;65166;10272;1780;79213;79213;26142;3160;9814;35249;4103;59348;1546;18137;2859;495;22047;22047;7276;879;2732;9811;1142;16518
102;Zuid-Nederland;2013;5952;65758;10220;1520;80409;80409;26888;3347;9871;36486;4280;60008;1654;18270;2839;422;22340;22340;7471;930;2742;10137;1189;16672
103;Zuid-Nederland;2014;6874;66436;10508;1511;82308;82308;26979;3304;10312;36567;4197;61515;1906;18420;2913;419;22821;22821;7480;916;2859;10139;1164;17056
104;Zuid-Nederland;2015;7365;66820;10576;1307;83453;83453;27055;3255;11469;35687;4149;62458;2037;18484;2925;362;23085;23085;7484;900;3173;9872;1148;17277
105;Groningen;1995;1020;4744;940;359;6345;6345;2520;78;684;2613;143;5504;1827;8502;1685;644;11370;11370;4515;140;1226;4681;256;9862
106;Groningen;1996;1054;4931;949;335;6599;6599;2541;86;686;2661;159;5720;1889;8835;1699;601;11823;11823;4553;154;1230;4768;285;10248
107;Groningen;1997;1159;5204;1027;380;7011;7011;2570;96;648;2781;172;6075;2078;9326;1841;681;12564;12564;4605;172;1162;4984;308;10887
108;Groningen;1998;1221;5576;1051;430;7419;7419;2593;105;669;2908;184;6356;2185;9975;1881;769;13272;13272;4638;188;1196;5203;330;11370
109;Groningen;1999;1272;6010;1148;498;7931;7931;2666;111;703;3165;199;6642;2266;10706;2045;887;14129;14129;4750;198;1252;5638;355;11833
110;Groningen;2000;1364;6503;1236;619;8484;8484;2774;118;755;3418;213;6989;2415;11518;2189;1096;15027;15027;4914;209;1337;6055;378;12380
111;Groningen;2001;1221;6868;1184;426;8847;8847;2884;129;789;3225;236;7610;2147;12081;2082;749;15562;15562;5074;227;1388;5673;415;13387
112;Groningen;2002;1205;7199;1259;447;9216;9216;3067;143;893;3439;258;7838;2108;12592;2203;782;16120;16120;5365;251;1562;6015;451;13708
113;Groningen;2003;1220;7384;1173;424;9354;9354;3232;155;880;3667;286;7908;2127;12872;2045;739;16305;16305;5634;270;1533;6392;499;13785
114;Groningen;2004;1213;7481;1219;439;9474;9474;3314;160;842;3809;298;7999;2110;13017;2121;764;16484;16484;5767;278;1466;6627;518;13918
115;Groningen;2005;1218;7595;1295;434;9675;9675;3385;159;959;3833;318;8108;2119;13219;2255;755;16838;16838;5892;277;1670;6672;554;14112
116;Groningen;2006;1465;7845;1318;571;10056;10056;3425;96;1019;3970;323;8265;2553;13670;2296;995;17525;17525;5968;168;1775;6919;563;14404
117;Groningen;2007;1411;8234;1498;782;10360;10360;3460;105;1058;4085;344;8438;2460;14356;2611;1363;18063;18063;6032;183;1845;7123;599;14712
118;Groningen;2008;1389;8694;1573;833;10822;10822;3608;118;1117;4550;237;8643;2421;15152;2741;1452;18861;18861;6288;205;1947;7931;412;15064
119;Groningen;2009;1037;8706;1417;445;10715;10715;3911;131;1279;4439;254;8785;1803;15131;2463;774;18623;18623;6797;227;2222;7715;441;15269
120;Groningen;2010;956;8766;1322;350;10694;10694;4061;158;1336;4480;254;8843;1655;15171;2288;606;18507;18507;7027;273;2313;7753;439;15303
121;Groningen;2011;1115;8991;1441;401;11146;11146;4144;148;1331;4788;269;9049;1923;15503;2484;692;19219;19219;7145;255;2295;8256;464;15603
122;Groningen;2012;884;9171;1379;229;11206;11206;4168;142;1247;5104;305;8859;1519;15767;2371;394;19263;19263;7164;245;2144;8774;525;15230
123;Groningen;2013;1075;8971;1341;194;11193;11193;4328;158;1217;4915;414;9134;1844;15395;2301;332;19208;19208;7427;271;2089;8434;711;15674
124;Groningen;2014;1320;9004;1266;192;11398;11398;4303;168;1238;4914;293;9423;2261;15419;2169;329;19519;19519;7368;288;2120;8416;503;16137
125;Groningen;2015;1414;9056;1274;166;11578;11578;4315;166;1377;4796;290;9596;2423;15514;2183;285;19835;19835;7392;284;2358;8216;497;16439
126;Friesland;1995;1372;5353;1273;421;7577;7577;2682;119;845;2911;194;6429;2247;8763;2084;689;12405;12405;4392;195;1383;4765;317;10526
127;Friesland;1996;1419;5563;1284;392;7873;7873;2705;131;848;2965;215;6682;2312;9067;2093;640;12832;12832;4409;213;1382;4832;351;10891
128;Friesland;1997;1560;5871;1391;445;8377;8377;2736;146;801;3099;233;7127;2530;9522;2256;721;13586;13586;4437;237;1299;5026;377;11558
129;Friesland;1998;1643;6291;1423;503;8854;8854;2760;160;826;3240;250;7459;2652;10152;2297;812;14288;14288;4455;259;1333;5229;403;12037
130;Friesland;1999;1711;6780;1554;583;9461;9461;2839;170;868;3526;270;7806;2747;10885;2494;936;15190;15190;4557;272;1393;5661;433;12533
131;Friesland;2000;1835;7336;1673;724;10120;10120;2953;180;933;3809;289;8223;2924;11691;2666;1154;16127;16127;4706;287;1486;6069;460;13104
132;Friesland;2001;1642;7748;1603;499;10494;10494;3071;196;974;3593;320;8874;2593;12233;2530;787;16569;16569;4848;310;1539;5673;505;14012
133;Friesland;2002;1622;8122;1705;524;10924;10924;3266;219;1103;3831;349;9125;2542;12730;2672;821;17123;17123;5119;343;1729;6006;548;14303
134;Friesland;2003;1642;8331;1588;496;11064;11064;3441;236;1087;4085;388;9182;2561;12998;2478;774;17263;17263;5369;368;1695;6374;606;14326
135;Friesland;2004;1632;8440;1650;514;11208;11208;3529;243;1040;4243;403;9293;2540;13136;2569;801;17443;17443;5492;379;1619;6604;628;14463
136;Friesland;2005;1638;8569;1753;508;11453;11453;3604;242;1185;4271;432;9412;2550;13334;2729;790;17822;17822;5609;377;1844;6646;672;14647
137;Friesland;2006;1768;8860;1738;674;11692;11692;3729;194;1228;4419;322;9646;2753;13796;2707;1050;18206;18206;5806;302;1912;6880;501;15020
138;Friesland;2007;1866;9059;2037;931;12031;12031;3859;203;1292;4485;360;9956;2903;14095;3169;1448;18720;18720;6004;316;2011;6978;560;15491
139;Friesland;2008;2008;9629;2117;1012;12742;12742;3896;216;1330;5043;258;10224;3118;14951;3288;1572;19786;19786;6050;336;2065;7831;400;15876
140;Friesland;2009;1426;9783;1953;541;12622;12622;4091;304;1542;4923;302;10249;2209;15154;3025;837;19552;19552;6337;471;2389;7626;468;15876
141;Friesland;2010;1058;9689;1877;418;12207;12207;4277;303;1527;4910;413;9938;1636;14980;2903;646;18873;18873;6613;468;2360;7591;638;15365
142;Friesland;2011;1339;9825;1938;482;12620;12620;4461;284;1462;5256;498;10148;2069;15179;2994;745;19497;19497;6892;438;2258;8121;770;15679
143;Friesland;2012;1195;9975;1877;271;12776;12776;4636;215;1410;5615;489;10114;1847;15421;2902;420;19750;19750;7167;333;2180;8680;755;15635
144;Friesland;2013;1345;9921;1767;228;12805;12805;4793;200;1391;5691;526;10190;2082;15350;2733;353;19812;19812;7416;310;2153;8806;814;15766
145;Friesland;2014;1504;9965;1841;227;13083;13083;4908;202;1560;5663;434;10536;2327;15419;2849;351;20244;20244;7595;313;2413;8762;672;16304
146;Friesland;2015;1611;10023;1853;197;13290;13290;4922;199;1735;5526;429;10721;2493;15514;2869;304;20571;20571;7619;308;2685;8554;665;16594
147;Drenthe;1995;861;4213;961;329;5706;5706;2094;76;602;2348;152;4774;1887;9237;2107;720;12511;12511;4591;166;1321;5148;333;10466
148;Drenthe;1996;890;4379;969;306;5932;5932;2112;83;604;2392;169;4961;1939;9538;2112;668;12921;12921;4600;180;1316;5210;367;10808
149;Drenthe;1997;979;4621;1050;347;6302;6302;2135;93;571;2500;182;5277;2115;9985;2269;750;13618;13618;4614;200;1234;5402;394;11403
150;Drenthe;1998;1031;4952;1075;393;6664;6664;2155;102;589;2614;196;5522;2212;10628;2307;843;14304;14304;4625;218;1264;5611;420;11852
151;Drenthe;1999;1073;5337;1173;455;7127;7127;2216;107;619;2844;211;5776;2291;11392;2504;972;15215;15215;4730;229;1321;6072;451;12330
152;Drenthe;2000;1151;5774;1263;565;7623;7623;2305;114;665;3072;226;6079;2437;12230;2676;1198;16145;16145;4882;242;1408;6507;479;12875
153;Drenthe;2001;1030;6099;1210;389;7949;7949;2397;124;695;2898;250;6627;2161;12795;2538;817;16678;16678;5028;261;1458;6081;525;13903
154;Drenthe;2002;1017;6393;1287;409;8288;8288;2549;138;786;3091;274;6825;2119;13317;2681;852;17266;17266;5310;288;1638;6439;570;14218
155;Drenthe;2003;1030;6557;1199;387;8399;8399;2686;149;775;3296;304;6860;2137;13609;2489;804;17431;17431;5575;310;1608;6840;631;14237
156;Drenthe;2004;1024;6643;1246;402;8511;8511;2754;154;742;3423;316;6939;2120;13757;2580;832;17626;17626;5704;319;1536;7089;654;14369
157;Drenthe;2005;1028;6744;1324;396;8700;8700;2813;153;845;3445;338;7038;2124;13937;2736;819;17977;17977;5814;317;1746;7119;699;14544
158;Drenthe;2006;1021;6983;1331;527;8807;8807;2934;96;911;3559;248;7119;2103;14387;2741;1086;18146;18146;6046;198;1878;7333;510;14668
159;Drenthe;2007;1153;7249;1550;714;9238;9238;3014;109;988;3623;350;7400;2366;14880;3182;1466;18962;18962;6187;223;2027;7437;718;15191
160;Drenthe;2008;1277;7714;1746;797;9940;9940;3161;111;1083;4077;363;7689;2610;15774;3571;1629;20327;20327;6463;228;2215;8336;743;15723
161;Drenthe;2009;882;7850;1342;435;9639;9639;3332;129;1250;4001;305;7543;1797;16006;2737;888;19653;19653;6794;262;2548;8159;622;15380
162;Drenthe;2010;995;7826;1233;339;9715;9715;3434;159;1316;4015;303;7674;2026;15933;2509;691;19778;19778;6991;325;2680;8174;616;15623
163;Drenthe;2011;980;7961;1381;394;9928;9928;3617;158;1240;4301;302;7859;1996;16210;2811;803;20215;20215;7366;321;2525;8758;615;16004
