ID;RegioS;Perioden;GemengdInkomenNetto_1;BeloningVanWerknemers_2;InkomenUitVermogenOntvangsten_3;InkomenUitVermogenBetaald_4;PrimairInkomenNetto_5;PrimairInkomenNetto_6;SocialeUitkeringenInGeld_7;OverigeInkomensoverdrachtenOntvangen_8;BelastingenOpInkomenEnVermogen_9;SocialePremies_10;OverigeInkomensoverdrachtenBetaald_11;BeschikbaarInkomenNetto_12;GemengdInkomenNetto_13;BeloningVanWerknemers_14;InkomenUitVermogenOntvangen_15;InkomenUitVermogenBetaald_16;PrimairInkomenNetto_17;PrimairInkomenNetto_18;SocialeUitkeringenInGeld_19;OverigeInkomensoverdrachtenOntvangen_20;BelastingenOpInkomenEnVermogen_21;SocialePremies_22;OverigeInkomensoverdrachtenBetaald_23;BeschikbaarInkomenNetto_24
333;Noord-Brabant;2013;4555;46772;7176;1089;57414;57414;17797;2720;7167;25816;3398;41552;1837;18865;2894;439;23157;23157;7178;1097;2891;10413;1370;16760
334;Noord-Brabant;2014;5174;47355;7452;1084;58897;58897;17849;2685;7518;25891;3213;42809;2079;19028;2994;436;23665;23665;7172;1079;3021;10403;1291;17201
335;Noord-Brabant;2015;5543;47629;7500;938;59734;59734;17899;2645;8361;25268;3176;43472;2218;19061;3001;375;23905;23905;7163;1059;3346;10112;1271;17398
336;Limburg;1995;1570;10004;1937;812;12699;12699;5332;412;1462;5560;526;10895;1387;8839;1711;718;11220;11220;4711;364;1292;4913;465;9625
337;Limburg;1996;1623;10398;1954;758;13217;13217;5378;451;1467;5663;585;11331;1430;9161;1722;667;11646;11646;4739;397;1293;4990;515;9984
338;Limburg;1997;1785;10973;2116;858;14016;14016;5439;505;1386;5920;632;12021;1570;9650;1861;755;12326;12326;4783;444;1219;5206;556;10572
339;Limburg;1998;1880;11758;2166;971;14833;14833;5488;553;1430;6190;678;12576;1651;10326;1902;853;13027;13027;4819;486;1256;5437;596;11045
340;Limburg;1999;1958;12672;2364;1126;15868;15868;5643;585;1502;6736;732;13126;1717;11113;2073;987;13917;13917;4949;513;1317;5907;642;11511
341;Limburg;2000;2099;13712;2546;1398;16960;16960;5871;621;1614;7276;784;13777;1838;12008;2230;1224;14852;14852;5141;544;1414;6371;687;12065
342;Limburg;2001;1879;14482;2439;962;17837;17837;6104;677;1687;6863;868;15200;1644;12670;2134;842;15606;15606;5341;592;1476;6005;759;13299
343;Limburg;2002;1855;15180;2594;1011;18619;18619;6492;754;1909;7319;949;15688;1624;13286;2271;885;16295;16295;5682;660;1671;6406;830;13730
344;Limburg;2003;1878;15571;2417;957;18908;18908;6841;814;1881;7804;1054;15825;1647;13651;2119;839;16577;16577;5998;714;1649;6842;924;13874
345;Limburg;2004;1867;15775;2512;993;19161;19161;7015;840;1801;8106;1095;16012;1641;13862;2207;872;16837;16837;6164;738;1583;7123;962;14070
346;Limburg;2005;1874;16015;2668;980;19578;19578;7165;836;2051;8158;1172;16198;1652;14119;2352;864;17260;17260;6317;737;1808;7192;1033;14280
347;Limburg;2006;2103;16358;2982;1308;20134;20134;7346;545;2180;8287;864;16693;1861;14478;2639;1158;17819;17819;6501;483;1930;7335;765;14774
348;Limburg;2007;2375;17112;3262;1735;21015;21015;7662;591;2360;8504;816;17588;2110;15201;2898;1541;18667;18667;6806;525;2096;7554;724;15623
349;Limburg;2008;2221;18043;3445;1876;21832;21832;7932;633;2380;9473;724;17821;1977;16065;3067;1671;19438;19438;7063;564;2119;8434;645;15867
350;Limburg;2009;1454;18199;3026;1022;21657;21657;8230;666;2775;9264;780;17734;1295;16211;2695;910;19291;19291;7331;593;2472;8251;695;15797
351;Limburg;2010;1266;18290;2684;794;21447;21447;8472;638;2876;9327;839;17514;1128;16292;2391;707;19103;19103;7546;568;2562;8308;748;15601
352;Limburg;2011;1657;18843;3052;911;22641;22641;8762;686;2942;10052;1088;18007;1476;16781;2718;812;20164;20164;7803;611;2620;8952;969;16037
353;Limburg;2012;1386;19015;3026;503;22923;22923;8921;627;2727;10700;924;18120;1235;16949;2697;449;20432;20432;7951;559;2431;9537;823;16151
354;Limburg;2013;1397;18986;3044;431;22996;22996;9091;627;2704;10671;883;18456;1247;16952;2718;385;20532;20532;8117;560;2415;9527;788;16479
355;Limburg;2014;1700;19081;3056;427;23411;23411;9131;619;2794;10676;985;18706;1521;17068;2734;382;20941;20941;8167;554;2500;9549;881;16732
356;Limburg;2015;1821;19191;3076;369;23719;23719;9156;610;3108;10419;973;18985;1632;17193;2755;331;21249;21249;8202;546;2784;9334;872;17008
