ID;Geslacht;Herkomstgroepering;Onderwijssoort;Leeftijd;Huishoudgrootte;Perioden;AantalLeerlingenOnderzoekspopulatie_1;AantalVSVErsOnderzoekspopulatie_2;AantalNietVSVErsOnderzoekspopulatie_3;PercentageVSVErsOnderzoekspopulatie_4
24;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Totaal huishoudgrootte;2008/'09;1310060.0;43340.0;1266720.0;3.3
25;Totaal mannen en vrouwen;0;0;22 jaar of jonger;1 tot 5 leden;2004/'05;1068850.0;49000.0;1019850.0;4.6
26;Totaal mannen en vrouwen;0;0;22 jaar of jonger;1 tot 5 leden;2005/'06;1151930.0;47910.0;1104020.0;4.2
27;Totaal mannen en vrouwen;0;0;22 jaar of jonger;1 tot 5 leden;2006/'07;1160190.0;45870.0;1114330.0;4.0
28;Totaal mannen en vrouwen;0;0;22 jaar of jonger;1 tot 5 leden;2007/'08;1170890.0;43370.0;1127520.0;3.7
29;Totaal mannen en vrouwen;0;0;22 jaar of jonger;1 tot 5 leden;2008/'09;1172990.0;39300.0;1133690.0;3.4
30;Totaal mannen en vrouwen;0;0;22 jaar of jonger;6 leden of meer;2004/'05;138460.0;5490.0;132980.0;4.0
31;Totaal mannen en vrouwen;0;0;22 jaar of jonger;6 leden of meer;2005/'06;141930.0;4970.0;136960.0;3.5
32;Totaal mannen en vrouwen;0;0;22 jaar of jonger;6 leden of meer;2006/'07;139400.0;4930.0;134460.0;3.5
33;Totaal mannen en vrouwen;0;0;22 jaar of jonger;6 leden of meer;2007/'08;140320.0;4850.0;135470.0;3.5
34;Totaal mannen en vrouwen;0;0;22 jaar of jonger;6 leden of meer;2008/'09;136990.0;4030.0;132960.0;2.9
35;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Huishoudgrootte onbekend;2004/'05;4650.0;570.0;4080.0;12.3
36;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Huishoudgrootte onbekend;2005/'06;5720.0;710.0;5010.0;12.4
37;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Huishoudgrootte onbekend;2006/'07;13530.0;1180.0;12350.0;8.7
38;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Huishoudgrootte onbekend;2007/'08;3890.0;230.0;3660.0;5.9
39;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Huishoudgrootte onbekend;2008/'09;80.0;10.0;70.0;13.2
40;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal huishoudgrootte;2004/'05;852410.0;19490.0;832920.0;2.3
41;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal huishoudgrootte;2005/'06;895660.0;18780.0;876880.0;2.1
42;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal huishoudgrootte;2006/'07;899580.0;17150.0;882430.0;1.9
43;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal huishoudgrootte;2007/'08;892610.0;13310.0;879300.0;1.5
44;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal huishoudgrootte;2008/'09;883120.0;11010.0;872110.0;1.2
45;Totaal mannen en vrouwen;0;0;17 jaar of jonger;1 tot 5 leden;2004/'05;744550.0;16990.0;727560.0;2.3
46;Totaal mannen en vrouwen;0;0;17 jaar of jonger;1 tot 5 leden;2005/'06;786290.0;16420.0;769880.0;2.1
47;Totaal mannen en vrouwen;0;0;17 jaar of jonger;1 tot 5 leden;2006/'07;788720.0;14770.0;773950.0;1.9
48;Totaal mannen en vrouwen;0;0;17 jaar of jonger;1 tot 5 leden;2007/'08;786880.0;11520.0;775360.0;1.5
49;Totaal mannen en vrouwen;0;0;17 jaar of jonger;1 tot 5 leden;2008/'09;783070.0;9720.0;773350.0;1.2
50;Totaal mannen en vrouwen;0;0;17 jaar of jonger;6 leden of meer;2004/'05;104950.0;2300.0;102650.0;2.2
51;Totaal mannen en vrouwen;0;0;17 jaar of jonger;6 leden of meer;2005/'06;106090.0;2120.0;103980.0;2.0
52;Totaal mannen en vrouwen;0;0;17 jaar of jonger;6 leden of meer;2006/'07;103280.0;2030.0;101250.0;2.0
53;Totaal mannen en vrouwen;0;0;17 jaar of jonger;6 leden of meer;2007/'08;102360.0;1650.0;100720.0;1.6
54;Totaal mannen en vrouwen;0;0;17 jaar of jonger;6 leden of meer;2008/'09;100010.0;1290.0;98720.0;1.3
55;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Huishoudgrootte onbekend;2004/'05;2910.0;210.0;2710.0;7.1
56;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Huishoudgrootte onbekend;2005/'06;3270.0;250.0;3020.0;7.5
57;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Huishoudgrootte onbekend;2006/'07;7590.0;350.0;7240.0;4.6
58;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Huishoudgrootte onbekend;2007/'08;3380.0;150.0;3230.0;4.3
59;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Huishoudgrootte onbekend;2008/'09;40.0;;30.0;
60;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal huishoudgrootte;2004/'05;359550.0;35570.0;323980.0;9.9
61;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal huishoudgrootte;2005/'06;403920.0;34810.0;369110.0;8.6
62;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal huishoudgrootte;2006/'07;413540.0;34830.0;378710.0;8.4
63;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal huishoudgrootte;2007/'08;422490.0;35140.0;387350.0;8.3
64;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal huishoudgrootte;2008/'09;426940.0;32330.0;394620.0;7.6
65;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;1 tot 5 leden;2004/'05;324300.0;32010.0;292290.0;9.9
66;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;1 tot 5 leden;2005/'06;365640.0;31490.0;334140.0;8.6
67;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;1 tot 5 leden;2006/'07;371480.0;31100.0;340380.0;8.4
68;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;1 tot 5 leden;2007/'08;384010.0;31850.0;352160.0;8.3
69;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;1 tot 5 leden;2008/'09;389920.0;29580.0;360340.0;7.6
70;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;6 leden of meer;2004/'05;33510.0;3190.0;30330.0;9.5
71;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;6 leden of meer;2005/'06;35830.0;2860.0;32980.0;8.0
72;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;6 leden of meer;2006/'07;36120.0;2900.0;33220.0;8.0
73;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;6 leden of meer;2007/'08;37960.0;3210.0;34750.0;8.5
74;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;6 leden of meer;2008/'09;36990.0;2740.0;34250.0;7.4
75;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Huishoudgrootte onbekend;2004/'05;1740.0;370.0;1370.0;21.1
76;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Huishoudgrootte onbekend;2005/'06;2450.0;460.0;1990.0;18.9
77;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Huishoudgrootte onbekend;2006/'07;5940.0;830.0;5110.0;14.0
78;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Huishoudgrootte onbekend;2007/'08;510.0;90.0;430.0;16.6
79;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Huishoudgrootte onbekend;2008/'09;40.0;;30.0;
80;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Totaal huishoudgrootte;2004/'05;88140.0;21090.0;67050.0;23.9
81;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Totaal huishoudgrootte;2005/'06;100130.0;20920.0;79210.0;20.9
82;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Totaal huishoudgrootte;2006/'07;106380.0;20630.0;85760.0;19.4
83;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Totaal huishoudgrootte;2007/'08;119610.0;23030.0;96580.0;19.3
84;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Totaal huishoudgrootte;2008/'09;125070.0;20930.0;104140.0;16.7
85;Totaal mannen en vrouwen;0;0;23 jaar of ouder;1 tot 5 leden;2004/'05;84930.0;20270.0;64660.0;23.9
86;Totaal mannen en vrouwen;0;0;23 jaar of ouder;1 tot 5 leden;2005/'06;96500.0;20130.0;76370.0;20.9
87;Totaal mannen en vrouwen;0;0;23 jaar of ouder;1 tot 5 leden;2006/'07;101410.0;19650.0;81750.0;19.4
88;Totaal mannen en vrouwen;0;0;23 jaar of ouder;1 tot 5 leden;2007/'08;115570.0;22230.0;93340.0;19.2
89;Totaal mannen en vrouwen;0;0;23 jaar of ouder;1 tot 5 leden;2008/'09;121160.0;20270.0;100890.0;16.7
90;Totaal mannen en vrouwen;0;0;23 jaar of ouder;6 leden of meer;2004/'05;2710.0;660.0;2050.0;24.4
91;Totaal mannen en vrouwen;0;0;23 jaar of ouder;6 leden of meer;2005/'06;2940.0;580.0;2360.0;19.9
92;Totaal mannen en vrouwen;0;0;23 jaar of ouder;6 leden of meer;2006/'07;3400.0;690.0;2710.0;20.4
93;Totaal mannen en vrouwen;0;0;23 jaar of ouder;6 leden of meer;2007/'08;3920.0;780.0;3140.0;19.9
94;Totaal mannen en vrouwen;0;0;23 jaar of ouder;6 leden of meer;2008/'09;3890.0;650.0;3240.0;16.8
95;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Huishoudgrootte onbekend;2004/'05;510.0;160.0;350.0;31.2
96;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Huishoudgrootte onbekend;2005/'06;690.0;210.0;480.0;29.8
97;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Huishoudgrootte onbekend;2006/'07;1580.0;280.0;1300.0;17.9
98;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Huishoudgrootte onbekend;2007/'08;120.0;20.0;100.0;18.3
99;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Huishoudgrootte onbekend;2008/'09;20.0;;10.0;
100;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Totaal huishoudgrootte;2004/'05;863270.0;17370.0;845900.0;2.0
101;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Totaal huishoudgrootte;2005/'06;903370.0;15950.0;887420.0;1.8
102;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Totaal huishoudgrootte;2006/'07;907230.0;14660.0;892570.0;1.6
103;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Totaal huishoudgrootte;2007/'08;906100.0;12390.0;893710.0;1.4
104;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Totaal huishoudgrootte;2008/'09;899420.0;10590.0;888830.0;1.2
105;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;1 tot 5 leden;2004/'05;756120.0;15040.0;741080.0;2.0
106;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;1 tot 5 leden;2005/'06;795310.0;13880.0;781430.0;1.7
107;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;1 tot 5 leden;2006/'07;797630.0;12610.0;785010.0;1.6
108;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;1 tot 5 leden;2007/'08;801060.0;10800.0;790260.0;1.3
109;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;1 tot 5 leden;2008/'09;800030.0;9380.0;790640.0;1.2
110;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;6 leden of meer;2004/'05;104220.0;2130.0;102090.0;2.0
111;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;6 leden of meer;2005/'06;104740.0;1810.0;102930.0;1.7
112;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;6 leden of meer;2006/'07;102010.0;1710.0;100300.0;1.7
113;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;6 leden of meer;2007/'08;101660.0;1440.0;100220.0;1.4
114;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;6 leden of meer;2008/'09;99360.0;1200.0;98160.0;1.2
115;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Huishoudgrootte onbekend;2004/'05;2940.0;210.0;2730.0;7.1
116;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Huishoudgrootte onbekend;2005/'06;3320.0;270.0;3060.0;8.1
117;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Huishoudgrootte onbekend;2006/'07;7590.0;330.0;7260.0;4.4
118;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Huishoudgrootte onbekend;2007/'08;3380.0;140.0;3240.0;4.1
119;Totaal mannen en vrouwen;0;Voortgezet onderwijs;0;Huishoudgrootte onbekend;2008/'09;40.0;;30.0;
120;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Totaal huishoudgrootte;2004/'05;863220.0;17340.0;845880.0;2.0
121;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Totaal huishoudgrootte;2005/'06;903310.0;15920.0;887390.0;1.8
122;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Totaal huishoudgrootte;2006/'07;907160.0;14630.0;892530.0;1.6
123;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Totaal huishoudgrootte;2007/'08;906060.0;12370.0;893700.0;1.4
124;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Totaal huishoudgrootte;2008/'09;899410.0;10580.0;888830.0;1.2
125;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;1 tot 5 leden;2004/'05;756070.0;15010.0;741060.0;2.0
126;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;1 tot 5 leden;2005/'06;795270.0;13860.0;781410.0;1.7
127;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;1 tot 5 leden;2006/'07;797570.0;12590.0;784980.0;1.6
128;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;1 tot 5 leden;2007/'08;801040.0;10790.0;790240.0;1.3
129;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;1 tot 5 leden;2008/'09;800020.0;9380.0;790640.0;1.2
130;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;6 leden of meer;2004/'05;104220.0;2130.0;102090.0;2.0
131;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;6 leden of meer;2005/'06;104740.0;1810.0;102930.0;1.7
132;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;6 leden of meer;2006/'07;102010.0;1710.0;100300.0;1.7
133;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;6 leden of meer;2007/'08;101650.0;1440.0;100210.0;1.4
134;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;6 leden of meer;2008/'09;99360.0;1200.0;98160.0;1.2
135;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Huishoudgrootte onbekend;2004/'05;2930.0;200.0;2730.0;6.9
136;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Huishoudgrootte onbekend;2005/'06;3300.0;250.0;3050.0;7.6
137;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Huishoudgrootte onbekend;2006/'07;7590.0;330.0;7260.0;4.4
138;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Huishoudgrootte onbekend;2007/'08;3380.0;140.0;3240.0;4.1
139;Totaal mannen en vrouwen;0;Voortgezet onderwijs;22 jaar of jonger;Huishoudgrootte onbekend;2008/'09;40.0;;30.0;
140;Totaal mannen en vrouwen;0;Voortgezet onderwijs;17 jaar of jonger;Totaal huishoudgrootte;2004/'05;794590.0;14190.0;780400.0;1.8
141;Totaal mannen en vrouwen;0;Voortgezet onderwijs;17 jaar of jonger;Totaal huishoudgrootte;2005/'06;833720.0;13410.0;820310.0;1.6
142;Totaal mannen en vrouwen;0;Voortgezet onderwijs;17 jaar of jonger;Totaal huishoudgrootte;2006/'07;835720.0;12200.0;823520.0;1.5
143;Totaal mannen en vrouwen;0;Voortgezet onderwijs;17 jaar of jonger;Totaal huishoudgrootte;2007/'08;830310.0;9870.0;820440.0;1.2
144;Totaal mannen en vrouwen;0;Voortgezet onderwijs;17 jaar of jonger;Totaal huishoudgrootte;2008/'09;822570.0;8370.0;814210.0;1.0
145;Totaal mannen en vrouwen;0;Voortgezet onderwijs;17 jaar of jonger;1 tot 5 leden;2004/'05;694060.0;12260.0;681790.0;1.8
146;Totaal mannen en vrouwen;0;Voortgezet onderwijs;17 jaar of jonger;1 tot 5 leden;2005/'06;732100.0;11660.0;720440.0;1.6
147;Totaal mannen en vrouwen;0;Voortgezet onderwijs;17 jaar of jonger;1 tot 5 leden;2006/'07;733020.0;10470.0;722550.0;1.4
148;Totaal mannen en vrouwen;0;Voortgezet onderwijs;17 jaar of jonger;1 tot 5 leden;2007/'08;732000.0;8550.0;723460.0;1.2
149;Totaal mannen en vrouwen;0;Voortgezet onderwijs;17 jaar of jonger;1 tot 5 leden;2008/'09;729670.0;7380.0;722290.0;1.0
150;Totaal mannen en vrouwen;0;Voortgezet onderwijs;17 jaar of jonger;6 leden of meer;2004/'05;97750.0;1750.0;96000.0;1.8
151;Totaal mannen en vrouwen;0;Voortgezet onderwijs;17 jaar of jonger;6 leden of meer;2005/'06;98500.0;1550.0;96950.0;1.6
152;Totaal mannen en vrouwen;0;Voortgezet onderwijs;17 jaar of jonger;6 leden of meer;2006/'07;95620.0;1460.0;94160.0;1.5
153;Totaal mannen en vrouwen;0;Voortgezet onderwijs;17 jaar of jonger;6 leden of meer;2007/'08;94990.0;1190.0;93810.0;1.2
154;Totaal mannen en vrouwen;0;Voortgezet onderwijs;17 jaar of jonger;6 leden of meer;2008/'09;92870.0;980.0;91890.0;1.1
155;Totaal mannen en vrouwen;0;Voortgezet onderwijs;17 jaar of jonger;Huishoudgrootte onbekend;2004/'05;2780.0;180.0;2610.0;6.3
156;Totaal mannen en vrouwen;0;Voortgezet onderwijs;17 jaar of jonger;Huishoudgrootte onbekend;2005/'06;3120.0;200.0;2920.0;6.3
157;Totaal mannen en vrouwen;0;Voortgezet onderwijs;17 jaar of jonger;Huishoudgrootte onbekend;2006/'07;7080.0;280.0;6800.0;3.9
158;Totaal mannen en vrouwen;0;Voortgezet onderwijs;17 jaar of jonger;Huishoudgrootte onbekend;2007/'08;3320.0;140.0;3180.0;4.1
159;Totaal mannen en vrouwen;0;Voortgezet onderwijs;17 jaar of jonger;Huishoudgrootte onbekend;2008/'09;40.0;;30.0;
160;Totaal mannen en vrouwen;0;Voortgezet onderwijs;18 tot 23 jaar;Totaal huishoudgrootte;2004/'05;68630.0;3150.0;65480.0;4.6
161;Totaal mannen en vrouwen;0;Voortgezet onderwijs;18 tot 23 jaar;Totaal huishoudgrootte;2005/'06;69590.0;2510.0;67080.0;3.6
162;Totaal mannen en vrouwen;0;Voortgezet onderwijs;18 tot 23 jaar;Totaal huishoudgrootte;2006/'07;71440.0;2430.0;69010.0;3.4
163;Totaal mannen en vrouwen;0;Voortgezet onderwijs;18 tot 23 jaar;Totaal huishoudgrootte;2007/'08;75750.0;2500.0;73250.0;3.3
164;Totaal mannen en vrouwen;0;Voortgezet onderwijs;18 tot 23 jaar;Totaal huishoudgrootte;2008/'09;76840.0;2220.0;74620.0;2.9
165;Totaal mannen en vrouwen;0;Voortgezet onderwijs;18 tot 23 jaar;1 tot 5 leden;2004/'05;62010.0;2740.0;59270.0;4.4
166;Totaal mannen en vrouwen;0;Voortgezet onderwijs;18 tot 23 jaar;1 tot 5 leden;2005/'06;63170.0;2200.0;60970.0;3.5
167;Totaal mannen en vrouwen;0;Voortgezet onderwijs;18 tot 23 jaar;1 tot 5 leden;2006/'07;64550.0;2120.0;62420.0;3.3
168;Totaal mannen en vrouwen;0;Voortgezet onderwijs;18 tot 23 jaar;1 tot 5 leden;2007/'08;69040.0;2250.0;66790.0;3.3
169;Totaal mannen en vrouwen;0;Voortgezet onderwijs;18 tot 23 jaar;1 tot 5 leden;2008/'09;70350.0;2000.0;68350.0;2.8
170;Totaal mannen en vrouwen;0;Voortgezet onderwijs;18 tot 23 jaar;6 leden of meer;2004/'05;6470.0;380.0;6090.0;5.8
171;Totaal mannen en vrouwen;0;Voortgezet onderwijs;18 tot 23 jaar;6 leden of meer;2005/'06;6230.0;260.0;5980.0;4.1
172;Totaal mannen en vrouwen;0;Voortgezet onderwijs;18 tot 23 jaar;6 leden of meer;2006/'07;6390.0;250.0;6140.0;3.9
173;Totaal mannen en vrouwen;0;Voortgezet onderwijs;18 tot 23 jaar;6 leden of meer;2007/'08;6660.0;250.0;6410.0;3.8
174;Totaal mannen en vrouwen;0;Voortgezet onderwijs;18 tot 23 jaar;6 leden of meer;2008/'09;6480.0;220.0;6270.0;3.3
175;Totaal mannen en vrouwen;0;Voortgezet onderwijs;18 tot 23 jaar;Huishoudgrootte onbekend;2004/'05;150.0;30.0;120.0;18.9
176;Totaal mannen en vrouwen;0;Voortgezet onderwijs;18 tot 23 jaar;Huishoudgrootte onbekend;2005/'06;190.0;50.0;130.0;28.9
177;Totaal mannen en vrouwen;0;Voortgezet onderwijs;18 tot 23 jaar;Huishoudgrootte onbekend;2006/'07;510.0;60.0;450.0;11.2
178;Totaal mannen en vrouwen;0;Voortgezet onderwijs;18 tot 23 jaar;Huishoudgrootte onbekend;2007/'08;60.0;;60.0;
179;Totaal mannen en vrouwen;0;Voortgezet onderwijs;18 tot 23 jaar;Huishoudgrootte onbekend;2008/'09;;0.0;;0.0
180;Totaal mannen en vrouwen;0;Voortgezet onderwijs;23 jaar of ouder;Totaal huishoudgrootte;2004/'05;60.0;40.0;20.0;62.1
181;Totaal mannen en vrouwen;0;Voortgezet onderwijs;23 jaar of ouder;Totaal huishoudgrootte;2005/'06;60.0;40.0;30.0;59.4
182;Totaal mannen en vrouwen;0;Voortgezet onderwijs;23 jaar of ouder;Totaal huishoudgrootte;2006/'07;70.0;30.0;40.0;40.3
183;Totaal mannen en vrouwen;0;Voortgezet onderwijs;23 jaar of ouder;Totaal huishoudgrootte;2007/'08;30.0;20.0;20.0;48.5
184;Totaal mannen en vrouwen;0;Voortgezet onderwijs;23 jaar of ouder;Totaal huishoudgrootte;2008/'09;;;;
185;Totaal mannen en vrouwen;0;Voortgezet onderwijs;23 jaar of ouder;1 tot 5 leden;2004/'05;50.0;30.0;20.0;61.7
186;Totaal mannen en vrouwen;0;Voortgezet onderwijs;23 jaar of ouder;1 tot 5 leden;2005/'06;40.0;20.0;20.0;46.5
187;Totaal mannen en vrouwen;0;Voortgezet onderwijs;23 jaar of ouder;1 tot 5 leden;2006/'07;60.0;20.0;40.0;39.0
188;Totaal mannen en vrouwen;0;Voortgezet onderwijs;23 jaar of ouder;1 tot 5 leden;2007/'08;30.0;10.0;10.0;44.0
189;Totaal mannen en vrouwen;0;Voortgezet onderwijs;23 jaar of ouder;1 tot 5 leden;2008/'09;;;;
190;Totaal mannen en vrouwen;0;Voortgezet onderwijs;23 jaar of ouder;6 leden of meer;2004/'05;;;;
191;Totaal mannen en vrouwen;0;Voortgezet onderwijs;23 jaar of ouder;6 leden of meer;2005/'06;;;;
192;Totaal mannen en vrouwen;0;Voortgezet onderwijs;23 jaar of ouder;6 leden of meer;2006/'07;;;;
193;Totaal mannen en vrouwen;0;Voortgezet onderwijs;23 jaar of ouder;6 leden of meer;2007/'08;;;;
194;Totaal mannen en vrouwen;0;Voortgezet onderwijs;23 jaar of ouder;6 leden of meer;2008/'09;;0.0;;0.0
195;Totaal mannen en vrouwen;0;Voortgezet onderwijs;23 jaar of ouder;Huishoudgrootte onbekend;2004/'05;;;;
196;Totaal mannen en vrouwen;0;Voortgezet onderwijs;23 jaar of ouder;Huishoudgrootte onbekend;2005/'06;20.0;20.0;;89.5
197;Totaal mannen en vrouwen;0;Voortgezet onderwijs;23 jaar of ouder;Huishoudgrootte onbekend;2006/'07;;;;
198;Totaal mannen en vrouwen;0;Voortgezet onderwijs;23 jaar of ouder;Huishoudgrootte onbekend;2007/'08;0.0;0.0;0.0;0.0
199;Totaal mannen en vrouwen;0;Voortgezet onderwijs;23 jaar of ouder;Huishoudgrootte onbekend;2008/'09;0.0;0.0;0.0;0.0
