ID;SectorBranchesSIC2008;Margins;SeasonalAdjustment;Periods;ProducerConfidence_1;ExpectedActivity_2;OpinionOnOrderBooks_3;StocksOfFinishedProducts_4
116;C Manufacturing;Value;Seasonally adjusted data;1994 September;1.9;11.3;-4.6;-1.0
117;C Manufacturing;Value;Seasonally adjusted data;1994 October;2.6;11.3;-2.4;-1.0
118;C Manufacturing;Value;Seasonally adjusted data;1994 November;1.8;8.2;-1.8;-1.0
119;C Manufacturing;Value;Seasonally adjusted data;1994 December;4.0;11.2;0.7;0.0
120;C Manufacturing;Value;Seasonally adjusted data;1995 January;3.5;11.6;0.0;-1.0
121;C Manufacturing;Value;Seasonally adjusted data;1995 February;3.5;10.4;0.1;0.0
122;C Manufacturing;Value;Seasonally adjusted data;1995 March;3.1;10.7;-0.4;-1.0
123;C Manufacturing;Value;Seasonally adjusted data;1995 April;3.5;11.2;0.4;-1.0
124;C Manufacturing;Value;Seasonally adjusted data;1995 May;3.1;13.5;-1.2;-3.0
125;C Manufacturing;Value;Seasonally adjusted data;1995 June;1.0;6.0;-0.9;-2.0
126;C Manufacturing;Value;Seasonally adjusted data;1995 July;-0.1;6.1;-3.3;-3.0
127;C Manufacturing;Value;Seasonally adjusted data;1995 August;-1.6;3.5;-5.4;-3.0
128;C Manufacturing;Value;Seasonally adjusted data;1995 September;-2.0;5.8;-6.7;-5.0
129;C Manufacturing;Value;Seasonally adjusted data;1995 October;-2.0;6.4;-7.4;-5.0
130;C Manufacturing;Value;Seasonally adjusted data;1995 November;-1.1;8.5;-5.9;-6.0
131;C Manufacturing;Value;Seasonally adjusted data;1995 December;-2.1;7.2;-8.4;-5.0
132;C Manufacturing;Value;Seasonally adjusted data;1996 January;-1.4;10.7;-9.0;-6.0
133;C Manufacturing;Value;Seasonally adjusted data;1996 February;-2.8;8.7;-10.0;-7.0
134;C Manufacturing;Value;Seasonally adjusted data;1996 March;-2.2;8.7;-9.3;-6.0
135;C Manufacturing;Value;Seasonally adjusted data;1996 April;-2.2;10.1;-9.6;-7.0
136;C Manufacturing;Value;Seasonally adjusted data;1996 May;-2.2;7.5;-9.0;-5.0
137;C Manufacturing;Value;Seasonally adjusted data;1996 June;-2.6;5.3;-7.0;-6.0
138;C Manufacturing;Value;Seasonally adjusted data;1996 July;-2.2;6.7;-7.2;-6.0
139;C Manufacturing;Value;Seasonally adjusted data;1996 August;0.0;11.4;-5.4;-6.0
140;C Manufacturing;Value;Seasonally adjusted data;1996 September;-1.8;7.3;-7.7;-5.0
141;C Manufacturing;Value;Seasonally adjusted data;1996 October;-1.7;7.4;-7.5;-5.0
142;C Manufacturing;Value;Seasonally adjusted data;1996 November;-0.5;8.6;-4.1;-6.0
143;C Manufacturing;Value;Seasonally adjusted data;1996 December;-1.7;6.4;-5.5;-6.0
144;C Manufacturing;Value;Seasonally adjusted data;1997 January;1.3;14.9;-6.1;-5.0
145;C Manufacturing;Value;Seasonally adjusted data;1997 February;1.3;12.9;-4.9;-4.0
146;C Manufacturing;Value;Seasonally adjusted data;1997 March;1.2;11.7;-4.2;-4.0
147;C Manufacturing;Value;Seasonally adjusted data;1997 April;0.5;9.1;-4.6;-3.0
148;C Manufacturing;Value;Seasonally adjusted data;1997 May;1.9;11.4;-1.8;-4.0
149;C Manufacturing;Value;Seasonally adjusted data;1997 June;1.2;7.6;-1.0;-3.0
150;C Manufacturing;Value;Seasonally adjusted data;1997 July;3.5;11.5;1.9;-3.0
151;C Manufacturing;Value;Seasonally adjusted data;1997 August;4.0;12.3;0.6;-1.0
152;C Manufacturing;Value;Seasonally adjusted data;1997 September;3.7;11.7;1.3;-2.0
153;C Manufacturing;Value;Seasonally adjusted data;1997 October;4.0;10.5;2.5;-1.0
154;C Manufacturing;Value;Seasonally adjusted data;1997 November;3.5;8.7;2.8;-1.0
155;C Manufacturing;Value;Seasonally adjusted data;1997 December;4.6;11.4;3.4;-1.0
156;C Manufacturing;Value;Seasonally adjusted data;1998 January;2.4;7.2;1.9;-2.0
157;C Manufacturing;Value;Seasonally adjusted data;1998 February;2.7;9.2;1.0;-2.0
158;C Manufacturing;Value;Seasonally adjusted data;1998 March;2.5;8.6;1.9;-3.0
159;C Manufacturing;Value;Seasonally adjusted data;1998 April;3.1;10.9;1.4;-3.0
160;C Manufacturing;Value;Seasonally adjusted data;1998 May;2.3;8.5;1.4;-3.0
161;C Manufacturing;Value;Seasonally adjusted data;1998 June;2.9;10.9;-0.1;-2.0
162;C Manufacturing;Value;Seasonally adjusted data;1998 July;2.8;11.3;-0.9;-2.0
163;C Manufacturing;Value;Seasonally adjusted data;1998 August;1.6;10.2;-1.4;-4.0
164;C Manufacturing;Value;Seasonally adjusted data;1998 September;1.5;11.1;-1.6;-5.0
165;C Manufacturing;Value;Seasonally adjusted data;1998 October;-1.3;5.6;-3.6;-6.0
166;C Manufacturing;Value;Seasonally adjusted data;1998 November;-1.9;4.7;-5.4;-5.0
167;C Manufacturing;Value;Seasonally adjusted data;1998 December;-2.4;6.5;-6.7;-7.0
168;C Manufacturing;Value;Seasonally adjusted data;1999 January;-1.9;6.5;-6.2;-6.0
169;C Manufacturing;Value;Seasonally adjusted data;1999 February;-1.9;6.4;-5.1;-7.0
170;C Manufacturing;Value;Seasonally adjusted data;1999 March;-3.8;6.6;-8.0;-10.0
171;C Manufacturing;Value;Seasonally adjusted data;1999 April;-2.2;7.8;-6.5;-8.0
172;C Manufacturing;Value;Seasonally adjusted data;1999 May;-1.7;6.6;-4.6;-7.0
173;C Manufacturing;Value;Seasonally adjusted data;1999 June;-0.7;9.0;-6.1;-5.0
174;C Manufacturing;Value;Seasonally adjusted data;1999 July;-0.2;10.3;-5.8;-5.0
175;C Manufacturing;Value;Seasonally adjusted data;1999 August;-1.1;7.0;-6.4;-4.0
176;C Manufacturing;Value;Seasonally adjusted data;1999 September;0.7;7.6;-2.5;-3.0
177;C Manufacturing;Value;Seasonally adjusted data;1999 October;4.6;14.5;1.4;-2.0
178;C Manufacturing;Value;Seasonally adjusted data;1999 November;4.0;14.6;0.5;-3.0
179;C Manufacturing;Value;Seasonally adjusted data;1999 December;3.3;11.6;1.3;-3.0
180;C Manufacturing;Value;Seasonally adjusted data;2000 January;2.9;7.9;2.7;-2.0
181;C Manufacturing;Value;Seasonally adjusted data;2000 February;2.9;9.7;1.9;-3.0
182;C Manufacturing;Value;Seasonally adjusted data;2000 March;3.6;10.6;3.1;-3.0
183;C Manufacturing;Value;Seasonally adjusted data;2000 April;3.8;9.8;3.6;-2.0
184;C Manufacturing;Value;Seasonally adjusted data;2000 May;5.0;11.6;3.4;0.0
185;C Manufacturing;Value;Seasonally adjusted data;2000 June;4.4;9.1;4.1;0.0
186;C Manufacturing;Value;Seasonally adjusted data;2000 July;4.2;5.2;6.3;1.0
187;C Manufacturing;Value;Seasonally adjusted data;2000 August;5.5;12.9;2.5;1.0
188;C Manufacturing;Value;Seasonally adjusted data;2000 September;3.6;5.2;5.6;0.0
189;C Manufacturing;Value;Seasonally adjusted data;2000 October;5.9;12.3;5.4;0.0
190;C Manufacturing;Value;Seasonally adjusted data;2000 November;4.3;8.5;5.4;-1.0
191;C Manufacturing;Value;Seasonally adjusted data;2000 December;3.3;7.7;4.2;-2.0
192;C Manufacturing;Value;Seasonally adjusted data;2001 January;1.6;5.2;2.6;-3.0
193;C Manufacturing;Value;Seasonally adjusted data;2001 February;0.6;5.9;1.8;-6.0
194;C Manufacturing;Value;Seasonally adjusted data;2001 March;-1.1;4.7;-1.9;-6.0
195;C Manufacturing;Value;Seasonally adjusted data;2001 April;-2.9;3.8;-6.4;-6.0
196;C Manufacturing;Value;Seasonally adjusted data;2001 May;-3.3;4.6;-7.6;-7.0
197;C Manufacturing;Value;Seasonally adjusted data;2001 June;-3.2;5.1;-7.8;-7.0
198;C Manufacturing;Value;Seasonally adjusted data;2001 July;-4.5;5.2;-11.8;-7.0
199;C Manufacturing;Value;Seasonally adjusted data;2001 August;-3.9;5.9;-11.6;-6.0
200;C Manufacturing;Value;Seasonally adjusted data;2001 September;-5.2;2.0;-10.5;-7.0
201;C Manufacturing;Value;Seasonally adjusted data;2001 October;-7.5;0.2;-14.7;-8.0
202;C Manufacturing;Value;Seasonally adjusted data;2001 November;-8.1;0.4;-14.7;-10.0
203;C Manufacturing;Value;Seasonally adjusted data;2001 December;-8.4;-0.2;-15.9;-9.0
204;C Manufacturing;Value;Seasonally adjusted data;2002 January;-6.7;3.4;-17.6;-6.0
205;C Manufacturing;Value;Seasonally adjusted data;2002 February;-4.4;4.2;-12.4;-5.0
206;C Manufacturing;Value;Seasonally adjusted data;2002 March;-4.4;6.7;-13.9;-6.0
207;C Manufacturing;Value;Seasonally adjusted data;2002 April;-3.6;6.8;-11.5;-6.0
208;C Manufacturing;Value;Seasonally adjusted data;2002 May;-4.4;5.6;-11.7;-7.0
209;C Manufacturing;Value;Seasonally adjusted data;2002 June;-4.3;4.1;-10.9;-6.0
210;C Manufacturing;Value;Seasonally adjusted data;2002 July;-5.1;3.3;-12.7;-6.0
211;C Manufacturing;Value;Seasonally adjusted data;2002 August;-1.2;12.9;-10.6;-6.0
212;C Manufacturing;Value;Seasonally adjusted data;2002 September;-3.9;5.8;-11.5;-6.0
213;C Manufacturing;Value;Seasonally adjusted data;2002 October;-5.6;4.9;-14.7;-7.0
214;C Manufacturing;Value;Seasonally adjusted data;2002 November;-3.5;5.2;-10.8;-5.0
215;C Manufacturing;Value;Seasonally adjusted data;2002 December;-4.6;3.0;-10.9;-6.0
216;C Manufacturing;Value;Seasonally adjusted data;2003 January;-7.1;0.5;-15.7;-6.0
217;C Manufacturing;Value;Seasonally adjusted data;2003 February;-9.4;-1.6;-18.5;-8.0
218;C Manufacturing;Value;Seasonally adjusted data;2003 March;-9.4;-0.3;-18.8;-9.0
219;C Manufacturing;Value;Seasonally adjusted data;2003 April;-7.9;4.7;-19.3;-9.0
220;C Manufacturing;Value;Seasonally adjusted data;2003 May;-9.7;-2.5;-18.7;-8.0
221;C Manufacturing;Value;Seasonally adjusted data;2003 June;-12.2;-4.8;-22.7;-9.0
222;C Manufacturing;Value;Seasonally adjusted data;2003 July;-9.8;1.4;-20.7;-10.0
223;C Manufacturing;Value;Seasonally adjusted data;2003 August;-9.6;0.8;-20.6;-9.0
224;C Manufacturing;Value;Seasonally adjusted data;2003 September;-7.9;4.7;-19.3;-9.0
225;C Manufacturing;Value;Seasonally adjusted data;2003 October;-6.3;3.8;-16.7;-6.0
226;C Manufacturing;Value;Seasonally adjusted data;2003 November;-6.6;1.9;-15.8;-6.0
227;C Manufacturing;Value;Seasonally adjusted data;2003 December;-4.6;7.2;-13.9;-7.0
228;C Manufacturing;Value;Seasonally adjusted data;2004 January;-4.4;6.6;-12.7;-7.0
229;C Manufacturing;Value;Seasonally adjusted data;2004 February;-5.7;0.5;-11.6;-6.0
230;C Manufacturing;Value;Seasonally adjusted data;2004 March;-4.7;3.7;-10.8;-7.0
231;C Manufacturing;Value;Seasonally adjusted data;2004 April;-3.8;3.8;-9.3;-6.0
232;C Manufacturing;Value;Seasonally adjusted data;2004 May;-1.1;7.4;-6.6;-4.0
233;C Manufacturing;Value;Seasonally adjusted data;2004 June;-0.8;7.2;-6.7;-3.0
234;C Manufacturing;Value;Seasonally adjusted data;2004 July;-2.1;2.5;-4.7;-4.0
235;C Manufacturing;Value;Seasonally adjusted data;2004 August;-1.9;0.8;-4.6;-2.0
236;C Manufacturing;Value;Seasonally adjusted data;2004 September;-2.2;3.6;-6.2;-4.0
237;C Manufacturing;Value;Seasonally adjusted data;2004 October;-1.7;5.6;-6.6;-4.0
238;C Manufacturing;Value;Seasonally adjusted data;2004 November;-2.6;3.8;-6.7;-5.0
239;C Manufacturing;Value;Seasonally adjusted data;2004 December;-3.2;1.3;-5.8;-5.0
240;C Manufacturing;Value;Seasonally adjusted data;2005 January;-3.3;0.7;-5.6;-5.0
241;C Manufacturing;Value;Seasonally adjusted data;2005 February;-2.8;3.1;-5.5;-6.0
242;C Manufacturing;Value;Seasonally adjusted data;2005 March;-1.4;8.4;-6.5;-6.0
243;C Manufacturing;Value;Seasonally adjusted data;2005 April;-2.9;6.3;-8.9;-6.0
244;C Manufacturing;Value;Seasonally adjusted data;2005 May;-1.9;5.7;-7.4;-4.0
245;C Manufacturing;Value;Seasonally adjusted data;2005 June;-4.4;3.0;-10.3;-6.0
246;C Manufacturing;Value;Seasonally adjusted data;2005 July;-6.4;-3.8;-10.5;-5.0
247;C Manufacturing;Value;Seasonally adjusted data;2005 August;-3.1;6.2;-10.5;-5.0
248;C Manufacturing;Value;Seasonally adjusted data;2005 September;-1.4;6.9;-5.2;-6.0
249;C Manufacturing;Value;Seasonally adjusted data;2005 October;1.5;14.6;-5.0;-5.0
250;C Manufacturing;Value;Seasonally adjusted data;2005 November;0.3;9.1;-4.2;-4.0
251;C Manufacturing;Value;Seasonally adjusted data;2005 December;-0.1;7.2;-2.5;-5.0
252;C Manufacturing;Value;Seasonally adjusted data;2006 January;0.7;10.8;-4.6;-4.0
253;C Manufacturing;Value;Seasonally adjusted data;2006 February;2.0;13.3;-4.2;-3.0
254;C Manufacturing;Value;Seasonally adjusted data;2006 March;3.3;14.5;-0.7;-4.0
255;C Manufacturing;Value;Seasonally adjusted data;2006 April;3.2;12.7;1.8;-5.0
256;C Manufacturing;Value;Seasonally adjusted data;2006 May;0.9;6.2;2.4;-6.0
257;C Manufacturing;Value;Seasonally adjusted data;2006 June;4.0;10.2;3.9;-2.0
258;C Manufacturing;Value;Seasonally adjusted data;2006 July;5.9;11.2;6.6;0.0
259;C Manufacturing;Value;Seasonally adjusted data;2006 August;5.7;12.9;4.2;0.0
260;C Manufacturing;Value;Seasonally adjusted data;2006 September;5.3;13.2;4.8;-2.0
261;C Manufacturing;Value;Seasonally adjusted data;2006 October;6.2;15.5;4.1;-1.0
262;C Manufacturing;Value;Seasonally adjusted data;2006 November;6.0;14.0;4.9;-1.0
263;C Manufacturing;Value;Seasonally adjusted data;2006 December;5.1;12.4;4.8;-2.0
264;C Manufacturing;Value;Seasonally adjusted data;2007 January;3.6;10.9;1.9;-2.0
265;C Manufacturing;Value;Seasonally adjusted data;2007 February;4.8;13.6;2.8;-2.0
266;C Manufacturing;Value;Seasonally adjusted data;2007 March;4.1;12.0;1.3;-1.0
267;C Manufacturing;Value;Seasonally adjusted data;2007 April;4.2;11.1;3.6;-2.0
268;C Manufacturing;Value;Seasonally adjusted data;2007 May;6.1;14.5;4.7;-1.0
269;C Manufacturing;Value;Seasonally adjusted data;2007 June;5.7;11.2;4.9;1.0
270;C Manufacturing;Value;Seasonally adjusted data;2007 July;4.8;13.8;1.7;-1.0
271;C Manufacturing;Value;Seasonally adjusted data;2007 August;5.1;13.5;2.9;-1.0
272;C Manufacturing;Value;Seasonally adjusted data;2007 September;4.7;10.6;4.5;-1.0
273;C Manufacturing;Value;Seasonally adjusted data;2007 October;5.9;13.7;4.1;0.0
274;C Manufacturing;Value;Seasonally adjusted data;2007 November;5.9;14.3;5.5;-2.0
275;C Manufacturing;Value;Seasonally adjusted data;2007 December;5.3;11.7;5.1;-1.0
276;C Manufacturing;Value;Seasonally adjusted data;2008 January;6.7;18.6;3.4;-2.0
277;C Manufacturing;Value;Seasonally adjusted data;2008 February;5.8;15.9;2.4;-1.0
278;C Manufacturing;Value;Seasonally adjusted data;2008 March;3.0;9.0;3.1;-3.0
279;C Manufacturing;Value;Seasonally adjusted data;2008 April;0.1;3.2;0.0;-3.0
280;C Manufacturing;Value;Seasonally adjusted data;2008 May;0.5;4.5;0.1;-3.0
281;C Manufacturing;Value;Seasonally adjusted data;2008 June;2.1;11.4;-2.1;-3.0
282;C Manufacturing;Value;Seasonally adjusted data;2008 July;-0.9;2.9;-2.7;-3.0
283;C Manufacturing;Value;Seasonally adjusted data;2008 August;2.0;13.7;-3.6;-4.0
284;C Manufacturing;Value;Seasonally adjusted data;2008 September;-3.6;-0.9;-6.0;-4.0
285;C Manufacturing;Value;Seasonally adjusted data;2008 October;-8.7;-4.5;-10.7;-11.0
286;C Manufacturing;Value;Seasonally adjusted data;2008 November;-11.8;-8.1;-17.3;-10.0
287;C Manufacturing;Value;Seasonally adjusted data;2008 December;-23.8;-28.5;-31.9;-11.0
288;C Manufacturing;Value;Seasonally adjusted data;2009 January;-23.6;-23.7;-34.1;-13.0
289;C Manufacturing;Value;Seasonally adjusted data;2009 February;-26.2;-27.0;-38.7;-13.0
290;C Manufacturing;Value;Seasonally adjusted data;2009 March;-23.5;-18.8;-40.7;-11.0
