ID;Logiesvormen;Toeristengebieden;Perioden;AlleLanden_1;Nederland_2;Buitenland_3;AlleLanden_4;Nederland_5;Buitenland_6
116;Totaal logiesvormen;Utrechtse Heuvelrug en 't Gooi (TR);2009;646.2;522.4;123.8;1651.2;1398.8;252.3
117;Totaal logiesvormen;Utrechtse Heuvelrug en 't Gooi (TR);2010;654.7;507.6;147.2;1429.7;1154.1;275.6
118;Totaal logiesvormen;Utrechtse Heuvelrug en 't Gooi (TR);2011;660.5;511.7;148.8;1530.5;1218.5;312.0
119;Totaal logiesvormen;Utrechtse Heuvelrug en 't Gooi (TR);2012;680.6;542.7;137.9;1483.5;1220.6;262.9
120;Totaal logiesvormen;Veluwe en Veluwerand (TR);1998;1870.2;1657.9;212.4;7241.9;6625.5;616.4
121;Totaal logiesvormen;Veluwe en Veluwerand (TR);1999;2000.6;1748.5;252.1;7466.1;6693.5;772.6
122;Totaal logiesvormen;Veluwe en Veluwerand (TR);2000;1963.9;1718.6;245.3;7182.6;6507.8;674.8
123;Totaal logiesvormen;Veluwe en Veluwerand (TR);2001;1868.4;1647.5;220.9;6766.5;6135.3;631.3
124;Totaal logiesvormen;Veluwe en Veluwerand (TR);2002;1784.5;1593.3;191.2;6827.2;6223.6;603.7
125;Totaal logiesvormen;Veluwe en Veluwerand (TR);2003;1986.9;1752.3;234.5;7336.6;6624.5;712.1
126;Totaal logiesvormen;Veluwe en Veluwerand (TR);2004;1851.1;1629.1;222.0;6327.2;5713.6;613.6
127;Totaal logiesvormen;Veluwe en Veluwerand (TR);2005;1884.1;1648.5;235.5;6825.2;6136.8;688.3
128;Totaal logiesvormen;Veluwe en Veluwerand (TR);2006;1816.1;1587.1;229.0;6135.2;5518.0;617.2
129;Totaal logiesvormen;Veluwe en Veluwerand (TR);2007;2161.8;1927.7;234.1;7077.8;6368.7;709.1
130;Totaal logiesvormen;Veluwe en Veluwerand (TR);2008;2119.3;1904.7;214.5;6770.9;6157.3;613.6
131;Totaal logiesvormen;Veluwe en Veluwerand (TR);2009;1955.2;1753.5;201.7;6593.7;6029.2;564.5
132;Totaal logiesvormen;Veluwe en Veluwerand (TR);2010;2072.1;1868.3;203.8;6554.4;5984.5;569.9
133;Totaal logiesvormen;Veluwe en Veluwerand (TR);2011;2049.2;1835.0;214.2;6345.4;5747.2;598.2
134;Totaal logiesvormen;Veluwe en Veluwerand (TR);2012;1978.8;1729.4;249.4;5927.1;5276.7;650.4
135;Totaal logiesvormen;Gelders Rivierengebied (TR);1998;107.5;89.1;18.5;369.5;306.7;62.9
136;Totaal logiesvormen;Gelders Rivierengebied (TR);1999;105.4;88.6;16.8;412.4;345.4;67.0
137;Totaal logiesvormen;Gelders Rivierengebied (TR);2000;102.0;85.9;16.1;409.1;353.2;56.0
138;Totaal logiesvormen;Gelders Rivierengebied (TR);2001;107.9;86.1;21.8;439.0;370.3;68.8
139;Totaal logiesvormen;Gelders Rivierengebied (TR);2002;97.0;76.8;20.2;321.1;273.3;47.8
140;Totaal logiesvormen;Gelders Rivierengebied (TR);2003;143.1;116.3;26.8;539.2;468.3;70.9
141;Totaal logiesvormen;Gelders Rivierengebied (TR);2004;125.3;112.6;12.7;507.9;461.5;46.4
142;Totaal logiesvormen;Gelders Rivierengebied (TR);2005;117.1;101.8;15.3;389.2;336.4;52.7
143;Totaal logiesvormen;Gelders Rivierengebied (TR);2006;156.6;134.5;22.1;550.4;486.4;64.0
144;Totaal logiesvormen;Gelders Rivierengebied (TR);2007;175.2;138.6;36.6;587.7;489.8;97.9
145;Totaal logiesvormen;Gelders Rivierengebied (TR);2008;163.3;132.2;31.1;536.9;470.3;66.6
146;Totaal logiesvormen;Gelders Rivierengebied (TR);2009;143.0;123.1;19.9;453.8;432.9;20.9
147;Totaal logiesvormen;Gelders Rivierengebied (TR);2010;158.8;129.7;29.1;509.1;458.1;51.0
148;Totaal logiesvormen;Gelders Rivierengebied (TR);2011;172.8;150.6;22.2;510.7;467.1;43.6
149;Totaal logiesvormen;Gelders Rivierengebied (TR);2012;179.2;155.3;23.9;488.2;436.8;51.4
150;Totaal logiesvormen;Achterhoek (TR);1998;464.2;426.1;38.0;1730.2;1602.6;127.7
151;Totaal logiesvormen;Achterhoek (TR);1999;556.4;504.0;52.4;1923.8;1790.5;133.3
152;Totaal logiesvormen;Achterhoek (TR);2000;562.1;515.4;46.7;1793.7;1675.6;118.1
153;Totaal logiesvormen;Achterhoek (TR);2001;522.8;496.4;26.5;1898.7;1816.2;82.5
154;Totaal logiesvormen;Achterhoek (TR);2002;536.8;482.7;54.1;1939.1;1767.2;171.9
155;Totaal logiesvormen;Achterhoek (TR);2003;529.5;485.5;44.0;1793.8;1665.5;128.4
156;Totaal logiesvormen;Achterhoek (TR);2004;500.7;456.7;44.0;1900.9;1755.0;145.9
157;Totaal logiesvormen;Achterhoek (TR);2005;485.3;421.9;63.5;1916.5;1729.3;187.2
158;Totaal logiesvormen;Achterhoek (TR);2006;584.3;526.7;57.6;2177.3;1964.9;212.4
159;Totaal logiesvormen;Achterhoek (TR);2007;500.9;456.1;44.8;1855.1;1735.9;119.2
160;Totaal logiesvormen;Achterhoek (TR);2008;518.2;460.6;57.7;1952.6;1786.1;166.4
161;Totaal logiesvormen;Achterhoek (TR);2009;506.2;461.6;44.7;1968.3;1827.6;140.8
162;Totaal logiesvormen;Achterhoek (TR);2010;511.2;466.1;45.0;1932.7;1743.5;189.1
163;Totaal logiesvormen;Achterhoek (TR);2011;568.5;500.8;67.7;2030.0;1818.8;211.2
164;Totaal logiesvormen;Achterhoek (TR);2012;613.5;553.8;59.7;2055.6;1866.1;189.5
165;Totaal logiesvormen;Twente, Salland en Vechtstreek (TR);1998;1361.2;1171.3;189.8;4750.9;4163.0;587.9
166;Totaal logiesvormen;Twente, Salland en Vechtstreek (TR);1999;1407.5;1218.3;189.1;4950.4;4392.9;557.4
167;Totaal logiesvormen;Twente, Salland en Vechtstreek (TR);2000;1359.6;1183.2;176.4;4802.3;4285.4;516.9
168;Totaal logiesvormen;Twente, Salland en Vechtstreek (TR);2001;1316.9;1159.5;157.4;4646.1;4188.8;457.3
169;Totaal logiesvormen;Twente, Salland en Vechtstreek (TR);2002;1356.1;1194.2;161.9;4823.3;4371.4;451.8
170;Totaal logiesvormen;Twente, Salland en Vechtstreek (TR);2003;1429.0;1231.7;197.3;4942.0;4445.3;496.7
171;Totaal logiesvormen;Twente, Salland en Vechtstreek (TR);2004;1529.1;1275.0;254.1;5259.0;4668.5;590.6
172;Totaal logiesvormen;Twente, Salland en Vechtstreek (TR);2005;1523.6;1314.4;209.2;5022.7;4565.9;456.8
173;Totaal logiesvormen;Twente, Salland en Vechtstreek (TR);2006;1434.5;1215.4;219.2;4693.3;4246.5;446.8
174;Totaal logiesvormen;Twente, Salland en Vechtstreek (TR);2007;1479.7;1271.8;207.9;4834.6;4365.0;469.6
175;Totaal logiesvormen;Twente, Salland en Vechtstreek (TR);2008;1466.5;1237.9;228.6;5048.4;4474.6;573.7
176;Totaal logiesvormen;Twente, Salland en Vechtstreek (TR);2009;1445.1;1284.1;160.9;5317.7;4891.7;426.0
177;Totaal logiesvormen;Twente, Salland en Vechtstreek (TR);2010;1438.5;1254.8;183.7;4929.0;4413.1;515.9
178;Totaal logiesvormen;Twente, Salland en Vechtstreek (TR);2011;1427.5;1243.1;184.4;5110.7;4556.8;553.9
179;Totaal logiesvormen;Twente, Salland en Vechtstreek (TR);2012;1428.4;1213.9;214.5;4636.2;4098.9;537.4
180;Totaal logiesvormen;Groningse, Fr. en Dr. Zandgronden (TR);1998;1204.4;1081.8;122.6;5741.3;5205.0;536.3
181;Totaal logiesvormen;Groningse, Fr. en Dr. Zandgronden (TR);1999;1383.7;1237.3;146.4;6236.7;5681.8;555.0
182;Totaal logiesvormen;Groningse, Fr. en Dr. Zandgronden (TR);2000;1528.1;1328.0;200.2;6550.8;5755.9;794.9
183;Totaal logiesvormen;Groningse, Fr. en Dr. Zandgronden (TR);2001;1447.5;1277.9;169.6;6125.1;5483.8;641.3
184;Totaal logiesvormen;Groningse, Fr. en Dr. Zandgronden (TR);2002;1515.3;1353.0;162.3;6555.1;5958.2;597.0
185;Totaal logiesvormen;Groningse, Fr. en Dr. Zandgronden (TR);2003;1450.0;1311.6;138.4;6030.3;5536.0;494.3
186;Totaal logiesvormen;Groningse, Fr. en Dr. Zandgronden (TR);2004;1406.2;1248.4;157.7;5708.8;5118.1;590.8
187;Totaal logiesvormen;Groningse, Fr. en Dr. Zandgronden (TR);2005;1342.0;1211.0;131.1;5594.7;5176.5;418.2
188;Totaal logiesvormen;Groningse, Fr. en Dr. Zandgronden (TR);2006;1662.3;1467.4;194.9;6618.8;5968.3;650.5
189;Totaal logiesvormen;Groningse, Fr. en Dr. Zandgronden (TR);2007;1657.4;1504.7;152.8;6411.4;5872.7;538.7
190;Totaal logiesvormen;Groningse, Fr. en Dr. Zandgronden (TR);2008;1678.2;1541.7;136.5;6363.0;5885.8;477.2
191;Totaal logiesvormen;Groningse, Fr. en Dr. Zandgronden (TR);2009;1707.6;1545.2;162.4;6488.1;5895.7;592.3
192;Totaal logiesvormen;Groningse, Fr. en Dr. Zandgronden (TR);2010;1598.5;1452.2;146.3;6405.7;5845.3;560.4
193;Totaal logiesvormen;Groningse, Fr. en Dr. Zandgronden (TR);2011;1610.5;1471.2;139.4;6009.1;5527.5;481.6
194;Totaal logiesvormen;Groningse, Fr. en Dr. Zandgronden (TR);2012;1720.3;1556.9;163.4;6371.0;5770.8;600.2
195;Totaal logiesvormen;West- en Midden-Brabant (TR);1998;1911.7;1388.6;523.1;6223.9;4874.3;1349.6
196;Totaal logiesvormen;West- en Midden-Brabant (TR);1999;2119.1;1574.1;545.0;6865.9;5494.8;1371.1
197;Totaal logiesvormen;West- en Midden-Brabant (TR);2000;1970.3;1448.5;521.8;6922.8;5471.1;1451.8
198;Totaal logiesvormen;West- en Midden-Brabant (TR);2001;2077.1;1557.4;519.7;7185.9;5768.5;1417.4
199;Totaal logiesvormen;West- en Midden-Brabant (TR);2002;2006.2;1501.0;505.2;7027.1;5628.4;1398.7
200;Totaal logiesvormen;West- en Midden-Brabant (TR);2003;1927.1;1463.4;463.7;6791.9;5544.3;1247.6
201;Totaal logiesvormen;West- en Midden-Brabant (TR);2004;2205.8;1663.7;542.1;7726.5;6382.9;1343.6
202;Totaal logiesvormen;West- en Midden-Brabant (TR);2005;2157.5;1604.9;552.6;7065.0;5648.2;1416.8
203;Totaal logiesvormen;West- en Midden-Brabant (TR);2006;2276.4;1635.8;640.6;7094.9;5563.7;1531.2
204;Totaal logiesvormen;West- en Midden-Brabant (TR);2007;2564.8;1901.5;663.3;7784.5;6114.1;1670.4
205;Totaal logiesvormen;West- en Midden-Brabant (TR);2008;2443.1;1847.2;595.9;7316.6;5815.5;1501.1
206;Totaal logiesvormen;West- en Midden-Brabant (TR);2009;2372.6;1811.3;561.2;6961.6;5624.7;1336.9
207;Totaal logiesvormen;West- en Midden-Brabant (TR);2010;2493.9;1810.8;683.2;7367.3;5728.9;1638.4
208;Totaal logiesvormen;West- en Midden-Brabant (TR);2011;2626.6;1942.1;684.5;7850.0;6122.0;1728.0
209;Totaal logiesvormen;West- en Midden-Brabant (TR);2012;2669.9;1940.9;729.0;7634.1;5861.4;1772.7
210;Totaal logiesvormen;Oost-Br., N.- en Midden-L., Nijm. (TR);1998;1761.6;1338.0;423.6;7025.8;5451.1;1574.8
211;Totaal logiesvormen;Oost-Br., N.- en Midden-L., Nijm. (TR);1999;1968.7;1460.1;508.6;8055.8;6196.9;1858.9
212;Totaal logiesvormen;Oost-Br., N.- en Midden-L., Nijm. (TR);2000;1996.7;1438.2;558.5;8050.0;6075.4;1974.6
213;Totaal logiesvormen;Oost-Br., N.- en Midden-L., Nijm. (TR);2001;1995.8;1489.5;506.3;7987.6;6214.2;1773.4
214;Totaal logiesvormen;Oost-Br., N.- en Midden-L., Nijm. (TR);2002;1939.5;1471.3;468.2;7719.1;6034.1;1685.0
215;Totaal logiesvormen;Oost-Br., N.- en Midden-L., Nijm. (TR);2003;1814.9;1365.2;449.7;7089.3;5594.1;1495.2
216;Totaal logiesvormen;Oost-Br., N.- en Midden-L., Nijm. (TR);2004;1873.7;1436.2;437.4;7377.7;5925.6;1452.1
217;Totaal logiesvormen;Oost-Br., N.- en Midden-L., Nijm. (TR);2005;1947.9;1489.5;458.4;7459.1;5866.7;1592.4
218;Totaal logiesvormen;Oost-Br., N.- en Midden-L., Nijm. (TR);2006;2037.8;1545.0;492.7;7429.6;5814.5;1615.1
219;Totaal logiesvormen;Oost-Br., N.- en Midden-L., Nijm. (TR);2007;2173.1;1641.5;531.5;7649.9;5819.8;1830.1
220;Totaal logiesvormen;Oost-Br., N.- en Midden-L., Nijm. (TR);2008;2197.0;1706.3;490.7;8070.1;6367.7;1702.4
221;Totaal logiesvormen;Oost-Br., N.- en Midden-L., Nijm. (TR);2009;2124.1;1657.6;466.5;7378.9;5800.0;1578.9
222;Totaal logiesvormen;Oost-Br., N.- en Midden-L., Nijm. (TR);2010;2045.6;1580.4;465.2;7061.4;5426.9;1634.5
223;Totaal logiesvormen;Oost-Br., N.- en Midden-L., Nijm. (TR);2011;2155.0;1662.5;492.5;7081.0;5455.1;1625.9
224;Totaal logiesvormen;Oost-Br., N.- en Midden-L., Nijm. (TR);2012;2299.7;1720.0;579.6;7512.8;5678.1;1834.7
225;Totaal logiesvormen;Zuid-Limburg (TR);1998;1518.3;1245.5;272.8;4459.7;3873.4;586.4
226;Totaal logiesvormen;Zuid-Limburg (TR);1999;1550.8;1250.6;300.2;4203.3;3550.7;652.6
227;Totaal logiesvormen;Zuid-Limburg (TR);2000;1656.7;1374.0;282.8;4281.9;3666.8;615.2
228;Totaal logiesvormen;Zuid-Limburg (TR);2001;1539.5;1270.8;268.7;4213.0;3625.5;587.4
229;Totaal logiesvormen;Zuid-Limburg (TR);2002;1521.8;1235.0;286.8;4089.2;3474.6;614.6
230;Totaal logiesvormen;Zuid-Limburg (TR);2003;1534.0;1250.8;283.2;4225.8;3602.7;623.1
