ID;Kenmerken;Perioden;TotaalHoeveelheidSlibAfgevoerd_1;LandbouwBodem_2;DiervoedersDestructiebedrijven_3;Composteren_4;Storten_5;Verbranden_6;OverigeBestemmingen_7;TotaalDrogeStofAfgevoerd_8;LandbouwBodem_9;DiervoedersDestructiebedrijven_10;Composteren_11;Storten_12;Verbranden_13;OverigeBestemmingen_14
248;31-33 Overige industrie en reparatie;2003;29627;14889;0;0;14738;0;0;6104;5724;0;0;380;0;0
249;31-33 Overige industrie en reparatie;2004;15817;6307;0;0;14;0;9496;3778;3532;0;0;9;0;237
250;31-33 Overige industrie en reparatie;2005;15234;5724;0;0;14;0;9496;3417;3171;0;0;9;0;237
251;31-33 Overige industrie en reparatie;2006;8494;5164;0;0;22;3308;0;2898;2789;0;0;13;96;0
252;31-33 Overige industrie en reparatie;2007;12111;7729;0;0;22;4360;0;4227;4096;0;0;13;118;0
253;31-33 Overige industrie en reparatie;2008;56;0;0;0;46;10;0;43;0;0;0;39;4;0
254;31-33 Overige industrie en reparatie;2009;79;0;0;0;70;10;0;67;0;0;0;63;4;0
255;Mechanische installaties;1993;40685;29634;1370;0;8728;740;213;5936;1551;27;0;4150;184;25
256;Mechanische installaties;1994;42947;33088;0;849;7179;569;1262;5862;1752;0;204;3732;129;46
257;Mechanische installaties;1995;37679;33102;200;377;3033;345;622;6192;4033;24;23;1794;83;236
258;Mechanische installaties;1996;40135;35021;952;0;2293;680;1189;6360;4069;110;0;1436;114;631
259;Mechanische installaties;1997;39345;0;31657;0;6563;757;368;5154;0;1676;0;3266;126;87
260;Mechanische installaties;1998;41081;4679;28300;1026;2072;834;4170;5069;239;1592;92;1320;136;1690
261;Mechanische installaties;1999;36786;5846;26741;830;2675;246;448;4880;1450;1590;50;1543;73;175
262;Mechanische installaties;2000;45571;6853;31543;887;2404;1943;1939;5138;1142;1618;53;999;266;1060
263;Mechanische installaties;2001;33781;5621;19733;1693;1989;1340;3406;5022;1368;1019;162;1184;177;1112
264;Mechanische installaties;2002;48568;4648;27694;1376;3391;5922;5538;6993;1208;1472;121;1521;1086;1585
265;Mechanische installaties;2003;50640;1787;23350;441;4679;527;19856;14773;947;1223;66;2728;87;9722
266;Mechanische installaties;2004;21162;2476;0;0;3455;719;14512;10188;1288;0;0;1913;383;6604
267;Mechanische installaties;2005;18124;2299;0;0;3030;662;12134;9415;1104;0;0;1396;73;6842
268;Mechanische installaties;2006;14015;2076;0;0;1879;758;9301;4008;997;0;0;1175;85;1751
269;Mechanische installaties;2007;20261;2328;0;0;12048;676;5209;9537;1024;0;0;7005;105;1403
270;Mechanische installaties;2008;6557;0;0;0;1429;2596;2532;2528;0;0;0;657;1457;414
271;Mechanische installaties;2009;6282;0;0;0;1383;1737;3163;1898;0;0;0;646;803;450
272;Fysisch/chemische installaties;1993;230613;41683;5717;0;154271;19020;9922;78092;3839;1064;0;64270;3431;5487
273;Fysisch/chemische installaties;1994;201616;33797;4473;0;125347;24942;13057;68359;2629;821;0;55082;4312;5515
274;Fysisch/chemische installaties;1995;189579;16643;8958;0;125481;19408;19090;68906;1322;1357;0;56294;3760;6174
275;Fysisch/chemische installaties;1996;196015;21207;15929;2806;118966;24210;12897;73378;2155;2003;227;58832;4970;5191
276;Fysisch/chemische installaties;1997;146471;20709;15457;4173;67366;23386;15381;50906;2099;1664;296;36626;3859;6362
277;Fysisch/chemische installaties;1998;144560;30395;7463;4033;75907;10325;16437;50553;2703;893;282;36812;2952;6910
278;Fysisch/chemische installaties;1999;160013;25158;8242;0;66513;45620;14481;56974;2402;981;0;31374;15652;6566
279;Fysisch/chemische installaties;2000;151891;26037;2199;252;39984;48846;34573;47213;2647;264;161;18272;17232;8637
280;Fysisch/chemische installaties;2001;139516;27203;839;350;30083;46670;34371;39525;2549;109;244;13652;14889;8082
281;Fysisch/chemische installaties;2002;164338;31670;830;471;41027;48018;42322;43674;2823;108;186;18167;11426;10965
282;Fysisch/chemische installaties;2003;197015;27832;776;195;36139;65646;66426;42685;2194;101;137;15263;11274;13716
283;Fysisch/chemische installaties;2004;186607;26208;647;644;27424;54175;77510;47105;2112;84;426;12342;8086;24055
284;Fysisch/chemische installaties;2005;174230;25611;744;736;23296;32853;90991;43782;1935;97;370;11262;6220;23899
285;Fysisch/chemische installaties;2006;173922;18026;0;321;31219;45092;79264;50717;1543;0;83;14278;12630;22184
286;Fysisch/chemische installaties;2007;143512;11397;0;0;28884;24122;79110;40703;962;0;0;12165;7033;20543
287;Fysisch/chemische installaties;2008;252394;8947;0;0;88382;21951;133114;41770;1046;0;0;12408;3820;24496
288;Fysisch/chemische installaties;2009;270427;9723;0;0;94549;42600;123556;46706;1081;0;0;14836;7220;23569
289;Biologische installaties;1993;906436;512828;79973;117130;109950;44600;41955;102668;33669;14858;7623;27197;16590;2731
290;Biologische installaties;1994;781818;455268;70322;83302;105369;47000;20557;98621;32966;12062;7657;28291;16210;1436
291;Biologische installaties;1995;719549;336802;79467;23482;130999;76525;72274;107534;22875;11916;3105;44255;23034;2349
292;Biologische installaties;1996;747622;351562;105453;48733;111017;70264;60594;115315;27635;15622;1913;41864;19546;8736
293;Biologische installaties;1997;650281;291974;89201;9197;132812;27750;99347;116169;22748;10891;1836;51375;1965;27354
294;Biologische installaties;1998;554859;176774;97273;5483;77490;63672;134167;108220;20218;13908;874;19223;20152;33845
295;Biologische installaties;1999;507882;197637;67806;14854;67642;70939;89003;104338;19336;9657;2257;19640;23985;29462
296;Biologische installaties;2000;716356;250258;112719;5894;71630;110433;165423;120973;29493;18807;894;16073;22946;32761
297;Biologische installaties;2001;719754;255857;99563;35454;56876;108994;163012;115320;21127;20072;8741;15197;23725;26458
298;Biologische installaties;2002;843181;322973;77675;53390;86613;132221;170309;135061;32813;16475;13219;7188;31315;34051
299;Biologische installaties;2003;730653;278101;53725;31053;72044;104779;190952;113092;30383;10977;7667;5106;24349;34610
300;Biologische installaties;2004;691900;237617;39515;57652;44748;114507;197860;94733;23146;7520;11209;3321;22949;26587
301;Biologische installaties;2005;644141;286280;46974;49857;36082;90613;134335;91663;29867;7355;8036;2259;18569;25576
302;Biologische installaties;2006;493331;183652;26558;70812;3781;77227;131301;76058;22169;4037;8720;926;16510;23697
303;Biologische installaties;2007;568652;191476;33063;91637;8022;88293;156161;83233;17414;4443;12503;3043;17748;28083
304;Biologische installaties;2008;773841;214761;43459;75271;7226;113739;319386;96758;17800;6084;10182;2329;12523;47840
305;Biologische installaties;2009;645180;165505;37144;67221;10747;88588;275975;88198;14697;5198;9467;1997;7686;49153
306;Combinatie biologisch-fysisch/chemisch;1993;109299;17549;3194;0;51675;19990;16891;36164;2681;699;0;18809;7092;6884
307;Combinatie biologisch-fysisch/chemisch;1994;103634;12367;2571;0;59471;11135;18090;37782;1812;574;0;26088;2072;7236
308;Combinatie biologisch-fysisch/chemisch;1995;89766;10042;4858;6132;46432;11534;10768;37357;1461;974;650;23476;1625;9171
309;Combinatie biologisch-fysisch/chemisch;1996;103558;11860;5705;7127;48507;11634;18725;46536;2022;1175;777;26767;1698;14097
310;Combinatie biologisch-fysisch/chemisch;1997;77690;15807;3702;0;26595;12710;18875;36020;2314;747;0;17209;3188;12563
311;Combinatie biologisch-fysisch/chemisch;1998;95960;19659;3847;0;16502;39570;16382;38798;3210;749;0;9546;13163;12129
312;Combinatie biologisch-fysisch/chemisch;1999;85945;7807;7590;0;11154;36198;23196;32072;2380;1110;0;4300;9331;14951
313;Combinatie biologisch-fysisch/chemisch;2000;96368;17874;3849;0;10171;30000;34474;32426;2847;644;0;4045;6437;18454
314;Combinatie biologisch-fysisch/chemisch;2001;95874;28279;3286;0;12081;28348;23880;28212;2966;493;0;4394;10238;10121
315;Combinatie biologisch-fysisch/chemisch;2002;125976;12960;3969;3261;10491;31879;63417;31901;1567;595;965;3522;3379;21873
316;Combinatie biologisch-fysisch/chemisch;2003;100252;7425;7292;6330;9421;24292;45492;25940;877;531;2021;3034;1849;17629
317;Combinatie biologisch-fysisch/chemisch;2004;142260;8372;180;7154;7569;41406;77580;35362;1200;27;2579;2293;5834;23429
318;Combinatie biologisch-fysisch/chemisch;2005;118096;9186;180;1664;9598;61378;36089;29792;797;27;443;3395;6687;18443
319;Combinatie biologisch-fysisch/chemisch;2006;90949;8936;281;1264;12432;22961;45075;29965;953;42;336;4770;4874;18989
320;Combinatie biologisch-fysisch/chemisch;2007;109837;9441;0;914;11935;29235;58313;48565;1071;0;379;4320;6625;36171
321;Combinatie biologisch-fysisch/chemisch;2008;124084;9827;0;239;12400;58937;42683;31618;1057;0;65;4421;12035;14039
322;Combinatie biologisch-fysisch/chemisch;2009;124249;11240;0;200;15434;52713;44663;32584;1405;0;90;4298;12674;14117
323;Primair slib;1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0
324;Primair slib;1994;141851;40507;36950;849;39386;1366;22793;36713;2703;7643;204;17676;371;8117
325;Primair slib;1995;157866;61111;40320;377;44332;1109;10616;42239;10195;7576;23;15331;388;8726
326;Primair slib;1996;195888;66354;66831;140;44579;911;17074;52771;10890;12249;14;15540;162;13916
327;Primair slib;1997;133384;26689;78917;140;9513;1095;17030;33364;5065;9951;14;4384;176;13774
328;Primair slib;1998;132983;14660;83826;1026;1981;3671;27820;26923;3793;11256;92;1013;1157;9612
329;Primair slib;1999;102431;10708;64342;830;3835;7026;15690;21237;2022;8872;50;1835;1696;6763
330;Primair slib;2000;146850;11761;99103;1139;6421;5838;22588;30351;1960;15747;215;2679;819;8932
331;Primair slib;2001;148177;9747;91152;2006;7360;2353;35559;30381;1773;17536;289;3664;506;6613
332;Primair slib;2002;128539;3919;90371;2785;7817;6349;17299;25207;604;15844;546;3547;1186;3481
333;Primair slib;2003;164586;8432;75220;3929;12618;649;63739;45615;1079;12113;1365;3893;118;27047
334;Primair slib;2004;151653;4646;27907;5407;44141;1050;68502;43308;729;4794;2114;3826;432;31413
335;Primair slib;2005;137701;14093;39727;0;36675;3718;43489;36622;890;6221;0;3266;1340;24904
336;Primair slib;2006;75289;2906;24759;2356;4231;1073;39964;25999;87;3950;589;1728;227;19418
337;Primair slib;2007;120447;0;31524;914;15001;2170;70839;54715;0;4367;379;7671;261;42037
338;Primair slib;2008;149985;0;41490;102;3266;5126;100002;31743;0;6004;43;857;1592;23247
339;Primair slib;2009;107623;1916;35081;1915;1089;4191;63432;23737;161;5105;433;489;1149;16399
340;Fysisch/chemisch slib;1993;375633;76138;60810;0;204623;23889;10173;115469;6881;12313;0;85427;5314;5533
341;Fysisch/chemisch slib;1994;253141;39086;6444;0;164055;30499;13057;87054;3831;1216;0;71161;5331;5515
342;Fysisch/chemisch slib;1995;236991;16643;9036;6132;157889;25480;21810;84394;1322;1400;650;69206;4519;7298
343;Fysisch/chemisch slib;1996;243829;17510;19751;9793;146224;31051;19500;89054;1727;2881;990;69523;5926;8007
344;Fysisch/chemisch slib;1997;191935;28026;18159;4033;94723;27284;19710;69478;2857;2296;282;52106;4962;6975
345;Fysisch/chemisch slib;1998;179622;37662;10970;4033;82890;15130;28938;61363;3490;1693;282;38806;4355;12737
346;Fysisch/chemisch slib;1999;161783;27644;14707;0;71370;26076;21987;50118;2669;1753;0;32789;5951;6957
347;Fysisch/chemisch slib;2000;173353;40485;24554;0;41663;30421;36230;42120;3973;2577;0;18492;9275;7803
348;Fysisch/chemisch slib;2001;170138;51148;17001;182;31197;33032;37577;34827;4170;2533;137;13531;5891;8566
349;Fysisch/chemisch slib;2002;174522;43398;18263;2093;39578;29996;41193;36713;4119;2723;675;17036;5517;6643
350;Fysisch/chemisch slib;2003;178234;32928;1038;2733;37131;53127;51276;33801;2973;140;816;15379;7728;6765
351;Fysisch/chemisch slib;2004;186985;34370;827;2390;28617;64000;56781;43252;3299;111;890;12711;11200;15040
352;Fysisch/chemisch slib;2005;182490;30973;924;2400;25496;52883;69815;41791;2617;124;813;12309;9705;16223
353;Fysisch/chemisch slib;2006;200665;23725;281;1585;34419;59484;81171;56485;2332;42;420;15446;15697;22549
354;Fysisch/chemisch slib;2007;179430;20362;0;0;32546;44171;82352;48748;1940;0;0;13426;12329;21053
355;Fysisch/chemisch slib;2008;279913;17983;0;0;94141;56895;110894;51477;2043;0;0;14512;13215;21707
356;Fysisch/chemisch slib;2009;327166;19046;0;0;103703;75540;128877;61549;2325;0;0;16946;17524;24754
357;Aëroob surplusslib;1993;911400;525556;29444;117130;120001;60461;58808;107391;34859;4335;7623;28998;21983;9594
358;Aëroob surplusslib;1994;730809;454927;32810;83302;91918;51781;16071;86655;32626;4516;7657;24323;17020;514
359;Aëroob surplusslib;1995;636058;318790;44127;23482;101703;81222;66733;92876;18171;5296;3105;41058;23594;1652
360;Aëroob surplusslib;1996;642617;335786;41457;48718;88970;74825;52862;99236;23265;3779;1911;43633;20240;6409
361;Aëroob surplusslib;1997;578289;273775;41930;8534;128080;34409;91561;104446;19239;2500;1680;51786;3955;25287
362;Aëroob surplusslib;1998;516918;179185;41687;5483;85948;95601;109015;113774;19087;4134;874;26903;30892;31884
363;Aëroob surplusslib;1999;489034;195403;31330;14784;72404;94555;80557;111470;19584;2713;2256;22199;29767;34950
364;Aëroob surplusslib;2000;654351;247039;26653;5824;74920;133958;165957;119801;29309;3009;894;18099;27438;41053
365;Aëroob surplusslib;2001;635865;253463;15268;35309;62472;126711;142644;108703;21001;1624;8720;17233;32472;27652
366;Aëroob surplusslib;2002;821780;320285;1533;53611;94061;166855;185435;136890;32480;84;13269;9785;34200;47072
367;Aëroob surplusslib;2003;698502;271999;8885;31347;72534;131869;181868;100736;29403;579;7709;6859;25812;30374
368;Aëroob surplusslib;2004;664305;233181;6307;56776;10438;145676;211927;85459;22430;1136;11079;3332;25604;21879
369;Aëroob surplusslib;2005;600750;276012;7248;48935;9835;128823;129898;82538;29092;1134;7898;2737;20495;21182
370;Aëroob surplusslib;2006;486794;183983;1799;68456;10662;85480;136413;74951;22246;86;8131;3975;18175;22338
371;Aëroob surplusslib;2007;534908;191951;1539;91437;13342;95986;140654;76179;17507;75;12483;5435;18922;21758
372;Aëroob surplusslib;2008;715825;215552;1969;72554;12030;135202;278518;88545;17861;81;9850;4446;15027;41280
373;Aëroob surplusslib;2009;606651;165505;2064;63254;17321;105907;252600;83649;14697;93;8831;4342;9709;45977
374;Anaëroob surplusslib;1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0
375;Anaëroob surplusslib;1994;4214;0;1162;0;2007;0;1045;202;0;83;0;32;0;88
376;Anaëroob surplusslib;1995;5660;45;0;0;2020;0;3595;479;2;0;0;223;0;254
377;Anaëroob surplusslib;1996;4994;0;0;15;1010;0;3969;527;0;0;2;203;0;323
378;Anaëroob surplusslib;1997;10179;0;1011;663;1020;1815;5670;961;0;231;157;200;44;330
379;Anaëroob surplusslib;1998;6936;0;400;0;1153;0;5383;579;0;60;0;178;0;341
380;Anaëroob surplusslib;1999;5853;0;0;70;376;135;5272;391;0;0;1;34;30;326
381;Anaëroob surplusslib;2000;8118;0;0;70;1185;313;6550;579;0;0;1;119;36;424
382;Anaëroob surplusslib;2001;4535;0;0;0;0;178;4357;228;0;0;0;0;5;223
383;Anaëroob surplusslib;2002;17742;0;0;10;0;567;17165;863;0;0;1;0;17;846
384;Anaëroob surplusslib;2003;2724;0;0;10;0;567;2147;180;0;0;1;0;17;163
385;Anaëroob surplusslib;2004;7772;0;5302;876;0;81;1513;1841;0;1591;130;0;16;104
386;Anaëroob surplusslib;2005;2972;0;0;922;0;82;1968;267;0;0;138;0;8;120
387;Anaëroob surplusslib;2006;2634;0;0;0;0;0;2634;175;0;0;0;0;0;175
388;Anaëroob surplusslib;2007;2425;0;0;201;0;0;2225;174;0;0;20;0;0;154
389;Anaëroob surplusslib;2008;11154;0;0;2854;0;0;8300;908;0;0;354;0;0;554
390;Anaëroob surplusslib;2009;4699;0;0;2252;0;0;2447;451;0;0;293;0;0;158
391;Papierslib;1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0
392;Papierslib;1994;0;0;0;0;0;0;0;0;0;0;0;0;0;0
393;Papierslib;1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0
394;Papierslib;1996;0;0;0;0;0;0;0;0;0;0;0;0;0;0
395;Papierslib;1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0
396;Papierslib;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0
397;Papierslib;1999;31524;2693;0;0;0;25210;3621;15047;1293;0;0;0;11597;2158
398;Papierslib;2000;27513;1737;0;0;0;20692;5084;12899;886;0;0;0;9313;2700
399;Papierslib;2001;30211;2601;0;0;0;23078;4532;13940;1066;0;0;0;10154;2719
400;Papierslib;2002;39481;4648;0;0;66;14273;20494;17956;1208;0;0;29;6286;10433
401;Papierslib;2003;34515;1787;0;0;0;9031;23698;16159;947;0;0;0;3883;11329
402;Papierslib;2004;31215;2476;0;0;0;0;28739;13528;1288;0;0;0;0;12240
403;Papierslib;2005;30678;2299;0;0;0;0;28379;13434;1104;0;0;0;0;12331
404;Papierslib;2006;6835;2076;0;0;0;0;4759;3138;997;0;0;0;0;2142
405;Papierslib;2007;5052;2328;0;0;0;0;2724;2223;1024;0;0;0;0;1199
406;Papierslib;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0
407;Papierslib;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0
408;DS-klasse: tot 5%;1993;434896;268133;1370;92859;34205;5000;33329;11498;8503;27;2023;519;140;284
409;DS-klasse: tot 5%;1994;341522;232119;2614;57850;27279;5276;16384;9755;6745;71;1736;556;151;496
410;DS-klasse: tot 5%;1995;304515;202393;4927;9154;12469;15651;59920;8271;5942;129;46;414;435;1305
411;DS-klasse: tot 5%;1996;246580;146006;2813;42154;6627;16072;32908;7029;4205;81;871;271;616;984
412;DS-klasse: tot 5%;1997;231436;154312;19838;1289;7729;24082;24186;7748;5663;165;64;318;667;870
413;DS-klasse: tot 5%;1998;162118;73857;4;0;23083;11051;54123;5208;2440;0;0;437;290;2041
414;DS-klasse: tot 5%;1999;145056;111675;0;1210;9432;12846;9893;4864;4141;0;44;50;368;261
415;DS-klasse: tot 5%;2000;224935;103456;0;2139;23589;41891;53860;7487;3830;0;90;656;1209;1701
416;DS-klasse: tot 5%;2001;272330;167276;0;1689;14236;30130;58999;9463;6444;0;69;436;715;1798
417;DS-klasse: tot 5%;2002;341923;156905;0;3545;65487;40504;75482;10046;5869;0;145;1655;864;1512
418;DS-klasse: tot 5%;2003;287293;125993;1855;0;56949;38166;64329;8605;4963;87;0;1436;685;1433
419;DS-klasse: tot 5%;2004;376136;165515;2195;2289;38136;42234;125768;11552;6549;108;80;1158;816;2842
420;DS-klasse: tot 5%;2005;343885;193536;2012;2016;28984;54182;63156;11524;7645;87;71;735;1366;1621
421;DS-klasse: tot 5%;2006;218499;91854;1799;31455;189;27843;65359;7411;3685;86;980;8;703;1949
422;DS-klasse: tot 5%;2007;224426;113419;1539;17224;53;35009;57182;7309;4118;75;582;2;998;1534
423;DS-klasse: tot 5%;2008;383128;127254;1969;15920;59761;44540;133684;9052;4852;81;557;628;1211;1722
424;DS-klasse: tot 5%;2009;288323;80661;2064;16372;61227;50987;77013;8563;3413;93;544;676;1310;2527
425;DS-klasse: 5 tot 10%;1993;182768;150478;10793;0;3030;15780;2687;11940;9448;807;0;206;1314;166
426;DS-klasse: 5 tot 10%;1994;220197;174566;13561;992;5617;21113;4348;13981;10321;1006;59;397;1958;241
427;DS-klasse: 5 tot 10%;1995;172657;102238;23339;1422;6567;20989;18102;11807;6624;1897;85;473;1753;976
428;DS-klasse: 5 tot 10%;1996;286280;193408;51320;5724;1891;22556;11381;20892;13604;4125;446;149;1878;690
429;DS-klasse: 5 tot 10%;1997;191896;87941;55713;5444;5768;19360;17671;14771;7409;3716;364;427;1699;1156
430;DS-klasse: 5 tot 10%;1998;154141;51505;66198;6470;5950;4203;19815;10435;3374;4657;457;398;256;1293
431;DS-klasse: 5 tot 10%;1999;120130;25485;56442;2280;3617;7104;25203;7730;1700;3558;130;216;485;1643
432;DS-klasse: 5 tot 10%;2000;240226;83287;60377;887;2365;15825;77484;14509;4863;3657;53;141;1102;4693
433;DS-klasse: 5 tot 10%;2001;215043;71294;29779;923;0;30436;82610;14016;5178;1578;46;0;2040;5175
434;DS-klasse: 5 tot 10%;2002;249240;87425;28936;15014;0;49055;68810;16012;5495;1454;1405;0;3214;4443
435;DS-klasse: 5 tot 10%;2003;290136;100734;30195;1528;5728;53151;98801;19610;6706;1650;148;401;3467;7237
436;DS-klasse: 5 tot 10%;2004;145746;51257;0;1649;0;21714;71127;9975;3865;0;160;0;1155;4795
437;DS-klasse: 5 tot 10%;2005;190098;63372;8726;1745;0;37818;78438;13978;4274;785;169;0;2928;5821
438;DS-klasse: 5 tot 10%;2006;126361;52449;0;0;564;6703;66646;9005;3571;0;0;32;437;4965
439;DS-klasse: 5 tot 10%;2007;178028;56579;0;24542;155;6895;89856;12553;3729;0;1688;11;421;6704
440;DS-klasse: 5 tot 10%;2008;230520;59791;0;621;1067;33080;135961;16278;3998;0;40;85;2673;9482
441;DS-klasse: 5 tot 10%;2009;269010;59409;0;6238;6029;47085;150250;18568;3861;0;368;453;3600;10286
442;DS-klasse: 10 tot 25%;1993;303384;177037;70552;22501;29998;1370;1926;43907;21070;13274;3964;5122;214;263
443;DS-klasse: 10 tot 25%;1994;214818;110318;55207;20436;13346;10886;4625;32470;13206;10549;3876;2329;1758;752
444;DS-klasse: 10 tot 25%;1995;192347;76009;58624;12929;31756;9787;3242;28402;8658;10340;1660;5623;1631;491
445;DS-klasse: 10 tot 25%;1996;170370;54406;65598;10788;19783;13946;5849;26585;6839;11788;1600;3568;2049;741
446;DS-klasse: 10 tot 25%;1997;179910;74803;63110;5023;23475;5818;7681;26766;9060;10693;987;4168;839;1020
447;DS-klasse: 10 tot 25%;1998;201796;76705;69259;4072;16231;25370;10158;31952;10136;12102;792;3172;4174;1576
448;DS-klasse: 10 tot 25%;1999;209011;69021;52753;12194;19693;44448;10903;32378;9151;9422;2132;3531;6589;1552
449;DS-klasse: 10 tot 25%;2000;234455;72349;76431;3754;16400;47331;18190;38320;10628;14152;804;2746;7122;2868
450;DS-klasse: 10 tot 25%;2001;219616;57505;73505;27647;10908;33616;16436;37635;7667;14994;5371;1740;5421;2442
451;DS-klasse: 10 tot 25%;2002;239200;95057;49938;18702;11535;50369;13600;38429;13901;8974;3325;1818;8423;1987
452;DS-klasse: 10 tot 25%;2003;192690;52630;39845;21295;3830;44864;30226;31950;8266;7422;3926;547;6798;4992
453;DS-klasse: 10 tot 25%;2004;236620;29591;28733;43959;7361;93538;33439;36699;5053;4905;7036;1379;13046;5279
454;DS-klasse: 10 tot 25%;2005;165396;22563;37160;42457;7329;42430;13458;27046;3971;6607;6858;1261;6328;2022
455;DS-klasse: 10 tot 25%;2006;195381;31955;25040;36126;3178;60180;38902;30757;5090;3992;6801;537;7796;6541
456;DS-klasse: 10 tot 25%;2007;190590;21112;31524;42541;12525;45819;37069;28925;3297;4367;7430;1692;6181;5958
457;DS-klasse: 10 tot 25%;2008;298488;29168;41490;56798;11952;73255;85826;44191;4610;6004;8884;1625;11475;11594
458;DS-klasse: 10 tot 25%;2009;249562;36918;35081;41333;18365;40513;77352;36758;5468;5105;7448;1996;6147;10594
459;DS-klasse: 25 tot 50%;1993;313360;5550;7349;0;216978;57740;25743;123250;2404;2359;0;85630;22452;10405
460;DS-klasse: 25 tot 50%;1994;289036;4008;5774;3606;210380;42672;22596;114015;1604;1633;1032;84370;16463;8913
461;DS-klasse: 25 tot 50%;1995;224568;5599;5953;5554;141174;58363;7925;85744;2305;1574;1521;54585;22634;3125
462;DS-klasse: 25 tot 50%;1996;259375;15405;7108;0;158663;51294;26905;103035;5486;2315;0;63860;19882;11492
463;DS-klasse: 25 tot 50%;1997;166718;5857;1356;1614;81781;12047;64063;63228;2240;404;717;29769;4078;26021
464;DS-klasse: 25 tot 50%;1998;194305;26078;1422;0;68959;70721;27124;74380;8403;384;0;24612;29680;11301
465;DS-klasse: 25 tot 50%;1999;165521;30267;1184;0;67402;48713;17954;61780;10576;358;0;23011;20388;7447
466;DS-klasse: 25 tot 50%;2000;209090;32083;13502;0;58335;82021;23149;81133;11662;3524;0;21339;35149;9459
467;DS-klasse: 25 tot 50%;2001;229706;16406;20136;6833;63817;82835;39680;90068;6339;5122;3383;24236;34354;16634
468;DS-klasse: 25 tot 50%;2002;235094;22750;31293;10988;47519;62220;60325;88526;7654;8222;4440;16645;26048;25517
469;DS-klasse: 25 tot 50%;2003;224066;23573;13248;15001;42031;50996;79216;87951;8201;3673;5680;15096;21952;33350
470;DS-klasse: 25 tot 50%;2004;190390;19528;9414;16909;24145;47726;72669;74736;7459;2619;6512;8445;18945;30756
471;DS-klasse: 25 tot 50%;2005;178678;38181;0;5570;21723;44581;68623;69259;14641;0;1451;7265;17001;28901
472;DS-klasse: 25 tot 50%;2006;142894;31231;0;4817;27329;22493;57024;51979;10508;0;1359;9226;6905;23981
473;DS-klasse: 25 tot 50%;2007;129304;15762;0;8245;17460;30842;56994;46859;5211;0;3183;6026;9283;23158
474;DS-klasse: 25 tot 50%;2008;174004;11658;0;2171;18324;41224;100628;60521;3442;0;765;6110;11199;39006
475;DS-klasse: 25 tot 50%;2009;171872;2605;0;3479;13949;39817;112023;63034;867;0;1197;4406;11744;44821
476;DS-klasse: 50% en meer;1993;52625;496;190;1770;40413;4460;5296;32265;315;181;1637;22948;3177;4008
477;DS-klasse: 50% en meer;1994;64442;13509;210;1267;40744;3699;5013;40404;7285;200;1159;25540;2392;3829
478;DS-klasse: 50% en meer;1995;142487;10350;640;932;113978;3022;13565;85765;6161;332;466;64724;2049;12033
479;DS-klasse: 50% en meer;1996;124724;10425;1200;0;93819;2918;16362;84047;5747;600;0;61051;1901;14748
480;DS-klasse: 50% en meer;1997;143826;5577;0;0;114585;3296;20369;95735;2789;0;0;73795;1854;17298
481;DS-klasse: 50% en meer;1998;124102;3361;0;0;57748;3058;59936;80664;2017;0;0;38281;2003;38363
482;DS-klasse: 50% en meer;1999;150907;0;0;0;47841;39891;63175;91511;0;0;0;30048;21210;40252
483;DS-klasse: 50% en meer;2000;101479;9847;0;252;23500;4155;63725;64301;5144;0;161;14506;2298;42192
484;DS-klasse: 50% en meer;2001;52229;4478;0;405;12068;8336;26943;36898;2382;0;277;8016;6498;19724
485;DS-klasse: 50% en meer;2002;116606;10113;0;10250;16982;15893;63369;64617;5491;0;5175;10280;8658;35014
486;DS-klasse: 50% en meer;2003;84376;12215;0;195;13745;8068;50154;48374;6265;0;137;8651;4657;28665
487;DS-klasse: 50% en meer;2004;93036;8783;0;644;13555;5594;64460;54426;4820;0;426;8887;3290;37004
488;DS-klasse: 50% en meer;2005;76533;5724;0;470;13970;6495;49873;52844;3171;0;301;9051;3926;36395
489;DS-klasse: 50% en meer;2006;89082;5202;0;0;18052;28819;37010;61596;2807;0;0;11346;18257;29186
490;DS-klasse: 50% en meer;2007;119915;7769;0;0;30695;23760;57691;86392;4116;0;0;18801;14630;48846
491;DS-klasse: 50% en meer;2008;70736;5663;0;0;18334;5125;41614;42631;3001;0;0;11367;3277;24986
492;DS-klasse: 50% en meer;2009;67371;6874;0;0;22542;7237;30719;42463;3575;0;0;14246;5581;19061
