ID;ForecastInterval;Periods;TotalPopulation_1;k_0To20Years_2;k_20To65Years_3;k_65YearsAndOlder_4;k_0To20Years_5;k_20To65Years_6;k_65YearsAndOlder_7;TotalPressure_8;GreenPressure_9;GreyPressure_10;LiveBirths_11;TotalFertilityRate_12;Deaths_13;Total_14;Men_15;Women_16;Total_17;Men_18;Women_19;Immigration_20;EmigrationInclNetAdmCorr_21;NetMigrationInclNetAdmCorr_22
224;Upper limit 67% forecast-interval;2050;19025610.0;4253409.0;10047908.0;5032810.0;22.8;54.2;27.7;94.4;43.7;53.3;217157.0;1.98;223487.0;89.4;87.97;90.8;25.66;24.52;26.77;238002.0;201677.0;50426.0
225;Upper limit 67% forecast-interval;2051;19077364.0;4270904.0;10080491.0;5038734.0;22.9;54.4;27.7;94.3;43.7;53.2;219064.0;1.98;224059.0;89.57;88.15;90.97;25.8;24.66;26.93;237527.0;202637.0;49906.0
226;Upper limit 67% forecast-interval;2052;19115036.0;4275501.0;10106938.0;5038687.0;22.8;54.5;27.7;94.1;43.6;53.2;220577.0;1.99;224346.0;89.74;88.32;91.15;25.94;24.8;27.07;236828.0;203676.0;48958.0
227;Upper limit 67% forecast-interval;2053;19159264.0;4289924.0;10125705.0;5053821.0;22.9;54.6;27.8;94.1;43.6;53.3;221966.0;1.99;224325.0;89.91;88.49;91.32;26.09;24.94;27.22;236015.0;204238.0;48976.0
228;Upper limit 67% forecast-interval;2054;19196650.0;4303481.0;10167414.0;5063072.0;22.9;54.6;27.8;94.1;43.6;53.3;223513.0;1.99;224062.0;90.08;88.65;91.49;26.23;25.08;27.36;236261.0;204924.0;48891.0
229;Upper limit 67% forecast-interval;2055;19207416.0;4304162.0;10179838.0;5072647.0;22.9;54.7;27.8;94.1;43.7;53.3;225073.0;2.0;223283.0;90.25;88.82;91.65;26.37;25.21;27.5;236587.0;205067.0;48595.0
230;Upper limit 67% forecast-interval;2056;19239336.0;4315573.0;10195576.0;5084292.0;23.0;54.7;27.9;94.2;43.8;53.5;226213.0;2.0;222232.0;90.42;88.98;91.82;26.51;25.35;27.64;238182.0;204952.0;48278.0
231;Upper limit 67% forecast-interval;2057;19267664.0;4330343.0;10210512.0;5098858.0;23.0;54.6;28.0;94.3;43.9;53.8;227352.0;2.0;220835.0;90.58;89.15;91.98;26.64;25.48;27.78;237804.0;204786.0;48663.0
232;Upper limit 67% forecast-interval;2058;19278344.0;4355424.0;10216396.0;5104129.0;23.1;54.6;28.1;94.5;44.1;54.0;228512.0;2.01;219521.0;90.75;89.31;92.14;26.78;25.61;27.92;237401.0;204304.0;48356.0
233;Upper limit 67% forecast-interval;2059;19322900.0;4373746.0;10217896.0;5114458.0;23.1;54.6;28.1;94.6;44.2;54.0;229658.0;2.01;218247.0;90.91;89.47;92.3;26.92;25.74;28.06;237638.0;205601.0;48817.0
234;Upper limit 67% forecast-interval;2060;19355200.0;4396689.0;10242684.0;5120980.0;23.2;54.5;28.1;94.6;44.4;54.1;;2.01;;91.06;89.63;92.46;27.04;25.88;28.2;;;
