ID;Opdrachtgever;Functies;Perioden;TotaalGemaakteKostenGWW_1;KleinOnderhoud_2;Kapitaalswerken_3;TotaalInEigenBeheer_4;KleinOnderhoud_5;Kapitaalswerken_6;TotaalUitbesteed_7;KleinOnderhoud_8;Kapitaalswerken_9
2334;Lagere publ.lichamen;Riolering;1990;201;74;127;66;40;26;135;34;100
2335;Lagere publ.lichamen;Riolering;1991 1e kwartaal;35;13;21;10;8;3;25;5;19
2336;Lagere publ.lichamen;Riolering;1991 2e kwartaal;51;16;35;14;9;5;38;7;30
2337;Lagere publ.lichamen;Riolering;1991 3e kwartaal;54;20;34;15;11;5;39;10;29
2338;Lagere publ.lichamen;Riolering;1991 4e kwartaal;54;19;34;15;10;5;39;10;29
2339;Lagere publ.lichamen;Riolering;1991;193;69;124;54;37;17;139;32;107
2340;Lagere publ.lichamen;Riolering;1992 1e kwartaal;36;15;21;13;8;5;24;7;16
2341;Lagere publ.lichamen;Riolering;1992 2e kwartaal;55;18;38;14;9;5;42;10;32
2342;Lagere publ.lichamen;Riolering;1992 3e kwartaal;62;19;44;16;9;7;47;10;37
2343;Lagere publ.lichamen;Riolering;1992 4e kwartaal;74;27;47;19;14;5;55;13;42
2344;Lagere publ.lichamen;Riolering;1992;227;79;148;61;39;21;167;39;127
2345;Lagere publ.lichamen;Riolering;1993 1e kwartaal;45;16;28;13;9;4;32;8;25
2346;Lagere publ.lichamen;Riolering;1993 2e kwartaal;56;20;36;15;10;5;41;10;31
2347;Lagere publ.lichamen;Riolering;1993 3e kwartaal;66;23;43;17;11;5;49;12;37
2348;Lagere publ.lichamen;Riolering;1993 4e kwartaal;72;24;48;20;12;7;53;12;40
2349;Lagere publ.lichamen;Riolering;1993;239;83;155;63;41;22;176;42;133
2350;Lagere publ.lichamen;Riolering;1994 1e kwartaal;45;18;28;12;8;4;34;10;24
2351;Lagere publ.lichamen;Riolering;1994 2e kwartaal;67;23;45;15;11;4;52;12;41
2352;Lagere publ.lichamen;Riolering;1994 3e kwartaal;72;24;48;16;10;6;56;14;42
2353;Lagere publ.lichamen;Riolering;1994 4e kwartaal;80;26;54;17;12;5;64;14;49
2354;Lagere publ.lichamen;Riolering;1994;265;90;175;59;41;19;206;49;157
2355;Lagere publ.lichamen;Riolering;1995 1e kwartaal;55;22;33;15;12;3;41;10;30
2356;Lagere publ.lichamen;Riolering;1995 2e kwartaal;78;25;53;18;12;6;60;13;47
2357;Lagere publ.lichamen;Riolering;1995 3e kwartaal;73;23;49;17;11;5;56;12;44
2358;Lagere publ.lichamen;Riolering;1995 4e kwartaal;74;27;47;20;11;9;54;16;39
2359;Lagere publ.lichamen;Riolering;1995;280;98;183;69;47;23;211;50;160
2360;Lagere publ.lichamen;Riolering;1996 1e kwartaal;42;15;26;11;8;3;31;8;24
2361;Lagere publ.lichamen;Riolering;1996 2e kwartaal;75;24;51;16;11;5;60;13;47
2362;Lagere publ.lichamen;Riolering;1996 3e kwartaal;80;28;52;17;11;6;63;17;46
2363;Lagere publ.lichamen;Riolering;1996 4e kwartaal;90;26;64;19;10;9;71;16;54
2364;Lagere publ.lichamen;Riolering;1996;287;94;193;62;40;22;226;54;171
2365;Lagere publ.lichamen;Riolering;1997 1e kwartaal;48;15;33;12;8;4;36;7;29
2366;Lagere publ.lichamen;Riolering;1997 2e kwartaal;76;22;54;14;10;5;62;12;50
2367;Lagere publ.lichamen;Riolering;1997 3e kwartaal;109;32;77;23;14;9;86;18;68
2368;Lagere publ.lichamen;Riolering;1997 4e kwartaal;112;34;79;29;12;17;83;21;61
2369;Lagere publ.lichamen;Riolering;1997;345;102;243;78;43;34;267;59;209
2370;Lagere publ.lichamen;Riolering;1998 1e kwartaal;57;15;41;7;6;1;49;10;40
2371;Lagere publ.lichamen;Riolering;1998 2e kwartaal;108;29;79;16;12;4;92;17;74
2372;Lagere publ.lichamen;Riolering;1998 3e kwartaal;105;29;76;17;11;6;88;18;70
2373;Lagere publ.lichamen;Riolering;1998 4e kwartaal;129;38;91;26;13;13;103;25;78
2374;Lagere publ.lichamen;Riolering;1998;399;112;287;67;42;25;333;70;262
2375;Lagere publ.lichamen;Riolering;1999 1e kwartaal;75;21;54;8;6;2;67;15;51
2376;Lagere publ.lichamen;Riolering;1999 2e kwartaal;112;29;83;15;9;7;97;20;77
2377;Lagere publ.lichamen;Riolering;1999 3e kwartaal;137;29;108;21;9;12;116;20;96
2378;Lagere publ.lichamen;Riolering;1999 4e kwartaal;135;33;103;22;11;11;113;22;91
2379;Lagere publ.lichamen;Riolering;1999;459;111;348;67;34;32;392;77;315
2380;Lagere publ.lichamen;Riolering;2000 1e kwartaal;76;25;52;13;9;4;64;15;49
2381;Lagere publ.lichamen;Riolering;2000 2e kwartaal;120;31;88;19;14;5;101;18;83
2382;Lagere publ.lichamen;Riolering;2000 3e kwartaal;126;29;97;17;9;8;109;20;89
2383;Lagere publ.lichamen;Riolering;2000 4e kwartaal;167;42;125;22;12;10;145;31;115
2384;Lagere publ.lichamen;Riolering;2000;490;128;363;70;44;27;420;84;335
2385;Lagere publ.lichamen;Riolering;2001 1e kwartaal;98;28;70;32;14;19;66;14;51
2386;Lagere publ.lichamen;Riolering;2001 2e kwartaal;134;43;91;26;22;4;108;21;87
2387;Lagere publ.lichamen;Riolering;2001 3e kwartaal;172;55;117;39;33;6;133;22;111
2388;Lagere publ.lichamen;Riolering;2001 4e kwartaal;254;97;157;57;55;1;197;42;155
2389;Lagere publ.lichamen;Riolering;2001;658;223;435;154;124;31;504;99;405
2390;Lagere publ.lichamen;Riolering;2002 1e kwartaal;84;29;55;17;13;4;67;16;51
2391;Lagere publ.lichamen;Riolering;2002 2e kwartaal;187;54;133;31;28;3;156;26;130
2392;Lagere publ.lichamen;Riolering;2002 3e kwartaal;243;76;167;42;41;1;200;35;166
2393;Lagere publ.lichamen;Riolering;2002 4e kwartaal;229;48;182;10;5;4;220;42;178
2394;Lagere publ.lichamen;Riolering;2002;743;206;536;100;87;12;643;119;524
2395;Lagere publ.lichamen;Riolering;2003 1e kwartaal;75;19;56;11;8;3;65;12;53
2396;Lagere publ.lichamen;Riolering;2003 2e kwartaal;129;24;104;43;11;32;86;14;72
2397;Lagere publ.lichamen;Riolering;2003 3e kwartaal;212;45;167;19;14;6;193;31;162
2398;Lagere publ.lichamen;Riolering;2003 4e kwartaal;234;35;198;20;14;6;214;21;193
2399;Lagere publ.lichamen;Riolering;2003;650;124;526;93;46;47;557;77;479
2400;Lagere publ.lichamen;Nutsvoorziening etc.;1989 1e kwartaal;2;0;2;0;0;0;2;0;1
2401;Lagere publ.lichamen;Nutsvoorziening etc.;1989 2e kwartaal;3;0;3;0;0;0;3;0;2
2402;Lagere publ.lichamen;Nutsvoorziening etc.;1989 3e kwartaal;5;1;5;0;0;0;5;0;4
2403;Lagere publ.lichamen;Nutsvoorziening etc.;1989 4e kwartaal;5;0;4;0;0;0;4;0;4
2404;Lagere publ.lichamen;Nutsvoorziening etc.;1989;15;2;13;1;1;0;14;1;12
2405;Lagere publ.lichamen;Nutsvoorziening etc.;1990 1e kwartaal;5;0;4;0;0;0;4;0;4
2406;Lagere publ.lichamen;Nutsvoorziening etc.;1990 2e kwartaal;4;0;4;0;0;0;4;0;4
2407;Lagere publ.lichamen;Nutsvoorziening etc.;1990 3e kwartaal;3;0;3;0;0;0;3;0;2
2408;Lagere publ.lichamen;Nutsvoorziening etc.;1990 4e kwartaal;5;0;4;0;0;0;4;0;4
2409;Lagere publ.lichamen;Nutsvoorziening etc.;1990;16;2;14;2;0;1;14;1;13
2410;Lagere publ.lichamen;Nutsvoorziening etc.;1991 1e kwartaal;2;0;2;0;0;0;2;0;2
2411;Lagere publ.lichamen;Nutsvoorziening etc.;1991 2e kwartaal;3;0;2;0;0;0;2;0;2
2412;Lagere publ.lichamen;Nutsvoorziening etc.;1991 3e kwartaal;3;0;3;0;0;0;3;0;2
2413;Lagere publ.lichamen;Nutsvoorziening etc.;1991 4e kwartaal;3;0;3;0;0;0;3;0;3
2414;Lagere publ.lichamen;Nutsvoorziening etc.;1991;12;2;10;2;1;1;10;1;9
2415;Lagere publ.lichamen;Nutsvoorziening etc.;1992 1e kwartaal;2;0;2;0;0;0;2;0;1
2416;Lagere publ.lichamen;Nutsvoorziening etc.;1992 2e kwartaal;3;0;2;0;0;0;2;0;2
2417;Lagere publ.lichamen;Nutsvoorziening etc.;1992 3e kwartaal;3;0;2;0;0;0;2;0;2
2418;Lagere publ.lichamen;Nutsvoorziening etc.;1992 4e kwartaal;4;0;3;0;0;0;3;0;3
2419;Lagere publ.lichamen;Nutsvoorziening etc.;1992;11;2;10;2;0;1;10;2;8
2420;Lagere publ.lichamen;Nutsvoorziening etc.;1993 1e kwartaal;2;0;1;0;0;0;1;0;1
2421;Lagere publ.lichamen;Nutsvoorziening etc.;1993 2e kwartaal;3;0;2;0;0;0;2;0;2
2422;Lagere publ.lichamen;Nutsvoorziening etc.;1993 3e kwartaal;3;1;2;0;0;0;2;0;2
2423;Lagere publ.lichamen;Nutsvoorziening etc.;1993 4e kwartaal;4;1;3;0;0;0;3;0;2
2424;Lagere publ.lichamen;Nutsvoorziening etc.;1993;10;2;8;2;0;1;9;2;7
2425;Lagere publ.lichamen;Nutsvoorziening etc.;1994 1e kwartaal;2;1;1;0;0;0;2;0;1
2426;Lagere publ.lichamen;Nutsvoorziening etc.;1994 2e kwartaal;2;0;1;0;0;0;1;0;1
2427;Lagere publ.lichamen;Nutsvoorziening etc.;1994 3e kwartaal;2;0;1;0;0;0;2;0;1
2428;Lagere publ.lichamen;Nutsvoorziening etc.;1994 4e kwartaal;3;2;1;1;1;0;2;0;1
2429;Lagere publ.lichamen;Nutsvoorziening etc.;1994;10;4;5;2;2;0;7;2;5
2430;Lagere publ.lichamen;Nutsvoorziening etc.;1995 1e kwartaal;2;0;1;0;0;0;2;0;1
2431;Lagere publ.lichamen;Nutsvoorziening etc.;1995 2e kwartaal;2;0;2;0;0;0;2;0;2
2432;Lagere publ.lichamen;Nutsvoorziening etc.;1995 3e kwartaal;4;1;3;0;0;0;3;0;3
2433;Lagere publ.lichamen;Nutsvoorziening etc.;1995 4e kwartaal;5;1;4;1;0;0;4;0;4
2434;Lagere publ.lichamen;Nutsvoorziening etc.;1995;13;3;10;2;1;1;11;2;10
2435;Lagere publ.lichamen;Nutsvoorziening etc.;1996 1e kwartaal;2;0;1;0;0;0;1;0;1
2436;Lagere publ.lichamen;Nutsvoorziening etc.;1996 2e kwartaal;4;0;4;0;0;0;3;0;3
2437;Lagere publ.lichamen;Nutsvoorziening etc.;1996 3e kwartaal;6;1;5;1;0;1;5;1;4
2438;Lagere publ.lichamen;Nutsvoorziening etc.;1996 4e kwartaal;3;0;3;0;0;0;3;0;3
2439;Lagere publ.lichamen;Nutsvoorziening etc.;1996;15;2;13;2;0;2;12;2;10
2440;Lagere publ.lichamen;Nutsvoorziening etc.;1997 1e kwartaal;6;0;5;0;0;0;6;0;5
2441;Lagere publ.lichamen;Nutsvoorziening etc.;1997 2e kwartaal;1;0;0;0;0;0;1;0;0
2442;Lagere publ.lichamen;Nutsvoorziening etc.;1997 3e kwartaal;1;0;0;0;0;0;1;0;0
2443;Lagere publ.lichamen;Nutsvoorziening etc.;1997 4e kwartaal;1;0;1;0;0;0;1;0;1
2444;Lagere publ.lichamen;Nutsvoorziening etc.;1997;9;1;8;0;0;0;8;0;7
2445;Lagere publ.lichamen;Nutsvoorziening etc.;1998 1e kwartaal;1;0;0;0;0;0;1;0;0
2446;Lagere publ.lichamen;Nutsvoorziening etc.;1998 2e kwartaal;1;0;1;0;0;0;1;0;1
2447;Lagere publ.lichamen;Nutsvoorziening etc.;1998 3e kwartaal;2;0;1;0;0;0;2;0;1
2448;Lagere publ.lichamen;Nutsvoorziening etc.;1998 4e kwartaal;4;0;3;0;0;0;4;0;3
2449;Lagere publ.lichamen;Nutsvoorziening etc.;1998;7;1;6;0;0;0;7;1;6
2450;Lagere publ.lichamen;Nutsvoorziening etc.;1999 1e kwartaal;1;0;0;0;0;0;1;0;0
2451;Lagere publ.lichamen;Nutsvoorziening etc.;1999 2e kwartaal;1;0;0;0;0;0;1;0;0
2452;Lagere publ.lichamen;Nutsvoorziening etc.;1999 3e kwartaal;1;0;1;0;0;0;1;0;1
2453;Lagere publ.lichamen;Nutsvoorziening etc.;1999 4e kwartaal;5;0;4;0;0;0;5;0;4
2454;Lagere publ.lichamen;Nutsvoorziening etc.;1999;8;1;6;0;0;0;8;1;6
2455;Lagere publ.lichamen;Nutsvoorziening etc.;2000 1e kwartaal;1;0;1;0;0;0;1;0;1
2456;Lagere publ.lichamen;Nutsvoorziening etc.;2000 2e kwartaal;0;0;0;0;0;0;0;0;0
2457;Lagere publ.lichamen;Nutsvoorziening etc.;2000 3e kwartaal;9;3;6;1;1;0;8;2;6
2458;Lagere publ.lichamen;Nutsvoorziening etc.;2000 4e kwartaal;1;0;1;0;0;0;1;0;1
2459;Lagere publ.lichamen;Nutsvoorziening etc.;2000;11;4;8;1;1;0;10;3;8
2460;Lagere publ.lichamen;Nutsvoorziening etc.;2001 1e kwartaal;1;0;1;0;0;0;1;0;1
2461;Lagere publ.lichamen;Nutsvoorziening etc.;2001 2e kwartaal;1;0;1;0;0;0;1;0;1
2462;Lagere publ.lichamen;Nutsvoorziening etc.;2001 3e kwartaal;3;1;2;0;0;0;3;1;2
2463;Lagere publ.lichamen;Nutsvoorziening etc.;2001 4e kwartaal;6;5;0;5;5;0;1;1;0
2464;Lagere publ.lichamen;Nutsvoorziening etc.;2001;11;6;4;5;5;0;6;1;4
2465;Lagere publ.lichamen;Nutsvoorziening etc.;2002 1e kwartaal;1;1;0;0;0;0;1;0;0
2466;Lagere publ.lichamen;Nutsvoorziening etc.;2002 2e kwartaal;2;1;0;1;1;0;1;1;0
2467;Lagere publ.lichamen;Nutsvoorziening etc.;2002 3e kwartaal;6;4;1;1;1;0;5;4;1
2468;Lagere publ.lichamen;Nutsvoorziening etc.;2002 4e kwartaal;5;3;1;1;1;0;4;3;1
2469;Lagere publ.lichamen;Nutsvoorziening etc.;2002;13;10;3;3;3;0;10;7;3
2470;Lagere publ.lichamen;Nutsvoorziening etc.;2003 1e kwartaal;1;0;1;0;0;0;1;0;1
2471;Lagere publ.lichamen;Nutsvoorziening etc.;2003 2e kwartaal;6;3;3;4;2;1;2;1;1
2472;Lagere publ.lichamen;Nutsvoorziening etc.;2003 3e kwartaal;0;0;0;0;0;0;0;0;0
2473;Lagere publ.lichamen;Nutsvoorziening etc.;2003 4e kwartaal;7;3;3;1;0;0;6;3;3
2474;Lagere publ.lichamen;Nutsvoorziening etc.;2003;8;4;4;1;1;0;8;3;4
2475;Lagere publ.lichamen;Waterzuivering;1989 1e kwartaal;38;5;32;3;2;0;35;3;32
2476;Lagere publ.lichamen;Waterzuivering;1989 2e kwartaal;45;12;33;7;6;0;38;6;32
2477;Lagere publ.lichamen;Waterzuivering;1989 3e kwartaal;37;11;26;5;5;0;32;6;26
2478;Lagere publ.lichamen;Waterzuivering;1989 4e kwartaal;48;11;36;6;6;0;41;5;36
2479;Lagere publ.lichamen;Waterzuivering;1989;168;40;128;21;20;2;147;21;126
2480;Lagere publ.lichamen;Waterzuivering;1990 1e kwartaal;31;6;25;3;3;0;28;3;25
2481;Lagere publ.lichamen;Waterzuivering;1990 2e kwartaal;55;15;40;8;8;0;47;7;40
2482;Lagere publ.lichamen;Waterzuivering;1990 3e kwartaal;37;10;26;5;4;0;32;6;26
2483;Lagere publ.lichamen;Waterzuivering;1990 4e kwartaal;49;12;37;6;6;1;42;6;36
2484;Lagere publ.lichamen;Waterzuivering;1990;172;43;128;22;20;2;150;23;127
2485;Lagere publ.lichamen;Waterzuivering;1991 1e kwartaal;24;10;15;4;3;0;20;6;14
2486;Lagere publ.lichamen;Waterzuivering;1991 2e kwartaal;39;12;27;6;6;0;32;6;26
2487;Lagere publ.lichamen;Waterzuivering;1991 3e kwartaal;37;11;26;5;4;1;32;7;25
2488;Lagere publ.lichamen;Waterzuivering;1991 4e kwartaal;57;15;42;6;5;1;50;9;41
2489;Lagere publ.lichamen;Waterzuivering;1991;156;47;110;21;19;3;135;28;107
2490;Lagere publ.lichamen;Waterzuivering;1992 1e kwartaal;47;9;38;5;4;1;42;5;37
2491;Lagere publ.lichamen;Waterzuivering;1992 2e kwartaal;55;12;43;5;4;1;51;9;42
2492;Lagere publ.lichamen;Waterzuivering;1992 3e kwartaal;57;13;44;5;4;1;52;9;43
2493;Lagere publ.lichamen;Waterzuivering;1992 4e kwartaal;61;13;48;4;3;1;57;10;48
2494;Lagere publ.lichamen;Waterzuivering;1992;220;47;173;18;14;4;202;33;169
2495;Lagere publ.lichamen;Waterzuivering;1993 1e kwartaal;41;9;32;3;2;0;39;6;32
2496;Lagere publ.lichamen;Waterzuivering;1993 2e kwartaal;49;12;36;4;4;0;44;9;35
2497;Lagere publ.lichamen;Waterzuivering;1993 3e kwartaal;57;13;44;5;4;0;53;9;44
2498;Lagere publ.lichamen;Waterzuivering;1993 4e kwartaal;68;15;54;4;3;1;64;12;52
2499;Lagere publ.lichamen;Waterzuivering;1993;215;49;167;15;13;3;200;36;164
2500;Lagere publ.lichamen;Waterzuivering;1994 1e kwartaal;40;10;29;6;3;3;34;7;26
2501;Lagere publ.lichamen;Waterzuivering;1994 2e kwartaal;52;13;39;4;3;1;48;10;38
2502;Lagere publ.lichamen;Waterzuivering;1994 3e kwartaal;67;15;52;5;4;1;62;11;50
2503;Lagere publ.lichamen;Waterzuivering;1994 4e kwartaal;82;18;65;5;4;1;78;14;64
2504;Lagere publ.lichamen;Waterzuivering;1994;241;56;185;20;14;6;221;42;179
2505;Lagere publ.lichamen;Waterzuivering;1995 1e kwartaal;52;12;40;4;4;1;48;9;39
2506;Lagere publ.lichamen;Waterzuivering;1995 2e kwartaal;66;16;50;4;3;1;62;13;49
2507;Lagere publ.lichamen;Waterzuivering;1995 3e kwartaal;57;12;45;4;3;1;53;9;44
2508;Lagere publ.lichamen;Waterzuivering;1995 4e kwartaal;69;15;54;3;2;1;66;12;54
2509;Lagere publ.lichamen;Waterzuivering;1995;244;54;190;15;12;4;229;43;186
2510;Lagere publ.lichamen;Waterzuivering;1996 1e kwartaal;38;8;30;2;1;0;35;6;29
2511;Lagere publ.lichamen;Waterzuivering;1996 2e kwartaal;54;13;41;5;3;2;49;10;39
2512;Lagere publ.lichamen;Waterzuivering;1996 3e kwartaal;53;10;43;4;3;1;49;7;42
2513;Lagere publ.lichamen;Waterzuivering;1996 4e kwartaal;66;14;53;5;3;1;62;10;51
2514;Lagere publ.lichamen;Waterzuivering;1996;210;44;166;15;10;5;195;34;162
2515;Lagere publ.lichamen;Waterzuivering;1997 1e kwartaal;45;20;26;10;9;1;36;10;25
2516;Lagere publ.lichamen;Waterzuivering;1997 2e kwartaal;51;13;38;5;4;2;45;10;36
2517;Lagere publ.lichamen;Waterzuivering;1997 3e kwartaal;44;15;29;5;4;0;40;11;29
2518;Lagere publ.lichamen;Waterzuivering;1997 4e kwartaal;55;17;39;5;4;0;51;13;38
2519;Lagere publ.lichamen;Waterzuivering;1997;196;64;132;25;21;4;172;44;128
2520;Lagere publ.lichamen;Waterzuivering;1998 1e kwartaal;39;9;31;3;3;0;36;6;30
2521;Lagere publ.lichamen;Waterzuivering;1998 2e kwartaal;40;12;28;4;3;0;36;9;27
2522;Lagere publ.lichamen;Waterzuivering;1998 3e kwartaal;47;12;34;4;3;0;43;10;34
2523;Lagere publ.lichamen;Waterzuivering;1998 4e kwartaal;65;19;46;5;5;1;59;15;45
2524;Lagere publ.lichamen;Waterzuivering;1998;191;52;139;16;14;3;175;39;136
2525;Lagere publ.lichamen;Waterzuivering;1999 1e kwartaal;37;9;28;4;3;0;33;6;27
2526;Lagere publ.lichamen;Waterzuivering;1999 2e kwartaal;47;12;34;5;4;1;41;8;33
2527;Lagere publ.lichamen;Waterzuivering;1999 3e kwartaal;62;13;49;4;3;1;58;10;48
2528;Lagere publ.lichamen;Waterzuivering;1999 4e kwartaal;72;19;53;8;6;2;64;13;50
2529;Lagere publ.lichamen;Waterzuivering;1999;217;53;164;21;16;5;196;37;159
2530;Lagere publ.lichamen;Waterzuivering;2000 1e kwartaal;41;11;30;4;3;1;37;9;29
2531;Lagere publ.lichamen;Waterzuivering;2000 2e kwartaal;49;13;36;6;4;2;43;9;34
2532;Lagere publ.lichamen;Waterzuivering;2000 3e kwartaal;42;13;29;3;3;0;39;10;29
2533;Lagere publ.lichamen;Waterzuivering;2000 4e kwartaal;62;23;39;5;5;0;57;18;39
2534;Lagere publ.lichamen;Waterzuivering;2000;194;59;134;19;14;5;175;45;130
2535;Lagere publ.lichamen;Waterzuivering;2001 1e kwartaal;32;8;23;3;3;0;28;5;23
2536;Lagere publ.lichamen;Waterzuivering;2001 2e kwartaal;59;17;42;3;2;1;56;15;41
2537;Lagere publ.lichamen;Waterzuivering;2001 3e kwartaal;59;12;47;5;2;3;54;10;44
2538;Lagere publ.lichamen;Waterzuivering;2001 4e kwartaal;47;14;33;4;1;2;43;13;30
2539;Lagere publ.lichamen;Waterzuivering;2001;197;51;145;15;8;7;181;43;138
2540;Lagere publ.lichamen;Waterzuivering;2002 1e kwartaal;41;9;31;3;1;2;38;8;30
2541;Lagere publ.lichamen;Waterzuivering;2002 2e kwartaal;39;10;28;2;1;1;36;9;27
2542;Lagere publ.lichamen;Waterzuivering;2002 3e kwartaal;32;12;20;4;3;1;28;9;19
2543;Lagere publ.lichamen;Waterzuivering;2002 4e kwartaal;54;21;32;8;4;4;45;18;28
2544;Lagere publ.lichamen;Waterzuivering;2002;165;53;112;18;9;8;148;44;103
2545;Lagere publ.lichamen;Waterzuivering;2003 1e kwartaal;37;9;28;2;1;1;35;8;27
2546;Lagere publ.lichamen;Waterzuivering;2003 2e kwartaal;34;10;24;5;2;4;29;8;21
2547;Lagere publ.lichamen;Waterzuivering;2003 3e kwartaal;47;18;29;9;5;4;38;13;25
2548;Lagere publ.lichamen;Waterzuivering;2003 4e kwartaal;62;21;41;7;3;4;55;18;38
2549;Lagere publ.lichamen;Waterzuivering;2003;180;58;122;23;11;11;157;47;110
2550;Lagere publ.lichamen;Landinrichting;1989 1e kwartaal;0;0;0;0;0;0;0;0;0
2551;Lagere publ.lichamen;Landinrichting;1989 2e kwartaal;0;0;0;0;0;0;0;0;0
2552;Lagere publ.lichamen;Landinrichting;1989 3e kwartaal;0;0;0;0;0;0;0;0;0
2553;Lagere publ.lichamen;Landinrichting;1989 4e kwartaal;0;0;0;0;0;0;0;0;0
2554;Lagere publ.lichamen;Landinrichting;1989;0;0;0;0;0;0;0;0;0
2555;Lagere publ.lichamen;Landinrichting;1990 1e kwartaal;0;0;0;0;0;0;0;0;0
2556;Lagere publ.lichamen;Landinrichting;1990 2e kwartaal;0;0;0;0;0;0;0;0;0
2557;Lagere publ.lichamen;Landinrichting;1990 3e kwartaal;0;0;0;0;0;0;0;0;0
2558;Lagere publ.lichamen;Landinrichting;1990 4e kwartaal;0;0;0;0;0;0;0;0;0
2559;Lagere publ.lichamen;Landinrichting;1990;0;0;0;0;0;0;0;0;0
2560;Lagere publ.lichamen;Landinrichting;1991 1e kwartaal;0;0;0;0;0;0;0;0;0
2561;Lagere publ.lichamen;Landinrichting;1991 2e kwartaal;0;0;0;0;0;0;0;0;0
2562;Lagere publ.lichamen;Landinrichting;1991 3e kwartaal;0;0;0;0;0;0;0;0;0
2563;Lagere publ.lichamen;Landinrichting;1991 4e kwartaal;0;0;0;0;0;0;0;0;0
2564;Lagere publ.lichamen;Landinrichting;1991;0;0;0;0;0;0;0;0;0
2565;Lagere publ.lichamen;Landinrichting;1992 1e kwartaal;0;0;0;0;0;0;0;0;0
2566;Lagere publ.lichamen;Landinrichting;1992 2e kwartaal;0;0;0;0;0;0;0;0;0
2567;Lagere publ.lichamen;Landinrichting;1992 3e kwartaal;0;0;0;0;0;0;0;0;0
2568;Lagere publ.lichamen;Landinrichting;1992 4e kwartaal;0;0;0;0;0;0;0;0;0
2569;Lagere publ.lichamen;Landinrichting;1992;0;0;0;0;0;0;0;0;0
2570;Lagere publ.lichamen;Landinrichting;1993 1e kwartaal;4;0;4;0;0;0;4;0;4
2571;Lagere publ.lichamen;Landinrichting;1993 2e kwartaal;1;0;1;0;0;0;1;0;1
2572;Lagere publ.lichamen;Landinrichting;1993 3e kwartaal;0;0;0;0;0;0;0;0;0
2573;Lagere publ.lichamen;Landinrichting;1993 4e kwartaal;0;0;0;0;0;0;0;0;0
2574;Lagere publ.lichamen;Landinrichting;1993;6;0;6;0;0;0;6;0;6
2575;Lagere publ.lichamen;Landinrichting;1994 1e kwartaal;0;0;0;0;0;0;0;0;0
2576;Lagere publ.lichamen;Landinrichting;1994 2e kwartaal;0;0;0;0;0;0;0;0;0
2577;Lagere publ.lichamen;Landinrichting;1994 3e kwartaal;0;0;0;0;0;0;0;0;0
2578;Lagere publ.lichamen;Landinrichting;1994 4e kwartaal;0;0;0;0;0;0;0;0;0
2579;Lagere publ.lichamen;Landinrichting;1994;0;0;0;0;0;0;0;0;0
2580;Lagere publ.lichamen;Landinrichting;1995 1e kwartaal;0;0;0;0;0;0;0;0;0
2581;Lagere publ.lichamen;Landinrichting;1995 2e kwartaal;0;0;0;0;0;0;0;0;0
2582;Lagere publ.lichamen;Landinrichting;1995 3e kwartaal;0;0;0;0;0;0;0;0;0
2583;Lagere publ.lichamen;Landinrichting;1995 4e kwartaal;0;0;0;0;0;0;0;0;0
2584;Lagere publ.lichamen;Landinrichting;1995;0;0;0;0;0;0;0;0;0
2585;Lagere publ.lichamen;Landinrichting;1996 1e kwartaal;0;0;0;0;0;0;0;0;0
2586;Lagere publ.lichamen;Landinrichting;1996 2e kwartaal;0;0;0;0;0;0;0;0;0
2587;Lagere publ.lichamen;Landinrichting;1996 3e kwartaal;0;0;0;0;0;0;0;0;0
2588;Lagere publ.lichamen;Landinrichting;1996 4e kwartaal;0;0;0;0;0;0;0;0;0
2589;Lagere publ.lichamen;Landinrichting;1996;1;0;1;0;0;0;1;0;1
2590;Lagere publ.lichamen;Landinrichting;1997 1e kwartaal;0;0;0;0;0;0;0;0;0
2591;Lagere publ.lichamen;Landinrichting;1997 2e kwartaal;0;0;0;0;0;0;0;0;0
2592;Lagere publ.lichamen;Landinrichting;1997 3e kwartaal;0;0;0;0;0;0;0;0;0
2593;Lagere publ.lichamen;Landinrichting;1997 4e kwartaal;0;0;0;0;0;0;0;0;0
2594;Lagere publ.lichamen;Landinrichting;1997;1;0;1;0;0;0;1;0;1
2595;Lagere publ.lichamen;Landinrichting;1998 1e kwartaal;0;0;0;0;0;0;0;0;0
2596;Lagere publ.lichamen;Landinrichting;1998 2e kwartaal;0;0;0;0;0;0;0;0;0
2597;Lagere publ.lichamen;Landinrichting;1998 3e kwartaal;0;0;0;0;0;0;0;0;0
2598;Lagere publ.lichamen;Landinrichting;1998 4e kwartaal;0;0;0;0;0;0;0;0;0
2599;Lagere publ.lichamen;Landinrichting;1998;0;0;0;0;0;0;0;0;0
2600;Lagere publ.lichamen;Landinrichting;1999 1e kwartaal;0;0;0;0;0;0;0;0;0
2601;Lagere publ.lichamen;Landinrichting;1999 2e kwartaal;0;0;0;0;0;0;0;0;0
2602;Lagere publ.lichamen;Landinrichting;1999 3e kwartaal;0;0;0;0;0;0;0;0;0
2603;Lagere publ.lichamen;Landinrichting;1999 4e kwartaal;0;0;0;0;0;0;0;0;0
2604;Lagere publ.lichamen;Landinrichting;1999;0;0;0;0;0;0;0;0;0
2605;Lagere publ.lichamen;Landinrichting;2000 1e kwartaal;0;0;0;0;0;0;0;0;0
