ID;TypeMaatwerkvoorziening;RegioS;Perioden;WmoClienten_1;WmoClientenPer1000Inwoners_2
48;Totaal;Achtkarspelen;1e halfjaar 2020;1775.0;64.0
49;Totaal;Achtkarspelen;2e halfjaar 2020;1770.0;64.0
50;Totaal;Achtkarspelen;2020;1935.0;69.0
51;Totaal;Achtkarspelen;1e halfjaar 2021;1770.0;63.0
52;Totaal;Achtkarspelen;2e halfjaar 2021;1795.0;64.0
53;Totaal;Achtkarspelen;2021;1955.0;70.0
54;Totaal;Achtkarspelen;1e halfjaar 2022;1680.0;60.0
55;Totaal;Achtkarspelen;2e halfjaar 2022;1770.0;63.0
56;Totaal;Achtkarspelen;2022;1905.0;68.0
57;Totaal;Achtkarspelen;1e halfjaar 2023;1680.0;60.0
58;Totaal;Achtkarspelen;2e halfjaar 2023;1695.0;60.0
59;Totaal;Achtkarspelen;2023;1850.0;66.0
60;Totaal;Alblasserdam;1e halfjaar 2019;1195.0;60.0
61;Totaal;Alblasserdam;2e halfjaar 2019;1195.0;60.0
62;Totaal;Alblasserdam;2019;1290.0;64.0
63;Totaal;Alblasserdam;1e halfjaar 2020;1225.0;61.0
64;Totaal;Alblasserdam;2e halfjaar 2020;1260.0;62.0
65;Totaal;Alblasserdam;2020;1340.0;66.0
66;Totaal;Alblasserdam;1e halfjaar 2021;1250.0;62.0
67;Totaal;Alblasserdam;2e halfjaar 2021;1255.0;62.0
68;Totaal;Alblasserdam;2021;1365.0;68.0
69;Totaal;Alblasserdam;1e halfjaar 2022;1240.0;62.0
70;Totaal;Alblasserdam;2e halfjaar 2022;1250.0;62.0
71;Totaal;Alblasserdam;2022;1345.0;67.0
72;Totaal;Alblasserdam;1e halfjaar 2023;1260.0;62.0
73;Totaal;Alblasserdam;2e halfjaar 2023;1270.0;62.0
74;Totaal;Alblasserdam;2023;1350.0;66.0
75;Totaal;Albrandswaard;1e halfjaar 2019;1265.0;50.0
76;Totaal;Albrandswaard;2e halfjaar 2019;1300.0;51.0
77;Totaal;Albrandswaard;2019;1375.0;54.0
78;Totaal;Albrandswaard;1e halfjaar 2020;1330.0;52.0
79;Totaal;Albrandswaard;2e halfjaar 2020;1335.0;52.0
80;Totaal;Albrandswaard;2020;1440.0;56.0
81;Totaal;Albrandswaard;1e halfjaar 2021;1295.0;50.0
82;Totaal;Albrandswaard;2e halfjaar 2021;1305.0;51.0
83;Totaal;Albrandswaard;2021;1400.0;54.0
84;Totaal;Albrandswaard;1e halfjaar 2022;1325.0;51.0
85;Totaal;Albrandswaard;2e halfjaar 2022;1325.0;51.0
86;Totaal;Albrandswaard;2022;1430.0;55.0
87;Totaal;Albrandswaard;1e halfjaar 2023;1330.0;50.0
88;Totaal;Albrandswaard;2e halfjaar 2023;1365.0;52.0
89;Totaal;Albrandswaard;2023;1450.0;55.0
90;Totaal;Alkmaar;1e halfjaar 2019;6615.0;61.0
91;Totaal;Alkmaar;2e halfjaar 2019;6940.0;64.0
92;Totaal;Alkmaar;2019;7340.0;68.0
93;Totaal;Alkmaar;1e halfjaar 2020;7020.0;64.0
94;Totaal;Alkmaar;2e halfjaar 2020;7040.0;64.0
95;Totaal;Alkmaar;2020;7545.0;69.0
96;Totaal;Alkmaar;1e halfjaar 2021;6905.0;63.0
97;Totaal;Alkmaar;2e halfjaar 2021;6765.0;62.0
98;Totaal;Alkmaar;2021;7370.0;67.0
99;Totaal;Alkmaar;1e halfjaar 2022;6685.0;60.0
100;Totaal;Alkmaar;2e halfjaar 2022;6750.0;61.0
101;Totaal;Alkmaar;2022;7230.0;65.0
102;Totaal;Alkmaar;1e halfjaar 2023;6790.0;61.0
103;Totaal;Alkmaar;2e halfjaar 2023;6845.0;61.0
104;Totaal;Alkmaar;2023;7375.0;66.0
105;Totaal;Almelo;1e halfjaar 2019;4490.0;62.0
106;Totaal;Almelo;2e halfjaar 2019;4530.0;62.0
107;Totaal;Almelo;2019;4965.0;68.0
108;Totaal;Almelo;1e halfjaar 2020;5110.0;70.0
109;Totaal;Almelo;2e halfjaar 2020;5250.0;72.0
110;Totaal;Almelo;2020;5660.0;77.0
111;Totaal;Almelo;1e halfjaar 2021;5150.0;70.0
112;Totaal;Almelo;2e halfjaar 2021;5175.0;71.0
113;Totaal;Almelo;2021;5690.0;78.0
114;Totaal;Almelo;1e halfjaar 2022;5110.0;70.0
115;Totaal;Almelo;2e halfjaar 2022;5115.0;70.0
116;Totaal;Almelo;2022;5605.0;77.0
117;Totaal;Almelo;1e halfjaar 2023;5185.0;70.0
118;Totaal;Almelo;2e halfjaar 2023;5215.0;71.0
119;Totaal;Almelo;2023;5695.0;77.0
120;Totaal;Almere;1e halfjaar 2019;10470.0;50.0
121;Totaal;Almere;2e halfjaar 2019;10895.0;52.0
122;Totaal;Almere;2019;11440.0;55.0
123;Totaal;Almere;1e halfjaar 2020;11100.0;52.0
124;Totaal;Almere;2e halfjaar 2020;11340.0;54.0
125;Totaal;Almere;2020;11980.0;57.0
126;Totaal;Almere;1e halfjaar 2021;11100.0;52.0
127;Totaal;Almere;2e halfjaar 2021;11210.0;52.0
128;Totaal;Almere;2021;12045.0;56.0
129;Totaal;Almere;1e halfjaar 2022;11045.0;51.0
130;Totaal;Almere;2e halfjaar 2022;11150.0;51.0
131;Totaal;Almere;2022;11940.0;55.0
132;Totaal;Almere;1e halfjaar 2023;8790.0;39.0
133;Totaal;Almere;2e halfjaar 2023;8800.0;39.0
134;Totaal;Almere;2023;9515.0;43.0
135;Totaal;Alphen aan den Rijn;1e halfjaar 2019;3540.0;32.0
136;Totaal;Alphen aan den Rijn;2e halfjaar 2019;3690.0;33.0
137;Totaal;Alphen aan den Rijn;2019;3965.0;36.0
138;Totaal;Alphen aan den Rijn;1e halfjaar 2020;3695.0;33.0
139;Totaal;Alphen aan den Rijn;2e halfjaar 2020;3780.0;34.0
140;Totaal;Alphen aan den Rijn;2020;4085.0;37.0
141;Totaal;Alphen aan den Rijn;1e halfjaar 2021;3900.0;35.0
142;Totaal;Alphen aan den Rijn;2e halfjaar 2021;4055.0;36.0
143;Totaal;Alphen aan den Rijn;2021;4395.0;39.0
144;Totaal;Alphen aan den Rijn;1e halfjaar 2022;4120.0;36.0
145;Totaal;Alphen aan den Rijn;2e halfjaar 2022;4080.0;36.0
146;Totaal;Alphen aan den Rijn;2022;4500.0;40.0
147;Totaal;Alphen aan den Rijn;1e halfjaar 2023;4000.0;35.0
148;Totaal;Alphen aan den Rijn;2e halfjaar 2023;3950.0;35.0
149;Totaal;Alphen aan den Rijn;2023;4340.0;38.0
150;Totaal;Alphen-Chaam;1e halfjaar 2019;410.0;40.0
151;Totaal;Alphen-Chaam;2e halfjaar 2019;440.0;43.0
152;Totaal;Alphen-Chaam;2019;475.0;47.0
153;Totaal;Alphen-Chaam;1e halfjaar 2020;475.0;47.0
154;Totaal;Alphen-Chaam;2e halfjaar 2020;495.0;49.0
155;Totaal;Alphen-Chaam;2020;540.0;53.0
156;Totaal;Alphen-Chaam;1e halfjaar 2021;505.0;49.0
157;Totaal;Alphen-Chaam;2e halfjaar 2021;515.0;50.0
158;Totaal;Alphen-Chaam;2021;555.0;54.0
159;Totaal;Alphen-Chaam;1e halfjaar 2022;535.0;51.0
160;Totaal;Alphen-Chaam;2e halfjaar 2022;550.0;53.0
161;Totaal;Alphen-Chaam;2022;595.0;57.0
162;Totaal;Alphen-Chaam;1e halfjaar 2023;555.0;53.0
163;Totaal;Alphen-Chaam;2e halfjaar 2023;555.0;53.0
164;Totaal;Alphen-Chaam;2023;610.0;58.0
165;Totaal;Altena;1e halfjaar 2019;2660.0;48.0
166;Totaal;Altena;2e halfjaar 2019;2845.0;51.0
167;Totaal;Altena;2019;2995.0;54.0
168;Totaal;Altena;1e halfjaar 2020;2995.0;54.0
169;Totaal;Altena;2e halfjaar 2020;3085.0;55.0
170;Totaal;Altena;2020;3290.0;59.0
171;Totaal;Altena;1e halfjaar 2021;3065.0;54.0
172;Totaal;Altena;2e halfjaar 2021;3130.0;56.0
173;Totaal;Altena;2021;3355.0;60.0
174;Totaal;Altena;1e halfjaar 2022;3195.0;56.0
175;Totaal;Altena;2e halfjaar 2022;3220.0;56.0
176;Totaal;Altena;2022;3435.0;60.0
177;Totaal;Altena;1e halfjaar 2023;3255.0;56.0
178;Totaal;Altena;2e halfjaar 2023;3230.0;56.0
179;Totaal;Altena;2023;3490.0;60.0
180;Totaal;Ameland;1e halfjaar 2019;180.0;49.0
181;Totaal;Ameland;2e halfjaar 2019;195.0;53.0
182;Totaal;Ameland;2019;200.0;54.0
183;Totaal;Ameland;1e halfjaar 2020;215.0;58.0
184;Totaal;Ameland;2e halfjaar 2020;220.0;59.0
185;Totaal;Ameland;2020;235.0;63.0
186;Totaal;Ameland;1e halfjaar 2021;225.0;60.0
187;Totaal;Ameland;2e halfjaar 2021;225.0;60.0
188;Totaal;Ameland;2021;240.0;64.0
189;Totaal;Ameland;1e halfjaar 2022;230.0;61.0
190;Totaal;Ameland;2e halfjaar 2022;250.0;67.0
191;Totaal;Ameland;2022;255.0;68.0
192;Totaal;Ameland;1e halfjaar 2023;225.0;59.0
193;Totaal;Ameland;2e halfjaar 2023;240.0;63.0
194;Totaal;Ameland;2023;250.0;65.0
195;Totaal;Amersfoort;1e halfjaar 2019;9145.0;59.0
196;Totaal;Amersfoort;2e halfjaar 2019;9330.0;60.0
197;Totaal;Amersfoort;2019;10190.0;65.0
198;Totaal;Amersfoort;1e halfjaar 2020;9405.0;60.0
199;Totaal;Amersfoort;2e halfjaar 2020;9510.0;60.0
200;Totaal;Amersfoort;2020;10395.0;66.0
201;Totaal;Amersfoort;1e halfjaar 2021;9225.0;59.0
202;Totaal;Amersfoort;2e halfjaar 2021;9220.0;59.0
203;Totaal;Amersfoort;2021;10200.0;65.0
204;Totaal;Amersfoort;1e halfjaar 2022;9205.0;58.0
205;Totaal;Amersfoort;2e halfjaar 2022;9210.0;58.0
206;Totaal;Amersfoort;2022;10180.0;64.0
207;Totaal;Amersfoort;1e halfjaar 2023;9090.0;57.0
208;Totaal;Amersfoort;2e halfjaar 2023;9200.0;57.0
209;Totaal;Amersfoort;2023;10060.0;63.0
210;Totaal;Amstelveen;1e halfjaar 2019;;
211;Totaal;Amstelveen;2e halfjaar 2019;;
212;Totaal;Amstelveen;2019;;
213;Totaal;Amstelveen;1e halfjaar 2020;;
214;Totaal;Amstelveen;2e halfjaar 2020;;
215;Totaal;Amstelveen;2020;;
216;Totaal;Amstelveen;1e halfjaar 2021;;
217;Totaal;Amstelveen;2e halfjaar 2021;;
218;Totaal;Amstelveen;2021;;
219;Totaal;Amstelveen;1e halfjaar 2022;;
220;Totaal;Amstelveen;2e halfjaar 2022;;
221;Totaal;Amstelveen;2022;;
222;Totaal;Amstelveen;1e halfjaar 2023;5005.0;53.0
223;Totaal;Amstelveen;2e halfjaar 2023;4545.0;48.0
224;Totaal;Amstelveen;2023;5010.0;53.0
225;Totaal;Amsterdam;1e halfjaar 2019;66030.0;77.0
226;Totaal;Amsterdam;2e halfjaar 2019;66495.0;77.0
227;Totaal;Amsterdam;2019;70295.0;81.0
228;Totaal;Amsterdam;1e halfjaar 2020;66765.0;76.0
229;Totaal;Amsterdam;2e halfjaar 2020;66960.0;77.0
230;Totaal;Amsterdam;2020;70580.0;81.0
231;Totaal;Amsterdam;1e halfjaar 2021;66635.0;76.0
232;Totaal;Amsterdam;2e halfjaar 2021;;
233;Totaal;Amsterdam;2021;;
234;Totaal;Amsterdam;1e halfjaar 2022;64675.0;73.0
235;Totaal;Amsterdam;2e halfjaar 2022;64455.0;73.0
236;Totaal;Amsterdam;2022;68325.0;77.0
237;Totaal;Amsterdam;1e halfjaar 2023;63655.0;69.0
238;Totaal;Amsterdam;2e halfjaar 2023;63625.0;69.0
239;Totaal;Amsterdam;2023;67060.0;73.0
240;Totaal;Apeldoorn;1e halfjaar 2019;11475.0;71.0
241;Totaal;Apeldoorn;2e halfjaar 2019;11890.0;73.0
242;Totaal;Apeldoorn;2019;12650.0;78.0
243;Totaal;Apeldoorn;1e halfjaar 2020;11945.0;73.0
244;Totaal;Apeldoorn;2e halfjaar 2020;11950.0;73.0
245;Totaal;Apeldoorn;2020;12870.0;79.0
246;Totaal;Apeldoorn;1e halfjaar 2021;11885.0;72.0
247;Totaal;Apeldoorn;2e halfjaar 2021;12095.0;73.0
248;Totaal;Apeldoorn;2021;13005.0;79.0
249;Totaal;Apeldoorn;1e halfjaar 2022;12310.0;74.0
250;Totaal;Apeldoorn;2e halfjaar 2022;12575.0;76.0
251;Totaal;Apeldoorn;2022;13505.0;82.0
252;Totaal;Apeldoorn;1e halfjaar 2023;12470.0;75.0
253;Totaal;Apeldoorn;2e halfjaar 2023;12870.0;77.0
254;Totaal;Apeldoorn;2023;13820.0;83.0
255;Totaal;Appingedam;1e halfjaar 2019;650.0;55.0
256;Totaal;Appingedam;2e halfjaar 2019;;
257;Totaal;Appingedam;2019;;
258;Totaal;Appingedam;1e halfjaar 2020;845.0;73.0
259;Totaal;Appingedam;2e halfjaar 2020;850.0;73.0
260;Totaal;Appingedam;2020;935.0;80.0
261;Totaal;Appingedam;1e halfjaar 2021;;
262;Totaal;Appingedam;2e halfjaar 2021;;
263;Totaal;Appingedam;2021;;
264;Totaal;Appingedam;1e halfjaar 2022;;
265;Totaal;Appingedam;2e halfjaar 2022;;
266;Totaal;Appingedam;2022;;
267;Totaal;Appingedam;1e halfjaar 2023;;
268;Totaal;Appingedam;2e halfjaar 2023;;
269;Totaal;Appingedam;2023;;
270;Totaal;Arnhem;1e halfjaar 2019;10635.0;67.0
271;Totaal;Arnhem;2e halfjaar 2019;11530.0;72.0
272;Totaal;Arnhem;2019;12375.0;78.0
273;Totaal;Arnhem;1e halfjaar 2020;11865.0;74.0
274;Totaal;Arnhem;2e halfjaar 2020;12210.0;76.0
275;Totaal;Arnhem;2020;13285.0;82.0
276;Totaal;Arnhem;1e halfjaar 2021;12225.0;75.0
277;Totaal;Arnhem;2e halfjaar 2021;12565.0;77.0
278;Totaal;Arnhem;2021;13565.0;84.0
279;Totaal;Arnhem;1e halfjaar 2022;12120.0;74.0
280;Totaal;Arnhem;2e halfjaar 2022;12475.0;76.0
281;Totaal;Arnhem;2022;13435.0;82.0
282;Totaal;Arnhem;1e halfjaar 2023;12315.0;74.0
283;Totaal;Arnhem;2e halfjaar 2023;12430.0;75.0
284;Totaal;Arnhem;2023;13345.0;81.0
285;Totaal;Assen;1e halfjaar 2019;5795.0;85.0
286;Totaal;Assen;2e halfjaar 2019;5855.0;86.0
287;Totaal;Assen;2019;6245.0;92.0
288;Totaal;Assen;1e halfjaar 2020;5885.0;86.0
289;Totaal;Assen;2e halfjaar 2020;5950.0;87.0
290;Totaal;Assen;2020;6325.0;92.0
291;Totaal;Assen;1e halfjaar 2021;5650.0;82.0
292;Totaal;Assen;2e halfjaar 2021;5555.0;81.0
293;Totaal;Assen;2021;6130.0;89.0
294;Totaal;Assen;1e halfjaar 2022;5490.0;80.0
295;Totaal;Assen;2e halfjaar 2022;5440.0;79.0
296;Totaal;Assen;2022;5895.0;85.0
297;Totaal;Assen;1e halfjaar 2023;5460.0;79.0
298;Totaal;Assen;2e halfjaar 2023;5435.0;78.0
299;Totaal;Assen;2023;5885.0;85.0
300;Totaal;Asten;1e halfjaar 2019;1020.0;61.0
301;Totaal;Asten;2e halfjaar 2019;1035.0;62.0
302;Totaal;Asten;2019;1110.0;66.0
303;Totaal;Asten;1e halfjaar 2020;1000.0;60.0
304;Totaal;Asten;2e halfjaar 2020;980.0;59.0
305;Totaal;Asten;2020;1080.0;65.0
306;Totaal;Asten;1e halfjaar 2021;990.0;59.0
307;Totaal;Asten;2e halfjaar 2021;1040.0;62.0
308;Totaal;Asten;2021;1105.0;66.0
309;Totaal;Asten;1e halfjaar 2022;1040.0;61.0
310;Totaal;Asten;2e halfjaar 2022;1060.0;62.0
311;Totaal;Asten;2022;1140.0;67.0
312;Totaal;Asten;1e halfjaar 2023;1080.0;63.0
313;Totaal;Asten;2e halfjaar 2023;1080.0;63.0
314;Totaal;Asten;2023;1170.0;68.0
315;Totaal;Baarle-Nassau;1e halfjaar 2019;395.0;58.0
316;Totaal;Baarle-Nassau;2e halfjaar 2019;430.0;63.0
317;Totaal;Baarle-Nassau;2019;460.0;67.0
318;Totaal;Baarle-Nassau;1e halfjaar 2020;450.0;66.0
319;Totaal;Baarle-Nassau;2e halfjaar 2020;470.0;69.0
320;Totaal;Baarle-Nassau;2020;510.0;74.0
321;Totaal;Baarle-Nassau;1e halfjaar 2021;475.0;69.0
322;Totaal;Baarle-Nassau;2e halfjaar 2021;475.0;69.0
323;Totaal;Baarle-Nassau;2021;520.0;75.0
324;Totaal;Baarle-Nassau;1e halfjaar 2022;470.0;68.0
325;Totaal;Baarle-Nassau;2e halfjaar 2022;475.0;69.0
326;Totaal;Baarle-Nassau;2022;520.0;75.0
327;Totaal;Baarle-Nassau;1e halfjaar 2023;470.0;66.0
328;Totaal;Baarle-Nassau;2e halfjaar 2023;495.0;70.0
329;Totaal;Baarle-Nassau;2023;540.0;76.0
330;Totaal;Baarn;1e halfjaar 2019;1635.0;66.0
331;Totaal;Baarn;2e halfjaar 2019;1560.0;63.0
332;Totaal;Baarn;2019;1670.0;67.0
333;Totaal;Baarn;1e halfjaar 2020;1870.0;75.0
334;Totaal;Baarn;2e halfjaar 2020;1885.0;76.0
335;Totaal;Baarn;2020;2030.0;82.0
336;Totaal;Baarn;1e halfjaar 2021;1870.0;75.0
337;Totaal;Baarn;2e halfjaar 2021;1905.0;77.0
338;Totaal;Baarn;2021;2035.0;82.0
339;Totaal;Baarn;1e halfjaar 2022;1875.0;75.0
340;Totaal;Baarn;2e halfjaar 2022;1875.0;75.0
341;Totaal;Baarn;2022;2030.0;82.0
342;Totaal;Baarn;1e halfjaar 2023;1875.0;75.0
343;Totaal;Baarn;2e halfjaar 2023;1915.0;77.0
344;Totaal;Baarn;2023;2035.0;81.0
345;Totaal;Barendrecht;1e halfjaar 2019;2460.0;51.0
346;Totaal;Barendrecht;2e halfjaar 2019;2500.0;51.0
347;Totaal;Barendrecht;2019;2670.0;55.0
348;Totaal;Barendrecht;1e halfjaar 2020;2555.0;52.0
349;Totaal;Barendrecht;2e halfjaar 2020;2595.0;53.0
350;Totaal;Barendrecht;2020;2735.0;56.0
351;Totaal;Barendrecht;1e halfjaar 2021;2535.0;52.0
352;Totaal;Barendrecht;2e halfjaar 2021;2585.0;53.0
353;Totaal;Barendrecht;2021;2735.0;56.0
354;Totaal;Barendrecht;1e halfjaar 2022;2655.0;55.0
355;Totaal;Barendrecht;2e halfjaar 2022;2690.0;55.0
356;Totaal;Barendrecht;2022;2825.0;58.0
357;Totaal;Barendrecht;1e halfjaar 2023;2665.0;55.0
358;Totaal;Barendrecht;2e halfjaar 2023;2695.0;55.0
359;Totaal;Barendrecht;2023;2880.0;59.0
360;Totaal;Barneveld;1e halfjaar 2019;2010.0;35.0
361;Totaal;Barneveld;2e halfjaar 2019;2350.0;41.0
362;Totaal;Barneveld;2019;2520.0;43.0
363;Totaal;Barneveld;1e halfjaar 2020;2435.0;41.0
364;Totaal;Barneveld;2e halfjaar 2020;2465.0;42.0
365;Totaal;Barneveld;2020;2645.0;45.0
366;Totaal;Barneveld;1e halfjaar 2021;2435.0;41.0
367;Totaal;Barneveld;2e halfjaar 2021;2470.0;41.0
368;Totaal;Barneveld;2021;2685.0;45.0
369;Totaal;Barneveld;1e halfjaar 2022;2555.0;42.0
370;Totaal;Barneveld;2e halfjaar 2022;2575.0;43.0
371;Totaal;Barneveld;2022;2780.0;46.0
372;Totaal;Barneveld;1e halfjaar 2023;2595.0;42.0
373;Totaal;Barneveld;2e halfjaar 2023;2630.0;43.0
374;Totaal;Barneveld;2023;2820.0;46.0
375;Totaal;Beek (L.);1e halfjaar 2019;1065.0;67.0
376;Totaal;Beek (L.);2e halfjaar 2019;1075.0;67.0
377;Totaal;Beek (L.);2019;1170.0;73.0
378;Totaal;Beek (L.);1e halfjaar 2020;1075.0;68.0
379;Totaal;Beek (L.);2e halfjaar 2020;1070.0;67.0
380;Totaal;Beek (L.);2020;1175.0;74.0
381;Totaal;Beek (L.);1e halfjaar 2021;1080.0;68.0
382;Totaal;Beek (L.);2e halfjaar 2021;1100.0;69.0
383;Totaal;Beek (L.);2021;1185.0;75.0
384;Totaal;Beek (L.);1e halfjaar 2022;1055.0;67.0
385;Totaal;Beek (L.);2e halfjaar 2022;1045.0;66.0
386;Totaal;Beek (L.);2022;1150.0;73.0
387;Totaal;Beek (L.);1e halfjaar 2023;1065.0;66.0
388;Totaal;Beek (L.);2e halfjaar 2023;1065.0;66.0
389;Totaal;Beek (L.);2023;1170.0;73.0
390;Totaal;Beekdaelen;1e halfjaar 2019;;
391;Totaal;Beekdaelen;2e halfjaar 2019;;
392;Totaal;Beekdaelen;2019;;
393;Totaal;Beekdaelen;1e halfjaar 2020;2285.0;64.0
394;Totaal;Beekdaelen;2e halfjaar 2020;2300.0;64.0
395;Totaal;Beekdaelen;2020;2500.0;70.0
396;Totaal;Beekdaelen;1e halfjaar 2021;2315.0;64.0
397;Totaal;Beekdaelen;2e halfjaar 2021;2365.0;66.0
398;Totaal;Beekdaelen;2021;2575.0;71.0
399;Totaal;Beekdaelen;1e halfjaar 2022;2390.0;67.0
400;Totaal;Beekdaelen;2e halfjaar 2022;2445.0;68.0
401;Totaal;Beekdaelen;2022;2635.0;73.0
402;Totaal;Beekdaelen;1e halfjaar 2023;2495.0;69.0
403;Totaal;Beekdaelen;2e halfjaar 2023;2515.0;70.0
404;Totaal;Beekdaelen;2023;2725.0;76.0
405;Totaal;Beemster;1e halfjaar 2019;530.0;54.0
406;Totaal;Beemster;2e halfjaar 2019;535.0;55.0
407;Totaal;Beemster;2019;575.0;59.0
408;Totaal;Beemster;1e halfjaar 2020;560.0;56.0
409;Totaal;Beemster;2e halfjaar 2020;575.0;57.0
410;Totaal;Beemster;2020;610.0;61.0
411;Totaal;Beemster;1e halfjaar 2021;565.0;56.0
412;Totaal;Beemster;2e halfjaar 2021;560.0;55.0
413;Totaal;Beemster;2021;605.0;60.0
414;Totaal;Beemster;1e halfjaar 2022;;
415;Totaal;Beemster;2e halfjaar 2022;;
416;Totaal;Beemster;2022;;
417;Totaal;Beemster;1e halfjaar 2023;;
418;Totaal;Beemster;2e halfjaar 2023;;
419;Totaal;Beemster;2023;;
420;Totaal;Beesel;1e halfjaar 2019;620.0;46.0
421;Totaal;Beesel;2e halfjaar 2019;685.0;51.0
422;Totaal;Beesel;2019;740.0;55.0
423;Totaal;Beesel;1e halfjaar 2020;665.0;49.0
424;Totaal;Beesel;2e halfjaar 2020;;
425;Totaal;Beesel;2020;;
426;Totaal;Beesel;1e halfjaar 2021;970.0;72.0
427;Totaal;Beesel;2e halfjaar 2021;960.0;71.0
428;Totaal;Beesel;2021;1060.0;79.0
429;Totaal;Beesel;1e halfjaar 2022;965.0;72.0
430;Totaal;Beesel;2e halfjaar 2022;975.0;73.0
431;Totaal;Beesel;2022;1045.0;78.0
432;Totaal;Beesel;1e halfjaar 2023;925.0;69.0
433;Totaal;Beesel;2e halfjaar 2023;945.0;70.0
434;Totaal;Beesel;2023;1015.0;75.0
435;Totaal;Berg en Dal;1e halfjaar 2019;2220.0;64.0
436;Totaal;Berg en Dal;2e halfjaar 2019;2320.0;67.0
437;Totaal;Berg en Dal;2019;2560.0;74.0
438;Totaal;Berg en Dal;1e halfjaar 2020;2380.0;68.0
439;Totaal;Berg en Dal;2e halfjaar 2020;2450.0;70.0
440;Totaal;Berg en Dal;2020;2650.0;76.0
441;Totaal;Berg en Dal;1e halfjaar 2021;2445.0;70.0
442;Totaal;Berg en Dal;2e halfjaar 2021;2465.0;70.0
443;Totaal;Berg en Dal;2021;2700.0;77.0
444;Totaal;Berg en Dal;1e halfjaar 2022;2460.0;70.0
445;Totaal;Berg en Dal;2e halfjaar 2022;2480.0;71.0
446;Totaal;Berg en Dal;2022;2720.0;78.0
447;Totaal;Berg en Dal;1e halfjaar 2023;2555.0;72.0
448;Totaal;Berg en Dal;2e halfjaar 2023;2565.0;72.0
449;Totaal;Berg en Dal;2023;2800.0;79.0
450;Totaal;Bergeijk;1e halfjaar 2019;915.0;49.0
451;Totaal;Bergeijk;2e halfjaar 2019;1000.0;54.0
452;Totaal;Bergeijk;2019;1055.0;57.0
453;Totaal;Bergeijk;1e halfjaar 2020;1020.0;55.0
454;Totaal;Bergeijk;2e halfjaar 2020;1065.0;57.0
455;Totaal;Bergeijk;2020;1140.0;61.0
456;Totaal;Bergeijk;1e halfjaar 2021;1050.0;56.0
457;Totaal;Bergeijk;2e halfjaar 2021;1130.0;60.0
458;Totaal;Bergeijk;2021;1200.0;64.0
