ID;Contouren;RegioS;Perioden;AantalInwoners_1;ToenameInwonersTOVHetJaar2000_2;AantalWoningen_3;ToenameWoningenTOVHetJaar2000_4
43;1;Gelderland (PV);2006;1651705;5274.0;692710;16933.0
44;1;Utrecht (PV);2000;1047647;;433997;
45;1;Utrecht (PV);2002;1053329;5682.0;440297;6300.0
46;1;Utrecht (PV);2004;1059588;11941.0;443609;9612.0
47;1;Utrecht (PV);2006;1057443;9796.0;446662;12665.0
48;1;Noord-Holland (PV);2000;2414414;;1099365;
49;1;Noord-Holland (PV);2002;2429689;15275.0;1110940;11575.0
50;1;Noord-Holland (PV);2004;2428769;14355.0;1121772;22407.0
51;1;Noord-Holland (PV);2006;2418666;4252.0;1127552;28187.0
52;1;Zuid-Holland (PV);2000;3225525;;1425919;
53;1;Zuid-Holland (PV);2002;3243198;17673.0;1439477;13558.0
54;1;Zuid-Holland (PV);2004;3223507;-2018.0;1443494;17575.0
55;1;Zuid-Holland (PV);2006;3184318;-41207.0;1445656;19737.0
56;1;Zeeland (PV);2000;327626;;145518;
57;1;Zeeland (PV);2002;328564;938.0;146219;701.0
58;1;Zeeland (PV);2004;326794;-832.0;146435;917.0
59;1;Zeeland (PV);2006;324533;-3093.0;147851;2333.0
60;1;Noord-Brabant (PV);2000;2128414;;879165;
61;1;Noord-Brabant (PV);2002;2145599;17185.0;891949;12784.0
62;1;Noord-Brabant (PV);2004;2145539;17125.0;898198;19033.0
63;1;Noord-Brabant (PV);2006;2137726;9312.0;907049;27884.0
64;1;Limburg (PV);2000;1034852;;440790;
65;1;Limburg (PV);2002;1030672;-4180.0;445304;4514.0
66;1;Limburg (PV);2004;1021535;-13317.0;448103;7313.0
67;1;Limburg (PV);2006;1009247;-25605.0;451210;10420.0
68;1;Oost-Groningen (CR);2000;129942;;56210;
69;1;Oost-Groningen (CR);2002;130877;935.0;56436;226.0
70;1;Oost-Groningen (CR);2004;130066;124.0;56724;514.0
71;1;Oost-Groningen (CR);2006;129194;-748.0;56785;575.0
72;1;Delfzijl en omgeving (CR);2000;45981;;20524;
73;1;Delfzijl en omgeving (CR);2002;45942;-39.0;20649;125.0
74;1;Delfzijl en omgeving (CR);2004;45504;-477.0;20368;-156.0
75;1;Delfzijl en omgeving (CR);2006;44325;-1656.0;19872;-652.0
76;1;Overig Groningen (CR);2000;319969;;157538;
77;1;Overig Groningen (CR);2002;321842;1873.0;158093;555.0
78;1;Overig Groningen (CR);2004;321527;1558.0;158809;1271.0
79;1;Overig Groningen (CR);2006;321283;1314.0;159965;2427.0
80;1;Noord-Friesland (CR);2000;277787;;120253;
81;1;Noord-Friesland (CR);2002;278479;692.0;121159;906.0
82;1;Noord-Friesland (CR);2004;276829;-958.0;121156;903.0
83;1;Noord-Friesland (CR);2006;273969;-3818.0;122026;1773.0
84;1;Zuidwest-Friesland (CR);2000;86820;;37466;
85;1;Zuidwest-Friesland (CR);2002;87489;669.0;37837;371.0
86;1;Zuidwest-Friesland (CR);2004;86342;-478.0;37702;236.0
87;1;Zuidwest-Friesland (CR);2006;85563;-1257.0;37691;225.0
88;1;Zuidoost-Friesland (CR);2000;158345;;67785;
89;1;Zuidoost-Friesland (CR);2002;160185;1840.0;68600;815.0
90;1;Zuidoost-Friesland (CR);2004;159749;1404.0;69133;1348.0
91;1;Zuidoost-Friesland (CR);2006;158020;-325.0;69760;1975.0
92;1;Noord-Drenthe (CR);2000;147130;;62208;
93;1;Noord-Drenthe (CR);2002;148188;1058.0;62761;553.0
94;1;Noord-Drenthe (CR);2004;147500;370.0;63329;1121.0
95;1;Noord-Drenthe (CR);2006;146439;-691.0;63830;1622.0
96;1;Zuidoost-Drenthe (CR);2000;139662;;58987;
97;1;Zuidoost-Drenthe (CR);2002;141255;1593.0;59884;897.0
98;1;Zuidoost-Drenthe (CR);2004;139887;225.0;59909;922.0
99;1;Zuidoost-Drenthe (CR);2006;138739;-923.0;60173;1186.0
100;1;Zuidwest-Drenthe (CR);2000;100953;;42429;
101;1;Zuidwest-Drenthe (CR);2002;100956;3.0;42607;178.0
102;1;Zuidwest-Drenthe (CR);2004;100905;-48.0;42673;244.0
103;1;Zuidwest-Drenthe (CR);2006;100072;-881.0;43234;805.0
104;1;Noord-Overijssel (CR);2000;274115;;111585;
105;1;Noord-Overijssel (CR);2002;276834;2719.0;113250;1665.0
106;1;Noord-Overijssel (CR);2004;276249;2134.0;113423;1838.0
107;1;Noord-Overijssel (CR);2006;273276;-839.0;114241;2656.0
108;1;Zuidwest-Overijssel (CR);2000;123311;;51505;
109;1;Zuidwest-Overijssel (CR);2002;123737;426.0;51849;344.0
110;1;Zuidwest-Overijssel (CR);2004;124195;884.0;52263;758.0
111;1;Zuidwest-Overijssel (CR);2006;123735;424.0;52833;1328.0
112;1;Twente (CR);2000;532479;;219990;
113;1;Twente (CR);2002;536288;3809.0;222252;2262.0
114;1;Twente (CR);2004;534230;1751.0;223127;3137.0
115;1;Twente (CR);2006;530199;-2280.0;224913;4923.0
116;1;Veluwe (CR);2000;523678;;208109;
117;1;Veluwe (CR);2002;525765;2087.0;210295;2186.0
118;1;Veluwe (CR);2004;527518;3840.0;212202;4093.0
119;1;Veluwe (CR);2006;524785;1107.0;213656;5547.0
120;1;Achterhoek (CR);2000;315271;;128640;
121;1;Achterhoek (CR);2002;318363;3092.0;130081;1441.0
122;1;Achterhoek (CR);2004;317289;2018.0;130891;2251.0
123;1;Achterhoek (CR);2006;315210;-61.0;132062;3422.0
124;1;Arnhem/Nijmegen (CR);2000;629339;;270739;
125;1;Arnhem/Nijmegen (CR);2002;635322;5983.0;273677;2938.0
126;1;Arnhem/Nijmegen (CR);2004;637388;8049.0;274694;3955.0
127;1;Arnhem/Nijmegen (CR);2006;631890;2551.0;276600;5861.0
128;1;Zuidwest-Gelderland (CR);2000;178143;;68289;
129;1;Zuidwest-Gelderland (CR);2002;181604;3461.0;69720;1431.0
130;1;Zuidwest-Gelderland (CR);2004;181399;3256.0;69885;1596.0
131;1;Zuidwest-Gelderland (CR);2006;179820;1677.0;70392;2103.0
132;1;Utrecht (CR);2000;1047647;;433997;
133;1;Utrecht (CR);2002;1053329;5682.0;440297;6300.0
134;1;Utrecht (CR);2004;1059588;11941.0;443609;9612.0
135;1;Utrecht (CR);2006;1057443;9796.0;446662;12665.0
136;1;Kop van Noord-Holland (CR);2000;305422;;125625;
137;1;Kop van Noord-Holland (CR);2002;308546;3124.0;127564;1939.0
138;1;Kop van Noord-Holland (CR);2004;308317;2895.0;128860;3235.0
139;1;Kop van Noord-Holland (CR);2006;305880;458.0;130161;4536.0
140;1;Alkmaar en omgeving (CR);2000;207813;;86285;
141;1;Alkmaar en omgeving (CR);2002;208208;395.0;87093;808.0
142;1;Alkmaar en omgeving (CR);2004;206679;-1134.0;88048;1763.0
143;1;Alkmaar en omgeving (CR);2006;205201;-2612.0;88800;2515.0
144;1;IJmond (CR);2000;177139;;74783;
145;1;IJmond (CR);2002;179598;2459.0;75727;944.0
146;1;IJmond (CR);2004;178352;1213.0;76319;1536.0
147;1;IJmond (CR);2006;175012;-2127.0;76037;1254.0
148;1;Agglomeratie Haarlem (CR);2000;212712;;97935;
149;1;Agglomeratie Haarlem (CR);2002;213440;728.0;98526;591.0
150;1;Agglomeratie Haarlem (CR);2004;212841;129.0;98635;700.0
151;1;Agglomeratie Haarlem (CR);2006;212034;-678.0;98938;1003.0
152;1;Zaanstreek (CR);2000;147313;;61595;
153;1;Zaanstreek (CR);2002;147230;-83.0;61971;376.0
154;1;Zaanstreek (CR);2004;146648;-665.0;62738;1143.0
155;1;Zaanstreek (CR);2006;145286;-2027.0;62747;1152.0
156;1;Groot-Amsterdam (CR);2000;1132567;;552044;
157;1;Groot-Amsterdam (CR);2002;1141043;8476.0;557939;5895.0
158;1;Groot-Amsterdam (CR);2004;1144372;11805.0;564590;12546.0
159;1;Groot-Amsterdam (CR);2006;1144033;11466.0;567844;15800.0
160;1;Het Gooi en Vechtstreek (CR);2000;231448;;101098;
161;1;Het Gooi en Vechtstreek (CR);2002;231624;176.0;102120;1022.0
162;1;Het Gooi en Vechtstreek (CR);2004;231560;112.0;102582;1484.0
163;1;Het Gooi en Vechtstreek (CR);2006;231220;-228.0;103025;1927.0
164;1;Agglom. Leiden en Bollenstreek (CR);2000;367149;;154121;
165;1;Agglom. Leiden en Bollenstreek (CR);2002;368866;1717.0;155911;1790.0
166;1;Agglom. Leiden en Bollenstreek (CR);2004;368845;1696.0;156909;2788.0
167;1;Agglom. Leiden en Bollenstreek (CR);2006;365783;-1366.0;157858;3737.0
168;1;Agglomeratie 's-Gravenhage (CR);2000;726170;;343362;
169;1;Agglomeratie 's-Gravenhage (CR);2002;728358;2188.0;346077;2715.0
170;1;Agglomeratie 's-Gravenhage (CR);2004;719651;-6519.0;347678;4316.0
171;1;Agglomeratie 's-Gravenhage (CR);2006;713871;-12299.0;348226;4864.0
172;1;Delft en Westland (CR);2000;189756;;83117;
173;1;Delft en Westland (CR);2002;190936;1180.0;84000;883.0
174;1;Delft en Westland (CR);2004;188792;-964.0;84457;1340.0
175;1;Delft en Westland (CR);2006;186943;-2813.0;84727;1610.0
176;1;Oost-Zuid-Holland (CR);2000;289990;;113978;
177;1;Oost-Zuid-Holland (CR);2002;290460;470.0;114857;879.0
178;1;Oost-Zuid-Holland (CR);2004;289120;-870.0;115373;1395.0
179;1;Oost-Zuid-Holland (CR);2006;287320;-2670.0;116139;2161.0
180;1;Groot-Rijnmond (CR);2000;1285268;;579621;
181;1;Groot-Rijnmond (CR);2002;1296316;11048.0;585707;6086.0
182;1;Groot-Rijnmond (CR);2004;1289700;4432.0;585635;6014.0
183;1;Groot-Rijnmond (CR);2006;1267112;-18156.0;584189;4568.0
184;1;Zuidoost-Zuid-Holland (CR);2000;367192;;151720;
185;1;Zuidoost-Zuid-Holland (CR);2002;368262;1070.0;152925;1205.0
186;1;Zuidoost-Zuid-Holland (CR);2004;367399;207.0;153442;1722.0
187;1;Zuidoost-Zuid-Holland (CR);2006;363289;-3903.0;154517;2797.0
188;1;Zeeuwsch-Vlaanderen (CR);2000;91076;;42764;
189;1;Zeeuwsch-Vlaanderen (CR);2002;91048;-28.0;42815;51.0
190;1;Zeeuwsch-Vlaanderen (CR);2004;90440;-636.0;42861;97.0
191;1;Zeeuwsch-Vlaanderen (CR);2006;89651;-1425.0;43235;471.0
192;1;Overig Zeeland (CR);2000;236550;;102754;
193;1;Overig Zeeland (CR);2002;237516;966.0;103404;650.0
194;1;Overig Zeeland (CR);2004;236354;-196.0;103574;820.0
195;1;Overig Zeeland (CR);2006;234882;-1668.0;104616;1862.0
196;1;West-Noord-Brabant (CR);2000;540060;;225897;
197;1;West-Noord-Brabant (CR);2002;544451;4391.0;229029;3132.0
198;1;West-Noord-Brabant (CR);2004;545847;5787.0;230362;4465.0
199;1;West-Noord-Brabant (CR);2006;545263;5203.0;233144;7247.0
200;1;Midden-Noord-Brabant (CR);2000;401628;;163978;
201;1;Midden-Noord-Brabant (CR);2002;405636;4008.0;166351;2373.0
202;1;Midden-Noord-Brabant (CR);2004;406375;4747.0;167503;3525.0
203;1;Midden-Noord-Brabant (CR);2006;404635;3007.0;169398;5420.0
204;1;Noordoost-Noord-Brabant (CR);2000;536287;;213983;
205;1;Noordoost-Noord-Brabant (CR);2002;541537;5250.0;217297;3314.0
206;1;Noordoost-Noord-Brabant (CR);2004;540524;4237.0;219171;5188.0
207;1;Noordoost-Noord-Brabant (CR);2006;538131;1844.0;220814;6831.0
208;1;Zuidoost-Noord-Brabant (CR);2000;650439;;275307;
209;1;Zuidoost-Noord-Brabant (CR);2002;653975;3536.0;279272;3965.0
210;1;Zuidoost-Noord-Brabant (CR);2004;652793;2354.0;281162;5855.0
211;1;Zuidoost-Noord-Brabant (CR);2006;649697;-742.0;283693;8386.0
212;1;Noord-Limburg (CR);2000;233546;;94225;
213;1;Noord-Limburg (CR);2002;235151;1605.0;95718;1493.0
214;1;Noord-Limburg (CR);2004;234729;1183.0;96946;2721.0
215;1;Noord-Limburg (CR);2006;233052;-494.0;97644;3419.0
216;1;Midden-Limburg (CR);2000;204287;;84255;
217;1;Midden-Limburg (CR);2002;204500;213.0;84814;559.0
218;1;Midden-Limburg (CR);2004;202826;-1461.0;85333;1078.0
219;1;Midden-Limburg (CR);2006;201583;-2704.0;86353;2098.0
220;1;Zuid-Limburg (CR);2000;597019;;262310;
221;1;Zuid-Limburg (CR);2002;591021;-5998.0;264772;2462.0
222;1;Zuid-Limburg (CR);2004;583980;-13039.0;265824;3514.0
223;1;Zuid-Limburg (CR);2006;574612;-22407.0;267213;4903.0
224;1;Flevoland (CR);2000;298461;;116470;
225;1;Flevoland (CR);2002;306377;7916.0;119450;2980.0
226;1;Flevoland (CR);2004;306008;7547.0;119445;2975.0
227;1;Flevoland (CR);2006;305352;6891.0;119658;3188.0
228;1;Groningen (GA);2000;186961;;102832;
229;1;Groningen (GA);2002;187901;940.0;103260;428.0
230;1;Groningen (GA);2004;188613;1652.0;103553;721.0
231;1;Groningen (GA);2006;189127;2166.0;104360;1528.0
232;1;Leeuwarden (GA);2000;87449;;42124;
233;1;Leeuwarden (GA);2002;87830;381.0;42421;297.0
234;1;Leeuwarden (GA);2004;87199;-250.0;42291;167.0
235;1;Leeuwarden (GA);2006;86256;-1193.0;42464;340.0
236;1;Zwolle (GA);2000;102120;;45453;
237;1;Zwolle (GA);2002;104223;2103.0;46473;1020.0
238;1;Zwolle (GA);2004;104239;2119.0;46471;1018.0
239;1;Zwolle (GA);2006;103010;890.0;47045;1592.0
240;1;Enschede (GA);2000;140423;;63112;
241;1;Enschede (GA);2002;142582;2159.0;63742;630.0
242;1;Enschede (GA);2004;142311;1888.0;63902;790.0
243;1;Enschede (GA);2006;141086;663.0;64401;1289.0
244;1;Apeldoorn (GA);2000;139813;;58385;
245;1;Apeldoorn (GA);2002;139953;140.0;58852;467.0
246;1;Apeldoorn (GA);2004;140153;340.0;59192;807.0
247;1;Apeldoorn (GA);2006;139288;-525.0;59585;1200.0
248;1;Arnhem (GA);2000;137509;;65664;
249;1;Arnhem (GA);2002;140245;2736.0;66472;808.0
250;1;Arnhem (GA);2004;141072;3563.0;66366;702.0
251;1;Arnhem (GA);2006;139390;1881.0;66550;886.0
252;1;Nijmegen (GA);2000;149832;;68374;
253;1;Nijmegen (GA);2002;150193;361.0;68738;364.0
254;1;Nijmegen (GA);2004;152584;2752.0;68930;556.0
255;1;Nijmegen (GA);2006;152571;2739.0;69907;1533.0
256;1;Amersfoort (GA);2000;149961;;62182;
257;1;Amersfoort (GA);2002;152871;2910.0;63140;958.0
258;1;Amersfoort (GA);2004;153407;3446.0;63611;1429.0
259;1;Amersfoort (GA);2006;152477;2516.0;63997;1815.0
260;1;Utrecht (GA);2000;377101;;163919;
261;1;Utrecht (GA);2002;374322;-2779.0;164976;1057.0
262;1;Utrecht (GA);2004;378586;1485.0;166275;2356.0
263;1;Utrecht (GA);2006;380539;3438.0;167717;3798.0
264;1;Amsterdam (GA);2000;992783;;497104;
265;1;Amsterdam (GA);2002;996674;3891.0;501032;3928.0
266;1;Amsterdam (GA);2004;999723;6940.0;507970;10866.0
267;1;Amsterdam (GA);2006;999835;7052.0;510470;13366.0
268;1;Haarlem (GA);2000;187780;;86453;
269;1;Haarlem (GA);2002;187254;-526.0;86526;73.0
270;1;Haarlem (GA);2004;186675;-1105.0;86634;181.0
271;1;Haarlem (GA);2006;186223;-1557.0;86891;438.0
272;1;Leiden (GA);2000;241972;;104351;
273;1;Leiden (GA);2002;243567;1595.0;105614;1263.0
274;1;Leiden (GA);2004;244193;2221.0;106273;1922.0
275;1;Leiden (GA);2006;242244;272.0;106617;2266.0
276;1;'s-Gravenhage (GA);2000;588460;;288587;
277;1;'s-Gravenhage (GA);2002;590950;2490.0;290928;2341.0
278;1;'s-Gravenhage (GA);2004;584936;-3524.0;292009;3422.0
279;1;'s-Gravenhage (GA);2006;581639;-6821.0;292252;3665.0
280;1;Rotterdam (GA);2000;976448;;457382;
281;1;Rotterdam (GA);2002;984756;8308.0;461339;3957.0
282;1;Rotterdam (GA);2004;979791;3343.0;460772;3390.0
283;1;Rotterdam (GA);2006;960325;-16123.0;458762;1380.0
284;1;Dordrecht (GA);2000;239963;;101322;
285;1;Dordrecht (GA);2002;240692;729.0;102305;983.0
286;1;Dordrecht (GA);2004;239835;-128.0;102559;1237.0
287;1;Dordrecht (GA);2006;237273;-2690.0;103240;1918.0
288;1;Breda (GA);2000;154534;;68882;
289;1;Breda (GA);2002;156079;1545.0;69712;830.0
290;1;Breda (GA);2004;157548;3014.0;70295;1413.0
291;1;Breda (GA);2006;159035;4501.0;71485;2603.0
292;1;Tilburg (GA);2000;209498;;90022;
293;1;Tilburg (GA);2002;212590;3092.0;91552;1530.0
294;1;Tilburg (GA);2004;213758;4260.0;91923;1901.0
295;1;Tilburg (GA);2006;212575;3077.0;93060;3038.0
296;1;'s-Hertogenbosch (GA);2000;149399;;64374;
297;1;'s-Hertogenbosch (GA);2002;150728;1329.0;65304;930.0
298;1;'s-Hertogenbosch (GA);2004;150798;1399.0;66362;1988.0
299;1;'s-Hertogenbosch (GA);2006;150765;1366.0;66509;2135.0
300;1;Eindhoven (GA);2000;306276;;139926;
301;1;Eindhoven (GA);2002;308478;2202.0;141838;1912.0
302;1;Eindhoven (GA);2004;307433;1157.0;142648;2722.0
303;1;Eindhoven (GA);2006;306926;650.0;144209;4283.0
304;1;Geleen/Sittard (GA);2000;136003;;57970;
305;1;Geleen/Sittard (GA);2002;134015;-1988.0;58273;303.0
306;1;Geleen/Sittard (GA);2004;132550;-3453.0;58515;545.0
307;1;Geleen/Sittard (GA);2006;130592;-5411.0;58965;995.0
308;1;Heerlen (GA);2000;214762;;98277;
309;1;Heerlen (GA);2002;211670;-3092.0;99133;856.0
310;1;Heerlen (GA);2004;208197;-6565.0;98969;692.0
311;1;Heerlen (GA);2006;204800;-9962.0;99072;795.0
312;1;Maastricht (GA);2000;120478;;54835;
313;1;Maastricht (GA);2002;120145;-333.0;55637;802.0
314;1;Maastricht (GA);2004;119753;-725.0;56274;1439.0
315;1;Maastricht (GA);2006;117451;-3027.0;56756;1921.0
316;1;Geen grootstedelijke agglomeratie (GA);2000;8470339;;3441951;
317;1;Geen grootstedelijke agglomeratie (GA);2002;8532836;62497.0;3485519;43568.0
318;1;Geen grootstedelijke agglomeratie (GA);2004;8504963;34624.0;3505550;63599.0
319;1;Geen grootstedelijke agglomeratie (GA);2006;8440377;-29962.0;3529357;87406.0
320;1;Groningen (SG);2000;301535;;148985;
321;1;Groningen (SG);2002;302709;1174.0;149867;882.0
322;1;Groningen (SG);2004;302965;1430.0;150463;1478.0
323;1;Groningen (SG);2006;302522;987.0;151562;2577.0
324;1;Leeuwarden (SG);2000;140622;;63410;
325;1;Leeuwarden (SG);2002;141107;485.0;63935;525.0
326;1;Leeuwarden (SG);2004;140155;-467.0;63843;433.0
327;1;Leeuwarden (SG);2006;138637;-1985.0;64178;768.0
328;1;Zwolle (SG);2000;142641;;61097;
329;1;Zwolle (SG);2002;144654;2013.0;62198;1101.0
330;1;Zwolle (SG);2004;144711;2070.0;62367;1270.0
331;1;Zwolle (SG);2006;143155;514.0;62988;1891.0
332;1;Enschede (SG);2000;285531;;124089;
333;1;Enschede (SG);2002;288583;3052.0;125401;1312.0
334;1;Enschede (SG);2004;287413;1882.0;125734;1645.0
335;1;Enschede (SG);2006;285170;-361.0;126873;2784.0
336;1;Apeldoorn (SG);2000;179170;;74080;
337;1;Apeldoorn (SG);2002;179127;-43.0;74664;584.0
338;1;Apeldoorn (SG);2004;179156;-14.0;75160;1080.0
339;1;Apeldoorn (SG);2006;177907;-1263.0;75576;1496.0
340;1;Arnhem (SG);2000;316135;;138162;
341;1;Arnhem (SG);2002;320723;4588.0;139968;1806.0
342;1;Arnhem (SG);2004;320812;4677.0;140265;2103.0
343;1;Arnhem (SG);2006;316916;781.0;140727;2565.0
344;1;Nijmegen (SG);2000;250769;;107667;
345;1;Nijmegen (SG);2002;251941;1172.0;108449;782.0
346;1;Nijmegen (SG);2004;254127;3358.0;108970;1303.0
347;1;Nijmegen (SG);2006;253071;2302.0;110167;2500.0
348;1;Amersfoort (SG);2000;241733;;97718;
349;1;Amersfoort (SG);2002;245548;3815.0;99538;1820.0
350;1;Amersfoort (SG);2004;245949;4216.0;100215;2497.0
351;1;Amersfoort (SG);2006;244618;2885.0;100877;3159.0
352;1;Utrecht (SG);2000;515722;;221761;
353;1;Utrecht (SG);2002;515508;-214.0;224563;2802.0
354;1;Utrecht (SG);2004;519939;4217.0;226226;4465.0
355;1;Utrecht (SG);2006;521029;5307.0;227912;6151.0
356;1;Amsterdam (SG);2000;1352656;;641250;
357;1;Amsterdam (SG);2002;1366375;13719.0;649415;8165.0
358;1;Amsterdam (SG);2004;1369067;16411.0;656885;15635.0
359;1;Amsterdam (SG);2006;1366794;14138.0;660015;18765.0
360;1;Haarlem (SG);2000;389851;;172718;
361;1;Haarlem (SG);2002;393038;3187.0;174253;1535.0
362;1;Haarlem (SG);2004;391193;1342.0;174954;2236.0
363;1;Haarlem (SG);2006;387046;-2805.0;174975;2257.0
364;1;Leiden (SG);2000;316202;;133818;
365;1;Leiden (SG);2002;317682;1480.0;135296;1478.0
366;1;Leiden (SG);2004;317936;1734.0;136204;2386.0
367;1;Leiden (SG);2006;315403;-799.0;136918;3100.0
368;1;'s-Gravenhage (SG);2000;915926;;426479;
369;1;'s-Gravenhage (SG);2002;919294;3368.0;430077;3598.0
370;1;'s-Gravenhage (SG);2004;908443;-7483.0;432135;5656.0
371;1;'s-Gravenhage (SG);2006;900814;-15112.0;432953;6474.0
372;1;Rotterdam (SG);2000;1140700;;524120;
373;1;Rotterdam (SG);2002;1150788;10088.0;529545;5425.0
374;1;Rotterdam (SG);2004;1145179;4479.0;529242;5122.0
375;1;Rotterdam (SG);2006;1124106;-16594.0;527607;3487.0
376;1;Dordrecht (SG);2000;278153;;116285;
377;1;Dordrecht (SG);2002;278795;642.0;117301;1016.0
378;1;Dordrecht (SG);2004;277721;-432.0;117515;1230.0
379;1;Dordrecht (SG);2006;274740;-3413.0;118373;2088.0
380;1;Breda (SG);2000;274182;;117083;
381;1;Breda (SG);2002;276841;2659.0;118489;1406.0
382;1;Breda (SG);2004;278348;4166.0;119343;2260.0
383;1;Breda (SG);2006;280063;5881.0;121564;4481.0
384;1;Tilburg (SG);2000;264868;;111339;
385;1;Tilburg (SG);2002;268396;3528.0;113210;1871.0
386;1;Tilburg (SG);2004;269937;5069.0;114028;2689.0
387;1;Tilburg (SG);2006;268754;3886.0;115401;4062.0
388;1;'s-Hertogenbosch (SG);2000;172065;;72961;
389;1;'s-Hertogenbosch (SG);2002;173392;1327.0;73965;1004.0
390;1;'s-Hertogenbosch (SG);2004;173308;1243.0;75082;2121.0
391;1;'s-Hertogenbosch (SG);2006;173225;1160.0;75201;2240.0
392;1;Eindhoven (SG);2000;381846;;170061;
393;1;Eindhoven (SG);2002;385004;3158.0;172855;2794.0
394;1;Eindhoven (SG);2004;384207;2361.0;174007;3946.0
395;1;Eindhoven (SG);2006;383337;1491.0;175937;5876.0
396;1;Geleen/Sittard (SG);2000;147736;;62672;
397;1;Geleen/Sittard (SG);2002;145571;-2165.0;62993;321.0
398;1;Geleen/Sittard (SG);2004;144036;-3700.0;63284;612.0
399;1;Geleen/Sittard (SG);2006;141960;-5776.0;63801;1129.0
400;1;Heerlen (SG);2000;256174;;115069;
401;1;Heerlen (SG);2002;252906;-3268.0;116165;1096.0
402;1;Heerlen (SG);2004;249065;-7109.0;116138;1069.0
403;1;Heerlen (SG);2006;245314;-10860.0;116336;1267.0
404;1;Maastricht (SG);2000;173248;;75986;
405;1;Maastricht (SG);2002;172882;-366.0;76988;1002.0
406;1;Maastricht (SG);2004;171923;-1325.0;77745;1759.0
407;1;Maastricht (SG);2006;168872;-4376.0;78377;2391.0
408;1;Geen stadsgewest (SG);2000;6022399;;2446671;
409;1;Geen stadsgewest (SG);2002;6059690;37291.0;2473651;26980.0
410;1;Geen stadsgewest (SG);2004;6042727;20328.0;2487539;40868.0
411;1;Geen stadsgewest (SG);2006;6000351;-22048.0;2505353;58682.0
412;1;Aa en Hunze;2000;17478;;7347;
413;1;Aa en Hunze;2002;17610;132.0;7486;139.0
414;1;Aa en Hunze;2004;17589;111.0;7565;218.0
415;1;Aa en Hunze;2006;17797;319.0;7687;340.0
416;1;Aalburg;2000;8599;;2931;
417;1;Aalburg;2002;8716;117.0;3015;84.0
418;1;Aalburg;2004;8804;205.0;3058;127.0
419;1;Aalburg;2006;8741;142.0;3061;130.0
420;1;Aalsmeer;2000;18985;;7534;
421;1;Aalsmeer;2002;19175;190.0;7706;172.0
422;1;Aalsmeer;2004;19256;271.0;7726;192.0
423;1;Aalsmeer;2006;19710;725.0;7790;256.0
