ID;BronTechniek;Energietoepassingen;Perioden;VermedenVerbruik_1;VermedenVerbruikRelatief_2;VermedenEmissie_3;VermedenEmissieRelatief_4
98;Totaal energiebronnen;Warmte;2020;68762.0;2.31;4042.0;2.93
99;Totaal energiebronnen;Warmte;2021;71193.0;2.31;4114.0;2.85
100;Totaal energiebronnen;Warmte;2022;66236.0;2.24;3750.0;2.67
101;Totaal energiebronnen;Warmte;2023;67884.0;2.35;3918.0;3.04
102;Totaal energiebronnen;Vervoer;1990;0.0;0.0;0.0;0.0
103;Totaal energiebronnen;Vervoer;1991;0.0;0.0;0.0;0.0
104;Totaal energiebronnen;Vervoer;1992;0.0;0.0;0.0;0.0
105;Totaal energiebronnen;Vervoer;1993;0.0;0.0;0.0;0.0
106;Totaal energiebronnen;Vervoer;1994;0.0;0.0;0.0;0.0
107;Totaal energiebronnen;Vervoer;1995;0.0;0.0;0.0;0.0
108;Totaal energiebronnen;Vervoer;1996;0.0;0.0;0.0;0.0
109;Totaal energiebronnen;Vervoer;1997;0.0;0.0;0.0;0.0
110;Totaal energiebronnen;Vervoer;1998;0.0;0.0;0.0;0.0
111;Totaal energiebronnen;Vervoer;1999;0.0;0.0;0.0;0.0
112;Totaal energiebronnen;Vervoer;2000;0.0;0.0;0.0;0.0
113;Totaal energiebronnen;Vervoer;2001;0.0;0.0;0.0;0.0
114;Totaal energiebronnen;Vervoer;2002;0.0;0.0;0.0;0.0
115;Totaal energiebronnen;Vervoer;2003;134.0;0.0;;
116;Totaal energiebronnen;Vervoer;2004;134.0;0.0;;
117;Totaal energiebronnen;Vervoer;2005;101.0;0.0;;
118;Totaal energiebronnen;Vervoer;2006;1766.0;0.05;;
119;Totaal energiebronnen;Vervoer;2007;13031.0;0.4;;
120;Totaal energiebronnen;Vervoer;2008;12048.0;0.37;;
121;Totaal energiebronnen;Vervoer;2009;15606.0;0.48;730.0;0.43
122;Totaal energiebronnen;Vervoer;2010;9577.0;0.28;518.0;0.28
123;Totaal energiebronnen;Vervoer;2011;13790.0;0.43;812.0;0.48
124;Totaal energiebronnen;Vervoer;2012;12877.0;0.4;807.0;0.49
125;Totaal energiebronnen;Vervoer;2013;12433.0;0.39;815.0;0.49
126;Totaal energiebronnen;Vervoer;2014;14380.0;0.47;947.0;0.6
127;Totaal energiebronnen;Vervoer;2015;12576.0;0.4;793.0;0.48
128;Totaal energiebronnen;Vervoer;2016;9907.0;0.31;652.0;0.39
129;Totaal energiebronnen;Vervoer;2017;12703.0;0.4;874.0;0.53
130;Totaal energiebronnen;Vervoer;2018;21262.0;0.68;1482.0;0.92
131;Totaal energiebronnen;Vervoer;2019;26658.0;0.87;1943.0;1.27
132;Totaal energiebronnen;Vervoer;2020;23656.0;0.8;1685.0;1.22
133;Totaal energiebronnen;Vervoer;2021;26671.0;0.86;2101.0;1.46
134;Totaal energiebronnen;Vervoer;2022;25643.0;0.87;1997.0;1.42
135;Totaal energiebronnen;Vervoer;2023;27121.0;0.94;2123.0;1.65
136;Waterkracht;Totaal energietoepassingen;1990;818.0;0.03;59.0;0.04
137;Waterkracht;Totaal energietoepassingen;1991;910.0;0.03;63.0;0.04
138;Waterkracht;Totaal energietoepassingen;1992;994.0;0.03;68.0;0.04
139;Waterkracht;Totaal energietoepassingen;1993;975.0;0.03;67.0;0.04
140;Waterkracht;Totaal energietoepassingen;1994;972.0;0.03;68.0;0.04
141;Waterkracht;Totaal energietoepassingen;1995;945.0;0.03;67.0;0.04
142;Waterkracht;Totaal energietoepassingen;1996;898.0;0.03;63.0;0.03
143;Waterkracht;Totaal energietoepassingen;1997;856.0;0.03;62.0;0.04
144;Waterkracht;Totaal energietoepassingen;1998;871.0;0.03;62.0;0.03
145;Waterkracht;Totaal energietoepassingen;1999;867.0;0.03;60.0;0.04
146;Waterkracht;Totaal energietoepassingen;2000;911.0;0.03;65.0;0.04
147;Waterkracht;Totaal energietoepassingen;2001;938.0;0.03;66.0;0.04
148;Waterkracht;Totaal energietoepassingen;2002;946.0;0.03;67.0;0.04
149;Waterkracht;Totaal energietoepassingen;2003;921.0;0.03;65.0;0.04
150;Waterkracht;Totaal energietoepassingen;2004;904.0;0.03;63.0;0.03
151;Waterkracht;Totaal energietoepassingen;2005;904.0;0.03;62.0;0.04
152;Waterkracht;Totaal energietoepassingen;2006;885.0;0.03;62.0;0.04
153;Waterkracht;Totaal energietoepassingen;2007;871.0;0.03;60.0;0.03
154;Waterkracht;Totaal energietoepassingen;2008;890.0;0.03;61.0;0.03
155;Waterkracht;Totaal energietoepassingen;2009;872.0;0.03;60.0;0.03
156;Waterkracht;Totaal energietoepassingen;2010;861.0;0.02;58.0;0.03
157;Waterkracht;Totaal energietoepassingen;2011;826.0;0.03;56.0;0.03
158;Waterkracht;Totaal energietoepassingen;2012;863.0;0.03;61.0;0.04
159;Waterkracht;Totaal energietoepassingen;2013;854.0;0.03;63.0;0.04
160;Waterkracht;Totaal energietoepassingen;2014;885.0;0.03;65.0;0.04
161;Waterkracht;Totaal energietoepassingen;2015;858.0;0.03;67.0;0.04
162;Waterkracht;Totaal energietoepassingen;2016;821.0;0.03;61.0;0.04
163;Waterkracht;Totaal energietoepassingen;2017;761.0;0.02;56.0;0.03
164;Waterkracht;Totaal energietoepassingen;2018;748.0;0.02;53.0;0.03
165;Waterkracht;Totaal energietoepassingen;2019;713.0;0.02;46.0;0.03
166;Waterkracht;Totaal energietoepassingen;2020;676.0;0.02;38.0;0.03
167;Waterkracht;Totaal energietoepassingen;2021;721.0;0.02;46.0;0.03
168;Waterkracht;Totaal energietoepassingen;2022;705.0;0.02;45.0;0.03
169;Waterkracht;Totaal energietoepassingen;2023;681.0;0.02;40.0;0.03
170;Waterkracht;Elektriciteit;1990;818.0;0.03;59.0;0.04
171;Waterkracht;Elektriciteit;1991;910.0;0.03;63.0;0.04
172;Waterkracht;Elektriciteit;1992;994.0;0.03;68.0;0.04
173;Waterkracht;Elektriciteit;1993;975.0;0.03;67.0;0.04
174;Waterkracht;Elektriciteit;1994;972.0;0.03;68.0;0.04
175;Waterkracht;Elektriciteit;1995;945.0;0.03;67.0;0.04
176;Waterkracht;Elektriciteit;1996;898.0;0.03;63.0;0.03
177;Waterkracht;Elektriciteit;1997;856.0;0.03;62.0;0.04
178;Waterkracht;Elektriciteit;1998;871.0;0.03;62.0;0.03
179;Waterkracht;Elektriciteit;1999;867.0;0.03;60.0;0.04
180;Waterkracht;Elektriciteit;2000;911.0;0.03;65.0;0.04
181;Waterkracht;Elektriciteit;2001;938.0;0.03;66.0;0.04
182;Waterkracht;Elektriciteit;2002;946.0;0.03;67.0;0.04
183;Waterkracht;Elektriciteit;2003;921.0;0.03;65.0;0.04
184;Waterkracht;Elektriciteit;2004;904.0;0.03;63.0;0.03
185;Waterkracht;Elektriciteit;2005;904.0;0.03;62.0;0.04
186;Waterkracht;Elektriciteit;2006;885.0;0.03;62.0;0.04
187;Waterkracht;Elektriciteit;2007;871.0;0.03;60.0;0.03
188;Waterkracht;Elektriciteit;2008;890.0;0.03;61.0;0.03
189;Waterkracht;Elektriciteit;2009;872.0;0.03;60.0;0.03
190;Waterkracht;Elektriciteit;2010;861.0;0.02;58.0;0.03
191;Waterkracht;Elektriciteit;2011;826.0;0.03;56.0;0.03
192;Waterkracht;Elektriciteit;2012;863.0;0.03;61.0;0.04
193;Waterkracht;Elektriciteit;2013;854.0;0.03;63.0;0.04
194;Waterkracht;Elektriciteit;2014;885.0;0.03;65.0;0.04
195;Waterkracht;Elektriciteit;2015;858.0;0.03;67.0;0.04
196;Waterkracht;Elektriciteit;2016;821.0;0.03;61.0;0.04
197;Waterkracht;Elektriciteit;2017;761.0;0.02;56.0;0.03
198;Waterkracht;Elektriciteit;2018;748.0;0.02;53.0;0.03
199;Waterkracht;Elektriciteit;2019;713.0;0.02;46.0;0.03
200;Waterkracht;Elektriciteit;2020;676.0;0.02;38.0;0.03
201;Waterkracht;Elektriciteit;2021;721.0;0.02;46.0;0.03
202;Waterkracht;Elektriciteit;2022;705.0;0.02;45.0;0.03
203;Waterkracht;Elektriciteit;2023;681.0;0.02;40.0;0.03
204;Waterkracht;Warmte;1990;;;;
205;Waterkracht;Warmte;1991;;;;
206;Waterkracht;Warmte;1992;;;;
207;Waterkracht;Warmte;1993;;;;
208;Waterkracht;Warmte;1994;;;;
209;Waterkracht;Warmte;1995;;;;
210;Waterkracht;Warmte;1996;;;;
211;Waterkracht;Warmte;1997;;;;
212;Waterkracht;Warmte;1998;;;;
213;Waterkracht;Warmte;1999;;;;
214;Waterkracht;Warmte;2000;;;;
215;Waterkracht;Warmte;2001;;;;
216;Waterkracht;Warmte;2002;;;;
217;Waterkracht;Warmte;2003;;;;
218;Waterkracht;Warmte;2004;;;;
219;Waterkracht;Warmte;2005;;;;
220;Waterkracht;Warmte;2006;;;;
221;Waterkracht;Warmte;2007;;;;
222;Waterkracht;Warmte;2008;;;;
223;Waterkracht;Warmte;2009;;;;
224;Waterkracht;Warmte;2010;;;;
225;Waterkracht;Warmte;2011;;;;
226;Waterkracht;Warmte;2012;;;;
227;Waterkracht;Warmte;2013;;;;
228;Waterkracht;Warmte;2014;;;;
229;Waterkracht;Warmte;2015;;;;
230;Waterkracht;Warmte;2016;;;;
231;Waterkracht;Warmte;2017;;;;
232;Waterkracht;Warmte;2018;;;;
233;Waterkracht;Warmte;2019;;;;
234;Waterkracht;Warmte;2020;;;;
235;Waterkracht;Warmte;2021;;;;
236;Waterkracht;Warmte;2022;;;;
237;Waterkracht;Warmte;2023;;;;
238;Waterkracht;Vervoer;1990;;;;
239;Waterkracht;Vervoer;1991;;;;
240;Waterkracht;Vervoer;1992;;;;
241;Waterkracht;Vervoer;1993;;;;
242;Waterkracht;Vervoer;1994;;;;
243;Waterkracht;Vervoer;1995;;;;
244;Waterkracht;Vervoer;1996;;;;
245;Waterkracht;Vervoer;1997;;;;
246;Waterkracht;Vervoer;1998;;;;
247;Waterkracht;Vervoer;1999;;;;
248;Waterkracht;Vervoer;2000;;;;
249;Waterkracht;Vervoer;2001;;;;
250;Waterkracht;Vervoer;2002;;;;
251;Waterkracht;Vervoer;2003;;;;
252;Waterkracht;Vervoer;2004;;;;
253;Waterkracht;Vervoer;2005;;;;
254;Waterkracht;Vervoer;2006;;;;
255;Waterkracht;Vervoer;2007;;;;
256;Waterkracht;Vervoer;2008;;;;
257;Waterkracht;Vervoer;2009;;;;
258;Waterkracht;Vervoer;2010;;;;
259;Waterkracht;Vervoer;2011;;;;
260;Waterkracht;Vervoer;2012;;;;
261;Waterkracht;Vervoer;2013;;;;
262;Waterkracht;Vervoer;2014;;;;
263;Waterkracht;Vervoer;2015;;;;
264;Waterkracht;Vervoer;2016;;;;
265;Waterkracht;Vervoer;2017;;;;
266;Waterkracht;Vervoer;2018;;;;
267;Waterkracht;Vervoer;2019;;;;
268;Waterkracht;Vervoer;2020;;;;
269;Waterkracht;Vervoer;2021;;;;
270;Waterkracht;Vervoer;2022;;;;
271;Waterkracht;Vervoer;2023;;;;
272;Totaal windenergie;Totaal energietoepassingen;1990;539.0;0.02;39.0;0.02
273;Totaal windenergie;Totaal energietoepassingen;1991;847.0;0.03;59.0;0.03
274;Totaal windenergie;Totaal energietoepassingen;1992;1319.0;0.05;90.0;0.05
275;Totaal windenergie;Totaal energietoepassingen;1993;1686.0;0.06;115.0;0.07
276;Totaal windenergie;Totaal energietoepassingen;1994;2140.0;0.07;150.0;0.09
277;Totaal windenergie;Totaal energietoepassingen;1995;3025.0;0.1;215.0;0.12
278;Totaal windenergie;Totaal energietoepassingen;1996;4093.0;0.13;287.0;0.16
279;Totaal windenergie;Totaal energietoepassingen;1997;4403.0;0.14;318.0;0.18
280;Totaal windenergie;Totaal energietoepassingen;1998;5128.0;0.16;365.0;0.21
281;Totaal windenergie;Totaal energietoepassingen;1999;5780.0;0.19;401.0;0.23
282;Totaal windenergie;Totaal energietoepassingen;2000;6745.0;0.22;481.0;0.28
283;Totaal windenergie;Totaal energietoepassingen;2001;7565.0;0.24;536.0;0.3
284;Totaal windenergie;Totaal energietoepassingen;2002;9416.0;0.29;666.0;0.38
285;Totaal windenergie;Totaal energietoepassingen;2003;12479.0;0.37;877.0;0.49
286;Totaal windenergie;Totaal energietoepassingen;2004;15946.0;0.47;1110.0;0.61
287;Totaal windenergie;Totaal energietoepassingen;2005;18348.0;0.55;1264.0;0.71
288;Totaal windenergie;Totaal energietoepassingen;2006;22414.0;0.68;1567.0;0.91
289;Totaal windenergie;Totaal energietoepassingen;2007;27728.0;0.84;1913.0;1.11
290;Totaal windenergie;Totaal energietoepassingen;2008;34890.0;1.07;2404.0;1.37
291;Totaal windenergie;Totaal energietoepassingen;2009;39058.0;1.21;2668.0;1.57
292;Totaal windenergie;Totaal energietoepassingen;2010;38320.0;1.1;2583.0;1.42
293;Totaal windenergie;Totaal energietoepassingen;2011;39367.0;1.22;2653.0;1.57
294;Totaal windenergie;Totaal energietoepassingen;2012;42378.0;1.3;3013.0;1.81
295;Totaal windenergie;Totaal energietoepassingen;2013;45298.0;1.43;3334.0;2.01
296;Totaal windenergie;Totaal energietoepassingen;2014;50020.0;1.65;3676.0;2.31
297;Totaal windenergie;Totaal energietoepassingen;2015;60218.0;1.93;4691.0;2.81
298;Totaal windenergie;Totaal energietoepassingen;2016;73216.0;2.32;5462.0;3.27
299;Totaal windenergie;Totaal energietoepassingen;2017;82374.0;2.6;6022.0;3.65
300;Totaal windenergie;Totaal energietoepassingen;2018;82553.0;2.65;5836.0;3.63
301;Totaal windenergie;Totaal energietoepassingen;2019;84017.0;2.74;5377.0;3.5
302;Totaal windenergie;Totaal energietoepassingen;2020;108777.0;3.66;6168.0;4.47
303;Totaal windenergie;Totaal energietoepassingen;2021;151090.0;4.9;9548.0;6.61
304;Totaal windenergie;Totaal energietoepassingen;2022;174341.0;5.89;11046.0;7.87
305;Totaal windenergie;Totaal energietoepassingen;2023;216757.0;7.5;12595.0;9.78
306;Totaal windenergie;Elektriciteit;1990;539.0;0.02;39.0;0.02
307;Totaal windenergie;Elektriciteit;1991;847.0;0.03;59.0;0.03
308;Totaal windenergie;Elektriciteit;1992;1319.0;0.05;90.0;0.05
309;Totaal windenergie;Elektriciteit;1993;1686.0;0.06;115.0;0.07
310;Totaal windenergie;Elektriciteit;1994;2140.0;0.07;150.0;0.09
311;Totaal windenergie;Elektriciteit;1995;3025.0;0.1;215.0;0.12
312;Totaal windenergie;Elektriciteit;1996;4093.0;0.13;287.0;0.16
313;Totaal windenergie;Elektriciteit;1997;4403.0;0.14;318.0;0.18
314;Totaal windenergie;Elektriciteit;1998;5128.0;0.16;365.0;0.21
315;Totaal windenergie;Elektriciteit;1999;5780.0;0.19;401.0;0.23
316;Totaal windenergie;Elektriciteit;2000;6745.0;0.22;481.0;0.28
317;Totaal windenergie;Elektriciteit;2001;7565.0;0.24;536.0;0.3
318;Totaal windenergie;Elektriciteit;2002;9416.0;0.29;666.0;0.38
319;Totaal windenergie;Elektriciteit;2003;12479.0;0.37;877.0;0.49
320;Totaal windenergie;Elektriciteit;2004;15946.0;0.47;1110.0;0.61
321;Totaal windenergie;Elektriciteit;2005;18348.0;0.55;1264.0;0.71
322;Totaal windenergie;Elektriciteit;2006;22414.0;0.68;1567.0;0.91
323;Totaal windenergie;Elektriciteit;2007;27728.0;0.84;1913.0;1.11
324;Totaal windenergie;Elektriciteit;2008;34890.0;1.07;2404.0;1.37
325;Totaal windenergie;Elektriciteit;2009;39058.0;1.21;2668.0;1.57
326;Totaal windenergie;Elektriciteit;2010;38320.0;1.1;2583.0;1.42
327;Totaal windenergie;Elektriciteit;2011;39367.0;1.22;2653.0;1.57
328;Totaal windenergie;Elektriciteit;2012;42378.0;1.3;3013.0;1.81
329;Totaal windenergie;Elektriciteit;2013;45298.0;1.43;3334.0;2.01
330;Totaal windenergie;Elektriciteit;2014;50020.0;1.65;3676.0;2.31
331;Totaal windenergie;Elektriciteit;2015;60218.0;1.93;4691.0;2.81
332;Totaal windenergie;Elektriciteit;2016;73216.0;2.32;5462.0;3.27
333;Totaal windenergie;Elektriciteit;2017;82374.0;2.6;6022.0;3.65
334;Totaal windenergie;Elektriciteit;2018;82553.0;2.65;5836.0;3.63
335;Totaal windenergie;Elektriciteit;2019;84017.0;2.74;5377.0;3.5
336;Totaal windenergie;Elektriciteit;2020;108777.0;3.66;6168.0;4.47
337;Totaal windenergie;Elektriciteit;2021;151090.0;4.9;9548.0;6.61
338;Totaal windenergie;Elektriciteit;2022;174341.0;5.89;11046.0;7.87
339;Totaal windenergie;Elektriciteit;2023;216757.0;7.5;12595.0;9.78
340;Totaal windenergie;Warmte;1990;;;;
341;Totaal windenergie;Warmte;1991;;;;
342;Totaal windenergie;Warmte;1992;;;;
343;Totaal windenergie;Warmte;1993;;;;
344;Totaal windenergie;Warmte;1994;;;;
345;Totaal windenergie;Warmte;1995;;;;
346;Totaal windenergie;Warmte;1996;;;;
347;Totaal windenergie;Warmte;1997;;;;
348;Totaal windenergie;Warmte;1998;;;;
349;Totaal windenergie;Warmte;1999;;;;
350;Totaal windenergie;Warmte;2000;;;;
351;Totaal windenergie;Warmte;2001;;;;
352;Totaal windenergie;Warmte;2002;;;;
353;Totaal windenergie;Warmte;2003;;;;
354;Totaal windenergie;Warmte;2004;;;;
355;Totaal windenergie;Warmte;2005;;;;
356;Totaal windenergie;Warmte;2006;;;;
357;Totaal windenergie;Warmte;2007;;;;
358;Totaal windenergie;Warmte;2008;;;;
359;Totaal windenergie;Warmte;2009;;;;
360;Totaal windenergie;Warmte;2010;;;;
361;Totaal windenergie;Warmte;2011;;;;
362;Totaal windenergie;Warmte;2012;;;;
363;Totaal windenergie;Warmte;2013;;;;
364;Totaal windenergie;Warmte;2014;;;;
365;Totaal windenergie;Warmte;2015;;;;
366;Totaal windenergie;Warmte;2016;;;;
367;Totaal windenergie;Warmte;2017;;;;
368;Totaal windenergie;Warmte;2018;;;;
369;Totaal windenergie;Warmte;2019;;;;
370;Totaal windenergie;Warmte;2020;;;;
371;Totaal windenergie;Warmte;2021;;;;
372;Totaal windenergie;Warmte;2022;;;;
373;Totaal windenergie;Warmte;2023;;;;
374;Totaal windenergie;Vervoer;1990;;;;
375;Totaal windenergie;Vervoer;1991;;;;
376;Totaal windenergie;Vervoer;1992;;;;
377;Totaal windenergie;Vervoer;1993;;;;
378;Totaal windenergie;Vervoer;1994;;;;
379;Totaal windenergie;Vervoer;1995;;;;
380;Totaal windenergie;Vervoer;1996;;;;
381;Totaal windenergie;Vervoer;1997;;;;
382;Totaal windenergie;Vervoer;1998;;;;
383;Totaal windenergie;Vervoer;1999;;;;
384;Totaal windenergie;Vervoer;2000;;;;
385;Totaal windenergie;Vervoer;2001;;;;
386;Totaal windenergie;Vervoer;2002;;;;
387;Totaal windenergie;Vervoer;2003;;;;
388;Totaal windenergie;Vervoer;2004;;;;
389;Totaal windenergie;Vervoer;2005;;;;
390;Totaal windenergie;Vervoer;2006;;;;
391;Totaal windenergie;Vervoer;2007;;;;
392;Totaal windenergie;Vervoer;2008;;;;
393;Totaal windenergie;Vervoer;2009;;;;
394;Totaal windenergie;Vervoer;2010;;;;
395;Totaal windenergie;Vervoer;2011;;;;
396;Totaal windenergie;Vervoer;2012;;;;
397;Totaal windenergie;Vervoer;2013;;;;
398;Totaal windenergie;Vervoer;2014;;;;
399;Totaal windenergie;Vervoer;2015;;;;
400;Totaal windenergie;Vervoer;2016;;;;
401;Totaal windenergie;Vervoer;2017;;;;
402;Totaal windenergie;Vervoer;2018;;;;
