ID;RegioS;Perioden;GemengdInkomenNetto_1;BeloningVanWerknemers_2;InkomenUitVermogenOntvangsten_3;InkomenUitVermogenBetaald_4;PrimairInkomenNetto_5;PrimairInkomenNetto_6;SocialeUitkeringenInGeld_7;OverigeInkomensoverdrachtenOntvangen_8;BelastingenOpInkomenEnVermogen_9;SocialePremies_10;OverigeInkomensoverdrachtenBetaald_11;BeschikbaarInkomenNetto_12;GemengdInkomenNetto_13;BeloningVanWerknemers_14;InkomenUitVermogenOntvangen_15;InkomenUitVermogenBetaald_16;PrimairInkomenNetto_17;PrimairInkomenNetto_18;SocialeUitkeringenInGeld_19;OverigeInkomensoverdrachtenOntvangen_20;BelastingenOpInkomenEnVermogen_21;SocialePremies_22;OverigeInkomensoverdrachtenBetaald_23;BeschikbaarInkomenNetto_24
50;Drenthe (PV);2016;1672;8251;1559;184;11299;11299;3970;403;1348;4735;564;9024;3411;16831;3181;374;23049;23049;8099;822;2750;9660;1151;18409
51;Drenthe (PV);2017;1859;8454;1447;192;11568;11568;4048;427;1583;4644;592;9224;3780;17184;2941;389;23515;23515;8228;868;3217;9440;1204;18750
52;Drenthe (PV);2018;2060;8834;1497;267;12124;12124;4118;430;1551;4865;585;9670;4185;17950;3043;542;24636;24636;8367;873;3151;9886;1189;19650
53;Drenthe (PV);2019;2046;9231;1691;221;12747;12747;4240;432;1691;5101;590;10037;4151;18727;3431;449;25860;25860;8601;875;3430;10347;1197;20361
54;Drenthe (PV);2020;2024;9585;1442;135;12917;12917;4421;463;1733;5069;576;10422;4096;19394;2918;272;26135;26135;8945;937;3507;10256;1166;21087
55;Drenthe (PV);2021;2264;9912;1470;145;13501;13501;4581;454;1777;5233;586;10941;4562;19973;2963;292;27207;27207;9231;916;3581;10544;1180;22047
56;Overijssel (PV);2015;3269;19596;3445;470;25840;25840;8047;962;3074;10328;1291;20156;2862;17152;3015;411;22618;22618;7044;842;2691;9040;1130;17642
57;Overijssel (PV);2016;3418;20220;3262;425;26475;26475;8207;981;2981;10762;1297;20622;2983;17644;2846;371;23102;23102;7161;856;2601;9391;1132;17995
58;Overijssel (PV);2017;3824;20872;3112;444;27364;27364;8353;1034;3550;10673;1366;21161;3326;18156;2707;387;23803;23803;7266;900;3088;9285;1188;18407
59;Overijssel (PV);2018;4132;21863;3343;596;28743;28743;8476;1046;3539;11262;1359;22105;3581;18946;2897;516;24908;24908;7345;907;3067;9760;1177;19156
60;Overijssel (PV);2019;4259;22907;3758;489;30435;30435;8747;1060;3868;11773;1379;23222;3673;19757;3242;422;26250;26250;7545;914;3336;10154;1189;20029
61;Overijssel (PV);2020;4244;23851;3426;332;31189;31189;9176;1143;4101;11785;1356;24267;3644;20482;2942;285;26784;26784;7880;982;3522;10120;1165;20839
62;Overijssel (PV);2021;4776;24860;3490;359;32768;32768;9521;1127;4152;12236;1385;25644;4085;21262;2985;307;28025;28025;8143;964;3551;10465;1184;21932
63;Flevoland (PV);2015;1243;7693;1063;199;9800;9800;2552;339;1149;3834;458;7249;3085;19093;2637;495;24321;24321;6333;840;2851;9514;1138;17991
64;Flevoland (PV);2016;1407;7932;1013;179;10174;10174;2616;347;1133;4026;461;7517;3466;19541;2496;440;25063;25063;6444;854;2791;9917;1134;18518
65;Flevoland (PV);2017;1503;8192;978;183;10491;10491;2689;366;1343;3996;486;7721;3669;19994;2388;447;25604;25604;6564;892;3277;9752;1186;18844
66;Flevoland (PV);2018;1681;8608;1043;245;11086;11086;2754;368;1369;4247;483;8111;4060;20786;2518;592;26772;26772;6650;889;3305;10255;1166;19586
67;Flevoland (PV);2019;1815;9065;1178;196;11862;11862;2849;372;1501;4448;492;8642;4325;21595;2806;468;28258;28258;6786;887;3575;10595;1172;20588
68;Flevoland (PV);2020;1733;9419;1036;128;12060;12060;3038;405;1557;4487;489;8971;4072;22130;2435;300;28336;28336;7138;951;3659;10541;1148;21077
69;Flevoland (PV);2021;1969;9868;1036;138;12734;12734;3181;401;1608;4685;493;9530;4562;22868;2401;320;29512;29512;7371;929;3726;10857;1142;22086
70;Gelderland (PV);2015;5723;36675;6990;843;48544;48544;14942;1755;6322;19382;2410;37128;2818;18058;3442;415;23902;23902;7357;864;3113;9543;1187;18281
71;Gelderland (PV);2016;6216;37782;6466;766;49698;49698;15221;1802;6078;20240;2426;37976;3044;18506;3167;375;24342;24342;7455;882;2977;9914;1188;18601
72;Gelderland (PV);2017;7035;39112;6388;811;51723;51723;15536;1904;7342;20087;2561;39173;3425;19042;3110;395;25182;25182;7564;927;3575;9779;1247;19071
73;Gelderland (PV);2018;7807;40932;6889;1042;54586;54586;15812;1924;7348;21183;2548;41244;3779;19812;3334;504;26421;26421;7654;931;3557;10253;1234;19963
74;Gelderland (PV);2019;8191;42827;7778;838;57959;57959;16326;1938;8076;22151;2588;43407;3940;20600;3741;403;27879;27879;7853;932;3885;10655;1245;20879
75;Gelderland (PV);2020;8391;44502;6895;620;59168;59168;17113;2077;8474;22132;2552;45200;4012;21280;3297;297;28293;28293;8183;993;4052;10583;1220;21614
76;Gelderland (PV);2021;9384;46320;6990;666;62028;62028;17781;2045;8572;22930;2595;47757;4461;22020;3323;317;29487;29487;8453;972;4075;10901;1234;22703
77;Utrecht (PV);2015;3346;27763;4949;570;35488;35488;9038;1165;5290;13665;1596;25140;2638;21885;3901;449;27975;27975;7124;918;4170;10772;1258;19817
78;Utrecht (PV);2016;3697;28680;5182;532;37026;37026;9191;1194;5205;14398;1613;26193;2890;22423;4051;416;28948;28948;7186;933;4070;11257;1261;20479
79;Utrecht (PV);2017;4155;29805;5122;572;38509;38509;9373;1252;6285;14337;1706;26805;3221;23104;3970;444;29852;29852;7266;971;4872;11114;1323;20779
80;Utrecht (PV);2018;4754;31149;5052;682;40274;40274;9547;1261;6267;15104;1712;27999;3654;23939;3883;524;30952;30952;7337;969;4817;11608;1315;21518
81;Utrecht (PV);2019;5229;33403;5783;545;43871;43871;10098;1308;7099;16146;1794;30237;3878;24771;4289;404;32533;32533;7488;970;5265;11973;1330;22423
82;Utrecht (PV);2020;5460;34892;5133;464;45021;45021;10627;1405;7510;16198;1786;31558;4021;25694;3780;342;33152;33152;7825;1035;5530;11928;1315;23239
83;Utrecht (PV);2021;6070;36443;5093;496;47110;47110;11006;1386;7643;16866;1811;33183;4445;26688;3730;363;34500;34500;8060;1015;5597;12351;1326;24301
84;Noord-Holland (PV);2015;8035;58678;10699;1177;76235;76235;20606;2548;11610;29035;3481;55262;2897;21158;3858;424;27488;27488;7430;919;4186;10469;1255;19926
85;Noord-Holland (PV);2016;8809;60764;11246;1101;79718;79718;20958;2607;11508;30559;3522;57694;3149;21723;4021;394;28500;28500;7493;932;4114;10925;1259;20626
86;Noord-Holland (PV);2017;9619;63212;10954;1180;82605;82605;21400;2761;13982;30437;3736;58611;3411;22413;3884;419;29289;29289;7588;979;4958;10792;1325;20781
87;Noord-Holland (PV);2018;10887;66498;11255;1424;87217;87217;21772;2781;14138;32001;3743;61887;3830;23396;3960;501;30686;30686;7660;978;4974;11259;1317;21774
88;Noord-Holland (PV);2019;11514;70059;12714;1135;93152;93152;22359;2813;15936;33354;3825;65208;4017;24441;4435;396;32497;32497;7800;981;5560;11636;1334;22749
89;Noord-Holland (PV);2020;11636;72497;11051;985;94199;94199;23679;3017;16667;33458;3793;66977;4035;25137;3832;341;32663;32663;8210;1046;5779;11601;1315;23224
90;Noord-Holland (PV);2021;13150;75939;11673;1053;99710;99710;24473;2984;17314;34680;3821;71351;4536;26194;4026;363;34393;34393;8441;1029;5972;11962;1318;24611
91;Zuid-Holland (PV);2015;8829;72314;12665;1410;92398;92398;26349;3220;13271;36561;4369;67766;2445;20025;3508;391;25587;25587;7296;892;3675;10125;1209;18766
92;Zuid-Holland (PV);2016;9788;74292;12211;1295;94996;94996;26794;3297;12914;38239;4396;69539;2692;20431;3358;356;26125;26125;7369;907;3551;10516;1209;19124
93;Zuid-Holland (PV);2017;11114;76675;11972;1386;98375;98375;27365;3491;15485;37955;4641;71150;3032;20917;3266;378;26837;26837;7466;952;4224;10354;1266;19411
94;Zuid-Holland (PV);2018;12474;80325;12523;1668;103655;103655;27834;3530;15424;39895;4624;75075;3376;21738;3389;451;28052;28052;7532;955;4174;10797;1252;20316
95;Zuid-Holland (PV);2019;13019;83446;14022;1284;109203;109203;28307;3553;16936;41277;4669;78182;3527;22606;3799;348;29584;29584;7672;963;4588;11182;1265;21182
96;Zuid-Holland (PV);2020;13615;86299;12518;1074;111357;111357;29753;3827;17687;41250;4623;81376;3663;23215;3368;289;29956;29956;8003;1030;4758;11097;1244;21891
97;Zuid-Holland (PV);2021;15107;89196;12625;1143;115786;115786;30808;3786;17796;42680;4620;85284;4039;23849;3375;306;30959;30959;8237;1012;4758;11412;1236;22802
98;Zeeland (PV);2015;1413;6450;1331;151;9043;9043;2925;307;1184;3578;450;7064;3708;16930;3494;397;23735;23735;7677;806;3106;9391;1181;18540
99;Zeeland (PV);2016;1532;6598;1223;133;9219;9219;2985;315;1146;3716;450;7207;4017;17298;3206;349;24172;24172;7826;825;3005;9743;1181;18895
100;Zeeland (PV);2017;1634;6771;1165;144;9426;9426;3034;331;1366;3670;473;7283;4278;17729;3049;376;24680;24680;7944;866;3576;9608;1239;19068
101;Zeeland (PV);2018;1748;7036;1224;201;9807;9807;3081;333;1335;3825;468;7593;4567;18388;3197;525;25627;25627;8051;871;3489;9995;1223;19842
102;Zeeland (PV);2019;1814;7304;1345;165;10298;10298;3172;333;1433;3996;471;7903;4733;19057;3510;432;26869;26869;8276;869;3739;10426;1230;20620
103;Zeeland (PV);2020;1730;7556;1224;105;10405;10405;3318;357;1469;4016;459;8136;4500;19655;3184;273;27066;27066;8630;929;3820;10447;1195;21162
104;Zeeland (PV);2021;2009;7720;1204;111;10822;10822;3439;351;1496;4063;467;8587;5203;19994;3120;286;28030;28030;8908;910;3874;10523;1209;22242
105;Noord-Brabant (PV);2015;6624;48080;8704;1082;62325;62325;18357;2183;8487;24734;3094;46550;2656;19280;3490;434;24993;24993;7361;875;3403;9918;1241;18667
106;Noord-Brabant (PV);2016;7463;49693;8149;986;64319;64319;18686;2233;8227;25930;3115;47967;2979;19832;3252;394;25670;25670;7458;891;3283;10349;1243;19144
107;Noord-Brabant (PV);2017;8354;51698;8081;1047;67087;67087;19057;2355;10025;25802;3290;49381;3315;20512;3206;415;26617;26617;7561;934;3977;10237;1306;19593
108;Noord-Brabant (PV);2018;9110;53995;8487;1334;70257;70257;19378;2383;9875;27105;3275;51763;3592;21287;3346;526;27698;27698;7639;939;3893;10686;1291;20407
109;Noord-Brabant (PV);2019;9685;56602;9758;1067;74977;74977;19976;2410;10936;28344;3335;54748;3792;22163;3821;418;29358;29358;7822;944;4282;11099;1306;21437
110;Noord-Brabant (PV);2020;9833;58759;8748;803;76537;76537;20975;2588;11475;28377;3296;56951;3828;22877;3406;313;29799;29799;8166;1008;4468;11048;1283;22173
111;Noord-Brabant (PV);2021;11090;61325;8681;864;80232;80232;21752;2549;11582;29412;3339;60200;4293;23738;3360;334;31057;31057;8420;987;4483;11385;1293;23303
112;Limburg (PV);2015;3042;18951;3575;413;25154;25154;9054;1034;3248;10558;1328;20107;2723;16964;3200;370;22517;22517;8105;925;2908;9451;1189;17999
113;Limburg (PV);2016;3211;19453;3331;376;25619;25619;9223;1054;3164;10973;1326;20433;2875;17417;2982;337;22937;22937;8258;944;2833;9824;1187;18294
114;Limburg (PV);2017;3577;20091;3198;399;26467;26467;9351;1109;3734;10836;1391;20966;3202;17981;2862;357;23687;23687;8369;992;3342;9698;1245;18764
115;Limburg (PV);2018;3830;20900;3344;510;27563;27563;9519;1112;3711;11357;1371;21755;3430;18716;2994;457;24683;24683;8525;996;3323;10170;1228;19482
116;Limburg (PV);2019;3977;21694;3736;407;28999;28999;9817;1123;4041;11788;1381;22729;3561;19428;3346;365;25970;25970;8791;1006;3619;10557;1237;20355
117;Limburg (PV);2020;3976;22315;3375;304;29362;29362;10270;1194;4138;11696;1342;23650;3561;19986;3023;272;26297;26297;9198;1070;3706;10475;1202;21181
118;Limburg (PV);2021;4445;22985;3306;326;30409;30409;10615;1179;4137;11967;1371;24729;3979;20576;2959;292;27222;27222;9502;1056;3703;10713;1227;22137
