ID;BedrijfstakBranchesSBI2008;Perioden;IndexcijfersOmzet_1;Omzetontwikkeling_2
85;45 Autohandel en reparatie;2012 1e kwartaal;105.0;-3.7
86;45 Autohandel en reparatie;2012 2e kwartaal;109.7;3.1
87;45 Autohandel en reparatie;2012 3e kwartaal;85.9;-11.6
88;45 Autohandel en reparatie;2012 4e kwartaal;90.3;-8.9
89;45 Autohandel en reparatie;2012;97.7;-5.1
90;451 Autohandel en reparatie;1995 1e kwartaal;;
91;451 Autohandel en reparatie;1995 2e kwartaal;;
92;451 Autohandel en reparatie;1995 3e kwartaal;;
93;451 Autohandel en reparatie;1995 4e kwartaal;;
94;451 Autohandel en reparatie;1995;;
95;451 Autohandel en reparatie;1996 1e kwartaal;;
96;451 Autohandel en reparatie;1996 2e kwartaal;;
97;451 Autohandel en reparatie;1996 3e kwartaal;;
98;451 Autohandel en reparatie;1996 4e kwartaal;;
99;451 Autohandel en reparatie;1996;;
100;451 Autohandel en reparatie;1997 1e kwartaal;;
101;451 Autohandel en reparatie;1997 2e kwartaal;;
102;451 Autohandel en reparatie;1997 3e kwartaal;;
103;451 Autohandel en reparatie;1997 4e kwartaal;;
104;451 Autohandel en reparatie;1997;;
105;451 Autohandel en reparatie;1998 1e kwartaal;;
106;451 Autohandel en reparatie;1998 2e kwartaal;;
107;451 Autohandel en reparatie;1998 3e kwartaal;;
108;451 Autohandel en reparatie;1998 4e kwartaal;;
109;451 Autohandel en reparatie;1998;;
110;451 Autohandel en reparatie;1999 1e kwartaal;;
111;451 Autohandel en reparatie;1999 2e kwartaal;;
112;451 Autohandel en reparatie;1999 3e kwartaal;;
113;451 Autohandel en reparatie;1999 4e kwartaal;;
114;451 Autohandel en reparatie;1999;;
115;451 Autohandel en reparatie;2000 1e kwartaal;;
116;451 Autohandel en reparatie;2000 2e kwartaal;;
117;451 Autohandel en reparatie;2000 3e kwartaal;;
118;451 Autohandel en reparatie;2000 4e kwartaal;;
119;451 Autohandel en reparatie;2000;;
120;451 Autohandel en reparatie;2001 1e kwartaal;;
121;451 Autohandel en reparatie;2001 2e kwartaal;;
122;451 Autohandel en reparatie;2001 3e kwartaal;;
123;451 Autohandel en reparatie;2001 4e kwartaal;;
124;451 Autohandel en reparatie;2001;;
125;451 Autohandel en reparatie;2002 1e kwartaal;;
126;451 Autohandel en reparatie;2002 2e kwartaal;;
127;451 Autohandel en reparatie;2002 3e kwartaal;;
128;451 Autohandel en reparatie;2002 4e kwartaal;;
129;451 Autohandel en reparatie;2002;;
130;451 Autohandel en reparatie;2003 1e kwartaal;109.5;
131;451 Autohandel en reparatie;2003 2e kwartaal;106.3;
132;451 Autohandel en reparatie;2003 3e kwartaal;95.4;
133;451 Autohandel en reparatie;2003 4e kwartaal;93.4;
134;451 Autohandel en reparatie;2003;101.2;
135;451 Autohandel en reparatie;2004 1e kwartaal;107.8;-1.6
136;451 Autohandel en reparatie;2004 2e kwartaal;103.7;-2.5
137;451 Autohandel en reparatie;2004 3e kwartaal;93.6;-1.9
138;451 Autohandel en reparatie;2004 4e kwartaal;97.4;4.2
139;451 Autohandel en reparatie;2004;100.6;-0.5
140;451 Autohandel en reparatie;2005 1e kwartaal;104.2;-3.3
141;451 Autohandel en reparatie;2005 2e kwartaal;104.3;0.6
142;451 Autohandel en reparatie;2005 3e kwartaal;93.9;0.3
143;451 Autohandel en reparatie;2005 4e kwartaal;97.5;0.2
144;451 Autohandel en reparatie;2005;100.0;-0.6
145;451 Autohandel en reparatie;2006 1e kwartaal;112.9;8.3
146;451 Autohandel en reparatie;2006 2e kwartaal;108.2;3.7
147;451 Autohandel en reparatie;2006 3e kwartaal;98.0;4.3
148;451 Autohandel en reparatie;2006 4e kwartaal;102.0;4.5
149;451 Autohandel en reparatie;2006;105.3;5.3
150;451 Autohandel en reparatie;2007 1e kwartaal;115.6;2.4
151;451 Autohandel en reparatie;2007 2e kwartaal;112.9;4.3
152;451 Autohandel en reparatie;2007 3e kwartaal;103.9;6.0
153;451 Autohandel en reparatie;2007 4e kwartaal;105.4;3.4
154;451 Autohandel en reparatie;2007;109.4;4.0
155;451 Autohandel en reparatie;2008 1e kwartaal;117.4;1.6
156;451 Autohandel en reparatie;2008 2e kwartaal;108.7;-3.7
157;451 Autohandel en reparatie;2008 3e kwartaal;98.3;-5.3
158;451 Autohandel en reparatie;2008 4e kwartaal;90.7;-13.9
159;451 Autohandel en reparatie;2008;103.8;-5.2
160;451 Autohandel en reparatie;2009 1e kwartaal;95.0;-19.1
161;451 Autohandel en reparatie;2009 2e kwartaal;86.1;-20.8
162;451 Autohandel en reparatie;2009 3e kwartaal;80.0;-18.7
163;451 Autohandel en reparatie;2009 4e kwartaal;81.1;-10.7
164;451 Autohandel en reparatie;2009;85.5;-17.6
165;451 Autohandel en reparatie;2010 1e kwartaal;94.4;-0.6
166;451 Autohandel en reparatie;2010 2e kwartaal;93.0;8.0
167;451 Autohandel en reparatie;2010 3e kwartaal;88.4;10.5
168;451 Autohandel en reparatie;2010 4e kwartaal;92.4;14.0
169;451 Autohandel en reparatie;2010;92.1;7.6
170;451 Autohandel en reparatie;2011 1e kwartaal;106.5;12.8
171;451 Autohandel en reparatie;2011 2e kwartaal;102.2;9.9
172;451 Autohandel en reparatie;2011 3e kwartaal;92.6;4.8
173;451 Autohandel en reparatie;2011 4e kwartaal;92.8;0.4
174;451 Autohandel en reparatie;2011;98.5;7.0
175;451 Autohandel en reparatie;2012 1e kwartaal;101.1;-5.0
176;451 Autohandel en reparatie;2012 2e kwartaal;107.5;5.2
177;451 Autohandel en reparatie;2012 3e kwartaal;81.1;-12.4
178;451 Autohandel en reparatie;2012 4e kwartaal;84.6;-8.8
179;451 Autohandel en reparatie;2012;93.6;-5.0
180;45111 Import van nieuwe personenauto's;1995 1e kwartaal;67.6;
181;45111 Import van nieuwe personenauto's;1995 2e kwartaal;68.3;
182;45111 Import van nieuwe personenauto's;1995 3e kwartaal;52.2;
183;45111 Import van nieuwe personenauto's;1995 4e kwartaal;60.0;
184;45111 Import van nieuwe personenauto's;1995;62.0;
185;45111 Import van nieuwe personenauto's;1996 1e kwartaal;71.1;5.2
186;45111 Import van nieuwe personenauto's;1996 2e kwartaal;77.3;13.2
187;45111 Import van nieuwe personenauto's;1996 3e kwartaal;57.9;11.1
188;45111 Import van nieuwe personenauto's;1996 4e kwartaal;66.5;10.7
189;45111 Import van nieuwe personenauto's;1996;68.2;10.0
190;45111 Import van nieuwe personenauto's;1997 1e kwartaal;78.8;10.9
191;45111 Import van nieuwe personenauto's;1997 2e kwartaal;77.6;0.3
192;45111 Import van nieuwe personenauto's;1997 3e kwartaal;66.9;15.4
193;45111 Import van nieuwe personenauto's;1997 4e kwartaal;70.5;6.0
194;45111 Import van nieuwe personenauto's;1997;73.4;7.7
195;45111 Import van nieuwe personenauto's;1998 1e kwartaal;89.5;13.6
196;45111 Import van nieuwe personenauto's;1998 2e kwartaal;90.9;17.2
197;45111 Import van nieuwe personenauto's;1998 3e kwartaal;77.3;15.7
198;45111 Import van nieuwe personenauto's;1998 4e kwartaal;88.1;25.0
199;45111 Import van nieuwe personenauto's;1998;86.5;17.8
200;45111 Import van nieuwe personenauto's;1999 1e kwartaal;112.3;25.4
201;45111 Import van nieuwe personenauto's;1999 2e kwartaal;106.7;17.3
202;45111 Import van nieuwe personenauto's;1999 3e kwartaal;90.6;17.2
203;45111 Import van nieuwe personenauto's;1999 4e kwartaal;92.2;4.6
204;45111 Import van nieuwe personenauto's;1999;100.4;16.1
205;45111 Import van nieuwe personenauto's;2000 1e kwartaal;112.6;0.3
206;45111 Import van nieuwe personenauto's;2000 2e kwartaal;108.1;1.3
207;45111 Import van nieuwe personenauto's;2000 3e kwartaal;89.4;-1.3
208;45111 Import van nieuwe personenauto's;2000 4e kwartaal;96.0;4.2
209;45111 Import van nieuwe personenauto's;2000;101.5;1.1
210;45111 Import van nieuwe personenauto's;2001 1e kwartaal;109.2;-3.0
211;45111 Import van nieuwe personenauto's;2001 2e kwartaal;106.5;-1.4
212;45111 Import van nieuwe personenauto's;2001 3e kwartaal;92.8;3.7
213;45111 Import van nieuwe personenauto's;2001 4e kwartaal;95.6;-0.4
214;45111 Import van nieuwe personenauto's;2001;101.0;-0.5
215;45111 Import van nieuwe personenauto's;2002 1e kwartaal;105.3;-3.6
216;45111 Import van nieuwe personenauto's;2002 2e kwartaal;107.4;0.8
217;45111 Import van nieuwe personenauto's;2002 3e kwartaal;94.4;1.8
218;45111 Import van nieuwe personenauto's;2002 4e kwartaal;102.6;7.3
219;45111 Import van nieuwe personenauto's;2002;102.4;1.4
220;45111 Import van nieuwe personenauto's;2003 1e kwartaal;102.4;-2.8
221;45111 Import van nieuwe personenauto's;2003 2e kwartaal;105.7;-1.6
222;45111 Import van nieuwe personenauto's;2003 3e kwartaal;92.1;-2.5
223;45111 Import van nieuwe personenauto's;2003 4e kwartaal;99.9;-2.7
224;45111 Import van nieuwe personenauto's;2003;100.0;-2.4
225;45111 Import van nieuwe personenauto's;2004 1e kwartaal;99.1;-3.2
226;45111 Import van nieuwe personenauto's;2004 2e kwartaal;101.8;-3.7
227;45111 Import van nieuwe personenauto's;2004 3e kwartaal;89.3;-3.0
228;45111 Import van nieuwe personenauto's;2004 4e kwartaal;107.2;7.4
229;45111 Import van nieuwe personenauto's;2004;99.4;-0.6
230;45111 Import van nieuwe personenauto's;2005 1e kwartaal;94.7;-4.4
231;45111 Import van nieuwe personenauto's;2005 2e kwartaal;107.1;5.2
232;45111 Import van nieuwe personenauto's;2005 3e kwartaal;91.9;2.9
233;45111 Import van nieuwe personenauto's;2005 4e kwartaal;106.3;-0.9
234;45111 Import van nieuwe personenauto's;2005;100.0;0.6
235;45111 Import van nieuwe personenauto's;2006 1e kwartaal;103.5;9.3
236;45111 Import van nieuwe personenauto's;2006 2e kwartaal;113.4;5.8
237;45111 Import van nieuwe personenauto's;2006 3e kwartaal;96.4;4.9
238;45111 Import van nieuwe personenauto's;2006 4e kwartaal;109.3;2.9
239;45111 Import van nieuwe personenauto's;2006;105.7;5.7
240;45111 Import van nieuwe personenauto's;2007 1e kwartaal;108.2;4.5
241;45111 Import van nieuwe personenauto's;2007 2e kwartaal;116.6;2.8
242;45111 Import van nieuwe personenauto's;2007 3e kwartaal;100.8;4.5
243;45111 Import van nieuwe personenauto's;2007 4e kwartaal;111.7;2.2
244;45111 Import van nieuwe personenauto's;2007;109.3;3.4
245;45111 Import van nieuwe personenauto's;2008 1e kwartaal;111.8;3.3
246;45111 Import van nieuwe personenauto's;2008 2e kwartaal;109.0;-6.5
247;45111 Import van nieuwe personenauto's;2008 3e kwartaal;94.7;-6.0
248;45111 Import van nieuwe personenauto's;2008 4e kwartaal;86.5;-22.6
249;45111 Import van nieuwe personenauto's;2008;100.5;-8.1
250;45111 Import van nieuwe personenauto's;2009 1e kwartaal;76.4;-31.6
251;45111 Import van nieuwe personenauto's;2009 2e kwartaal;73.0;-33.0
252;45111 Import van nieuwe personenauto's;2009 3e kwartaal;68.8;-27.3
253;45111 Import van nieuwe personenauto's;2009 4e kwartaal;75.6;-12.5
254;45111 Import van nieuwe personenauto's;2009;73.5;-26.9
255;45111 Import van nieuwe personenauto's;2010 1e kwartaal;82.3;7.7
256;45111 Import van nieuwe personenauto's;2010 2e kwartaal;87.5;19.9
257;45111 Import van nieuwe personenauto's;2010 3e kwartaal;84.6;22.9
258;45111 Import van nieuwe personenauto's;2010 4e kwartaal;96.3;27.3
259;45111 Import van nieuwe personenauto's;2010;87.7;19.4
260;45111 Import van nieuwe personenauto's;2011 1e kwartaal;101.8;23.7
261;45111 Import van nieuwe personenauto's;2011 2e kwartaal;101.5;16.0
262;45111 Import van nieuwe personenauto's;2011 3e kwartaal;90.7;7.2
263;45111 Import van nieuwe personenauto's;2011 4e kwartaal;101.2;5.1
264;45111 Import van nieuwe personenauto's;2011;98.8;12.7
265;45111 Import van nieuwe personenauto's;2012 1e kwartaal;101.9;0.1
266;45111 Import van nieuwe personenauto's;2012 2e kwartaal;126.6;24.7
267;45111 Import van nieuwe personenauto's;2012 3e kwartaal;75.9;-16.3
268;45111 Import van nieuwe personenauto's;2012 4e kwartaal;92.7;-8.4
269;45111 Import van nieuwe personenauto's;2012;99.3;0.5
270;45112 Handel en reparatie personenauto's;1995 1e kwartaal;80.1;
271;45112 Handel en reparatie personenauto's;1995 2e kwartaal;77.7;
272;45112 Handel en reparatie personenauto's;1995 3e kwartaal;64.2;
273;45112 Handel en reparatie personenauto's;1995 4e kwartaal;63.5;
274;45112 Handel en reparatie personenauto's;1995;71.4;
275;45112 Handel en reparatie personenauto's;1996 1e kwartaal;78.9;-1.4
276;45112 Handel en reparatie personenauto's;1996 2e kwartaal;79.8;2.7
277;45112 Handel en reparatie personenauto's;1996 3e kwartaal;74.1;15.5
278;45112 Handel en reparatie personenauto's;1996 4e kwartaal;69.7;9.8
279;45112 Handel en reparatie personenauto's;1996;75.6;6.0
280;45112 Handel en reparatie personenauto's;1997 1e kwartaal;87.0;10.2
281;45112 Handel en reparatie personenauto's;1997 2e kwartaal;84.1;5.4
282;45112 Handel en reparatie personenauto's;1997 3e kwartaal;74.9;1.1
283;45112 Handel en reparatie personenauto's;1997 4e kwartaal;72.3;3.7
284;45112 Handel en reparatie personenauto's;1997;79.6;5.2
285;45112 Handel en reparatie personenauto's;1998 1e kwartaal;93.7;7.7
286;45112 Handel en reparatie personenauto's;1998 2e kwartaal;91.5;8.7
287;45112 Handel en reparatie personenauto's;1998 3e kwartaal;85.7;14.4
288;45112 Handel en reparatie personenauto's;1998 4e kwartaal;81.1;12.2
289;45112 Handel en reparatie personenauto's;1998;88.0;10.6
290;45112 Handel en reparatie personenauto's;1999 1e kwartaal;106.7;13.9
291;45112 Handel en reparatie personenauto's;1999 2e kwartaal;102.7;12.3
292;45112 Handel en reparatie personenauto's;1999 3e kwartaal;94.6;10.4
293;45112 Handel en reparatie personenauto's;1999 4e kwartaal;87.4;7.8
294;45112 Handel en reparatie personenauto's;1999;97.9;11.2
295;45112 Handel en reparatie personenauto's;2000 1e kwartaal;113.5;6.4
296;45112 Handel en reparatie personenauto's;2000 2e kwartaal;106.1;3.3
297;45112 Handel en reparatie personenauto's;2000 3e kwartaal;95.4;0.9
298;45112 Handel en reparatie personenauto's;2000 4e kwartaal;92.1;5.3
299;45112 Handel en reparatie personenauto's;2000;101.8;4.0
300;45112 Handel en reparatie personenauto's;2001 1e kwartaal;110.9;-2.3
301;45112 Handel en reparatie personenauto's;2001 2e kwartaal;110.3;4.0
302;45112 Handel en reparatie personenauto's;2001 3e kwartaal;99.9;4.7
303;45112 Handel en reparatie personenauto's;2001 4e kwartaal;91.6;-0.6
304;45112 Handel en reparatie personenauto's;2001;103.2;1.4
305;45112 Handel en reparatie personenauto's;2002 1e kwartaal;115.1;3.7
306;45112 Handel en reparatie personenauto's;2002 2e kwartaal;112.4;1.9
307;45112 Handel en reparatie personenauto's;2002 3e kwartaal;101.9;2.0
308;45112 Handel en reparatie personenauto's;2002 4e kwartaal;98.9;8.1
309;45112 Handel en reparatie personenauto's;2002;107.1;3.8
310;45112 Handel en reparatie personenauto's;2003 1e kwartaal;114.2;-0.7
311;45112 Handel en reparatie personenauto's;2003 2e kwartaal;107.9;-4.0
312;45112 Handel en reparatie personenauto's;2003 3e kwartaal;97.6;-4.2
313;45112 Handel en reparatie personenauto's;2003 4e kwartaal;90.3;-8.7
314;45112 Handel en reparatie personenauto's;2003;102.5;-4.3
315;45112 Handel en reparatie personenauto's;2004 1e kwartaal;112.7;-1.3
316;45112 Handel en reparatie personenauto's;2004 2e kwartaal;105.2;-2.5
317;45112 Handel en reparatie personenauto's;2004 3e kwartaal;95.9;-1.8
318;45112 Handel en reparatie personenauto's;2004 4e kwartaal;93.3;3.4
319;45112 Handel en reparatie personenauto's;2004;101.8;-0.7
320;45112 Handel en reparatie personenauto's;2005 1e kwartaal;108.9;-3.3
321;45112 Handel en reparatie personenauto's;2005 2e kwartaal;103.6;-1.5
322;45112 Handel en reparatie personenauto's;2005 3e kwartaal;95.3;-0.6
323;45112 Handel en reparatie personenauto's;2005 4e kwartaal;92.2;-1.2
324;45112 Handel en reparatie personenauto's;2005;100.0;-1.8
325;45112 Handel en reparatie personenauto's;2006 1e kwartaal;115.3;5.8
326;45112 Handel en reparatie personenauto's;2006 2e kwartaal;105.5;1.8
327;45112 Handel en reparatie personenauto's;2006 3e kwartaal;97.7;2.5
328;45112 Handel en reparatie personenauto's;2006 4e kwartaal;95.1;3.1
329;45112 Handel en reparatie personenauto's;2006;103.4;3.4
330;45112 Handel en reparatie personenauto's;2007 1e kwartaal;117.7;2.1
331;45112 Handel en reparatie personenauto's;2007 2e kwartaal;109.3;3.6
332;45112 Handel en reparatie personenauto's;2007 3e kwartaal;103.2;5.7
333;45112 Handel en reparatie personenauto's;2007 4e kwartaal;97.1;2.1
334;45112 Handel en reparatie personenauto's;2007;106.8;3.3
335;45112 Handel en reparatie personenauto's;2008 1e kwartaal;116.8;-0.7
336;45112 Handel en reparatie personenauto's;2008 2e kwartaal;105.8;-3.3
337;45112 Handel en reparatie personenauto's;2008 3e kwartaal;97.6;-5.4
338;45112 Handel en reparatie personenauto's;2008 4e kwartaal;86.7;-10.7
339;45112 Handel en reparatie personenauto's;2008;101.7;-4.8
340;45112 Handel en reparatie personenauto's;2009 1e kwartaal;100.3;-14.1
341;45112 Handel en reparatie personenauto's;2009 2e kwartaal;90.1;-14.8
342;45112 Handel en reparatie personenauto's;2009 3e kwartaal;82.8;-15.5
343;45112 Handel en reparatie personenauto's;2009 4e kwartaal;80.1;-7.7
344;45112 Handel en reparatie personenauto's;2009;88.3;-13.2
345;45112 Handel en reparatie personenauto's;2010 1e kwartaal;99.8;-0.5
346;45112 Handel en reparatie personenauto's;2010 2e kwartaal;95.2;5.6
347;45112 Handel en reparatie personenauto's;2010 3e kwartaal;89.9;8.6
348;45112 Handel en reparatie personenauto's;2010 4e kwartaal;89.7;12.1
349;45112 Handel en reparatie personenauto's;2010;93.7;6.0
350;45112 Handel en reparatie personenauto's;2011 1e kwartaal;108.0;8.1
351;45112 Handel en reparatie personenauto's;2011 2e kwartaal;100.4;5.5
352;45112 Handel en reparatie personenauto's;2011 3e kwartaal;90.7;0.8
353;45112 Handel en reparatie personenauto's;2011 4e kwartaal;86.6;-3.5
354;45112 Handel en reparatie personenauto's;2011;96.4;2.9
355;45112 Handel en reparatie personenauto's;2012 1e kwartaal;101.2;-6.3
356;45112 Handel en reparatie personenauto's;2012 2e kwartaal;100.9;0.5
357;45112 Handel en reparatie personenauto's;2012 3e kwartaal;82.2;-9.3
358;45112 Handel en reparatie personenauto's;2012 4e kwartaal;79.4;-8.3
359;45112 Handel en reparatie personenauto's;2012;90.9;-5.7
360;4519 Handel in vrachtwagens, aanhangers;1995 1e kwartaal;;
361;4519 Handel in vrachtwagens, aanhangers;1995 2e kwartaal;;
362;4519 Handel in vrachtwagens, aanhangers;1995 3e kwartaal;;
363;4519 Handel in vrachtwagens, aanhangers;1995 4e kwartaal;;
364;4519 Handel in vrachtwagens, aanhangers;1995;;
365;4519 Handel in vrachtwagens, aanhangers;1996 1e kwartaal;;
366;4519 Handel in vrachtwagens, aanhangers;1996 2e kwartaal;;
367;4519 Handel in vrachtwagens, aanhangers;1996 3e kwartaal;;
368;4519 Handel in vrachtwagens, aanhangers;1996 4e kwartaal;;
369;4519 Handel in vrachtwagens, aanhangers;1996;;
370;4519 Handel in vrachtwagens, aanhangers;1997 1e kwartaal;;
371;4519 Handel in vrachtwagens, aanhangers;1997 2e kwartaal;;
372;4519 Handel in vrachtwagens, aanhangers;1997 3e kwartaal;;
373;4519 Handel in vrachtwagens, aanhangers;1997 4e kwartaal;;
374;4519 Handel in vrachtwagens, aanhangers;1997;;
375;4519 Handel in vrachtwagens, aanhangers;1998 1e kwartaal;;
376;4519 Handel in vrachtwagens, aanhangers;1998 2e kwartaal;;
377;4519 Handel in vrachtwagens, aanhangers;1998 3e kwartaal;;
378;4519 Handel in vrachtwagens, aanhangers;1998 4e kwartaal;;
379;4519 Handel in vrachtwagens, aanhangers;1998;;
380;4519 Handel in vrachtwagens, aanhangers;1999 1e kwartaal;;
381;4519 Handel in vrachtwagens, aanhangers;1999 2e kwartaal;;
382;4519 Handel in vrachtwagens, aanhangers;1999 3e kwartaal;;
383;4519 Handel in vrachtwagens, aanhangers;1999 4e kwartaal;;
384;4519 Handel in vrachtwagens, aanhangers;1999;;
385;4519 Handel in vrachtwagens, aanhangers;2000 1e kwartaal;;
386;4519 Handel in vrachtwagens, aanhangers;2000 2e kwartaal;;
387;4519 Handel in vrachtwagens, aanhangers;2000 3e kwartaal;;
388;4519 Handel in vrachtwagens, aanhangers;2000 4e kwartaal;;
389;4519 Handel in vrachtwagens, aanhangers;2000;;
390;4519 Handel in vrachtwagens, aanhangers;2001 1e kwartaal;;
391;4519 Handel in vrachtwagens, aanhangers;2001 2e kwartaal;;
392;4519 Handel in vrachtwagens, aanhangers;2001 3e kwartaal;;
393;4519 Handel in vrachtwagens, aanhangers;2001 4e kwartaal;;
394;4519 Handel in vrachtwagens, aanhangers;2001;;
395;4519 Handel in vrachtwagens, aanhangers;2002 1e kwartaal;;
396;4519 Handel in vrachtwagens, aanhangers;2002 2e kwartaal;;
397;4519 Handel in vrachtwagens, aanhangers;2002 3e kwartaal;;
398;4519 Handel in vrachtwagens, aanhangers;2002 4e kwartaal;;
399;4519 Handel in vrachtwagens, aanhangers;2002;;
400;4519 Handel in vrachtwagens, aanhangers;2003 1e kwartaal;99.5;
401;4519 Handel in vrachtwagens, aanhangers;2003 2e kwartaal;97.5;
402;4519 Handel in vrachtwagens, aanhangers;2003 3e kwartaal;91.1;
403;4519 Handel in vrachtwagens, aanhangers;2003 4e kwartaal;94.9;
404;4519 Handel in vrachtwagens, aanhangers;2003;95.8;
405;4519 Handel in vrachtwagens, aanhangers;2004 1e kwartaal;101.3;1.7
406;4519 Handel in vrachtwagens, aanhangers;2004 2e kwartaal;98.9;1.4
407;4519 Handel in vrachtwagens, aanhangers;2004 3e kwartaal;91.6;0.5
408;4519 Handel in vrachtwagens, aanhangers;2004 4e kwartaal;94.6;-0.3
409;4519 Handel in vrachtwagens, aanhangers;2004;96.6;0.8
410;4519 Handel in vrachtwagens, aanhangers;2005 1e kwartaal;101.5;0.2
411;4519 Handel in vrachtwagens, aanhangers;2005 2e kwartaal;100.5;1.6
412;4519 Handel in vrachtwagens, aanhangers;2005 3e kwartaal;91.2;-0.4
413;4519 Handel in vrachtwagens, aanhangers;2005 4e kwartaal;106.8;12.9
