ID;AfzetEnVerbruik;SBI93;Perioden;Wegingscoefficient_1;Indexcijfers_2;MaandOpMaandOntwikkeling_3;JaarOpJaarOntwikkeling_4;Wegingscoefficient_5;Indexcijfers_6;MaandOpMaandOntwikkeling_7;JaarOpJaarOntwikkeling_8
54;Totale afzet;C DELFSTOFFENWINNING;2004 maart;11442;107.8;-0.4;-7.4;11442;107.8;-0.4;-7.4
55;Totale afzet;C DELFSTOFFENWINNING;2004 april;11442;106.0;-1.6;-9.3;11442;106.0;-1.6;-9.3
56;Totale afzet;C DELFSTOFFENWINNING;2004 mei;11442;105.4;-0.6;-10.4;11442;105.4;-0.6;-10.4
57;Totale afzet;C DELFSTOFFENWINNING;2004 juni;11442;105.9;0.5;-10.4;11442;105.9;0.5;-10.4
58;Totale afzet;C DELFSTOFFENWINNING;2004 juli;11442;107.8;1.7;1.0;11442;107.8;1.7;1.0
59;Totale afzet;C DELFSTOFFENWINNING;2004 augustus;11442;107.9;0.1;1.9;11442;107.9;0.1;1.9
60;Totale afzet;C DELFSTOFFENWINNING;2004 september;11442;109.7;1.7;5.4;11442;109.7;1.7;5.4
61;Totale afzet;C DELFSTOFFENWINNING;2004 oktober;11442;118.1;7.6;12.9;11442;118.1;7.6;12.9
62;Totale afzet;C DELFSTOFFENWINNING;2004 november;11442;119.5;1.2;12.9;11442;119.5;1.2;12.9
63;Totale afzet;C DELFSTOFFENWINNING;2004 december;11442;118.9;-0.5;8.6;11442;118.9;-0.5;8.6
64;Totale afzet;C DELFSTOFFENWINNING;2004;11442;110.2;;-1.3;11442;110.2;;-1.3
65;Totale afzet;C DELFSTOFFENWINNING;2005 januari;11442;127.3;7.1;18.2;11442;127.3;7.1;18.2
66;Totale afzet;C DELFSTOFFENWINNING;2005 februari;11442;128.1;0.6;18.4;11442;128.1;0.6;18.4
67;Totale afzet;C DELFSTOFFENWINNING;2005 maart;11442;129.7;1.3;20.3;11442;129.7;1.3;20.3
68;Totale afzet;C DELFSTOFFENWINNING;2005 april;11442;135.4;4.4;27.7;11442;135.4;4.4;27.7
69;Totale afzet;C DELFSTOFFENWINNING;2005 mei;11442;134.2;-0.9;27.4;11442;134.2;-0.9;27.4
70;Totale afzet;C DELFSTOFFENWINNING;2005 juni;11442;138.0;2.8;30.3;11442;138.0;2.8;30.3
71;Totale afzet;C DELFSTOFFENWINNING;2005 juli;11442;144.2;4.5;33.8;11442;144.2;4.5;33.8
72;Totale afzet;C DELFSTOFFENWINNING;2005 augustus;11442;148.7;3.1;37.8;11442;148.7;3.1;37.8
73;Totale afzet;C DELFSTOFFENWINNING;2005 september;11442;152.0;2.2;38.5;11442;152.0;2.2;38.5
74;Totale afzet;C DELFSTOFFENWINNING;2005 oktober;11442;162.6;7.0;37.7;11442;162.6;7.0;37.7
75;Totale afzet;C DELFSTOFFENWINNING;2005 november;11442;162.5;0.0;36.0;11442;162.5;0.0;36.0
76;Totale afzet;C DELFSTOFFENWINNING;2005 december;11442;171.5;5.5;44.2;11442;171.5;5.5;44.2
77;Totale afzet;C DELFSTOFFENWINNING;2005;11442;144.5;;31.1;11442;144.5;;31.1
78;Totale afzet;C DELFSTOFFENWINNING;2006 januari;11442;178.5;4.1;40.2;11442;178.5;4.1;40.2
79;Totale afzet;C DELFSTOFFENWINNING;2006 februari;11442;178.5;0.0;39.4;11442;178.5;0.0;39.4
80;Totale afzet;C DELFSTOFFENWINNING;2006 maart;11442;180.5;1.1;39.2;11442;180.5;1.1;39.2
81;Totale afzet;C DELFSTOFFENWINNING;2006 april;11442;186.2;3.1;37.5;11442;186.2;3.1;37.5
82;Totale afzet;C DELFSTOFFENWINNING;2006 mei;11442;193.0;3.7;43.8;11442;193.0;3.7;43.8
83;Totale afzet;C DELFSTOFFENWINNING;2006 juni;11442;192.9;-0.1;39.7;11442;192.9;-0.1;39.7
84;Totale afzet;C DELFSTOFFENWINNING;2006 juli;11442;192.2;-0.3;33.3;11442;192.2;-0.3;33.3
85;Totale afzet;C DELFSTOFFENWINNING;2006 augustus;11442;192.0;-0.1;29.1;11442;192.0;-0.1;29.1
86;Totale afzet;C DELFSTOFFENWINNING;2006 september;11442;192.6;0.3;26.7;11442;192.6;0.3;26.7
87;Totale afzet;C DELFSTOFFENWINNING;2006 oktober;11442;190.9;-0.9;17.4;11442;190.9;-0.9;17.4
88;Totale afzet;C DELFSTOFFENWINNING;2006 november;11442;189.4;-0.8;16.5;11442;189.4;-0.8;16.5
89;Totale afzet;C DELFSTOFFENWINNING;2006 december;11442;190.1;0.4;10.8;11442;190.1;0.4;10.8
90;Totale afzet;C DELFSTOFFENWINNING;2006;11442;188.1;;30.1;11442;188.1;;30.1
91;Totale afzet;C DELFSTOFFENWINNING;2007 januari;11442;192.2;1.1;7.7;11442;192.2;1.1;7.7
92;Totale afzet;C DELFSTOFFENWINNING;2007 februari;11442;189.6;-1.4;6.2;11442;189.6;-1.4;6.2
93;Totale afzet;C DELFSTOFFENWINNING;2007 maart;11442;191.1;0.8;5.9;11442;191.1;0.8;5.9
94;Totale afzet;C DELFSTOFFENWINNING;2007 april;11442;190.7;-0.2;2.5;11442;190.7;-0.2;2.5
95;Totale afzet;C DELFSTOFFENWINNING;2007 mei;11442;188.6;-1.1;-2.3;11442;188.6;-1.1;-2.3
96;Totale afzet;C DELFSTOFFENWINNING;2007 juni;11442;185.1;-1.8;-4.0;11442;185.1;-1.8;-4.0
97;Totale afzet;C DELFSTOFFENWINNING;2007 juli;11442;194.0;4.8;1.0;11442;194.0;4.8;1.0
98;Totale afzet;C DELFSTOFFENWINNING;2007 augustus;11442;191.6;-1.3;-0.2;11442;191.6;-1.3;-0.2
99;Totale afzet;C DELFSTOFFENWINNING;2007 september;11442;188.9;-1.4;-1.9;11442;188.9;-1.4;-1.9
100;Totale afzet;C DELFSTOFFENWINNING;2007 oktober;11442;192.5;1.9;0.9;11442;192.5;1.9;0.9
101;Totale afzet;C DELFSTOFFENWINNING;2007 november;11442;193.5;0.5;2.2;11442;193.5;0.5;2.2
102;Totale afzet;C DELFSTOFFENWINNING;2007 december;11442;195.2;0.9;2.7;11442;195.2;0.9;2.7
103;Totale afzet;C DELFSTOFFENWINNING;2007;11442;191.1;;1.6;11442;191.1;;1.6
104;Totale afzet;C DELFSTOFFENWINNING;2008 januari;11442;203.1;4.0;5.7;11442;203.1;4.0;5.7
105;Totale afzet;C DELFSTOFFENWINNING;2008 februari;11442;208.3;2.6;9.8;11442;208.3;2.6;9.8
106;Totale afzet;C DELFSTOFFENWINNING;2008 maart;11442;213.1;2.3;11.5;11442;213.1;2.3;11.5
107;Totale afzet;C DELFSTOFFENWINNING;2008 april;11442;222.6;4.4;16.7;11442;222.6;4.4;16.7
108;Totale afzet;C DELFSTOFFENWINNING;2008 mei;11442;237.0;6.5;25.7;11442;237.0;6.5;25.7
109;Totale afzet;C DELFSTOFFENWINNING;2008 juni;11442;250.3;5.6;35.2;11442;250.3;5.6;35.2
110;Totale afzet;C DELFSTOFFENWINNING;2008 juli;11442;271.0;8.3;39.7;11442;271.0;8.3;39.7
111;Totale afzet;C DELFSTOFFENWINNING;2008 augustus;11442;273.9;1.1;43.0;11442;273.9;1.1;43.0
112;Totale afzet;C DELFSTOFFENWINNING;2008 september;11442;265.1;-3.2;40.3;11442;265.1;-3.2;40.3
113;Totale afzet;C DELFSTOFFENWINNING;2008 oktober;11442;268.2;1.2;39.3;11442;268.2;1.2;39.3
114;Totale afzet;C DELFSTOFFENWINNING;2008 november;11442;256.0;-4.6;32.3;11442;256.0;-4.6;32.3
115;Totale afzet;C DELFSTOFFENWINNING;2008 december;11442;255.1;-0.4;30.7;11442;255.1;-0.4;30.7
116;Totale afzet;C DELFSTOFFENWINNING;2008;11442;243.6;;27.5;11442;243.6;;27.5
117;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2000 januari;10542;81.0;;;10542;81.0;;
118;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2000 februari;10542;82.0;2.2;;10542;82.0;2.2;
119;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2000 maart;10542;84.0;1.4;;10542;84.0;1.4;
120;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2000 april;10542;93.0;11.5;;10542;93.0;11.5;
121;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2000 mei;10542;97.0;4.4;;10542;97.0;4.4;
122;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2000 juni;10542;98.0;0.9;;10542;98.0;0.9;
123;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2000 juli;10542;106.0;7.7;;10542;106.0;7.7;
124;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2000 augustus;10542;107.0;1.5;;10542;107.0;1.5;
125;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2000 september;10542;109.0;2.0;;10542;109.0;2.0;
126;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2000 oktober;10542;114.0;3.8;;10542;114.0;3.8;
127;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2000 november;10542;114.0;0.6;;10542;114.0;0.6;
128;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2000 december;10542;115.0;0.5;;10542;115.0;0.5;
129;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2000;10542;100.0;;;10542;100.0;;
130;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2001 januari;10542;120.0;4.6;49.1;10542;120.0;4.6;49.1
131;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2001 februari;10542;124.0;3.5;51.0;10542;124.0;3.5;51.0
132;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2001 maart;10542;124.0;-0.1;48.7;10542;124.0;-0.1;48.7
133;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2001 april;10542;118.0;-4.7;27.2;10542;118.0;-4.7;27.2
134;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2001 mei;10542;119.0;0.7;22.6;10542;119.0;0.7;22.6
135;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2001 juni;10542;121.0;1.4;23.2;10542;121.0;1.4;23.2
136;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2001 juli;10542;118.0;-2.2;11.8;10542;118.0;-2.2;11.8
137;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2001 augustus;10542;114.0;-3.7;6.0;10542;114.0;-3.7;6.0
138;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2001 september;10542;111.0;-2.3;1.6;10542;111.0;-2.3;1.6
139;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2001 oktober;10542;107.0;-3.5;-5.6;10542;107.0;-3.5;-5.6
140;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2001 november;10542;105.0;-2.2;-8.2;10542;105.0;-2.2;-8.2
141;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2001 december;10542;103.0;-1.4;-9.9;10542;103.0;-1.4;-9.9
142;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2001;10542;115.0;;15.5;10542;115.0;;15.5
143;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2002 januari;10542;100.0;-2.9;-16.4;10542;100.0;-2.9;-16.4
144;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2002 februari;10542;102.0;1.6;-17.9;10542;102.0;1.6;-17.9
145;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2002 maart;10542;101.0;-0.7;-18.4;10542;101.0;-0.7;-18.4
146;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2002 april;10542;102.0;1.0;-13.5;10542;102.0;1.0;-13.5
147;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2002 mei;10542;102.0;-0.7;-14.7;10542;102.0;-0.7;-14.7
148;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2002 juni;10542;99.0;-2.7;-18.2;10542;99.0;-2.7;-18.2
149;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2002 juli;10542;104.0;5.1;-12.0;10542;104.0;5.1;-12.0
150;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2002 augustus;10542;104.0;-0.3;-8.9;10542;104.0;-0.3;-8.9
151;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2002 september;10542;103.0;-0.4;-7.2;10542;103.0;-0.4;-7.2
152;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2002 oktober;10542;108.0;4.7;0.8;10542;108.0;4.7;0.8
153;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2002 november;10542;109.0;0.7;3.7;10542;109.0;0.7;3.7
154;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2002 december;10542;112.0;3.4;8.8;10542;112.0;3.4;8.8
155;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2002;10542;104.0;;-10.0;10542;104.0;;-10.0
156;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2003 januari;10542;117.0;4.1;16.6;10542;117.0;4.1;16.6
157;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2003 februari;10542;118.0;0.7;15.5;10542;118.0;0.7;15.5
158;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2003 maart;10542;117.0;-1.0;15.1;10542;117.0;-1.0;15.1
159;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2003 april;10542;117.0;0.4;14.4;10542;117.0;0.4;14.4
160;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2003 mei;10542;118.0;0.9;16.3;10542;118.0;0.9;16.3
161;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2003 juni;10542;119.0;0.5;20.2;10542;119.0;0.5;20.2
162;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2003 juli;10542;106.0;-10.5;2.3;10542;106.0;-10.5;2.3
163;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2003 augustus;10542;106.0;-0.7;1.9;10542;106.0;-0.7;1.9
164;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2003 september;10542;104.0;-1.8;0.5;10542;104.0;-1.8;0.5
165;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2003 oktober;10542;104.0;0.5;-3.5;10542;104.0;0.5;-3.5
166;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2003 november;10542;106.0;1.4;-2.8;10542;106.0;1.4;-2.8
167;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2003 december;10542;110.0;3.8;-2.4;10542;110.0;3.8;-2.4
168;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2003;10542;112.0;;7.6;10542;112.0;;7.6
169;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2004 januari;10542;108.0;-1.9;-8.0;10542;108.0;-1.9;-8.0
170;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2004 februari;10542;108.0;0.5;-8.2;10542;108.0;0.5;-8.2
171;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2004 maart;10542;108.0;-0.4;-7.6;10542;108.0;-0.4;-7.6
172;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2004 april;10542;106.0;-1.7;-9.6;10542;106.0;-1.7;-9.6
173;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2004 mei;10542;105.0;-0.7;-11.0;10542;105.0;-0.7;-11.0
174;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2004 juni;10542;106.0;0.6;-11.0;10542;106.0;0.6;-11.0
175;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2004 juli;10542;108.0;1.9;1.3;10542;108.0;1.9;1.3
176;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2004 augustus;10542;108.0;0.1;2.1;10542;108.0;0.1;2.1
177;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2004 september;10542;110.0;1.9;6.0;10542;110.0;1.9;6.0
178;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2004 oktober;10542;119.0;8.3;14.1;10542;119.0;8.3;14.1
179;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2004 november;10542;120.0;1.2;13.9;10542;120.0;1.2;13.9
180;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2004 december;10542;120.0;-0.4;9.2;10542;120.0;-0.4;9.2
181;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2004;10542;110.0;;-1.2;10542;110.0;;-1.2
182;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2005 januari;10542;129.0;7.5;19.7;10542;129.0;7.5;19.7
183;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2005 februari;10542;130.0;0.6;19.8;10542;130.0;0.6;19.8
184;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2005 maart;10542;131.0;1.4;21.9;10542;131.0;1.4;21.9
185;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2005 april;10542;138.0;4.7;29.9;10542;138.0;4.7;29.9
186;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2005 mei;10542;136.0;-0.9;29.7;10542;136.0;-0.9;29.7
187;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2005 juni;10542;141.0;3.0;32.9;10542;141.0;3.0;32.9
188;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2005 juli;10542;147.0;4.7;36.6;10542;147.0;4.7;36.6
189;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2005 augustus;10542;152.0;3.3;40.9;10542;152.0;3.3;40.9
190;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2005 september;10542;156.0;2.4;41.6;10542;156.0;2.4;41.6
191;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2005 oktober;10542;167.0;7.3;40.4;10542;167.0;7.3;40.4
192;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2005 november;10542;167.0;-0.1;38.6;10542;167.0;-0.1;38.6
193;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2005 december;10542;177.0;5.8;47.4;10542;177.0;5.8;47.4
194;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2005;10542;148.0;;33.6;10542;148.0;;33.6
195;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2006 januari;10542;184.0;4.4;43.1;10542;184.0;4.4;43.1
196;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2006 februari;10542;184.0;0.0;42.2;10542;184.0;0.0;42.2
197;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2006 maart;10542;187.0;1.2;42.0;10542;187.0;1.2;42.0
198;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2006 april;10542;193.0;3.3;40.0;10542;193.0;3.3;40.0
199;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2006 mei;10542;200.0;3.9;46.7;10542;200.0;3.9;46.7
200;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2006 juni;10542;200.0;-0.1;42.2;10542;200.0;-0.1;42.2
201;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2006 juli;10542;199.0;-0.3;35.4;10542;199.0;-0.3;35.4
202;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2006 augustus;10542;199.0;-0.2;30.8;10542;199.0;-0.2;30.8
203;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2006 september;10542;200.0;0.3;28.2;10542;200.0;0.3;28.2
204;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2006 oktober;10542;198.0;-0.9;18.3;10542;198.0;-0.9;18.3
205;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2006 november;10542;196.0;-0.8;17.5;10542;196.0;-0.8;17.5
206;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2006 december;10542;197.0;0.3;11.4;10542;197.0;0.3;11.4
207;Totale afzet;CA ENERGIEHOUDENDE DELFSTOFFENWINNING;2006;10542;195.0;;32.0;10542;195.0;;32.0
