ID;Energiedragers;Perioden;VerbrandingswaardenMotorbrandstoffen_1
66;Motorbenzine, fossiele deel;2022;43.3
67;Motorbenzine, fossiele deel;2023;43.3
68;Biobenzine, bijgemengd;1990;
69;Biobenzine, bijgemengd;1991;
70;Biobenzine, bijgemengd;1992;
71;Biobenzine, bijgemengd;1993;
72;Biobenzine, bijgemengd;1994;
73;Biobenzine, bijgemengd;1995;
74;Biobenzine, bijgemengd;1996;
75;Biobenzine, bijgemengd;1997;
76;Biobenzine, bijgemengd;1998;
77;Biobenzine, bijgemengd;1999;
78;Biobenzine, bijgemengd;2000;
79;Biobenzine, bijgemengd;2001;
80;Biobenzine, bijgemengd;2002;
81;Biobenzine, bijgemengd;2003;
82;Biobenzine, bijgemengd;2004;
83;Biobenzine, bijgemengd;2005;
84;Biobenzine, bijgemengd;2006;28.0
85;Biobenzine, bijgemengd;2007;28.0
86;Biobenzine, bijgemengd;2008;27.7
87;Biobenzine, bijgemengd;2009;27.2
88;Biobenzine, bijgemengd;2010;27.0
89;Biobenzine, bijgemengd;2011;27.0
90;Biobenzine, bijgemengd;2012;27.0
91;Biobenzine, bijgemengd;2013;27.0
92;Biobenzine, bijgemengd;2014;27.0
93;Biobenzine, bijgemengd;2015;27.0
94;Biobenzine, bijgemengd;2016;27.0
95;Biobenzine, bijgemengd;2017;27.0
96;Biobenzine, bijgemengd;2018;28.4
97;Biobenzine, bijgemengd;2019;28.8
98;Biobenzine, bijgemengd;2020;27.9
99;Biobenzine, bijgemengd;2021;27.8
100;Biobenzine, bijgemengd;2022;27.9
101;Biobenzine, bijgemengd;2023;27.0
102;Diesel;1990;43.0
103;Diesel;1991;43.0
104;Diesel;1992;43.0
105;Diesel;1993;43.0
106;Diesel;1994;43.0
107;Diesel;1995;43.0
108;Diesel;1996;43.1
109;Diesel;1997;43.1
110;Diesel;1998;43.1
111;Diesel;1999;43.1
112;Diesel;2000;43.1
113;Diesel;2001;43.1
114;Diesel;2002;43.1
115;Diesel;2003;43.1
116;Diesel;2004;43.1
117;Diesel;2005;43.1
118;Diesel;2006;43.1
119;Diesel;2007;42.9
120;Diesel;2008;43.0
121;Diesel;2009;42.9
122;Diesel;2010;43.1
123;Diesel;2011;43.0
124;Diesel;2012;43.0
125;Diesel;2013;43.0
126;Diesel;2014;42.9
127;Diesel;2015;43.0
128;Diesel;2016;43.0
129;Diesel;2017;43.0
130;Diesel;2018;43.0
131;Diesel;2019;42.8
132;Diesel;2020;42.8
133;Diesel;2021;42.8
134;Diesel;2022;42.9
135;Diesel;2023;42.9
136;Diesel, fossiele deel;1990;43.0
137;Diesel, fossiele deel;1991;43.0
138;Diesel, fossiele deel;1992;43.0
139;Diesel, fossiele deel;1993;43.0
140;Diesel, fossiele deel;1994;43.0
141;Diesel, fossiele deel;1995;43.0
142;Diesel, fossiele deel;1996;43.1
143;Diesel, fossiele deel;1997;43.1
144;Diesel, fossiele deel;1998;43.1
145;Diesel, fossiele deel;1999;43.1
146;Diesel, fossiele deel;2000;43.1
147;Diesel, fossiele deel;2001;43.1
148;Diesel, fossiele deel;2002;43.1
149;Diesel, fossiele deel;2003;43.1
150;Diesel, fossiele deel;2004;43.1
151;Diesel, fossiele deel;2005;43.1
152;Diesel, fossiele deel;2006;43.1
153;Diesel, fossiele deel;2007;43.1
154;Diesel, fossiele deel;2008;43.2
155;Diesel, fossiele deel;2009;43.2
156;Diesel, fossiele deel;2010;43.2
157;Diesel, fossiele deel;2011;43.2
158;Diesel, fossiele deel;2012;43.2
159;Diesel, fossiele deel;2013;43.2
160;Diesel, fossiele deel;2014;43.2
161;Diesel, fossiele deel;2015;43.1
162;Diesel, fossiele deel;2016;43.1
163;Diesel, fossiele deel;2017;43.2
164;Diesel, fossiele deel;2018;43.4
165;Diesel, fossiele deel;2019;43.2
166;Diesel, fossiele deel;2020;43.2
167;Diesel, fossiele deel;2021;43.2
168;Diesel, fossiele deel;2022;43.2
169;Diesel, fossiele deel;2023;43.2
170;Biodiesel, gemengd in gas- en dieselolie;1990;
171;Biodiesel, gemengd in gas- en dieselolie;1991;
172;Biodiesel, gemengd in gas- en dieselolie;1992;
173;Biodiesel, gemengd in gas- en dieselolie;1993;
174;Biodiesel, gemengd in gas- en dieselolie;1994;
175;Biodiesel, gemengd in gas- en dieselolie;1995;
176;Biodiesel, gemengd in gas- en dieselolie;1996;
177;Biodiesel, gemengd in gas- en dieselolie;1997;
178;Biodiesel, gemengd in gas- en dieselolie;1998;
179;Biodiesel, gemengd in gas- en dieselolie;1999;
180;Biodiesel, gemengd in gas- en dieselolie;2000;
181;Biodiesel, gemengd in gas- en dieselolie;2001;
182;Biodiesel, gemengd in gas- en dieselolie;2002;
183;Biodiesel, gemengd in gas- en dieselolie;2003;
184;Biodiesel, gemengd in gas- en dieselolie;2004;
185;Biodiesel, gemengd in gas- en dieselolie;2005;
186;Biodiesel, gemengd in gas- en dieselolie;2006;37.0
187;Biodiesel, gemengd in gas- en dieselolie;2007;37.0
188;Biodiesel, gemengd in gas- en dieselolie;2008;37.0
189;Biodiesel, gemengd in gas- en dieselolie;2009;37.0
190;Biodiesel, gemengd in gas- en dieselolie;2010;37.0
191;Biodiesel, gemengd in gas- en dieselolie;2011;37.0
192;Biodiesel, gemengd in gas- en dieselolie;2012;37.0
193;Biodiesel, gemengd in gas- en dieselolie;2013;37.0
194;Biodiesel, gemengd in gas- en dieselolie;2014;37.0
195;Biodiesel, gemengd in gas- en dieselolie;2015;37.0
196;Biodiesel, gemengd in gas- en dieselolie;2016;37.0
197;Biodiesel, gemengd in gas- en dieselolie;2017;37.0
198;Biodiesel, gemengd in gas- en dieselolie;2018;37.0
199;Biodiesel, gemengd in gas- en dieselolie;2019;38.3
200;Biodiesel, gemengd in gas- en dieselolie;2020;37.8
201;Biodiesel, gemengd in gas- en dieselolie;2021;38.3
202;Biodiesel, gemengd in gas- en dieselolie;2022;38.7
203;Biodiesel, gemengd in gas- en dieselolie;2023;39.2
204;Gasolie/lichte stookolie (scheepsdiesel);1990;43.0
205;Gasolie/lichte stookolie (scheepsdiesel);1991;43.0
206;Gasolie/lichte stookolie (scheepsdiesel);1992;43.0
207;Gasolie/lichte stookolie (scheepsdiesel);1993;43.0
208;Gasolie/lichte stookolie (scheepsdiesel);1994;43.0
209;Gasolie/lichte stookolie (scheepsdiesel);1995;43.0
210;Gasolie/lichte stookolie (scheepsdiesel);1996;43.1
211;Gasolie/lichte stookolie (scheepsdiesel);1997;43.1
212;Gasolie/lichte stookolie (scheepsdiesel);1998;43.1
213;Gasolie/lichte stookolie (scheepsdiesel);1999;43.1
214;Gasolie/lichte stookolie (scheepsdiesel);2000;43.1
215;Gasolie/lichte stookolie (scheepsdiesel);2001;43.1
216;Gasolie/lichte stookolie (scheepsdiesel);2002;43.1
217;Gasolie/lichte stookolie (scheepsdiesel);2003;43.1
218;Gasolie/lichte stookolie (scheepsdiesel);2004;43.1
219;Gasolie/lichte stookolie (scheepsdiesel);2005;43.1
220;Gasolie/lichte stookolie (scheepsdiesel);2006;43.1
221;Gasolie/lichte stookolie (scheepsdiesel);2007;43.1
222;Gasolie/lichte stookolie (scheepsdiesel);2008;43.2
223;Gasolie/lichte stookolie (scheepsdiesel);2009;43.2
224;Gasolie/lichte stookolie (scheepsdiesel);2010;43.2
225;Gasolie/lichte stookolie (scheepsdiesel);2011;43.2
226;Gasolie/lichte stookolie (scheepsdiesel);2012;43.2
227;Gasolie/lichte stookolie (scheepsdiesel);2013;43.2
228;Gasolie/lichte stookolie (scheepsdiesel);2014;43.2
229;Gasolie/lichte stookolie (scheepsdiesel);2015;43.2
230;Gasolie/lichte stookolie (scheepsdiesel);2016;43.2
231;Gasolie/lichte stookolie (scheepsdiesel);2017;43.2
232;Gasolie/lichte stookolie (scheepsdiesel);2018;43.2
233;Gasolie/lichte stookolie (scheepsdiesel);2019;43.2
234;Gasolie/lichte stookolie (scheepsdiesel);2020;42.6
235;Gasolie/lichte stookolie (scheepsdiesel);2021;42.8
236;Gasolie/lichte stookolie (scheepsdiesel);2022;42.3
237;Gasolie/lichte stookolie (scheepsdiesel);2023;42.4
238;Zware stookolie;1990;41.0
239;Zware stookolie;1991;41.0
240;Zware stookolie;1992;41.0
241;Zware stookolie;1993;41.0
242;Zware stookolie;1994;41.0
243;Zware stookolie;1995;41.0
244;Zware stookolie;1996;41.0
245;Zware stookolie;1997;41.0
246;Zware stookolie;1998;41.0
247;Zware stookolie;1999;41.0
248;Zware stookolie;2000;41.0
249;Zware stookolie;2001;41.0
250;Zware stookolie;2002;41.0
251;Zware stookolie;2003;41.0
252;Zware stookolie;2004;41.0
253;Zware stookolie;2005;41.0
254;Zware stookolie;2006;41.0
255;Zware stookolie;2007;41.0
256;Zware stookolie;2008;41.0
257;Zware stookolie;2009;41.0
258;Zware stookolie;2010;41.0
259;Zware stookolie;2011;41.0
260;Zware stookolie;2012;41.0
261;Zware stookolie;2013;41.0
262;Zware stookolie;2014;41.0
263;Zware stookolie;2015;41.0
264;Zware stookolie;2016;41.0
265;Zware stookolie;2017;41.0
266;Zware stookolie;2018;41.0
267;Zware stookolie;2019;41.0
268;Zware stookolie;2020;41.0
269;Zware stookolie;2021;41.0
270;Zware stookolie;2022;41.0
271;Zware stookolie;2023;41.0
