ID;Plaatsnamen;Gemeentecode_1;Gemeentenaam_2;EGGCode_3;EGGNaam_4;Provinciecode_5;ProvincienaamAfkorting_6;PlaatsnaamPTTWoonplaatsnaam_7;PlaatsnaamGemeentenaam_8;Plaatsnaam_9
463;537;373;Bergen (NH.)                   ;55;Noord-Kennemerland                      ;27;NH. ;Ja ;Ja ;Bergen                         
464;538;373;Bergen (NH.)                   ;55;Noord-Kennemerland                      ;27;NH. ;Ja ;Nee;Bergen aan Zee                 
465;560;748;Bergen op Zoom                 ;102;Bergen op Zoom, Roosendaal en omgeving  ;30;NB. ;Ja ;Ja ;Bergen op Zoom                 
466;Bergen, Aan de;920;Heythuysen                     ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Nee;Nee;Bergen, Aan de                 
467;539;373;Bergen (NH.)                   ;55;Noord-Kennemerland                      ;27;NH. ;Nee;Nee;Bergen-Binnen                  
468;Bergenhuizen;936;Margraten                      ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;Nee;Nee;Bergenhuizen                   
469;Bergenshuizen;865;Vught                          ;109;'s-Hertogenbosch en Vught               ;30;NB. ;Nee;Nee;Bergenshuizen                  
470;Bergentheim;160;Hardenberg                     ;21;Noordoost-Overijssel                    ;23;O.  ;Ja ;Nee;Bergentheim                    
471;Bergerden;1705;Lingewaard                     ;37;Oostelijke Betuwe                       ;25;Gld.;Nee;Nee;Bergerden                      
472;540;373;Bergen (NH.)                   ;55;Noord-Kennemerland                      ;27;NH. ;Nee;Nee;Bergermeerpolder               
473;Bergharen;296;Wijchen                        ;40;Gebied om Nijmegen                      ;25;Gld.;Ja ;Nee;Bergharen                      
474;Berghem;828;Oss                            ;111;Maaskant                                ;30;NB. ;Ja ;Nee;Berghem                        
475;Berghoven;1729;Gulpen-Wittem                  ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;Nee;Nee;Berghoven                      
476;Berghuizen;1690;De Wolden                      ;18;Zuiddrents randgebied                   ;22;D.  ;Nee;Nee;Berghuizen                     
477;Berghuizen;246;Heerde                         ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gld.;Nee;Nee;Berghuizen                     
478;206;307;Amersfoort                     ;43;Utrechtse Vallei en Eemgebied           ;26;U.  ;Nee;Nee;Bergkwartier                   
479;515;893;Bergen (L.)                    ;120;Noord-Limburg                           ;31;L.  ;Nee;Nee;Bergsche Heide                 
480;574;492;Bergschenhoek                  ;83;Midden Zuid-Holland                     ;28;ZH. ;Ja ;Ja ;Bergschenhoek                  
481;481;491;Bergambacht                    ;75;Krimpenerwaard                          ;28;ZH. ;Nee;Nee;Bergstoep                      
482;Berik;914;Haelen                         ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Nee;Nee;Berik                          
483;Beringe;918;Helden                         ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Ja ;Nee;Beringe                        
484;Beringerhoek;918;Helden                         ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Nee;Nee;Beringerhoek                   
485;Berk;840;Rucphen                        ;102;Bergen op Zoom, Roosendaal en omgeving  ;30;NB. ;Nee;Nee;Berk                           
486;Berkdijk;855;Tilburg                        ;107;Tilburg                                 ;30;NB. ;Nee;Nee;Berkdijk                       
487;576;493;Berkel en Rodenrijs            ;83;Midden Zuid-Holland                     ;28;ZH. ;Nee;Nee;Berkel                         
488;577;493;Berkel en Rodenrijs            ;83;Midden Zuid-Holland                     ;28;ZH. ;Ja ;Ja ;Berkel en Rodenrijs            
489;Berkel-Enschot;855;Tilburg                        ;107;Tilburg                                 ;30;NB. ;Ja ;Nee;Berkel-Enschot                 
490;Berkelaar;1711;Echt-Susteren                  ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;Nee;Nee;Berkelaar                      
491;583;1859;Berkelland                     ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;Nee;Ja ;Berkelland                     
492;Berkenrode;114;Emmen                          ;15;Emmen                                   ;22;D.  ;Nee;Nee;Berkenrode                     
493;482;491;Bergambacht                    ;75;Krimpenerwaard                          ;28;ZH. ;Ja ;Nee;Berkenwoude                    
494;788;755;Boekel                         ;112;Midden-Meijerij                         ;30;NB. ;Nee;Nee;Berkhoek                       
495;Berkhout;558;Wester-Koggenland              ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;Ja ;Nee;Berkhout                       
496;Berkmeer;432;Opmeer                         ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;Nee;Nee;Berkmeer                       
497;618;1721;Bernheze                       ;111;Maaskant                                ;30;NB. ;Nee;Nee;Berkt                          
498;Berkt;861;Veldhoven                      ;114;Randgebied Eindhoven                    ;30;NB. ;Nee;Nee;Berkt                          
499;Berkum;193;Zwolle                         ;20;IJssel-, Vechtdelta                     ;23;O.  ;Nee;Nee;Berkum                         
500;Berkum-Veldhoek;193;Zwolle                         ;20;IJssel-, Vechtdelta                     ;23;O.  ;Nee;Nee;Berkum-Veldhoek                
501;Berlicum;845;Sint-Michielsgestel            ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;Ja ;Nee;Berlicum                       
502;Berlikum;83;Menaldumadeel                  ;12;Friese bouwstreek                       ;21;F.  ;Ja ;Nee;Berlikum                       
503;Berm;263;Maasdriel                      ;42;Bommelerwaard                           ;25;Gld.;Nee;Nee;Berm                           
504;Bern;297;Zaltbommel                     ;42;Bommelerwaard                           ;25;Gld.;Ja ;Nee;Bern                           
505;Berndijk;809;Loon op Zand                   ;108;Gebied om Tilburg                       ;30;NB. ;Nee;Nee;Berndijk                       
506;619;1721;Bernheze                       ;111;Maaskant                                ;30;NB. ;Nee;Ja ;Bernheze                       
507;648;568;Bernisse                       ;91;Voorne-Putten en Rozenburg              ;28;ZH. ;Nee;Ja ;Bernisse                       
508;741;55;Boarnsterhim                   ;10;Fries weidegebied                       ;21;F.  ;Nee;Nee;Bernsterburen, Bij             
509;Besoijen;867;Waalwijk                       ;106;Langstraat                              ;30;NB. ;Nee;Nee;Besoijen                       
510;Besselaar;845;Sint-Michielsgestel            ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;Nee;Nee;Besselaar                      
511;Bessens;140;Littenseradiel                 ;10;Fries weidegebied                       ;21;F.  ;Nee;Nee;Bessens                        
512;657;753;Best                           ;114;Randgebied Eindhoven                    ;30;NB. ;Ja ;Ja ;Best                           
513;Besthmen;175;Ommen                          ;21;Noordoost-Overijssel                    ;23;O.  ;Nee;Nee;Besthmen                       
514;Beswerd;53;Winsum                         ;6;Groninger centrale Weidestreek          ;20;Gr. ;Nee;Nee;Beswerd                        
515;Beterwonen;244;Hattem                         ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gld.;Nee;Nee;Beterwonen                     
516;Bethlehem;1651;Eemsmond                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;Nee;Nee;Bethlehem                      
517;Betterwird;58;Dongeradeel                    ;12;Friese bouwstreek                       ;21;F.  ;Nee;Nee;Betterwird                     
518;882;756;Boxmeer                        ;119;Land van Cuijk                          ;30;NB. ;Ja ;Nee;Beugen                         
519;620;1721;Bernheze                       ;111;Maaskant                                ;30;NB. ;Nee;Nee;Beugt                          
520;Beukbergen;355;Zeist                          ;44;Utrechtse Heuvelrug                     ;26;U.  ;Nee;Nee;Beukbergen                     
521;Beukelaar;860;Veghel                         ;112;Midden-Meijerij                         ;30;NB. ;Nee;Nee;Beukelaar                      
522;Beukers;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;O.  ;Nee;Nee;Beukers                        
523;661;209;Beuningen                      ;40;Gebied om Nijmegen                      ;25;Gld.;Ja ;Ja ;Beuningen                      
524;Beuningen;168;Losser                         ;24;Overige gemeenten in Twente             ;23;O.  ;Ja ;Nee;Beuningen                      
525;Beuseberg;1742;Rijssen-Holten                 ;24;Overige gemeenten in Twente             ;23;O.  ;Nee;Nee;Beuseberg                      
526;Beusichem;214;Buren                          ;37;Oostelijke Betuwe                       ;25;Gld.;Ja ;Nee;Beusichem                      
527;Beutenaken;1729;Gulpen-Wittem                  ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;Ja ;Nee;Beutenaken                     
528;Bevermeer;299;Zevenaar                       ;26;De Lijmers                              ;25;Gld.;Nee;Nee;Bevermeer                      
529;666;375;Beverwijk                      ;59;IJmond                                  ;27;NH. ;Ja ;Ja ;Beverwijk                      
530;Biddinghuizen;303;Dronten                        ;129;Zuidelijke IJsselmeerpolders            ;24;Fle.;Ja ;Nee;Biddinghuizen                  
531;Bierum;10;Delfzijl                       ;2;Appingedam, Delfzijl                    ;20;Gr. ;Ja ;Nee;Bierum                         
532;Biervliet;715;Terneuzen                      ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;29;Z.  ;Ja ;Nee;Biervliet                      
533;Biesstraat;920;Heythuysen                     ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Nee;Nee;Biesstraat                     
534;Biessum;10;Delfzijl                       ;2;Appingedam, Delfzijl                    ;20;Gr. ;Nee;Nee;Biessum                        
535;Biest;798;Hilvarenbeek                   ;108;Gebied om Tilburg                       ;30;NB. ;Ja ;Nee;Biest                          
536;Biesthoek;856;Uden                           ;112;Midden-Meijerij                         ;30;NB. ;Nee;Nee;Biesthoek                      
537;Biezelinge;678;Kapelle                        ;97;Noord- en Zuid-Beveland                 ;29;Z.  ;Nee;Nee;Biezelinge                     
538;Biezen;1714;Sluis                          ;98;West-Zeeuwsch-Vlaanderen                ;29;Z.  ;Nee;Nee;Biezen                         
539;Biezenmortel;788;Haaren                         ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;Ja ;Nee;Biezenmortel                   
540;Biggekerke;717;Veere                          ;96;Overige gemeenten Walcheren             ;29;Z.  ;Ja ;Nee;Biggekerke                     
541;Bijdorp;606;Schiedam                       ;85;Ind. geb. ten N .v. de Nieuwe Waterweg  ;28;ZH. ;Nee;Nee;Bijdorp                        
542;Bijland;196;Rijnwaarden                    ;26;De Lijmers                              ;25;Gld.;Nee;Nee;Bijland                        
543;241;363;Amsterdam                      ;63;Amsterdam                               ;27;NH. ;Nee;Nee;Bijlmermeer                    
544;Bijsteren;273;Putten                         ;32;IJsselmeerkust                          ;25;Gld.;Nee;Nee;Bijsteren                      
545;Bijsterhuizen;268;Nijmegen                       ;39;Nijmegen                                ;25;Gld.;Nee;Nee;Bijsterhuizen                  
546;207;307;Amersfoort                     ;43;Utrechtse Vallei en Eemgebied           ;26;U.  ;Nee;Nee;Bik, De                        
547;Bilderdam;645;Jacobswoude                    ;72;Noordelijke veenstreek in Zuid-Holland  ;28;ZH. ;Nee;Nee;Bilderdam                      
548;675;63;het Bildt                      ;12;Friese bouwstreek                       ;21;F.  ;Nee;Ja ;Bildt, het                     
549;Billinghuizen;1729;Gulpen-Wittem                  ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;Nee;Nee;Billinghuizen                  
550;Bilt;933;Maasbracht                     ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;Nee;Nee;Bilt                           
551;689;310;De Bilt                        ;44;Utrechtse Heuvelrug                     ;26;U.  ;Ja ;Ja ;Bilt, De                       
552;690;310;De Bilt                        ;44;Utrechtse Heuvelrug                     ;26;U.  ;Ja ;Nee;Bilthoven                      
553;Binderven;794;Helmond                        ;115;Industriegebied Helmond                 ;30;NB. ;Nee;Nee;Binderven                      
554;Bingelrade;881;Onderbanken                    ;125;Oostelijke Mijnstreek                   ;31;L.  ;Ja ;Nee;Bingelrade                     
555;Bingerden;299;Zevenaar                       ;26;De Lijmers                              ;25;Gld.;Nee;Nee;Bingerden                      
556;Binnen-Moerdijk;1709;Moerdijk                       ;101;Zeekleigebied in Noord-Brabant          ;30;NB. ;Nee;Nee;Binnen-Moerdijk                
557;Binnengeest;383;Castricum                      ;55;Noord-Kennemerland                      ;27;NH. ;Nee;Nee;Binnengeest                    
558;Binnenheurne;1509;Oude IJsselstreek              ;29;Oude-IJsselgebied (oostelijk deel)      ;25;Gld.;Nee;Nee;Binnenheurne                   
559;699;585;Binnenmaas                     ;90;Hoeksche Waard                          ;28;ZH. ;Nee;Ja ;Binnenmaas                     
560;Binnenvree;109;Coevorden                      ;18;Zuiddrents randgebied                   ;22;D.  ;Nee;Nee;Binnenvree                     
561;Binnenwijzend;498;Drechterland                   ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;Nee;Nee;Binnenwijzend                  
562;208;307;Amersfoort                     ;43;Utrechtse Vallei en Eemgebied           ;26;U.  ;Nee;Nee;Birkhoven                      
563;Birkt, De;342;Soest                          ;44;Utrechtse Heuvelrug                     ;26;U.  ;Nee;Nee;Birkt, De                      
564;742;55;Boarnsterhim                   ;10;Fries weidegebied                       ;21;F.  ;Nee;Nee;Birstum                        
565;Bisschopswetering;166;Kampen                         ;20;IJssel-, Vechtdelta                     ;23;O.  ;Nee;Nee;Bisschopswetering              
566;Bisselt;944;Mook en Middelaar              ;120;Noord-Limburg                           ;31;L.  ;Nee;Nee;Bisselt                        
567;Bissen;1729;Gulpen-Wittem                  ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;Nee;Nee;Bissen                         
568;Bitswijk;856;Uden                           ;112;Midden-Meijerij                         ;30;NB. ;Nee;Nee;Bitswijk                       
569;Bittens;710;Wûnseradiel                    ;10;Fries weidegebied                       ;21;F.  ;Nee;Nee;Bittens                        
570;700;585;Binnenmaas                     ;90;Hoeksche Waard                          ;28;ZH. ;Nee;Nee;Blaak                          
571;Blaak, De;855;Tilburg                        ;107;Tilburg                                 ;30;NB. ;Nee;Nee;Blaak, De                      
572;701;585;Binnenmaas                     ;90;Hoeksche Waard                          ;28;ZH. ;Nee;Nee;Blaaksedijk                    
573;Blaarthem;772;Eindhoven                      ;113;Eindhoven                               ;30;NB. ;Nee;Nee;Blaarthem                      
574;715;1728;Bladel                         ;116;Kempenland                              ;30;NB. ;Ja ;Ja ;Bladel                         
575;Blanken;1690;De Wolden                      ;18;Zuiddrents randgebied                   ;22;D.  ;Nee;Nee;Blanken                        
576;Blankenberg;936;Margraten                      ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;Nee;Nee;Blankenberg                    
577;Blankenham;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;O.  ;Ja ;Nee;Blankenham                     
578;730;376;Blaricum                       ;67;Overige gemeenten in het Gooi           ;27;NH. ;Ja ;Ja ;Blaricum                       
579;Blauw;22;Leek                           ;5;Groninger zuidelijk Westerkwartier      ;20;Gr. ;Nee;Nee;Blauw                          
580;Blauwe Hand;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;O.  ;Nee;Nee;Blauwe Hand                    
581;Blauwe Sluis;851;Steenbergen                    ;101;Zeekleigebied in Noord-Brabant          ;30;NB. ;Nee;Nee;Blauwe Sluis                   
582;Blauwenhoek;1702;Sint Anthonis                  ;119;Land van Cuijk                          ;30;NB. ;Nee;Nee;Blauwenhoek                    
583;Blauwesluis;668;West Maas en Waal              ;41;Land van Maas en Waal                   ;25;Gld.;Nee;Nee;Blauwesluis                    
584;Blauwewijk;664;Goes                           ;97;Noord- en Zuid-Beveland                 ;29;Z.  ;Nee;Nee;Blauwewijk                     
585;Blauwhuis;683;Wymbritseradiel                ;10;Fries weidegebied                       ;21;F.  ;Ja ;Nee;Blauwhuis                      
586;691;310;De Bilt                        ;44;Utrechtse Heuvelrug                     ;26;U.  ;Nee;Nee;Blauwkapel                     
587;91;59;Achtkarspelen                  ;9;Fries zandgebied                        ;21;F.  ;Nee;Nee;Blauwverlaat                   
588;861;654;Borsele                        ;97;Noord- en Zuid-Beveland                 ;29;Z.  ;Nee;Nee;Blazekop                       
589;516;893;Bergen (L.)                    ;120;Noord-Limburg                           ;31;L.  ;Nee;Nee;Bleijenbeek                    
590;Bleijerheide;928;Kerkrade                       ;125;Oostelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Bleijerheide                   
591;732;495;Bleiswijk                      ;83;Midden Zuid-Holland                     ;28;ZH. ;Ja ;Ja ;Bleiswijk                      
592;Blekslage;37;Stadskanaal                    ;4;Groninger Veenkoloniën                  ;20;Gr. ;Nee;Nee;Blekslage                      
593;Blerick;983;Venlo                          ;121;Industriegebied Venlo-Beesel            ;31;L.  ;Nee;Nee;Blerick                        
594;Blesdijke;98;Weststellingwerf               ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;Blesdijke                      
595;Blesdijkerveld;98;Weststellingwerf               ;9;Fries zandgebied                        ;21;F.  ;Nee;Nee;Blesdijkerveld                 
596;Bleskensgraaf;693;Graafstroom                    ;77;Overige gemeenten Alblasserwaard        ;28;ZH. ;Ja ;Nee;Bleskensgraaf                  
597;Blesse, De;98;Weststellingwerf               ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;Blesse, De                     
598;Blessum;83;Menaldumadeel                  ;12;Friese bouwstreek                       ;21;F.  ;Ja ;Nee;Blessum                        
599;Blijdenstein;1690;De Wolden                      ;18;Zuiddrents randgebied                   ;22;D.  ;Nee;Nee;Blijdenstein                   
600;Blije;1722;Ferwerderadiel                 ;12;Friese bouwstreek                       ;21;F.  ;Ja ;Nee;Blije                          
601;455;7;Bellingwedde                   ;3;Groninger Oldambt                       ;20;Gr. ;Ja ;Nee;Blijham                        
602;Blijnse, De;70;Franekeradeel                  ;12;Friese bouwstreek                       ;21;F.  ;Nee;Nee;Blijnse, De                    
603;Blikhalm;762;Deurne                         ;118;Brabantse Peel                          ;30;NB. ;Nee;Nee;Blikhalm                       
604;Blikkenburg;355;Zeist                          ;44;Utrechtse Heuvelrug                     ;26;U.  ;Nee;Nee;Blikkenburg                    
605;Blitterswijck;993;Meerlo-Wanssum                 ;120;Noord-Limburg                           ;31;L.  ;Ja ;Nee;Blitterswijck                  
606;Bloemberg;1690;De Wolden                      ;18;Zuiddrents randgebied                   ;22;D.  ;Nee;Nee;Bloemberg                      
607;Bloemendaal;513;Gouda                          ;74;Gouda en omstreken                      ;28;ZH. ;Nee;Nee;Bloemendaal                    
608;736;377;Bloemendaal                    ;61;Overige gemeenten Zuid-Kennemerland     ;27;NH. ;Ja ;Ja ;Bloemendaal                    
609;Bloemendalerpolder;457;Weesp                          ;65;Vechtstreek in Noord-Holland            ;27;NH. ;Nee;Nee;Bloemendalerpolder             
610;Blokhuiswetering;313;Bunschoten                     ;43;Utrechtse Vallei en Eemgebied           ;26;U.  ;Nee;Nee;Blokhuiswetering               
611;Blokhuizen;412;Niedorp                        ;53;Westelijk West-Friesland                ;27;NH. ;Nee;Nee;Blokhuizen                     
612;Blokker;405;Hoorn                          ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;Ja ;Nee;Blokker                        
613;Blokker;710;Wûnseradiel                    ;10;Fries weidegebied                       ;21;F.  ;Nee;Nee;Blokker                        
614;Blokland;335;Montfoort                      ;49;Utrechts weidegebied                    ;26;U.  ;Nee;Nee;Blokland                       
615;Blokland;736;De Ronde Venen                 ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;Nee;Nee;Blokland                       
616;803;9;Ten Boer                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;Nee;Nee;Blokum                         
617;Blokzijl;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;O.  ;Ja ;Nee;Blokzijl                       
618;743;55;Boarnsterhim                   ;10;Fries weidegebied                       ;21;F.  ;Nee;Ja ;Boarnsterhim                   
619;Boazum;140;Littenseradiel                 ;10;Fries weidegebied                       ;21;F.  ;Ja ;Nee;Boazum                         
620;Bobeldijk;558;Wester-Koggenland              ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;Nee;Nee;Bobeldijk                      
621;Bocholtz;965;Simpelveld                     ;125;Oostelijke Mijnstreek                   ;31;L.  ;Ja ;Nee;Bocholtz                       
622;Bocholtzerheide;965;Simpelveld                     ;125;Oostelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Bocholtzerheide                
623;Bocht, De;851;Steenbergen                    ;101;Zeekleigebied in Noord-Brabant          ;30;NB. ;Nee;Nee;Bocht, De                      
624;Boddenkamp;153;Enschede                       ;23;Enschede                                ;23;O.  ;Nee;Nee;Boddenkamp                     
625;777;497;Bodegraven                     ;73;Rijnstreek Zuid-Holland                 ;28;ZH. ;Ja ;Ja ;Bodegraven                     
626;Boeiink;1674;Roosendaal                     ;102;Bergen op Zoom, Roosendaal en omgeving  ;30;NB. ;Nee;Nee;Boeiink                        
627;911;758;Breda                          ;103;Breda                                   ;30;NB. ;Nee;Nee;Boeimeer                       
628;789;755;Boekel                         ;112;Midden-Meijerij                         ;30;NB. ;Ja ;Ja ;Boekel                         
629;Boekelo;153;Enschede                       ;23;Enschede                                ;23;O.  ;Nee;Nee;Boekelo                        
630;Boekelte;98;Weststellingwerf               ;9;Fries zandgebied                        ;21;F.  ;Nee;Nee;Boekelte                       
631;Boekend;983;Venlo                          ;121;Industriegebied Venlo-Beesel            ;31;L.  ;Nee;Nee;Boekend                        
632;Boekend;1652;Gemert-Bakel                   ;118;Brabantse Peel                          ;30;NB. ;Nee;Nee;Boekend                        
633;Boeket;946;Nederweert                     ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Nee;Nee;Boeket                         
634;Boekhorst;85;Ooststellingwerf               ;9;Fries zandgebied                        ;21;F.  ;Nee;Nee;Boekhorst                      
635;92;59;Achtkarspelen                  ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;Boelenslaan                    
636;Boer;70;Franekeradeel                  ;12;Friese bouwstreek                       ;21;F.  ;Ja ;Nee;Boer                           
637;Boer, De;815;Mill en Sint Hubert            ;119;Land van Cuijk                          ;30;NB. ;Nee;Nee;Boer, De                       
638;804;9;Ten Boer                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;Ja ;Ja ;Boer, Ten                      
639;Boerakker;22;Leek                           ;5;Groninger zuidelijk Westerkwartier      ;20;Gr. ;Ja ;Nee;Boerakker                      
640;Boerakker;25;Marum                          ;5;Groninger zuidelijk Westerkwartier      ;20;Gr. ;Ja ;Nee;Boerakker                      
641;Boerdonk;860;Veghel                         ;112;Midden-Meijerij                         ;30;NB. ;Nee;Nee;Boerdonk                       
642;Boerelaan;1699;Noordenveld                    ;14;Noorddrents randgebied                  ;22;D.  ;Nee;Nee;Boerelaan                      
643;Boerengat;715;Terneuzen                      ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;29;Z.  ;Nee;Nee;Boerengat                      
644;Boerenhol;1714;Sluis                          ;98;West-Zeeuwsch-Vlaanderen                ;29;Z.  ;Nee;Nee;Boerenhol                      
645;Boerenstreek;22;Leek                           ;5;Groninger zuidelijk Westerkwartier      ;20;Gr. ;Nee;Nee;Boerenstreek                   
646;Boerhaar;1773;Olst-Wijhe                     ;22;Zuidwest-Overijssel                     ;23;O.  ;Nee;Nee;Boerhaar                       
647;405;203;Barneveld                      ;31;Gelderse Vallei                         ;25;Gld.;Nee;Nee;Boeschoten                     
648;Boesingheliede;394;Haarlemmermeer                 ;62;Noordhollandse Meerlanden               ;27;NH. ;Ja ;Nee;Boesingheliede                 
649;Boetele;177;Raalte                         ;22;Zuidwest-Overijssel                     ;23;O.  ;Nee;Nee;Boetele                        
650;Boijl;98;Weststellingwerf               ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;Boijl                          
651;Boijlerveld;98;Weststellingwerf               ;9;Fries zandgebied                        ;21;F.  ;Nee;Nee;Boijlerveld                    
652;Bokhoven;796;'s-Hertogenbosch               ;109;'s-Hertogenbosch en Vught               ;30;NB. ;Nee;Nee;Bokhoven                       
653;744;55;Boarnsterhim                   ;10;Fries weidegebied                       ;21;F.  ;Nee;Nee;Bokkum                         
654;Boksheide;770;Eersel                         ;116;Kempenland                              ;30;NB. ;Nee;Nee;Boksheide                      
655;Boksum;83;Menaldumadeel                  ;12;Friese bouwstreek                       ;21;F.  ;Ja ;Nee;Boksum                         
656;Bokt;848;Son en Breugel                 ;114;Randgebied Eindhoven                    ;30;NB. ;Nee;Nee;Bokt                           
657;Bolberg;784;Gilze en Rijen                 ;108;Gebied om Tilburg                       ;30;NB. ;Nee;Nee;Bolberg                        
658;912;758;Breda                          ;103;Breda                                   ;30;NB. ;Nee;Nee;Bolberg                        
659;Bolenberg;983;Venlo                          ;121;Industriegebied Venlo-Beesel            ;31;L.  ;Nee;Nee;Bolenberg                      
660;Bolgarijen;620;Vianen                         ;46;Nieuwegein, IJsselstein                 ;26;U.  ;Nee;Nee;Bolgarijen                     
661;Bolhaar;153;Enschede                       ;23;Enschede                                ;23;O.  ;Nee;Nee;Bolhaar                        
662;138;141;Almelo                         ;24;Overige gemeenten in Twente             ;23;O.  ;Nee;Nee;Bolkshoek                      
663;Bollebieste;193;Zwolle                         ;20;IJssel-, Vechtdelta                     ;23;O.  ;Nee;Nee;Bollebieste                    
664;Bollendorp;399;Heiloo                         ;55;Noord-Kennemerland                      ;27;NH. ;Nee;Nee;Bollendorp                     
665;Bollingawier;58;Dongeradeel                    ;12;Friese bouwstreek                       ;21;F.  ;Nee;Nee;Bollingawier                   
666;Bolnes;597;Ridderkerk                     ;87;Oostelijk IJsselmonde                   ;28;ZH. ;Nee;Nee;Bolnes                         
667;Bolshuizen;53;Winsum                         ;6;Groninger centrale Weidestreek          ;20;Gr. ;Nee;Nee;Bolshuizen                     
668;Bolst;860;Veghel                         ;112;Midden-Meijerij                         ;30;NB. ;Nee;Nee;Bolst                          
669;819;64;Bolsward                       ;10;Fries weidegebied                       ;21;F.  ;Ja ;Ja ;Bolsward                       
670;Bolt, De;786;Grave                          ;119;Land van Cuijk                          ;30;NB. ;Nee;Nee;Bolt, De                       
671;Bommel, Den;580;Oostflakkee                    ;92;Goeree en Overflakkee                   ;28;ZH. ;Ja ;Nee;Bommel, Den                    
672;Bommerig;1729;Gulpen-Wittem                  ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;Nee;Nee;Bommerig                       
673;310;885;Arcen en Velden                ;120;Noord-Limburg                           ;31;L.  ;Nee;Nee;Bong                           
674;Bong;934;Maasbree                       ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Nee;Nee;Bong                           
675;Bongier;140;Littenseradiel                 ;10;Fries weidegebied                       ;21;F.  ;Nee;Nee;Bongier                        
676;Bonifaciusbuurt;58;Dongeradeel                    ;12;Friese bouwstreek                       ;21;F.  ;Nee;Nee;Bonifaciusbuurt                
677;10;1680;Aa en Hunze                    ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;Nee;Nee;Bonnen                         
678;11;1680;Aa en Hunze                    ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;Nee;Nee;Bonnerveen                     
679;Bonrepas;623;Vlist                          ;75;Krimpenerwaard                          ;28;ZH. ;Nee;Nee;Bonrepas                       
680;Bontebak;70;Franekeradeel                  ;12;Friese bouwstreek                       ;21;F.  ;Nee;Nee;Bontebak                       
681;Bontebok;74;Heerenveen                     ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;Bontebok                       
682;Bontemorgen;214;Buren                          ;37;Oostelijke Betuwe                       ;25;Gld.;Nee;Nee;Bontemorgen                    
683;Boom;327;Leusden                        ;43;Utrechtse Vallei en Eemgebied           ;26;U.  ;Nee;Nee;Boom                           
684;Boome;412;Niedorp                        ;53;Westelijk West-Friesland                ;27;NH. ;Nee;Nee;Boome                          
685;Boomen;847;Someren                        ;118;Brabantse Peel                          ;30;NB. ;Nee;Nee;Boomen                         
686;Boompjes;851;Steenbergen                    ;101;Zeekleigebied in Noord-Brabant          ;30;NB. ;Nee;Nee;Boompjes                       
687;Boompjesdijk;851;Steenbergen                    ;101;Zeekleigebied in Noord-Brabant          ;30;NB. ;Nee;Nee;Boompjesdijk                   
