ID;Plaatsnamen;Gemeentecode_1;Gemeentenaam_2;EGGCode_3;EGGNaam_4;Provinciecode_5;ProvincienaamAfkorting_6;PlaatsnaamPTTWoonplaatsnaam_7;PlaatsnaamGemeentenaam_8;Plaatsnaam_9
4578;Remswerd;683;Wymbritseradiel                ;10;Fries weidegebied                       ;21;F.  ;Nee;Nee;Remswerd                       
4579;Ren;1652;Gemert-Bakel                   ;118;Brabantse Peel                          ;30;NB. ;Nee;Nee;Ren                            
4580;Renesse;1676;Schouwen-Duiveland             ;93;Schouwen-Duiveland                      ;29;Z.  ;Ja ;Nee;Renesse                        
4581;Renkum;274;Renkum                         ;36;Overige gemeenten zuidelijke Veluwezoom ;25;Gld.;Ja ;Ja ;Renkum                         
4582;Rennebourg;48;Vlagtwedde                     ;4;Groninger Veenkoloniën                  ;20;Gr. ;Nee;Nee;Rennebourg                     
4583;Rennemig;917;Heerlen                        ;125;Oostelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Rennemig                       
4584;Renswoude;339;Renswoude                      ;43;Utrechtse Vallei en Eemgebied           ;26;U.  ;Ja ;Ja ;Renswoude                      
4585;Ressen;268;Nijmegen                       ;39;Nijmegen                                ;25;Gld.;Ja ;Nee;Ressen                         
4586;Retersbeek;986;Voerendaal                     ;125;Oostelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Retersbeek                     
4587;387;744;Baarle-Nassau                  ;108;Gebied om Tilburg                       ;30;NB. ;Nee;Nee;Reth                           
4588;Retranchement;1714;Sluis                          ;98;West-Zeeuwsch-Vlaanderen                ;29;Z.  ;Ja ;Nee;Retranchement                  
4589;Reuken;951;Nuth                           ;125;Oostelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Reuken                         
4590;Reusel;1667;Reusel-De Mierden              ;116;Kempenland                              ;30;NB. ;Ja ;Nee;Reusel                         
4591;Reusel-De Mierden;1667;Reusel-De Mierden              ;116;Kempenland                              ;30;NB. ;Nee;Ja ;Reusel-De Mierden              
4592;190;1679;Ambt Montfort                  ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;Nee;Nee;Reutje                         
4593;Reutum;183;Tubbergen                      ;24;Overige gemeenten in Twente             ;23;O.  ;Ja ;Nee;Reutum                         
4594;451;889;Beesel                         ;121;Industriegebied Venlo-Beesel            ;31;L.  ;Ja ;Nee;Reuver                         
4595;Reuzenhoek;715;Terneuzen                      ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;29;Z.  ;Nee;Nee;Reuzenhoek                     
4596;Rewerd;140;Littenseradiel                 ;10;Fries weidegebied                       ;21;F.  ;Nee;Nee;Rewerd                         
4597;975;1876;Bronckhorst                    ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;Ja ;Nee;Rha                            
4598;Rheden;275;Rheden                         ;36;Overige gemeenten zuidelijke Veluwezoom ;25;Gld.;Ja ;Ja ;Rheden                         
4599;467;7;Bellingwedde                   ;3;Groninger Oldambt                       ;20;Gr. ;Nee;Nee;Rhederbrug-Oost                
4600;358;106;Assen                          ;17;Drentse zandgronden                     ;22;D.  ;Ja ;Nee;Rhee                           
4601;Rheeze;160;Hardenberg                     ;21;Noordoost-Overijssel                    ;23;O.  ;Ja ;Nee;Rheeze                         
4602;Rheezerveen;160;Hardenberg                     ;21;Noordoost-Overijssel                    ;23;O.  ;Ja ;Nee;Rheezerveen                    
4603;Rhenen;340;Rhenen                         ;44;Utrechtse Heuvelrug                     ;26;U.  ;Ja ;Ja ;Rhenen                         
4604;Rhenoy;236;Geldermalsen                   ;38;Westelijke Betuwe                       ;25;Gld.;Ja ;Nee;Rhenoy                         
4605;999;213;Brummen                        ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gld.;Nee;Nee;Rhienderen                     
4606;117;613;Albrandswaard                  ;86;Westelijk IJsselmonde                   ;28;ZH. ;Ja ;Nee;Rhoon                          
4607;118;613;Albrandswaard                  ;86;Westelijk IJsselmonde                   ;28;ZH. ;Nee;Nee;Rhoonse Veer                   
4608;Ribbelt;153;Enschede                       ;23;Enschede                                ;23;O.  ;Nee;Nee;Ribbelt                        
4609;157;484;Alphen aan den Rijn            ;73;Rijnstreek Zuid-Holland                 ;28;ZH. ;Nee;Nee;Ridderbuurt                    
4610;Ridderkerk;597;Ridderkerk                     ;87;Oostelijk IJsselmonde                   ;28;ZH. ;Ja ;Ja ;Ridderkerk                     
4611;Riebroek;984;Venray                         ;120;Noord-Limburg                           ;31;L.  ;Nee;Nee;Riebroek                       
4612;Ried;70;Franekeradeel                  ;12;Friese bouwstreek                       ;21;F.  ;Ja ;Nee;Ried                           
4613;Riel;785;Goirle                         ;108;Gebied om Tilburg                       ;30;NB. ;Ja ;Nee;Riel                           
4614;Riel;772;Eindhoven                      ;113;Eindhoven                               ;30;NB. ;Nee;Nee;Riel                           
4615;Rien;140;Littenseradiel                 ;10;Fries weidegebied                       ;21;F.  ;Ja ;Nee;Rien                           
4616;140;141;Almelo                         ;24;Overige gemeenten in Twente             ;23;O.  ;Nee;Nee;Riet, De                       
4617;Riethorst;944;Mook en Middelaar              ;120;Noord-Limburg                           ;31;L.  ;Nee;Nee;Riethorst                      
4618;502;1724;Bergeijk                       ;116;Kempenland                              ;30;NB. ;Ja ;Nee;Riethoven                      
4619;613;1859;Berkelland                     ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;Ja ;Nee;Rietmolen                      
4620;Rietschoof, De;297;Zaltbommel                     ;42;Bommelerwaard                           ;25;Gld.;Nee;Nee;Rietschoof, De                 
4621;Rietveld;632;Woerden                        ;49;Utrechts weidegebied                    ;26;U.  ;Nee;Nee;Rietveld                       
4622;Rietveld;1672;Rijnwoude                      ;73;Rijnstreek Zuid-Holland                 ;28;ZH. ;Nee;Nee;Rietveld                       
4623;Rietveld;689;Giessenlanden                  ;77;Overige gemeenten Alblasserwaard        ;28;ZH. ;Nee;Nee;Rietveld                       
4624;Rijckholt;905;Eijsden                        ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;Nee;Nee;Rijckholt                      
4625;Rijen;784;Gilze en Rijen                 ;108;Gebied om Tilburg                       ;30;NB. ;Ja ;Nee;Rijen                          
4626;452;889;Beesel                         ;121;Industriegebied Venlo-Beesel            ;31;L.  ;Nee;Nee;Rijkel                         
4627;346;202;Arnhem                         ;35;Arnhem                                  ;25;Gld.;Nee;Nee;Rijkerswoerd                   
4628;890;756;Boxmeer                        ;119;Land van Cuijk                          ;30;NB. ;Ja ;Nee;Rijkevoort                     
4629;Rijksdorp;629;Wassenaar                      ;80;Randgebied 's-Gravenhage                ;28;ZH. ;Nee;Nee;Rijksdorp                      
4630;529;893;Bergen (L.)                    ;120;Noord-Limburg                           ;31;L.  ;Nee;Nee;Rijksweg                       
4631;Rijlst, De;51;Skarsterlân                    ;10;Fries weidegebied                       ;21;F.  ;Nee;Nee;Rijlst, De                     
4632;Rijndijk;626;Voorschoten                    ;71;Randgebied Leiden                       ;28;ZH. ;Nee;Nee;Rijndijk                       
4633;Rijndijk, De;1672;Rijnwoude                      ;73;Rijnstreek Zuid-Holland                 ;28;ZH. ;Ja ;Nee;Rijndijk, De                   
4634;Rijneveld;1672;Rijnwoude                      ;73;Rijnstreek Zuid-Holland                 ;28;ZH. ;Nee;Nee;Rijneveld                      
4635;Rijngebied;344;Utrecht                        ;47;Stad Utrecht                            ;26;U.  ;Nee;Nee;Rijngebied                     
4636;Rijnsaterwoude;645;Jacobswoude                    ;72;Noordelijke veenstreek in Zuid-Holland  ;28;ZH. ;Ja ;Nee;Rijnsaterwoude                 
4637;Rijnsburg;602;Rijnsburg                      ;69;Katwijk, Rijnsburg, Valkenburg          ;28;ZH. ;Ja ;Ja ;Rijnsburg                      
4638;Rijnwaarden;196;Rijnwaarden                    ;26;De Lijmers                              ;25;Gld.;Nee;Ja ;Rijnwaarden                    
4639;Rijnwoude;1672;Rijnwoude                      ;73;Rijnstreek Zuid-Holland                 ;28;ZH. ;Nee;Ja ;Rijnwoude                      
4640;Rijp;395;Harenkarspel                   ;53;Westelijk West-Friesland                ;27;NH. ;Nee;Nee;Rijp                           
4641;Rijp, De;1722;Ferwerderadiel                 ;12;Friese bouwstreek                       ;21;F.  ;Nee;Nee;Rijp, De                       
4642;Rijp, De;365;Graft-De Rijp                  ;56;Noordhollands Middengewest              ;27;NH. ;Ja ;Nee;Rijp, De                       
4643;Rijpelberg;794;Helmond                        ;115;Industriegebied Helmond                 ;30;NB. ;Nee;Nee;Rijpelberg                     
4644;125;483;Alkemade                       ;72;Noordelijke veenstreek in Zuid-Holland  ;28;ZH. ;Ja ;Nee;Rijpwetering                   
4645;Rijs;653;Gaasterlân-Sleat               ;10;Fries weidegebied                       ;21;F.  ;Ja ;Nee;Rijs                           
4646;Rijsbergen;879;Zundert                        ;104;Gebied om Breda                         ;30;NB. ;Ja ;Nee;Rijsbergen                     
4647;Rijsdam;48;Vlagtwedde                     ;4;Groninger Veenkoloniën                  ;20;Gr. ;Nee;Nee;Rijsdam                        
4648;Rijsenburg;316;Driebergen-Rijsenburg          ;44;Utrechtse Heuvelrug                     ;26;U.  ;Nee;Nee;Rijsenburg                     
4649;Rijsenhout;394;Haarlemmermeer                 ;62;Noordhollandse Meerlanden               ;27;NH. ;Ja ;Nee;Rijsenhout                     
4650;Rijsoord;597;Ridderkerk                     ;87;Oostelijk IJsselmonde                   ;28;ZH. ;Nee;Nee;Rijsoord                       
4651;Rijssen;1742;Rijssen-Holten                 ;24;Overige gemeenten in Twente             ;23;O.  ;Ja ;Nee;Rijssen                        
4652;Rijssen-Holten;1742;Rijssen-Holten                 ;24;Overige gemeenten in Twente             ;23;O.  ;Nee;Ja ;Rijssen-Holten                 
4653;Rijswijk;874;Woudrichem                     ;105;Land van Altena                         ;30;NB. ;Ja ;Nee;Rijswijk                       
4654;Rijswijk;603;Rijswijk                       ;80;Randgebied 's-Gravenhage                ;28;ZH. ;Ja ;Ja ;Rijswijk                       
4655;Rijswijk;214;Buren                          ;37;Oostelijke Betuwe                       ;25;Gld.;Ja ;Nee;Rijswijk                       
4656;503;1724;Bergeijk                       ;116;Kempenland                              ;30;NB. ;Nee;Nee;Rijt                           
4657;Rilland;703;Reimerswaal                    ;97;Noord- en Zuid-Beveland                 ;29;Z.  ;Ja ;Nee;Rilland                        
4658;Rilland-Bath;703;Reimerswaal                    ;97;Noord- en Zuid-Beveland                 ;29;Z.  ;Nee;Nee;Rilland-Bath                   
4659;Rimburg;882;Landgraaf                      ;125;Oostelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Rimburg                        
4660;530;893;Bergen (L.)                    ;120;Noord-Limburg                           ;31;L.  ;Nee;Nee;Rimpeld                        
4661;Rinkesfort;934;Maasbree                       ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Nee;Nee;Rinkesfort                     
4662;373;743;Asten                          ;118;Brabantse Peel                          ;30;NB. ;Nee;Nee;Rinkveld                       
4663;553;373;Bergen (NH.)                   ;55;Noord-Kennemerland                      ;27;NH. ;Nee;Nee;Rinnegom                       
4664;Rinsumageest;65;Dantumadeel                    ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;Rinsumageest                   
4665;Rips;1652;Gemert-Bakel                   ;118;Brabantse Peel                          ;30;NB. ;Ja ;Nee;Rips                           
4666;929;758;Breda                          ;103;Breda                                   ;30;NB. ;Nee;Nee;Rith                           
4667;Ritsumazijl;83;Menaldumadeel                  ;12;Friese bouwstreek                       ;21;F.  ;Nee;Nee;Ritsumazijl                    
4668;Ritthem;718;Vlissingen                     ;95;Kanaalzone Walcheren                    ;29;Z.  ;Ja ;Nee;Ritthem                        
4669;Rivierenwijk;344;Utrecht                        ;47;Stad Utrecht                            ;26;U.  ;Nee;Nee;Rivierenwijk                   
4670;Rixtel;1659;Laarbeek                       ;115;Industriegebied Helmond                 ;30;NB. ;Nee;Nee;Rixtel                         
4671;Rockanje;614;Westvoorne                     ;91;Voorne-Putten en Rozenburg              ;28;ZH. ;Ja ;Nee;Rockanje                       
4672;Roden;1699;Noordenveld                    ;14;Noorddrents randgebied                  ;22;D.  ;Ja ;Nee;Roden                          
4673;579;493;Berkel en Rodenrijs            ;83;Midden Zuid-Holland                     ;28;ZH. ;Nee;Nee;Rodenrijs                      
4674;Roderesch;1699;Noordenveld                    ;14;Noorddrents randgebied                  ;22;D.  ;Ja ;Nee;Roderesch                      
4675;Roderveld;1699;Noordenveld                    ;14;Noorddrents randgebied                  ;22;D.  ;Nee;Nee;Roderveld                      
4676;Roderwolde;1699;Noordenveld                    ;14;Noorddrents randgebied                  ;22;D.  ;Ja ;Nee;Roderwolde                     
4677;Roekebosch;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;O.  ;Nee;Nee;Roekebosch                     
4678;Roelage;48;Vlagtwedde                     ;4;Groninger Veenkoloniën                  ;20;Gr. ;Nee;Nee;Roelage                        
4679;126;483;Alkemade                       ;72;Noordelijke veenstreek in Zuid-Holland  ;28;ZH. ;Ja ;Nee;Roelofarendsveen               
4680;Roelshoek;703;Reimerswaal                    ;97;Noord- en Zuid-Beveland                 ;29;Z.  ;Nee;Nee;Roelshoek                      
4681;Roemer, De (ged.);1672;Rijnwoude                      ;73;Rijnstreek Zuid-Holland                 ;28;ZH. ;Nee;Nee;Roemer, De (ged.)              
4682;881;499;Boskoop                        ;73;Rijnstreek Zuid-Holland                 ;28;ZH. ;Nee;Nee;Roemer, De (ged.)              
4683;Roer;957;Roermond                       ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;Nee;Nee;Roer                           
4684;Roerdalen;1669;Roerdalen                      ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;Nee;Ja ;Roerdalen                      
4685;Roermond;957;Roermond                       ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;Ja ;Ja ;Roermond                       
4686;Roerstelberg;809;Loon op Zand                   ;108;Gebied om Tilburg                       ;30;NB. ;Nee;Nee;Roerstelberg                   
4687;Roestenberg;770;Eersel                         ;116;Kempenland                              ;30;NB. ;Nee;Nee;Roestenberg                    
4688;Roeven;946;Nederweert                     ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Nee;Nee;Roeven                         
4689;Rogat;119;Meppel                         ;18;Zuiddrents randgebied                   ;22;D.  ;Ja ;Nee;Rogat                          
4690;Roggel;1670;Roggel en Neer                 ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Ja ;Nee;Roggel                         
4691;Roggel en Neer;1670;Roggel en Neer                 ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Nee;Ja ;Roggel en Neer                 
4692;Roggelsedijk;941;Meijel                         ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Nee;Nee;Roggelsedijk                   
4693;Rohel;51;Skarsterlân                    ;10;Fries weidegebied                       ;21;F.  ;Ja ;Nee;Rohel                          
4694;Rolaf;851;Steenbergen                    ;101;Zeekleigebied in Noord-Brabant          ;30;NB. ;Nee;Nee;Rolaf                          
4695;40;1680;Aa en Hunze                    ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;Ja ;Nee;Rolde                          
4696;Rolduc;928;Kerkrade                       ;125;Oostelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Rolduc                         
4697;Roligt;1670;Roggel en Neer                 ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Nee;Nee;Roligt                         
4698;Rollepaal;160;Hardenberg                     ;21;Noordoost-Overijssel                    ;23;O.  ;Nee;Nee;Rollepaal                      
4699;Rome;263;Maasdriel                      ;42;Bommelerwaard                           ;25;Gld.;Nee;Nee;Rome                           
4700;Ronde Broek;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;O.  ;Nee;Nee;Ronde Broek                    
4701;Ronde Venen, De;736;De Ronde Venen                 ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;Nee;Ja ;Ronde Venen, De                
4702;Rondeblesse;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;O.  ;Nee;Nee;Rondeblesse                    
4703;Ronduite;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;O.  ;Nee;Nee;Ronduite                       
4704;Roode-Polder;1714;Sluis                          ;98;West-Zeeuwsch-Vlaanderen                ;29;Z.  ;Nee;Nee;Roode-Polder                   
4705;Roodehaan;14;Groningen                      ;7;Stad Groningen                          ;20;Gr. ;Nee;Nee;Roodehaan                      
4706;Roodenhoek;1714;Sluis                          ;98;West-Zeeuwsch-Vlaanderen                ;29;Z.  ;Nee;Nee;Roodenhoek                     
4707;Roodeput;965;Simpelveld                     ;125;Oostelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Roodeput                       
4708;Roodeschool;1651;Eemsmond                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;Ja ;Nee;Roodeschool                    
4709;105;59;Achtkarspelen                  ;9;Fries zandgebied                        ;21;F.  ;Nee;Nee;Roodeschuur                    
4710;Roodevaart;1709;Moerdijk                       ;101;Zeekleigebied in Noord-Brabant          ;30;NB. ;Nee;Nee;Roodevaart                     
4711;Roodkerk;65;Dantumadeel                    ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;Roodkerk                       
4712;Roodvoet;214;Buren                          ;37;Oostelijke Betuwe                       ;25;Gld.;Nee;Nee;Roodvoet                       
4713;Roombeek;153;Enschede                       ;23;Enschede                                ;23;O.  ;Nee;Nee;Roombeek                       
4714;Roomveld;153;Enschede                       ;23;Enschede                                ;23;O.  ;Nee;Nee;Roomveld                       
4715;904;757;Boxtel                         ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;Nee;Nee;Roond                          
4716;Roosendaal;1674;Roosendaal                     ;102;Bergen op Zoom, Roosendaal en omgeving  ;30;NB. ;Ja ;Ja ;Roosendaal                     
4717;Rooskenskant;964;Sevenum                        ;120;Noord-Limburg                           ;31;L.  ;Nee;Nee;Rooskenskant                   
4718;Roosteren;1711;Echt-Susteren                  ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;Ja ;Nee;Roosteren                      
4719;Rooth;934;Maasbree                       ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Nee;Nee;Rooth                          
4720;Rooth, 't;936;Margraten                      ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;Nee;Nee;Rooth, 't                      
4721;Rooversbroek;553;Lisse                          ;68;Zuidhollandse Bollenstreek              ;28;ZH. ;Nee;Nee;Rooversbroek                   
4722;Roptazijl;70;Franekeradeel                  ;12;Friese bouwstreek                       ;21;F.  ;Nee;Nee;Roptazijl                      
4723;Rosanderpolder;274;Renkum                         ;36;Overige gemeenten zuidelijke Veluwezoom ;25;Gld.;Nee;Nee;Rosanderpolder                 
4724;Rosengarten;1883;Sittard-Geleen                 ;124;Westelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Rosengarten                    
4725;Rosmalen;796;'s-Hertogenbosch               ;109;'s-Hertogenbosch en Vught               ;30;NB. ;Ja ;Nee;Rosmalen                       
4726;Rosmolenbuurt;479;Zaanstad                       ;58;Zaanstreek                              ;27;NH. ;Nee;Nee;Rosmolenbuurt                  
4727;Rossum;263;Maasdriel                      ;42;Bommelerwaard                           ;25;Gld.;Ja ;Nee;Rossum                         
4728;Rossum;1774;Dinkelland                     ;24;Overige gemeenten in Twente             ;23;O.  ;Ja ;Nee;Rossum                         
4729;Rosveld;946;Nederweert                     ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Nee;Nee;Rosveld                        
4730;Roswinkel;114;Emmen                          ;15;Emmen                                   ;22;D.  ;Ja ;Nee;Roswinkel                      
4731;Rothem;938;Meerssen                       ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;Nee;Nee;Rothem                         
4732;Rotstergaast;51;Skarsterlân                    ;10;Fries weidegebied                       ;21;F.  ;Ja ;Nee;Rotstergaast                   
4733;Rotsterhaule;51;Skarsterlân                    ;10;Fries weidegebied                       ;21;F.  ;Ja ;Nee;Rotsterhaule                   
4734;Rott;981;Vaals                          ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;Nee;Nee;Rott                           
4735;575;492;Bergschenhoek                  ;83;Midden Zuid-Holland                     ;28;ZH. ;Nee;Nee;Rotte, De                      
4736;Rotterdam;599;Rotterdam                      ;84;Rotterdam                               ;28;ZH. ;Ja ;Ja ;Rotterdam                      
4737;Rottevalle;90;Smallingerland                 ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;Rottevalle                     
4738;Rottum;1651;Eemsmond                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;Ja ;Nee;Rottum                         
4739;Rottum;51;Skarsterlân                    ;10;Fries weidegebied                       ;21;F.  ;Ja ;Nee;Rottum                         
4740;Rottumeroog;1651;Eemsmond                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;Nee;Nee;Rottumeroog                    
4741;Rouveen;180;Staphorst                      ;20;IJssel-, Vechtdelta                     ;23;O.  ;Ja ;Nee;Rouveen                        
4742;Roverberg;677;Hulst                          ;100;Overige gem.  Oost-Zeeuwsch-Vlaanderen  ;29;Z.  ;Nee;Nee;Roverberg                      
4743;Rozenburg;600;Rozenburg                      ;91;Voorne-Putten en Rozenburg              ;28;ZH. ;Ja ;Ja ;Rozenburg                      
4744;Rozenburg;394;Haarlemmermeer                 ;62;Noordhollandse Meerlanden               ;27;NH. ;Ja ;Nee;Rozenburg                      
4745;Rozendaal;277;Rozendaal                      ;36;Overige gemeenten zuidelijke Veluwezoom ;25;Gld.;Ja ;Ja ;Rozendaal                      
4746;Rozendaal;623;Vlist                          ;75;Krimpenerwaard                          ;28;ZH. ;Nee;Nee;Rozendaal                      
4747;Rucphen;840;Rucphen                        ;102;Bergen op Zoom, Roosendaal en omgeving  ;30;NB. ;Ja ;Ja ;Rucphen                        
4748;Ruigahuizen;653;Gaasterlân-Sleat               ;10;Fries weidegebied                       ;21;F.  ;Ja ;Nee;Ruigahuizen                    
4749;Ruigeweide;589;Oudewater                      ;49;Utrechts weidegebied                    ;26;U.  ;Nee;Nee;Ruigeweide                     
4750;Ruigezand;56;Zuidhorn                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;Nee;Nee;Ruigezand                      
4751;Ruigoord;393;Haarlemmerliede en Spaarnwoude ;62;Noordhollandse Meerlanden               ;27;NH. ;Nee;Nee;Ruigoord                       
4752;Ruimel;845;Sint-Michielsgestel            ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;Nee;Nee;Ruimel                         
4753;Ruinen;1690;De Wolden                      ;18;Zuiddrents randgebied                   ;22;D.  ;Ja ;Nee;Ruinen                         
4754;Ruinerweide;1690;De Wolden                      ;18;Zuiddrents randgebied                   ;22;D.  ;Nee;Nee;Ruinerweide                    
4755;Ruinerwold;1690;De Wolden                      ;18;Zuiddrents randgebied                   ;22;D.  ;Ja ;Nee;Ruinerwold                     
4756;Ruischerbrug;14;Groningen                      ;7;Stad Groningen                          ;20;Gr. ;Nee;Nee;Ruischerbrug                   
4757;Ruiten;40;Slochteren                     ;4;Groninger Veenkoloniën                  ;20;Gr. ;Nee;Nee;Ruiten                         
4758;Ruitenveen;148;Dalfsen                        ;20;IJssel-, Vechtdelta                     ;23;O.  ;Nee;Nee;Ruitenveen                     
4759;642;1721;Bernheze                       ;111;Maaskant                                ;30;NB. ;Nee;Nee;Rukven                         
4760;Rul;1658;Heeze-Leende                   ;117;Valkenswaard en oostelijke randgemeenten;30;NB. ;Nee;Nee;Rul                            
4761;Rumelaar;351;Woudenberg                     ;43;Utrechtse Vallei en Eemgebied           ;26;U.  ;Nee;Nee;Rumelaar                       
4762;Rumpen;899;Brunssum                       ;125;Oostelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Rumpen                         
4763;Rumpt;119;Meppel                         ;18;Zuiddrents randgebied                   ;22;D.  ;Nee;Nee;Rumpt                          
4764;Rumpt;236;Geldermalsen                   ;38;Westelijke Betuwe                       ;25;Gld.;Ja ;Nee;Rumpt                          
4765;Runrot;1671;Maasdonk                       ;111;Maaskant                                ;30;NB. ;Nee;Nee;Runrot                         
4766;Rustenburg;558;Wester-Koggenland              ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;Nee;Nee;Rustenburg                     
4767;Rutbeek, Buurtschap;153;Enschede                       ;23;Enschede                                ;23;O.  ;Nee;Nee;Rutbeek, Buurtschap            
4768;Rutten;171;Noordoostpolder                ;128;Noordoostpolder                         ;24;Fle.;Ja ;Nee;Rutten                         
4769;614;1859;Berkelland                     ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;Ja ;Nee;Ruurlo                         
4770;615;1859;Berkelland                     ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;Nee;Nee;Ruurloschebroek                
4771;Ryptsjerk;737;Tytsjerksteradiel              ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;Ryptsjerk                      
4772;Saaksum;56;Zuidhorn                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;Ja ;Nee;Saaksum                        
4773;Saasveld;1774;Dinkelland                     ;24;Overige gemeenten in Twente             ;23;O.  ;Ja ;Nee;Saasveld                       
4774;Saaxumhuizen;53;Winsum                         ;6;Groninger centrale Weidestreek          ;20;Gr. ;Ja ;Nee;Saaxumhuizen                   
4775;Salvert;70;Franekeradeel                  ;12;Friese bouwstreek                       ;21;F.  ;Nee;Nee;Salvert                        
4776;891;756;Boxmeer                        ;119;Land van Cuijk                          ;30;NB. ;Ja ;Nee;Sambeek                        
4777;Sandebuur;1699;Noordenveld                    ;14;Noorddrents randgebied                  ;22;D.  ;Nee;Nee;Sandebuur                      
4778;Sander;777;Etten-Leur                     ;104;Gebied om Breda                         ;30;NB. ;Nee;Nee;Sander                         
4779;Sanderbout;1883;Sittard-Geleen                 ;124;Westelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Sanderbout                     
4780;Sandfirden;683;Wymbritseradiel                ;10;Fries weidegebied                       ;21;F.  ;Ja ;Nee;Sandfirden                     
4781;Santfort;925;Hunsel                         ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Nee;Nee;Santfort                       
4782;Santpoort-Noord;453;Velsen                         ;59;IJmond                                  ;27;NH. ;Ja ;Nee;Santpoort-Noord                
4783;Santpoort-Zuid;453;Velsen                         ;59;IJmond                                  ;27;NH. ;Ja ;Nee;Santpoort-Zuid                 
4784;Sappemeer;18;Hoogezand-Sappemeer            ;4;Groninger Veenkoloniën                  ;20;Gr. ;Ja ;Nee;Sappemeer                      
4785;Sas van Gent;715;Terneuzen                      ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;29;Z.  ;Ja ;Nee;Sas van Gent                   
4786;Sasput;1714;Sluis                          ;98;West-Zeeuwsch-Vlaanderen                ;29;Z.  ;Nee;Nee;Sasput                         
4787;Sassenheim;604;Sassenheim                     ;68;Zuidhollandse Bollenstreek              ;28;ZH. ;Ja ;Ja ;Sassenheim                     
4788;Sauwerd;53;Winsum                         ;6;Groninger centrale Weidestreek          ;20;Gr. ;Ja ;Nee;Sauwerd                        
4789;Schaapbulten;10;Delfzijl                       ;2;Appingedam, Delfzijl                    ;20;Gr. ;Nee;Nee;Schaapbulten                   
4790;347;202;Arnhem                         ;35;Arnhem                                  ;25;Gld.;Nee;Nee;Schaarsbergen                  
4791;Schadewijk;770;Eersel                         ;116;Kempenland                              ;30;NB. ;Nee;Nee;Schadewijk                     
4792;Schadijk;1507;Horst aan de Maas              ;120;Noord-Limburg                           ;31;L.  ;Nee;Nee;Schadijk                       
4793;Schadron;856;Uden                           ;112;Midden-Meijerij                         ;30;NB. ;Nee;Nee;Schadron                       
