ID;Werkzaamheden;Opdrachtgever;Perioden;TotaleWaardeVerleendeBouwvergunningen_1;TotaalAantalVerleendeBouwvergunningen_2;WaardeBouwvergunningenWoningbouw_3;AantalBouwvergunningenWoningbouw_4;WaardeBouwvergunningenUtiliteitsbouw_5;AantalBouwvergunningenUtiliteitsbouw_6;WaardeBouwvergunnAgrarischeSector_7;AantalBouwvergunnAgrarischeSector_8;WaardeBwvergunnIndustrieNijverheid_9;AantalBwvergunnIndustrieNijverheid_10;WaardeBwvergunnHandelHoreca_11;AantalBwvergunnHandelHoreca_12;WaardeVergunnVervoerEnCommunicatie_13;AantalVergunningenVervoerCommnicatie_14;WaardeBwvergunZakelijkeDienstverl_15;AantalBwvergunZakelijkeDienstverl_16;WaardeBouwvergunningenOpenbaarBestuur_17;AantalBouwvergunningenOpenbaarBestuur_18;WaardeBouwvergunningenOnderwijs_19;AantalBouwvergunningenOnderwijs_20;WaardeBouwvergunningenGezondheidszorg_21;AantalBouwvergunningenGezondheidszorg_22;WaardeBouwvergunnOverigeDienstverl_23;AantalBouwvergunnOverigeDienstverl_24
5368;Overige werkzaamheden;Andere particuliere opdrachtgevers;2008 november;278;1333;85;708;193;625;29;152;30;102;41;175;10;21;11;43;0;0;12;30;37;47;22;55
5369;Overige werkzaamheden;Andere particuliere opdrachtgevers;2008 december;306;1299;89;712;217;587;25;120;38;94;42;153;4;18;28;57;0;0;31;41;30;58;19;46
5370;Overige werkzaamheden;Andere particuliere opdrachtgevers;2008 4e kwartaal;893;3835;261;2091;632;1744;85;407;106;276;120;453;31;59;49;141;0;0;59;113;134;157;49;138
5371;Overige werkzaamheden;Andere particuliere opdrachtgevers;2008;3433;15006;956;8057;2477;6949;356;1707;420;1131;534;1701;137;190;225;596;0;0;230;474;358;581;217;569
5372;Overige werkzaamheden;Andere particuliere opdrachtgevers;2009 januari;233;879;55;469;177;410;19;86;26;78;27;80;21;19;15;27;0;0;20;39;40;35;10;46
5373;Overige werkzaamheden;Andere particuliere opdrachtgevers;2009 februari;221;870;51;438;169;432;19;95;35;69;29;114;2;10;8;32;0;0;16;27;47;45;13;40
5374;Overige werkzaamheden;Andere particuliere opdrachtgevers;2009 maart;304;1084;58;538;245;546;28;136;30;70;59;136;15;22;27;49;0;0;18;34;52;48;17;51
5375;Overige werkzaamheden;Andere particuliere opdrachtgevers;2009 1e kwartaal;757;2833;165;1445;592;1388;67;317;91;217;115;330;38;51;50;108;0;0;54;100;138;128;40;137
5376;Overige werkzaamheden;Andere particuliere opdrachtgevers;2009 april;236;1122;74;608;162;514;29;114;32;88;35;115;7;19;12;35;0;0;17;49;17;46;13;48
5377;Overige werkzaamheden;Andere particuliere opdrachtgevers;2009 mei;211;1002;63;540;148;462;30;117;24;75;27;108;11;14;9;30;0;0;14;36;20;41;13;41
5378;Overige werkzaamheden;Andere particuliere opdrachtgevers;2009 juni;292;1020;64;531;228;489;24;128;18;56;59;98;35;18;17;42;0;0;28;50;34;65;11;32
5379;Overige werkzaamheden;Andere particuliere opdrachtgevers;2009 2e kwartaal;738;3144;201;1679;537;1465;83;359;75;219;121;321;53;51;38;107;0;0;59;135;71;152;37;121
5380;Overige werkzaamheden;Andere particuliere opdrachtgevers;2009 juli;260;1235;73;627;187;608;29;148;22;78;45;145;4;21;20;56;0;0;31;50;20;53;16;57
5381;Overige werkzaamheden;Andere particuliere opdrachtgevers;2009 augustus;166;869;56;505;110;364;19;86;10;36;20;97;8;15;7;35;0;0;21;34;16;31;7;30
5382;Overige werkzaamheden;Andere particuliere opdrachtgevers;2009 september;319;1229;99;636;220;593;35;147;24;85;52;146;14;15;18;46;0;0;26;46;37;57;15;51
5383;Overige werkzaamheden;Andere particuliere opdrachtgevers;2009 3e kwartaal;745;3333;228;1768;516;1565;83;381;56;199;117;388;26;51;45;137;0;0;78;130;73;141;38;138
5384;Overige werkzaamheden;Andere particuliere opdrachtgevers;2009 oktober;263;1070;72;572;191;498;19;110;39;64;45;129;14;18;19;46;0;0;17;34;15;37;24;60
5385;Overige werkzaamheden;Andere particuliere opdrachtgevers;2009 november;227;958;52;495;175;463;19;91;23;72;43;117;2;8;19;43;0;0;25;30;27;52;18;50
5386;Overige werkzaamheden;Andere particuliere opdrachtgevers;2009 december;383;1287;103;670;280;617;31;137;26;83;48;151;79;30;19;58;0;0;14;40;43;57;20;61
5387;Overige werkzaamheden;Andere particuliere opdrachtgevers;2009 4e kwartaal;873;3315;227;1737;646;1578;69;338;87;219;136;397;95;56;56;147;0;0;56;104;85;146;62;171
5388;Overige werkzaamheden;Andere particuliere opdrachtgevers;2009;3113;12625;821;6629;2292;5996;302;1395;309;854;489;1436;212;209;189;499;0;0;246;469;367;567;177;567
5389;Overige werkzaamheden;Andere particuliere opdrachtgevers;2010 januari;168;718;53;389;115;329;12;65;14;46;31;94;17;7;4;23;0;0;16;20;13;35;9;39
5390;Overige werkzaamheden;Andere particuliere opdrachtgevers;2010 februari;157;739;46;403;111;336;21;74;10;42;16;85;11;11;4;20;0;0;12;23;12;41;24;40
5391;Overige werkzaamheden;Andere particuliere opdrachtgevers;2010 maart;226;928;52;495;174;433;20;117;20;63;20;98;11;13;7;28;0;0;63;24;25;54;8;36
5392;Overige werkzaamheden;Andere particuliere opdrachtgevers;2010 1e kwartaal;551;2385;151;1287;400;1098;53;256;44;151;66;277;39;31;15;71;0;0;91;67;50;130;41;115
5393;Overige werkzaamheden;Andere particuliere opdrachtgevers;2010 april;168;828;52;448;116;380;21;92;27;61;22;87;2;9;10;36;0;0;10;18;17;40;8;37
5394;Overige werkzaamheden;Andere particuliere opdrachtgevers;2010 mei;147;824;52;420;95;404;17;94;14;55;21;101;4;6;9;41;0;0;7;17;14;50;9;40
5395;Overige werkzaamheden;Andere particuliere opdrachtgevers;2010 juni;212;1073;70;592;142;481;30;138;25;66;32;105;7;14;3;24;0;0;6;30;22;52;16;52
5396;Overige werkzaamheden;Andere particuliere opdrachtgevers;2010 2e kwartaal;527;2725;174;1460;353;1265;68;324;65;182;75;293;12;29;22;101;0;0;23;65;53;142;33;129
5397;Overige werkzaamheden;Andere particuliere opdrachtgevers;2010 juli;260;1311;80;706;180;605;32;146;28;78;39;165;10;21;15;35;0;0;21;47;18;69;17;44
5398;Overige werkzaamheden;Andere particuliere opdrachtgevers;2010 augustus;218;953;62;508;156;445;19;100;17;51;47;114;7;11;19;40;0;0;11;39;26;53;11;37
5399;Overige werkzaamheden;Andere particuliere opdrachtgevers;2010 september;200;938;56;473;143;465;19;97;21;74;39;113;3;14;7;27;0;0;32;49;12;48;10;43
5400;Overige werkzaamheden;Andere particuliere opdrachtgevers;2010 3e kwartaal;678;3202;198;1687;480;1515;70;343;66;203;125;392;20;46;41;102;0;0;63;135;57;170;38;124
5401;Overige werkzaamheden;Andere particuliere opdrachtgevers;2010 oktober;157;839;49;411;109;428;17;86;24;64;25;116;2;12;7;33;0;0;6;24;17;47;11;46
5402;Overige werkzaamheden;Andere particuliere opdrachtgevers;2010 november;337;1398;81;680;255;718;33;167;45;84;46;183;24;28;21;52;0;0;17;34;41;78;28;92
5403;Overige werkzaamheden;Andere particuliere opdrachtgevers;2010 december;239;980;65;493;175;487;25;118;13;49;53;128;8;12;11;39;0;0;16;33;28;55;21;53
5404;Overige werkzaamheden;Andere particuliere opdrachtgevers;2010 4e kwartaal;733;3217;194;1584;539;1633;75;371;81;197;123;427;34;52;40;124;0;0;39;91;86;180;60;191
5405;Overige werkzaamheden;Andere particuliere opdrachtgevers;2010;2489;11529;718;6018;1771;5511;267;1294;257;733;389;1389;106;158;118;398;0;0;217;358;246;622;171;559
5406;Overige werkzaamheden;Andere particuliere opdrachtgevers;2011 januari;144;663;49;365;95;298;15;79;20;40;17;74;2;11;8;28;0;0;10;14;18;28;6;24
5407;Overige werkzaamheden;Andere particuliere opdrachtgevers;2011 februari;223;682;50;384;173;298;23;91;14;34;17;63;60;12;5;15;0;0;19;15;7;28;28;40
5408;Overige werkzaamheden;Andere particuliere opdrachtgevers;2011 maart;194;837;73;448;121;389;25;102;15;59;29;86;14;14;6;31;0;0;6;19;15;33;11;45
5409;Overige werkzaamheden;Andere particuliere opdrachtgevers;2011 1e kwartaal;562;2182;172;1197;389;985;64;272;48;133;62;223;77;37;18;74;0;0;35;48;41;89;44;109
5410;Overige werkzaamheden;Andere particuliere opdrachtgevers;2011 april;206;800;50;422;156;378;35;132;13;44;62;94;5;6;7;23;0;0;8;18;10;26;16;35
5411;Overige werkzaamheden;Andere particuliere opdrachtgevers;2011 mei;203;707;51;384;152;323;19;74;18;42;17;67;5;10;10;22;0;0;22;25;46;46;15;37
5412;Overige werkzaamheden;Andere particuliere opdrachtgevers;2011 juni;177;802;48;414;129;388;30;106;19;48;24;82;3;5;19;34;0;0;9;29;11;38;14;46
5413;Overige werkzaamheden;Andere particuliere opdrachtgevers;2011 2e kwartaal;586;2309;149;1220;437;1089;83;312;50;134;103;243;14;21;36;79;0;0;39;72;67;110;45;118
5414;Overige werkzaamheden;Andere particuliere opdrachtgevers;2011 juli;196;825;52;415;144;410;25;118;17;58;33;89;2;9;9;31;0;0;24;32;25;45;9;28
5415;Overige werkzaamheden;Andere particuliere opdrachtgevers;2011 augustus;124;610;42;316;82;294;18;85;13;42;16;69;1;6;5;20;0;0;7;17;10;25;11;30
5416;Overige werkzaamheden;Andere particuliere opdrachtgevers;2011 september;221;889;62;437;159;452;28;105;33;74;38;110;7;24;10;30;0;0;15;23;16;37;12;49
5417;Overige werkzaamheden;Andere particuliere opdrachtgevers;2011 3e kwartaal;542;2324;156;1168;385;1156;71;308;64;174;87;268;10;39;24;81;0;0;46;72;51;107;32;107
5418;Overige werkzaamheden;Andere particuliere opdrachtgevers;2011 oktober;253;1082;74;558;178;524;30;132;20;69;43;155;2;13;22;44;0;0;11;21;37;50;12;40
5419;Overige werkzaamheden;Andere particuliere opdrachtgevers;2011 november;214;937;56;462;158;475;24;120;16;65;31;117;6;8;11;30;0;0;14;25;45;69;12;41
5420;Overige werkzaamheden;Andere particuliere opdrachtgevers;2011 december;228;803;52;372;176;431;26;91;26;62;43;125;3;11;22;41;0;0;17;19;22;42;16;40
5421;Overige werkzaamheden;Andere particuliere opdrachtgevers;2011 4e kwartaal;695;2822;182;1392;512;1430;80;343;62;196;117;397;11;32;55;115;0;0;42;65;104;161;41;121
5422;Overige werkzaamheden;Andere particuliere opdrachtgevers;2011;2384;9637;660;4977;1724;4660;298;1235;224;637;370;1131;112;129;132;349;0;0;162;257;263;467;163;455
5423;Overige werkzaamheden;Andere particuliere opdrachtgevers;2012 januari;120;505;33;238;87;267;17;60;13;43;21;69;1;7;5;19;0;0;6;7;16;34;9;28
5424;Overige werkzaamheden;Andere particuliere opdrachtgevers;2012 februari;114;560;34;286;80;274;15;64;15;48;16;56;3;6;8;29;0;0;7;16;12;32;5;23
5425;Overige werkzaamheden;Andere particuliere opdrachtgevers;2012 maart;183;679;46;346;137;333;15;69;12;37;22;84;3;11;7;28;0;0;16;13;48;46;13;45
5426;Overige werkzaamheden;Andere particuliere opdrachtgevers;2012 1e kwartaal;417;1744;113;870;304;874;47;193;40;128;59;209;8;24;20;76;0;0;29;36;76;112;27;96
5427;Overige werkzaamheden;Andere particuliere opdrachtgevers;2012 april;175;567;48;287;126;280;22;84;12;32;20;62;7;6;6;18;0;0;16;19;17;27;26;32
5428;Overige werkzaamheden;Andere particuliere opdrachtgevers;2012 mei;159;609;35;287;124;322;20;85;18;43;36;89;3;5;7;18;0;0;9;16;25;36;7;30
5429;Overige werkzaamheden;Andere particuliere opdrachtgevers;2012 juni;192;774;51;375;141;399;19;87;18;62;23;97;23;15;11;37;0;0;15;31;21;33;10;37
5430;Overige werkzaamheden;Andere particuliere opdrachtgevers;2012 2e kwartaal;525;1950;134;949;391;1001;61;256;49;137;79;248;33;26;24;73;0;0;39;66;63;96;42;99
5431;Overige werkzaamheden;Andere particuliere opdrachtgevers;2012 juli;166;718;47;348;119;370;23;105;16;55;27;89;6;9;10;26;0;0;4;16;23;32;9;38
5432;Overige werkzaamheden;Andere particuliere opdrachtgevers;2012 augustus;238;645;77;314;161;331;26;99;15;49;37;81;36;6;14;25;0;0;8;17;15;22;9;32
5433;Overige werkzaamheden;Andere particuliere opdrachtgevers;2012 september;183;762;45;359;138;403;24;100;23;70;22;101;2;7;10;25;0;0;4;16;40;39;12;45
5434;Overige werkzaamheden;Andere particuliere opdrachtgevers;2012 3e kwartaal;587;2125;169;1021;418;1104;73;304;55;174;86;271;45;22;34;76;0;0;16;49;79;93;30;115
5435;Overige werkzaamheden;Andere particuliere opdrachtgevers;2012 oktober;241;664;43;292;199;372;23;86;14;49;17;83;11;22;71;25;0;0;14;18;38;47;11;42
5436;Overige werkzaamheden;Andere particuliere opdrachtgevers;2012 november;152;660;45;329;107;331;17;95;15;56;18;79;2;7;11;22;0;0;6;11;26;32;11;29
5437;Overige werkzaamheden;Andere particuliere opdrachtgevers;2012 december;130;584;34;278;96;306;18;80;16;41;28;71;2;13;4;19;0;0;4;8;16;37;9;37
5438;Overige werkzaamheden;Andere particuliere opdrachtgevers;2012 4e kwartaal;523;1908;121;899;402;1009;58;261;45;146;63;233;15;42;86;66;0;0;24;37;80;116;32;108
5439;Overige werkzaamheden;Andere particuliere opdrachtgevers;2012;2052;7727;538;3739;1515;3988;239;1014;188;585;287;961;101;114;164;291;0;0;108;188;298;417;131;418
5440;Overige werkzaamheden;Andere particuliere opdrachtgevers;2013 januari;136;533;33;254;103;279;19;80;12;35;23;76;3;11;21;21;0;0;2;9;7;24;16;23
5441;Overige werkzaamheden;Andere particuliere opdrachtgevers;2013 februari;119;481;30;244;89;237;22;61;7;31;22;57;2;4;4;17;0;0;5;6;21;30;5;31
5442;Overige werkzaamheden;Andere particuliere opdrachtgevers;2013 maart;191;644;38;302;153;342;25;90;17;55;31;75;3;9;4;21;0;0;17;14;46;42;9;36
5443;Overige werkzaamheden;Andere particuliere opdrachtgevers;2013 1e kwartaal;445;1658;100;800;345;858;66;231;37;121;76;208;9;24;29;59;0;0;23;29;74;96;30;90
5444;Overige werkzaamheden;Andere particuliere opdrachtgevers;2013 april;159;622;39;294;121;328;18;79;15;46;30;79;6;12;5;25;0;0;13;19;16;32;19;36
5445;Overige werkzaamheden;Andere particuliere opdrachtgevers;2013 mei;224;655;49;306;175;349;24;100;12;47;16;76;4;10;5;24;0;0;39;25;52;35;24;32
5446;Overige werkzaamheden;Andere particuliere opdrachtgevers;2013 juni;283;714;58;344;224;370;21;100;16;48;17;87;15;11;12;22;0;0;15;25;117;34;10;43
5447;Overige werkzaamheden;Andere particuliere opdrachtgevers;2013 2e kwartaal;666;1991;146;944;520;1047;63;279;42;141;64;242;25;33;21;71;0;0;66;69;185;101;53;111
5448;Overige werkzaamheden;Andere particuliere opdrachtgevers;2013 juli;243;759;50;387;193;372;22;101;63;65;43;73;13;12;10;28;0;0;14;25;9;34;18;34
5449;Overige werkzaamheden;Andere particuliere opdrachtgevers;2013 augustus;161;560;35;262;125;298;19;86;39;41;22;65;6;8;7;27;0;0;8;13;12;28;13;30
5450;Overige werkzaamheden;Andere particuliere opdrachtgevers;2013 september;232;764;56;369;176;395;23;83;39;74;33;95;10;10;19;20;0;0;10;24;28;51;14;38
5451;Overige werkzaamheden;Andere particuliere opdrachtgevers;2013 3e kwartaal;636;2083;142;1018;494;1065;64;270;142;180;98;233;30;30;35;75;0;0;33;62;48;113;45;102
5452;Overige werkzaamheden;Andere particuliere opdrachtgevers;2013 oktober;150;621;45;324;105;297;13;63;14;42;18;70;5;12;9;19;0;0;14;25;16;33;15;33
5453;Overige werkzaamheden;Andere particuliere opdrachtgevers;2013 november;158;649;51;342;107;307;22;100;11;35;15;76;4;11;2;7;0;0;20;16;15;26;19;36
5454;Overige werkzaamheden;Andere particuliere opdrachtgevers;2013 december;156;645;40;324;116;321;14;77;26;40;36;95;6;16;7;17;0;0;6;12;13;23;8;41
5455;Overige werkzaamheden;Andere particuliere opdrachtgevers;2013 4e kwartaal;464;1915;135;990;329;925;49;240;51;117;69;241;15;39;18;43;0;0;40;53;45;82;42;110
5456;Overige werkzaamheden;Andere particuliere opdrachtgevers;2013;2211;7647;523;3752;1687;3895;242;1020;271;559;307;924;79;126;103;248;0;0;163;213;352;392;171;413
5457;Overige werkzaamheden;Andere particuliere opdrachtgevers;2014 januari;309;807;63;372;246;435;20;78;30;65;47;118;74;28;9;38;0;0;11;25;45;44;10;39
5458;Overige werkzaamheden;Andere particuliere opdrachtgevers;2014 februari;151;573;39;294;112;279;18;74;21;48;27;63;6;11;11;19;0;0;8;15;12;25;8;24
5459;Overige werkzaamheden;Andere particuliere opdrachtgevers;2014 maart;128;594;37;294;91;300;16;67;15;40;20;67;8;17;9;29;0;0;3;14;12;34;7;32
5460;Overige werkzaamheden;Andere particuliere opdrachtgevers;2014 1e kwartaal;588;1974;139;960;449;1014;54;219;67;153;95;248;88;56;29;86;0;0;22;54;69;103;25;95
5461;Overige werkzaamheden;Andere particuliere opdrachtgevers;2014 april;179;604;34;283;145;321;18;90;18;43;32;85;35;13;3;11;0;0;13;15;18;25;9;39
5462;Overige werkzaamheden;Andere particuliere opdrachtgevers;2014 mei;150;645;44;304;106;341;26;113;11;40;24;69;6;15;5;16;0;0;10;23;11;36;11;29
5463;Overige werkzaamheden;Andere particuliere opdrachtgevers;2014 juni;144;686;43;329;100;357;23;98;21;47;20;89;2;7;7;21;0;0;8;30;11;28;8;37
5464;Overige werkzaamheden;Andere particuliere opdrachtgevers;2014 2e kwartaal;473;1935;121;916;352;1019;67;301;51;130;76;243;43;35;15;48;0;0;31;68;41;89;28;105
5465;Overige werkzaamheden;Andere particuliere opdrachtgevers;2014 juli;172;787;54;405;118;382;21;107;22;47;27;94;3;14;5;17;0;0;17;37;15;33;9;33
5466;Overige werkzaamheden;Andere particuliere opdrachtgevers;2014 augustus;141;527;53;289;88;238;19;73;11;19;14;64;2;10;4;13;0;0;10;20;24;20;5;19
5467;Overige werkzaamheden;Andere particuliere opdrachtgevers;2014 september;166;637;54;348;112;289;19;66;10;29;23;77;6;9;5;24;0;0;31;21;11;31;7;32
5468;Overige werkzaamheden;Andere particuliere opdrachtgevers;2014 3e kwartaal;480;1951;161;1042;318;909;60;246;42;95;64;235;11;33;13;54;0;0;58;78;50;84;20;84
5469;Overige werkzaamheden;Andere particuliere opdrachtgevers;2014 oktober;215;668;52;346;163;322;21;90;46;45;30;75;1;7;9;27;0;0;14;17;22;32;20;29
5470;Overige werkzaamheden;Andere particuliere opdrachtgevers;2014 november;152;543;54;271;98;272;17;74;18;36;22;66;4;9;4;15;0;0;18;16;6;23;9;33
5471;Overige werkzaamheden;Andere particuliere opdrachtgevers;2014 december;273;731;61;367;212;364;19;85;35;49;35;92;35;16;31;30;0;0;31;24;8;30;16;38
5472;Overige werkzaamheden;Andere particuliere opdrachtgevers;2014 4e kwartaal;640;1942;167;984;473;958;57;249;100;130;87;233;40;32;45;72;0;0;63;57;36;85;45;100
5473;Overige werkzaamheden;Andere particuliere opdrachtgevers;2014;2180;7802;589;3902;1591;3900;238;1015;259;508;322;959;182;156;102;260;0;0;173;257;196;361;118;384
5474;Overige werkzaamheden;Andere particuliere opdrachtgevers;2015 januari;175;522;43;272;132;250;16;58;9;40;51;61;9;12;3;18;0;0;6;15;14;26;24;20
5475;Overige werkzaamheden;Andere particuliere opdrachtgevers;2015 februari;246;581;48;299;199;282;19;71;17;33;27;73;1;9;7;16;0;0;15;15;56;28;56;37
5476;Overige werkzaamheden;Andere particuliere opdrachtgevers;2015 maart;171;611;52;334;119;277;12;57;13;31;35;73;9;11;5;17;0;0;9;17;12;28;23;43
5477;Overige werkzaamheden;Andere particuliere opdrachtgevers;2015 1e kwartaal;592;1714;142;905;449;809;47;186;39;104;113;207;20;32;15;51;0;0;31;47;82;82;103;100
5478;Overige werkzaamheden;Andere particuliere opdrachtgevers;2015 april;178;721;46;379;132;342;22;85;22;53;28;83;8;12;10;25;0;0;18;31;19;27;5;26
5479;Overige werkzaamheden;Andere particuliere opdrachtgevers;2015 mei;167;569;48;296;119;273;16;76;30;33;23;75;4;7;3;13;0;0;13;15;7;22;23;32
5480;Overige werkzaamheden;Andere particuliere opdrachtgevers;2015 juni;142;708;53;384;89;324;19;86;9;38;18;70;13;23;3;18;0;0;10;25;6;23;11;41
5481;Overige werkzaamheden;Andere particuliere opdrachtgevers;2015 2e kwartaal;487;1998;147;1059;340;939;57;247;61;124;69;228;25;42;16;56;0;0;41;71;32;72;40;99
5482;Overige werkzaamheden;Andere particuliere opdrachtgevers;2015 juli;169;613;43;303;126;310;15;70;17;45;27;75;25;15;7;25;0;0;5;22;20;28;10;30
5483;Overige werkzaamheden;Andere particuliere opdrachtgevers;2015 augustus;196;674;50;329;145;345;18;83;26;51;22;82;25;13;10;28;0;0;7;20;25;32;12;36
5484;Overige werkzaamheden;Andere particuliere opdrachtgevers;2015 september;150;627;42;310;108;317;16;82;25;62;24;85;3;8;9;23;0;0;10;9;8;18;13;30
5485;Overige werkzaamheden;Andere particuliere opdrachtgevers;2015 3e kwartaal;514;1914;135;942;379;972;50;235;68;158;73;242;52;36;26;76;0;0;22;51;53;78;35;96
5486;Overige werkzaamheden;Andere particuliere opdrachtgevers;2015 oktober;184;610;59;324;125;286;11;55;41;41;17;73;12;24;8;29;0;1;10;14;13;21;13;28
5487;Overige werkzaamheden;Andere particuliere opdrachtgevers;2015 november;172;680;58;354;114;326;17;75;19;46;44;87;4;13;5;25;0;0;6;13;9;35;10;32
5488;Overige werkzaamheden;Andere particuliere opdrachtgevers;2015 december;283;685;113;371;170;314;27;68;26;49;29;76;16;22;10;21;0;0;9;13;23;25;30;40
5489;Overige werkzaamheden;Andere particuliere opdrachtgevers;2015 4e kwartaal;638;1975;229;1049;409;926;55;198;85;136;90;236;33;59;23;75;0;1;25;40;45;81;53;100
5490;Overige werkzaamheden;Andere particuliere opdrachtgevers;2015;2231;7601;653;3955;1578;3646;208;866;253;522;345;913;130;169;79;258;0;1;118;209;212;313;232;395
5491;Overige werkzaamheden;Andere particuliere opdrachtgevers;2016 januari;108;470;49;271;59;199;8;36;10;31;14;59;2;7;10;16;0;0;7;15;7;16;3;19
5492;Overige werkzaamheden;Andere particuliere opdrachtgevers;2016 februari;221;691;63;387;158;304;12;61;29;46;31;82;12;17;12;24;0;0;43;16;11;22;10;36
5493;Overige werkzaamheden;Andere particuliere opdrachtgevers;2016 maart;164;587;57;324;107;263;12;54;18;47;24;65;2;9;6;20;0;0;10;14;16;21;19;33
5494;Overige werkzaamheden;Andere particuliere opdrachtgevers;2016 1e kwartaal;493;1748;168;982;325;766;32;151;57;124;69;206;15;33;28;60;0;0;59;45;34;59;32;88
5495;Overige werkzaamheden;Andere particuliere opdrachtgevers;2016 april;207;723;76;397;131;326;17;74;23;42;31;94;10;17;9;18;0;0;15;24;19;23;7;34
5496;Overige werkzaamheden;Andere particuliere opdrachtgevers;2016 mei;160;619;66;337;94;282;18;66;21;40;17;75;10;7;5;20;0;0;6;21;8;26;9;27
5497;Overige werkzaamheden;Andere particuliere opdrachtgevers;2016 juni;236;785;76;425;159;360;16;66;17;59;43;95;16;19;24;25;0;0;31;30;7;26;5;40
5498;Overige werkzaamheden;Andere particuliere opdrachtgevers;2016 2e kwartaal;602;2127;218;1159;385;968;51;206;61;141;91;264;36;43;38;63;0;0;51;75;34;75;21;101
5499;Overige werkzaamheden;Andere particuliere opdrachtgevers;2016 juli;192;719;61;383;131;336;17;71;22;44;27;96;24;13;6;22;0;0;6;23;21;24;9;43
5500;Overige werkzaamheden;Andere particuliere opdrachtgevers;2016 augustus;142;602;50;339;92;263;12;50;23;54;26;63;2;9;2;11;0;0;3;14;15;33;7;29
5501;Overige werkzaamheden;Andere particuliere opdrachtgevers;2016 september;238;641;76;351;162;290;17;55;15;38;21;80;18;20;11;17;0;0;8;14;39;35;33;31
5502;Overige werkzaamheden;Andere particuliere opdrachtgevers;2016 3e kwartaal;572;1962;187;1073;386;889;46;176;60;136;74;239;43;42;20;50;0;0;17;51;76;92;49;103
5503;Overige werkzaamheden;Andere particuliere opdrachtgevers;2016 oktober;147;579;45;302;102;277;12;48;12;37;26;89;5;9;8;25;0;0;11;18;20;21;8;30
5504;Overige werkzaamheden;Andere particuliere opdrachtgevers;2016 november;175;675;57;372;118;303;9;48;22;57;38;75;4;15;7;20;0;0;13;20;14;31;10;37
5505;Overige werkzaamheden;Andere particuliere opdrachtgevers;2016 december;221;720;81;399;141;321;12;57;17;45;27;85;28;24;12;19;0;0;18;22;12;27;14;42
