ID;BedrijfstakkenBranchesSBI2008;Perioden;Ongecorrigeerd_1;Kalendergecorrigeerd_2;Seizoengecorrigeerd_3;Ongecorrigeerd_4;Kalendergecorrigeerd_5;Ongecorrigeerd_6;Seizoengecorrigeerd_7;Ongecorrigeerd_8;Kalendergecorrigeerd_9;Seizoengecorrigeerd_10;Ongecorrigeerd_11;Kalendergecorrigeerd_12;Ongecorrigeerd_13;Seizoengecorrigeerd_14;Ongecorrigeerd_15;Kalendergecorrigeerd_16;Seizoengecorrigeerd_17;Ongecorrigeerd_18;Kalendergecorrigeerd_19;Ongecorrigeerd_20;Seizoengecorrigeerd_21
31;354200;2001 december;;;;;;;;;;;;;;;;;;;;;
32;354200;2001 4e kwartaal;;;;;;;;;;;;;;;;;;;;;
33;354200;2001;;;;;;;;;;;;;;;;;;;;;
34;354200;2002 januari;;;;;;;;;;;;;;;;;;;;;
35;354200;2002 februari;;;;;;;;;;;;;;;;;;;;;
36;354200;2002 maart;;;;;;;;;;;;;;;;;;;;;
37;354200;2002 1e kwartaal;;;;;;;;;;;;;;;;;;;;;
38;354200;2002 april;;;;;;;;;;;;;;;;;;;;;
39;354200;2002 mei;;;;;;;;;;;;;;;;;;;;;
40;354200;2002 juni;;;;;;;;;;;;;;;;;;;;;
41;354200;2002 2e kwartaal;;;;;;;;;;;;;;;;;;;;;
42;354200;2002 juli;;;;;;;;;;;;;;;;;;;;;
43;354200;2002 augustus;;;;;;;;;;;;;;;;;;;;;
44;354200;2002 september;;;;;;;;;;;;;;;;;;;;;
45;354200;2002 3e kwartaal;;;;;;;;;;;;;;;;;;;;;
46;354200;2002 oktober;;;;;;;;;;;;;;;;;;;;;
47;354200;2002 november;;;;;;;;;;;;;;;;;;;;;
48;354200;2002 december;;;;;;;;;;;;;;;;;;;;;
49;354200;2002 4e kwartaal;;;;;;;;;;;;;;;;;;;;;
50;354200;2002;;;;;;;;;;;;;;;;;;;;;
51;354200;2003 januari;;;;;;;;;;;;;;;;;;;;;
52;354200;2003 februari;;;;;;;;;;;;;;;;;;;;;
53;354200;2003 maart;;;;;;;;;;;;;;;;;;;;;
54;354200;2003 1e kwartaal;;;;;;;;;;;;;;;;;;;;;
55;354200;2003 april;;;;;;;;;;;;;;;;;;;;;
56;354200;2003 mei;;;;;;;;;;;;;;;;;;;;;
57;354200;2003 juni;;;;;;;;;;;;;;;;;;;;;
58;354200;2003 2e kwartaal;;;;;;;;;;;;;;;;;;;;;
59;354200;2003 juli;;;;;;;;;;;;;;;;;;;;;
60;354200;2003 augustus;;;;;;;;;;;;;;;;;;;;;
61;354200;2003 september;;;;;;;;;;;;;;;;;;;;;
62;354200;2003 3e kwartaal;;;;;;;;;;;;;;;;;;;;;
63;354200;2003 oktober;;;;;;;;;;;;;;;;;;;;;
64;354200;2003 november;;;;;;;;;;;;;;;;;;;;;
65;354200;2003 december;;;;;;;;;;;;;;;;;;;;;
66;354200;2003 4e kwartaal;;;;;;;;;;;;;;;;;;;;;
67;354200;2003;;;;;;;;;;;;;;;;;;;;;
68;354200;2004 januari;;;;;;;;;;;;;;;;;;;;;
69;354200;2004 februari;;;;;;;;;;;;;;;;;;;;;
70;354200;2004 maart;;;;;;;;;;;;;;;;;;;;;
71;354200;2004 1e kwartaal;;;;;;;;;;;;;;;;;;;;;
72;354200;2004 april;;;;;;;;;;;;;;;;;;;;;
73;354200;2004 mei;;;;;;;;;;;;;;;;;;;;;
74;354200;2004 juni;;;;;;;;;;;;;;;;;;;;;
75;354200;2004 2e kwartaal;;;;;;;;;;;;;;;;;;;;;
76;354200;2004 juli;;;;;;;;;;;;;;;;;;;;;
77;354200;2004 augustus;;;;;;;;;;;;;;;;;;;;;
78;354200;2004 september;;;;;;;;;;;;;;;;;;;;;
79;354200;2004 3e kwartaal;;;;;;;;;;;;;;;;;;;;;
80;354200;2004 oktober;;;;;;;;;;;;;;;;;;;;;
81;354200;2004 november;;;;;;;;;;;;;;;;;;;;;
82;354200;2004 december;;;;;;;;;;;;;;;;;;;;;
83;354200;2004 4e kwartaal;;;;;;;;;;;;;;;;;;;;;
84;354200;2004;;;;;;;;;;;;;;;;;;;;;
85;354200;2005 januari;;;;;;;;;;;;;;;;;;;;;
86;354200;2005 februari;;;;;;;;;;;;;;;;;;;;;
87;354200;2005 maart;;;;;;;;;;;;;;;;;;;;;
88;354200;2005 1e kwartaal;;;;;;;;;;;;;;;;;;;;;
89;354200;2005 april;;;;;;;;;;;;;;;;;;;;;
90;354200;2005 mei;;;;;;;;;;;;;;;;;;;;;
91;354200;2005 juni;;;;;;;;;;;;;;;;;;;;;
92;354200;2005 2e kwartaal;;;;;;;;;;;;;;;;;;;;;
93;354200;2005 juli;;;;;;;;;;;;;;;;;;;;;
94;354200;2005 augustus;;;;;;;;;;;;;;;;;;;;;
95;354200;2005 september;;;;;;;;;;;;;;;;;;;;;
96;354200;2005 3e kwartaal;;;;;;;;;;;;;;;;;;;;;
97;354200;2005 oktober;;;;;;;;;;;;;;;;;;;;;
98;354200;2005 november;;;;;;;;;;;;;;;;;;;;;
99;354200;2005 december;;;;;;;;;;;;;;;;;;;;;
100;354200;2005 4e kwartaal;;;;;;;;;;;;;;;;;;;;;
101;354200;2005;;;;;;;;;;;;;;;;;;;;;
102;354200;2006 januari;;;;;;;;;;;;;;;;;;;;;
103;354200;2006 februari;;;;;;;;;;;;;;;;;;;;;
104;354200;2006 maart;;;;;;;;;;;;;;;;;;;;;
105;354200;2006 1e kwartaal;;;;;;;;;;;;;;;;;;;;;
106;354200;2006 april;;;;;;;;;;;;;;;;;;;;;
107;354200;2006 mei;;;;;;;;;;;;;;;;;;;;;
108;354200;2006 juni;;;;;;;;;;;;;;;;;;;;;
109;354200;2006 2e kwartaal;;;;;;;;;;;;;;;;;;;;;
110;354200;2006 juli;;;;;;;;;;;;;;;;;;;;;
111;354200;2006 augustus;;;;;;;;;;;;;;;;;;;;;
112;354200;2006 september;;;;;;;;;;;;;;;;;;;;;
113;354200;2006 3e kwartaal;;;;;;;;;;;;;;;;;;;;;
114;354200;2006 oktober;;;;;;;;;;;;;;;;;;;;;
115;354200;2006 november;;;;;;;;;;;;;;;;;;;;;
116;354200;2006 december;;;;;;;;;;;;;;;;;;;;;
117;354200;2006 4e kwartaal;;;;;;;;;;;;;;;;;;;;;
118;354200;2006;;;;;;;;;;;;;;;;;;;;;
119;354200;2007 januari;;;;;;;;;;;;;;;;;;;;;
120;354200;2007 februari;;;;;;;;;;;;;;;;;;;;;
121;354200;2007 maart;;;;;;;;;;;;;;;;;;;;;
122;354200;2007 1e kwartaal;;;;;;;;;;;;;;;;;;;;;
123;354200;2007 april;;;;;;;;;;;;;;;;;;;;;
124;354200;2007 mei;;;;;;;;;;;;;;;;;;;;;
125;354200;2007 juni;;;;;;;;;;;;;;;;;;;;;
126;354200;2007 2e kwartaal;;;;;;;;;;;;;;;;;;;;;
127;354200;2007 juli;;;;;;;;;;;;;;;;;;;;;
128;354200;2007 augustus;;;;;;;;;;;;;;;;;;;;;
129;354200;2007 september;;;;;;;;;;;;;;;;;;;;;
130;354200;2007 3e kwartaal;;;;;;;;;;;;;;;;;;;;;
131;354200;2007 oktober;;;;;;;;;;;;;;;;;;;;;
132;354200;2007 november;;;;;;;;;;;;;;;;;;;;;
133;354200;2007 december;;;;;;;;;;;;;;;;;;;;;
134;354200;2007 4e kwartaal;;;;;;;;;;;;;;;;;;;;;
135;354200;2007;;;;;;;;;;;;;;;;;;;;;
136;354200;2008 januari;;;;;;;;;;;;;;;;;;;;;
137;354200;2008 februari;;;;;;;;;;;;;;;;;;;;;
138;354200;2008 maart;;;;;;;;;;;;;;;;;;;;;
139;354200;2008 1e kwartaal;;;;;;;;;;;;;;;;;;;;;
140;354200;2008 april;;;;;;;;;;;;;;;;;;;;;
141;354200;2008 mei;;;;;;;;;;;;;;;;;;;;;
142;354200;2008 juni;;;;;;;;;;;;;;;;;;;;;
143;354200;2008 2e kwartaal;;;;;;;;;;;;;;;;;;;;;
144;354200;2008 juli;;;;;;;;;;;;;;;;;;;;;
145;354200;2008 augustus;;;;;;;;;;;;;;;;;;;;;
146;354200;2008 september;;;;;;;;;;;;;;;;;;;;;
147;354200;2008 3e kwartaal;;;;;;;;;;;;;;;;;;;;;
148;354200;2008 oktober;;;;;;;;;;;;;;;;;;;;;
149;354200;2008 november;;;;;;;;;;;;;;;;;;;;;
150;354200;2008 december;;;;;;;;;;;;;;;;;;;;;
151;354200;2008 4e kwartaal;;;;;;;;;;;;;;;;;;;;;
152;354200;2008;;;;;;;;;;;;;;;;;;;;;
153;354200;2009 januari;;;;;;;;;;;;;;;;;;;;;
154;354200;2009 februari;;;;;;;;;;;;;;;;;;;;;
155;354200;2009 maart;;;;;;;;;;;;;;;;;;;;;
156;354200;2009 1e kwartaal;;;;;;;;;;;;;;;;;;;;;
157;354200;2009 april;;;;;;;;;;;;;;;;;;;;;
158;354200;2009 mei;;;;;;;;;;;;;;;;;;;;;
159;354200;2009 juni;;;;;;;;;;;;;;;;;;;;;
160;354200;2009 2e kwartaal;;;;;;;;;;;;;;;;;;;;;
161;354200;2009 juli;;;;;;;;;;;;;;;;;;;;;
162;354200;2009 augustus;;;;;;;;;;;;;;;;;;;;;
163;354200;2009 september;;;;;;;;;;;;;;;;;;;;;
164;354200;2009 3e kwartaal;;;;;;;;;;;;;;;;;;;;;
165;354200;2009 oktober;;;;;;;;;;;;;;;;;;;;;
166;354200;2009 november;;;;;;;;;;;;;;;;;;;;;
167;354200;2009 december;;;;;;;;;;;;;;;;;;;;;
168;354200;2009 4e kwartaal;;;;;;;;;;;;;;;;;;;;;
169;354200;2009;;;;;;;;;;;;;;;;;;;;;
170;354200;2010 januari;;;;;;;;;;;;;;;;;;;;;
171;354200;2010 februari;;;;;;;;;;;;;;;;;;;;;
172;354200;2010 maart;;;;;;;;;;;;;;;;;;;;;
173;354200;2010 1e kwartaal;;;;;;;;;;;;;;;;;;;;;
174;354200;2010 april;;;;;;;;;;;;;;;;;;;;;
175;354200;2010 mei;;;;;;;;;;;;;;;;;;;;;
176;354200;2010 juni;;;;;;;;;;;;;;;;;;;;;
177;354200;2010 2e kwartaal;;;;;;;;;;;;;;;;;;;;;
178;354200;2010 juli;;;;;;;;;;;;;;;;;;;;;
179;354200;2010 augustus;;;;;;;;;;;;;;;;;;;;;
180;354200;2010 september;;;;;;;;;;;;;;;;;;;;;
181;354200;2010 3e kwartaal;;;;;;;;;;;;;;;;;;;;;
182;354200;2010 oktober;;;;;;;;;;;;;;;;;;;;;
183;354200;2010 november;;;;;;;;;;;;;;;;;;;;;
184;354200;2010 december;;;;;;;;;;;;;;;;;;;;;
185;354200;2010 4e kwartaal;;;;;;;;;;;;;;;;;;;;;
186;354200;2010;;;;;;;;;;;;;;;;;;;;;
187;354200;2011 januari;;;;;;;;;;;;;;;;;;;;;
188;354200;2011 februari;;;;;;;;;;;;;;;;;;;;;
189;354200;2011 maart;;;;;;;;;;;;;;;;;;;;;
190;354200;2011 1e kwartaal;;;;;;;;;;;;;;;;;;;;;
191;354200;2011 april;;;;;;;;;;;;;;;;;;;;;
192;354200;2011 mei;;;;;;;;;;;;;;;;;;;;;
193;354200;2011 juni;;;;;;;;;;;;;;;;;;;;;
194;354200;2011 2e kwartaal;;;;;;;;;;;;;;;;;;;;;
195;354200;2011 juli;;;;;;;;;;;;;;;;;;;;;
196;354200;2011 augustus;;;;;;;;;;;;;;;;;;;;;
197;354200;2011 september;;;;;;;;;;;;;;;;;;;;;
198;354200;2011 3e kwartaal;;;;;;;;;;;;;;;;;;;;;
199;354200;2011 oktober;;;;;;;;;;;;;;;;;;;;;
200;354200;2011 november;;;;;;;;;;;;;;;;;;;;;
201;354200;2011 december;;;;;;;;;;;;;;;;;;;;;
202;354200;2011 4e kwartaal;;;;;;;;;;;;;;;;;;;;;
203;354200;2011;;;;;;;;;;;;;;;;;;;;;
204;354200;2012 januari;;;;;;;;;;;;;;;;;;;;;
205;354200;2012 februari;;;;;;;;;;;;;;;;;;;;;
206;354200;2012 maart;;;;;;;;;;;;;;;;;;;;;
207;354200;2012 1e kwartaal;;;;;;;;;;;;;;;;;;;;;
208;354200;2012 april;;;;;;;;;;;;;;;;;;;;;
209;354200;2012 mei;;;;;;;;;;;;;;;;;;;;;
210;354200;2012 juni;;;;;;;;;;;;;;;;;;;;;
211;354200;2012 2e kwartaal;;;;;;;;;;;;;;;;;;;;;
212;354200;2012 juli;;;;;;;;;;;;;;;;;;;;;
213;354200;2012 augustus;;;;;;;;;;;;;;;;;;;;;
214;354200;2012 september;;;;;;;;;;;;;;;;;;;;;
215;354200;2012 3e kwartaal;;;;;;;;;;;;;;;;;;;;;
216;354200;2012 oktober;;;;;;;;;;;;;;;;;;;;;
217;354200;2012 november;;;;;;;;;;;;;;;;;;;;;
218;354200;2012 december;;;;;;;;;;;;;;;;;;;;;
219;354200;2012 4e kwartaal;;;;;;;;;;;;;;;;;;;;;
220;354200;2012;;;;;;;;;;;;;;;;;;;;;
221;354200;2013 januari;;;;;;;;;;;;;;;;;;;;;
222;354200;2013 februari;;;;;;;;;;;;;;;;;;;;;
223;354200;2013 maart;;;;;;;;;;;;;;;;;;;;;
224;354200;2013 1e kwartaal;;;;;;;;;;;;;;;;;;;;;
225;354200;2013 april;;;;;;;;;;;;;;;;;;;;;
226;354200;2013 mei;;;;;;;;;;;;;;;;;;;;;
227;354200;2013 juni;;;;;;;;;;;;;;;;;;;;;
228;354200;2013 2e kwartaal;;;;;;;;;;;;;;;;;;;;;
229;354200;2013 juli;;;;;;;;;;;;;;;;;;;;;
230;354200;2013 augustus;;;;;;;;;;;;;;;;;;;;;
231;354200;2013 september;;;;;;;;;;;;;;;;;;;;;
232;354200;2013 3e kwartaal;;;;;;;;;;;;;;;;;;;;;
233;354200;2013 oktober;;;;;;;;;;;;;;;;;;;;;
234;354200;2013 november;;;;;;;;;;;;;;;;;;;;;
235;354200;2013 december;;;;;;;;;;;;;;;;;;;;;
236;354200;2013 4e kwartaal;;;;;;;;;;;;;;;;;;;;;
237;354200;2013;;;;;;;;;;;;;;;;;;;;;
238;354200;2014 januari;;;;;;;;;;;;;;;;;;;;;
239;354200;2014 februari;;;;;;;;;;;;;;;;;;;;;
240;354200;2014 maart;;;;;;;;;;;;;;;;;;;;;
241;354200;2014 1e kwartaal;;;;;;;;;;;;;;;;;;;;;
242;354200;2014 april;;;;;;;;;;;;;;;;;;;;;
243;354200;2014 mei;;;;;;;;;;;;;;;;;;;;;
244;354200;2014 juni;;;;;;;;;;;;;;;;;;;;;
245;354200;2014 2e kwartaal;;;;;;;;;;;;;;;;;;;;;
246;354200;2014 juli;;;;;;;;;;;;;;;;;;;;;
247;354200;2014 augustus;;;;;;;;;;;;;;;;;;;;;
248;354200;2014 september;;;;;;;;;;;;;;;;;;;;;
249;354200;2014 3e kwartaal;;;;;;;;;;;;;;;;;;;;;
250;354200;2014 oktober;;;;;;;;;;;;;;;;;;;;;
251;354200;2014 november;;;;;;;;;;;;;;;;;;;;;
252;354200;2014 december;;;;;;;;;;;;;;;;;;;;;
253;354200;2014 4e kwartaal;;;;;;;;;;;;;;;;;;;;;
254;354200;2014;;;;;;;;;;;;;;;;;;;;;
255;354200;2015 januari;;;;;;;;;;;;;;;;;;;;;
256;354200;2015 februari;;;;;;;;;;;;;;;;;;;;;
257;354200;2015 maart;;;;;;;;;;;;;;;;;;;;;
258;354200;2015 1e kwartaal;;;;;;;;;;;;;;;;;;;;;
259;354200;2015 april;;;;;;;;;;;;;;;;;;;;;
260;354200;2015 mei;;;;;;;;;;;;;;;;;;;;;
261;354200;2015 juni;;;;;;;;;;;;;;;;;;;;;
262;354200;2015 2e kwartaal;;;;;;;;;;;;;;;;;;;;;
263;354200;2015 juli;;;;;;;;;;;;;;;;;;;;;
264;354200;2015 augustus;;;;;;;;;;;;;;;;;;;;;
265;354200;2015 september;;;;;;;;;;;;;;;;;;;;;
266;354200;2015 3e kwartaal;;;;;;;;;;;;;;;;;;;;;
267;354200;2015 oktober;;;;;;;;;;;;;;;;;;;;;
268;354200;2015 november;;;;;;;;;;;;;;;;;;;;;
269;354200;2015 december;;;;;;;;;;;;;;;;;;;;;
270;354200;2015 4e kwartaal;;;;;;;;;;;;;;;;;;;;;
271;354200;2015;;;;;;;;;;;;;;;;;;;;;
272;354200;2016 januari;;;;;;;;;;;;;;;;;;;;;
273;354200;2016 februari;;;;;;;;;;;;;;;;;;;;;
274;354200;2016 maart;;;;;;;;;;;;;;;;;;;;;
275;354200;2016 1e kwartaal;;;;;;;;;;;;;;;;;;;;;
276;354200;2016 april;;;;;;;;;;;;;;;;;;;;;
277;354200;2016 mei;;;;;;;;;;;;;;;;;;;;;
278;354200;2016 juni;;;;;;;;;;;;;;;;;;;;;
279;354200;2016 2e kwartaal;;;;;;;;;;;;;;;;;;;;;
280;354200;2016 juli;;;;;;;;;;;;;;;;;;;;;
281;354200;2016 augustus;;;;;;;;;;;;;;;;;;;;;
282;354200;2016 september;;;;;;;;;;;;;;;;;;;;;
283;354200;2016 3e kwartaal;;;;;;;;;;;;;;;;;;;;;
284;354200;2016 oktober;;;;;;;;;;;;;;;;;;;;;
285;354200;2016 november;;;;;;;;;;;;;;;;;;;;;
286;354200;2016 december;;;;;;;;;;;;;;;;;;;;;
287;354200;2016 4e kwartaal;;;;;;;;;;;;;;;;;;;;;
288;354200;2016;;;;;;;;;;;;;;;;;;;;;
289;354200;2017 januari;;;;;;;;;;;;;;;;;;;;;
290;354200;2017 februari;;;;;;;;;;;;;;;;;;;;;
291;354200;2017 maart;;;;;;;;;;;;;;;;;;;;;
292;354200;2017 1e kwartaal;;;;;;;;;;;;;;;;;;;;;
293;354200;2017 april;;;;;;;;;;;;;;;;;;;;;
294;354200;2017 mei;;;;;;;;;;;;;;;;;;;;;
295;354200;2017 juni;;;;;;;;;;;;;;;;;;;;;
296;354200;2017 2e kwartaal;;;;;;;;;;;;;;;;;;;;;
297;354200;2017 juli;;;;;;;;;;;;;;;;;;;;;
298;354200;2017 augustus;;;;;;;;;;;;;;;;;;;;;
299;354200;2017 september;;;;;;;;;;;;;;;;;;;;;
300;354200;2017 3e kwartaal;;;;;;;;;;;;;;;;;;;;;
301;354200;2017 oktober;;;;;;;;;;;;;;;;;;;;;
302;354200;2017 november;;;;;;;;;;;;;;;;;;;;;
303;354200;2017 december;;;;;;;;;;;;;;;;;;;;;
304;354200;2017 4e kwartaal;;;;;;;;;;;;;;;;;;;;;
305;354200;2017;;;;;;;;;;;;;;;;;;;;;
306;354200;2018 januari;;;;;;;;;;;;;;;;;;;;;
307;354200;2018 februari;;;;;;;;;;;;;;;;;;;;;
308;354200;2018 maart;;;;;;;;;;;;;;;;;;;;;
309;354200;2018 1e kwartaal;;;;;;;;;;;;;;;;;;;;;
310;354200;2018 april;;;;;;;;;;;;;;;;;;;;;
311;354200;2018 mei;;;;;;;;;;;;;;;;;;;;;
312;354200;2018 juni;;;;;;;;;;;;;;;;;;;;;
313;354200;2018 2e kwartaal;;;;;;;;;;;;;;;;;;;;;
314;354200;2018 juli;;;;;;;;;;;;;;;;;;;;;
315;354200;2018 augustus;;;;;;;;;;;;;;;;;;;;;
316;354200;2018 september;;;;;;;;;;;;;;;;;;;;;
317;354200;2018 3e kwartaal;;;;;;;;;;;;;;;;;;;;;
318;354200;2018 oktober;;;;;;;;;;;;;;;;;;;;;
319;354200;2018 november;;;;;;;;;;;;;;;;;;;;;
320;354200;2018 december;;;;;;;;;;;;;;;;;;;;;
321;354200;2018 4e kwartaal;;;;;;;;;;;;;;;;;;;;;
322;354200;2018;;;;;;;;;;;;;;;;;;;;;
323;354200;2019 januari;;;;;;;;;;;;;;;;;;;;;
324;354200;2019 februari;;;;;;;;;;;;;;;;;;;;;
325;354200;2019 maart;;;;;;;;;;;;;;;;;;;;;
326;354200;2019 1e kwartaal;;;;;;;;;;;;;;;;;;;;;
327;354200;2019 april;;;;;;;;;;;;;;;;;;;;;
328;354200;2019 mei;;;;;;;;;;;;;;;;;;;;;
329;354200;2019 juni;;;;;;;;;;;;;;;;;;;;;
330;354200;2019 2e kwartaal;;;;;;;;;;;;;;;;;;;;;
331;354200;2019 juli;;;;;;;;;;;;;;;;;;;;;
332;354200;2019 augustus;;;;;;;;;;;;;;;;;;;;;
333;354200;2019 september;;;;;;;;;;;;;;;;;;;;;
334;354200;2019 3e kwartaal;;;;;;;;;;;;;;;;;;;;;
335;354200;2019 oktober;;;;;;;;;;;;;;;;;;;;;
336;354200;2019 november;;;;;;;;;;;;;;;;;;;;;
337;354200;2019 december;;;;;;;;;;;;;;;;;;;;;
338;354200;2019 4e kwartaal;;;;;;;;;;;;;;;;;;;;;
339;354200;2019;;;;;;;;;;;;;;;;;;;;;
340;354200;2020 januari;;;;;;;;;;;;;;;;;;;;;
341;354200;2020 februari;;;;;;;;;;;;;;;;;;;;;
342;354200;2020 maart;;;;;;;;;;;;;;;;;;;;;
343;354200;2020 1e kwartaal;;;;;;;;;;;;;;;;;;;;;
344;354200;2020 april;;;;;;;;;;;;;;;;;;;;;
345;354200;2020 mei;;;;;;;;;;;;;;;;;;;;;
346;354200;2020 juni;;;;;;;;;;;;;;;;;;;;;
347;354200;2020 2e kwartaal;;;;;;;;;;;;;;;;;;;;;
348;354200;2020 juli;;;;;;;;;;;;;;;;;;;;;
349;354200;2020 augustus;;;;;;;;;;;;;;;;;;;;;
350;354200;2020 september;;;;;;;;;;;;;;;;;;;;;
351;354200;2020 3e kwartaal;;;;;;;;;;;;;;;;;;;;;
352;354200;2020 oktober;;;;;;;;;;;;;;;;;;;;;
353;354200;2020 november;;;;;;;;;;;;;;;;;;;;;
354;354200;2020 december;;;;;;;;;;;;;;;;;;;;;
355;354200;2020 4e kwartaal;;;;;;;;;;;;;;;;;;;;;
356;354200;2020;;;;;;;;;;;;;;;;;;;;;
357;354200;2021 januari;80.5;;;;;;;84.9;;;;;;;;;;;;;
358;354200;2021 februari;82.8;;;;;2.9;;86.2;;;;;1.6;;;;;;;;
359;354200;2021 maart;104.7;;;;;26.5;;107.8;;;;;25.0;;;;;;;;
360;354200;2021 1e kwartaal;89.3;;;;;;;93.0;;;;;;;;;;;;;
361;354200;2021 april;97.8;;;;;-6.6;;99.9;;;;;-7.3;;;;;;;;
362;354200;2021 mei;100.3;;;;;2.6;;101.5;;;;;1.6;;;;;;;;
363;354200;2021 juni;106.6;;;;;6.2;;107.8;;;;;6.2;;;;;;;;
364;354200;2021 2e kwartaal;101.6;;;;;13.7;;103.1;;;;;10.9;;;;;;;;
365;354200;2021 juli;100.0;;;;;-6.2;;100.0;;;;;-7.2;;;;;;;;
366;354200;2021 augustus;95.5;;;;;-4.4;;95.4;;;;;-4.6;;;;;;;;
367;354200;2021 september;103.6;;;;;8.4;;102.4;;;;;7.3;;;;;;;;
368;354200;2021 3e kwartaal;99.7;;;;;-1.8;;99.2;;;;;-3.7;;;;;;;;
369;354200;2021 oktober;102.2;;;;;-1.3;;98.3;;;;;-3.9;;;;;;;;
370;354200;2021 november;111.4;;;;;9.0;;106.5;;;;;8.3;;;;;;;;
371;354200;2021 december;114.6;;;;;2.9;;109.4;;;;;2.7;;;;;;;;
372;354200;2021 4e kwartaal;109.4;;;;;9.7;;104.7;;;;;5.5;;;;;;;;
373;354200;2021;100.0;;;;;;;100.0;;;;;;;;;;;;;
374;354200;2022 januari;100.4;;;24.8;;-12.4;;92.5;;;8.9;;-15.5;;;;;;;;
375;354200;2022 februari;101.0;;;22.0;;0.6;;91.9;;;6.6;;-0.6;;;;;;;;
376;354200;2022 maart;124.5;;;18.9;;23.3;;109.9;;;2.0;;19.6;;;;;;;;
377;354200;2022 1e kwartaal;108.6;;;21.6;;-0.7;;98.1;;;5.5;;-6.3;;;;;;;;
378;354200;2022 april;113.5;;;16.1;;-8.8;;97.0;;;-2.9;;-11.8;;;;;;;;
379;354200;2022 mei;122.8;;;22.4;;8.2;;103.9;;;2.4;;7.2;;;;;;;;
380;354200;2022 juni;124.0;;;16.3;;1.0;;104.4;;;-3.1;;0.5;;;;;;;;
381;354200;2022 2e kwartaal;120.1;;;18.3;;10.6;;101.8;;;-1.2;;3.7;;;;;;;;
382;354200;2022 juli;115.4;;;15.4;;-7.0;;97.2;;;-2.8;;-6.9;;;;;;;;
383;354200;2022 augustus;116.6;;;22.0;;1.0;;98.9;;;3.7;;1.8;;;;;;;;
384;354200;2022 september;123.9;;;19.6;;6.3;;104.7;;;2.2;;5.8;;;;;;;;
385;354200;2022 3e kwartaal;118.6;;;19.0;;-1.3;;100.3;;;1.0;;-1.5;;;;;;;;
386;354200;2022 oktober;124.3;;;21.6;;0.4;;102.6;;;4.4;;-1.9;;;;;;;;
387;354200;2022 november;128.1;;;15.0;;3.1;;108.5;;;1.9;;5.7;;;;;;;;
388;354200;2022 december;120.3;;;5.0;;-6.1;;102.2;;;-6.6;;-5.8;;;;;;;;
389;354200;2022 4e kwartaal;124.3;;;13.6;;4.8;;104.5;;;-0.3;;4.2;;;;;;;;
