ID;Geslacht;Leeftijd;WijkenEnBuurten;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;NettoArbeidsparticipatie_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7;ZelfstandigeZonderPersoneelZzp_8;ZelfstMetPersoneelEnMeewGezinslid_9
90;Totaal mannen en vrouwen;15 tot 75 jaar;Aalten;19940;14790;74.0;85.0;60.0;25.0;15.0;12.0;3.0
91;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Buitengebied Aalten;3100;2450;79.0;71.0;48.0;24.0;29.0;22.0;7.0
92;Totaal mannen en vrouwen;15 tot 75 jaar;Barlo-Kern;90;80;;;;;;;
93;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Barlo;380;310;82.0;70.0;42.0;28.0;30.0;7.0;23.0
94;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Heurne;270;210;81.0;71.0;49.0;23.0;29.0;6.0;23.0
95;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen IJzerlo;360;290;79.0;71.0;51.0;20.0;29.0;8.0;21.0
96;Totaal mannen en vrouwen;15 tot 75 jaar;IJzerlo-kern;110;100;;;;;;;
97;Totaal mannen en vrouwen;15 tot 75 jaar;Lintelo-kern;130;100;;;;;;;
98;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen ten westen van Aalten;210;150;73.0;59.0;34.0;25.0;41.0;14.0;27.0
99;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Lintelo;500;400;80.0;64.0;42.0;22.0;36.0;10.0;26.0
100;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Dalese Veld;80;70;;;;;;;
101;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Dale;490;370;76.0;79.0;53.0;26.0;21.0;4.0;17.0
102;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Haart;400;310;76.0;69.0;47.0;22.0;31.0;5.0;26.0
103;Totaal mannen en vrouwen;15 tot 75 jaar;Haart-kern;70;60;;;;;;;
104;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Bredevoort;1500;1150;76.0;83.0;59.0;24.0;17.0;14.0;3.0
105;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Bredevoort;170;140;80.0;;;;;;
106;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Hollenberg;160;120;75.0;;;;;;
107;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Het Zwanenbroek;60;40;;;;;;;
108;Totaal mannen en vrouwen;15 tot 75 jaar;Bredevoort;1120;850;76.0;86.0;61.0;25.0;14.0;3.0;11.0
109;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 03 Aalten Kern;9300;6940;75.0;88.0;63.0;25.0;12.0;9.0;3.0
110;Totaal mannen en vrouwen;15 tot 75 jaar;Aalten-kern West;1460;1030;71.0;92.0;65.0;28.0;8.0;2.0;6.0
111;Totaal mannen en vrouwen;15 tot 75 jaar;Aalten-kern Zuid 1;1790;1350;75.0;87.0;62.0;25.0;13.0;4.0;9.0
112;Totaal mannen en vrouwen;15 tot 75 jaar;Aalten-kern Zuid 2;1130;900;80.0;90.0;66.0;24.0;10.0;2.0;8.0
113;Totaal mannen en vrouwen;15 tot 75 jaar;Aalten-kern Noord/Noordoost;1920;1470;76.0;87.0;64.0;23.0;13.0;3.0;10.0
114;Totaal mannen en vrouwen;15 tot 75 jaar;Aalten Kern 't Kobus;720;590;82.0;88.0;64.0;24.0;12.0;4.0;8.0
115;Totaal mannen en vrouwen;15 tot 75 jaar;Aalten-kern Oost;750;560;74.0;93.0;66.0;27.0;7.0;2.0;5.0
116;Totaal mannen en vrouwen;15 tot 75 jaar;Aalten-kern Centrum;1520;1040;68.0;84.0;57.0;27.0;16.0;5.0;11.0
117;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 04 Dinxperlo;6040;4250;70.0;87.0;63.0;24.0;13.0;10.0;3.0
118;Totaal mannen en vrouwen;15 tot 75 jaar;Dinxperlo Centrum/Oost;1930;1310;68.0;88.0;61.0;28.0;12.0;3.0;9.0
119;Totaal mannen en vrouwen;15 tot 75 jaar;Dinxperlo Noord;1270;890;70.0;91.0;68.0;24.0;9.0;2.0;7.0
120;Totaal mannen en vrouwen;15 tot 75 jaar;Dinxperlo West;1850;1300;70.0;90.0;67.0;23.0;10.0;2.0;8.0
121;Totaal mannen en vrouwen;15 tot 75 jaar;De Heurne-kern;280;220;81.0;84.0;64.0;20.0;16.0;4.0;12.0
122;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Dinxperlo;200;150;75.0;63.0;44.0;19.0;37.0;7.0;30.0
123;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen De Heurne;510;370;73.0;73.0;51.0;22.0;27.0;6.0;21.0
124;Totaal mannen en vrouwen;15 tot 75 jaar;Achtkarspelen;20720;14580;70.0;82.0;56.0;26.0;18.0;14.0;4.0
125;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 00 Noord;8880;6200;70.0;83.0;56.0;27.0;17.0;14.0;3.0
126;Totaal mannen en vrouwen;15 tot 75 jaar;Buitenpost;3670;2490;68.0;87.0;60.0;27.0;13.0;3.0;10.0
127;Totaal mannen en vrouwen;15 tot 75 jaar;Twijzel;790;580;73.0;78.0;51.0;27.0;22.0;4.0;18.0
128;Totaal mannen en vrouwen;15 tot 75 jaar;Kootstertille;1570;1110;71.0;86.0;55.0;31.0;14.0;2.0;12.0
129;Totaal mannen en vrouwen;15 tot 75 jaar;Twijzelerheide;1200;810;67.0;82.0;55.0;27.0;18.0;3.0;15.0
130;Totaal mannen en vrouwen;15 tot 75 jaar;Gerkesklooster;530;390;74.0;84.0;57.0;28.0;16.0;2.0;14.0
131;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Buitenpost;520;390;76.0;73.0;50.0;23.0;27.0;7.0;20.0
132;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Twijzel;70;50;;;;;;;
133;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Kootstertille;280;210;76.0;65.0;45.0;20.0;35.0;8.0;27.0
134;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Twijzelerheide;190;120;64.0;;;;;;
135;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Gerkesklooster;60;40;;;;;;;
136;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Centrum;2460;1820;74.0;79.0;54.0;25.0;21.0;16.0;5.0
137;Totaal mannen en vrouwen;15 tot 75 jaar;Stroobos;190;140;75.0;;;;;;
138;Totaal mannen en vrouwen;15 tot 75 jaar;Drogeham;1100;790;72.0;83.0;59.0;24.0;17.0;5.0;12.0
139;Totaal mannen en vrouwen;15 tot 75 jaar;Augustinusga;820;610;75.0;81.0;55.0;26.0;19.0;3.0;16.0
140;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Stroobos;50;40;;;;;;;
141;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Drogeham;160;120;79.0;;;;;;
142;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Augustinusga;150;110;72.0;;;;;;
143;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Zuid;9380;6570;70.0;83.0;57.0;25.0;17.0;13.0;4.0
144;Totaal mannen en vrouwen;15 tot 75 jaar;Surhuisterveen;3930;2690;68.0;85.0;59.0;25.0;15.0;4.0;11.0
145;Totaal mannen en vrouwen;15 tot 75 jaar;Harkema;2980;2040;68.0;84.0;57.0;27.0;16.0;3.0;13.0
146;Totaal mannen en vrouwen;15 tot 75 jaar;Surhuizum;660;500;75.0;84.0;60.0;24.0;16.0;2.0;14.0
147;Totaal mannen en vrouwen;15 tot 75 jaar;Boelenslaan;580;430;74.0;89.0;61.0;28.0;11.0;3.0;8.0
148;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Surhuisterveen;330;240;72.0;75.0;51.0;24.0;25.0;5.0;20.0
149;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Harkema;250;180;75.0;66.0;41.0;25.0;34.0;13.0;21.0
150;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Surhuizum;300;230;76.0;68.0;46.0;22.0;32.0;11.0;21.0
151;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Boelenslaan;350;260;75.0;73.0;50.0;22.0;27.0;6.0;21.0
152;Totaal mannen en vrouwen;15 tot 75 jaar;Alblasserdam;14360;10550;73.0;85.0;59.0;26.0;15.0;12.0;3.0
153;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Centrum;3390;2530;75.0;82.0;59.0;23.0;18.0;13.0;5.0
154;Totaal mannen en vrouwen;15 tot 75 jaar;Cortgene;650;470;72.0;81.0;55.0;27.0;19.0;5.0;14.0
155;Totaal mannen en vrouwen;15 tot 75 jaar;Redersbuurt;430;270;62.0;87.0;60.0;28.0;13.0;2.0;11.0
156;Totaal mannen en vrouwen;15 tot 75 jaar;kerkbuurt;1150;930;81.0;84.0;63.0;22.0;16.0;5.0;11.0
157;Totaal mannen en vrouwen;15 tot 75 jaar;Polderbuurt;400;320;80.0;77.0;57.0;20.0;23.0;8.0;15.0
158;Totaal mannen en vrouwen;15 tot 75 jaar;De Werven;760;550;73.0;79.0;58.0;21.0;21.0;8.0;13.0
159;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Kinderdijk;2760;2080;75.0;86.0;59.0;26.0;14.0;11.0;3.0
160;Totaal mannen en vrouwen;15 tot 75 jaar;Dijk;440;340;78.0;78.0;56.0;22.0;22.0;4.0;18.0
161;Totaal mannen en vrouwen;15 tot 75 jaar;Vogelbuurt;900;680;75.0;89.0;63.0;27.0;11.0;2.0;9.0
162;Totaal mannen en vrouwen;15 tot 75 jaar;Waterland;330;250;75.0;86.0;57.0;29.0;14.0;5.0;9.0
163;Totaal mannen en vrouwen;15 tot 75 jaar;Groene Long;10;10;;;;;;;
164;Totaal mannen en vrouwen;15 tot 75 jaar;Rivierenbuurt;640;450;70.0;86.0;60.0;26.0;14.0;4.0;10.0
165;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuw Kinderdijk;440;350;81.0;85.0;56.0;29.0;15.0;4.0;11.0
166;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 03 Blokweer;5440;3930;72.0;88.0;62.0;26.0;12.0;10.0;2.0
167;Totaal mannen en vrouwen;15 tot 75 jaar;Zeelt;730;550;76.0;88.0;61.0;27.0;12.0;2.0;10.0
168;Totaal mannen en vrouwen;15 tot 75 jaar;Middelland;450;350;77.0;84.0;63.0;21.0;16.0;4.0;12.0
169;Totaal mannen en vrouwen;15 tot 75 jaar;Blokweer Noord;750;530;70.0;90.0;63.0;27.0;10.0;3.0;7.0
170;Totaal mannen en vrouwen;15 tot 75 jaar;Blokweer Zuid;570;420;74.0;87.0;66.0;21.0;13.0;2.0;11.0
171;Totaal mannen en vrouwen;15 tot 75 jaar;Drentsebuurt;620;420;68.0;88.0;63.0;25.0;12.0;4.0;8.0
172;Totaal mannen en vrouwen;15 tot 75 jaar;Florabuurt;1100;790;72.0;89.0;63.0;26.0;11.0;2.0;9.0
173;Totaal mannen en vrouwen;15 tot 75 jaar;Staatsliedenbuurt;1220;870;71.0;86.0;56.0;29.0;14.0;2.0;12.0
174;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 04 Souburgh;2460;1780;72.0;82.0;55.0;27.0;18.0;13.0;5.0
175;Totaal mannen en vrouwen;15 tot 75 jaar;Schildersbuurt;810;560;69.0;83.0;57.0;26.0;17.0;4.0;13.0
176;Totaal mannen en vrouwen;15 tot 75 jaar;Schrijversbuurt;1070;770;72.0;84.0;56.0;28.0;16.0;3.0;13.0
177;Totaal mannen en vrouwen;15 tot 75 jaar;Klein Alblas;320;280;88.0;72.0;52.0;20.0;28.0;13.0;15.0
178;Totaal mannen en vrouwen;15 tot 75 jaar;Oranjebuurt;250;150;60.0;87.0;49.0;38.0;13.0;2.0;11.0
179;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 05 Bedrijventerrein;150;110;69.0;;;;;;
180;Totaal mannen en vrouwen;15 tot 75 jaar;Vinkenwaard;130;90;;;;;;;
181;Totaal mannen en vrouwen;15 tot 75 jaar;Hoogendijk;0;0;;;;;;;
182;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwland;20;10;;;;;;;
183;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 06 Landelijk gebied;160;130;82.0;;;;;;
184;Totaal mannen en vrouwen;15 tot 75 jaar;Polder Blokweer;0;0;;;;;;;
185;Totaal mannen en vrouwen;15 tot 75 jaar;Polder Kortland;40;30;;;;;;;
186;Totaal mannen en vrouwen;15 tot 75 jaar;Polder Souburgh;20;20;;;;;;;
187;Totaal mannen en vrouwen;15 tot 75 jaar;Polder Vinkenwaard;100;80;;;;;;;
188;Totaal mannen en vrouwen;15 tot 75 jaar;Albrandswaard;19130;14360;75.0;84.0;61.0;24.0;16.0;12.0;4.0
189;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Poortugaal-Noord;2100;1640;78.0;86.0;64.0;22.0;14.0;10.0;4.0
190;Totaal mannen en vrouwen;15 tot 75 jaar;Valckesteyn;1900;1500;79.0;87.0;65.0;22.0;13.0;4.0;9.0
191;Totaal mannen en vrouwen;15 tot 75 jaar;Zwaardijk-Kruisdijk;70;50;;;;;;;
192;Totaal mannen en vrouwen;15 tot 75 jaar;Poortugaal;40;20;;;;;;;
193;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Poortugaal;90;70;;;;;;;
194;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Rhoon-Noord;1590;1100;69.0;84.0;59.0;25.0;16.0;12.0;4.0
195;Totaal mannen en vrouwen;15 tot 75 jaar;Rhoon Noord;1560;1080;70.0;84.0;59.0;25.0;16.0;4.0;12.0
196;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Rhoon-Noord;30;20;;;;;;;
197;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 03 Poortugaal-Zuid;4850;3500;72.0;86.0;61.0;25.0;14.0;11.0;3.0
198;Totaal mannen en vrouwen;15 tot 75 jaar;Beatrixstraat;730;500;68.0;83.0;50.0;33.0;17.0;2.0;15.0
199;Totaal mannen en vrouwen;15 tot 75 jaar;Landweg;1430;1080;76.0;88.0;62.0;26.0;12.0;3.0;9.0
200;Totaal mannen en vrouwen;15 tot 75 jaar;Poortugaal-Centrum;670;420;63.0;84.0;61.0;23.0;16.0;4.0;12.0
201;Totaal mannen en vrouwen;15 tot 75 jaar;Poortugaal Zuid;1790;1320;74.0;89.0;66.0;23.0;11.0;3.0;8.0
202;Totaal mannen en vrouwen;15 tot 75 jaar;Polder Albrandswaard;170;130;74.0;;;;;;
203;Totaal mannen en vrouwen;15 tot 75 jaar;Kijvelanden;60;60;;;;;;;
204;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 04 Rhoon-Zuid;4850;3620;75.0;82.0;60.0;21.0;18.0;14.0;4.0
205;Totaal mannen en vrouwen;15 tot 75 jaar;Rhoon-Centrum;1110;800;72.0;80.0;58.0;22.0;20.0;6.0;14.0
206;Totaal mannen en vrouwen;15 tot 75 jaar;Ghijseland;890;640;72.0;80.0;57.0;22.0;20.0;4.0;16.0
207;Totaal mannen en vrouwen;15 tot 75 jaar;Overhoeken;150;120;80.0;;;;;;
208;Totaal mannen en vrouwen;15 tot 75 jaar;Park Rhoon;600;390;66.0;86.0;61.0;25.0;14.0;4.0;10.0
209;Totaal mannen en vrouwen;15 tot 75 jaar;Rhoon-Zuidoost;1090;920;84.0;83.0;66.0;17.0;17.0;4.0;13.0
210;Totaal mannen en vrouwen;15 tot 75 jaar;Tijsjesdijk;900;660;74.0;86.0;61.0;25.0;14.0;4.0;10.0
211;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Rhoon-Zuid;120;90;;;;;;;
212;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 05 Buitengebied Albrandswaard;200;160;80.0;63.0;46.0;17.0;37.0;25.0;12.0
213;Totaal mannen en vrouwen;15 tot 75 jaar;Portland-Koedoodzone;10;10;;;;;;;
