ID;Geslacht;Leeftijd;WijkenEnBuurten;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;NettoArbeidsparticipatie_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7;ZelfstandigeZonderPersoneelZzp_8;ZelfstMetPersoneelEnMeewGezinslid_9
4401;Totaal mannen en vrouwen;15 tot 75 jaar;Dordrecht;90530;62980;70.0;85.0;57.0;28.0;15.0;13.0;2.0
4402;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Binnenstad;8380;6100;73.0;81.0;47.0;34.0;19.0;16.0;3.0
4403;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwe Haven en omgeving;640;440;69.0;72.0;48.0;25.0;28.0;4.0;24.0
4404;Totaal mannen en vrouwen;15 tot 75 jaar;Groenmarkt en omgeving;660;460;70.0;75.0;51.0;24.0;25.0;5.0;20.0
4405;Totaal mannen en vrouwen;15 tot 75 jaar;Grote Markt en omgeving;490;370;75.0;82.0;53.0;29.0;18.0;1.0;17.0
4406;Totaal mannen en vrouwen;15 tot 75 jaar;Wijnstraat en omgeving;360;240;68.0;68.0;46.0;22.0;32.0;7.0;25.0
4407;Totaal mannen en vrouwen;15 tot 75 jaar;Kalkhaven;160;110;71.0;;;;;;
4408;Totaal mannen en vrouwen;15 tot 75 jaar;Achterhakkers en omgeving;340;240;72.0;82.0;57.0;25.0;18.0;3.0;15.0
4409;Totaal mannen en vrouwen;15 tot 75 jaar;Boogjes en omgeving;770;550;72.0;81.0;54.0;27.0;19.0;4.0;15.0
4410;Totaal mannen en vrouwen;15 tot 75 jaar;Lombard en omgeving;500;410;83.0;84.0;52.0;31.0;16.0;2.0;14.0
4411;Totaal mannen en vrouwen;15 tot 75 jaar;Centrum;920;680;74.0;84.0;53.0;31.0;16.0;3.0;13.0
4412;Totaal mannen en vrouwen;15 tot 75 jaar;Augustijnenkamp en omgeving;300;210;70.0;74.0;56.0;18.0;26.0;5.0;21.0
4413;Totaal mannen en vrouwen;15 tot 75 jaar;Geldelozepad en omgeving;1170;830;71.0;93.0;23.0;70.0;7.0;1.0;6.0
4414;Totaal mannen en vrouwen;15 tot 75 jaar;Rozenhof en omgeving;600;480;79.0;80.0;56.0;24.0;20.0;3.0;17.0
4415;Totaal mannen en vrouwen;15 tot 75 jaar;Beverwijcksplein en omgeving;460;310;67.0;80.0;50.0;31.0;20.0;3.0;17.0
4416;Totaal mannen en vrouwen;15 tot 75 jaar;Burgemeester de Raadtsingel en omgeving;410;310;77.0;85.0;56.0;29.0;15.0;3.0;12.0
4417;Totaal mannen en vrouwen;15 tot 75 jaar;Kon. Wilhelminastraat en omgeving;610;450;74.0;80.0;36.0;44.0;20.0;2.0;18.0
4418;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Noordflank;6230;4060;65.0;81.0;53.0;28.0;19.0;15.0;4.0
4419;Totaal mannen en vrouwen;15 tot 75 jaar;Bleijenhoek;1800;1100;61.0;81.0;50.0;31.0;19.0;3.0;16.0
4420;Totaal mannen en vrouwen;15 tot 75 jaar;Stadswerven;610;430;70.0;78.0;59.0;19.0;22.0;5.0;17.0
4421;Totaal mannen en vrouwen;15 tot 75 jaar;Lijnbaan;1020;640;63.0;86.0;54.0;32.0;14.0;3.0;11.0
4422;Totaal mannen en vrouwen;15 tot 75 jaar;Matena's Pad en omgeving;630;350;56.0;82.0;46.0;36.0;18.0;3.0;15.0
4423;Totaal mannen en vrouwen;15 tot 75 jaar;Merwestein-Noord;580;440;77.0;84.0;60.0;24.0;16.0;2.0;14.0
4424;Totaal mannen en vrouwen;15 tot 75 jaar;Kasperspad en omgeving;950;630;66.0;83.0;52.0;31.0;17.0;2.0;15.0
4425;Totaal mannen en vrouwen;15 tot 75 jaar;Park Merwestein en omgeving;640;470;73.0;75.0;54.0;21.0;25.0;5.0;20.0
4426;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 03 Oud Krispijn;8410;5790;69.0;85.0;54.0;31.0;15.0;13.0;2.0
4427;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidendijk;190;150;78.0;84.0;66.0;19.0;16.0;4.0;12.0
4428;Totaal mannen en vrouwen;15 tot 75 jaar;Viottakade en omgeving;1580;1170;74.0;88.0;61.0;27.0;12.0;2.0;10.0
4429;Totaal mannen en vrouwen;15 tot 75 jaar;Erasmuslaan en omgeving;640;500;79.0;86.0;64.0;22.0;14.0;3.0;11.0
4430;Totaal mannen en vrouwen;15 tot 75 jaar;Breitnerstraat en omgeving;1230;850;69.0;86.0;55.0;31.0;14.0;2.0;12.0
4431;Totaal mannen en vrouwen;15 tot 75 jaar;Jacob Marisstraat en omgeving;1340;860;65.0;84.0;50.0;34.0;16.0;3.0;13.0
4432;Totaal mannen en vrouwen;15 tot 75 jaar;Krispijnse Driehoek;1440;790;55.0;81.0;44.0;37.0;19.0;3.0;16.0
4433;Totaal mannen en vrouwen;15 tot 75 jaar;Jacob Catsstraat en omgeving;1410;1020;72.0;84.0;50.0;34.0;16.0;2.0;14.0
4434;Totaal mannen en vrouwen;15 tot 75 jaar;Rembrandtlaan en omgeving;580;440;75.0;83.0;56.0;27.0;17.0;2.0;15.0
4435;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 04 Nieuw-krispijn;3540;2240;63.0;87.0;55.0;32.0;13.0;12.0;1.0
4436;Totaal mannen en vrouwen;15 tot 75 jaar;Pr. Bernhardstraat en omgeving;1310;820;63.0;89.0;56.0;33.0;11.0;1.0;10.0
4437;Totaal mannen en vrouwen;15 tot 75 jaar;Waldeck Pyrmontweg en omgeving;700;410;58.0;87.0;49.0;37.0;13.0;1.0;12.0
4438;Totaal mannen en vrouwen;15 tot 75 jaar;Anna Paulownastraat en omgeving;360;230;62.0;86.0;56.0;30.0;14.0;3.0;11.0
4439;Totaal mannen en vrouwen;15 tot 75 jaar;Emmastraat en omgeving;630;450;71.0;84.0;59.0;25.0;16.0;2.0;14.0
4440;Totaal mannen en vrouwen;15 tot 75 jaar;Bloemenbuurt;380;270;71.0;84.0;51.0;32.0;16.0;2.0;14.0
4441;Totaal mannen en vrouwen;15 tot 75 jaar;Weizigtpark;120;40;;;;;;;
4442;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuweweg en omgeving;30;20;;;;;;;
4443;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 05 Het Reeland;8850;6500;73.0;85.0;57.0;28.0;15.0;13.0;2.0
4444;Totaal mannen en vrouwen;15 tot 75 jaar;Wantijpark en omgeving;450;320;72.0;71.0;53.0;18.0;29.0;8.0;21.0
4445;Totaal mannen en vrouwen;15 tot 75 jaar;Transvaalstraat en omgeving;870;670;77.0;84.0;55.0;29.0;16.0;2.0;14.0
4446;Totaal mannen en vrouwen;15 tot 75 jaar;Indische Buurt-Zuid;830;650;77.0;85.0;59.0;26.0;15.0;2.0;13.0
4447;Totaal mannen en vrouwen;15 tot 75 jaar;Indische Buurt-Noord;1060;780;74.0;82.0;55.0;27.0;18.0;4.0;14.0
4448;Totaal mannen en vrouwen;15 tot 75 jaar;Boeroestraat en omgeving;760;610;81.0;89.0;63.0;25.0;11.0;2.0;9.0
4449;Totaal mannen en vrouwen;15 tot 75 jaar;Vogelplein-Aalscholverstraat en omgeving;1660;1020;62.0;87.0;51.0;36.0;13.0;2.0;11.0
4450;Totaal mannen en vrouwen;15 tot 75 jaar;Hoekenessestraat en omgeving;450;370;81.0;87.0;61.0;26.0;13.0;3.0;10.0
4451;Totaal mannen en vrouwen;15 tot 75 jaar;Standhasenstraat en omgeving;1050;790;75.0;86.0;58.0;28.0;14.0;2.0;12.0
4452;Totaal mannen en vrouwen;15 tot 75 jaar;Heysterbachstraat en omgeving;740;540;72.0;83.0;57.0;26.0;17.0;2.0;15.0
4453;Totaal mannen en vrouwen;15 tot 75 jaar;Maria Montessorilaan en omgeving;920;700;77.0;87.0;58.0;29.0;13.0;2.0;11.0
4454;Totaal mannen en vrouwen;15 tot 75 jaar;Sportterrein Krommedijk;60;50;;;;;;;
4455;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 06 Staart;3780;2590;69.0;87.0;56.0;30.0;13.0;12.0;1.0
4456;Totaal mannen en vrouwen;15 tot 75 jaar;Plein 1940-1945 en omgeving;160;110;71.0;;;;;;
4457;Totaal mannen en vrouwen;15 tot 75 jaar;Beekmanstraat en omgeving;490;320;66.0;88.0;53.0;35.0;12.0;0.0;12.0
4458;Totaal mannen en vrouwen;15 tot 75 jaar;Noorderkwartier;490;310;64.0;87.0;52.0;36.0;13.0;2.0;11.0
4459;Totaal mannen en vrouwen;15 tot 75 jaar;Amerstraat en omgeving;570;420;74.0;87.0;57.0;30.0;13.0;2.0;11.0
4460;Totaal mannen en vrouwen;15 tot 75 jaar;Merwedepolder-West;950;680;71.0;87.0;56.0;31.0;13.0;1.0;12.0
4461;Totaal mannen en vrouwen;15 tot 75 jaar;Merwedepolder-Oost;1100;740;67.0;86.0;59.0;27.0;14.0;3.0;11.0
4462;Totaal mannen en vrouwen;15 tot 75 jaar;Spaarbekken;20;10;;;;;;;
4463;Totaal mannen en vrouwen;15 tot 75 jaar;1e Merwedehaven en omgeving;0;0;;;;;;;
4464;Totaal mannen en vrouwen;15 tot 75 jaar;2e Merwedehaven en omgeving;10;0;;;;;;;
4465;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 07 Wielwijk;4710;2860;61.0;83.0;53.0;30.0;17.0;15.0;2.0
4466;Totaal mannen en vrouwen;15 tot 75 jaar;Admiraalsplein;560;300;54.0;81.0;60.0;21.0;19.0;1.0;18.0
4467;Totaal mannen en vrouwen;15 tot 75 jaar;Van Kinsbergenstraat en omgeving;1030;590;58.0;82.0;47.0;35.0;18.0;2.0;16.0
4468;Totaal mannen en vrouwen;15 tot 75 jaar;Cornelis Evertsenstraat en omgeving;660;380;57.0;86.0;43.0;42.0;14.0;2.0;12.0
4469;Totaal mannen en vrouwen;15 tot 75 jaar;Dorus Rijkersstraat en omgeving;430;280;65.0;80.0;53.0;27.0;20.0;4.0;16.0
4470;Totaal mannen en vrouwen;15 tot 75 jaar;Van Ewijckstraat en omgeving;920;520;57.0;86.0;49.0;37.0;14.0;1.0;13.0
4471;Totaal mannen en vrouwen;15 tot 75 jaar;Zeehavenlaan en omgeving;490;300;62.0;82.0;57.0;26.0;18.0;1.0;17.0
4472;Totaal mannen en vrouwen;15 tot 75 jaar;Laan der Verenigde Naties Noord;0;0;;;;;;;
4473;Totaal mannen en vrouwen;15 tot 75 jaar;Dordtse Hout;550;420;77.0;79.0;62.0;17.0;21.0;6.0;15.0
4474;Totaal mannen en vrouwen;15 tot 75 jaar;Amstelwijck Park;70;60;;;;;;;
4475;Totaal mannen en vrouwen;15 tot 75 jaar;Amstelwijck Midden;0;0;;;;;;;
4476;Totaal mannen en vrouwen;15 tot 75 jaar;Amstelwijck Spoorzone;0;0;;;;;;;
4477;Totaal mannen en vrouwen;15 tot 75 jaar;Amstelwijck Smitzigt;0;0;;;;;;;
4478;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 08 Crabbehof/Zuidhoven;6120;3890;63.0;85.0;51.0;34.0;15.0;12.0;3.0
4479;Totaal mannen en vrouwen;15 tot 75 jaar;Crabbehof-Zuid;3720;2360;63.0;86.0;50.0;36.0;14.0;2.0;12.0
4480;Totaal mannen en vrouwen;15 tot 75 jaar;Crabbehof-Noord;1700;1080;64.0;85.0;51.0;34.0;15.0;3.0;12.0
4481;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidhoven;710;450;63.0;81.0;60.0;21.0;19.0;5.0;14.0
4482;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 09 Sterrenburg;16210;11160;69.0;88.0;62.0;25.0;12.0;10.0;2.0
4483;Totaal mannen en vrouwen;15 tot 75 jaar;Sterrenburg 1-West;940;610;66.0;85.0;61.0;24.0;15.0;3.0;12.0
4484;Totaal mannen en vrouwen;15 tot 75 jaar;Sterrenburg 1-Oost;2790;1600;57.0;88.0;51.0;38.0;12.0;2.0;10.0
4485;Totaal mannen en vrouwen;15 tot 75 jaar;Waterman en omgeving;1430;970;67.0;89.0;65.0;23.0;11.0;1.0;10.0
4486;Totaal mannen en vrouwen;15 tot 75 jaar;Driehoek en omgeving;850;630;74.0;87.0;65.0;22.0;13.0;2.0;11.0
4487;Totaal mannen en vrouwen;15 tot 75 jaar;Blaauwweg en omgeving;1000;560;56.0;87.0;57.0;30.0;13.0;2.0;11.0
4488;Totaal mannen en vrouwen;15 tot 75 jaar;Minnaertweg en omgeving;740;530;71.0;87.0;63.0;23.0;13.0;3.0;10.0
4489;Totaal mannen en vrouwen;15 tot 75 jaar;Mildenburg en omgeving;1440;1060;74.0;87.0;66.0;21.0;13.0;1.0;12.0
4490;Totaal mannen en vrouwen;15 tot 75 jaar;Zuilenburg en omgeving;1320;880;67.0;88.0;64.0;25.0;12.0;2.0;10.0
4491;Totaal mannen en vrouwen;15 tot 75 jaar;Vredenburg en omgeving;2170;1630;75.0;89.0;67.0;23.0;11.0;3.0;8.0
4492;Totaal mannen en vrouwen;15 tot 75 jaar;Wittenstein en omgeving;2410;1690;70.0;88.0;64.0;23.0;12.0;1.0;11.0
4493;Totaal mannen en vrouwen;15 tot 75 jaar;Smitsweg;1130;1000;89.0;86.0;67.0;19.0;14.0;3.0;11.0
4494;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 10 Dubbeldam;8910;6510;73.0;81.0;58.0;23.0;19.0;14.0;5.0
4495;Totaal mannen en vrouwen;15 tot 75 jaar;Vissersdijk-West;10;10;;;;;;;
4496;Totaal mannen en vrouwen;15 tot 75 jaar;Vissersdijk-Beneden;230;180;77.0;82.0;64.0;19.0;18.0;4.0;14.0
4497;Totaal mannen en vrouwen;15 tot 75 jaar;Vissersdijk-Oost;420;340;83.0;77.0;55.0;22.0;23.0;6.0;17.0
4498;Totaal mannen en vrouwen;15 tot 75 jaar;Egstraat en omgeving;10;10;;;;;;;
4499;Totaal mannen en vrouwen;15 tot 75 jaar;Oudendijk en omgeving;10;0;;;;;;;
4500;Totaal mannen en vrouwen;15 tot 75 jaar;Vissersdijk-Noord;20;10;;;;;;;
4501;Totaal mannen en vrouwen;15 tot 75 jaar;Dubbeldam-Noord;3370;2490;74.0;85.0;62.0;23.0;15.0;4.0;11.0
4502;Totaal mannen en vrouwen;15 tot 75 jaar;Dubbeldam-Zuid;3420;2430;71.0;81.0;58.0;23.0;19.0;4.0;15.0
4503;Totaal mannen en vrouwen;15 tot 75 jaar;Bastion locatie;0;0;;;;;;;
4504;Totaal mannen en vrouwen;15 tot 75 jaar;Locatie Karel Lotsyweg;20;0;;;;;;;
4505;Totaal mannen en vrouwen;15 tot 75 jaar;Albert Schweitzerplaats;320;180;57.0;81.0;64.0;16.0;19.0;2.0;17.0
4506;Totaal mannen en vrouwen;15 tot 75 jaar;De Hoven;980;780;79.0;74.0;51.0;23.0;26.0;7.0;19.0
4507;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidpolder;40;30;;;;;;;
4508;Totaal mannen en vrouwen;15 tot 75 jaar;Belthure Park;70;50;;;;;;;
4509;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 11 Stadspolders;14380;10540;73.0;88.0;64.0;24.0;12.0;10.0;2.0
4510;Totaal mannen en vrouwen;15 tot 75 jaar;Amazone en omgeving;1190;940;79.0;87.0;63.0;23.0;13.0;2.0;11.0
4511;Totaal mannen en vrouwen;15 tot 75 jaar;Palissander en omgeving;1770;1360;77.0;86.0;62.0;24.0;14.0;3.0;11.0
4512;Totaal mannen en vrouwen;15 tot 75 jaar;Azobe en omgeving;870;690;79.0;87.0;63.0;24.0;13.0;3.0;10.0
4513;Totaal mannen en vrouwen;15 tot 75 jaar;Iroko en omgeving;810;650;80.0;86.0;61.0;25.0;14.0;2.0;12.0
4514;Totaal mannen en vrouwen;15 tot 75 jaar;Bedrijventerrein Groene Zoom;10;10;;;;;;;
4515;Totaal mannen en vrouwen;15 tot 75 jaar;Van Ravesteijn-erf en omgeving;1900;1330;70.0;88.0;64.0;24.0;12.0;2.0;10.0
4516;Totaal mannen en vrouwen;15 tot 75 jaar;Van den Broek-erf en omgeving;1300;940;72.0;90.0;67.0;22.0;10.0;1.0;9.0
4517;Totaal mannen en vrouwen;15 tot 75 jaar;Suze Groeneweg-erf en omgeving;620;390;63.0;91.0;63.0;28.0;9.0;0.0;9.0
4518;Totaal mannen en vrouwen;15 tot 75 jaar;Joke Smit-erf en omgeving;660;440;67.0;89.0;65.0;24.0;11.0;2.0;9.0
4519;Totaal mannen en vrouwen;15 tot 75 jaar;Pearl Buck-erf en omgeving;2510;1820;72.0;90.0;63.0;27.0;10.0;2.0;8.0
4520;Totaal mannen en vrouwen;15 tot 75 jaar;Aletta Jacobs-erf en omgeving;1360;970;71.0;90.0;64.0;26.0;10.0;1.0;9.0
4521;Totaal mannen en vrouwen;15 tot 75 jaar;Johanna Naber-erf en omgeving;1390;1010;73.0;90.0;67.0;23.0;10.0;1.0;9.0
4522;Totaal mannen en vrouwen;15 tot 75 jaar;Bildersteeg en omgeving;0;0;;;;;;;
4523;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 19 Industriegebied West;610;470;77.0;74.0;51.0;23.0;26.0;22.0;4.0
4524;Totaal mannen en vrouwen;15 tot 75 jaar;Weeskinderendijk en Dokweg;130;110;;;;;;;
4525;Totaal mannen en vrouwen;15 tot 75 jaar;Handelskade en 's-Gravendeelsedijk;0;0;;;;;;;
4526;Totaal mannen en vrouwen;15 tot 75 jaar;Voltastraat en omgeving - De Put;0;0;;;;;;;
4527;Totaal mannen en vrouwen;15 tot 75 jaar;Louterbloemen;10;10;;;;;;;
4528;Totaal mannen en vrouwen;15 tot 75 jaar;Wilhelminahaven;0;0;;;;;;;
4529;Totaal mannen en vrouwen;15 tot 75 jaar;Julianahaven;10;0;;;;;;;
4530;Totaal mannen en vrouwen;15 tot 75 jaar;Krabbegors;0;0;;;;;;;
4531;Totaal mannen en vrouwen;15 tot 75 jaar;Krabbepolder;0;0;;;;;;;
4532;Totaal mannen en vrouwen;15 tot 75 jaar;Wieldrecht;130;90;;;;;;;
4533;Totaal mannen en vrouwen;15 tot 75 jaar;Dordtse Kil I;0;0;;;;;;;
4534;Totaal mannen en vrouwen;15 tot 75 jaar;Amstelwijck-West;0;0;;;;;;;
4535;Totaal mannen en vrouwen;15 tot 75 jaar;Schotman terrein;20;10;;;;;;;
4536;Totaal mannen en vrouwen;15 tot 75 jaar;Amstelwijck;10;0;;;;;;;
4537;Totaal mannen en vrouwen;15 tot 75 jaar;Tweede Tol;280;220;80.0;73.0;50.0;23.0;27.0;5.0;22.0
4538;Totaal mannen en vrouwen;15 tot 75 jaar;Dordtse Kil II;0;0;;;;;;;
4539;Totaal mannen en vrouwen;15 tot 75 jaar;Dordtse Kil III;10;10;;;;;;;
4540;Totaal mannen en vrouwen;15 tot 75 jaar;Oostkil;0;0;;;;;;;
4541;Totaal mannen en vrouwen;15 tot 75 jaar;Dordtse Kil IV;10;0;;;;;;;
4542;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 98 Verspreide bebouwing;390;270;69.0;55.0;40.0;16.0;45.0;34.0;11.0
4543;Totaal mannen en vrouwen;15 tot 75 jaar;Merwelanden;10;10;;;;;;;
4544;Totaal mannen en vrouwen;15 tot 75 jaar;3e Merwedehaven;0;0;;;;;;;
4545;Totaal mannen en vrouwen;15 tot 75 jaar;Dordtse Biesbosch;310;210;67.0;51.0;36.0;15.0;49.0;12.0;37.0
4546;Totaal mannen en vrouwen;15 tot 75 jaar;Bovenpolder;70;60;;;;;;;
4547;Totaal mannen en vrouwen;15 tot 75 jaar;Drechterland;15080;11190;74.0;80.0;54.0;25.0;20.0;15.0;5.0
4548;Totaal mannen en vrouwen;15 tot 75 jaar;Hoogkarspel;6180;4580;74.0;85.0;59.0;26.0;15.0;11.0;4.0
4549;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Noord;100;70;;;;;;;
4550;Totaal mannen en vrouwen;15 tot 75 jaar;Ten westen van de Tolweg;0;0;;;;;;;
4551;Totaal mannen en vrouwen;15 tot 75 jaar;Reigersborg Noord;770;650;85.0;88.0;65.0;23.0;12.0;3.0;9.0
4552;Totaal mannen en vrouwen;15 tot 75 jaar;Plan Noord;640;380;60.0;85.0;56.0;29.0;15.0;2.0;13.0
4553;Totaal mannen en vrouwen;15 tot 75 jaar;Voorstik;1190;880;74.0;86.0;61.0;25.0;14.0;3.0;11.0
4554;Totaal mannen en vrouwen;15 tot 75 jaar;Centrum;810;610;75.0;79.0;54.0;24.0;21.0;5.0;16.0
4555;Totaal mannen en vrouwen;15 tot 75 jaar;Plan Oost;1260;880;70.0;90.0;60.0;30.0;10.0;1.0;9.0
4556;Totaal mannen en vrouwen;15 tot 75 jaar;Plan West;290;200;68.0;82.0;61.0;21.0;18.0;5.0;13.0
4557;Totaal mannen en vrouwen;15 tot 75 jaar;Reigersborg Zuid;1000;820;82.0;86.0;61.0;26.0;14.0;4.0;10.0
4558;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied West;0;0;;;;;;;
4559;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Zuid;120;90;;;;;;;
4560;Totaal mannen en vrouwen;15 tot 75 jaar;Westwoud;1380;1060;77.0;80.0;54.0;26.0;20.0;15.0;5.0
4561;Totaal mannen en vrouwen;15 tot 75 jaar;Westwoud;1020;780;76.0;86.0;60.0;26.0;14.0;4.0;10.0
4562;Totaal mannen en vrouwen;15 tot 75 jaar;Oudijk;150;130;83.0;;;;;;
4563;Totaal mannen en vrouwen;15 tot 75 jaar;Binnenwijzend;210;160;80.0;71.0;41.0;30.0;29.0;3.0;26.0
4564;Totaal mannen en vrouwen;15 tot 75 jaar;Oosterblokker;1210;930;77.0;75.0;53.0;22.0;25.0;19.0;6.0
4565;Totaal mannen en vrouwen;15 tot 75 jaar;Oosterblokker;1210;930;77.0;75.0;53.0;22.0;25.0;6.0;19.0
4566;Totaal mannen en vrouwen;15 tot 75 jaar;Venhuizen;3160;2340;74.0;80.0;54.0;26.0;20.0;15.0;5.0
4567;Totaal mannen en vrouwen;15 tot 75 jaar;Centrum Venhuizen;2080;1570;76.0;83.0;57.0;27.0;17.0;4.0;13.0
4568;Totaal mannen en vrouwen;15 tot 75 jaar;De Buurt;920;650;70.0;75.0;49.0;26.0;25.0;8.0;17.0
4569;Totaal mannen en vrouwen;15 tot 75 jaar;De Hout en Blokdijk venhuizen;20;20;;;;;;;
4570;Totaal mannen en vrouwen;15 tot 75 jaar;Drieban (gedeeltelijk), Venhuiz;90;70;;;;;;;
4571;Totaal mannen en vrouwen;15 tot 75 jaar;Zuiderdijk;50;30;;;;;;;
4572;Totaal mannen en vrouwen;15 tot 75 jaar;Wijdenes;1200;870;73.0;71.0;49.0;22.0;29.0;22.0;7.0
4573;Totaal mannen en vrouwen;15 tot 75 jaar;Wijdenes;1040;760;73.0;72.0;50.0;22.0;28.0;6.0;22.0
4574;Totaal mannen en vrouwen;15 tot 75 jaar;Drieban Wijdenes;150;120;76.0;;;;;;
4575;Totaal mannen en vrouwen;15 tot 75 jaar;Schellinkhout;620;440;71.0;67.0;46.0;20.0;33.0;27.0;6.0
4576;Totaal mannen en vrouwen;15 tot 75 jaar;Schellinkhout;620;440;71.0;67.0;46.0;20.0;33.0;6.0;27.0
4577;Totaal mannen en vrouwen;15 tot 75 jaar;Hem;1250;900;72.0;71.0;43.0;28.0;29.0;20.0;9.0
4578;Totaal mannen en vrouwen;15 tot 75 jaar;De Hout en Blokdijk Hem;210;160;78.0;58.0;37.0;21.0;42.0;18.0;24.0
4579;Totaal mannen en vrouwen;15 tot 75 jaar;Hem;850;610;72.0;76.0;49.0;28.0;24.0;5.0;19.0
4580;Totaal mannen en vrouwen;15 tot 75 jaar;Drieban (gedeeltelijk), Hem;190;130;70.0;;;;;;
4581;Totaal mannen en vrouwen;15 tot 75 jaar;Oosterleek;80;60;;;;;;;
4582;Totaal mannen en vrouwen;15 tot 75 jaar;Oosterleek;80;60;;;;;;;
4583;Totaal mannen en vrouwen;15 tot 75 jaar;Drimmelen;20810;15520;75.0;82.0;58.0;24.0;18.0;13.0;5.0
4584;Totaal mannen en vrouwen;15 tot 75 jaar;Drimmelen;440;320;72.0;69.0;46.0;23.0;31.0;22.0;9.0
4585;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Biesbosch;10;10;;;;;;;
4586;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Drimmelen;70;60;;;;;;;
4587;Totaal mannen en vrouwen;15 tot 75 jaar;Drimmelen havens;30;30;;;;;;;
4588;Totaal mannen en vrouwen;15 tot 75 jaar;Drimmelen Centrum;330;220;68.0;76.0;52.0;24.0;24.0;8.0;16.0
4589;Totaal mannen en vrouwen;15 tot 75 jaar;Made;9470;7130;75.0;84.0;59.0;25.0;16.0;12.0;4.0
4590;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Made;450;370;83.0;67.0;28.0;39.0;33.0;12.0;21.0
4591;Totaal mannen en vrouwen;15 tot 75 jaar;Middelmade;810;670;84.0;81.0;62.0;20.0;19.0;5.0;14.0
4592;Totaal mannen en vrouwen;15 tot 75 jaar;Zilverberg;470;370;78.0;90.0;63.0;26.0;10.0;1.0;9.0
4593;Totaal mannen en vrouwen;15 tot 75 jaar;Hondenhei;1200;840;70.0;87.0;63.0;24.0;13.0;2.0;11.0
4594;Totaal mannen en vrouwen;15 tot 75 jaar;Haasdijk;340;240;71.0;87.0;60.0;27.0;13.0;3.0;10.0
4595;Totaal mannen en vrouwen;15 tot 75 jaar;Hoogerheide;1140;820;72.0;89.0;63.0;26.0;11.0;2.0;9.0
4596;Totaal mannen en vrouwen;15 tot 75 jaar;Stuivezand;1590;1150;72.0;86.0;62.0;24.0;14.0;4.0;10.0
4597;Totaal mannen en vrouwen;15 tot 75 jaar;Vierendelen;1320;1050;80.0;84.0;60.0;24.0;16.0;4.0;12.0
4598;Totaal mannen en vrouwen;15 tot 75 jaar;De Dreven;1050;770;73.0;84.0;60.0;24.0;16.0;3.0;13.0
4599;Totaal mannen en vrouwen;15 tot 75 jaar;De Meede;1100;830;76.0;81.0;57.0;24.0;19.0;3.0;16.0
4600;Totaal mannen en vrouwen;15 tot 75 jaar;Terheijden;4500;3250;72.0;84.0;60.0;23.0;16.0;12.0;4.0
4601;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Terheijden;210;160;75.0;51.0;37.0;13.0;49.0;18.0;31.0
4602;Totaal mannen en vrouwen;15 tot 75 jaar;Vaartkant;660;500;75.0;86.0;64.0;22.0;14.0;3.0;11.0
4603;Totaal mannen en vrouwen;15 tot 75 jaar;Terheijden centrum;520;340;65.0;90.0;60.0;30.0;10.0;2.0;8.0
4604;Totaal mannen en vrouwen;15 tot 75 jaar;Zeggepolder-oost;260;180;69.0;86.0;58.0;28.0;14.0;4.0;10.0
4605;Totaal mannen en vrouwen;15 tot 75 jaar;Zeggepolder-zuid;800;570;71.0;91.0;65.0;26.0;9.0;1.0;8.0
4606;Totaal mannen en vrouwen;15 tot 75 jaar;Bergen;260;190;72.0;82.0;62.0;20.0;18.0;5.0;13.0
4607;Totaal mannen en vrouwen;15 tot 75 jaar;Molenpolder;1230;910;74.0;86.0;62.0;23.0;14.0;2.0;12.0
4608;Totaal mannen en vrouwen;15 tot 75 jaar;Kleine Schans;170;130;74.0;;;;;;
4609;Totaal mannen en vrouwen;15 tot 75 jaar;Terheijden noordwest;380;290;75.0;77.0;56.0;21.0;23.0;7.0;16.0
