ID;Onderwijsvolgend;UitkeringSocialeZekerheid;RegioS;Perioden;TotaalJongeren_1;TotaalWerkzaam_2;Werknemer_3;Zelfstandige_4;WerknemerEnZelfstandige_5;NietWerkzameJongeren_6
9624;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Rivierenland (AM);2008 ;1900;800;700;0;0;1200
9625;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Rivierenland (AM);2009 ;2500;900;900;0;0;1500
9626;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Rivierenland (AM);2010;2500;900;800;0;0;1600
9627;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Rivierenland (AM);2011;2700;900;900;0;0;1700
9628;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Rivierenland (AM);2012;3100;1100;1100;0;0;1900
9629;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Rivierenland (AM);2013;3400;1300;1200;100;0;2100
9630;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Flevoland (AM);2005 ;1300;500;400;0;0;800
9631;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Flevoland (AM);2006 ;1200;500;500;0;0;700
9632;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Flevoland (AM);2007 ;1200;500;400;0;0;700
9633;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Flevoland (AM);2008 ;1200;500;500;0;0;700
9634;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Flevoland (AM);2009 ;1500;600;600;0;0;900
9635;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Flevoland (AM);2010;1600;600;500;0;0;1100
9636;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Flevoland (AM);2011;1700;600;500;0;0;1100
9637;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Flevoland (AM);2012;1800;600;600;0;0;1200
9638;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Flevoland (AM);2013;2100;700;700;0;0;1300
9639;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Gooi en Vechtstreek (AM);2005 ;3700;1100;1000;0;0;2600
9640;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Gooi en Vechtstreek (AM);2006 ;3300;1000;1000;0;0;2200
9641;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Gooi en Vechtstreek (AM);2007 ;3000;1000;1000;0;0;2000
9642;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Gooi en Vechtstreek (AM);2008 ;3100;900;900;0;0;2100
9643;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Gooi en Vechtstreek (AM);2009 ;4100;1200;1100;100;0;2900
9644;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Gooi en Vechtstreek (AM);2010;4500;1200;1100;100;0;3200
9645;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Gooi en Vechtstreek (AM);2011;4600;1300;1200;100;0;3300
9646;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Gooi en Vechtstreek (AM);2012;4700;1300;1200;100;0;3400
9647;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Gooi en Vechtstreek (AM);2013;5200;1500;1400;100;0;3700
9648;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Utrecht (AM);2005 ;5600;1700;1600;100;100;3900
9649;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Utrecht (AM);2006 ;5100;1700;1500;100;0;3400
9650;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Utrecht (AM);2007 ;4800;1600;1500;100;0;3200
9651;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Utrecht (AM);2008 ;4800;1500;1400;100;0;3300
9652;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Utrecht (AM);2009 ;5800;1900;1700;100;100;3900
9653;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Utrecht (AM);2010;5900;1800;1600;100;100;4200
9654;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Utrecht (AM);2011;6300;1900;1600;200;100;4400
9655;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Utrecht (AM);2012;6700;1800;1600;100;0;4900
9656;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Utrecht (AM);2013;7600;2300;2100;200;100;5400
9657;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Amersfoort (AM);2005 ;2000;600;600;0;0;1300
9658;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Amersfoort (AM);2006 ;1900;600;600;0;0;1200
9659;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Amersfoort (AM);2007 ;1800;700;600;0;0;1200
9660;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Amersfoort (AM);2008 ;1900;600;600;0;0;1300
9661;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Amersfoort (AM);2009 ;2400;800;700;0;0;1600
9662;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Amersfoort (AM);2010;2400;700;600;0;0;1700
9663;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Amersfoort (AM);2011;2400;700;700;0;0;1700
9664;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Amersfoort (AM);2012;2600;800;700;0;0;1800
9665;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Amersfoort (AM);2013;2800;900;800;0;0;1900
9666;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noord-Holland Noord (AM);2005 ;1100;400;400;0;0;700
9667;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noord-Holland Noord (AM);2006 ;1000;400;400;0;0;600
9668;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noord-Holland Noord (AM);2007 ;1000;400;400;0;0;600
9669;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noord-Holland Noord (AM);2008 ;1100;400;400;0;0;700
9670;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noord-Holland Noord (AM);2009 ;1400;500;500;0;0;900
9671;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noord-Holland Noord (AM);2010;1500;500;400;0;0;1100
9672;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noord-Holland Noord (AM);2011;1600;400;400;0;0;1100
9673;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noord-Holland Noord (AM);2012;1500;400;400;0;0;1100
9674;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noord-Holland Noord (AM);2013;1800;500;500;0;0;1200
9675;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuid-Kennemerland (AM);2005 ;7500;1800;1700;100;0;5700
9676;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuid-Kennemerland (AM);2006 ;6800;1700;1600;100;0;5000
9677;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuid-Kennemerland (AM);2007 ;6500;1900;1800;100;0;4600
9678;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuid-Kennemerland (AM);2008 ;6500;1900;1800;100;0;4600
9679;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuid-Kennemerland (AM);2009 ;8100;2400;2100;200;100;5700
9680;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuid-Kennemerland (AM);2010;8300;2400;2100;200;100;5900
9681;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuid-Kennemerland (AM);2011;9700;2500;2200;200;100;7200
9682;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuid-Kennemerland (AM);2012;9700;2400;2200;100;0;7300
9683;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuid-Kennemerland (AM);2013;11000;2900;2700;200;100;8100
9684;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zaanstreek/Waterland (AM);2005 ;4100;1400;1400;0;0;2700
9685;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zaanstreek/Waterland (AM);2006 ;3800;1400;1300;0;0;2400
9686;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zaanstreek/Waterland (AM);2007 ;3800;1400;1400;0;0;2400
9687;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zaanstreek/Waterland (AM);2008 ;4000;1400;1300;0;0;2600
9688;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zaanstreek/Waterland (AM);2009 ;5100;1700;1600;100;0;3400
9689;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zaanstreek/Waterland (AM);2010;5500;1700;1600;100;0;3800
9690;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zaanstreek/Waterland (AM);2011;5800;1900;1800;100;0;3900
9691;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zaanstreek/Waterland (AM);2012;6300;2000;1900;100;0;4300
9692;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zaanstreek/Waterland (AM);2013;7000;2300;2200;100;0;4600
9693;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Groot Amsterdam (AM);2005 ;2100;600;600;0;0;1500
9694;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Groot Amsterdam (AM);2006 ;1800;600;500;0;0;1300
9695;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Groot Amsterdam (AM);2007 ;1800;600;600;0;0;1200
9696;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Groot Amsterdam (AM);2008 ;1900;600;600;0;0;1300
9697;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Groot Amsterdam (AM);2009 ;2500;800;800;0;0;1700
9698;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Groot Amsterdam (AM);2010;2800;800;700;0;0;2000
9699;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Groot Amsterdam (AM);2011;2900;800;700;0;0;2100
9700;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Groot Amsterdam (AM);2012;3000;900;800;0;0;2100
9701;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Groot Amsterdam (AM);2013;3400;1100;1000;100;0;2300
9702;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Holland Rijnland (AM);2005 ;1900;600;600;0;0;1300
9703;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Holland Rijnland (AM);2006 ;1800;600;600;0;0;1200
9704;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Holland Rijnland (AM);2007 ;1700;600;600;0;0;1100
9705;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Holland Rijnland (AM);2008 ;1700;600;600;0;0;1100
9706;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Holland Rijnland (AM);2009 ;2200;700;700;0;0;1500
9707;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Holland Rijnland (AM);2010;2400;800;700;0;0;1700
9708;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Holland Rijnland (AM);2011;2500;800;700;0;0;1800
9709;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Holland Rijnland (AM);2012;2800;900;800;0;0;2000
9710;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Holland Rijnland (AM);2013;3200;1000;900;0;0;2300
9711;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Holland (AM);2005 ;2500;800;800;0;0;1700
9712;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Holland (AM);2006 ;2400;800;800;0;0;1600
9713;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Holland (AM);2007 ;2500;800;800;0;0;1700
9714;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Holland (AM);2008 ;2500;800;800;0;0;1700
9715;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Holland (AM);2009 ;3200;1000;1000;100;0;2200
9716;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Holland (AM);2010;3400;1000;1000;100;0;2400
9717;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Holland (AM);2011;3500;1000;1000;100;0;2500
9718;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Holland (AM);2012;3900;1200;1100;0;0;2700
9719;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Holland (AM);2013;4400;1500;1400;100;0;2900
9720;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Haaglanden (AM);2005 ;1200;300;300;0;0;900
9721;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Haaglanden (AM);2006 ;1200;400;400;0;0;800
9722;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Haaglanden (AM);2007 ;1200;400;400;0;0;800
9723;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Haaglanden (AM);2008 ;1100;400;400;0;0;800
9724;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Haaglanden (AM);2009 ;1400;500;400;0;0;900
9725;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Haaglanden (AM);2010;1600;500;500;0;0;1100
9726;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Haaglanden (AM);2011;1600;500;500;0;0;1100
9727;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Haaglanden (AM);2012;1800;500;500;0;0;1200
9728;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Haaglanden (AM);2013;2000;600;600;0;0;1400
9729;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Rijnmond (AM);2005 ;6500;1400;1300;100;0;5100
9730;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Rijnmond (AM);2006 ;5900;1400;1300;100;0;4600
9731;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Rijnmond (AM);2007 ;5800;1500;1500;100;0;4200
9732;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Rijnmond (AM);2008 ;5500;1300;1300;0;0;4100
9733;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Rijnmond (AM);2009 ;6900;1700;1600;100;0;5200
9734;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Rijnmond (AM);2010;7300;1700;1600;100;0;5500
9735;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Rijnmond (AM);2011;7500;1800;1600;100;0;5700
9736;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Rijnmond (AM);2012;7800;1900;1800;100;0;5900
9737;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Rijnmond (AM);2013;8900;2400;2200;100;0;6500
9738;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Drechtsteden (AM);2005 ;1600;500;500;0;0;1200
9739;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Drechtsteden (AM);2006 ;1500;500;400;0;0;1100
9740;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Drechtsteden (AM);2007 ;1600;500;500;0;0;1000
9741;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Drechtsteden (AM);2008 ;1600;500;500;0;0;1100
9742;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Drechtsteden (AM);2009 ;2100;600;600;0;0;1500
9743;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Drechtsteden (AM);2010;2300;600;600;0;0;1600
9744;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Drechtsteden (AM);2011;2300;700;600;0;0;1700
9745;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Drechtsteden (AM);2012;2500;700;700;0;0;1800
9746;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Drechtsteden (AM);2013;2800;900;800;0;0;2000
9747;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zeeland (AM);2005 ;13100;2800;2700;100;0;10200
9748;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zeeland (AM);2006 ;10800;2700;2600;100;0;8100
9749;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zeeland (AM);2007 ;10300;2900;2800;100;0;7400
9750;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zeeland (AM);2008 ;9900;2800;2700;100;0;7200
9751;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zeeland (AM);2009 ;12700;3400;3200;200;0;9300
9752;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zeeland (AM);2010;14200;3500;3300;200;0;10700
9753;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zeeland (AM);2011;14300;3600;3300;200;0;10700
9754;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zeeland (AM);2012;14700;3600;3400;200;0;11100
9755;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zeeland (AM);2013;15800;4200;3900;200;100;11600
9756;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;West-Brabant (AM);2005 ;2300;700;600;0;0;1700
9757;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;West-Brabant (AM);2006 ;1900;600;500;0;0;1400
9758;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;West-Brabant (AM);2007 ;1900;600;600;0;0;1300
9759;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;West-Brabant (AM);2008 ;1800;500;500;0;0;1300
9760;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;West-Brabant (AM);2009 ;2400;700;700;0;0;1700
9761;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;West-Brabant (AM);2010;2500;700;600;0;0;1900
9762;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;West-Brabant (AM);2011;2500;700;600;0;0;1800
9763;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;West-Brabant (AM);2012;2600;700;600;0;0;1900
9764;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;West-Brabant (AM);2013;2900;800;800;0;0;2100
9765;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Brabant (AM);2005 ;800;300;300;0;0;500
9766;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Brabant (AM);2006 ;700;300;300;0;0;400
9767;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Brabant (AM);2007 ;700;300;300;0;0;500
9768;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Brabant (AM);2008 ;700;300;300;0;0;500
9769;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Brabant (AM);2009 ;900;300;300;0;0;600
9770;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Brabant (AM);2010;1000;300;300;0;0;600
9771;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Brabant (AM);2011;1000;400;300;0;0;700
9772;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Brabant (AM);2012;1100;400;300;0;0;700
9773;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Brabant (AM);2013;1200;500;400;0;0;700
9774;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noordoost-Brabant (AM);2005 ;2500;900;800;0;0;1600
9775;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noordoost-Brabant (AM);2006 ;2200;800;700;0;0;1400
9776;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noordoost-Brabant (AM);2007 ;2200;800;700;0;0;1400
9777;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noordoost-Brabant (AM);2008 ;2200;800;700;0;0;1400
9778;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noordoost-Brabant (AM);2009 ;2700;900;900;0;0;1800
9779;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noordoost-Brabant (AM);2010;2900;900;900;0;0;2000
9780;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noordoost-Brabant (AM);2011;2800;1000;900;0;0;1900
9781;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noordoost-Brabant (AM);2012;3000;1000;900;100;0;2100
9782;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noordoost-Brabant (AM);2013;3400;1100;1000;0;0;2300
9783;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuidoost-Brabant (AM);2005 ;4300;1500;1400;0;0;2800
9784;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuidoost-Brabant (AM);2006 ;3900;1400;1400;0;0;2400
9785;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuidoost-Brabant (AM);2007 ;3800;1500;1400;0;0;2400
9786;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuidoost-Brabant (AM);2008 ;3900;1400;1300;100;0;2500
9787;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuidoost-Brabant (AM);2009 ;5100;1700;1600;100;0;3300
9788;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuidoost-Brabant (AM);2010;5300;1800;1600;100;0;3600
9789;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuidoost-Brabant (AM);2011;5300;1800;1700;100;0;3500
9790;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuidoost-Brabant (AM);2012;5900;1900;1800;100;0;3900
9791;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuidoost-Brabant (AM);2013;6700;2400;2200;100;100;4400
9792;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noord-Limburg (AM);2005 ;3400;1200;1200;0;0;2200
9793;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noord-Limburg (AM);2006 ;3100;1100;1000;0;0;2000
9794;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noord-Limburg (AM);2007 ;2900;1000;1000;0;0;1900
9795;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noord-Limburg (AM);2008 ;3000;1100;1000;0;0;2000
9796;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noord-Limburg (AM);2009 ;4000;1300;1200;100;0;2700
9797;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noord-Limburg (AM);2010;4100;1300;1200;100;0;2800
9798;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noord-Limburg (AM);2011;4000;1300;1200;100;0;2700
9799;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noord-Limburg (AM);2012;4600;1400;1300;100;0;3100
9800;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noord-Limburg (AM);2013;5100;1700;1500;100;0;3500
9801;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuid-Limburg (AM);2005 ;4000;1400;1300;100;0;2600
9802;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuid-Limburg (AM);2006 ;3600;1200;1100;0;0;2400
9803;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuid-Limburg (AM);2007 ;3600;1400;1300;0;0;2300
9804;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuid-Limburg (AM);2008 ;3700;1300;1300;0;0;2400
9805;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuid-Limburg (AM);2009 ;4600;1600;1500;100;0;3000
9806;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuid-Limburg (AM);2010;4900;1600;1500;100;0;3200
9807;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuid-Limburg (AM);2011;5000;1700;1500;100;0;3300
9808;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuid-Limburg (AM);2012;5500;1900;1800;100;0;3700
9809;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuid-Limburg (AM);2013;6400;2300;2100;100;100;4100
9810;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Food Valley (AM);2005 ;3400;1100;1000;0;0;2300
9811;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Food Valley (AM);2006 ;3300;1100;1100;0;0;2100
9812;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Food Valley (AM);2007 ;3300;1200;1200;0;0;2100
9813;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Food Valley (AM);2008 ;3300;1100;1100;100;0;2200
9814;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Food Valley (AM);2009 ;4100;1400;1300;100;0;2700
9815;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Food Valley (AM);2010;4200;1400;1200;100;0;2800
9816;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Food Valley (AM);2011;4100;1500;1300;100;0;2700
9817;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Food Valley (AM);2012;4300;1400;1300;100;0;2900
9818;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Food Valley (AM);2013;4800;1700;1500;100;0;3100
9819;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Helmond-De Peel (AM);2005 ;1800;700;600;0;0;1200
9820;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Helmond-De Peel (AM);2006 ;1700;700;600;0;0;1000
9821;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Helmond-De Peel (AM);2007 ;1800;700;700;0;0;1100
9822;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Helmond-De Peel (AM);2008 ;1800;600;600;0;0;1100
9823;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Helmond-De Peel (AM);2009 ;2400;800;800;0;0;1600
9824;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Helmond-De Peel (AM);2010;2400;800;800;0;0;1600
9825;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Helmond-De Peel (AM);2011;2300;800;700;0;0;1600
9826;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Helmond-De Peel (AM);2012;2500;800;800;100;0;1600
9827;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Helmond-De Peel (AM);2013;2700;1000;900;0;0;1700
