ID;Onderwijsvolgend;UitkeringSocialeZekerheid;RegioS;Perioden;TotaalJongeren_1;TotaalWerkzaam_2;Werknemer_3;Zelfstandige_4;WerknemerEnZelfstandige_5;NietWerkzameJongeren_6
48;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Niet in te delen (LD);2008 ;300;200;100;0;0;100
49;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Niet in te delen (LD);2009 ;300;200;200;0;0;200
50;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Niet in te delen (LD);2010;400;200;200;0;0;300
51;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Niet in te delen (LD);2011;400;200;200;0;0;300
52;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Niet in te delen (LD);2012;300;100;100;0;0;200
53;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Niet in te delen (LD);2013;0;0;0;0;0;0
54;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Groningen (PV);2005 ;96400;55300;53300;1200;800;41200
55;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Groningen (PV);2006 ;97100;56800;54700;1300;800;40300
56;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Groningen (PV);2007 ;97600;58700;56500;1400;800;38900
57;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Groningen (PV);2008 ;98400;59600;57200;1500;900;38800
58;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Groningen (PV);2009 ;100200;57800;55200;1700;900;42400
59;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Groningen (PV);2010;101700;57700;55300;1600;900;43900
60;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Groningen (PV);2011;103600;59200;56600;1600;900;44500
61;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Groningen (PV);2012;104600;57800;55200;1600;1000;46900
62;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Groningen (PV);2013;105400;56900;53600;1800;1500;48600
63;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Friesland (PV);2005 ;92300;58300;56300;1200;800;33900
64;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Friesland (PV);2006 ;91700;58400;56100;1400;900;33300
65;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Friesland (PV);2007 ;91300;59900;57500;1600;800;31400
66;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Friesland (PV);2008 ;91200;60300;57600;1800;900;31000
67;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Friesland (PV);2009 ;91500;57500;54900;1800;900;34000
68;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Friesland (PV);2010;91800;57100;54500;1700;900;34700
69;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Friesland (PV);2011;91600;57400;54800;1700;900;34200
70;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Friesland (PV);2012;91200;55600;52800;1800;1000;35700
71;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Friesland (PV);2013;90900;54200;51100;1800;1300;36700
72;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Drenthe (PV);2005 ;60500;38100;36800;800;500;22400
73;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Drenthe (PV);2006 ;60500;38700;37200;1000;500;21800
74;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Drenthe (PV);2007 ;60600;39800;38200;1000;600;20700
75;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Drenthe (PV);2008 ;60300;40100;38300;1100;700;20300
76;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Drenthe (PV);2009 ;60600;38700;36900;1100;600;22000
77;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Drenthe (PV);2010;61000;38900;37200;1000;600;22200
78;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Drenthe (PV);2011;61000;39200;37500;1100;600;21800
79;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Drenthe (PV);2012;60600;37800;36100;1100;700;22800
80;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Drenthe (PV);2013;60300;37100;35100;1100;900;23200
81;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Overijssel (PV);2005 ;167200;109600;106100;2000;1500;57600
82;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Overijssel (PV);2006 ;166800;111500;107300;2400;1700;55300
83;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Overijssel (PV);2007 ;166400;114700;110500;2500;1700;51700
84;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Overijssel (PV);2008 ;167000;116500;111900;2800;1800;50500
85;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Overijssel (PV);2009 ;167800;112300;107600;2900;1800;55400
86;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Overijssel (PV);2010;168800;112400;107800;2700;1900;56400
87;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Overijssel (PV);2011;168800;113700;109000;2700;2000;55100
88;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Overijssel (PV);2012;168100;110500;105300;2900;2200;57600
89;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Overijssel (PV);2013;167300;108300;102400;2900;3100;59000
90;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Flevoland (PV);2005 ;58800;36700;35300;900;500;22100
91;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Flevoland (PV);2006 ;59700;38100;36500;1000;600;21500
92;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Flevoland (PV);2007 ;60000;39900;38300;1000;500;20100
93;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Flevoland (PV);2008 ;61000;41100;39400;1100;600;19900
94;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Flevoland (PV);2009 ;62000;39700;37800;1200;600;22300
95;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Flevoland (PV);2010;62100;39100;37300;1200;600;23000
96;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Flevoland (PV);2011;62300;39400;37600;1200;700;22900
97;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Flevoland (PV);2012;62500;38600;36600;1300;700;23900
98;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Flevoland (PV);2013;62400;37800;35600;1200;1000;24600
99;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Gelderland (PV);2005 ;281300;185100;178600;3900;2600;96200
100;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Gelderland (PV);2006 ;282100;187500;180100;4500;2900;94600
101;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Gelderland (PV);2007 ;282800;193800;186400;4800;2700;89000
102;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Gelderland (PV);2008 ;284400;196400;188400;5100;2900;88100
103;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Gelderland (PV);2009 ;287500;191900;183500;5400;3000;95600
104;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Gelderland (PV);2010;290300;191500;183000;5400;3100;98800
105;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Gelderland (PV);2011;292300;194200;185400;5400;3400;98100
106;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Gelderland (PV);2012;294800;190700;181400;5600;3600;104200
107;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Gelderland (PV);2013;296000;187600;176900;5800;5000;108400
108;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Utrecht (PV);2005 ;179600;117700;113400;2400;1900;61900
109;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Utrecht (PV);2006 ;182700;120700;115900;2800;1900;62100
110;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Utrecht (PV);2007 ;185400;127300;122400;3000;1900;58100
111;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Utrecht (PV);2008 ;187000;129100;123600;3500;2100;57900
112;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Utrecht (PV);2009 ;188800;125800;119800;3800;2200;63000
113;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Utrecht (PV);2010;189700;125300;119100;3900;2300;64500
114;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Utrecht (PV);2011;190500;126100;119500;4000;2600;64400
115;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Utrecht (PV);2012;191600;123600;116900;4100;2600;68000
116;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Utrecht (PV);2013;192400;122000;114000;4200;3700;70400
117;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Holland (PV);2005 ;356400;227900;219400;5100;3400;128500
118;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Holland (PV);2006 ;361000;236000;226300;5900;3800;125000
119;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Holland (PV);2007 ;366400;247600;237600;6400;3600;118800
120;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Holland (PV);2008 ;373100;252700;241700;7100;3800;120400
121;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Holland (PV);2009 ;378900;247200;235200;8000;4000;131700
122;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Holland (PV);2010;385700;249200;236600;8300;4300;136500
123;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Holland (PV);2011;389700;253300;239800;8700;4800;136400
124;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Holland (PV);2012;393000;250800;236200;9200;5300;142200
125;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Holland (PV);2013;396700;250600;233900;9500;7100;146200
126;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuid-Holland (PV);2005 ;519000;326800;316300;6400;4200;192200
127;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuid-Holland (PV);2006 ;521000;331300;319200;7500;4600;189700
128;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuid-Holland (PV);2007 ;521600;344400;332400;7600;4400;177200
129;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuid-Holland (PV);2008 ;525100;350000;336600;8700;4600;175200
130;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuid-Holland (PV);2009 ;531600;338600;323900;9800;4900;193000
131;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuid-Holland (PV);2010;536700;337400;322100;10200;5000;199400
132;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuid-Holland (PV);2011;540100;339200;323600;10100;5500;200900
133;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuid-Holland (PV);2012;541400;331400;315100;10500;5800;210000
134;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuid-Holland (PV);2013;541300;324900;305900;10900;8100;216400
135;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zeeland (PV);2005 ;48900;33900;32600;800;500;15000
136;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zeeland (PV);2006 ;49100;33900;32400;900;600;15200
137;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zeeland (PV);2007 ;49200;35000;33500;900;600;14100
138;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zeeland (PV);2008 ;49100;35300;33700;1000;600;13800
139;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zeeland (PV);2009 ;49100;34400;32800;1000;600;14600
140;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zeeland (PV);2010;49300;34400;32800;1000;600;14900
141;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zeeland (PV);2011;49300;34700;33100;900;600;14600
142;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zeeland (PV);2012;49200;33700;32000;1000;700;15400
143;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zeeland (PV);2013;49300;33600;31800;1000;900;15600
144;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Brabant (PV);2005 ;339600;231300;223200;4600;3600;108300
145;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Brabant (PV);2006 ;340700;234600;225600;5200;3800;106000
146;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Brabant (PV);2007 ;342000;241800;232600;5500;3700;100200
147;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Brabant (PV);2008 ;343900;244400;234400;6200;3900;99400
148;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Brabant (PV);2009 ;347400;237500;226800;6700;3900;110000
149;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Brabant (PV);2010;351200;238500;227400;6900;4200;112600
150;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Brabant (PV);2011;353000;242300;231100;6900;4400;110700
151;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Brabant (PV);2012;354900;238000;226200;7100;4700;116900
152;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Brabant (PV);2013;357000;235500;221900;7100;6500;121600
153;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Limburg (PV);2005 ;150700;93300;90600;1600;1200;57400
154;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Limburg (PV);2006 ;150500;93700;90600;1800;1300;56800
155;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Limburg (PV);2007 ;150300;96700;93400;1900;1300;53600
156;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Limburg (PV);2008 ;151200;98500;95000;2100;1400;52700
157;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Limburg (PV);2009 ;152900;95200;91600;2200;1400;57700
158;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Limburg (PV);2010;153900;96200;92500;2100;1500;57800
159;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Limburg (PV);2011;155900;98000;94200;2200;1600;58000
160;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Limburg (PV);2012;156200;96000;92000;2200;1700;60200
161;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Limburg (PV);2013;156300;94700;90000;2300;2300;61600
162;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Niet in te delen (PV);2005 ;700;300;300;0;0;500
163;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Niet in te delen (PV);2006 ;500;200;200;0;0;300
164;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Niet in te delen (PV);2007 ;500;200;200;0;0;300
165;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Niet in te delen (PV);2008 ;300;200;100;0;0;100
166;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Niet in te delen (PV);2009 ;300;200;200;0;0;200
167;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Niet in te delen (PV);2010;400;200;200;0;0;300
168;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Niet in te delen (PV);2011;400;200;200;0;0;300
169;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Niet in te delen (PV);2012;300;100;100;0;0;200
170;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Niet in te delen (PV);2013;0;0;0;0;0;0
171;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Oost-Groningen (CR);2005 ;19000;10900;10500;200;100;8200
172;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Oost-Groningen (CR);2006 ;19100;11200;10800;200;100;7900
173;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Oost-Groningen (CR);2007 ;18800;11500;11100;300;200;7300
174;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Oost-Groningen (CR);2008 ;18500;11600;11200;300;200;6900
175;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Oost-Groningen (CR);2009 ;18600;11200;10700;300;200;7400
176;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Oost-Groningen (CR);2010;18700;10900;10600;300;100;7800
177;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Oost-Groningen (CR);2011;18600;11100;10700;300;100;7500
178;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Oost-Groningen (CR);2012;18500;10600;10200;300;200;7900
179;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Oost-Groningen (CR);2013;18300;10200;9700;300;200;8100
180;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Delfzijl en omgeving (CR);2005 ;6700;3800;3600;100;0;2900
181;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Delfzijl en omgeving (CR);2006 ;6600;3700;3600;100;0;3000
182;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Delfzijl en omgeving (CR);2007 ;6500;3900;3800;100;0;2600
183;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Delfzijl en omgeving (CR);2008 ;6200;3900;3700;100;100;2400
184;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Delfzijl en omgeving (CR);2009 ;6200;3700;3600;100;100;2500
185;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Delfzijl en omgeving (CR);2010;6200;3600;3400;100;100;2600
186;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Delfzijl en omgeving (CR);2011;6100;3600;3500;100;100;2500
187;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Delfzijl en omgeving (CR);2012;6100;3500;3400;100;100;2600
188;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Delfzijl en omgeving (CR);2013;6100;3400;3200;100;100;2700
189;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Overig Groningen (CR);2005 ;70700;40600;39100;900;600;30000
190;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Overig Groningen (CR);2006 ;71400;42000;40400;1000;600;29500
191;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Overig Groningen (CR);2007 ;72300;43300;41700;1000;600;29000
192;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Overig Groningen (CR);2008 ;73700;44200;42300;1100;700;29500
193;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Overig Groningen (CR);2009 ;75400;43000;41000;1300;700;32400
194;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Overig Groningen (CR);2010;76700;43200;41300;1200;700;33500
195;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Overig Groningen (CR);2011;78800;44400;42500;1200;700;34400
196;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Overig Groningen (CR);2012;80100;43700;41600;1300;700;36400
197;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Overig Groningen (CR);2013;81100;43300;40700;1400;1200;37800
198;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Friesland (CR);2005 ;50100;31400;30300;600;400;18800
199;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Friesland (CR);2006 ;49700;31300;30100;700;500;18400
200;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Friesland (CR);2007 ;49300;32100;30800;800;400;17200
201;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Friesland (CR);2008 ;49300;32200;30900;900;500;17000
202;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Friesland (CR);2009 ;49400;30900;29500;900;500;18500
203;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Friesland (CR);2010;49700;30400;29100;800;500;19300
204;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Friesland (CR);2011;49600;30400;29100;900;500;19200
205;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Friesland (CR);2012;49500;29400;27900;900;500;20100
206;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Friesland (CR);2013;49400;29000;27300;900;700;20500
