ID;Kenmerken;Perioden;TotaalInstallaties_1;MechanischeInstallaties_2;FysischChemischeInstallaties_3;BiologischeInstallaties_4;GecombBiologischFysChemInstal_5;TotaalBiologischeProcessen_6;BiologischAeroobProces_7;BiologischAnaeroobProces_8;CombinatieAnaeroobAeroobProces_9;Capaciteit_10;CorresponderendAantalInstallaties_11
32;Lozing op riolering/rwzi;2008;330;19;217;80;14;94;66;15;13;4480;109
33;Lozing op riolering/rwzi;2009;338;23;208;88;19;107;79;15;13;4577;118
34;Lozing op regionaal oppervlaktewater;1993;53;0;5;46;2;48;46;0;2;3912;47
35;Lozing op regionaal oppervlaktewater;1994;54;2;5;45;2;47;44;0;3;3998;46
36;Lozing op regionaal oppervlaktewater;1995;50;1;5;42;2;44;40;0;4;4337;43
37;Lozing op regionaal oppervlaktewater;1996;53;2;5;44;2;46;41;0;5;4629;45
38;Lozing op regionaal oppervlaktewater;1997;55;2;6;45;2;47;40;1;6;4776;45
39;Lozing op regionaal oppervlaktewater;1998;51;2;5;42;2;44;37;1;6;4607;42
40;Lozing op regionaal oppervlaktewater;1999;53;2;5;44;2;46;37;1;8;4385;44
41;Lozing op regionaal oppervlaktewater;2000;53;2;5;44;2;46;37;1;8;4385;44
42;Lozing op regionaal oppervlaktewater;2001;48;3;5;38;2;40;32;1;7;4324;39
43;Lozing op regionaal oppervlaktewater;2002;43;3;4;34;2;36;28;1;7;4173;35
44;Lozing op regionaal oppervlaktewater;2003;40;2;4;31;3;34;26;1;7;3901;32
45;Lozing op regionaal oppervlaktewater;2004;37;2;3;29;3;32;24;1;7;3885;30
46;Lozing op regionaal oppervlaktewater;2005;36;1;3;29;3;32;24;0;8;3911;31
47;Lozing op regionaal oppervlaktewater;2006;34;1;3;27;3;30;22;0;8;3847;29
48;Lozing op regionaal oppervlaktewater;2007;34;1;3;27;3;30;22;0;8;3864;29
49;Lozing op regionaal oppervlaktewater;2008;33;1;3;26;3;29;21;0;8;3846;28
50;Lozing op regionaal oppervlaktewater;2009;34;1;3;27;3;30;21;0;9;3936;29
51;Lozing op rijkswater;1993;103;5;25;52;21;73;61;1;11;5329;76
52;Lozing op rijkswater;1994;102;6;23;52;21;73;61;1;11;5329;76
53;Lozing op rijkswater;1995;98;5;19;53;21;74;62;0;12;5429;75
54;Lozing op rijkswater;1996;98;5;19;53;21;74;62;0;12;5176;75
55;Lozing op rijkswater;1997;96;6;18;51;21;72;60;0;12;5084;73
56;Lozing op rijkswater;1998;94;5;18;50;21;71;59;0;12;5103;72
57;Lozing op rijkswater;1999;93;5;17;50;21;71;59;0;12;5275;70
58;Lozing op rijkswater;2000;93;5;17;50;21;71;59;0;12;5275;70
59;Lozing op rijkswater;2001;87;3;15;50;19;69;57;0;12;5248;67
60;Lozing op rijkswater;2002;88;3;16;49;20;69;57;0;12;5236;67
61;Lozing op rijkswater;2003;85;2;16;47;20;67;56;0;11;5136;65
62;Lozing op rijkswater;2004;84;1;16;47;20;67;56;0;11;5146;65
63;Lozing op rijkswater;2005;82;1;15;46;20;66;55;0;11;5337;64
64;Lozing op rijkswater;2006;81;0;16;45;20;65;55;0;10;4997;63
65;Lozing op rijkswater;2007;81;0;16;45;20;65;55;0;10;4997;63
66;Lozing op rijkswater;2008;81;0;16;46;19;65;56;0;9;4897;61
67;Lozing op rijkswater;2009;85;2;16;48;19;67;55;1;11;5041;61
68;Bodemverzinking;1993;2;0;0;2;0;2;2;0;0;7;2
69;Bodemverzinking;1994;2;0;0;2;0;2;2;0;0;7;2
70;Bodemverzinking;1995;2;0;0;2;0;2;2;0;0;7;2
71;Bodemverzinking;1996;2;0;0;2;0;2;2;0;0;7;2
72;Bodemverzinking;1997;1;0;0;1;0;1;1;0;0;6;1
73;Bodemverzinking;1998;1;0;0;1;0;1;1;0;0;6;1
74;Bodemverzinking;1999;1;0;0;1;0;1;1;0;0;6;1
75;Bodemverzinking;2000;1;0;0;1;0;1;1;0;0;6;1
76;Bodemverzinking;2001;1;0;0;1;0;1;1;0;0;6;1
77;Bodemverzinking;2002;1;0;0;1;0;1;1;0;0;6;1
78;Bodemverzinking;2003;0;0;0;0;0;0;0;0;0;0;0
79;Bodemverzinking;2004;0;0;0;0;0;0;0;0;0;0;0
80;Bodemverzinking;2005;0;0;0;0;0;0;0;0;0;0;0
81;Bodemverzinking;2006;0;0;0;0;0;0;0;0;0;0;0
82;Bodemverzinking;2007;0;0;0;0;0;0;0;0;0;0;0
83;Bodemverzinking;2008;0;0;0;0;0;0;0;0;0;0;0
84;Bodemverzinking;2009;0;0;0;0;0;0;0;0;0;0;0
85;Hergebruik van het effluent;1993;6;1;3;2;0;2;1;1;0;401;2
86;Hergebruik van het effluent;1994;6;1;3;2;0;2;1;1;0;401;2
87;Hergebruik van het effluent;1995;9;1;6;2;0;2;1;1;0;403;3
88;Hergebruik van het effluent;1996;10;1;7;2;0;2;1;1;0;403;3
89;Hergebruik van het effluent;1997;10;1;7;2;0;2;1;1;0;403;3
90;Hergebruik van het effluent;1998;9;1;6;2;0;2;1;1;0;403;3
91;Hergebruik van het effluent;1999;9;1;6;2;0;2;1;1;0;403;3
92;Hergebruik van het effluent;2000;8;1;5;2;0;2;1;1;0;401;2
93;Hergebruik van het effluent;2001;8;1;5;2;0;2;1;1;0;401;2
94;Hergebruik van het effluent;2002;8;1;5;2;0;2;0;2;0;320;2
95;Hergebruik van het effluent;2003;9;1;6;2;0;2;0;2;0;320;2
96;Hergebruik van het effluent;2004;9;1;6;2;0;2;0;2;0;320;2
97;Hergebruik van het effluent;2005;8;1;5;2;0;2;0;2;0;320;2
98;Hergebruik van het effluent;2006;9;1;5;2;1;3;1;2;0;320;2
99;Hergebruik van het effluent;2007;9;1;5;2;1;3;1;2;0;320;2
100;Hergebruik van het effluent;2008;8;1;5;1;1;2;1;1;0;250;1
101;Hergebruik van het effluent;2009;9;2;5;1;1;2;1;1;0;250;1
102;Onbekende effluentbestemming;1993;3;0;1;2;0;2;2;0;0;2;1
103;Onbekende effluentbestemming;1994;2;0;0;2;0;2;2;0;0;2;1
104;Onbekende effluentbestemming;1995;2;1;0;1;0;1;1;0;0;2;1
105;Onbekende effluentbestemming;1996;1;1;0;0;0;0;0;0;0;0;0
106;Onbekende effluentbestemming;1997;2;1;0;1;0;1;1;0;0;11;1
107;Onbekende effluentbestemming;1998;3;1;1;1;0;1;1;0;0;11;1
108;Onbekende effluentbestemming;1999;1;0;1;0;0;0;0;0;0;0;0
109;Onbekende effluentbestemming;2000;3;1;2;0;0;0;0;0;0;0;0
110;Onbekende effluentbestemming;2001;3;1;2;0;0;0;0;0;0;0;0
111;Onbekende effluentbestemming;2002;1;0;1;0;0;0;0;0;0;0;0
112;Onbekende effluentbestemming;2003;1;0;1;0;0;0;0;0;0;0;0
113;Onbekende effluentbestemming;2004;1;0;1;0;0;0;0;0;0;0;0
114;Onbekende effluentbestemming;2005;1;0;1;0;0;0;0;0;0;0;0
115;Onbekende effluentbestemming;2006;1;0;1;0;0;0;0;0;0;0;0
116;Onbekende effluentbestemming;2007;1;0;1;0;0;0;0;0;0;0;0
117;Onbekende effluentbestemming;2008;1;0;1;0;0;0;0;0;0;0;0
118;Onbekende effluentbestemming;2009;1;0;1;0;0;0;0;0;0;0;0
119;A Landbouw, bosbouw en visserij;1993;0;0;0;0;0;0;0;0;0;0;0
120;A Landbouw, bosbouw en visserij;1994;0;0;0;0;0;0;0;0;0;0;0
121;A Landbouw, bosbouw en visserij;1995;0;0;0;0;0;0;0;0;0;0;0
122;A Landbouw, bosbouw en visserij;1996;1;0;0;1;0;1;1;0;0;50;1
123;A Landbouw, bosbouw en visserij;1997;1;0;0;1;0;1;1;0;0;50;1
124;A Landbouw, bosbouw en visserij;1998;1;0;0;1;0;1;1;0;0;50;1
125;A Landbouw, bosbouw en visserij;1999;1;0;0;1;0;1;1;0;0;50;1
126;A Landbouw, bosbouw en visserij;2000;1;0;0;1;0;1;1;0;0;50;1
127;A Landbouw, bosbouw en visserij;2001;0;0;0;0;0;0;0;0;0;0;0
128;A Landbouw, bosbouw en visserij;2002;0;0;0;0;0;0;0;0;0;0;0
129;A Landbouw, bosbouw en visserij;2003;0;0;0;0;0;0;0;0;0;0;0
130;A Landbouw, bosbouw en visserij;2004;0;0;0;0;0;0;0;0;0;0;0
131;A Landbouw, bosbouw en visserij;2005;0;0;0;0;0;0;0;0;0;0;0
132;A Landbouw, bosbouw en visserij;2006;0;0;0;0;0;0;0;0;0;0;0
133;A Landbouw, bosbouw en visserij;2007;0;0;0;0;0;0;0;0;0;0;0
134;A Landbouw, bosbouw en visserij;2008;0;0;0;0;0;0;0;0;0;0;0
135;A Landbouw, bosbouw en visserij;2009;0;0;0;0;0;0;0;0;0;0;0
136;B Delfstoffenwinning;1993;0;0;0;0;0;0;0;0;0;0;0
137;B Delfstoffenwinning;1994;0;0;0;0;0;0;0;0;0;0;0
138;B Delfstoffenwinning;1995;0;0;0;0;0;0;0;0;0;0;0
139;B Delfstoffenwinning;1996;0;0;0;0;0;0;0;0;0;0;0
140;B Delfstoffenwinning;1997;0;0;0;0;0;0;0;0;0;0;0
141;B Delfstoffenwinning;1998;1;0;1;0;0;0;0;0;0;0;0
142;B Delfstoffenwinning;1999;1;0;1;0;0;0;0;0;0;0;0
143;B Delfstoffenwinning;2000;1;0;1;0;0;0;0;0;0;0;0
144;B Delfstoffenwinning;2001;1;0;1;0;0;0;0;0;0;0;0
145;B Delfstoffenwinning;2002;0;0;0;0;0;0;0;0;0;0;0
146;B Delfstoffenwinning;2003;0;0;0;0;0;0;0;0;0;0;0
147;B Delfstoffenwinning;2004;0;0;0;0;0;0;0;0;0;0;0
148;B Delfstoffenwinning;2005;0;0;0;0;0;0;0;0;0;0;0
149;B Delfstoffenwinning;2006;0;0;0;0;0;0;0;0;0;0;0
150;B Delfstoffenwinning;2007;0;0;0;0;0;0;0;0;0;0;0
151;B Delfstoffenwinning;2008;0;0;0;0;0;0;0;0;0;0;0
152;B Delfstoffenwinning;2009;0;0;0;0;0;0;0;0;0;0;0
153;C Industrie;1993;533;34;293;180;26;206;162;21;23;14702;242
154;C Industrie;1994;555;36;308;185;26;211;164;22;25;14965;247
155;C Industrie;1995;544;36;301;180;27;207;162;17;28;15063;241
156;C Industrie;1996;558;39;311;181;27;208;161;18;29;14984;243
157;C Industrie;1997;550;35;305;183;27;210;160;19;31;15049;236
158;C Industrie;1998;528;37;293;170;28;198;150;17;31;14081;222
159;C Industrie;1999;553;42;305;175;31;206;156;17;33;14254;225
160;C Industrie;2000;549;42;303;174;30;204;154;17;33;14079;221
161;C Industrie;2001;548;41;306;171;30;201;151;17;33;13992;218
162;C Industrie;2002;510;39;284;160;27;187;137;17;33;13561;204
163;C Industrie;2003;486;35;272;153;26;179;131;17;31;13035;195
164;C Industrie;2004;465;32;256;150;27;177;128;18;31;13032;193
165;C Industrie;2005;427;29;233;138;27;165;120;14;31;12826;180
166;C Industrie;2006;411;26;229;129;27;156;112;15;29;12287;171
167;C Industrie;2007;392;26;213;126;27;153;109;15;29;12109;167
168;C Industrie;2008;384;20;212;125;27;152;113;13;26;10516;165
169;C Industrie;2009;391;25;205;128;33;161;119;13;29;10923;171
170;D-E Energievoorziening en afvalbeheer;1993;39;0;21;7;11;18;11;5;2;490;15
171;D-E Energievoorziening en afvalbeheer;1994;39;1;20;7;11;18;12;5;1;490;15
172;D-E Energievoorziening en afvalbeheer;1995;33;1;18;7;7;14;10;2;2;469;12
173;D-E Energievoorziening en afvalbeheer;1996;34;1;18;7;8;15;11;2;2;499;13
174;D-E Energievoorziening en afvalbeheer;1997;34;2;17;7;8;15;11;2;2;499;13
175;D-E Energievoorziening en afvalbeheer;1998;38;2;19;10;7;17;14;1;2;545;16
176;D-E Energievoorziening en afvalbeheer;1999;44;4;22;11;7;18;15;1;2;515;16
177;D-E Energievoorziening en afvalbeheer;2000;44;4;22;11;7;18;15;1;2;513;15
178;D-E Energievoorziening en afvalbeheer;2001;40;3;19;12;6;18;14;2;2;579;15
179;D-E Energievoorziening en afvalbeheer;2002;36;1;19;12;4;16;13;1;2;579;15
180;D-E Energievoorziening en afvalbeheer;2003;35;0;19;11;5;16;14;0;2;784;15
181;D-E Energievoorziening en afvalbeheer;2004;35;0;20;10;5;15;13;0;2;757;14
182;D-E Energievoorziening en afvalbeheer;2005;31;0;17;9;5;14;12;0;2;954;13
183;D-E Energievoorziening en afvalbeheer;2006;33;0;17;11;5;16;14;0;2;1005;15
184;D-E Energievoorziening en afvalbeheer;2007;30;0;15;10;5;15;13;0;2;1042;15
185;D-E Energievoorziening en afvalbeheer;2008;37;0;17;15;5;20;16;2;2;2347;20
186;D-E Energievoorziening en afvalbeheer;2009;45;2;15;24;4;28;21;3;4;2531;25
187;F Bouwnijverheid;1993;1;0;1;0;0;0;0;0;0;0;0
188;F Bouwnijverheid;1994;1;0;1;0;0;0;0;0;0;0;0
189;F Bouwnijverheid;1995;0;0;0;0;0;0;0;0;0;0;0
190;F Bouwnijverheid;1996;0;0;0;0;0;0;0;0;0;0;0
191;F Bouwnijverheid;1997;0;0;0;0;0;0;0;0;0;0;0
192;F Bouwnijverheid;1998;0;0;0;0;0;0;0;0;0;0;0
193;F Bouwnijverheid;1999;0;0;0;0;0;0;0;0;0;0;0
194;F Bouwnijverheid;2000;0;0;0;0;0;0;0;0;0;0;0
195;F Bouwnijverheid;2001;0;0;0;0;0;0;0;0;0;0;0
196;F Bouwnijverheid;2002;0;0;0;0;0;0;0;0;0;0;0
197;F Bouwnijverheid;2003;0;0;0;0;0;0;0;0;0;0;0
198;F Bouwnijverheid;2004;0;0;0;0;0;0;0;0;0;0;0
199;F Bouwnijverheid;2005;0;0;0;0;0;0;0;0;0;0;0
200;F Bouwnijverheid;2006;0;0;0;0;0;0;0;0;0;0;0
201;F Bouwnijverheid;2007;0;0;0;0;0;0;0;0;0;0;0
202;F Bouwnijverheid;2008;0;0;0;0;0;0;0;0;0;0;0
203;F Bouwnijverheid;2009;1;0;0;0;1;1;1;0;0;0;0
204;G-U Dienstverlening;1993;26;1;9;13;3;16;16;0;0;204;17
205;G-U Dienstverlening;1994;26;1;9;13;3;16;16;0;0;204;17
206;G-U Dienstverlening;1995;23;1;8;10;4;14;14;0;0;203;15
207;G-U Dienstverlening;1996;25;1;10;10;4;14;13;1;0;235;15
208;G-U Dienstverlening;1997;24;1;10;9;4;13;12;1;0;260;14
209;G-U Dienstverlening;1998;27;1;12;10;4;14;12;2;0;567;15
210;G-U Dienstverlening;1999;28;1;12;12;3;15;13;2;0;515;16
211;G-U Dienstverlening;2000;28;1;12;12;3;15;13;2;0;515;16
212;G-U Dienstverlening;2001;26;0;12;10;4;14;13;1;0;467;13
213;G-U Dienstverlening;2002;31;0;15;10;6;16;14;2;0;617;16
214;G-U Dienstverlening;2003;32;0;14;10;8;18;15;3;0;689;17
215;G-U Dienstverlening;2004;32;0;14;11;7;18;15;3;0;564;16
216;G-U Dienstverlening;2005;30;0;13;10;7;17;14;3;0;561;15
217;G-U Dienstverlening;2006;22;0;9;8;5;13;12;1;0;374;12
218;G-U Dienstverlening;2007;30;0;14;11;5;16;15;1;0;389;13
219;G-U Dienstverlening;2008;32;1;13;13;5;18;15;1;2;609;14
220;G-U Dienstverlening;2009;30;1;13;12;4;16;15;1;0;350;13
221;10-12 Voedings-, genotmiddelenind.;1993;183;7;31;139;6;145;108;18;19;8259;161
222;10-12 Voedings-, genotmiddelenind.;1994;186;6;32;143;5;148;109;19;20;8412;165
223;10-12 Voedings-, genotmiddelenind.;1995;179;5;30;138;6;144;106;15;23;8354;158
224;10-12 Voedings-, genotmiddelenind.;1996;184;5;35;137;7;144;106;15;23;8286;160
225;10-12 Voedings-, genotmiddelenind.;1997;180;4;36;133;7;140;102;14;24;8329;151
226;10-12 Voedings-, genotmiddelenind.;1998;177;5;38;126;8;134;96;13;25;8253;146
227;10-12 Voedings-, genotmiddelenind.;1999;183;7;41;126;9;135;97;12;26;8560;144
228;10-12 Voedings-, genotmiddelenind.;2000;180;6;40;125;9;134;96;12;26;8525;142
229;10-12 Voedings-, genotmiddelenind.;2001;178;5;41;123;9;132;93;13;26;8494;140
230;10-12 Voedings-, genotmiddelenind.;2002;167;5;39;115;8;123;83;14;26;8347;132
231;10-12 Voedings-, genotmiddelenind.;2003;161;5;36;111;9;120;81;14;25;8308;130
232;10-12 Voedings-, genotmiddelenind.;2004;155;5;34;106;10;116;77;14;25;8302;128
233;10-12 Voedings-, genotmiddelenind.;2005;147;6;31;100;10;110;72;13;25;8118;119
234;10-12 Voedings-, genotmiddelenind.;2006;138;6;31;93;8;101;65;13;23;7470;109
235;10-12 Voedings-, genotmiddelenind.;2007;134;6;31;89;8;97;62;12;23;7292;105
236;10-12 Voedings-, genotmiddelenind.;2008;134;3;35;88;8;96;64;11;21;6934;102
237;10-12 Voedings-, genotmiddelenind.;2009;135;4;33;88;10;98;66;11;21;6944;104
238;13-15 Textiel-, kleding-, lederindustrie;1993;24;4;16;2;2;4;4;0;0;247;9
239;13-15 Textiel-, kleding-, lederindustrie;1994;26;4;17;2;3;5;5;0;0;247;9
240;13-15 Textiel-, kleding-, lederindustrie;1995;25;5;15;3;2;5;5;0;0;243;10
241;13-15 Textiel-, kleding-, lederindustrie;1996;27;6;15;4;2;6;5;1;0;243;10
242;13-15 Textiel-, kleding-, lederindustrie;1997;26;6;14;4;2;6;5;1;0;243;10
243;13-15 Textiel-, kleding-, lederindustrie;1998;27;6;15;4;2;6;5;1;0;243;10
244;13-15 Textiel-, kleding-, lederindustrie;1999;31;6;17;4;4;8;6;2;0;343;11
245;13-15 Textiel-, kleding-, lederindustrie;2000;29;6;17;4;2;6;4;2;0;203;9
246;13-15 Textiel-, kleding-, lederindustrie;2001;30;5;18;4;3;7;5;2;0;146;8
247;13-15 Textiel-, kleding-, lederindustrie;2002;28;5;17;3;3;6;4;2;0;111;7
248;13-15 Textiel-, kleding-, lederindustrie;2003;23;5;12;3;3;6;4;2;0;120;6
249;13-15 Textiel-, kleding-, lederindustrie;2004;23;5;11;4;3;7;4;3;0;120;6
250;13-15 Textiel-, kleding-, lederindustrie;2005;16;3;10;0;3;3;2;1;0;114;3
251;13-15 Textiel-, kleding-, lederindustrie;2006;14;3;9;0;2;2;1;1;0;116;4
252;13-15 Textiel-, kleding-, lederindustrie;2007;15;3;9;1;2;3;1;2;0;116;4
253;13-15 Textiel-, kleding-, lederindustrie;2008;14;3;9;0;2;2;1;1;0;116;4
254;13-15 Textiel-, kleding-, lederindustrie;2009;13;2;9;0;2;2;1;1;0;116;4
255;16-18 Hout- en papierindustrie;1993;38;6;18;10;4;14;11;2;1;1429;21
256;16-18 Hout- en papierindustrie;1994;38;6;18;10;4;14;11;2;1;1431;21
257;16-18 Hout- en papierindustrie;1995;38;6;19;9;4;13;11;1;1;1559;20
258;16-18 Hout- en papierindustrie;1996;42;6;23;9;4;13;11;1;1;1559;20
259;16-18 Hout- en papierindustrie;1997;44;5;23;12;4;16;13;1;2;1574;21
260;16-18 Hout- en papierindustrie;1998;41;6;23;9;3;12;10;0;2;1032;17
261;16-18 Hout- en papierindustrie;1999;43;7;23;10;3;13;11;0;2;1028;18
262;16-18 Hout- en papierindustrie;2000;43;7;23;10;3;13;11;0;2;1028;18
263;16-18 Hout- en papierindustrie;2001;42;7;22;10;3;13;11;0;2;1028;18
264;16-18 Hout- en papierindustrie;2002;40;7;21;9;3;12;10;0;2;1016;16
265;16-18 Hout- en papierindustrie;2003;38;6;20;8;4;12;10;0;2;1009;15
266;16-18 Hout- en papierindustrie;2004;36;6;18;8;4;12;10;0;2;1009;14
267;16-18 Hout- en papierindustrie;2005;34;6;16;8;4;12;10;0;2;1009;14
268;16-18 Hout- en papierindustrie;2006;31;6;14;7;4;11;9;0;2;939;13
269;16-18 Hout- en papierindustrie;2007;30;6;13;7;4;11;9;0;2;939;13
270;16-18 Hout- en papierindustrie;2008;25;3;13;5;4;9;8;0;1;654;11
271;16-18 Hout- en papierindustrie;2009;28;4;13;6;5;11;9;0;2;895;13
272;19-21 Raffinaderijen en chemie;1993;85;9;39;23;14;37;34;1;2;4109;43
273;19-21 Raffinaderijen en chemie;1994;90;10;42;24;14;38;34;1;3;4218;44
274;19-21 Raffinaderijen en chemie;1995;89;11;40;24;14;38;34;1;3;4248;44
275;19-21 Raffinaderijen en chemie;1996;90;13;40;25;12;37;32;1;4;4232;43
276;19-21 Raffinaderijen en chemie;1997;92;12;41;27;12;39;33;3;3;4088;43
277;19-21 Raffinaderijen en chemie;1998;87;11;38;26;12;38;32;3;3;3893;41
278;19-21 Raffinaderijen en chemie;1999;93;12;39;30;12;42;35;3;4;3714;44
279;19-21 Raffinaderijen en chemie;2000;95;13;39;30;13;43;36;3;4;3714;44
280;19-21 Raffinaderijen en chemie;2001;97;14;42;29;12;41;35;2;4;3716;44
281;19-21 Raffinaderijen en chemie;2002;88;11;38;29;10;39;34;1;4;3571;41
282;19-21 Raffinaderijen en chemie;2003;83;10;38;27;8;35;31;1;3;3088;37
283;19-21 Raffinaderijen en chemie;2004;83;7;40;28;8;36;32;1;3;3092;38
284;19-21 Raffinaderijen en chemie;2005;77;5;38;26;8;34;31;0;3;3076;37
285;19-21 Raffinaderijen en chemie;2006;77;3;37;25;12;37;33;1;3;3252;38
286;19-21 Raffinaderijen en chemie;2007;72;3;32;25;12;37;33;1;3;3252;38
287;19-21 Raffinaderijen en chemie;2008;75;3;31;29;12;41;36;1;4;2648;43
288;19-21 Raffinaderijen en chemie;2009;79;5;31;31;12;43;36;1;6;2802;44
289;22-23 Kunststof-, bouwmateriaalindustrie;1993;15;3;12;0;0;0;0;0;0;22;2
290;22-23 Kunststof-, bouwmateriaalindustrie;1994;15;3;12;0;0;0;0;0;0;22;2
291;22-23 Kunststof-, bouwmateriaalindustrie;1995;17;2;14;0;1;1;1;0;0;22;2
292;22-23 Kunststof-, bouwmateriaalindustrie;1996;17;2;14;0;1;1;1;0;0;22;2
293;22-23 Kunststof-, bouwmateriaalindustrie;1997;19;2;15;1;1;2;1;0;1;172;3
294;22-23 Kunststof-, bouwmateriaalindustrie;1998;16;2;13;0;1;1;1;0;0;20;1
295;22-23 Kunststof-, bouwmateriaalindustrie;1999;18;3;14;0;1;1;1;0;0;20;1
296;22-23 Kunststof-, bouwmateriaalindustrie;2000;18;3;14;0;1;1;1;0;0;20;1
297;22-23 Kunststof-, bouwmateriaalindustrie;2001;18;3;14;0;1;1;1;0;0;20;1
298;22-23 Kunststof-, bouwmateriaalindustrie;2002;17;4;12;0;1;1;1;0;0;22;2
299;22-23 Kunststof-, bouwmateriaalindustrie;2003;15;3;11;0;1;1;1;0;0;22;2
300;22-23 Kunststof-, bouwmateriaalindustrie;2004;16;3;12;0;1;1;1;0;0;22;2
301;22-23 Kunststof-, bouwmateriaalindustrie;2005;16;3;12;0;1;1;1;0;0;22;2
302;22-23 Kunststof-, bouwmateriaalindustrie;2006;16;3;12;0;1;1;1;0;0;22;2
303;22-23 Kunststof-, bouwmateriaalindustrie;2007;14;3;10;0;1;1;1;0;0;22;2
304;22-23 Kunststof-, bouwmateriaalindustrie;2008;15;3;10;1;1;2;2;0;0;22;2
305;22-23 Kunststof-, bouwmateriaalindustrie;2009;14;3;9;1;1;2;2;0;0;22;2
306;24 Basismetaalindustrie;1993;22;1;18;3;0;3;3;0;0;161;3
307;24 Basismetaalindustrie;1994;22;1;18;3;0;3;3;0;0;161;3
308;24 Basismetaalindustrie;1995;21;1;17;3;0;3;3;0;0;161;3
309;24 Basismetaalindustrie;1996;20;1;16;3;0;3;3;0;0;161;3
310;24 Basismetaalindustrie;1997;20;1;16;3;0;3;3;0;0;161;3
311;24 Basismetaalindustrie;1998;19;2;15;2;0;2;2;0;0;158;2
312;24 Basismetaalindustrie;1999;19;2;15;2;0;2;2;0;0;158;2
313;24 Basismetaalindustrie;2000;18;2;14;2;0;2;2;0;0;158;2
314;24 Basismetaalindustrie;2001;17;2;13;2;0;2;2;0;0;158;2
315;24 Basismetaalindustrie;2002;16;2;12;2;0;2;2;0;0;143;2
316;24 Basismetaalindustrie;2003;16;2;12;2;0;2;2;0;0;143;2
317;24 Basismetaalindustrie;2004;13;2;9;2;0;2;2;0;0;143;2
318;24 Basismetaalindustrie;2005;13;2;9;2;0;2;2;0;0;143;2
319;24 Basismetaalindustrie;2006;13;1;10;2;0;2;2;0;0;143;2
320;24 Basismetaalindustrie;2007;13;1;10;2;0;2;2;0;0;143;2
321;24 Basismetaalindustrie;2008;13;1;10;2;0;2;2;0;0;143;2
322;24 Basismetaalindustrie;2009;16;2;12;2;0;2;2;0;0;143;2
323;25-30 Metaalelektro-industrie;1993;154;4;150;0;0;0;0;0;0;0;0
324;25-30 Metaalelektro-industrie;1994;165;5;160;0;0;0;0;0;0;0;0
325;25-30 Metaalelektro-industrie;1995;163;6;157;0;0;0;0;0;0;0;1
326;25-30 Metaalelektro-industrie;1996;165;6;159;0;0;0;0;0;0;0;1
