ID;Geslacht;Leeftijd31December;RegioS;Perioden;BinnenGemeentenVerhuisdePersonen_1;GevestigdInDeGemeente_2;VertrokkenUitDeGemeente_3
319;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2019 juni;8423;5461;5882
320;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2019 juli;10742;7624;8227
321;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2019 augustus;9982;8269;8717
322;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2019 september;9355;7460;7815
323;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2019 oktober;9387;6561;7099
324;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2019 november;9361;6250;6599
325;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2019 december;9448;6115;6592
326;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2019;113129;78167;83952
327;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2020 januari;9623;6910;7602
328;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2020 februari;9800;6582;7249
329;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2020 maart;9668;6067;6359
330;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2020 april;9028;5460;5632
331;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2020 mei;9152;6033;6023
332;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2020 juni;9051;6066;6174
333;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2020 juli;10228;7656;7790
334;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2020 augustus;9231;7826;7793
335;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2020 september;9301;7041;7052
336;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2020 oktober;9842;7385;7378
337;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2020 november;9188;6257;6700
338;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2020 december;9415;6879;7193
339;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2020;113527;80162;82945
340;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2021 januari;10023;6964;7241
341;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2021 februari;9156;6467;6798
342;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2021 maart;10135;7555;7703
343;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2021 april;9063;6825;6969
344;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2021 mei;8593;6226;6523
345;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2021 juni;8566;6375;6731
346;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2021 juli;9330;7340;7767
347;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2021 augustus;8502;7633;8420
348;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2021 september;7870;7117;7976
349;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2021 oktober;7532;6842;7406
350;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2021 november;7568;6359;7517
351;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2021 december;8188;6267;7134
352;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2021;104526;81970;88185
353;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2022 januari;7536;6405;6968
354;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2022 februari;7304;5730;6633
355;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2022 maart;8134;6180;7427
356;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2022 april;7801;6447;7258
357;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2022 mei;7829;6081;6911
358;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2022 juni;7464;5836;6898
359;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2022 juli;8815;7067;7689
360;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2022 augustus;8137;7517;8567
361;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2022 september;8622;7440;8492
362;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2022 oktober;8053;6755;7502
363;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2022 november;8197;6450;7177
364;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2022 december;8654;6712;7185
365;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2022;96546;78620;88707
366;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2023 januari;8646;6919;7534
367;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2023 februari;8101;6334;7010
368;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2023 maart;8631;6654;7299
369;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2023 april;7560;5851;6438
370;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2023 mei;7986;6292;7132
371;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2023 juni;7811;7027;7544
372;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2023 juli;8500;8234;8930
373;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2023 augustus;8556;9132;9564
374;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2023 september;7932;8144;8417
375;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2023 oktober;8044;6655;7821
376;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2023 november;7675;6367;7528
377;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2023 december;7405;6314;7136
378;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2023;96847;83923;92353
379;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2024 januari;7965;6651;7622
380;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2024 februari;7653;6315;7380
381;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2024 maart;8329;6408;7416
382;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2024 april;7445;5980;7215
383;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2024 mei;7834;5777;7080
384;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2024 juni;7251;5955;6999
385;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2024 juli;8672;7432;8601
386;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2024 augustus;8145;8196;8692
387;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2024 september;7700;7984;8617
388;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2024 oktober;8304;6800;7846
389;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2024 november;7820;6592;7660
390;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2024 december;7803;6351;7539
391;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2024;94921;80441;92667
392;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2025 januari;8435;6876;8249
393;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);2025 februari;8271;6490;7479
394;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2010 januari;15633;9901;9850
395;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2010 februari;14687;9186;9406
396;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2010 maart;15880;9518;9610
397;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2010 april;14243;8261;8390
398;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2010 mei;13299;8105;7850
399;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2010 juni;14848;8789;8786
400;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2010 juli;15745;11005;11147
401;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2010 augustus;14925;12272;12965
402;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2010 september;15217;11718;12112
403;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2010 oktober;14146;9461;9521
404;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2010 november;14630;9343;9492
405;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2010 december;15756;9486;9241
406;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2010;179009;117045;118370
407;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2011 januari;15869;9881;9811
408;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2011 februari;14594;9171;9108
409;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2011 maart;16092;9293;9129
410;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2011 april;13992;8174;8291
411;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2011 mei;14382;8279;8373
412;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2011 juni;14169;8655;8559
413;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2011 juli;15618;10896;10697
414;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2011 augustus;14967;12867;13492
415;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2011 september;14286;12156;12526
416;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2011 oktober;14484;9384;9747
417;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2011 november;14811;9306;9694
418;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2011 december;15881;9202;9130
419;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2011;179145;117264;118557
420;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2012 januari;16110;10691;10676
421;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2012 februari;14529;9873;9874
422;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2012 maart;15441;9401;9549
423;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2012 april;13650;8171;8187
424;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2012 mei;15193;8629;8595
425;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2012 juni;16874;10197;9999
426;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2012 juli;16169;11711;11848
427;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2012 augustus;15404;13400;14143
428;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2012 september;13612;11500;12050
429;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2012 oktober;15053;10449;10489
430;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2012 november;15244;9454;9487
431;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2012 december;15546;8896;9071
432;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2012;182825;122372;123968
433;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2013 januari;16147;10681;10651
434;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2013 februari;14388;9600;9693
435;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2013 maart;14912;9247;9422
436;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2013 april;13000;8233;8542
437;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2013 mei;14260;8437;8763
438;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2013 juni;13085;8434;8319
439;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2013 juli;15616;11814;11955
440;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2013 augustus;14394;13511;14587
441;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2013 september;14463;12357;13172
442;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2013 oktober;15689;10287;10917
443;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2013 november;14878;9505;9630
444;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2013 december;15738;9474;9586
445;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2013;176570;121580;125237
446;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2014 januari;16897;10953;11087
447;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2014 februari;14585;10009;10304
448;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2014 maart;15314;9662;9885
449;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2014 april;14824;9002;9205
450;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2014 mei;14743;8924;9145
451;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2014 juni;14703;9466;9268
452;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2014 juli;16172;12154;12279
453;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2014 augustus;14962;13608;14746
454;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2014 september;15681;13071;13733
455;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2014 oktober;16342;11105;11427
456;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2014 november;14882;9512;9635
457;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2014 december;18608;11137;11198
458;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2014;187713;128603;131912
459;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2015 januari;17111;11036;11154
460;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2015 februari;16116;11016;10851
461;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2015 maart;16892;10372;10655
462;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2015 april;15802;9566;9266
463;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2015 mei;15317;9093;9193
464;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2015 juni;16928;10201;10338
465;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2015 juli;19387;13531;13500
466;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2015 augustus;17416;14643;15295
467;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2015 september;17893;12978;13425
468;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2015 oktober;18220;11454;11501
469;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2015 november;16426;10677;10533
470;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2015 december;18930;11859;11551
471;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2015;206438;136426;137262
472;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2016 januari;16525;11797;11641
473;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2016 februari;16748;12297;12293
474;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2016 maart;17664;11896;11782
475;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2016 april;17171;11549;11430
476;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2016 mei;16475;11089;10717
477;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2016 juni;17857;11471;11430
478;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2016 juli;19783;15078;14841
479;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2016 augustus;19285;16366;16166
480;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2016 september;19025;14478;14827
481;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2016 oktober;18374;12659;12374
482;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2016 november;18637;12617;12045
483;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2016 december;21542;13510;12559
484;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2016;219086;154807;152105
485;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2017 januari;19867;13402;12769
486;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2017 februari;18907;13058;12566
487;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2017 maart;21450;13940;12843
488;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2017 april;17963;11487;10687
489;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2017 mei;19498;12248;11584
490;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2017 juni;19933;12373;11809
491;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2017 juli;21122;15036;14198
492;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2017 augustus;20215;16908;15780
493;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2017 september;19573;15597;15119
494;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2017 oktober;19721;13360;12730
495;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2017 november;19651;12412;11948
496;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2017 december;20772;12996;12253
497;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2017;238672;162817;154286
498;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2018 januari;19031;13018;12567
499;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2018 februari;18141;12064;11633
500;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2018 maart;20343;12793;12287
501;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2018 april;17464;11068;10754
502;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2018 mei;18478;11260;11008
503;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2018 juni;18775;11823;11088
504;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2018 juli;19962;14744;13450
505;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2018 augustus;19580;16747;15717
506;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2018 september;17282;13685;13190
507;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2018 oktober;19355;13646;12993
508;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2018 november;18878;12281;11626
509;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2018 december;18491;12086;11378
510;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2018;225780;155215;147691
511;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2019 januari;18646;12769;12184
512;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2019 februari;17118;11868;11275
513;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2019 maart;18731;12271;11774
514;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2019 april;18778;11769;11413
515;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2019 mei;18780;11901;11482
516;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2019 juni;17469;10974;10263
517;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2019 juli;20644;15445;14276
518;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2019 augustus;18973;16325;15191
519;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2019 september;17754;14089;13210
520;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2019 oktober;18545;13217;12513
521;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2019 november;18301;12412;11791
522;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2019 december;18574;12530;11509
523;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2019;222313;155570;146881
524;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2020 januari;18592;13507;12673
525;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2020 februari;17130;12595;12084
526;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2020 maart;18071;12255;11780
527;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2020 april;17628;11697;10795
528;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2020 mei;17860;11772;11186
529;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2020 juni;17601;12237;11675
530;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2020 juli;20930;15577;14450
531;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2020 augustus;18760;16050;14914
532;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2020 september;18861;14218;13674
533;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2020 oktober;19359;14365;13581
534;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2020 november;17564;12851;11905
535;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2020 december;18486;13408;12185
536;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2020;220842;160532;150902
537;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2021 januari;19495;14813;13414
538;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2021 februari;17114;12901;11744
539;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2021 maart;20046;14411;13454
540;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2021 april;17561;13138;12146
541;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2021 mei;16142;12084;11356
542;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2021 juni;15911;12509;11737
543;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2021 juli;16920;15139;13544
544;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2021 augustus;15545;15048;14019
545;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2021 september;15127;13075;12270
546;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2021 oktober;14747;12973;11932
547;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2021 november;14773;12323;11253
548;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2021 december;15831;12818;11799
549;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2021;199212;161232;148668
550;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2022 januari;14815;12941;12261
551;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);2022 februari;14199;11629;11048
