ID;Soortwoning;RegioS;Perioden;VoorraadPer1Januari_1;Nieuwbouw_2;AankoopTotaal_3;ToegelatenInstellingen_4;Gemeenten_5;OverigeInstellingen_6;VerkoopTotaal_7;ZittendeHuurders_8;ToegelatenInstellingen_9;OverigeParticulieren_10;Beleggers_11;Anderen_12;Sloop_13;VoorraadPer31december_14
76;Totaal woningen;Zaanstreek (CR);2000;28845;105;17;0;0;17;25;4;20;0;0;1;26;28917
77;Totaal woningen;Zaanstreek (CR);2001;28918;140;64;46;3;15;83;2;45;36;0;0;45;28995
78;Totaal woningen;Groot-Amsterdam (CR);2000;260818;1578;845;624;0;221;1743;477;172;757;337;0;503;260746
79;Totaal woningen;Groot-Amsterdam (CR);2001;260779;1133;11012;10668;10;334;1790;385;235;1162;0;8;728;265946
80;Totaal woningen;Het Gooi en Vechtstreek (CR);2000;31232;157;1238;1009;0;229;246;10;2;234;0;0;53;32427
81;Totaal woningen;Het Gooi en Vechtstreek (CR);2001;33042;98;16;16;0;0;141;111;3;16;0;11;28;33049
82;Totaal woningen;Agglom. Leiden en Bollenstreek (CR);2000;47995;216;186;170;0;16;144;115;28;0;0;1;47;48219
83;Totaal woningen;Agglom. Leiden en Bollenstreek (CR);2001;48318;188;104;100;0;4;173;67;6;100;0;0;127;48319
84;Totaal woningen;Agglomeratie 's-Gravenhage (CR);2000;122332;1032;0;0;0;0;376;154;220;0;0;2;5;122077
85;Totaal woningen;Agglomeratie 's-Gravenhage (CR);2001;123861;1142;438;0;0;438;215;81;89;31;0;14;1038;124015
86;Totaal woningen;Delft en Westland (CR);2000;35863;429;486;185;0;301;2143;40;127;1967;0;9;76;34485
87;Totaal woningen;Delft en Westland (CR);2001;32773;189;1987;0;1976;11;41;23;17;0;0;1;47;34735
88;Totaal woningen;Oost-Zuid-Holland (CR);2000;39038;114;137;44;10;83;100;38;62;0;0;0;38;39142
89;Totaal woningen;Oost-Zuid-Holland (CR);2001;39141;123;6;0;0;6;103;34;69;0;0;0;16;39145
90;Totaal woningen;Groot-Rijnmond (CR);2000;283477;1526;3060;2048;370;642;3821;956;595;2137;0;133;1287;282661
91;Totaal woningen;Groot-Rijnmond (CR);2001;282808;1553;758;236;100;422;1809;621;687;236;62;203;676;282690
92;Totaal woningen;Zuidoost-Zuid-Holland (CR);2000;62252;323;1501;0;883;618;1275;149;133;907;80;6;193;62578
93;Totaal woningen;Zuidoost-Zuid-Holland (CR);2001;59707;341;8;0;0;8;219;61;158;0;0;0;552;57509
94;Totaal woningen;Zeeuwsch-Vlaanderen (CR);2000;11403;12;118;117;0;1;467;291;83;93;0;0;235;10831
95;Totaal woningen;Zeeuwsch-Vlaanderen (CR);2001;10827;16;3;0;0;3;124;37;36;0;51;0;172;10551
96;Totaal woningen;Overig Zeeland (CR);2000;32579;170;20;0;0;20;283;98;169;0;0;16;353;32132
97;Totaal woningen;Overig Zeeland (CR);2001;32091;79;167;165;0;2;493;137;70;165;33;88;166;31521
98;Totaal woningen;West-Noord-Brabant (CR);2000;77656;670;657;0;0;657;462;252;136;0;0;74;157;78362
99;Totaal woningen;West-Noord-Brabant (CR);2001;78362;323;305;17;0;288;420;237;135;17;31;0;285;78276
100;Totaal woningen;Midden-Noord-Brabant (CR);2000;57611;517;111;78;0;33;216;64;74;77;0;1;47;57936
101;Totaal woningen;Midden-Noord-Brabant (CR);2001;57835;280;412;0;0;412;242;162;80;0;0;0;98;58186
102;Totaal woningen;Noordoost-Noord-Brabant (CR);2000;70463;476;201;0;193;8;226;98;128;0;0;0;128;70696
103;Totaal woningen;Noordoost-Noord-Brabant (CR);2001;70933;196;167;0;0;167;153;36;108;8;0;1;86;71146
104;Totaal woningen;Zuidoost-Noord-Brabant (CR);2000;93888;584;77;51;9;17;403;237;137;16;0;13;110;94024
105;Totaal woningen;Zuidoost-Noord-Brabant (CR);2001;93878;682;221;1;0;220;313;128;179;0;0;6;82;94336
106;Totaal woningen;Noord-Limburg (CR);2000;31727;125;2;0;0;2;251;114;125;0;11;1;103;31543
107;Totaal woningen;Noord-Limburg (CR);2001;31542;69;78;0;0;78;278;118;100;0;60;0;29;31372
108;Totaal woningen;Midden-Limburg (CR);2000;23114;57;5;0;0;5;172;168;4;0;0;0;46;22932
109;Totaal woningen;Midden-Limburg (CR);2001;22938;124;17;0;0;17;265;166;45;0;54;0;190;22622
110;Totaal woningen;Zuid-Limburg (CR);2000;97888;313;68;57;0;11;744;265;84;39;346;10;274;97244
111;Totaal woningen;Zuid-Limburg (CR);2001;94966;306;52;28;0;24;1278;522;112;68;407;169;334;93685
112;Totaal woningen;Flevoland (CR);2000;42994;575;92;6;0;86;830;423;407;0;0;0;22;42080
113;Totaal woningen;Flevoland (CR);2001;42153;511;206;37;0;169;1204;385;592;37;190;0;38;41467
114;Totaal woningen;Groningen (SA);2000;41369;24;264;263;0;1;760;558;61;124;17;0;355;40486
115;Totaal woningen;Groningen (SA);2001;39806;112;148;127;0;21;468;334;134;0;0;0;734;38976
116;Totaal woningen;Leeuwarden (SA);2000;17243;24;0;0;0;0;130;58;72;0;0;0;136;17005
117;Totaal woningen;Leeuwarden (SA);2001;17208;0;53;0;11;42;154;102;52;0;0;0;146;16868
118;Totaal woningen;Zwolle (SA);2000;17863;49;357;327;0;30;152;86;36;30;0;0;38;18079
119;Totaal woningen;Zwolle (SA);2001;18079;172;124;107;0;17;180;25;47;108;0;0;19;18185
120;Totaal woningen;Enschede (SA);2000;28566;141;41;0;0;41;320;264;36;20;0;0;440;27979
121;Totaal woningen;Enschede (SA);2001;27977;76;1;0;0;1;166;108;58;0;0;0;58;27830
122;Totaal woningen;Apeldoorn (SA);2000;21075;56;0;0;0;0;55;29;26;0;0;0;0;21054
123;Totaal woningen;Apeldoorn (SA);2001;21054;146;87;84;0;3;158;44;28;86;0;0;0;21110
124;Totaal woningen;Arnhem (SA);2000;28871;57;5;0;0;5;60;24;16;0;0;20;0;28868
125;Totaal woningen;Arnhem (SA);2001;28871;53;5;0;0;5;65;53;12;0;0;0;65;28795
126;Totaal woningen;Nijmegen (SA);2000;31144;148;0;0;0;0;45;11;34;0;0;0;110;31142
127;Totaal woningen;Nijmegen (SA);2001;31146;0;0;0;0;0;76;35;41;0;0;0;0;31130
128;Totaal woningen;Amersfoort (SA);2000;23634;200;1;0;0;1;133;6;127;0;0;0;13;23722
129;Totaal woningen;Amersfoort (SA);2001;23723;160;123;120;0;3;70;70;0;0;0;0;0;23900
130;Totaal woningen;Utrecht (SA);2000;63015;602;0;0;0;0;621;175;232;0;214;0;400;62598
131;Totaal woningen;Utrecht (SA);2001;63623;477;2;0;0;2;292;146;146;0;0;0;0;63819
132;Totaal woningen;Amsterdam (SA);2000;252038;1021;862;624;0;238;1503;243;165;757;337;1;529;251501
133;Totaal woningen;Amsterdam (SA);2001;251440;835;10748;10387;13;348;1411;272;259;872;0;8;773;256441
134;Totaal woningen;Haarlem (SA);2000;28111;94;0;0;0;0;29;0;0;17;0;12;88;28043
135;Totaal woningen;Haarlem (SA);2001;28043;23;160;160;0;0;18;0;18;0;0;0;384;27786
136;Totaal woningen;Leiden (SA);2000;34199;136;68;59;0;9;130;108;22;0;0;0;0;34286
137;Totaal woningen;Leiden (SA);2001;34385;84;101;100;0;1;165;62;3;100;0;0;0;34414
138;Totaal woningen;'s-Gravenhage (SA);2000;104497;1015;0;0;0;0;303;126;175;0;0;2;5;104311
139;Totaal woningen;'s-Gravenhage (SA);2001;104312;1082;438;0;0;438;146;56;45;31;0;14;939;104469
140;Totaal woningen;Rotterdam (SA);2000;242217;1219;2491;2048;127;316;3536;751;522;2137;0;126;1212;240876
141;Totaal woningen;Rotterdam (SA);2001;240526;1364;642;236;99;307;1696;579;616;236;62;203;587;240310
142;Totaal woningen;Dordrecht (SA);2000;38938;230;0;0;0;0;297;103;108;0;80;6;123;38718
143;Totaal woningen;Dordrecht (SA);2001;38745;304;8;0;0;8;149;32;117;0;0;0;433;36699
144;Totaal woningen;Breda (SA);2000;24797;93;42;0;0;42;231;96;67;0;0;68;0;24701
145;Totaal woningen;Breda (SA);2001;24701;67;4;0;0;4;131;90;41;0;0;0;192;24408
146;Totaal woningen;Tilburg (SA);2000;33904;438;80;78;0;2;162;26;59;77;0;0;11;34209
147;Totaal woningen;Tilburg (SA);2001;34202;118;372;0;0;372;164;106;58;0;0;0;45;34485
148;Totaal woningen;'s-Hertogenbosch (SA);2000;25832;217;5;0;0;5;58;11;47;0;0;0;28;25894
149;Totaal woningen;'s-Hertogenbosch (SA);2001;25892;60;162;0;0;162;39;3;35;0;0;1;22;26151
150;Totaal woningen;Eindhoven (SA);2000;52930;417;20;0;9;11;256;100;127;16;0;13;6;53102
151;Totaal woningen;Eindhoven (SA);2001;52946;429;212;1;0;211;201;47;154;0;0;0;11;53338
152;Totaal woningen;Geleen/Sittard (SA);2000;18301;103;0;0;0;0;385;36;13;0;336;0;4;18015
153;Totaal woningen;Geleen/Sittard (SA);2001;17805;86;0;0;0;0;175;66;38;40;31;0;59;17655
154;Totaal woningen;Heerlen (SA);2000;41599;66;1;0;0;1;156;58;57;39;0;2;111;41403
155;Totaal woningen;Heerlen (SA);2001;39220;122;50;28;0;22;800;212;51;28;376;133;202;38377
156;Totaal woningen;Maastricht (SA);2000;23791;59;9;0;0;9;142;142;0;0;0;0;159;23547
157;Totaal woningen;Maastricht (SA);2001;23659;5;2;0;0;2;179;167;12;0;0;0;49;23434
158;Totaal woningen;Groningen (SG);2000;53756;220;265;263;0;2;851;605;105;124;17;0;413;52921
159;Totaal woningen;Groningen (SG);2001;52225;179;149;127;0;22;631;427;204;0;0;0;786;51248
160;Totaal woningen;Leeuwarden (SG);2000;23686;37;82;82;0;0;273;74;117;82;0;0;143;23393
161;Totaal woningen;Leeuwarden (SG);2001;23595;99;53;0;11;42;187;110;77;0;0;0;148;23304
162;Totaal woningen;Zwolle (SG);2000;21833;68;1358;327;1001;30;176;108;38;30;0;0;38;23045
163;Totaal woningen;Zwolle (SG);2001;23050;172;178;128;0;50;201;30;48;123;0;0;28;23173
164;Totaal woningen;Enschede (SG);2000;50628;334;140;96;0;44;407;291;96;20;0;0;528;50157
165;Totaal woningen;Enschede (SG);2001;50033;242;17;0;0;17;340;144;119;15;62;0;143;49812
166;Totaal woningen;Apeldoorn (SG);2000;26882;56;50;0;0;50;56;30;26;0;0;0;7;26903
167;Totaal woningen;Apeldoorn (SG);2001;26903;190;87;84;0;3;159;44;29;86;0;0;0;27021
168;Totaal woningen;Arnhem (SG);2000;51655;257;6;0;0;6;149;90;27;0;0;32;41;51722
169;Totaal woningen;Arnhem (SG);2001;51731;180;132;72;0;60;145;108;31;0;6;0;72;51809
170;Totaal woningen;Nijmegen (SG);2000;43480;175;0;0;0;0;110;63;47;0;0;0;114;43433
171;Totaal woningen;Nijmegen (SG);2001;43437;56;93;0;0;93;124;82;42;0;0;0;16;43570
172;Totaal woningen;Amersfoort (SG);2000;32799;318;2;0;0;2;169;18;151;0;0;0;13;32970
173;Totaal woningen;Amersfoort (SG);2001;32971;240;123;120;0;3;91;73;18;0;0;0;0;33206
174;Totaal woningen;Utrecht (SG);2000;81868;733;2;0;0;2;723;227;241;0;214;41;403;81479
175;Totaal woningen;Utrecht (SG);2001;82504;756;7;0;0;7;348;157;191;0;0;0;0;82925
176;Totaal woningen;Amsterdam (SG);2000;301706;2099;954;630;0;324;2128;714;319;757;337;1;549;301820
177;Totaal woningen;Amsterdam (SG);2001;301897;1555;11243;10714;13;516;2263;503;554;1198;0;8;773;307047
178;Totaal woningen;Haarlem (SG);2000;58832;266;89;0;0;89;108;30;48;18;0;12;127;58894
179;Totaal woningen;Haarlem (SG);2001;59346;146;226;195;0;31;108;39;69;0;0;0;390;59200
180;Totaal woningen;Leiden (SG);2000;41078;165;186;170;0;16;137;113;23;0;0;1;0;41305
181;Totaal woningen;Leiden (SG);2001;41405;160;104;100;0;4;168;62;6;100;0;0;41;41469
182;Totaal woningen;'s-Gravenhage (SG);2000;149035;1348;486;185;0;301;539;190;347;0;0;2;24;149322
183;Totaal woningen;'s-Gravenhage (SG);2001;149394;1269;448;0;0;448;236;100;90;31;0;15;1044;149533
184;Totaal woningen;Rotterdam (SG);2000;266177;1385;3038;2048;370;620;3715;863;582;2137;0;133;1273;265323
185;Totaal woningen;Rotterdam (SG);2001;265455;1525;642;236;99;307;1757;588;668;236;62;203;646;265279
186;Totaal woningen;Dordrecht (SG);2000;44241;308;0;0;0;0;324;122;116;0;80;6;191;44004
187;Totaal woningen;Dordrecht (SG);2001;44031;304;8;0;0;8;168;32;136;0;0;0;448;41950
188;Totaal woningen;Breda (SG);2000;40451;255;47;0;0;47;320;150;96;0;0;74;16;40416
189;Totaal woningen;Breda (SG);2001;40416;107;37;17;0;20;220;136;67;17;0;0;199;40096
190;Totaal woningen;Tilburg (SG);2000;39939;478;107;78;0;29;185;49;59;77;0;0;11;40288
191;Totaal woningen;Tilburg (SG);2001;40279;166;372;0;0;372;213;152;61;0;0;0;48;40557
192;Totaal woningen;'s-Hertogenbosch (SG);2000;27633;284;5;0;0;5;71;11;60;0;0;0;28;27749
193;Totaal woningen;'s-Hertogenbosch (SG);2001;27748;87;162;0;0;162;44;3;40;0;0;1;22;28049
194;Totaal woningen;Eindhoven (SG);2000;60510;461;20;0;9;11;260;102;129;16;0;13;6;60722
195;Totaal woningen;Eindhoven (SG);2001;60566;519;214;1;0;213;218;54;164;0;0;0;45;60995
196;Totaal woningen;Geleen/Sittard (SG);2000;20356;115;57;57;0;0;390;37;14;0;336;3;4;20134
197;Totaal woningen;Geleen/Sittard (SG);2001;19924;90;0;0;0;0;187;77;39;40;31;0;59;19766
198;Totaal woningen;Heerlen (SG);2000;46297;88;1;0;0;1;173;65;62;39;0;7;111;46106
199;Totaal woningen;Heerlen (SG);2001;43922;141;50;28;0;22;849;258;54;28;376;133;202;43049
200;Totaal woningen;Maastricht (SG);2000;28260;89;10;0;0;10;167;160;7;0;0;0;159;28022
201;Totaal woningen;Maastricht (SG);2001;28138;65;2;0;0;2;236;185;15;0;0;36;53;27904
202;Totaal woningen;Aa en Hunze;2000;2040;0;1;0;0;1;4;1;3;0;0;0;1;2036
203;Totaal woningen;Aa en Hunze;2001;2036;15;0;0;0;0;0;0;0;0;0;0;2;2049
204;Totaal woningen;Aalburg;2000;938;17;0;0;0;0;3;0;3;0;0;0;0;952
205;Totaal woningen;Aalburg;2001;952;0;0;0;0;0;5;5;0;0;0;0;0;947
206;Totaal woningen;Aalsmeer;2000;2549;46;0;0;0;0;18;2;16;0;0;0;0;2573
207;Totaal woningen;Aalsmeer;2001;2604;40;0;0;0;0;3;0;3;0;0;0;0;2640
208;Totaal woningen;Aalten;2000;1897;0;0;0;0;0;54;54;0;0;0;0;0;1843
209;Totaal woningen;Aalten;2001;1843;0;0;0;0;0;82;82;0;0;0;0;0;1759
210;Totaal woningen;Ter Aar;2000;791;0;0;0;0;0;0;0;0;0;0;0;0;791
211;Totaal woningen;Ter Aar;2001;791;6;0;0;0;0;0;0;0;0;0;0;0;797
212;Totaal woningen;Abcoude;2000;689;0;0;0;0;0;7;7;0;0;0;0;0;682
213;Totaal woningen;Abcoude;2001;683;0;0;0;0;0;0;0;0;0;0;0;0;683
214;Totaal woningen;Achtkarspelen;2000;3556;12;0;0;0;0;29;6;23;0;0;0;17;3522
215;Totaal woningen;Achtkarspelen;2001;3522;40;20;20;0;0;11;3;8;0;0;0;4;3582
216;Totaal woningen;Akersloot;2000;270;0;4;0;4;0;0;0;0;0;0;0;0;274
217;Totaal woningen;Akersloot;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
218;Totaal woningen;Alblasserdam;2000;3018;46;0;0;0;0;8;0;8;0;0;0;52;3004
219;Totaal woningen;Alblasserdam;2001;3004;0;0;0;0;0;9;0;9;0;0;0;15;2979
220;Totaal woningen;Albrandswaard;2000;1772;61;60;0;0;60;63;3;60;0;0;0;0;1830
221;Totaal woningen;Albrandswaard;2001;1834;0;0;0;0;0;1;1;0;0;0;0;0;1833
222;Totaal woningen;Alkemade;2000;1806;6;0;0;0;0;0;0;0;0;0;0;0;1812
223;Totaal woningen;Alkemade;2001;1812;0;0;0;0;0;0;0;0;0;0;0;40;1772
224;Totaal woningen;Alkmaar;2000;15715;70;3;0;0;3;319;294;25;0;0;0;24;15435
225;Totaal woningen;Alkmaar;2001;15435;45;0;0;0;0;241;62;147;0;0;32;0;15221
226;Totaal woningen;Almelo;2000;12048;39;113;0;0;113;144;90;0;39;0;15;30;12026
227;Totaal woningen;Almelo;2001;12125;248;315;46;0;269;300;133;4;39;124;0;16;12430
228;Totaal woningen;Almere;2000;20221;487;92;6;0;86;399;255;144;0;0;0;20;20363
229;Totaal woningen;Almere;2001;20436;351;168;0;0;168;404;124;280;0;0;0;0;20397
230;Totaal woningen;Alphen aan den Rijn;2000;9080;17;83;0;0;83;26;10;16;0;0;0;0;9147
231;Totaal woningen;Alphen aan den Rijn;2001;9147;20;0;0;0;0;33;12;21;0;0;0;0;9128
232;Totaal woningen;Alphen-Chaam;2000;469;0;0;0;0;0;0;0;0;0;0;0;0;469
233;Totaal woningen;Alphen-Chaam;2001;469;0;0;0;0;0;0;0;0;0;0;0;0;469
234;Totaal woningen;Ambt Delden;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
235;Totaal woningen;Ambt Delden;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
236;Totaal woningen;Ambt Montfort;2000;856;0;0;0;0;0;5;5;0;0;0;0;0;851
237;Totaal woningen;Ambt Montfort;2001;851;0;0;0;0;0;10;10;0;0;0;0;0;841
238;Totaal woningen;Ameland;2000;267;0;0;0;0;0;0;0;0;0;0;0;0;267
239;Totaal woningen;Ameland;2001;267;0;0;0;0;0;0;0;0;0;0;0;0;267
240;Totaal woningen;Amerongen;2000;720;0;0;0;0;0;0;0;0;0;0;0;26;694
241;Totaal woningen;Amerongen;2001;694;22;0;0;0;0;0;0;0;0;0;0;32;684
242;Totaal woningen;Amersfoort;2000;21177;173;0;0;0;0;133;6;127;0;0;0;0;21250
243;Totaal woningen;Amersfoort;2001;21251;118;3;0;0;3;70;70;0;0;0;0;0;21266
244;Totaal woningen;Amstelveen;2000;10906;0;0;0;0;0;0;0;0;0;0;0;0;10882
245;Totaal woningen;Amstelveen;2001;10882;0;86;86;0;0;86;0;0;86;0;0;8;10874
246;Totaal woningen;Amsterdam;2000;207355;859;845;624;0;221;1466;239;133;757;337;0;503;206724
247;Totaal woningen;Amsterdam;2001;206303;647;10598;10255;10;333;1215;247;210;750;0;8;718;211218
248;Totaal woningen;Andijk;2000;670;23;0;0;0;0;4;3;0;0;0;1;0;689
249;Totaal woningen;Andijk;2001;689;0;0;0;0;0;1;1;0;0;0;0;0;688
250;Totaal woningen;Angerlo;2000;346;0;0;0;0;0;6;6;0;0;0;0;0;340
