ID;Soortwoning;RegioS;Perioden;VoorraadPer1Januari_1;Nieuwbouw_2;AankoopTotaal_3;ToegelatenInstellingen_4;Gemeenten_5;OverigeInstellingen_6;VerkoopTotaal_7;ZittendeHuurders_8;ToegelatenInstellingen_9;OverigeParticulieren_10;Beleggers_11;Anderen_12;Sloop_13;VoorraadPer31december_14
3522;Betaalbare woningen;Oss;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3523;Betaalbare woningen;Oss;2001;6284;35;0;0;0;0;19;2;17;0;0;0;0;6289
3524;Betaalbare woningen;Oud-Beijerland;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3525;Betaalbare woningen;Oud-Beijerland;2001;1400;0;114;0;0;114;0;0;0;0;0;0;0;1514
3526;Betaalbare woningen;Ouder-Amstel;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3527;Betaalbare woningen;Ouder-Amstel;2001;1329;0;0;0;0;0;0;0;0;0;0;0;0;1347
3528;Betaalbare woningen;Ouderkerk;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3529;Betaalbare woningen;Ouderkerk;2001;415;0;0;0;0;0;0;0;0;0;0;0;0;370
3530;Betaalbare woningen;Oudewater;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3531;Betaalbare woningen;Oudewater;2001;381;0;0;0;0;0;0;0;0;0;0;0;0;381
3532;Betaalbare woningen;Overbetuwe;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3533;Betaalbare woningen;Overbetuwe;2001;3126;15;92;72;0;20;5;0;5;0;0;0;0;3214
3534;Betaalbare woningen;Papendrecht;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3535;Betaalbare woningen;Papendrecht;2001;2726;0;0;0;0;0;0;0;0;0;0;0;0;2782
3536;Betaalbare woningen;Pekela;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3537;Betaalbare woningen;Pekela;2001;1420;0;0;0;0;0;11;11;0;0;0;0;16;1376
3538;Betaalbare woningen;Pijnacker;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3539;Betaalbare woningen;Pijnacker;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3540;Betaalbare woningen;Pijnacker-Nootdorp;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3541;Betaalbare woningen;Pijnacker-Nootdorp;2001;1845;150;0;0;0;0;0;0;0;0;0;0;0;1898
3542;Betaalbare woningen;Purmerend;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3543;Betaalbare woningen;Purmerend;2001;8937;0;0;0;0;0;1;1;0;0;0;0;0;9343
3544;Betaalbare woningen;Putten;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3545;Betaalbare woningen;Putten;2001;800;0;0;0;0;0;0;0;0;0;0;0;0;800
3546;Betaalbare woningen;Raalte;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3547;Betaalbare woningen;Raalte;2001;2783;24;0;0;0;0;24;13;11;0;0;0;0;2754
3548;Betaalbare woningen;Ravenstein;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3549;Betaalbare woningen;Ravenstein;2001;667;0;0;0;0;0;7;3;4;0;0;0;0;753
3550;Betaalbare woningen;Reeuwijk;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3551;Betaalbare woningen;Reeuwijk;2001;505;8;0;0;0;0;0;0;0;0;0;0;0;513
3552;Betaalbare woningen;Reiderland;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3553;Betaalbare woningen;Reiderland;2001;518;0;0;0;0;0;12;12;0;0;0;0;36;470
3554;Betaalbare woningen;Reimerswaal;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3555;Betaalbare woningen;Reimerswaal;2001;1649;0;0;0;0;0;17;0;17;0;0;0;9;1623
3556;Betaalbare woningen;Renkum;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3557;Betaalbare woningen;Renkum;2001;2161;0;0;0;0;0;3;3;0;0;0;0;0;2161
3558;Betaalbare woningen;Renswoude;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3559;Betaalbare woningen;Renswoude;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3560;Betaalbare woningen;Reusel-De Mierden;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3561;Betaalbare woningen;Reusel-De Mierden;2001;476;0;0;0;0;0;0;0;0;0;0;0;0;494
3562;Betaalbare woningen;Rheden;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3563;Betaalbare woningen;Rheden;2001;3554;71;0;0;0;0;6;6;0;0;0;0;0;3616
3564;Betaalbare woningen;Rhenen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3565;Betaalbare woningen;Rhenen;2001;1075;15;0;0;0;0;0;0;0;0;0;0;0;1101
3566;Betaalbare woningen;Ridderkerk;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3567;Betaalbare woningen;Ridderkerk;2001;3912;21;0;0;0;0;0;0;0;0;0;0;0;4948
3568;Betaalbare woningen;Rijnsburg;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3569;Betaalbare woningen;Rijnsburg;2001;830;0;0;0;0;0;4;4;0;0;0;0;0;965
3570;Betaalbare woningen;Rijnwaarden;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3571;Betaalbare woningen;Rijnwaarden;2001;661;51;1;0;0;1;0;0;0;0;0;0;9;715
3572;Betaalbare woningen;Rijnwoude;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3573;Betaalbare woningen;Rijnwoude;2001;1314;4;0;0;0;0;0;0;0;0;0;0;0;1172
3574;Betaalbare woningen;Rijssen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3575;Betaalbare woningen;Rijssen;2001;2037;0;23;23;0;0;11;0;1;10;0;0;0;2049
3576;Betaalbare woningen;Rijswijk;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3577;Betaalbare woningen;Rijswijk;2001;4988;48;0;0;0;0;0;0;0;0;0;0;0;5036
3578;Betaalbare woningen;Roerdalen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3579;Betaalbare woningen;Roerdalen;2001;837;0;0;0;0;0;13;13;0;0;0;0;0;802
3580;Betaalbare woningen;Roermond;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3581;Betaalbare woningen;Roermond;2001;5279;15;15;0;0;15;44;33;11;0;0;0;29;5166
3582;Betaalbare woningen;Roggel en Neer;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3583;Betaalbare woningen;Roggel en Neer;2001;295;0;0;0;0;0;13;12;1;0;0;0;0;282
3584;Betaalbare woningen;De Ronde Venen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3585;Betaalbare woningen;De Ronde Venen;2001;2803;0;0;0;0;0;0;0;0;0;0;0;0;2821
3586;Betaalbare woningen;Roosendaal;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3587;Betaalbare woningen;Roosendaal;2001;6796;40;0;0;0;0;39;4;35;0;0;0;0;6753
3588;Betaalbare woningen;Rotterdam;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3589;Betaalbare woningen;Rotterdam;2001;83595;657;290;108;4;178;631;320;212;99;0;0;34;85826
3590;Betaalbare woningen;Rozenburg;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3591;Betaalbare woningen;Rozenburg;2001;1642;0;0;0;0;0;29;16;13;0;0;0;0;1613
3592;Betaalbare woningen;Rozendaal;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3593;Betaalbare woningen;Rozendaal;2001;25;0;0;0;0;0;0;0;0;0;0;0;0;25
3594;Betaalbare woningen;Rucphen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3595;Betaalbare woningen;Rucphen;2001;1590;0;0;0;0;0;29;29;0;0;0;0;0;1540
3596;Betaalbare woningen;Ruurlo;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3597;Betaalbare woningen;Ruurlo;2001;488;0;0;0;0;0;3;3;0;0;0;0;2;483
3598;Betaalbare woningen;Sas van Gent;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3599;Betaalbare woningen;Sas van Gent;2001;374;0;0;0;0;0;10;5;5;0;0;0;0;364
3600;Betaalbare woningen;Sassenheim;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3601;Betaalbare woningen;Sassenheim;2001;925;0;1;0;0;1;1;0;1;0;0;0;0;925
3602;Betaalbare woningen;Schagen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3603;Betaalbare woningen;Schagen;2001;1828;0;0;0;0;0;0;0;0;0;0;0;0;1762
3604;Betaalbare woningen;Scheemda;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3605;Betaalbare woningen;Scheemda;2001;1134;8;6;0;0;6;24;14;4;6;0;0;20;1078
3606;Betaalbare woningen;Schermer;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3607;Betaalbare woningen;Schermer;2001;195;0;0;0;0;0;0;0;0;0;0;0;0;210
3608;Betaalbare woningen;Scherpenzeel;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3609;Betaalbare woningen;Scherpenzeel;2001;518;5;0;0;0;0;0;0;0;0;0;0;0;440
3610;Betaalbare woningen;Schiedam;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3611;Betaalbare woningen;Schiedam;2001;7495;0;100;100;0;0;192;16;54;24;0;98;0;8026
3612;Betaalbare woningen;Schiermonnikoog;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3613;Betaalbare woningen;Schiermonnikoog;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3614;Betaalbare woningen;Schijndel;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3615;Betaalbare woningen;Schijndel;2001;1402;0;0;0;0;0;2;0;2;0;0;0;0;1400
3616;Betaalbare woningen;Schinnen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3617;Betaalbare woningen;Schinnen;2001;885;0;0;0;0;0;10;9;1;0;0;0;0;840
3618;Betaalbare woningen;Schipluiden;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3619;Betaalbare woningen;Schipluiden;2001;622;37;0;0;0;0;4;3;1;0;0;0;0;655
3620;Betaalbare woningen;Schoonhoven;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3621;Betaalbare woningen;Schoonhoven;2001;924;20;0;0;0;0;0;0;0;0;0;0;0;944
3622;Betaalbare woningen;Schoorl;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3623;Betaalbare woningen;Schoorl;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3624;Betaalbare woningen;Schouwen-Duiveland;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3625;Betaalbare woningen;Schouwen-Duiveland;2001;2703;32;0;0;0;0;36;9;9;0;18;0;0;2752
3626;Betaalbare woningen;Sevenum;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3627;Betaalbare woningen;Sevenum;2001;387;0;0;0;0;0;44;41;3;0;0;0;0;325
3628;Betaalbare woningen;Simpelveld;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3629;Betaalbare woningen;Simpelveld;2001;1021;0;0;0;0;0;0;0;0;0;0;0;0;1021
3630;Betaalbare woningen;Sint-Michielsgestel;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3631;Betaalbare woningen;Sint-Michielsgestel;2001;1252;27;0;0;0;0;3;0;3;0;0;0;0;1293
3632;Betaalbare woningen;Sint-Oedenrode;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3633;Betaalbare woningen;Sint-Oedenrode;2001;841;0;1;0;0;1;0;0;0;0;0;0;0;842
3634;Betaalbare woningen;Sittard;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3635;Betaalbare woningen;Sittard;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3636;Betaalbare woningen;Sittard-Geleen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3637;Betaalbare woningen;Sittard-Geleen;2001;8758;44;0;0;0;0;97;38;21;38;0;0;0;8501
3638;Betaalbare woningen;Skarsterlân;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3639;Betaalbare woningen;Skarsterlân;2001;2001;26;0;0;0;0;6;2;4;0;0;0;0;1996
3640;Betaalbare woningen;Sliedrecht;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3641;Betaalbare woningen;Sliedrecht;2001;2569;19;0;0;0;0;1;1;0;0;0;0;0;2714
3642;Betaalbare woningen;Slochteren;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3643;Betaalbare woningen;Slochteren;2001;806;0;0;0;0;0;1;0;1;0;0;0;0;743
3644;Betaalbare woningen;Sluis-Aardenburg;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3645;Betaalbare woningen;Sluis-Aardenburg;2001;407;0;0;0;0;0;0;0;0;0;0;0;0;407
3646;Betaalbare woningen;Smallingerland;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3647;Betaalbare woningen;Smallingerland;2001;5090;20;0;0;0;0;57;15;42;0;0;0;0;4976
3648;Betaalbare woningen;Sneek;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3649;Betaalbare woningen;Sneek;2001;3218;0;7;4;0;3;47;0;47;0;0;0;0;3281
3650;Betaalbare woningen;Soest;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3651;Betaalbare woningen;Soest;2001;2650;56;0;0;0;0;0;0;0;0;0;0;0;2897
3652;Betaalbare woningen;Someren;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3653;Betaalbare woningen;Someren;2001;1259;0;1;0;0;1;0;0;0;0;0;0;0;1181
3654;Betaalbare woningen;Son en Breugel;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3655;Betaalbare woningen;Son en Breugel;2001;736;0;0;0;0;0;0;0;0;0;0;0;0;700
3656;Betaalbare woningen;Spijkenisse;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3657;Betaalbare woningen;Spijkenisse;2001;9455;85;0;0;0;0;51;2;49;0;0;0;0;9559
3658;Betaalbare woningen;Stad Delden;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3659;Betaalbare woningen;Stad Delden;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3660;Betaalbare woningen;Stadskanaal;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3661;Betaalbare woningen;Stadskanaal;2001;2677;30;0;0;0;0;21;6;15;0;0;0;46;2991
3662;Betaalbare woningen;Staphorst;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3663;Betaalbare woningen;Staphorst;2001;565;0;399;0;399;0;539;1;0;0;538;0;0;423
3664;Betaalbare woningen;Stede Broec;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3665;Betaalbare woningen;Stede Broec;2001;1715;0;1;0;0;1;5;1;4;0;0;0;0;1592
3666;Betaalbare woningen;Steenbergen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3667;Betaalbare woningen;Steenbergen;2001;1456;0;0;0;0;0;2;2;0;0;0;0;0;1584
3668;Betaalbare woningen;Steenderen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3669;Betaalbare woningen;Steenderen;2001;257;0;0;0;0;0;0;0;0;0;0;0;0;257
3670;Betaalbare woningen;Steenwijk;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3671;Betaalbare woningen;Steenwijk;2001;3379;42;0;0;0;0;101;67;12;22;0;0;0;3089
3672;Betaalbare woningen;Stein;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3673;Betaalbare woningen;Stein;2001;1624;0;0;0;0;0;10;9;1;0;0;0;0;1691
3674;Betaalbare woningen;Strijen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3675;Betaalbare woningen;Strijen;2001;489;0;0;0;0;0;4;4;0;0;0;0;0;485
3676;Betaalbare woningen;Susteren;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3677;Betaalbare woningen;Susteren;2001;792;0;0;0;0;0;0;0;0;0;0;0;0;792
3678;Betaalbare woningen;Swalmen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3679;Betaalbare woningen;Swalmen;2001;809;22;0;0;0;0;10;0;10;0;0;0;0;821
3680;Betaalbare woningen;Tegelen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3681;Betaalbare woningen;Tegelen;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3682;Betaalbare woningen;Terneuzen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3683;Betaalbare woningen;Terneuzen;2001;2529;0;0;0;0;0;68;0;17;0;51;0;58;2402
3684;Betaalbare woningen;Terschelling;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3685;Betaalbare woningen;Terschelling;2001;259;0;0;0;0;0;0;0;0;0;0;0;0;259
3686;Betaalbare woningen;Texel;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3687;Betaalbare woningen;Texel;2001;1081;7;0;0;0;0;4;4;0;0;0;0;0;1007
3688;Betaalbare woningen;Tholen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3689;Betaalbare woningen;Tholen;2001;1721;13;0;0;0;0;28;9;19;0;0;0;6;1627
3690;Betaalbare woningen;Thorn;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3691;Betaalbare woningen;Thorn;2001;186;0;0;0;0;0;0;0;0;0;0;0;0;157
3692;Betaalbare woningen;Tiel;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3693;Betaalbare woningen;Tiel;2001;3412;0;31;0;0;31;3;0;3;0;0;0;18;3706
3694;Betaalbare woningen;Tilburg;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3695;Betaalbare woningen;Tilburg;2001;16855;89;295;0;0;295;55;22;33;0;0;0;45;17823
3696;Betaalbare woningen;Tubbergen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3697;Betaalbare woningen;Tubbergen;2001;597;0;0;0;0;0;0;0;0;0;0;0;0;592
3698;Betaalbare woningen;Tynaarlo;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3699;Betaalbare woningen;Tynaarlo;2001;1454;49;1;0;0;1;13;1;12;0;0;0;0;1491
3700;Betaalbare woningen;Tytsjerksteradiel;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3701;Betaalbare woningen;Tytsjerksteradiel;2001;1837;80;0;0;0;0;5;1;4;0;0;0;0;1599
3702;Betaalbare woningen;Ubbergen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3703;Betaalbare woningen;Ubbergen;2001;883;0;1;0;0;1;11;11;0;0;0;0;14;970
3704;Betaalbare woningen;Uden;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3705;Betaalbare woningen;Uden;2001;3550;0;1;0;0;1;8;0;8;0;0;0;0;3524
3706;Betaalbare woningen;Uitgeest;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3707;Betaalbare woningen;Uitgeest;2001;974;0;0;0;0;0;0;0;0;0;0;0;0;949
3708;Betaalbare woningen;Uithoorn;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3709;Betaalbare woningen;Uithoorn;2001;2835;0;0;0;0;0;0;0;0;0;0;0;0;2807
3710;Betaalbare woningen;Urk;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3711;Betaalbare woningen;Urk;2001;385;42;0;0;0;0;3;3;0;0;0;0;0;510
3712;Betaalbare woningen;Utrecht;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3713;Betaalbare woningen;Utrecht;2001;22696;201;0;0;0;0;37;19;18;0;0;0;0;24008
3714;Betaalbare woningen;Vaals;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3715;Betaalbare woningen;Vaals;2001;1154;0;0;0;0;0;4;0;4;0;0;0;0;1081
3716;Betaalbare woningen;Valburg;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3717;Betaalbare woningen;Valburg;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3718;Betaalbare woningen;Valkenburg;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3719;Betaalbare woningen;Valkenburg;2001;192;0;0;0;0;0;0;0;0;0;0;0;0;192
3720;Betaalbare woningen;Valkenburg aan de Geul;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3721;Betaalbare woningen;Valkenburg aan de Geul;2001;1285;36;0;0;0;0;37;1;0;0;0;36;0;1285
3722;Betaalbare woningen;Valkenswaard;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3723;Betaalbare woningen;Valkenswaard;2001;2189;89;1;0;0;1;0;0;0;0;0;0;0;2329
3724;Betaalbare woningen;Veendam;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3725;Betaalbare woningen;Veendam;2001;2982;40;0;0;0;0;14;4;0;0;10;0;146;2866
3726;Betaalbare woningen;Veenendaal;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3727;Betaalbare woningen;Veenendaal;2001;5096;4;0;0;0;0;0;0;0;0;0;0;0;5115
3728;Betaalbare woningen;Veere;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3729;Betaalbare woningen;Veere;2001;778;0;0;0;0;0;2;0;2;0;0;0;0;776
3730;Betaalbare woningen;Veghel;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3731;Betaalbare woningen;Veghel;2001;2126;0;0;0;0;0;12;1;11;0;0;0;0;2090
3732;Betaalbare woningen;Veldhoven;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3733;Betaalbare woningen;Veldhoven;2001;2434;0;0;0;0;0;12;11;1;0;0;0;0;3374
3734;Betaalbare woningen;Velsen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3735;Betaalbare woningen;Velsen;2001;5295;50;0;0;0;0;1;1;0;0;0;0;6;5078
3736;Betaalbare woningen;Venhuizen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3737;Betaalbare woningen;Venhuizen;2001;376;0;0;0;0;0;1;0;1;0;0;0;0;358
3738;Betaalbare woningen;Venlo;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3739;Betaalbare woningen;Venlo;2001;9121;10;0;0;0;0;136;37;44;0;55;0;23;9138
3740;Betaalbare woningen;Venray;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3741;Betaalbare woningen;Venray;2001;3838;17;78;0;0;78;4;0;4;0;0;0;0;3560
3742;Betaalbare woningen;Vianen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3743;Betaalbare woningen;Vianen;2001;1595;0;0;0;0;0;0;0;0;0;0;0;0;1595
3744;Betaalbare woningen;Vlaardingen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3745;Betaalbare woningen;Vlaardingen;2001;8126;25;0;0;0;0;0;0;0;0;0;0;0;9174
3746;Betaalbare woningen;Vlagtwedde;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3747;Betaalbare woningen;Vlagtwedde;2001;715;23;0;0;0;0;60;60;0;0;0;0;18;776
3748;Betaalbare woningen;Vleuten-De Meern;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3749;Betaalbare woningen;Vleuten-De Meern;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3750;Betaalbare woningen;Vlieland;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3751;Betaalbare woningen;Vlieland;2001;153;0;0;0;0;0;0;0;0;0;0;0;0;141
3752;Betaalbare woningen;Vlissingen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3753;Betaalbare woningen;Vlissingen;2001;3400;0;91;91;0;0;230;60;4;91;0;75;0;3475
3754;Betaalbare woningen;Vlist;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3755;Betaalbare woningen;Vlist;2001;576;0;0;0;0;0;0;0;0;0;0;0;0;576
3756;Betaalbare woningen;Voerendaal;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3757;Betaalbare woningen;Voerendaal;2001;797;0;0;0;0;0;0;0;0;0;0;0;0;797
3758;Betaalbare woningen;Voorburg;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3759;Betaalbare woningen;Voorburg;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3760;Betaalbare woningen;Voorhout;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3761;Betaalbare woningen;Voorhout;2001;643;56;0;0;0;0;0;0;0;0;0;0;0;639
3762;Betaalbare woningen;Voorschoten;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3763;Betaalbare woningen;Voorschoten;2001;1241;0;0;0;0;0;5;5;0;0;0;0;0;1184
3764;Betaalbare woningen;Voorst;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3765;Betaalbare woningen;Voorst;2001;1588;16;0;0;0;0;0;0;0;0;0;0;0;1439
3766;Betaalbare woningen;Vorden;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3767;Betaalbare woningen;Vorden;2001;569;0;0;0;0;0;13;13;0;0;0;0;0;547
3768;Betaalbare woningen;Vriezenveen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3769;Betaalbare woningen;Vriezenveen;2001;2159;37;0;0;0;0;7;1;6;0;0;0;0;1939
3770;Betaalbare woningen;Vught;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3771;Betaalbare woningen;Vught;2001;1547;25;0;0;0;0;1;0;0;0;0;1;0;1684
3772;Betaalbare woningen;Waalre;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3773;Betaalbare woningen;Waalre;2001;435;14;52;0;0;52;0;0;0;0;0;0;0;776
3774;Betaalbare woningen;Waalwijk;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3775;Betaalbare woningen;Waalwijk;2001;4194;16;0;0;0;0;7;1;6;0;0;0;0;4202
3776;Betaalbare woningen;Waddinxveen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3777;Betaalbare woningen;Waddinxveen;2001;2185;0;0;0;0;0;0;0;0;0;0;0;0;2175
3778;Betaalbare woningen;Wageningen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3779;Betaalbare woningen;Wageningen;2001;2200;0;0;0;0;0;0;0;0;0;0;0;0;2704
3780;Betaalbare woningen;Warmond;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3781;Betaalbare woningen;Warmond;2001;377;0;0;0;0;0;0;0;0;0;0;0;0;377
3782;Betaalbare woningen;Warnsveld;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3783;Betaalbare woningen;Warnsveld;2001;321;12;0;0;0;0;9;2;7;0;0;0;0;652
3784;Betaalbare woningen;Wassenaar;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3785;Betaalbare woningen;Wassenaar;2001;1334;0;52;0;0;52;0;0;0;0;0;0;0;1386
3786;Betaalbare woningen;Wateringen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3787;Betaalbare woningen;Wateringen;2001;1150;25;0;0;0;0;0;0;0;0;0;0;0;1173
3788;Betaalbare woningen;Waterland;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3789;Betaalbare woningen;Waterland;2001;1321;30;0;0;0;0;0;0;0;0;0;0;0;1149
3790;Betaalbare woningen;Weerselo;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
