ID;SoortMisdrijf;GemeentegrootteNaarInwoneraantal;Perioden;TotaalGeregistreerd_1;Per100000Inwoners1279Jaar_2;TotaalOpgehelderd_3;OpgehelderdInGeregistreerd_4;Totaal_5;Mannen_6;Vrouwen_7;Totaal_8;Mannen_9;Vrouwen_10
41;Alle misdrijven;100 000-<250 000 inwoners;2007;282856;11187;61084;21.6;79419;65931;13488;3141;5256;1059
42;Alle misdrijven;50 000-<100 000 inwoners;1994;241460;11357;47503;19.7;45742;39177;6565;2152;3728;611
43;Alle misdrijven;50 000-<100 000 inwoners;1995;206013;10424;37457;18.2;42550;36426;6124;2153;3721;614
44;Alle misdrijven;50 000-<100 000 inwoners;1996;196211;10299;34753;17.7;41357;35241;6116;2171;3732;636
45;Alle misdrijven;50 000-<100 000 inwoners;1997;203613;10752;35276;17.3;43441;37456;5985;2294;3987;627
46;Alle misdrijven;50 000-<100 000 inwoners;1998;200895;10736;36463;18.2;45094;39330;5764;2410;4235;612
47;Alle misdrijven;50 000-<100 000 inwoners;1999;209740;10847;34538;16.5;47910;41961;5949;2478;4375;610
48;Alle misdrijven;50 000-<100 000 inwoners;2000;216949;11139;34956;16.1;46915;41075;5840;2409;4252;595
49;Alle misdrijven;50 000-<100 000 inwoners;2001;233822;11080;40179;17.2;51715;45039;6676;2451;4298;628
50;Alle misdrijven;50 000-<100 000 inwoners;2002;241838;11035;43845;18.1;54358;46985;7373;2480;4314;669
51;Alle misdrijven;50 000-<100 000 inwoners;2003;249161;10927;49863;20.0;61694;53421;8273;2706;4709;722
52;Alle misdrijven;50 000-<100 000 inwoners;2004;247020;10624;52670;21.3;65993;57009;8984;2838;4929;769
53;Alle misdrijven;50 000-<100 000 inwoners;2005;235328;9865;51761;22.0;64700;55347;9353;2712;4663;780
54;Alle misdrijven;50 000-<100 000 inwoners;2006;232196;9546;52427;22.6;67268;57145;10123;2765;4721;828
55;Alle misdrijven;50 000-<100 000 inwoners;2007;232031;9534;51869;22.4;67065;56838;10227;2756;4690;837
56;Alle misdrijven;20 000-<50 000 inwoners;1994;266945;8129;55849;20.9;53207;46677;6530;1620;2853;396
57;Alle misdrijven;20 000-<50 000 inwoners;1995;260339;7805;47091;18.1;53567;46697;6870;1606;2808;411
58;Alle misdrijven;20 000-<50 000 inwoners;1996;264254;7797;47418;17.9;56566;49120;7446;1669;2907;438
59;Alle misdrijven;20 000-<50 000 inwoners;1997;282606;7591;46239;16.4;59400;52247;7153;1596;2812;384
60;Alle misdrijven;20 000-<50 000 inwoners;1998;290461;7413;49812;17.1;65169;58310;6859;1663;2979;350
61;Alle misdrijven;20 000-<50 000 inwoners;1999;301709;7523;48285;16.0;66140;59228;6912;1649;2955;345
62;Alle misdrijven;20 000-<50 000 inwoners;2000;313648;7756;50100;16.0;67397;60299;7098;1667;2983;351
63;Alle misdrijven;20 000-<50 000 inwoners;2001;323529;7571;54834;16.9;70768;63128;7640;1656;2953;358
64;Alle misdrijven;20 000-<50 000 inwoners;2002;330702;7558;58909;17.8;75531;67373;8158;1726;3077;373
65;Alle misdrijven;20 000-<50 000 inwoners;2003;320029;7327;63159;19.7;82065;72491;9574;1879;3316;439
66;Alle misdrijven;20 000-<50 000 inwoners;2004;324156;7497;66662;20.6;86209;76253;9956;1994;3525;461
67;Alle misdrijven;20 000-<50 000 inwoners;2005;321687;7015;67909;21.1;89087;77842;11245;1943;3393;491
68;Alle misdrijven;20 000-<50 000 inwoners;2006;318982;6721;69495;21.8;92526;80618;11908;1950;3393;502
69;Alle misdrijven;20 000-<50 000 inwoners;2007;318919;6707;68224;21.4;89976;77824;12152;1892;3270;512
70;Alle misdrijven;<20 000 inwoners;1994;212502;5710;39011;18.4;36807;33271;3536;989;1769;192
71;Alle misdrijven;<20 000 inwoners;1995;196832;5313;31636;16.1;36612;33036;3576;988;1764;195
72;Alle misdrijven;<20 000 inwoners;1996;193994;5297;33363;17.2;38991;35031;3960;1065;1892;219
73;Alle misdrijven;<20 000 inwoners;1997;172984;5293;28167;16.3;37004;33419;3585;1132;2024;222
74;Alle misdrijven;<20 000 inwoners;1998;158023;5177;27113;17.2;35735;32596;3139;1171;2114;208
75;Alle misdrijven;<20 000 inwoners;1999;160234;5439;25625;16.0;35264;32072;3192;1197;2156;219
76;Alle misdrijven;<20 000 inwoners;2000;157221;5322;25614;16.3;34078;31046;3032;1154;2082;207
77;Alle misdrijven;<20 000 inwoners;2001;147446;5666;25510;17.3;32042;29068;2974;1231;2212;231
78;Alle misdrijven;<20 000 inwoners;2002;144612;5876;25935;17.9;33559;30325;3234;1364;2440;265
79;Alle misdrijven;<20 000 inwoners;2003;141357;5832;28226;20.0;35796;32167;3629;1477;2628;303
80;Alle misdrijven;<20 000 inwoners;2004;136720;5591;29032;21.2;37378;33574;3804;1529;2719;314
81;Alle misdrijven;<20 000 inwoners;2005;126820;5919;26496;20.9;34581;31035;3546;1614;2868;334
82;Alle misdrijven;<20 000 inwoners;2006;112853;5787;24803;22.0;33264;29709;3555;1706;3019;368
83;Alle misdrijven;<20 000 inwoners;2007;113527;5813;24937;22.0;33875;29968;3907;1734;3040;404
84;Wetboek van Strafrecht totaal;Alle gemeenten;1994;1206128;9563;186654;15.5;193615;167628;25987;1535;2666;411
85;Wetboek van Strafrecht totaal;Alle gemeenten;1995;1126659;8900;159718;14.2;195294;168455;26839;1543;2668;423
86;Wetboek van Strafrecht totaal;Alle gemeenten;1996;1076074;8471;151213;14.1;198585;171898;26687;1563;2713;419
87;Wetboek van Strafrecht totaal;Alle gemeenten;1997;1104760;8662;143845;13.0;201125;173708;27417;1577;2731;429
88;Wetboek van Strafrecht totaal;Alle gemeenten;1998;1104343;8613;147366;13.3;205058;179079;25979;1599;2800;404
89;Wetboek van Strafrecht totaal;Alle gemeenten;1999;1159539;8983;146945;12.7;206437;180254;26183;1599;2800;405
90;Wetboek van Strafrecht totaal;Alle gemeenten;2000;1183623;9111;142410;12.0;207035;180989;26046;1594;2793;400
91;Wetboek van Strafrecht totaal;Alle gemeenten;2001;1223521;9358;158545;13.0;210232;182542;27690;1608;2797;423
92;Wetboek van Strafrecht totaal;Alle gemeenten;2002;1238590;9413;173017;14.0;229872;198819;31053;1747;3025;471
93;Wetboek van Strafrecht totaal;Alle gemeenten;2003;1189602;8988;184481;15.5;244494;211045;33449;1847;3192;505
94;Wetboek van Strafrecht totaal;Alle gemeenten;2004;1139473;8573;191690;16.8;255967;221247;34720;1926;3333;522
95;Wetboek van Strafrecht totaal;Alle gemeenten;2005;1076475;8073;181302;16.8;244177;208652;35525;1831;3134;532
96;Wetboek van Strafrecht totaal;Alle gemeenten;2006;1039192;7774;179301;17.3;249697;211413;38284;1868;3169;572
97;Wetboek van Strafrecht totaal;Alle gemeenten;2007;1031967;7703;176494;17.1;245946;206373;39573;1836;3086;590
98;Wetboek van Strafrecht totaal;250 000 en meer inwoners;1994;241174;16518;21375;8.9;38424;33332;5092;2632;4594;693
99;Wetboek van Strafrecht totaal;250 000 en meer inwoners;1995;226683;15602;26883;11.9;37525;32603;4922;2583;4518;673
100;Wetboek van Strafrecht totaal;250 000 en meer inwoners;1996;194637;13485;21556;11.1;35878;32425;3453;2486;4525;475
101;Wetboek van Strafrecht totaal;250 000 en meer inwoners;1997;210707;14662;24030;11.4;39424;33096;6328;2743;4649;873
102;Wetboek van Strafrecht totaal;250 000 en meer inwoners;1998;210334;14597;29012;13.8;40748;34393;6355;2828;4816;874
103;Wetboek van Strafrecht totaal;250 000 en meer inwoners;1999;234521;16180;33694;14.4;41539;35282;6257;2866;4912;856
104;Wetboek van Strafrecht totaal;250 000 en meer inwoners;2000;240184;16520;29096;12.1;45665;38994;6671;3141;5406;911
105;Wetboek van Strafrecht totaal;250 000 en meer inwoners;2001;303052;18110;38609;12.7;48056;40919;7137;2872;4937;845
106;Wetboek van Strafrecht totaal;250 000 en meer inwoners;2002;302307;17866;42881;14.2;54339;46345;7994;3211;5519;938
107;Wetboek van Strafrecht totaal;250 000 en meer inwoners;2003;279786;16435;45910;16.4;57512;49033;8479;3378;5806;988
108;Wetboek van Strafrecht totaal;250 000 en meer inwoners;2004;253982;14819;47636;18.8;60009;51224;8785;3501;6026;1017
109;Wetboek van Strafrecht totaal;250 000 en meer inwoners;2005;233687;13566;44786;19.2;55585;47336;8249;3227;5542;950
110;Wetboek van Strafrecht totaal;250 000 en meer inwoners;2006;225662;13080;41661;18.5;54618;46215;8403;3166;5407;965
111;Wetboek van Strafrecht totaal;250 000 en meer inwoners;2007;220662;12777;41583;18.8;53181;44509;8672;3079;5209;994
112;Wetboek van Strafrecht totaal;100 000-<250 000 inwoners;1994;297805;14746;45701;15.3;39217;33412;5805;1942;3364;566
113;Wetboek van Strafrecht totaal;100 000-<250 000 inwoners;1995;288041;13159;40281;14.0;48490;41406;7084;2215;3843;637
114;Wetboek van Strafrecht totaal;100 000-<250 000 inwoners;1996;285990;12418;41631;14.6;52699;44830;7869;2288;3951;674
115;Wetboek van Strafrecht totaal;100 000-<250 000 inwoners;1997;295818;12157;38058;12.9;52321;45066;7255;2150;3755;588
116;Wetboek van Strafrecht totaal;100 000-<250 000 inwoners;1998;317446;12500;39427;12.4;54590;47528;7062;2150;3791;549
117;Wetboek van Strafrecht totaal;100 000-<250 000 inwoners;1999;332892;12959;38402;11.5;53670;46329;7341;2089;3650;565
118;Wetboek van Strafrecht totaal;100 000-<250 000 inwoners;2000;333806;12882;38768;11.6;53402;46546;6856;2061;3633;523
119;Wetboek van Strafrecht totaal;100 000-<250 000 inwoners;2001;294992;12215;37618;12.8;50014;43211;6803;2071;3608;559
120;Wetboek van Strafrecht totaal;100 000-<250 000 inwoners;2002;300889;12338;42268;14.0;55283;47418;7865;2267;3917;641
121;Wetboek van Strafrecht totaal;100 000-<250 000 inwoners;2003;290435;11801;43546;15.0;56966;48746;8220;2315;3989;663
122;Wetboek van Strafrecht totaal;100 000-<250 000 inwoners;2004;272272;10967;44625;16.4;59214;50556;8658;2385;4102;693
123;Wetboek van Strafrecht totaal;100 000-<250 000 inwoners;2005;256637;10273;42367;16.5;56339;46938;9401;2255;3787;747
124;Wetboek van Strafrecht totaal;100 000-<250 000 inwoners;2006;247250;9837;43482;17.6;59010;48387;10623;2348;3882;838
125;Wetboek van Strafrecht totaal;100 000-<250 000 inwoners;2007;246659;9756;43071;17.5;59533;48303;11230;2355;3850;882
126;Wetboek van Strafrecht totaal;50 000-<100 000 inwoners;1994;223618;10518;40256;18.0;38769;32840;5929;1824;3125;552
127;Wetboek van Strafrecht totaal;50 000-<100 000 inwoners;1995;189441;9586;30444;16.1;34551;29200;5351;1748;2983;537
128;Wetboek van Strafrecht totaal;50 000-<100 000 inwoners;1996;177770;9331;26718;15.0;32457;27171;5286;1704;2878;550
129;Wetboek van Strafrecht totaal;50 000-<100 000 inwoners;1997;184671;9752;26947;14.6;34195;29106;5089;1806;3098;533
130;Wetboek van Strafrecht totaal;50 000-<100 000 inwoners;1998;179819;9610;26433;14.7;34451;29656;4795;1841;3193;509
131;Wetboek van Strafrecht totaal;50 000-<100 000 inwoners;1999;186932;9667;25171;13.5;36778;31925;4853;1902;3329;498
132;Wetboek van Strafrecht totaal;50 000-<100 000 inwoners;2000;193011;9910;24869;12.9;35048;30257;4791;1800;3132;488
133;Wetboek van Strafrecht totaal;50 000-<100 000 inwoners;2001;207141;9816;28156;13.6;37838;32480;5358;1793;3100;504
134;Wetboek van Strafrecht totaal;50 000-<100 000 inwoners;2002;214134;9771;30025;14.0;39478;33646;5832;1801;3090;529
135;Wetboek van Strafrecht totaal;50 000-<100 000 inwoners;2003;217807;9552;33980;15.6;44185;37812;6373;1938;3333;556
136;Wetboek van Strafrecht totaal;50 000-<100 000 inwoners;2004;214033;9205;35714;16.7;47191;40471;6720;2030;3499;575
137;Wetboek van Strafrecht totaal;50 000-<100 000 inwoners;2005;202660;8495;34777;17.2;46149;38974;7175;1935;3283;599
138;Wetboek van Strafrecht totaal;50 000-<100 000 inwoners;2006;199442;8199;35386;17.7;48339;40488;7851;1987;3345;643
139;Wetboek van Strafrecht totaal;50 000-<100 000 inwoners;2007;198538;8157;34516;17.4;47888;40061;7827;1968;3306;641
140;Wetboek van Strafrecht totaal;20 000-<50 000 inwoners;1994;243932;7428;45689;18.7;44438;38697;5741;1353;2365;348
141;Wetboek van Strafrecht totaal;20 000-<50 000 inwoners;1995;236665;7095;36324;15.3;43036;37126;5910;1290;2233;353
142;Wetboek van Strafrecht totaal;20 000-<50 000 inwoners;1996;237031;6994;35163;14.8;44796;38468;6328;1322;2276;372
143;Wetboek van Strafrecht totaal;20 000-<50 000 inwoners;1997;253746;6816;34327;13.5;46583;40627;5956;1251;2186;319
144;Wetboek van Strafrecht totaal;20 000-<50 000 inwoners;1998;255705;6526;34190;13.4;48798;43326;5472;1245;2214;279
145;Wetboek van Strafrecht totaal;20 000-<50 000 inwoners;1999;263949;6582;32727;12.4;48874;43489;5385;1219;2170;268
146;Wetboek van Strafrecht totaal;20 000-<50 000 inwoners;2000;274601;6790;33349;12.1;48907;43464;5443;1209;2150;269
147;Wetboek van Strafrecht totaal;20 000-<50 000 inwoners;2001;282310;6606;36306;12.9;50901;45030;5871;1191;2107;275
148;Wetboek van Strafrecht totaal;20 000-<50 000 inwoners;2002;286727;6553;38336;13.4;53716;47475;6241;1228;2168;285
149;Wetboek van Strafrecht totaal;20 000-<50 000 inwoners;2003;273144;6254;40787;14.9;58278;51072;7206;1334;2336;330
150;Wetboek van Strafrecht totaal;20 000-<50 000 inwoners;2004;276071;6385;43248;15.7;61028;53686;7342;1411;2482;340
151;Wetboek van Strafrecht totaal;20 000-<50 000 inwoners;2005;271936;5931;43101;15.8;62269;54005;8264;1358;2354;361
152;Wetboek van Strafrecht totaal;20 000-<50 000 inwoners;2006;267799;5643;43528;16.3;64536;55648;8888;1360;2342;375
153;Wetboek van Strafrecht totaal;20 000-<50 000 inwoners;2007;266948;5614;42218;15.8;61918;52912;9006;1302;2223;379
154;Wetboek van Strafrecht totaal;<20 000 inwoners;1994;189395;5089;29739;15.7;28731;25859;2872;772;1375;156
155;Wetboek van Strafrecht totaal;<20 000 inwoners;1995;176595;4767;22161;12.5;27834;25016;2818;751;1336;154
156;Wetboek van Strafrecht totaal;<20 000 inwoners;1996;172155;4700;22737;13.2;29071;25993;3078;794;1404;170
157;Wetboek van Strafrecht totaal;<20 000 inwoners;1997;152404;4663;19073;12.5;27042;24318;2724;827;1473;168
158;Wetboek van Strafrecht totaal;<20 000 inwoners;1998;136205;4462;16943;12.4;24963;22696;2267;818;1472;150
159;Wetboek van Strafrecht totaal;<20 000 inwoners;1999;136989;4650;15675;11.4;24197;21898;2299;821;1472;158
160;Wetboek van Strafrecht totaal;<20 000 inwoners;2000;134168;4542;15320;11.4;22678;20534;2144;768;1377;147
161;Wetboek van Strafrecht totaal;<20 000 inwoners;2001;125413;4820;14969;11.9;20687;18621;2066;795;1417;160
162;Wetboek van Strafrecht totaal;<20 000 inwoners;2002;123091;5002;15316;12.4;22340;20060;2280;908;1614;187
163;Wetboek van Strafrecht totaal;<20 000 inwoners;2003;118379;4884;16269;13.7;23196;20801;2395;957;1699;200
164;Wetboek van Strafrecht totaal;<20 000 inwoners;2004;114288;4674;17110;15.0;24806;22296;2510;1014;1806;207
165;Wetboek van Strafrecht totaal;<20 000 inwoners;2005;105845;4940;15295;14.5;22557;20230;2327;1053;1870;219
166;Wetboek van Strafrecht totaal;<20 000 inwoners;2006;93712;4805;14379;15.3;22082;19684;2398;1132;2000;248
167;Wetboek van Strafrecht totaal;<20 000 inwoners;2007;93856;4805;14285;15.2;22449;19729;2720;1149;2002;281
168;Geweldsmisdrijven;Alle gemeenten;1994;67077;532;29842;44.5;34823;32152;2671;276;511;42
169;Geweldsmisdrijven;Alle gemeenten;1995;65284;516;28855;44.2;38581;35399;3182;305;561;50
170;Geweldsmisdrijven;Alle gemeenten;1996;67479;531;29963;44.4;40933;37413;3520;322;590;55
171;Geweldsmisdrijven;Alle gemeenten;1997;74691;586;33131;44.4;45354;41656;3698;356;655;58
172;Geweldsmisdrijven;Alle gemeenten;1998;76787;599;35189;45.8;46620;42965;3655;364;672;57
173;Geweldsmisdrijven;Alle gemeenten;1999;87132;675;38821;44.6;51716;47441;4275;401;737;66
174;Geweldsmisdrijven;Alle gemeenten;2000;91738;706;39554;43.1;53899;49528;4371;415;764;67
175;Geweldsmisdrijven;Alle gemeenten;2001;101320;775;45178;44.6;56811;51812;4999;435;794;76
176;Geweldsmisdrijven;Alle gemeenten;2002;104336;793;50016;47.9;61481;55786;5695;467;849;86
177;Geweldsmisdrijven;Alle gemeenten;2003;106410;804;55892;52.5;66655;60327;6328;504;913;96
178;Geweldsmisdrijven;Alle gemeenten;2004;109887;827;62587;57.0;75255;67584;7671;566;1018;115
179;Geweldsmisdrijven;Alle gemeenten;2005;110509;829;65072;58.9;78275;69654;8621;587;1046;129
180;Geweldsmisdrijven;Alle gemeenten;2006;109154;817;65231;59.8;80529;71158;9371;602;1067;140
181;Geweldsmisdrijven;Alle gemeenten;2007;111888;835;66323;59.3;83362;73330;10032;622;1097;149
182;Geweldsmisdrijven;250 000 en meer inwoners;1994;16558;1134;3731;22.5;6875;6369;506;471;878;69
183;Geweldsmisdrijven;250 000 en meer inwoners;1995;16595;1142;4837;29.1;7055;6509;546;486;902;75
184;Geweldsmisdrijven;250 000 en meer inwoners;1996;16518;1144;4495;27.2;7304;6728;576;506;939;79
185;Geweldsmisdrijven;250 000 en meer inwoners;1997;17373;1209;5189;29.9;8125;7448;677;565;1046;93
186;Geweldsmisdrijven;250 000 en meer inwoners;1998;18046;1252;6701;37.1;8933;8200;733;620;1148;101
187;Geweldsmisdrijven;250 000 en meer inwoners;1999;21887;1510;8674;39.6;9580;8868;712;661;1235;97
188;Geweldsmisdrijven;250 000 en meer inwoners;2000;23058;1586;7954;34.5;10958;10103;855;754;1401;117
189;Geweldsmisdrijven;250 000 en meer inwoners;2001;28992;1733;10353;35.7;11594;10681;913;693;1289;108
190;Geweldsmisdrijven;250 000 en meer inwoners;2002;28637;1692;12141;42.4;13747;12527;1220;812;1492;143
191;Geweldsmisdrijven;250 000 en meer inwoners;2003;28072;1649;13752;49.0;15356;14040;1316;902;1662;153
192;Geweldsmisdrijven;250 000 en meer inwoners;2004;27897;1628;15543;55.7;17480;15884;1596;1020;1868;185
193;Geweldsmisdrijven;250 000 en meer inwoners;2005;27202;1579;15773;58.0;17274;15622;1652;1003;1829;190
194;Geweldsmisdrijven;250 000 en meer inwoners;2006;26128;1514;14439;55.3;16750;14953;1797;971;1749;206
195;Geweldsmisdrijven;250 000 en meer inwoners;2007;26217;1518;14804;56.5;17140;15296;1844;992;1790;211
196;Geweldsmisdrijven;100 000-<250 000 inwoners;1994;18526;917;7583;40.9;7359;6788;571;364;683;56
197;Geweldsmisdrijven;100 000-<250 000 inwoners;1995;17190;785;7367;42.9;9677;8881;796;442;824;72
198;Geweldsmisdrijven;100 000-<250 000 inwoners;1996;17563;763;8151;46.4;10937;9958;979;475;878;84
199;Geweldsmisdrijven;100 000-<250 000 inwoners;1997;19370;796;8409;43.4;11663;10801;862;479;900;70
200;Geweldsmisdrijven;100 000-<250 000 inwoners;1998;20807;819;8975;43.1;11977;11025;952;472;879;74
201;Geweldsmisdrijven;100 000-<250 000 inwoners;1999;23619;919;9898;41.9;13601;12397;1204;529;977;93
202;Geweldsmisdrijven;100 000-<250 000 inwoners;2000;25174;972;10373;41.2;14148;12926;1222;546;1009;93
203;Geweldsmisdrijven;100 000-<250 000 inwoners;2001;23922;991;10568;44.2;13844;12529;1315;573;1046;108
204;Geweldsmisdrijven;100 000-<250 000 inwoners;2002;25473;1045;11899;46.7;15191;13691;1500;623;1131;122
205;Geweldsmisdrijven;100 000-<250 000 inwoners;2003;26344;1070;13190;50.1;16240;14570;1670;660;1192;135
206;Geweldsmisdrijven;100 000-<250 000 inwoners;2004;26383;1063;14147;53.6;17614;15787;1827;709;1281;146
207;Geweldsmisdrijven;100 000-<250 000 inwoners;2005;26450;1059;14664;55.4;18317;16162;2155;733;1304;171
208;Geweldsmisdrijven;100 000-<250 000 inwoners;2006;26294;1046;15306;58.2;19108;16745;2363;760;1343;187
209;Geweldsmisdrijven;100 000-<250 000 inwoners;2007;27205;1076;15359;56.5;19639;17123;2516;777;1365;198
210;Geweldsmisdrijven;50 000-<100 000 inwoners;1994;11542;543;6425;55.7;7134;6505;629;336;619;59
211;Geweldsmisdrijven;50 000-<100 000 inwoners;1995;11265;570;5357;47.6;7077;6463;614;358;660;62
212;Geweldsmisdrijven;50 000-<100 000 inwoners;1996;11469;602;5422;47.3;7143;6460;683;375;684;71
213;Geweldsmisdrijven;50 000-<100 000 inwoners;1997;13245;699;6514;49.2;8378;7576;802;442;806;84
214;Geweldsmisdrijven;50 000-<100 000 inwoners;1998;12765;682;6080;47.6;7867;7127;740;420;767;79
215;Geweldsmisdrijven;50 000-<100 000 inwoners;1999;14165;733;6343;44.8;9321;8474;847;482;884;87
216;Geweldsmisdrijven;50 000-<100 000 inwoners;2000;14829;761;6807;45.9;9340;8506;834;480;881;85
217;Geweldsmisdrijven;50 000-<100 000 inwoners;2001;16847;798;7885;46.8;10134;9115;1019;480;870;96
218;Geweldsmisdrijven;50 000-<100 000 inwoners;2002;17563;801;8922;50.8;11072;9951;1121;505;914;102
219;Geweldsmisdrijven;50 000-<100 000 inwoners;2003;18832;826;10579;56.2;12647;11398;1249;555;1005;109
220;Geweldsmisdrijven;50 000-<100 000 inwoners;2004;20746;892;12186;58.7;14591;12900;1691;628;1115;145
221;Geweldsmisdrijven;50 000-<100 000 inwoners;2005;21464;900;13091;61.0;15956;13998;1958;669;1179;163
222;Geweldsmisdrijven;50 000-<100 000 inwoners;2006;21635;889;13266;61.3;16322;14272;2050;671;1179;168
223;Geweldsmisdrijven;50 000-<100 000 inwoners;2007;21832;897;13415;61.4;16864;14633;2231;693;1207;183
224;Geweldsmisdrijven;20 000-<50 000 inwoners;1994;10952;334;6766;61.8;7413;6825;588;226;417;36
225;Geweldsmisdrijven;20 000-<50 000 inwoners;1995;11476;344;6428;56.0;8370;7603;767;251;457;46
226;Geweldsmisdrijven;20 000-<50 000 inwoners;1996;12627;373;6755;53.5;8996;8181;815;265;484;48
227;Geweldsmisdrijven;20 000-<50 000 inwoners;1997;15193;408;7904;52.0;10301;9414;887;277;507;48
228;Geweldsmisdrijven;20 000-<50 000 inwoners;1998;16232;414;8560;52.7;11179;10369;810;285;530;41
229;Geweldsmisdrijven;20 000-<50 000 inwoners;1999;17927;447;8999;50.2;12520;11486;1034;312;573;52
230;Geweldsmisdrijven;20 000-<50 000 inwoners;2000;18882;467;9380;49.7;12630;11607;1023;312;574;51
231;Geweldsmisdrijven;20 000-<50 000 inwoners;2001;21726;508;11181;51.5;14633;13363;1270;342;625;59
