ID;Opdrachtgever;Eigendomsvorm;RegioS;Perioden;NieuwTeBouwenWoningen_1
394;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1996 1e kwartaal;2542
395;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1996 april;709
396;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1996 mei;962
397;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1996 juni;813
398;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1996 2e kwartaal;2484
399;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1996 juli;1104
400;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1996 augustus;1163
401;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1996 september;829
402;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1996 3e kwartaal;3096
403;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1996 oktober;782
404;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1996 november;1063
405;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1996 december;797
406;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1996 4e kwartaal;2642
407;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1996;10764
408;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1997 januari;519
409;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1997 februari;492
410;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1997 maart;901
411;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1997 1e kwartaal;1912
412;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1997 april;773
413;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1997 mei;753
414;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1997 juni;904
415;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1997 2e kwartaal;2430
416;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1997 juli;642
417;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1997 augustus;619
418;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1997 september;1135
419;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1997 3e kwartaal;2396
420;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1997 oktober;871
421;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1997 november;753
422;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1997 december;1209
423;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1997 4e kwartaal;2833
424;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1997;9571
425;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1998 januari;618
426;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1998 februari;749
427;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1998 maart;755
428;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1998 1e kwartaal;2122
429;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1998 april;515
430;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1998 mei;641
431;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1998 juni;622
432;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1998 2e kwartaal;1778
433;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1998 juli;647
434;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1998 augustus;632
435;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1998 september;1088
436;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1998 3e kwartaal;2367
437;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1998 oktober;512
438;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1998 november;673
439;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1998 december;789
440;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1998 4e kwartaal;1974
441;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1998;8241
442;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1999 januari;570
443;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1999 februari;443
444;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1999 maart;605
445;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1999 1e kwartaal;1618
446;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1999 april;475
447;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1999 mei;359
448;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1999 juni;763
449;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1999 2e kwartaal;1597
450;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1999 juli;674
451;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1999 augustus;482
452;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1999 september;927
453;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1999 3e kwartaal;2083
454;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1999 oktober;838
455;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1999 november;756
456;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1999 december;1342
457;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1999 4e kwartaal;2936
458;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);1999;8234
459;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2000 januari;496
460;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2000 februari;596
461;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2000 maart;877
462;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2000 1e kwartaal;1969
463;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2000 april;571
464;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2000 mei;531
465;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2000 juni;563
466;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2000 2e kwartaal;1665
467;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2000 juli;642
468;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2000 augustus;704
469;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2000 september;609
470;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2000 3e kwartaal;1955
471;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2000 oktober;704
472;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2000 november;433
473;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2000 december;551
474;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2000 4e kwartaal;1688
475;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2000;7277
476;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2001 januari;752
477;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2001 februari;706
478;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2001 maart;465
479;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2001 1e kwartaal;1923
480;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2001 april;674
481;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2001 mei;901
482;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2001 juni;589
483;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2001 2e kwartaal;2164
484;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2001 juli;899
485;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2001 augustus;571
486;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2001 september;732
487;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2001 3e kwartaal;2202
488;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2001 oktober;907
489;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2001 november;508
490;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2001 december;672
491;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2001 4e kwartaal;2087
492;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2001;8376
493;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2002 januari;333
494;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2002 februari;318
495;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2002 maart;434
496;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2002 1e kwartaal;1085
497;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2002 april;379
498;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2002 mei;443
499;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2002 juni;475
500;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2002 2e kwartaal;1297
501;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2002 juli;428
502;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2002 augustus;578
503;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2002 september;419
504;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2002 3e kwartaal;1425
505;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2002 oktober;732
506;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2002 november;904
507;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2002 december;839
508;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2002 4e kwartaal;2475
509;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2002;6282
510;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2003 januari;516
511;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2003 februari;407
512;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2003 maart;897
513;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2003 1e kwartaal;1820
514;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2003 april;744
515;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2003 mei;285
516;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2003 juni;812
517;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2003 2e kwartaal;1841
518;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2003 juli;516
519;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2003 augustus;328
520;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2003 september;253
521;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2003 3e kwartaal;1097
522;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2003 oktober;279
523;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2003 november;371
524;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2003 december;854
525;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2003 4e kwartaal;1504
526;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2003;6262
527;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2004 januari;237
528;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2004 februari;412
529;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2004 maart;625
530;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2004 1e kwartaal;1274
531;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2004 april;499
532;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2004 mei;419
533;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2004 juni;442
534;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2004 2e kwartaal;1360
535;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2004 juli;763
536;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2004 augustus;411
537;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2004 september;1050
538;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2004 3e kwartaal;2224
539;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2004 oktober;611
540;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2004 november;668
541;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2004 december;1278
542;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2004 4e kwartaal;2557
543;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2004;7415
544;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2005 januari;363
545;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2005 februari;499
546;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2005 maart;466
547;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2005 1e kwartaal;1328
548;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2005 april;777
549;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2005 mei;610
550;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2005 juni;759
551;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2005 2e kwartaal;2146
552;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2005 juli;497
553;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2005 augustus;603
554;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2005 september;903
555;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2005 3e kwartaal;2003
556;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2005 oktober;973
557;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2005 november;791
558;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2005 december;1411
559;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2005 4e kwartaal;3175
560;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2005;8652
561;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2006 januari;710
562;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2006 februari;528
563;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2006 maart;1141
564;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2006 1e kwartaal;2379
565;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2006 april;810
566;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2006 mei;880
567;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2006 juni;1234
568;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2006 2e kwartaal;2924
569;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2006 juli;415
570;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2006 augustus;386
571;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2006 september;1619
572;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2006 3e kwartaal;2420
573;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2006 oktober;466
574;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2006 november;892
575;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2006 december;1388
576;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2006 4e kwartaal;2746
577;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2006;10469
578;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2007 januari;438
579;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2007 februari;481
580;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2007 maart;1027
581;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2007 1e kwartaal;1946
582;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2007 april;465
583;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2007 mei;603
584;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2007 juni;693
585;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2007 2e kwartaal;1761
586;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2007 juli;694
587;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2007 augustus;512
588;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2007 september;504
589;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2007 3e kwartaal;1710
590;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2007 oktober;528
591;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2007 november;928
592;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2007 december;846
593;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2007 4e kwartaal;2302
594;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2007;7719
595;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2008 januari;607
596;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2008 februari;298
597;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2008 maart;979
598;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2008 1e kwartaal;1884
599;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2008 april;451
600;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2008 mei;384
601;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2008 juni;525
602;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2008 2e kwartaal;1360
603;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2008 juli;222
604;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2008 augustus;498
605;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2008 september;979
606;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2008 3e kwartaal;1699
607;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2008 oktober;738
608;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2008 november;839
609;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2008 december;868
610;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2008 4e kwartaal;2445
611;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2008;7388
612;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2009 januari;297
613;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2009 februari;299
614;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2009 maart;358
615;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2009 1e kwartaal;954
616;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2009 april;312
617;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2009 mei;386
618;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2009 juni;265
619;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2009 2e kwartaal;963
620;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2009 juli;651
621;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2009 augustus;203
622;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2009 september;589
623;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2009 3e kwartaal;1443
624;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2009 oktober;567
625;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2009 november;343
626;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2009 december;904
627;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2009 4e kwartaal;1814
628;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2009;5174
629;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2010 januari;451
630;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2010 februari;254
631;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2010 maart;193
632;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2010 1e kwartaal;898
633;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2010 april;555
634;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2010 mei;163
635;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2010 juni;299
636;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2010 2e kwartaal;1017
637;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2010 juli;153
638;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2010 augustus;165
639;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2010 september;407
640;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2010 3e kwartaal;725
641;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2010 oktober;209
642;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2010 november;898
643;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2010 december;551
644;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2010 4e kwartaal;1658
645;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2010;4298
646;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2011 januari;466
647;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2011 februari;469
648;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2011 maart;381
649;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2011 1e kwartaal;1316
650;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2011 april;441
651;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2011 mei;383
652;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2011 juni;168
653;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2011 2e kwartaal;992
654;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2011 juli;168
655;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2011 augustus;163
656;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2011 september;223
657;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2011 3e kwartaal;554
658;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2011 oktober;522
659;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2011 november;1119
660;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2011 december;591
661;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2011 4e kwartaal;2232
662;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2011;5094
663;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2012 januari;134
664;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2012 februari;206
665;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2012 maart;137
666;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2012 1e kwartaal;477
667;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2012 april;114
668;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2012 mei;285
669;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2012 juni;539
670;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2012 2e kwartaal;938
671;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2012 juli;674
672;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2012 augustus;170
673;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2012 september;334
674;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2012 3e kwartaal;1178
675;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2012 oktober;269
676;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2012 november;186
677;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2012 december;89
678;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2012 4e kwartaal;544
679;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2012;3137
680;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2013 januari;150
681;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2013 februari;75
682;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2013 maart;233
683;Totaal opdrachtgevers;Totaal;Noord-Nederland (LD);2013 1e kwartaal;458
