ID;Geslacht;Leeftijd;RegioS;Perioden;TotaalAantalWWBUitkeringen_1;Alleenstaande_2;AlleenstaandeOuder_3;EchtPaar_4;DuurKorterDanEenJaar_5;DuurVanEenJaarOfLanger_6
24;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2000 januari;377680.0;209460.0;98900.0;67250.0;76090.0;301590.0
25;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2000 februari;375450.0;208100.0;98620.0;66750.0;75580.0;299870.0
26;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2000 maart;372730.0;206340.0;98330.0;66090.0;74330.0;298400.0
27;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2000 april;369770.0;204420.0;97920.0;65490.0;73320.0;296450.0
28;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2000 mei;367290.0;202650.0;97830.0;64890.0;72310.0;294980.0
29;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2000 juni;364320.0;200610.0;97540.0;64290.0;70320.0;294000.0
30;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2000 juli;363260.0;199990.0;97450.0;63960.0;70870.0;292390.0
31;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2000 augustus;361050.0;198660.0;97280.0;63350.0;69880.0;291170.0
32;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2000 september;358880.0;197270.0;96860.0;62980.0;69170.0;289700.0
33;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2000 oktober;356540.0;196010.0;96310.0;62500.0;68640.0;287910.0
34;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2000 november;354130.0;194560.0;95790.0;62110.0;68240.0;285890.0
35;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2000 december;353640.0;194400.0;95590.0;61990.0;67870.0;285780.0
36;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2001 januari;352430.0;194250.0;94960.0;61520.0;68530.0;283900.0
37;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2001 februari;351200.0;193640.0;94760.0;61190.0;68130.0;283080.0
38;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2001 maart;349900.0;192950.0;94610.0;60710.0;67950.0;281960.0
39;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2001 april;348610.0;192160.0;94430.0;60420.0;67510.0;281090.0
40;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2001 mei;347270.0;191370.0;94310.0;60080.0;66920.0;280350.0
41;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2001 juni;345410.0;190110.0;94210.0;59730.0;65920.0;279490.0
42;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2001 juli;344500.0;189570.0;94120.0;59480.0;66030.0;278470.0
43;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2001 augustus;343430.0;188930.0;94010.0;59150.0;65670.0;277760.0
44;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2001 september;342540.0;188430.0;93710.0;59070.0;65950.0;276590.0
45;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2001 oktober;342480.0;188770.0;93280.0;59150.0;66860.0;275620.0
46;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2001 november;341950.0;188660.0;92890.0;59160.0;67360.0;274600.0
47;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2001 december;342250.0;189120.0;92610.0;59300.0;67430.0;274830.0
48;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2002 januari;341960.0;189560.0;92250.0;58990.0;68270.0;273690.0
49;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2002 februari;341290.0;189360.0;91990.0;58830.0;68660.0;272630.0
50;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2002 maart;341020.0;189380.0;91910.0;58700.0;68860.0;272150.0
51;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2002 april;340280.0;189080.0;91800.0;58380.0;69180.0;271100.0
52;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2002 mei;339780.0;188740.0;91820.0;58200.0;69090.0;270690.0
53;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2002 juni;338890.0;188130.0;91800.0;57970.0;68250.0;270640.0
54;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2002 juli;338730.0;188270.0;91760.0;57690.0;68950.0;269780.0
55;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2002 augustus;338420.0;188020.0;91840.0;57560.0;69030.0;269400.0
56;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2002 september;338320.0;188000.0;91760.0;57550.0;69170.0;269150.0
57;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2002 oktober;338880.0;188700.0;91440.0;57770.0;70020.0;268860.0
58;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2002 november;339770.0;189410.0;91380.0;58010.0;71270.0;268500.0
59;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2002 december;341490.0;190680.0;91480.0;58330.0;72300.0;269190.0
60;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2003 januari;343310.0;192290.0;91630.0;58530.0;74160.0;269140.0
61;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2003 februari;344790.0;193580.0;91700.0;58650.0;75570.0;269220.0
62;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2003 maart;346700.0;195130.0;91910.0;58790.0;77030.0;269670.0
63;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2003 april;347660.0;195720.0;92270.0;58800.0;77820.0;269840.0
64;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2003 mei;348820.0;196560.0;92590.0;58810.0;78620.0;270200.0
65;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2003 juni;349360.0;196770.0;92860.0;58870.0;78140.0;271220.0
66;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2003 juli;350560.0;197690.0;93020.0;59010.0;79260.0;271300.0
67;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2003 augustus;351280.0;197970.0;93390.0;59090.0;79430.0;271850.0
68;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2003 september;352770.0;198900.0;93560.0;59470.0;80130.0;272650.0
69;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2003 oktober;354980.0;200470.0;93710.0;59960.0;81600.0;273380.0
70;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2003 november;356450.0;201480.0;93840.0;60300.0;82630.0;273810.0
71;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2003 december;358690.0;203150.0;94060.0;60650.0;83550.0;275140.0
72;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2004 januari;359910.0;204420.0;93920.0;60770.0;83820.0;276090.0
73;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2004 februari;361170.0;205490.0;94000.0;60870.0;84420.0;276750.0
74;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2004 maart;362310.0;206290.0;94150.0;61050.0;84380.0;277930.0
75;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2004 april;362990.0;206900.0;94180.0;61090.0;84200.0;278800.0
76;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2004 mei;362620.0;206640.0;94160.0;61010.0;83210.0;279410.0
77;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2004 juni;361690.0;205940.0;94230.0;60710.0;80940.0;280740.0
78;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2004 juli;360920.0;205530.0;94090.0;60510.0;80310.0;280620.0
79;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2004 augustus;359920.0;205020.0;94010.0;60070.0;78810.0;281110.0
80;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2004 september;359620.0;204950.0;93530.0;60270.0;78250.0;281370.0
81;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2004 oktober;360110.0;205610.0;93200.0;60380.0;77660.0;282460.0
82;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2004 november;361730.0;206960.0;93070.0;60810.0;78830.0;282900.0
83;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2004 december;362950.0;207980.0;92870.0;61170.0;79380.0;283560.0
84;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2005 januari;365030.0;209500.0;92770.0;61750.0;79640.0;285390.0
85;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2005 februari;366350.0;210470.0;92870.0;61960.0;79290.0;287060.0
86;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2005 maart;366440.0;210660.0;92770.0;61970.0;78090.0;288350.0
87;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2005 april;365210.0;209970.0;92440.0;61770.0;76310.0;288900.0
88;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2005 mei;364540.0;209480.0;92310.0;61720.0;75480.0;289060.0
89;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2005 juni;362900.0;208560.0;91800.0;61490.0;74090.0;288820.0
90;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2005 juli;362400.0;208310.0;91790.0;61250.0;74670.0;287720.0
91;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2005 augustus;359900.0;206890.0;91070.0;60910.0;72170.0;287730.0
92;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2005 september;357700.0;205270.0;90590.0;60810.0;69740.0;287960.0
93;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2005 oktober;356230.0;204440.0;90020.0;60680.0;68990.0;287240.0
94;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2005 november;355210.0;203820.0;89620.0;60640.0;68150.0;287060.0
95;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2005 december;355010.0;203860.0;89320.0;60690.0;69010.0;286000.0
96;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2006 januari;353780.0;203170.0;88910.0;61110.0;68400.0;285380.0
97;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2006 februari;352780.0;202850.0;88490.0;60950.0;68050.0;284730.0
98;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2006 maart;352630.0;203130.0;88180.0;60670.0;68610.0;284020.0
99;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2006 april;351560.0;202640.0;87960.0;60350.0;68130.0;283430.0
100;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2006 mei;350050.0;201820.0;87630.0;60020.0;67620.0;282430.0
101;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2006 juni;348290.0;200640.0;87360.0;59700.0;66670.0;281620.0
102;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2006 juli;345760.0;199300.0;86980.0;58890.0;65910.0;279850.0
103;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2006 augustus;342650.0;197560.0;86350.0;58140.0;63600.0;279050.0
104;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2006 september;338130.0;194760.0;85350.0;57390.0;61040.0;277090.0
105;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2006 oktober;334540.0;192630.0;84180.0;57070.0;59050.0;275490.0
106;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2006 november;331670.0;190950.0;83400.0;56660.0;57670.0;274000.0
107;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2006 december;329380.0;189820.0;82520.0;56380.0;56770.0;272620.0
108;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2007 januari;328040.0;189760.0;82030.0;55670.0;56320.0;271720.0
109;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2007 februari;326740.0;189190.0;81530.0;55470.0;56070.0;270670.0
110;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2007 maart;325030.0;188480.0;80930.0;55070.0;55950.0;269080.0
111;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2007 april;323470.0;187910.0;80350.0;54680.0;55510.0;267950.0
112;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2007 mei;321550.0;187010.0;79800.0;54240.0;54590.0;266970.0
113;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2007 juni;318840.0;185460.0;79200.0;53640.0;53870.0;264970.0
114;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2007 juli;316370.0;184050.0;78640.0;53180.0;53300.0;263070.0
115;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2007 augustus;313660.0;182640.0;77930.0;52570.0;52040.0;261620.0
116;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2007 september;309800.0;180530.0;76760.0;52020.0;50560.0;259240.0
117;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2007 oktober;307250.0;179190.0;75740.0;51810.0;50000.0;257250.0
118;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2007 november;305800.0;178560.0;75000.0;51730.0;50760.0;255040.0
119;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2007 december;304710.0;178260.0;74380.0;51580.0;51110.0;253600.0
120;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2008 januari;303700.0;178120.0;73600.0;51400.0;51690.0;252020.0
121;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2008 februari;303330.0;178060.0;73260.0;51400.0;52320.0;251010.0
122;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2008 maart;302510.0;178070.0;72570.0;51260.0;52770.0;249740.0
123;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2008 april;302310.0;178240.0;72290.0;51190.0;53990.0;248320.0
124;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2008 mei;301720.0;178160.0;71880.0;51070.0;54420.0;247300.0
125;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2008 juni;300660.0;177800.0;71480.0;50770.0;54420.0;246240.0
126;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2008 juli;299610.0;177380.0;71080.0;50530.0;54620.0;244990.0
127;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2008 augustus;297830.0;176500.0;70630.0;50030.0;53420.0;244400.0
128;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2008 september;295190.0;175160.0;69740.0;49660.0;52310.0;242880.0
129;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2008 oktober;293630.0;174420.0;69170.0;49430.0;51320.0;242310.0
130;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2008 november;292640.0;174190.0;68650.0;49200.0;51360.0;241280.0
131;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2008 december;292340.0;174340.0;68290.0;49090.0;51880.0;240460.0
132;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2009 januari;292560.0;175140.0;67720.0;49030.0;52030.0;240530.0
133;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2009 februari;294580.0;176780.0;67840.0;49310.0;53690.0;240880.0
134;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2009 maart;297280.0;179030.0;68000.0;49580.0;56170.0;241120.0
135;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2009 april;299810.0;181020.0;68300.0;49800.0;58540.0;241260.0
136;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2009 mei;301800.0;182500.0;68630.0;49970.0;60370.0;241430.0
137;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2009 juni;304700.0;184620.0;69090.0;50260.0;62420.0;242280.0
138;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2009 juli;307880.0;186970.0;69640.0;50510.0;65380.0;242500.0
139;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2009 augustus;309560.0;188230.0;69890.0;50610.0;66330.0;243230.0
140;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2009 september;310180.0;188710.0;69870.0;50820.0;66570.0;243610.0
141;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2009 oktober;311480.0;189610.0;70020.0;51070.0;67290.0;244190.0
142;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2009 november;312040.0;190020.0;69970.0;51270.0;66880.0;245160.0
143;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2009 december;312920.0;190530.0;70130.0;51490.0;66550.0;246370.0
144;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2010 januari;314040.0;191440.0;70220.0;51650.0;66020.0;248020.0
145;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2010 februari;315390.0;192410.0;70260.0;51950.0;65160.0;250230.0
146;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2010 maart;316800.0;193240.0;70420.0;52270.0;64550.0;252250.0
147;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2010 april;318160.0;194170.0;70560.0;52500.0;64620.0;253530.0
148;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2010 mei;318600.0;194660.0;70840.0;52510.0;63670.0;254940.0
149;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2010 juni;318780.0;194850.0;70840.0;52450.0;62320.0;256460.0
150;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2010 juli;305330.0;187470.0;66110.0;51080.0;60320.0;245010.0
151;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2010 augustus;306190.0;188230.0;66360.0;50910.0;59900.0;246290.0
152;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2010 september;306210.0;188280.0;66430.0;50790.0;59210.0;247000.0
153;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2010 oktober;307250.0;188950.0;66630.0;50940.0;59250.0;248010.0
154;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2010 november;308660.0;189900.0;66930.0;51230.0;59180.0;249470.0
155;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2010 december;310800.0;191330.0;67280.0;51580.0;59830.0;250970.0
156;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2011 januari;313050.0;193070.0;67520.0;51870.0;60540.0;252510.0
157;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2011 februari;315070.0;194360.0;67870.0;52250.0;60980.0;254090.0
158;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2011 maart;317170.0;195860.0;68170.0;52530.0;62060.0;255110.0
159;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2011 april;318670.0;196840.0;68520.0;52700.0;62610.0;256070.0
160;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2011 mei;319930.0;197720.0;68820.0;52790.0;63220.0;256720.0
161;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2011 juni;320590.0;198340.0;68900.0;52760.0;62670.0;257930.0
162;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2011 juli;321020.0;198480.0;69170.0;52740.0;62950.0;258070.0
163;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2011 augustus;320920.0;198550.0;69110.0;52490.0;61700.0;259220.0
164;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2011 september;320260.0;197940.0;68900.0;52420.0;60500.0;259770.0
165;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2011 oktober;321020.0;198300.0;68930.0;52590.0;60350.0;260670.0
166;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2011 november;322030.0;199030.0;69140.0;52660.0;60080.0;261950.0
167;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2011 december;322910.0;199700.0;69230.0;52780.0;59950.0;262960.0
168;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);1998 januari;49180.0;29890.0;10370.0;8800.0;14020.0;35160.0
169;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);1998 februari;48860.0;29620.0;10380.0;8740.0;13770.0;35090.0
170;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);1998 maart;47950.0;28960.0;10320.0;8550.0;13080.0;34870.0
171;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);1998 april;47160.0;28360.0;10330.0;8350.0;12530.0;34640.0
172;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);1998 mei;46320.0;27710.0;10310.0;8180.0;11950.0;34370.0
173;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);1998 juni;45680.0;27230.0;10270.0;8050.0;11390.0;34290.0
174;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);1998 juli;46070.0;27670.0;10250.0;8010.0;11760.0;34320.0
175;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);1998 augustus;45720.0;27440.0;10230.0;7950.0;11360.0;34360.0
176;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);1998 september;45570.0;27270.0;10160.0;7860.0;11400.0;34170.0
177;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);1998 oktober;45610.0;27190.0;10160.0;7860.0;11570.0;34040.0
178;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);1998 november;45480.0;27080.0;10140.0;7810.0;11660.0;33820.0
179;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);1998 december;44890.0;26780.0;10020.0;7630.0;11140.0;33750.0
180;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);1999 januari;45210.0;26990.0;10110.0;7640.0;11410.0;33800.0
181;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);1999 februari;44850.0;26710.0;10100.0;7580.0;11230.0;33620.0
182;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);1999 maart;44320.0;26320.0;10110.0;7430.0;10900.0;33420.0
183;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);1999 april;43630.0;25810.0;10050.0;7270.0;10530.0;33100.0
184;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);1999 mei;42870.0;25270.0;9960.0;7130.0;10170.0;32700.0
185;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);1999 juni;42190.0;24770.0;9930.0;6980.0;9700.0;32490.0
186;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);1999 juli;42180.0;24850.0;9940.0;6930.0;9970.0;32200.0
187;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);1999 augustus;41860.0;24630.0;9930.0;6840.0;9710.0;32150.0
188;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);1999 september;41410.0;24270.0;9840.0;6700.0;9640.0;31770.0
189;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);1999 oktober;40970.0;23920.0;9790.0;6630.0;9510.0;31460.0
190;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);1999 november;40460.0;23560.0;9750.0;6550.0;9290.0;31170.0
191;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);1999 december;40410.0;23500.0;9730.0;6600.0;9300.0;31110.0
192;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);2000 januari;40140.0;23460.0;9750.0;6540.0;9700.0;30440.0
193;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);2000 februari;39840.0;23320.0;9720.0;6430.0;9540.0;30300.0
194;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);2000 maart;39340.0;22980.0;9680.0;6330.0;9220.0;30120.0
195;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);2000 april;38650.0;22510.0;9660.0;6180.0;8880.0;29780.0
196;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);2000 mei;38070.0;22090.0;9630.0;6070.0;8570.0;29500.0
197;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);2000 juni;37600.0;21750.0;9590.0;5990.0;8280.0;29310.0
198;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);2000 juli;37590.0;21760.0;9600.0;5950.0;8460.0;29130.0
199;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);2000 augustus;37350.0;21600.0;9630.0;5880.0;8280.0;29060.0
200;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);2000 september;36940.0;21390.0;9520.0;5790.0;8160.0;28780.0
201;Totaal mannen en vrouwen;Totaal leeftijd;Noord-Nederland (LD);2000 oktober;36590.0;21200.0;9450.0;5700.0;8000.0;28590.0
