ID;Geslacht;Leeftijd;RegioS;Perioden;TotaalAantalWWBUitkeringen_1;Alleenstaande_2;AlleenstaandeOuder_3;EchtPaar_4;DuurKorterDanEenJaar_5;DuurVanEenJaarOfLanger_6
4503;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2009 april;150.0;80.0;50.0;20.0;40.0;100.0
4504;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2009 mei;150.0;80.0;50.0;20.0;40.0;100.0
4505;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2009 juni;150.0;80.0;50.0;20.0;40.0;100.0
4506;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2009 juli;150.0;80.0;50.0;20.0;50.0;100.0
4507;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2009 augustus;160.0;80.0;50.0;20.0;50.0;110.0
4508;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2009 september;160.0;90.0;50.0;20.0;50.0;110.0
4509;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2009 oktober;160.0;90.0;50.0;20.0;50.0;110.0
4510;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2009 november;150.0;80.0;50.0;20.0;40.0;110.0
4511;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2009 december;160.0;90.0;50.0;20.0;50.0;110.0
4512;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2010 januari;160.0;90.0;50.0;20.0;50.0;110.0
4513;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2010 februari;170.0;90.0;60.0;20.0;60.0;120.0
4514;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2010 maart;180.0;100.0;60.0;20.0;60.0;120.0
4515;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2010 april;180.0;100.0;60.0;30.0;60.0;120.0
4516;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2010 mei;180.0;100.0;50.0;20.0;60.0;120.0
4517;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2010 juni;170.0;100.0;50.0;20.0;50.0;130.0
4518;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2010 juli;160.0;100.0;40.0;20.0;40.0;120.0
4519;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2010 augustus;170.0;100.0;50.0;20.0;50.0;120.0
4520;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2010 september;170.0;100.0;50.0;20.0;40.0;130.0
4521;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2010 oktober;170.0;90.0;50.0;20.0;40.0;130.0
4522;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2010 november;170.0;90.0;60.0;20.0;40.0;130.0
4523;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2010 december;180.0;100.0;60.0;20.0;50.0;130.0
4524;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2011 januari;180.0;100.0;60.0;20.0;40.0;140.0
4525;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2011 februari;180.0;100.0;60.0;20.0;40.0;140.0
4526;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2011 maart;180.0;100.0;60.0;30.0;40.0;140.0
4527;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2011 april;180.0;100.0;60.0;30.0;40.0;150.0
4528;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2011 mei;180.0;100.0;60.0;30.0;40.0;150.0
4529;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2011 juni;190.0;100.0;60.0;30.0;40.0;150.0
4530;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2011 juli;190.0;100.0;60.0;30.0;40.0;150.0
4531;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2011 augustus;190.0;100.0;70.0;30.0;50.0;140.0
4532;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2011 september;190.0;100.0;60.0;30.0;50.0;140.0
4533;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2011 oktober;190.0;100.0;60.0;30.0;50.0;140.0
4534;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2011 november;190.0;100.0;60.0;30.0;40.0;150.0
4535;Totaal mannen en vrouwen;Totaal leeftijd;Albrandswaard;2011 december;190.0;100.0;60.0;30.0;40.0;150.0
4536;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;1998 januari;70.0;40.0;20.0;10.0;20.0;60.0
4537;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;1998 februari;80.0;40.0;20.0;10.0;20.0;60.0
4538;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;1998 maart;70.0;40.0;20.0;10.0;10.0;60.0
4539;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;1998 april;70.0;40.0;20.0;10.0;10.0;60.0
4540;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;1998 mei;70.0;40.0;20.0;10.0;10.0;60.0
4541;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;1998 juni;70.0;40.0;20.0;10.0;10.0;60.0
4542;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;1998 juli;70.0;40.0;20.0;10.0;20.0;60.0
4543;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;1998 augustus;70.0;40.0;20.0;10.0;20.0;60.0
4544;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;1998 september;70.0;40.0;20.0;10.0;10.0;60.0
4545;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;1998 oktober;70.0;40.0;20.0;10.0;20.0;60.0
4546;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;1998 november;70.0;40.0;20.0;10.0;20.0;50.0
4547;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;1998 december;70.0;40.0;20.0;10.0;20.0;50.0
4548;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;1999 januari;70.0;40.0;20.0;10.0;10.0;50.0
4549;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;1999 februari;70.0;40.0;20.0;10.0;20.0;60.0
4550;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;1999 maart;70.0;40.0;20.0;10.0;20.0;60.0
4551;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;1999 april;70.0;40.0;20.0;10.0;20.0;50.0
4552;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;1999 mei;70.0;40.0;30.0;10.0;20.0;50.0
4553;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;1999 juni;70.0;40.0;30.0;10.0;20.0;60.0
4554;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;1999 juli;80.0;40.0;30.0;10.0;20.0;60.0
4555;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;1999 augustus;70.0;40.0;30.0;10.0;10.0;60.0
4556;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;1999 september;70.0;40.0;30.0;10.0;10.0;60.0
4557;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;1999 oktober;70.0;40.0;30.0;10.0;10.0;60.0
4558;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;1999 november;70.0;40.0;30.0;10.0;20.0;60.0
4559;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;1999 december;70.0;40.0;30.0;10.0;20.0;60.0
4560;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2000 januari;70.0;40.0;20.0;10.0;10.0;60.0
4561;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2000 februari;70.0;40.0;20.0;10.0;10.0;60.0
4562;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2000 maart;80.0;40.0;20.0;10.0;20.0;60.0
4563;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2000 april;80.0;50.0;20.0;10.0;20.0;60.0
4564;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2000 mei;80.0;40.0;30.0;10.0;20.0;60.0
4565;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2000 juni;80.0;50.0;20.0;10.0;20.0;60.0
4566;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2000 juli;80.0;40.0;20.0;10.0;20.0;60.0
4567;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2000 augustus;80.0;40.0;20.0;10.0;20.0;60.0
4568;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2000 september;80.0;40.0;30.0;20.0;20.0;60.0
4569;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2000 oktober;80.0;40.0;30.0;20.0;20.0;60.0
4570;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2000 november;80.0;40.0;30.0;20.0;20.0;60.0
4571;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2000 december;80.0;40.0;30.0;20.0;20.0;60.0
4572;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2001 januari;80.0;40.0;30.0;20.0;30.0;60.0
4573;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2001 februari;80.0;40.0;30.0;20.0;20.0;60.0
4574;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2001 maart;80.0;40.0;20.0;20.0;20.0;60.0
4575;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2001 april;80.0;40.0;20.0;20.0;20.0;60.0
4576;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2001 mei;70.0;40.0;20.0;10.0;10.0;60.0
4577;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2001 juni;70.0;40.0;20.0;10.0;10.0;60.0
4578;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2001 juli;80.0;40.0;20.0;20.0;20.0;60.0
4579;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2001 augustus;70.0;40.0;20.0;20.0;20.0;60.0
4580;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2001 september;70.0;40.0;20.0;20.0;10.0;60.0
4581;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2001 oktober;70.0;40.0;20.0;20.0;10.0;60.0
4582;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2001 november;70.0;30.0;20.0;20.0;10.0;60.0
4583;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2001 december;70.0;40.0;20.0;20.0;10.0;60.0
4584;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2002 januari;80.0;40.0;20.0;20.0;10.0;60.0
4585;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2002 februari;70.0;40.0;20.0;20.0;20.0;60.0
4586;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2002 maart;80.0;40.0;20.0;20.0;20.0;60.0
4587;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2002 april;80.0;40.0;30.0;20.0;20.0;60.0
4588;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2002 mei;70.0;30.0;20.0;20.0;20.0;60.0
4589;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2002 juni;70.0;30.0;20.0;20.0;10.0;60.0
4590;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2002 juli;70.0;30.0;20.0;20.0;20.0;60.0
4591;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2002 augustus;70.0;30.0;20.0;10.0;20.0;50.0
4592;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2002 september;70.0;30.0;20.0;20.0;20.0;60.0
4593;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2002 oktober;70.0;30.0;20.0;10.0;20.0;60.0
4594;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2002 november;70.0;30.0;20.0;20.0;20.0;60.0
4595;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2002 december;70.0;30.0;20.0;20.0;20.0;60.0
4596;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2003 januari;70.0;30.0;20.0;20.0;10.0;60.0
4597;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2003 februari;70.0;30.0;20.0;20.0;10.0;60.0
4598;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2003 maart;70.0;30.0;20.0;20.0;10.0;60.0
4599;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2003 april;70.0;30.0;20.0;20.0;20.0;50.0
4600;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2003 mei;70.0;30.0;20.0;20.0;20.0;50.0
4601;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2003 juni;70.0;30.0;20.0;10.0;20.0;50.0
4602;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2003 juli;70.0;30.0;20.0;20.0;10.0;60.0
4603;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2003 augustus;70.0;30.0;20.0;10.0;10.0;50.0
4604;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2003 september;70.0;30.0;20.0;10.0;20.0;50.0
4605;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2003 oktober;70.0;30.0;20.0;10.0;10.0;50.0
4606;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2003 november;70.0;30.0;20.0;10.0;10.0;50.0
4607;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2003 december;70.0;30.0;20.0;10.0;10.0;50.0
4608;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2004 januari;60.0;30.0;20.0;10.0;10.0;50.0
4609;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2004 februari;60.0;30.0;20.0;10.0;10.0;50.0
4610;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2004 maart;60.0;30.0;20.0;10.0;10.0;50.0
4611;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2004 april;60.0;30.0;20.0;10.0;10.0;50.0
4612;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2004 mei;60.0;30.0;20.0;10.0;10.0;50.0
4613;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2004 juni;60.0;30.0;20.0;10.0;10.0;50.0
4614;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2004 juli;60.0;30.0;20.0;10.0;10.0;50.0
4615;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2004 augustus;60.0;30.0;20.0;10.0;10.0;50.0
4616;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2004 september;70.0;30.0;20.0;10.0;10.0;50.0
4617;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2004 oktober;70.0;30.0;20.0;10.0;10.0;50.0
4618;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2004 november;70.0;30.0;20.0;20.0;20.0;50.0
4619;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2004 december;70.0;40.0;20.0;20.0;20.0;50.0
4620;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2005 januari;70.0;40.0;20.0;20.0;20.0;60.0
4621;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2005 februari;70.0;40.0;20.0;20.0;20.0;60.0
4622;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2005 maart;80.0;40.0;20.0;20.0;20.0;60.0
4623;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2005 april;80.0;40.0;20.0;20.0;20.0;60.0
4624;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2005 mei;70.0;40.0;20.0;20.0;10.0;60.0
4625;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2005 juni;70.0;40.0;20.0;20.0;20.0;60.0
4626;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2005 juli;70.0;40.0;20.0;10.0;10.0;60.0
4627;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2005 augustus;70.0;40.0;20.0;20.0;10.0;60.0
4628;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2005 september;70.0;40.0;20.0;20.0;10.0;60.0
4629;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2005 oktober;70.0;40.0;30.0;10.0;10.0;60.0
4630;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2005 november;70.0;30.0;20.0;10.0;20.0;60.0
4631;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2005 december;70.0;30.0;20.0;10.0;10.0;60.0
4632;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2006 januari;70.0;30.0;20.0;10.0;20.0;50.0
4633;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2006 februari;70.0;30.0;20.0;10.0;20.0;50.0
4634;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2006 maart;70.0;30.0;20.0;10.0;20.0;50.0
4635;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2006 april;70.0;30.0;20.0;10.0;20.0;50.0
4636;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2006 mei;70.0;30.0;20.0;10.0;20.0;50.0
4637;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2006 juni;70.0;30.0;20.0;10.0;20.0;50.0
4638;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2006 juli;70.0;30.0;20.0;20.0;20.0;50.0
4639;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2006 augustus;60.0;30.0;20.0;20.0;10.0;50.0
4640;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2006 september;60.0;30.0;20.0;20.0;20.0;50.0
4641;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2006 oktober;60.0;30.0;20.0;10.0;20.0;50.0
4642;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2006 november;60.0;30.0;20.0;10.0;10.0;50.0
4643;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2006 december;60.0;30.0;20.0;10.0;10.0;50.0
4644;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2007 januari;60.0;30.0;20.0;10.0;10.0;50.0
4645;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2007 februari;60.0;30.0;20.0;10.0;10.0;50.0
4646;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2007 maart;60.0;30.0;20.0;10.0;10.0;50.0
4647;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2007 april;60.0;30.0;20.0;10.0;10.0;50.0
4648;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2007 mei;60.0;30.0;20.0;10.0;10.0;50.0
4649;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2007 juni;60.0;30.0;20.0;10.0;10.0;50.0
4650;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2007 juli;60.0;30.0;20.0;10.0;10.0;50.0
4651;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2007 augustus;60.0;30.0;10.0;10.0;10.0;50.0
4652;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2007 september;50.0;30.0;10.0;10.0;10.0;50.0
4653;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2007 oktober;60.0;30.0;20.0;10.0;10.0;50.0
4654;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2007 november;60.0;30.0;20.0;10.0;10.0;50.0
4655;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2007 december;60.0;30.0;20.0;10.0;10.0;40.0
4656;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2008 januari;60.0;30.0;20.0;10.0;10.0;50.0
4657;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2008 februari;60.0;30.0;20.0;10.0;10.0;50.0
4658;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2008 maart;60.0;30.0;20.0;10.0;10.0;50.0
4659;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2008 april;60.0;30.0;20.0;10.0;10.0;50.0
4660;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2008 mei;60.0;30.0;20.0;10.0;10.0;50.0
4661;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2008 juni;60.0;30.0;20.0;10.0;10.0;50.0
4662;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2008 juli;60.0;30.0;20.0;10.0;10.0;50.0
4663;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2008 augustus;60.0;30.0;20.0;10.0;10.0;50.0
4664;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2008 september;60.0;30.0;10.0;10.0;10.0;50.0
4665;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2008 oktober;60.0;30.0;10.0;10.0;10.0;50.0
4666;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2008 november;60.0;40.0;20.0;10.0;20.0;50.0
4667;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2008 december;60.0;30.0;20.0;10.0;20.0;40.0
4668;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2009 januari;;;;;;
4669;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2009 februari;;;;;;
4670;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2009 maart;;;;;;
4671;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2009 april;;;;;;
4672;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2009 mei;;;;;;
4673;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2009 juni;;;;;;
4674;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2009 juli;;;;;;
4675;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2009 augustus;;;;;;
4676;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2009 september;;;;;;
4677;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2009 oktober;;;;;;
4678;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2009 november;;;;;;
4679;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2009 december;;;;;;
4680;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2010 januari;;;;;;
4681;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2010 februari;;;;;;
4682;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2010 maart;;;;;;
4683;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2010 april;;;;;;
4684;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2010 mei;;;;;;
4685;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2010 juni;;;;;;
4686;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2010 juli;;;;;;
4687;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2010 augustus;;;;;;
4688;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2010 september;;;;;;
4689;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2010 oktober;;;;;;
4690;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2010 november;;;;;;
4691;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2010 december;;;;;;
4692;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2011 januari;;;;;;
4693;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2011 februari;;;;;;
4694;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2011 maart;;;;;;
4695;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2011 april;;;;;;
4696;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2011 mei;;;;;;
4697;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2011 juni;;;;;;
4698;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2011 juli;;;;;;
4699;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2011 augustus;;;;;;
4700;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2011 september;;;;;;
4701;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2011 oktober;;;;;;
4702;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2011 november;;;;;;
4703;Totaal mannen en vrouwen;Totaal leeftijd;Alkemade;2011 december;;;;;;
4704;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;1998 januari;3270.0;1830.0;980.0;460.0;720.0;2550.0
4705;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;1998 februari;3270.0;1850.0;980.0;450.0;740.0;2530.0
4706;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;1998 maart;3260.0;1840.0;980.0;440.0;730.0;2520.0
4707;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;1998 april;3240.0;1820.0;980.0;440.0;750.0;2490.0
4708;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;1998 mei;3220.0;1810.0;970.0;440.0;750.0;2470.0
4709;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;1998 juni;3180.0;1780.0;970.0;430.0;730.0;2450.0
4710;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;1998 juli;3150.0;1770.0;960.0;420.0;730.0;2420.0
4711;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;1998 augustus;3090.0;1740.0;950.0;410.0;680.0;2410.0
4712;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;1998 september;3060.0;1710.0;950.0;400.0;690.0;2370.0
4713;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;1998 oktober;3010.0;1690.0;930.0;380.0;670.0;2340.0
4714;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;1998 november;2980.0;1670.0;930.0;370.0;670.0;2300.0
4715;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;1998 december;2950.0;1670.0;920.0;360.0;640.0;2310.0
4716;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;1999 januari;2930.0;1660.0;900.0;360.0;640.0;2290.0
4717;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;1999 februari;2910.0;1650.0;900.0;360.0;650.0;2260.0
4718;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;1999 maart;2910.0;1650.0;900.0;360.0;660.0;2250.0
4719;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;1999 april;2870.0;1630.0;880.0;360.0;630.0;2240.0
4720;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;1999 mei;2850.0;1610.0;880.0;360.0;620.0;2230.0
4721;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;1999 juni;2820.0;1580.0;880.0;360.0;600.0;2220.0
4722;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;1999 juli;2820.0;1580.0;890.0;360.0;590.0;2230.0
4723;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;1999 augustus;2780.0;1560.0;870.0;360.0;560.0;2220.0
4724;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;1999 september;2780.0;1550.0;870.0;370.0;590.0;2200.0
4725;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;1999 oktober;2770.0;1560.0;840.0;360.0;580.0;2190.0
4726;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;1999 november;2740.0;1550.0;830.0;350.0;580.0;2150.0
4727;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;1999 december;2730.0;1550.0;840.0;350.0;580.0;2160.0
4728;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2000 januari;2680.0;1520.0;820.0;340.0;560.0;2120.0
4729;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2000 februari;2650.0;1520.0;810.0;320.0;530.0;2120.0
4730;Totaal mannen en vrouwen;Totaal leeftijd;Alkmaar;2000 maart;2630.0;1500.0;810.0;320.0;510.0;2120.0
