ID;LandbouwgoederenEnDiensten;Perioden;OutputTegenAfProducentwaarde_1;OutputBasisprijzen_2;OutputTegenAfProducentwaarde_3;OutputBasisprijzen_4;OutputTegenAfProducentwaarde_5;OutputBasisprijzen_6;OutputTegenAfProducentwaarde_7;OutputBasisprijzen_8
49;Totaal landbouwgoederen en diensten;2014;29627.0;29496.0;31653.0;31511.0;1.5;1.1;93.6;93.6
50;Totaal landbouwgoederen en diensten;2015;29250.0;29116.0;31932.0;31786.0;0.9;0.9;91.6;91.6
51;Totaal landbouwgoederen en diensten;2016;29563.0;29563.0;32528.0;32528.0;1.9;2.3;90.9;90.9
52;Totaal landbouwgoederen en diensten;2017;31100.0;31089.0;32721.0;32709.0;0.6;0.6;95.0;95.0
53;Totaal landbouwgoederen en diensten;2018;30435.0;30433.0;31974.0;31972.0;-2.3;-2.3;95.2;95.2
54;Totaal landbouwgoederen en diensten;2019;31786.0;31785.0;32607.0;32606.0;2.0;2.0;97.5;97.5
55;Totaal landbouwgoederen en diensten;2020;30750.0;30751.0;32651.0;32651.0;0.1;0.1;94.2;94.2
56;Totaal landbouwgoederen en diensten;2021;33121.0;33121.0;33121.0;33121.0;1.4;1.4;100.0;100.0
57;Totaal landbouwgoederen en diensten;2022;37916.0;37916.0;32112.0;32112.0;-3.0;-3.0;118.1;118.1
58;Totaal landbouwgoederen en diensten;2023;38519.0;38520.0;31505.0;31506.0;-1.9;-1.9;122.3;122.3
59;Totaal landbouwgoederen en diensten;2024;38488.0;38489.0;30994.0;30995.0;-1.6;-1.6;124.2;124.2
60;Totaal producten;1995;18390.0;18677.0;23259.0;23139.0;;;79.1;80.7
61;Totaal producten;1996;18875.0;19132.0;23257.0;23106.0;0.0;-0.1;81.2;82.8
62;Totaal producten;1997;19875.0;20049.0;24223.0;23995.0;4.2;3.8;82.1;83.6
63;Totaal producten;1998;18915.0;19102.0;23858.0;23652.0;-1.5;-1.4;79.3;80.8
64;Totaal producten;1999;18615.0;18811.0;24957.0;24739.0;4.6;4.6;74.6;76.0
65;Totaal producten;2000;19797.0;19988.0;25326.0;25093.0;1.5;1.4;78.2;79.7
66;Totaal producten;2001;20595.0;20877.0;24560.0;24454.0;-3.0;-2.5;83.9;85.4
67;Totaal producten;2002;20161.0;20522.0;24538.0;24438.0;-0.1;-0.1;82.2;84.0
68;Totaal producten;2003;20149.0;20503.0;24636.0;24520.0;0.4;0.3;81.8;83.6
69;Totaal producten;2004;20162.0;20501.0;25970.0;25996.0;5.4;6.0;77.6;78.9
70;Totaal producten;2005;20492.0;20936.0;26075.0;26108.0;0.4;0.4;78.6;80.2
71;Totaal producten;2006;22112.0;22645.0;26220.0;26244.0;0.6;0.5;84.3;86.3
72;Totaal producten;2007;23740.0;23852.0;26824.0;26830.0;2.3;2.2;88.5;88.9
73;Totaal producten;2008;24454.0;24521.0;27655.0;27646.0;3.1;3.0;88.4;88.7
74;Totaal producten;2009;22701.0;22787.0;28256.0;28255.0;2.2;2.2;80.3;80.7
75;Totaal producten;2010;25064.0;25097.0;28164.0;28155.0;-0.3;-0.4;89.0;89.1
76;Totaal producten;2011;25702.0;25675.0;27748.0;27739.0;-1.5;-1.5;92.6;92.6
77;Totaal producten;2012;26802.0;26792.0;27935.0;27926.0;0.7;0.7;95.9;95.9
78;Totaal producten;2013;28149.0;28148.0;28480.0;28469.0;1.9;1.9;98.8;98.9
79;Totaal producten;2014;27127.0;26997.0;28924.0;28783.0;1.6;1.1;93.8;93.8
80;Totaal producten;2015;26870.0;26736.0;29273.0;29127.0;1.2;1.2;91.8;91.8
81;Totaal producten;2016;27176.0;27176.0;29866.0;29867.0;2.0;2.5;91.0;91.0
82;Totaal producten;2017;28625.0;28614.0;30032.0;30020.0;0.6;0.5;95.3;95.3
83;Totaal producten;2018;27945.0;27943.0;29310.0;29308.0;-2.4;-2.4;95.3;95.3
84;Totaal producten;2019;29240.0;29239.0;29959.0;29958.0;2.2;2.2;97.6;97.6
85;Totaal producten;2020;28167.0;28168.0;30003.0;30004.0;0.1;0.2;93.9;93.9
86;Totaal producten;2021;30426.0;30427.0;30426.0;30427.0;1.4;1.4;100.0;100.0
87;Totaal producten;2022;35157.0;35158.0;29517.0;29517.0;-3.0;-3.0;119.1;119.1
88;Totaal producten;2023;35673.0;35674.0;28962.0;28963.0;-1.9;-1.9;123.2;123.2
89;Totaal producten;2024;35569.0;35571.0;28471.0;28472.0;-1.7;-1.7;124.9;124.9
90;Totaal plantaardige producten;1995;9508.0;9707.0;13586.0;13596.0;;;70.0;71.4
91;Totaal plantaardige producten;1996;9751.0;9945.0;13477.0;13485.0;-0.8;-0.8;72.4;73.7
92;Totaal plantaardige producten;1997;10205.0;10358.0;14310.0;14293.0;6.2;6.0;71.3;72.5
93;Totaal plantaardige producten;1998;10393.0;10545.0;14125.0;14110.0;-1.3;-1.3;73.6;74.7
94;Totaal plantaardige producten;1999;10514.0;10660.0;14993.0;14955.0;6.1;6.0;70.1;71.3
95;Totaal plantaardige producten;2000;10920.0;11084.0;15621.0;15593.0;4.2;4.3;69.9;71.1
96;Totaal plantaardige producten;2001;11370.0;11543.0;15124.0;15120.0;-3.2;-3.0;75.2;76.3
97;Totaal plantaardige producten;2002;11789.0;11995.0;15077.0;15079.0;-0.3;-0.3;78.2;79.6
98;Totaal plantaardige producten;2003;12388.0;12574.0;15555.0;15558.0;3.2;3.2;79.6;80.8
99;Totaal plantaardige producten;2004;11935.0;11975.0;16222.0;16216.0;4.3;4.2;73.6;73.9
100;Totaal plantaardige producten;2005;12009.0;12035.0;16253.0;16255.0;0.2;0.2;73.9;74.0
101;Totaal plantaardige producten;2006;13263.0;13283.0;16197.0;16198.0;-0.3;-0.4;81.9;82.0
102;Totaal plantaardige producten;2007;14029.0;14040.0;16534.0;16536.0;2.1;2.1;84.9;84.9
103;Totaal plantaardige producten;2008;13729.0;13738.0;17091.0;17091.0;3.4;3.4;80.3;80.4
104;Totaal plantaardige producten;2009;13152.0;13162.0;17540.0;17539.0;2.6;2.6;75.0;75.0
105;Totaal plantaardige producten;2010;14915.0;14925.0;17366.0;17365.0;-1.0;-1.0;85.9;85.9
106;Totaal plantaardige producten;2011;14944.0;14954.0;17227.0;17226.0;-0.8;-0.8;86.7;86.8
107;Totaal plantaardige producten;2012;15359.0;15366.0;17253.0;17254.0;0.2;0.2;89.0;89.1
108;Totaal plantaardige producten;2013;15785.0;15785.0;17339.0;17339.0;0.5;0.5;91.0;91.0
109;Totaal plantaardige producten;2014;15074.0;15074.0;17985.0;17985.0;3.7;3.7;83.8;83.8
110;Totaal plantaardige producten;2015;15768.0;15768.0;17835.0;17835.0;-0.8;-0.8;88.4;88.4
111;Totaal plantaardige producten;2016;15992.0;15992.0;17825.0;17825.0;-0.1;-0.1;89.7;89.7
112;Totaal plantaardige producten;2017;16195.0;16195.0;18296.0;18296.0;2.6;2.6;88.5;88.5
113;Totaal plantaardige producten;2018;16510.0;16510.0;17789.0;17789.0;-2.8;-2.8;92.8;92.8
114;Totaal plantaardige producten;2019;17200.0;17200.0;18128.0;18128.0;1.9;1.9;94.9;94.9
115;Totaal plantaardige producten;2020;16580.0;16580.0;17966.0;17966.0;-0.9;-0.9;92.3;92.3
116;Totaal plantaardige producten;2021;18628.0;18628.0;18628.0;18628.0;3.7;3.7;100.0;100.0
117;Totaal plantaardige producten;2022;19263.0;19263.0;17864.0;17864.0;-4.1;-4.1;107.8;107.8
118;Totaal plantaardige producten;2023;20349.0;20349.0;17317.0;17317.0;-3.1;-3.1;117.5;117.5
119;Totaal plantaardige producten;2024;20377.0;20377.0;17082.0;17082.0;-1.4;-1.4;119.3;119.3
120;Granen (incl. zaaigoed), totaal;1995;220.0;262.0;411.0;431.0;;;53.5;60.8
121;Granen (incl. zaaigoed), totaal;1996;244.0;287.0;447.0;464.0;8.9;7.8;54.5;61.7
122;Granen (incl. zaaigoed), totaal;1997;199.0;245.0;397.0;424.0;-11.2;-8.7;50.2;57.7
123;Granen (incl. zaaigoed), totaal;1998;186.0;232.0;396.0;424.0;-0.3;0.0;46.9;54.6
124;Granen (incl. zaaigoed), totaal;1999;182.0;226.0;381.0;408.0;-3.8;-3.8;47.8;55.4
125;Granen (incl. zaaigoed), totaal;2000;272.0;323.0;586.0;593.0;53.7;45.4;46.5;54.4
126;Granen (incl. zaaigoed), totaal;2001;285.0;336.0;593.0;594.0;1.2;0.1;48.0;56.6
127;Granen (incl. zaaigoed), totaal;2002;268.0;360.0;586.0;589.0;-1.1;-0.9;45.8;61.1
128;Granen (incl. zaaigoed), totaal;2003;313.0;399.0;616.0;621.0;5.1;5.5;50.8;64.3
129;Granen (incl. zaaigoed), totaal;2004;278.0;268.0;629.0;624.0;2.1;0.4;44.2;43.0
130;Granen (incl. zaaigoed), totaal;2005;262.0;263.0;636.0;636.0;1.1;2.0;41.2;41.3
131;Granen (incl. zaaigoed), totaal;2006;301.0;301.0;604.0;604.0;-5.0;-5.0;49.8;49.8
132;Granen (incl. zaaigoed), totaal;2007;411.0;411.0;578.0;578.0;-4.3;-4.3;71.2;71.2
133;Granen (incl. zaaigoed), totaal;2008;459.0;459.0;735.0;735.0;27.2;27.1;62.5;62.5
134;Granen (incl. zaaigoed), totaal;2009;344.0;344.0;746.0;746.0;1.5;1.5;46.1;46.1
135;Granen (incl. zaaigoed), totaal;2010;415.0;415.0;654.0;654.0;-12.3;-12.3;63.5;63.5
136;Granen (incl. zaaigoed), totaal;2011;426.0;426.0;571.0;571.0;-12.7;-12.7;74.6;74.6
137;Granen (incl. zaaigoed), totaal;2012;611.0;611.0;619.0;619.0;8.4;8.4;98.7;98.7
138;Granen (incl. zaaigoed), totaal;2013;473.0;473.0;628.0;628.0;1.5;1.5;75.4;75.4
139;Granen (incl. zaaigoed), totaal;2014;381.0;381.0;618.0;618.0;-1.6;-1.6;61.7;61.7
140;Granen (incl. zaaigoed), totaal;2015;391.0;391.0;604.0;604.0;-2.3;-2.3;64.8;64.8
141;Granen (incl. zaaigoed), totaal;2016;305.0;305.0;482.0;482.0;-20.2;-20.2;63.3;63.3
142;Granen (incl. zaaigoed), totaal;2017;326.0;326.0;503.0;503.0;4.4;4.4;64.9;64.9
143;Granen (incl. zaaigoed), totaal;2018;383.0;383.0;478.0;478.0;-4.9;-4.9;80.1;80.1
144;Granen (incl. zaaigoed), totaal;2019;376.0;376.0;558.0;558.0;16.8;16.8;67.4;67.4
145;Granen (incl. zaaigoed), totaal;2020;372.0;372.0;487.0;487.0;-12.8;-12.8;76.4;76.4
146;Granen (incl. zaaigoed), totaal;2021;483.0;483.0;483.0;483.0;-0.7;-0.7;100.0;100.0
147;Granen (incl. zaaigoed), totaal;2022;756.0;756.0;601.0;601.0;24.3;24.3;125.8;125.8
148;Granen (incl. zaaigoed), totaal;2023;446.0;446.0;540.0;540.0;-10.2;-10.2;82.7;82.7
149;Granen (incl. zaaigoed), totaal;2024;279.0;279.0;375.0;375.0;-30.5;-30.5;74.4;74.4
150;Tarwe en spelt, totaal;1995;168.0;201.0;402.0;394.0;;;41.8;51.1
151;Tarwe en spelt, totaal;1996;180.0;214.0;413.0;404.0;2.6;2.5;43.6;53.0
152;Tarwe en spelt, totaal;1997;136.0;172.0;328.0;338.0;-20.4;-16.2;41.4;50.8
153;Tarwe en spelt, totaal;1998;131.0;166.0;338.0;346.0;2.9;2.4;38.6;48.0
154;Tarwe en spelt, totaal;1999;110.0;144.0;275.0;292.0;-18.7;-15.6;39.9;49.2
155;Tarwe en spelt, totaal;2000;148.0;187.0;376.0;381.0;36.8;30.2;39.3;49.2
156;Tarwe en spelt, totaal;2001;133.0;170.0;335.0;338.0;-10.8;-11.3;39.7;50.4
157;Tarwe en spelt, totaal;2002;136.0;202.0;359.0;361.0;7.0;6.9;37.9;55.9
158;Tarwe en spelt, totaal;2003;171.0;234.0;390.0;391.0;8.8;8.1;43.8;59.9
159;Tarwe en spelt, totaal;2004;161.0;153.0;420.0;420.0;7.6;7.5;38.3;36.4
160;Tarwe en spelt, totaal;2005;141.0;142.0;407.0;408.0;-3.0;-2.9;34.7;34.8
161;Tarwe en spelt, totaal;2006;187.0;187.0;415.0;415.0;1.8;1.8;45.1;45.1
162;Tarwe en spelt, totaal;2007;248.0;248.0;362.0;363.0;-12.6;-12.6;68.4;68.4
163;Tarwe en spelt, totaal;2008;290.0;290.0;495.0;495.0;36.6;36.5;58.5;58.5
164;Tarwe en spelt, totaal;2009;206.0;206.0;511.0;511.0;3.3;3.3;40.4;40.4
165;Tarwe en spelt, totaal;2010;296.0;296.0;503.0;503.0;-1.6;-1.6;58.8;58.8
166;Tarwe en spelt, totaal;2011;303.0;303.0;428.0;428.0;-14.9;-14.9;70.9;70.9
167;Tarwe en spelt, totaal;2012;457.0;457.0;475.0;475.0;11.0;11.0;96.3;96.3
168;Tarwe en spelt, totaal;2013;352.0;352.0;487.0;487.0;2.6;2.6;72.1;72.1
169;Tarwe en spelt, totaal;2014;285.0;285.0;479.0;479.0;-1.8;-1.8;59.6;59.6
170;Tarwe en spelt, totaal;2015;302.0;302.0;479.0;479.0;0.0;0.0;63.1;63.1
171;Tarwe en spelt, totaal;2016;229.0;229.0;376.0;376.0;-21.4;-21.4;61.0;61.0
172;Tarwe en spelt, totaal;2017;242.0;242.0;391.0;391.0;3.9;3.9;61.8;61.8
173;Tarwe en spelt, totaal;2018;289.0;289.0;367.0;367.0;-6.1;-6.1;78.8;78.8
174;Tarwe en spelt, totaal;2019;282.0;282.0;435.0;435.0;18.5;18.5;64.9;64.9
175;Tarwe en spelt, totaal;2020;268.0;268.0;359.0;359.0;-17.3;-17.3;74.5;74.5
176;Tarwe en spelt, totaal;2021;367.0;367.0;367.0;367.0;2.1;2.1;100.0;100.0
177;Tarwe en spelt, totaal;2022;575.0;575.0;451.0;451.0;22.9;22.9;127.6;127.6
178;Tarwe en spelt, totaal;2023;348.0;348.0;417.0;417.0;-7.6;-7.6;83.4;83.4
179;Tarwe en spelt, totaal;2024;197.0;197.0;263.0;263.0;-37.0;-37.0;75.1;75.1
180;Zachte tarwe en spelt;1995;168.0;201.0;402.0;394.0;;;41.8;51.1
181;Zachte tarwe en spelt;1996;180.0;214.0;413.0;404.0;2.6;2.5;43.6;53.0
182;Zachte tarwe en spelt;1997;136.0;172.0;328.0;338.0;-20.4;-16.2;41.4;50.8
183;Zachte tarwe en spelt;1998;131.0;166.0;338.0;346.0;2.9;2.4;38.6;48.0
184;Zachte tarwe en spelt;1999;110.0;144.0;275.0;292.0;-18.7;-15.6;39.9;49.2
185;Zachte tarwe en spelt;2000;148.0;187.0;376.0;381.0;36.8;30.2;39.3;49.2
186;Zachte tarwe en spelt;2001;133.0;170.0;335.0;338.0;-10.8;-11.3;39.7;50.4
187;Zachte tarwe en spelt;2002;136.0;202.0;359.0;361.0;7.0;6.9;37.9;55.9
188;Zachte tarwe en spelt;2003;171.0;234.0;390.0;391.0;8.8;8.1;43.8;59.9
189;Zachte tarwe en spelt;2004;161.0;153.0;420.0;420.0;7.6;7.5;38.3;36.4
190;Zachte tarwe en spelt;2005;141.0;142.0;407.0;408.0;-3.0;-2.9;34.7;34.8
191;Zachte tarwe en spelt;2006;187.0;187.0;415.0;415.0;1.8;1.8;45.1;45.1
192;Zachte tarwe en spelt;2007;248.0;248.0;362.0;363.0;-12.6;-12.6;68.4;68.4
193;Zachte tarwe en spelt;2008;290.0;290.0;495.0;495.0;36.6;36.5;58.5;58.5
194;Zachte tarwe en spelt;2009;206.0;206.0;511.0;511.0;3.3;3.3;40.4;40.4
195;Zachte tarwe en spelt;2010;296.0;296.0;503.0;503.0;-1.6;-1.6;58.8;58.8
196;Zachte tarwe en spelt;2011;303.0;303.0;428.0;428.0;-14.9;-14.9;70.9;70.9
197;Zachte tarwe en spelt;2012;457.0;457.0;475.0;475.0;11.0;11.0;96.3;96.3
198;Zachte tarwe en spelt;2013;352.0;352.0;487.0;487.0;2.6;2.6;72.1;72.1
199;Zachte tarwe en spelt;2014;285.0;285.0;479.0;479.0;-1.8;-1.8;59.6;59.6
200;Zachte tarwe en spelt;2015;302.0;302.0;479.0;479.0;0.0;0.0;63.1;63.1
201;Zachte tarwe en spelt;2016;229.0;229.0;376.0;376.0;-21.4;-21.4;61.0;61.0
202;Zachte tarwe en spelt;2017;242.0;242.0;391.0;391.0;3.9;3.9;61.8;61.8
203;Zachte tarwe en spelt;2018;289.0;289.0;367.0;367.0;-6.1;-6.1;78.8;78.8
204;Zachte tarwe en spelt;2019;282.0;282.0;435.0;435.0;18.5;18.5;64.9;64.9
205;Zachte tarwe en spelt;2020;268.0;268.0;359.0;359.0;-17.3;-17.3;74.5;74.5
206;Zachte tarwe en spelt;2021;367.0;367.0;367.0;367.0;2.1;2.1;100.0;100.0
207;Zachte tarwe en spelt;2022;575.0;575.0;451.0;451.0;22.9;22.9;127.6;127.6
208;Zachte tarwe en spelt;2023;348.0;348.0;417.0;417.0;-7.6;-7.6;83.4;83.4
209;Zachte tarwe en spelt;2024;197.0;197.0;263.0;263.0;-37.0;-37.0;75.1;75.1
210;Rogge en mengkoren;1995;4.0;6.0;16.0;23.0;;;25.9;26.9
211;Rogge en mengkoren;1996;4.0;6.0;13.0;20.0;-18.6;-13.4;29.0;29.0
212;Rogge en mengkoren;1997;3.0;5.0;6.0;12.0;-56.9;-38.6;52.7;40.4
213;Rogge en mengkoren;1998;3.0;5.0;6.0;12.0;2.3;1.5;48.2;38.8
214;Rogge en mengkoren;1999;2.0;4.0;3.0;10.0;-45.1;-21.2;49.7;38.5
215;Rogge en mengkoren;2000;3.0;6.0;7.0;15.0;109.8;56.5;49.8;38.6
216;Rogge en mengkoren;2001;2.0;4.0;4.0;9.0;-39.8;-40.1;49.0;38.9
217;Rogge en mengkoren;2002;2.0;5.0;4.0;9.0;-3.4;-3.5;46.6;55.1
218;Rogge en mengkoren;2003;2.0;5.0;4.0;9.0;2.2;6.0;51.0;51.0
219;Rogge en mengkoren;2004;2.0;2.0;5.0;5.0;18.2;-48.2;39.3;39.3
220;Rogge en mengkoren;2005;1.0;1.0;4.0;4.0;-24.6;-24.6;31.9;31.9
221;Rogge en mengkoren;2006;1.0;1.0;4.0;4.0;-0.8;-0.8;39.7;39.7
222;Rogge en mengkoren;2007;1.0;1.0;3.0;3.0;-29.1;-29.1;59.3;59.3
223;Rogge en mengkoren;2008;1.0;1.0;2.0;2.0;-2.4;-2.4;59.5;59.5
224;Rogge en mengkoren;2009;2.0;2.0;3.0;3.0;30.1;30.1;49.7;49.7
225;Rogge en mengkoren;2010;2.0;2.0;3.0;3.0;-15.7;-15.7;61.9;61.9
226;Rogge en mengkoren;2011;1.0;1.0;2.0;2.0;-38.2;-38.2;77.4;77.4
227;Rogge en mengkoren;2012;3.0;3.0;2.0;2.0;38.7;38.7;113.1;113.1
228;Rogge en mengkoren;2013;1.0;1.0;1.0;1.0;-40.2;-40.2;85.2;85.2
229;Rogge en mengkoren;2014;1.0;1.0;1.0;1.0;7.0;7.0;80.5;80.5
230;Rogge en mengkoren;2015;1.0;1.0;2.0;2.0;8.4;8.4;80.5;80.5
231;Rogge en mengkoren;2016;1.0;1.0;2.0;2.0;7.7;7.7;80.5;80.5
232;Rogge en mengkoren;2017;1.0;1.0;1.0;1.0;-15.5;-15.5;80.0;80.0
233;Rogge en mengkoren;2018;1.0;1.0;2.0;2.0;4.5;4.5;80.0;80.0
234;Rogge en mengkoren;2019;1.0;1.0;2.0;2.0;-1.8;-1.8;80.0;80.0
235;Rogge en mengkoren;2020;2.0;2.0;2.0;2.0;43.0;43.0;80.0;80.0
236;Rogge en mengkoren;2021;2.0;2.0;2.0;2.0;5.0;5.0;100.0;100.0
237;Rogge en mengkoren;2022;3.0;3.0;2.0;2.0;5.2;5.2;130.3;130.3
238;Rogge en mengkoren;2023;2.0;2.0;2.0;2.0;-20.1;-20.1;86.3;86.3
239;Rogge en mengkoren;2024;1.0;1.0;1.0;1.0;-31.5;-31.5;77.7;77.7
240;Gerst;1995;31.0;36.0;53.0;51.0;;;58.3;71.2
241;Gerst;1996;35.0;41.0;64.0;61.0;22.6;20.3;53.8;66.4
242;Gerst;1997;37.0;42.0;83.0;76.0;29.2;25.2;43.9;55.5
243;Gerst;1998;27.0;33.0;65.0;63.0;-21.3;-17.4;40.5;52.0
244;Gerst;1999;45.0;51.0;111.0;98.0;69.3;55.0;40.4;51.8
245;Gerst;2000;38.0;45.0;90.0;83.0;-19.1;-14.9;42.1;53.5
246;Gerst;2001;49.0;59.0;119.0;111.0;33.1;33.4;41.4;53.3
247;Gerst;2002;40.0;56.0;97.0;91.0;-18.3;-18.3;40.5;62.3
248;Gerst;2003;42.0;59.0;109.0;101.0;11.3;11.1;39.1;58.3
249;Gerst;2004;29.0;27.0;88.0;82.0;-19.0;-18.8;32.6;32.6
250;Gerst;2005;30.0;30.0;92.0;92.0;4.8;12.6;32.9;32.9
251;Gerst;2006;36.0;36.0;88.0;88.0;-4.6;-4.6;40.9;40.9
252;Gerst;2007;60.0;60.0;85.0;85.0;-2.8;-2.8;70.3;70.3
253;Gerst;2008;57.0;57.0;103.0;103.0;20.2;20.2;55.3;55.3
254;Gerst;2009;34.0;34.0;102.0;102.0;-0.7;-0.7;32.9;32.9
255;Gerst;2010;36.0;36.0;64.0;64.0;-37.7;-37.7;56.0;56.0
256;Gerst;2011;44.0;44.0;64.0;64.0;1.0;1.0;68.3;68.3
257;Gerst;2012;50.0;50.0;64.0;64.0;-1.0;-1.0;79.2;79.2
258;Gerst;2013;39.0;39.0;64.0;64.0;0.7;0.7;60.4;60.4
259;Gerst;2014;32.0;32.0;61.0;61.0;-5.4;-5.4;52.0;52.0
260;Gerst;2015;39.0;39.0;68.0;68.0;12.5;12.5;56.9;56.9
261;Gerst;2016;38.0;38.0;69.0;69.0;1.2;1.2;55.7;55.7
