ID;KenmerkenVanHuishoudens;Vermogensklassen;Perioden;ParticuliereHuishoudens_1;TotaalVermogen_2;GemiddeldVermogen_3;MediaanVermogen_4
22;Particuliere huishoudens;Vermogen: tot -5 000 euro;2010;608.6;-35.4;-58.2;-28.1
23;Particuliere huishoudens;Vermogen: tot -5 000 euro;2011;1005.3;-46.1;-45.8;-22.9
24;Particuliere huishoudens;Vermogen: tot -5 000 euro;2012;1215.7;-57.9;-47.7;-25.7
25;Particuliere huishoudens;Vermogen: tot -5 000 euro;2013;1489.6;-77.4;-51.9;-32.3
26;Particuliere huishoudens;Vermogen: tot -5 000 euro;2014;1532.1;-76.6;-50.0;-30.2
27;Particuliere huishoudens;Vermogen: tot -5 000 euro;2015;1417.0;-68.6;-48.4;-27.7
28;Particuliere huishoudens;Vermogen: tot -5 000 euro;2016;1294.8;-61.4;-47.5;-25.4
29;Particuliere huishoudens;Vermogen: tot -5 000 euro;2017;1104.4;-52.1;-47.2;-23.0
30;Particuliere huishoudens;Vermogen: tot -5 000 euro;2018;949.8;-46.8;-49.3;-21.6
31;Particuliere huishoudens;Vermogen: tot -5 000 euro;2019;849.4;-43.5;-51.2;-21.7
32;Particuliere huishoudens;Vermogen: tot -5 000 euro;2020;778.9;-39.5;-50.7;-22.3
33;Particuliere huishoudens;Vermogen: tot -5 000 euro;2021;689.5;-36.6;-53.1;-23.1
34;Particuliere huishoudens;Vermogen: tot -5 000 euro;2022;632.3;-33.8;-53.5;-23.2
35;Particuliere huishoudens;Vermogen: tot -5 000 euro;2023;644.5;-37.2;-57.7;-24.5
36;Particuliere huishoudens;Vermogen: -5 000 tot 0 euro;2006;60.8;-0.1;-2.4;-2.3
37;Particuliere huishoudens;Vermogen: -5 000 tot 0 euro;2007;59.0;-0.1;-2.3;-2.3
38;Particuliere huishoudens;Vermogen: -5 000 tot 0 euro;2008;60.7;-0.1;-2.4;-2.3
39;Particuliere huishoudens;Vermogen: -5 000 tot 0 euro;2009;73.9;-0.2;-2.4;-2.4
40;Particuliere huishoudens;Vermogen: -5 000 tot 0 euro;2010;77.0;-0.2;-2.4;-2.3
41;Particuliere huishoudens;Vermogen: -5 000 tot 0 euro;2011;477.2;-0.8;-1.7;-1.3
42;Particuliere huishoudens;Vermogen: -5 000 tot 0 euro;2012;527.5;-0.9;-1.7;-1.3
43;Particuliere huishoudens;Vermogen: -5 000 tot 0 euro;2013;538.3;-0.9;-1.7;-1.3
44;Particuliere huishoudens;Vermogen: -5 000 tot 0 euro;2014;530.8;-1.0;-1.8;-1.5
45;Particuliere huishoudens;Vermogen: -5 000 tot 0 euro;2015;515.9;-1.0;-1.9;-1.5
46;Particuliere huishoudens;Vermogen: -5 000 tot 0 euro;2016;531.2;-1.0;-1.9;-1.5
47;Particuliere huishoudens;Vermogen: -5 000 tot 0 euro;2017;498.8;-0.9;-1.9;-1.5
48;Particuliere huishoudens;Vermogen: -5 000 tot 0 euro;2018;472.0;-0.9;-1.8;-1.5
49;Particuliere huishoudens;Vermogen: -5 000 tot 0 euro;2019;440.5;-0.8;-1.8;-1.4
50;Particuliere huishoudens;Vermogen: -5 000 tot 0 euro;2020;411.6;-0.7;-1.8;-1.4
51;Particuliere huishoudens;Vermogen: -5 000 tot 0 euro;2021;357.3;-0.6;-1.8;-1.4
52;Particuliere huishoudens;Vermogen: -5 000 tot 0 euro;2022;353.6;-0.6;-1.8;-1.4
53;Particuliere huishoudens;Vermogen: -5 000 tot 0 euro;2023;344.5;-0.6;-1.8;-1.5
54;Particuliere huishoudens;Vermogen: 0 tot 1 000 euro;2006;1023.5;0.2;0.2;0.0
55;Particuliere huishoudens;Vermogen: 0 tot 1 000 euro;2007;1008.7;0.2;0.2;0.0
56;Particuliere huishoudens;Vermogen: 0 tot 1 000 euro;2008;947.7;0.2;0.2;0.0
57;Particuliere huishoudens;Vermogen: 0 tot 1 000 euro;2009;932.1;0.2;0.2;0.0
58;Particuliere huishoudens;Vermogen: 0 tot 1 000 euro;2010;903.8;0.2;0.2;0.0
59;Particuliere huishoudens;Vermogen: 0 tot 1 000 euro;2011;474.1;0.2;0.3;0.3
60;Particuliere huishoudens;Vermogen: 0 tot 1 000 euro;2012;410.8;0.2;0.4;0.4
61;Particuliere huishoudens;Vermogen: 0 tot 1 000 euro;2013;464.0;0.2;0.4;0.4
62;Particuliere huishoudens;Vermogen: 0 tot 1 000 euro;2014;446.4;0.2;0.4;0.4
63;Particuliere huishoudens;Vermogen: 0 tot 1 000 euro;2015;391.3;0.2;0.4;0.4
64;Particuliere huishoudens;Vermogen: 0 tot 1 000 euro;2016;407.0;0.2;0.4;0.4
65;Particuliere huishoudens;Vermogen: 0 tot 1 000 euro;2017;414.1;0.2;0.4;0.4
66;Particuliere huishoudens;Vermogen: 0 tot 1 000 euro;2018;422.1;0.2;0.4;0.4
67;Particuliere huishoudens;Vermogen: 0 tot 1 000 euro;2019;418.9;0.2;0.4;0.4
68;Particuliere huishoudens;Vermogen: 0 tot 1 000 euro;2020;414.2;0.2;0.4;0.4
69;Particuliere huishoudens;Vermogen: 0 tot 1 000 euro;2021;363.6;0.2;0.4;0.4
70;Particuliere huishoudens;Vermogen: 0 tot 1 000 euro;2022;372.7;0.2;0.4;0.4
71;Particuliere huishoudens;Vermogen: 0 tot 1 000 euro;2023;379.3;0.1;0.4;0.3
72;Particuliere huishoudens;Vermogen 1 000 tot 5 000 euro;2006;727.1;1.9;2.6;2.4
73;Particuliere huishoudens;Vermogen 1 000 tot 5 000 euro;2007;738.7;1.9;2.6;2.4
74;Particuliere huishoudens;Vermogen 1 000 tot 5 000 euro;2008;743.0;1.9;2.6;2.4
75;Particuliere huishoudens;Vermogen 1 000 tot 5 000 euro;2009;762.1;2.0;2.6;2.4
76;Particuliere huishoudens;Vermogen 1 000 tot 5 000 euro;2010;765.9;2.0;2.6;2.4
77;Particuliere huishoudens;Vermogen 1 000 tot 5 000 euro;2011;572.0;1.5;2.6;2.4
78;Particuliere huishoudens;Vermogen 1 000 tot 5 000 euro;2012;588.7;1.5;2.6;2.4
79;Particuliere huishoudens;Vermogen 1 000 tot 5 000 euro;2013;615.3;1.6;2.6;2.3
80;Particuliere huishoudens;Vermogen 1 000 tot 5 000 euro;2014;612.3;1.6;2.5;2.3
81;Particuliere huishoudens;Vermogen 1 000 tot 5 000 euro;2015;627.1;1.6;2.6;2.4
82;Particuliere huishoudens;Vermogen 1 000 tot 5 000 euro;2016;624.3;1.6;2.6;2.4
83;Particuliere huishoudens;Vermogen 1 000 tot 5 000 euro;2017;641.9;1.6;2.6;2.3
84;Particuliere huishoudens;Vermogen 1 000 tot 5 000 euro;2018;637.9;1.6;2.6;2.3
85;Particuliere huishoudens;Vermogen 1 000 tot 5 000 euro;2019;628.2;1.6;2.5;2.3
86;Particuliere huishoudens;Vermogen 1 000 tot 5 000 euro;2020;634.4;1.6;2.5;2.3
87;Particuliere huishoudens;Vermogen 1 000 tot 5 000 euro;2021;636.4;1.6;2.6;2.3
88;Particuliere huishoudens;Vermogen 1 000 tot 5 000 euro;2022;612.9;1.6;2.6;2.3
89;Particuliere huishoudens;Vermogen 1 000 tot 5 000 euro;2023;651.9;1.7;2.6;2.4
90;Particuliere huishoudens;Vermogen: 5 000 tot 10 000 euro;2006;404.7;2.9;7.3;7.1
91;Particuliere huishoudens;Vermogen: 5 000 tot 10 000 euro;2007;397.4;2.9;7.3;7.1
92;Particuliere huishoudens;Vermogen: 5 000 tot 10 000 euro;2008;404.2;2.9;7.3;7.1
93;Particuliere huishoudens;Vermogen: 5 000 tot 10 000 euro;2009;408.7;3.0;7.3;7.1
94;Particuliere huishoudens;Vermogen: 5 000 tot 10 000 euro;2010;407.4;3.0;7.2;7.1
95;Particuliere huishoudens;Vermogen: 5 000 tot 10 000 euro;2011;343.5;2.5;7.3;7.2
96;Particuliere huishoudens;Vermogen: 5 000 tot 10 000 euro;2012;352.6;2.6;7.3;7.2
97;Particuliere huishoudens;Vermogen: 5 000 tot 10 000 euro;2013;330.9;2.4;7.3;7.2
98;Particuliere huishoudens;Vermogen: 5 000 tot 10 000 euro;2014;328.1;2.4;7.3;7.2
99;Particuliere huishoudens;Vermogen: 5 000 tot 10 000 euro;2015;359.5;2.6;7.3;7.2
100;Particuliere huishoudens;Vermogen: 5 000 tot 10 000 euro;2016;365.7;2.7;7.3;7.2
101;Particuliere huishoudens;Vermogen: 5 000 tot 10 000 euro;2017;374.7;2.7;7.3;7.2
102;Particuliere huishoudens;Vermogen: 5 000 tot 10 000 euro;2018;359.0;2.6;7.3;7.2
103;Particuliere huishoudens;Vermogen: 5 000 tot 10 000 euro;2019;341.4;2.5;7.3;7.2
104;Particuliere huishoudens;Vermogen: 5 000 tot 10 000 euro;2020;335.2;2.4;7.3;7.2
105;Particuliere huishoudens;Vermogen: 5 000 tot 10 000 euro;2021;342.0;2.5;7.3;7.2
106;Particuliere huishoudens;Vermogen: 5 000 tot 10 000 euro;2022;325.6;2.4;7.3;7.2
107;Particuliere huishoudens;Vermogen: 5 000 tot 10 000 euro;2023;346.5;2.5;7.2;7.1
108;Particuliere huishoudens;Vermogen: 10 000 tot 20 000 euro;2006;474.4;6.9;14.6;14.3
109;Particuliere huishoudens;Vermogen: 10 000 tot 20 000 euro;2007;469.0;6.8;14.6;14.4
110;Particuliere huishoudens;Vermogen: 10 000 tot 20 000 euro;2008;471.3;6.9;14.6;14.4
111;Particuliere huishoudens;Vermogen: 10 000 tot 20 000 euro;2009;473.8;6.9;14.6;14.4
112;Particuliere huishoudens;Vermogen: 10 000 tot 20 000 euro;2010;472.3;6.9;14.6;14.4
113;Particuliere huishoudens;Vermogen: 10 000 tot 20 000 euro;2011;435.8;6.4;14.7;14.5
114;Particuliere huishoudens;Vermogen: 10 000 tot 20 000 euro;2012;424.9;6.2;14.6;14.4
115;Particuliere huishoudens;Vermogen: 10 000 tot 20 000 euro;2013;388.3;5.7;14.6;14.4
116;Particuliere huishoudens;Vermogen: 10 000 tot 20 000 euro;2014;389.7;5.7;14.6;14.4
117;Particuliere huishoudens;Vermogen: 10 000 tot 20 000 euro;2015;438.9;6.4;14.7;14.5
118;Particuliere huishoudens;Vermogen: 10 000 tot 20 000 euro;2016;462.8;6.8;14.7;14.5
119;Particuliere huishoudens;Vermogen: 10 000 tot 20 000 euro;2017;480.8;7.0;14.7;14.5
120;Particuliere huishoudens;Vermogen: 10 000 tot 20 000 euro;2018;470.3;6.9;14.7;14.5
121;Particuliere huishoudens;Vermogen: 10 000 tot 20 000 euro;2019;436.4;6.4;14.6;14.4
122;Particuliere huishoudens;Vermogen: 10 000 tot 20 000 euro;2020;412.3;6.0;14.6;14.4
123;Particuliere huishoudens;Vermogen: 10 000 tot 20 000 euro;2021;404.2;5.9;14.6;14.3
124;Particuliere huishoudens;Vermogen: 10 000 tot 20 000 euro;2022;374.5;5.4;14.5;14.3
125;Particuliere huishoudens;Vermogen: 10 000 tot 20 000 euro;2023;383.7;5.6;14.5;14.2
126;Particuliere huishoudens;Vermogen: 20 000 tot 50 000 euro;2006;734.1;22.4;30.6;27.4
127;Particuliere huishoudens;Vermogen: 20 000 tot 50 000 euro;2007;719.0;23.0;32.0;30.4
128;Particuliere huishoudens;Vermogen: 20 000 tot 50 000 euro;2008;715.1;22.9;32.1;30.5
129;Particuliere huishoudens;Vermogen: 20 000 tot 50 000 euro;2009;715.8;23.0;32.1;30.4
130;Particuliere huishoudens;Vermogen: 20 000 tot 50 000 euro;2010;719.3;23.2;32.2;30.5
131;Particuliere huishoudens;Vermogen: 20 000 tot 50 000 euro;2011;712.0;23.2;32.6;31.4
132;Particuliere huishoudens;Vermogen: 20 000 tot 50 000 euro;2012;696.2;22.8;32.8;31.6
133;Particuliere huishoudens;Vermogen: 20 000 tot 50 000 euro;2013;643.5;21.2;33.0;31.9
134;Particuliere huishoudens;Vermogen: 20 000 tot 50 000 euro;2014;642.3;21.2;33.0;31.9
135;Particuliere huishoudens;Vermogen: 20 000 tot 50 000 euro;2015;693.1;22.7;32.7;31.7
136;Particuliere huishoudens;Vermogen: 20 000 tot 50 000 euro;2016;703.4;23.1;32.8;31.6
137;Particuliere huishoudens;Vermogen: 20 000 tot 50 000 euro;2017;752.0;24.7;32.8;31.4
138;Particuliere huishoudens;Vermogen: 20 000 tot 50 000 euro;2018;780.0;25.8;33.1;32.2
139;Particuliere huishoudens;Vermogen: 20 000 tot 50 000 euro;2019;755.4;25.1;33.3;32.4
140;Particuliere huishoudens;Vermogen: 20 000 tot 50 000 euro;2020;709.2;23.6;33.3;32.3
141;Particuliere huishoudens;Vermogen: 20 000 tot 50 000 euro;2021;645.0;21.3;33.0;31.7
142;Particuliere huishoudens;Vermogen: 20 000 tot 50 000 euro;2022;542.2;17.6;32.5;31.0
143;Particuliere huishoudens;Vermogen: 20 000 tot 50 000 euro;2023;560.7;18.2;32.5;31.3
144;Particuliere huishoudens;Vermogen: 50 000 tot 100 000 euro;2006;586.7;43.6;74.2;73.9
145;Particuliere huishoudens;Vermogen: 50 000 tot 100 000 euro;2007;587.9;43.4;73.9;73.4
146;Particuliere huishoudens;Vermogen: 50 000 tot 100 000 euro;2008;581.2;42.9;73.8;73.2
147;Particuliere huishoudens;Vermogen: 50 000 tot 100 000 euro;2009;583.1;43.0;73.8;73.2
148;Particuliere huishoudens;Vermogen: 50 000 tot 100 000 euro;2010;588.6;43.4;73.8;73.2
149;Particuliere huishoudens;Vermogen: 50 000 tot 100 000 euro;2011;604.8;44.5;73.6;73.0
150;Particuliere huishoudens;Vermogen: 50 000 tot 100 000 euro;2012;608.6;44.8;73.6;73.0
151;Particuliere huishoudens;Vermogen: 50 000 tot 100 000 euro;2013;609.4;44.9;73.7;73.1
152;Particuliere huishoudens;Vermogen: 50 000 tot 100 000 euro;2014;612.8;45.2;73.7;73.1
153;Particuliere huishoudens;Vermogen: 50 000 tot 100 000 euro;2015;628.4;46.2;73.5;72.8
154;Particuliere huishoudens;Vermogen: 50 000 tot 100 000 euro;2016;644.5;47.3;73.4;72.6
155;Particuliere huishoudens;Vermogen: 50 000 tot 100 000 euro;2017;674.8;49.5;73.4;72.5
156;Particuliere huishoudens;Vermogen: 50 000 tot 100 000 euro;2018;708.5;51.9;73.3;72.5
157;Particuliere huishoudens;Vermogen: 50 000 tot 100 000 euro;2019;742.7;54.5;73.4;72.6
158;Particuliere huishoudens;Vermogen: 50 000 tot 100 000 euro;2020;738.4;54.4;73.7;73.1
159;Particuliere huishoudens;Vermogen: 50 000 tot 100 000 euro;2021;685.4;50.8;74.1;73.7
160;Particuliere huishoudens;Vermogen: 50 000 tot 100 000 euro;2022;472.4;35.2;74.5;74.3
161;Particuliere huishoudens;Vermogen: 50 000 tot 100 000 euro;2023;466.6;34.6;74.1;73.8
162;Particuliere huishoudens;Vermogen: 100 000 tot 200 000 euro;2006;983.9;145.7;148.1;147.2
163;Particuliere huishoudens;Vermogen: 100 000 tot 200 000 euro;2007;963.9;143.0;148.3;147.6
164;Particuliere huishoudens;Vermogen: 100 000 tot 200 000 euro;2008;955.9;142.1;148.7;148.1
165;Particuliere huishoudens;Vermogen: 100 000 tot 200 000 euro;2009;945.0;140.4;148.6;148.0
166;Particuliere huishoudens;Vermogen: 100 000 tot 200 000 euro;2010;937.7;139.0;148.2;147.3
167;Particuliere huishoudens;Vermogen: 100 000 tot 200 000 euro;2011;946.2;140.3;148.3;147.6
168;Particuliere huishoudens;Vermogen: 100 000 tot 200 000 euro;2012;930.3;137.6;147.9;146.9
169;Particuliere huishoudens;Vermogen: 100 000 tot 200 000 euro;2013;906.8;133.3;147.0;145.6
170;Particuliere huishoudens;Vermogen: 100 000 tot 200 000 euro;2014;909.6;133.7;147.0;145.6
171;Particuliere huishoudens;Vermogen: 100 000 tot 200 000 euro;2015;925.0;136.2;147.3;146.0
172;Particuliere huishoudens;Vermogen: 100 000 tot 200 000 euro;2016;937.0;138.0;147.3;146.0
173;Particuliere huishoudens;Vermogen: 100 000 tot 200 000 euro;2017;959.5;141.4;147.4;146.1
174;Particuliere huishoudens;Vermogen: 100 000 tot 200 000 euro;2018;985.1;145.1;147.3;146.1
175;Particuliere huishoudens;Vermogen: 100 000 tot 200 000 euro;2019;1026.7;151.2;147.3;145.9
176;Particuliere huishoudens;Vermogen: 100 000 tot 200 000 euro;2020;1058.7;155.9;147.2;145.9
177;Particuliere huishoudens;Vermogen: 100 000 tot 200 000 euro;2021;1086.3;160.3;147.6;146.3
178;Particuliere huishoudens;Vermogen: 100 000 tot 200 000 euro;2022;964.8;145.0;150.3;150.5
179;Particuliere huishoudens;Vermogen: 100 000 tot 200 000 euro;2023;930.8;140.2;150.6;150.9
180;Particuliere huishoudens;Vermogen: 200 000 tot 500 000 euro;2006;1219.8;377.6;309.5;292.6
181;Particuliere huishoudens;Vermogen: 200 000 tot 500 000 euro;2007;1303.0;406.0;311.6;295.2
182;Particuliere huishoudens;Vermogen: 200 000 tot 500 000 euro;2008;1376.0;430.6;312.9;296.8
183;Particuliere huishoudens;Vermogen: 200 000 tot 500 000 euro;2009;1349.7;422.3;312.8;296.7
184;Particuliere huishoudens;Vermogen: 200 000 tot 500 000 euro;2010;1259.1;392.8;311.9;295.7
185;Particuliere huishoudens;Vermogen: 200 000 tot 500 000 euro;2011;1253.4;389.1;310.4;293.6
186;Particuliere huishoudens;Vermogen: 200 000 tot 500 000 euro;2012;1163.5;360.2;309.6;292.4
187;Particuliere huishoudens;Vermogen: 200 000 tot 500 000 euro;2013;1023.2;315.5;308.4;290.8
188;Particuliere huishoudens;Vermogen: 200 000 tot 500 000 euro;2014;1031.0;317.9;308.3;290.7
189;Particuliere huishoudens;Vermogen: 200 000 tot 500 000 euro;2015;1085.0;334.7;308.5;291.0
190;Particuliere huishoudens;Vermogen: 200 000 tot 500 000 euro;2016;1136.4;351.5;309.3;291.9
191;Particuliere huishoudens;Vermogen: 200 000 tot 500 000 euro;2017;1223.3;380.3;310.8;294.2
192;Particuliere huishoudens;Vermogen: 200 000 tot 500 000 euro;2018;1333.9;417.2;312.7;296.9
193;Particuliere huishoudens;Vermogen: 200 000 tot 500 000 euro;2019;1466.8;462.3;315.2;300.2
194;Particuliere huishoudens;Vermogen: 200 000 tot 500 000 euro;2020;1589.4;504.2;317.2;303.2
195;Particuliere huishoudens;Vermogen: 200 000 tot 500 000 euro;2021;1788.2;574.4;321.2;308.8
196;Particuliere huishoudens;Vermogen: 200 000 tot 500 000 euro;2022;2085.1;686.1;329.1;319.8
197;Particuliere huishoudens;Vermogen: 200 000 tot 500 000 euro;2023;2099.9;692.8;329.9;321.1
198;Particuliere huishoudens;Vermogen: 500 000 tot 1 miljoen euro;2006;326.9;219.9;672.7;640.1
199;Particuliere huishoudens;Vermogen: 500 000 tot 1 miljoen euro;2007;367.3;247.1;672.7;640.1
200;Particuliere huishoudens;Vermogen: 500 000 tot 1 miljoen euro;2008;407.9;275.1;674.4;642.6
201;Particuliere huishoudens;Vermogen: 500 000 tot 1 miljoen euro;2009;397.0;267.7;674.4;642.3
202;Particuliere huishoudens;Vermogen: 500 000 tot 1 miljoen euro;2010;370.4;250.5;676.1;644.1
203;Particuliere huishoudens;Vermogen: 500 000 tot 1 miljoen euro;2011;353.2;238.7;675.9;644.0
204;Particuliere huishoudens;Vermogen: 500 000 tot 1 miljoen euro;2012;327.2;221.6;677.5;645.9
205;Particuliere huishoudens;Vermogen: 500 000 tot 1 miljoen euro;2013;290.2;197.2;679.6;648.7
206;Particuliere huishoudens;Vermogen: 500 000 tot 1 miljoen euro;2014;293.3;199.5;680.3;649.5
207;Particuliere huishoudens;Vermogen: 500 000 tot 1 miljoen euro;2015;307.9;209.3;679.8;649.0
208;Particuliere huishoudens;Vermogen: 500 000 tot 1 miljoen euro;2016;328.1;223.1;679.9;648.9
209;Particuliere huishoudens;Vermogen: 500 000 tot 1 miljoen euro;2017;363.8;247.4;679.9;649.2
210;Particuliere huishoudens;Vermogen: 500 000 tot 1 miljoen euro;2018;410.6;279.1;679.8;649.2
211;Particuliere huishoudens;Vermogen: 500 000 tot 1 miljoen euro;2019;467.5;317.5;679.1;648.1
212;Particuliere huishoudens;Vermogen: 500 000 tot 1 miljoen euro;2020;526.9;357.6;678.7;647.9
213;Particuliere huishoudens;Vermogen: 500 000 tot 1 miljoen euro;2021;637.4;432.1;677.9;646.9
214;Particuliere huishoudens;Vermogen: 500 000 tot 1 miljoen euro;2022;895.8;607.6;678.2;647.8
215;Particuliere huishoudens;Vermogen: 500 000 tot 1 miljoen euro;2023;921.5;625.4;678.7;648.5
216;Particuliere huishoudens;Vermogen: 1 miljoen euro of meer;2006;139.2;346.7;2491.3;1505.1
217;Particuliere huishoudens;Vermogen: 1 miljoen euro of meer;2007;152.0;369.9;2433.5;1492.1
218;Particuliere huishoudens;Vermogen: 1 miljoen euro of meer;2008;170.8;405.7;2375.2;1482.7
219;Particuliere huishoudens;Vermogen: 1 miljoen euro of meer;2009;165.5;393.5;2377.4;1483.8
220;Particuliere huishoudens;Vermogen: 1 miljoen euro of meer;2010;171.1;427.8;2500.0;1515.8
221;Particuliere huishoudens;Vermogen: 1 miljoen euro of meer;2011;170.2;440.8;2589.9;1549.6
222;Particuliere huishoudens;Vermogen: 1 miljoen euro of meer;2012;166.1;435.9;2623.8;1567.9
223;Particuliere huishoudens;Vermogen: 1 miljoen euro of meer;2013;168.5;479.3;2844.4;1628.2
224;Particuliere huishoudens;Vermogen: 1 miljoen euro of meer;2014;168.1;481.5;2865.2;1617.5
225;Particuliere huishoudens;Vermogen: 1 miljoen euro of meer;2015;179.5;523.8;2917.7;1642.5
226;Particuliere huishoudens;Vermogen: 1 miljoen euro of meer;2016;188.1;539.8;2870.3;1622.0
227;Particuliere huishoudens;Vermogen: 1 miljoen euro of meer;2017;206.9;603.2;2915.7;1619.0
228;Particuliere huishoudens;Vermogen: 1 miljoen euro of meer;2018;231.3;668.8;2891.0;1616.1
229;Particuliere huishoudens;Vermogen: 1 miljoen euro of meer;2019;253.4;720.4;2843.1;1607.2
230;Particuliere huishoudens;Vermogen: 1 miljoen euro of meer;2020;285.2;822.4;2883.6;1610.0
231;Particuliere huishoudens;Vermogen: 1 miljoen euro of meer;2021;316.2;851.8;2693.7;1566.4
232;Particuliere huishoudens;Vermogen: 1 miljoen euro of meer;2022;409.5;1105.0;2698.8;1530.5
233;Particuliere huishoudens;Vermogen: 1 miljoen euro of meer;2023;427.0;1150.8;2695.0;1535.2
234;Particuliere huishoudens;Vermogen: 1e 10%-groep;2006;702.4;-21.5;-30.6;-4.3
235;Particuliere huishoudens;Vermogen: 1e 10%-groep;2007;708.1;-21.3;-30.1;-1.5
236;Particuliere huishoudens;Vermogen: 1e 10%-groep;2008;714.6;-21.8;-30.5;-1.1
237;Particuliere huishoudens;Vermogen: 1e 10%-groep;2009;721.5;-27.0;-37.4;-8.7
238;Particuliere huishoudens;Vermogen: 1e 10%-groep;2010;728.1;-35.6;-48.9;-22.8
239;Particuliere huishoudens;Vermogen: 1e 10%-groep;2011;734.8;-43.8;-59.6;-31.7
240;Particuliere huishoudens;Vermogen: 1e 10%-groep;2012;741.2;-52.5;-70.9;-41.6
241;Particuliere huishoudens;Vermogen: 1e 10%-groep;2013;746.8;-65.1;-87.1;-58.2
242;Particuliere huishoudens;Vermogen: 1e 10%-groep;2014;749.6;-64.3;-85.7;-57.0
243;Particuliere huishoudens;Vermogen: 1e 10%-groep;2015;756.9;-59.7;-78.9;-50.7
244;Particuliere huishoudens;Vermogen: 1e 10%-groep;2016;762.3;-55.4;-72.7;-44.0
245;Particuliere huishoudens;Vermogen: 1e 10%-groep;2017;769.5;-49.2;-63.9;-34.7
246;Particuliere huishoudens;Vermogen: 1e 10%-groep;2018;776.1;-45.6;-58.8;-27.6
247;Particuliere huishoudens;Vermogen: 1e 10%-groep;2019;782.7;-43.1;-55.1;-24.1
248;Particuliere huishoudens;Vermogen: 1e 10%-groep;2020;789.4;-39.6;-50.1;-21.9
249;Particuliere huishoudens;Vermogen: 1e 10%-groep;2021;795.1;-37.0;-46.6;-18.7
250;Particuliere huishoudens;Vermogen: 1e 10%-groep;2022;804.1;-34.4;-42.7;-15.8
251;Particuliere huishoudens;Vermogen: 1e 10%-groep;2023;815.7;-37.7;-46.2;-16.7
252;Particuliere huishoudens;Vermogen: 2e 10%-groep;2006;702.4;0.2;0.2;0.0
253;Particuliere huishoudens;Vermogen: 2e 10%-groep;2007;708.1;0.2;0.3;0.0
254;Particuliere huishoudens;Vermogen: 2e 10%-groep;2008;714.6;0.3;0.4;0.3
255;Particuliere huishoudens;Vermogen: 2e 10%-groep;2009;721.5;0.2;0.3;0.0
256;Particuliere huishoudens;Vermogen: 2e 10%-groep;2010;728.1;0.1;0.1;0.0
257;Particuliere huishoudens;Vermogen: 2e 10%-groep;2011;734.8;-3.1;-4.3;-3.2
258;Particuliere huishoudens;Vermogen: 2e 10%-groep;2012;741.2;-6.2;-8.3;-7.3
259;Particuliere huishoudens;Vermogen: 2e 10%-groep;2013;746.8;-12.3;-16.5;-15.5
260;Particuliere huishoudens;Vermogen: 2e 10%-groep;2014;749.6;-12.2;-16.2;-15.2
261;Particuliere huishoudens;Vermogen: 2e 10%-groep;2015;756.9;-9.3;-12.2;-11.1
262;Particuliere huishoudens;Vermogen: 2e 10%-groep;2016;762.3;-6.8;-8.9;-8.0
263;Particuliere huishoudens;Vermogen: 2e 10%-groep;2017;769.5;-3.9;-5.0;-4.1
264;Particuliere huishoudens;Vermogen: 2e 10%-groep;2018;776.1;-2.1;-2.7;-1.7
265;Particuliere huishoudens;Vermogen: 2e 10%-groep;2019;782.7;-1.1;-1.4;-0.6
266;Particuliere huishoudens;Vermogen: 2e 10%-groep;2020;789.4;-0.5;-0.7;0.0
