ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;AantalInstallatiesBijWoningen_5;OpgesteldVermogenVanZonnepanelen_6
4330;Verspreide huizen Zevenbergschen Hoek;Drimmelen                               ;Buurt     ;BU17190502;3;;
4331;Helkant;Drimmelen                               ;Buurt     ;BU17190503;3;25.0;129.0
4332;De Heerlijkheid Hooge Zwaluwe;Drimmelen                               ;Buurt     ;BU17190504;3;90.0;369.0
4333;De Langstraatspoorlijn;Drimmelen                               ;Buurt     ;BU17190505;3;49.0;166.0
4334;Lage Zwaluwe;Drimmelen                               ;Wijk      ;WK171906  ;3;467.0;1825.0
4335;Verspreide huizen Lage Zwaluwe;Drimmelen                               ;Buurt     ;BU17190601;3;8.0;84.0
4336;Kwistgeldpolder;Drimmelen                               ;Buurt     ;BU17190602;3;47.0;307.0
4337;Die Swaluw;Drimmelen                               ;Buurt     ;BU17190603;3;113.0;488.0
4338;De Heerlijkheid Lage Zwaluwe;Drimmelen                               ;Buurt     ;BU17190604;3;64.0;258.0
4339;Blauwe Sluis;Drimmelen                               ;Buurt     ;BU17190605;3;17.0;68.0
4340;Grienden;Drimmelen                               ;Buurt     ;BU17190606;3;83.0;185.0
4341;Nieuwland;Drimmelen                               ;Buurt     ;BU17190607;3;135.0;434.0
4342;Dronten;Dronten                                 ;Gemeente  ;GM0303    ;.;5999.0;23162.0
4343;Wijk 01 Dronten west;Dronten                                 ;Wijk      ;WK030301  ;1;1727.0;6367.0
4344;Poort van Dronten;Dronten                                 ;Buurt     ;BU03030101;1;;
4345;Business Zone Delta;Dronten                                 ;Buurt     ;BU03030102;1;;
4346;De Gilden;Dronten                                 ;Buurt     ;BU03030103;1;1027.0;3884.0
4347;De Munten;Dronten                                 ;Buurt     ;BU03030104;1;665.0;2335.0
4348;De Drieslag;Dronten                                 ;Buurt     ;BU03030105;1;28.0;93.0
4349;Wijk 02 Dronten Noord;Dronten                                 ;Wijk      ;WK030302  ;1;185.0;652.0
4350;Pioniersweg;Dronten                                 ;Buurt     ;BU03030210;1;5.0;31.0
4351;Houtwijk;Dronten                                 ;Buurt     ;BU03030211;1;5.0;28.0
4352;Hanzekwartier;Dronten                                 ;Buurt     ;BU03030212;1;40.0;111.0
4353;De Oeverloperwijk;Dronten                                 ;Buurt     ;BU03030213;1;135.0;482.0
4354;Wijk 03 Dronten Midden;Dronten                                 ;Wijk      ;WK030303  ;1;646.0;2332.0
4355;Centrum Dronten;Dronten                                 ;Buurt     ;BU03030320;1;34.0;222.0
4356;Oud-Dronten;Dronten                                 ;Buurt     ;BU03030321;1;401.0;1262.0
4357;De Fazant;Dronten                                 ;Buurt     ;BU03030322;1;101.0;401.0
4358;Bungalowpark;Dronten                                 ;Buurt     ;BU03030323;1;68.0;320.0
4359;De Boeg;Dronten                                 ;Buurt     ;BU03030324;1;42.0;127.0
4360;Wijk 04 Dronten Zuid;Dronten                                 ;Wijk      ;WK030304  ;1;1456.0;5569.0
4361;De Landmaten;Dronten                                 ;Buurt     ;BU03030430;1;331.0;1276.0
4362;De Manege;Dronten                                 ;Buurt     ;BU03030431;1;374.0;1471.0
4363;De Lancaster;Dronten                                 ;Buurt     ;BU03030432;1;90.0;296.0
4364;De Landstreken;Dronten                                 ;Buurt     ;BU03030433;1;156.0;532.0
4365;De Kruidentuin;Dronten                                 ;Buurt     ;BU03030434;1;289.0;1010.0
4366;Golfresidentie;Dronten                                 ;Buurt     ;BU03030435;1;216.0;984.0
4367;Wijk 05 Buitengebied Dronten;Dronten                                 ;Wijk      ;WK030305  ;1;164.0;1037.0
4368;AZC;Dronten                                 ;Buurt     ;BU03030548;1;0.0;0.0
4369;Ketelhaven;Dronten                                 ;Buurt     ;BU03030549;1;101.0;437.0
4370;Buitengebied Dronten;Dronten                                 ;Buurt     ;BU03030550;1;63.0;600.0
4371;Wijk 06 Biddinghuizen;Dronten                                 ;Wijk      ;WK030306  ;1;818.0;3496.0
4372;Oud-Biddinghuizen Buiten;Dronten                                 ;Buurt     ;BU03030601;1;29.0;106.0
4373;Oud-Biddinghuizen;Dronten                                 ;Buurt     ;BU03030602;1;180.0;632.0
4374;De Kaai;Dronten                                 ;Buurt     ;BU03030603;1;63.0;192.0
4375;Centrum Biddinghuizen;Dronten                                 ;Buurt     ;BU03030604;1;0.0;0.0
4376;De Baan;Dronten                                 ;Buurt     ;BU03030605;1;182.0;653.0
4377;Bremerpark;Dronten                                 ;Buurt     ;BU03030606;1;200.0;794.0
4378;De Graafschap;Dronten                                 ;Buurt     ;BU03030607;1;91.0;297.0
4379;Noorderbaan;Dronten                                 ;Buurt     ;BU03030608;1;;
4380;Oldebroekerweg;Dronten                                 ;Buurt     ;BU03030609;1;;
4381;Buitengebied Biddinghuizen;Dronten                                 ;Buurt     ;BU03030620;1;67.0;772.0
4382;Wijk 07 Swifterbant;Dronten                                 ;Wijk      ;WK030307  ;1;1003.0;3709.0
4383;Kampbuurt;Dronten                                 ;Buurt     ;BU03030701;1;135.0;500.0
4384;Centrum Swifterbant;Dronten                                 ;Buurt     ;BU03030702;1;;
4385;Oud-Swifterbant;Dronten                                 ;Buurt     ;BU03030703;1;240.0;701.0
4386;Spelbuurt;Dronten                                 ;Buurt     ;BU03030704;1;219.0;775.0
4387;Bloemenbuurt;Dronten                                 ;Buurt     ;BU03030705;1;370.0;1400.0
4388;De Kolk;Dronten                                 ;Buurt     ;BU03030706;1;5.0;74.0
4389;Tarpan;Dronten                                 ;Buurt     ;BU03030707;1;4.0;19.0
4390;Bedrijventerrein Spelwijk;Dronten                                 ;Buurt     ;BU03030708;1;;
4391;Buitengebied Swifterbant;Dronten                                 ;Buurt     ;BU03030720;1;25.0;223.0
4392;Druten;Druten                                  ;Gemeente  ;GM0225    ;.;2167.0;9103.0
4393;Druten;Druten                                  ;Wijk      ;WK022500  ;1;1325.0;5322.0
4394;Druten;Druten                                  ;Buurt     ;BU02250001;1;658.0;2557.0
4395;Druten Zuid;Druten                                  ;Buurt     ;BU02250002;1;314.0;1240.0
4396;Bouwing;Druten                                  ;Buurt     ;BU02250003;1;346.0;1470.0
4397;Westerhout;Druten                                  ;Buurt     ;BU02250004;1;7.0;56.0
4398;Druten Buitengebied;Druten                                  ;Buurt     ;BU02250005;1;0.0;0.0
4399;Drutense Waarden;Druten                                  ;Buurt     ;BU02250006;1;0.0;0.0
4400;Puiflijk;Druten                                  ;Wijk      ;WK022501  ;1;184.0;843.0
4401;Puiflijk;Druten                                  ;Buurt     ;BU02250101;1;173.0;742.0
4402;Puiflijk Buitengebied;Druten                                  ;Buurt     ;BU02250102;1;11.0;102.0
4403;Afferden;Druten                                  ;Wijk      ;WK022502  ;1;210.0;1058.0
4404;Afferden;Druten                                  ;Buurt     ;BU02250201;1;189.0;925.0
4405;Afferden Buitengebied;Druten                                  ;Buurt     ;BU02250202;1;;
4406;Afferdense Waarden;Druten                                  ;Buurt     ;BU02250203;1;;
4407;Deest;Druten                                  ;Wijk      ;WK022503  ;1;233.0;950.0
4408;Deest;Druten                                  ;Buurt     ;BU02250301;1;226.0;920.0
4409;Deest Buitengebied;Druten                                  ;Buurt     ;BU02250302;1;7.0;30.0
4410;Deestse Waarden;Druten                                  ;Buurt     ;BU02250303;1;0.0;0.0
4411;Horssen;Druten                                  ;Wijk      ;WK022504  ;1;215.0;928.0
4412;Horssen;Druten                                  ;Buurt     ;BU02250401;1;177.0;686.0
4413;Molenhoek;Druten                                  ;Buurt     ;BU02250402;1;9.0;67.0
4414;Horssen Buitengebied;Druten                                  ;Buurt     ;BU02250403;1;29.0;176.0
4415;Duiven;Duiven                                  ;Gemeente  ;GM0226    ;.;2553.0;10217.0
4416;Wijk 01 Bedrijventerrein;Duiven                                  ;Wijk      ;WK022601  ;1;0.0;0.0
4417;Bedrijventerrein;Duiven                                  ;Buurt     ;BU02260101;1;0.0;0.0
4418;Wijk 02 Buitengebied;Duiven                                  ;Wijk      ;WK022602  ;1;8.0;44.0
4419;Het Broek;Duiven                                  ;Buurt     ;BU02260201;1;8.0;44.0
4420;Wijk 03 Duiven-Noord;Duiven                                  ;Wijk      ;WK022603  ;1;1330.0;4940.0
4421;West;Duiven                                  ;Buurt     ;BU02260301;1;319.0;1132.0
4422;Oud Zuid;Duiven                                  ;Buurt     ;BU02260302;1;173.0;550.0
4423;Centrum;Duiven                                  ;Buurt     ;BU02260303;1;65.0;248.0
4424;De Vergert;Duiven                                  ;Buurt     ;BU02260304;1;210.0;745.0
4425;De Nieuweling;Duiven                                  ;Buurt     ;BU02260305;1;181.0;760.0
4426;De Ploen;Duiven                                  ;Buurt     ;BU02260306;1;75.0;307.0
4427;Noord;Duiven                                  ;Buurt     ;BU02260307;1;88.0;364.0
4428;Lommerweide;Duiven                                  ;Buurt     ;BU02260308;1;219.0;834.0
4429;Wijk 04 Duiven-Zuid;Duiven                                  ;Wijk      ;WK022604  ;1;801.0;3235.0
4430;Zuidwest;Duiven                                  ;Buurt     ;BU02260401;1;327.0;1300.0
4431;Zuidoost;Duiven                                  ;Buurt     ;BU02260402;1;474.0;1935.0
4432;Wijk 05 Groessen;Duiven                                  ;Wijk      ;WK022605  ;1;260.0;1279.0
4433;Groessen;Duiven                                  ;Buurt     ;BU02260501;1;260.0;1279.0
4434;Wijk 06 Loo;Duiven                                  ;Wijk      ;WK022606  ;1;154.0;719.0
4435;Loo Gld;Duiven                                  ;Buurt     ;BU02260601;1;154.0;719.0
4436;Echt-Susteren;Echt-Susteren                           ;Gemeente  ;GM1711    ;.;4495.0;19068.0
4437;Wijk 01 Susteren;Echt-Susteren                           ;Wijk      ;WK171101  ;1;702.0;2974.0
4438;Baakhoven;Echt-Susteren                           ;Buurt     ;BU17110101;1;6.0;46.0
4439;In de Mehre;Echt-Susteren                           ;Buurt     ;BU17110102;1;100.0;433.0
4440;Mariaveld;Echt-Susteren                           ;Buurt     ;BU17110103;1;161.0;639.0
4441;Middelveld;Echt-Susteren                           ;Buurt     ;BU17110104;1;130.0;547.0
4442;Munsterveld;Echt-Susteren                           ;Buurt     ;BU17110105;1;140.0;622.0
4443;Susteren Centrum;Echt-Susteren                           ;Buurt     ;BU17110106;1;115.0;443.0
4444;Verspreide huizen Susteren;Echt-Susteren                           ;Buurt     ;BU17110107;1;7.0;43.0
4445;Wolfskoul;Echt-Susteren                           ;Buurt     ;BU17110108;1;36.0;148.0
4446;Handelsterrein;Echt-Susteren                           ;Buurt     ;BU17110153;1;7.0;53.0
4447;Wijk 02 Dieteren;Echt-Susteren                           ;Wijk      ;WK171102  ;1;107.0;475.0
4448;Dieteren;Echt-Susteren                           ;Buurt     ;BU17110209;1;104.0;458.0
4449;Verspreide huizen Dieteren;Echt-Susteren                           ;Buurt     ;BU17110210;1;3.0;17.0
4450;Wijk 03 Heide;Echt-Susteren                           ;Wijk      ;WK171103  ;1;160.0;681.0
4451;Heide;Echt-Susteren                           ;Buurt     ;BU17110311;1;154.0;653.0
4452;Recreatiepark Hommelheide;Echt-Susteren                           ;Buurt     ;BU17110312;1;0.0;0.0
4453;Verspreide huizen Heide;Echt-Susteren                           ;Buurt     ;BU17110313;1;6.0;28.0
4454;Wijk 04 Roosteren;Echt-Susteren                           ;Wijk      ;WK171104  ;1;195.0;885.0
4455;Illikhoven en Visserweert;Echt-Susteren                           ;Buurt     ;BU17110414;1;26.0;124.0
4456;Kokkelert;Echt-Susteren                           ;Buurt     ;BU17110415;1;8.0;32.0
4457;Oud-Roosteren;Echt-Susteren                           ;Buurt     ;BU17110416;1;12.0;60.0
4458;Roosteren;Echt-Susteren                           ;Buurt     ;BU17110417;1;144.0;636.0
4459;Verspr.h. Illikhoven en Visserweert;Echt-Susteren                           ;Buurt     ;BU17110418;1;5.0;32.0
4460;Verspreide huizen Roosteren;Echt-Susteren                           ;Buurt     ;BU17110419;1;0.0;0.0
4461;Buitengebied Oud-Roosteren;Echt-Susteren                           ;Buurt     ;BU17110456;1;0.0;0.0
4462;Wijk 05 Echt;Echt-Susteren                           ;Wijk      ;WK171105  ;1;1166.0;4748.0
4463;Aasterberg;Echt-Susteren                           ;Buurt     ;BU17110520;1;6.0;32.0
4464;Berkelaar;Echt-Susteren                           ;Buurt     ;BU17110521;1;43.0;209.0
4465;De Berk;Echt-Susteren                           ;Buurt     ;BU17110522;1;;
4466;De Loop;Echt-Susteren                           ;Buurt     ;BU17110523;1;12.0;67.0
4467;Echt Centrum;Echt-Susteren                           ;Buurt     ;BU17110524;1;568.0;2113.0
4468;Echt Noord;Echt-Susteren                           ;Buurt     ;BU17110525;1;499.0;1832.0
4469;Gebroek;Echt-Susteren                           ;Buurt     ;BU17110526;1;26.0;187.0
4470;Ophoven;Echt-Susteren                           ;Buurt     ;BU17110527;1;;
4471;Businesspark Midden-Limburg;Echt-Susteren                           ;Buurt     ;BU17110528;1;0.0;0.0
4472;Buitengebied de Berk;Echt-Susteren                           ;Buurt     ;BU17110547;1;;
4473;Buitengebied de Loop;Echt-Susteren                           ;Buurt     ;BU17110548;1;0.0;0.0
4474;Buitengebied Gebroek;Echt-Susteren                           ;Buurt     ;BU17110549;1;;
4475;Buitengebied Ophoven;Echt-Susteren                           ;Buurt     ;BU17110551;1;0.0;0.0
4476;Buitengebied Berkelaar;Echt-Susteren                           ;Buurt     ;BU17110554;1;7.0;36.0
4477;Buitengebied Aasterberg;Echt-Susteren                           ;Buurt     ;BU17110555;1;0.0;0.0
4478;Wijk 06 Maria Hoop;Echt-Susteren                           ;Wijk      ;WK171106  ;1;185.0;922.0
4479;Diergaarde;Echt-Susteren                           ;Buurt     ;BU17110628;1;26.0;153.0
4480;Echterbosch;Echt-Susteren                           ;Buurt     ;BU17110629;1;6.0;41.0
4481;Maria Hoop;Echt-Susteren                           ;Buurt     ;BU17110630;1;153.0;728.0
4482;Wijk 07 Peij;Echt-Susteren                           ;Wijk      ;WK171107  ;1;891.0;3616.0
4483;Hingen;Echt-Susteren                           ;Buurt     ;BU17110731;1;108.0;549.0
4484;Peij;Echt-Susteren                           ;Buurt     ;BU17110732;1;512.0;2066.0
4485;Peijerveld;Echt-Susteren                           ;Buurt     ;BU17110733;1;12.0;76.0
4486;Recreatiepark Marisheem;Echt-Susteren                           ;Buurt     ;BU17110734;1;0.0;0.0
4487;Schilberg;Echt-Susteren                           ;Buurt     ;BU17110735;1;259.0;926.0
4488;Buitengebied Hingen;Echt-Susteren                           ;Buurt     ;BU17110750;1;0.0;0.0
4489;Wijk 08 Slek;Echt-Susteren                           ;Wijk      ;WK171108  ;1;142.0;648.0
4490;Liboscherveld;Echt-Susteren                           ;Buurt     ;BU17110836;1;4.0;16.0
4491;Slek;Echt-Susteren                           ;Buurt     ;BU17110837;1;138.0;632.0
4492;Wijk 09 Nieuwstadt;Echt-Susteren                           ;Wijk      ;WK171109  ;1;487.0;2012.0
4493;Verspreide huizen Nieuwstadt;Echt-Susteren                           ;Buurt     ;BU17110938;1;7.0;24.0
4494;Nieuwstadt Centrum;Echt-Susteren                           ;Buurt     ;BU17110939;1;241.0;1018.0
4495;Cristina;Echt-Susteren                           ;Buurt     ;BU17110940;1;239.0;969.0
4496;Wijk 10 Sint Joost;Echt-Susteren                           ;Wijk      ;WK171110  ;1;247.0;1137.0
4497;Sint Joost;Echt-Susteren                           ;Buurt     ;BU17111041;1;231.0;1046.0
4498;Verspreide Huizen Sint Joost;Echt-Susteren                           ;Buurt     ;BU17111042;1;16.0;91.0
4499;Wijk 11 Koningsbosch;Echt-Susteren                           ;Wijk      ;WK171111  ;1;213.0;971.0
4500;Koningsbosch;Echt-Susteren                           ;Buurt     ;BU17111143;1;204.0;924.0
4501;Lackerbosch;Echt-Susteren                           ;Buurt     ;BU17111144;1;;
4502;Spaanshuisken;Echt-Susteren                           ;Buurt     ;BU17111145;1;;
4503;Aan het Echterbos;Echt-Susteren                           ;Buurt     ;BU17111146;1;5.0;26.0
4504;Buitengebied Spaanshuisken;Echt-Susteren                           ;Buurt     ;BU17111152;1;0.0;0.0
4505;Edam-Volendam;Edam-Volendam                           ;Gemeente  ;GM0385    ;.;2848.0;10561.0
4506;Wijk 00 Edam;Edam-Volendam                           ;Wijk      ;WK038500  ;1;517.0;1822.0
4507;Edam-Oude kom;Edam-Volendam                           ;Buurt     ;BU03850001;1;120.0;444.0
4508;Edam-Industriegebied;Edam-Volendam                           ;Buurt     ;BU03850002;1;;
4509;Edam-Zuid;Edam-Volendam                           ;Buurt     ;BU03850003;1;157.0;581.0
4510;Edam-Singelwijk;Edam-Volendam                           ;Buurt     ;BU03850004;1;119.0;347.0
4511;Edam-Molenbuurt;Edam-Volendam                           ;Buurt     ;BU03850005;1;98.0;350.0
4512;Zeevangpolder;Edam-Volendam                           ;Buurt     ;BU03850006;1;;
4513;Wijk 01 Purmer;Edam-Volendam                           ;Wijk      ;WK038501  ;1;5.0;30.0
4514;Purmerpolder;Edam-Volendam                           ;Buurt     ;BU03850101;1;5.0;30.0
4515;Wijk 02 Volendam;Edam-Volendam                           ;Wijk      ;WK038502  ;1;1457.0;5490.0
4516;Volendam-Oude kom;Edam-Volendam                           ;Buurt     ;BU03850201;1;111.0;365.0
4517;Volendam-Katham + Planetenbuurt;Edam-Volendam                           ;Buurt     ;BU03850202;1;75.0;289.0
4518;Volendam-Blokgouw 1 en 2;Edam-Volendam                           ;Buurt     ;BU03850203;1;173.0;629.0
4519;Volendam-Blokgouw 3;Edam-Volendam                           ;Buurt     ;BU03850204;1;91.0;344.0
4520;Volendam-Blokgouw 4, 5 en 6;Edam-Volendam                           ;Buurt     ;BU03850205;1;127.0;496.0
4521;Volendam-Blokgouw 7 en 8;Edam-Volendam                           ;Buurt     ;BU03850206;1;145.0;680.0
4522;Volendam-Rozettenbuurt;Edam-Volendam                           ;Buurt     ;BU03850207;1;66.0;227.0
4523;Volendam-Bloemenbuurt;Edam-Volendam                           ;Buurt     ;BU03850208;1;51.0;268.0
4524;Volendam-Industriegebied;Edam-Volendam                           ;Buurt     ;BU03850209;1;;
4525;Volendam-Middengebied;Edam-Volendam                           ;Buurt     ;BU03850210;1;201.0;832.0
4526;Lange Weeren;Edam-Volendam                           ;Buurt     ;BU03850211;1;;
4527;Broeckgouw;Edam-Volendam                           ;Buurt     ;BU03850212;1;406.0;1196.0
4528;Wijk 03 Beets;Edam-Volendam                           ;Wijk      ;WK038503  ;1;71.0;270.0
4529;Beets;Edam-Volendam                           ;Buurt     ;BU03850301;1;71.0;270.0
4530;Wijk 04 Oosthuizen;Edam-Volendam                           ;Wijk      ;WK038504  ;1;439.0;1354.0
4531;Oosthuizen;Edam-Volendam                           ;Buurt     ;BU03850401;1;177.0;563.0
4532;De Watering;Edam-Volendam                           ;Buurt     ;BU03850402;1;262.0;792.0
4533;Wijk 05 Warder;Edam-Volendam                           ;Wijk      ;WK038505  ;1;120.0;565.0
4534;Warder;Edam-Volendam                           ;Buurt     ;BU03850501;1;120.0;565.0
4535;Wijk 06 Middelie;Edam-Volendam                           ;Wijk      ;WK038506  ;1;85.0;329.0
4536;Middelie;Edam-Volendam                           ;Buurt     ;BU03850601;1;85.0;329.0
4537;Wijk 07 Kwadijk;Edam-Volendam                           ;Wijk      ;WK038507  ;1;105.0;512.0
4538;Kwadijk;Edam-Volendam                           ;Buurt     ;BU03850701;1;105.0;512.0
4539;Wijk 08 Schardam;Edam-Volendam                           ;Wijk      ;WK038508  ;1;21.0;86.0
4540;Schardam;Edam-Volendam                           ;Buurt     ;BU03850801;1;21.0;86.0
4541;Wijk 09 Hobrede;Edam-Volendam                           ;Wijk      ;WK038509  ;1;28.0;101.0
4542;Hobrede;Edam-Volendam                           ;Buurt     ;BU03850901;1;28.0;101.0
4543;Ede;Ede                                     ;Gemeente  ;GM0228    ;.;10787.0;40694.0
4544;Ede-Oost;Ede                                     ;Wijk      ;WK022801  ;1;601.0;2402.0
4545;Centrum Ede;Ede                                     ;Buurt     ;BU02280101;1;101.0;411.0
4546;Bosrand;Ede                                     ;Buurt     ;BU02280102;1;46.0;224.0
4547;Komponistenbuurt;Ede                                     ;Buurt     ;BU02280103;1;176.0;699.0
4548;Burgemeestersbuurt;Ede                                     ;Buurt     ;BU02280104;1;172.0;690.0
4549;Stationsbuurt;Ede                                     ;Buurt     ;BU02280105;1;106.0;378.0
4550;Ede-West;Ede                                     ;Wijk      ;WK022802  ;1;1293.0;4582.0
4551;Zeeheldenbuurt;Ede                                     ;Buurt     ;BU02280201;1;302.0;1165.0
4552;Indische buurt;Ede                                     ;Buurt     ;BU02280202;1;231.0;635.0
4553;Vogelbuurt;Ede                                     ;Buurt     ;BU02280203;1;292.0;854.0
4554;Bloemenbuurt;Ede                                     ;Buurt     ;BU02280204;1;149.0;524.0
4555;Beatrixpark;Ede                                     ;Buurt     ;BU02280205;1;175.0;807.0
4556;Klaphek;Ede                                     ;Buurt     ;BU02280206;1;144.0;596.0
4557;Ede-Veldhuizen;Ede                                     ;Wijk      ;WK022803  ;1;1312.0;4136.0
4558;De Horsten;Ede                                     ;Buurt     ;BU02280301;1;164.0;761.0
4559;De Burgen;Ede                                     ;Buurt     ;BU02280302;1;325.0;546.0
4560;De Steinen;Ede                                     ;Buurt     ;BU02280303;1;165.0;557.0
4561;De Dalen;Ede                                     ;Buurt     ;BU02280305;1;205.0;699.0
4562;De Velden en Beken;Ede                                     ;Buurt     ;BU02280306;1;168.0;598.0
4563;De Hoven;Ede                                     ;Buurt     ;BU02280307;1;285.0;976.0
4564;Kernhem;Ede                                     ;Wijk      ;WK022804  ;1;788.0;2478.0
4565;De Bergen;Ede                                     ;Buurt     ;BU02280401;1;182.0;558.0
4566;De Bossen;Ede                                     ;Buurt     ;BU02280402;1;282.0;788.0
4567;De Venen en Zanden;Ede                                     ;Buurt     ;BU02280403;1;324.0;1132.0
4568;Veluwse Poort;Ede                                     ;Wijk      ;WK022805  ;1;440.0;1657.0
4569;Veluwse Poort;Ede                                     ;Buurt     ;BU02280501;1;440.0;1657.0
4570;Ede-Zuid;Ede                                     ;Wijk      ;WK022810  ;1;1193.0;4013.0
4571;Uitvindersbuurt;Ede                                     ;Buurt     ;BU02281001;1;183.0;579.0
4572;Hoogbouw-Zuid;Ede                                     ;Buurt     ;BU02281002;1;32.0;210.0
4573;Reehorst;Ede                                     ;Buurt     ;BU02281003;1;432.0;1415.0
4574;Enka;Ede                                     ;Buurt     ;BU02281004;1;546.0;1809.0
4575;Maandereng;Ede                                     ;Wijk      ;WK022811  ;1;590.0;1875.0
4576;Elskamp;Ede                                     ;Buurt     ;BU02281101;1;248.0;788.0
4577;Maandereng-Oost;Ede                                     ;Buurt     ;BU02281102;1;158.0;475.0
4578;De Hoef;Ede                                     ;Buurt     ;BU02281103;1;184.0;612.0
4579;Rietkampen;Ede                                     ;Wijk      ;WK022812  ;1;797.0;2916.0
4580;De Parken;Ede                                     ;Buurt     ;BU02281201;1;139.0;572.0
4581;De Dreven;Ede                                     ;Buurt     ;BU02281202;1;220.0;781.0
4582;De Singels;Ede                                     ;Buurt     ;BU02281203;1;215.0;777.0
4583;De States;Ede                                     ;Buurt     ;BU02281204;1;223.0;787.0
4584;Bedrijventerrein;Ede                                     ;Wijk      ;WK022813  ;1;10.0;88.0
4585;Frankeneng;Ede                                     ;Buurt     ;BU02281301;1;3.0;17.0
4586;Heestereng;Ede                                     ;Buurt     ;BU02281302;1;;
4587;De Vallei;Ede                                     ;Buurt     ;BU02281303;1;0.0;0.0
4588;Schuttersveld-Zuid;Ede                                     ;Buurt     ;BU02281304;1;;
4589;Schuttersveld-Noord;Ede                                     ;Buurt     ;BU02281305;1;;
4590;Kievitsmeent;Ede                                     ;Buurt     ;BU02281306;1;3.0;27.0
4591;Buitengebied Ede-Stad;Ede                                     ;Wijk      ;WK022820  ;1;153.0;1174.0
4592;Maanderbroek;Ede                                     ;Buurt     ;BU02282031;1;22.0;238.0
4593;Doesburg;Ede                                     ;Buurt     ;BU02282032;1;64.0;466.0
4594;Driesprong/Ginkel;Ede                                     ;Buurt     ;BU02282051;1;67.0;470.0
4595;Bennekom;Ede                                     ;Wijk      ;WK022830  ;1;1868.0;6982.0
4596;De Laar;Ede                                     ;Buurt     ;BU02283001;1;540.0;1853.0
4597;Bennekom-Zuidoost;Ede                                     ;Buurt     ;BU02283002;1;325.0;1264.0
4598;Boekelo;Ede                                     ;Buurt     ;BU02283003;1;361.0;1240.0
4599;Halderbrink;Ede                                     ;Buurt     ;BU02283004;1;540.0;1937.0
4600;De Kraats/Nergena;Ede                                     ;Buurt     ;BU02283031;1;75.0;505.0
4601;Dikkenberg;Ede                                     ;Buurt     ;BU02283051;1;27.0;183.0
4602;Lunteren;Ede                                     ;Wijk      ;WK022840  ;1;934.0;4552.0
4603;Centrum Lunteren;Ede                                     ;Buurt     ;BU02284001;1;347.0;1246.0
4604;Wormshoef;Ede                                     ;Buurt     ;BU02284002;1;172.0;675.0
4605;Lunteren-Oost;Ede                                     ;Buurt     ;BU02284003;1;166.0;681.0
4606;Nederwoud;Ede                                     ;Buurt     ;BU02284031;1;58.0;524.0
4607;De Veenen;Ede                                     ;Buurt     ;BU02284032;1;19.0;166.0
4608;Lunterse Veld;Ede                                     ;Buurt     ;BU02284033;1;68.0;447.0
4609;Meulunteren/De Valk;Ede                                     ;Buurt     ;BU02284034;1;82.0;645.0
4610;Lunterse Buurtbos;Ede                                     ;Buurt     ;BU02284051;1;22.0;169.0
4611;Ederveen;Ede                                     ;Wijk      ;WK022850  ;1;262.0;1161.0
4612;Ederveen dorp;Ede                                     ;Buurt     ;BU02285001;1;184.0;661.0
4613;Ederveen buitengebied;Ede                                     ;Buurt     ;BU02285031;1;78.0;500.0
4614;De Klomp;Ede                                     ;Wijk      ;WK022860  ;1;39.0;227.0
4615;De Klomp dorp;Ede                                     ;Buurt     ;BU02286001;1;24.0;109.0
4616;De Klomp buitengebied;Ede                                     ;Buurt     ;BU02286031;1;15.0;118.0
4617;Harskamp;Ede                                     ;Wijk      ;WK022870  ;1;151.0;832.0
4618;Harskamp dorp;Ede                                     ;Buurt     ;BU02287001;1;90.0;407.0
4619;Legerplaats Harskamp;Ede                                     ;Buurt     ;BU02287002;1;7.0;40.0
4620;Westeneng;Ede                                     ;Buurt     ;BU02287031;1;54.0;385.0
4621;Harskampse Zand;Ede                                     ;Buurt     ;BU02287051;1;0.0;0.0
4622;Wekerom;Ede                                     ;Wijk      ;WK022880  ;1;179.0;840.0
4623;Wekerom dorp;Ede                                     ;Buurt     ;BU02288001;1;125.0;466.0
4624;Wekeromse Meent;Ede                                     ;Buurt     ;BU02288031;1;49.0;347.0
4625;Wekeromse Zand;Ede                                     ;Buurt     ;BU02288051;1;5.0;28.0
4626;Otterlo;Ede                                     ;Wijk      ;WK022890  ;1;177.0;779.0
4627;Otterlo dorp;Ede                                     ;Buurt     ;BU02289001;1;136.0;525.0
4628;Eschoter Veld;Ede                                     ;Buurt     ;BU02289031;1;33.0;217.0
4629;Reemst;Ede                                     ;Buurt     ;BU02289051;1;0.0;0.0
4630;Hoog Baarlo;Ede                                     ;Buurt     ;BU02289052;1;;
4631;Deelen;Ede                                     ;Buurt     ;BU02289053;1;;
4632;Eemnes;Eemnes                                  ;Gemeente  ;GM0317    ;.;1423.0;4525.0
4633;Eemnes;Eemnes                                  ;Wijk      ;WK031702  ;1;1423.0;4525.0
4634;Eembrugge;Eemnes                                  ;Buurt     ;BU03170210;1;0.0;0.0
4635;Eemmeer-Eemnes;Eemnes                                  ;Buurt     ;BU03170211;1;0.0;0.0
4636;Eemnes-Dorp;Eemnes                                  ;Buurt     ;BU03170212;1;67.0;181.0
4637;Eempolder;Eemnes                                  ;Buurt     ;BU03170213;1;;
4638;Polder te Veen;Eemnes                                  ;Buurt     ;BU03170214;1;;
