ID;SITC;Landengroepen;Perioden;Invoerwaarde_1;Uitvoerwaarde_2;Handelsbalans_3;JaarmutatieInvoerwaarde_4;JaarmutatieUitvoerwaarde_5;Invoerwaarde_6;Uitvoerwaarde_7;Handelsbalans_8;JaarmutatieInvoerwaarde_9;JaarmutatieUitvoerwaarde_10
131;Totaal goederen;Totaal landen;2012 februari;32086.0;35203.0;3118.0;12.4;7.2;;;;;
132;Totaal goederen;Totaal landen;2012 maart;33947.0;38084.0;4137.0;1.8;2.0;;;;;
133;Totaal goederen;Totaal landen;2012 april;31312.0;35005.0;3692.0;7.9;3.7;;;;;
134;Totaal goederen;Totaal landen;2012 mei;33239.0;36734.0;3495.0;7.5;6.5;;;;;
135;Totaal goederen;Totaal landen;2012 juni;32362.0;35716.0;3355.0;6.3;7.2;;;;;
136;Totaal goederen;Totaal landen;2012 juli;32170.0;34543.0;2373.0;9.3;4.5;;;;;
137;Totaal goederen;Totaal landen;2012 augustus;32665.0;34340.0;1675.0;7.8;4.7;;;;;
138;Totaal goederen;Totaal landen;2012 september;31412.0;35094.0;3682.0;0.4;-0.6;;;;;
139;Totaal goederen;Totaal landen;2012 oktober;34891.0;38730.0;3840.0;13.9;13.9;;;;;
140;Totaal goederen;Totaal landen;2012 november;33919.0;37805.0;3886.0;6.9;5.6;;;;;
141;Totaal goederen;Totaal landen;2012 december;30706.0;33815.0;3109.0;1.0;-2.0;;;;;
142;Totaal goederen;Totaal landen;2012;389449.0;429717.0;40268.0;6.7;5.0;;;;;
143;Totaal goederen;Totaal landen;2013 januari;32846.0;36486.0;3640.0;6.9;5.3;;;;;
144;Totaal goederen;Totaal landen;2013 februari;31368.0;34960.0;3592.0;-2.2;-0.7;;;;;
145;Totaal goederen;Totaal landen;2013 maart;33130.0;38054.0;4924.0;-2.4;-0.1;;;;;
146;Totaal goederen;Totaal landen;2013 april;31665.0;35283.0;3618.0;1.1;0.8;;;;;
147;Totaal goederen;Totaal landen;2013 mei;33139.0;37361.0;4222.0;-0.3;1.7;;;;;
148;Totaal goederen;Totaal landen;2013 juni;32201.0;35536.0;3335.0;-0.5;-0.5;;;;;
149;Totaal goederen;Totaal landen;2013 juli;32230.0;36103.0;3873.0;0.2;4.5;;;;;
150;Totaal goederen;Totaal landen;2013 augustus;30287.0;33886.0;3598.0;-7.3;-1.3;;;;;
151;Totaal goederen;Totaal landen;2013 september;31918.0;35416.0;3498.0;1.6;0.9;;;;;
152;Totaal goederen;Totaal landen;2013 oktober;33853.0;38053.0;4200.0;-3.0;-1.7;;;;;
153;Totaal goederen;Totaal landen;2013 november;32232.0;37181.0;4949.0;-5.0;-1.7;;;;;
154;Totaal goederen;Totaal landen;2013 december;31484.0;34787.0;3303.0;2.5;2.9;;;;;
155;Totaal goederen;Totaal landen;2013;386355.0;433106.0;46751.0;-0.8;0.8;;;;;
156;Totaal goederen;Totaal landen;2014 januari;31902.0;36074.0;4173.0;-2.9;-1.1;;;;;
157;Totaal goederen;Totaal landen;2014 februari;30260.0;34966.0;4706.0;-3.5;0.0;;;;;
158;Totaal goederen;Totaal landen;2014 maart;32823.0;37482.0;4659.0;-0.9;-1.5;;;;;
159;Totaal goederen;Totaal landen;2014 april;32018.0;36109.0;4090.0;1.1;2.3;;;;;
160;Totaal goederen;Totaal landen;2014 mei;32100.0;35520.0;3420.0;-3.1;-4.9;;;;;
161;Totaal goederen;Totaal landen;2014 juni;31952.0;36123.0;4171.0;-0.8;1.7;;;;;
162;Totaal goederen;Totaal landen;2014 juli;33274.0;36256.0;2983.0;3.2;0.4;;;;;
163;Totaal goederen;Totaal landen;2014 augustus;29491.0;32456.0;2966.0;-2.6;-4.2;;;;;
164;Totaal goederen;Totaal landen;2014 september;32751.0;37748.0;4997.0;2.6;6.6;;;;;
165;Totaal goederen;Totaal landen;2014 oktober;33643.0;38461.0;4818.0;-0.6;1.1;;;;;
166;Totaal goederen;Totaal landen;2014 november;31226.0;36344.0;5118.0;-3.1;-2.3;;;;;
167;Totaal goederen;Totaal landen;2014 december;30976.0;35865.0;4888.0;-1.6;3.1;;;;;
168;Totaal goederen;Totaal landen;2014;382416.0;433405.0;50989.0;-1.0;0.1;;;;;
169;Totaal goederen;Totaal landen;2015 januari;28306.0;33055.0;4749.0;;;;;;;
170;Totaal goederen;Totaal landen;2015 februari;28560.0;33473.0;4913.0;;;;;;;
171;Totaal goederen;Totaal landen;2015 maart;34021.0;37198.0;3177.0;;;;;;;
172;Totaal goederen;Totaal landen;2015 april;31602.0;35240.0;3637.0;;;;;;;
173;Totaal goederen;Totaal landen;2015 mei;30740.0;33567.0;2827.0;;;;;;;
174;Totaal goederen;Totaal landen;2015 juni;32881.0;37623.0;4742.0;;;;;;;
175;Totaal goederen;Totaal landen;2015 juli;32015.0;36154.0;4138.0;;;;;;;
176;Totaal goederen;Totaal landen;2015 augustus;28752.0;31689.0;2937.0;;;;;;;
177;Totaal goederen;Totaal landen;2015 september;31059.0;35185.0;4126.0;;;;;;;
178;Totaal goederen;Totaal landen;2015 oktober;31686.0;35428.0;3741.0;;;;;;;
179;Totaal goederen;Totaal landen;2015 november;31018.0;35464.0;4446.0;;;;;;;
180;Totaal goederen;Totaal landen;2015 december;31554.0;34907.0;3354.0;;;;;;;
181;Totaal goederen;Totaal landen;2015;372195.0;418982.0;46787.0;;;;;;;
182;Totaal goederen;Totaal landen;2016 januari;27905.0;32235.0;4331.0;-1.4;-2.5;;;;;
183;Totaal goederen;Totaal landen;2016 februari;29404.0;33078.0;3674.0;3.0;-1.2;;;;;
184;Totaal goederen;Totaal landen;2016 maart;30801.0;36031.0;5230.0;-9.5;-3.1;;;;;
185;Totaal goederen;Totaal landen;2016 april;30062.0;34663.0;4600.0;-4.9;-1.6;;;;;
186;Totaal goederen;Totaal landen;2016 mei;30056.0;34453.0;4397.0;-2.2;2.6;;;;;
187;Totaal goederen;Totaal landen;2016 juni;31931.0;36850.0;4919.0;-2.9;-2.1;;;;;
188;Totaal goederen;Totaal landen;2016 juli;29135.0;33620.0;4485.0;-9.0;-7.0;;;;;
189;Totaal goederen;Totaal landen;2016 augustus;29552.0;33559.0;4007.0;2.8;5.9;;;;;
190;Totaal goederen;Totaal landen;2016 september;32134.0;36739.0;4605.0;3.5;4.4;;;;;
191;Totaal goederen;Totaal landen;2016 oktober;31901.0;35705.0;3803.0;0.7;0.8;;;;;
192;Totaal goederen;Totaal landen;2016 november;33358.0;38679.0;5321.0;7.6;9.1;;;;;
193;Totaal goederen;Totaal landen;2016 december;32621.0;37616.0;4995.0;3.4;7.8;;;;;
194;Totaal goederen;Totaal landen;2016;368861.0;423228.0;54367.0;-0.9;1.0;;;;;
195;Totaal goederen;Totaal landen;2017 januari;33215.0;37790.0;4574.0;19.0;17.2;;;;;
196;Totaal goederen;Totaal landen;2017 februari;32372.0;37422.0;5050.0;10.1;13.1;;;;;
197;Totaal goederen;Totaal landen;2017 maart;37060.0;43551.0;6492.0;20.3;20.9;;;;;
198;Totaal goederen;Totaal landen;2017 april;31675.0;35548.0;3873.0;5.4;2.6;;;;;
199;Totaal goederen;Totaal landen;2017 mei;35179.0;39851.0;4672.0;17.0;15.7;;;;;
200;Totaal goederen;Totaal landen;2017 juni;34314.0;40649.0;6335.0;7.5;10.3;;;;;
201;Totaal goederen;Totaal landen;2017 juli;32083.0;36814.0;4731.0;10.1;9.5;;;;;
202;Totaal goederen;Totaal landen;2017 augustus;33148.0;36767.0;3619.0;12.2;9.6;;;;;
203;Totaal goederen;Totaal landen;2017 september;33562.0;39350.0;5789.0;4.4;7.1;;;;;
204;Totaal goederen;Totaal landen;2017 oktober;34811.0;39335.0;4525.0;9.1;10.2;;;;;
205;Totaal goederen;Totaal landen;2017 november;37051.0;42232.0;5180.0;11.1;9.2;;;;;
206;Totaal goederen;Totaal landen;2017 december;34415.0;38125.0;3711.0;5.5;1.4;;;;;
207;Totaal goederen;Totaal landen;2017;408885.0;467434.0;58550.0;10.9;10.4;;;;;
208;Totaal goederen;Totaal landen;2018 januari;36787.0;40662.0;3875.0;10.8;7.6;;;;;
209;Totaal goederen;Totaal landen;2018 februari;34448.0;38896.0;4448.0;6.4;3.9;;;;;
210;Totaal goederen;Totaal landen;2018 maart;37320.0;43483.0;6163.0;0.7;-0.2;;;;;
211;Totaal goederen;Totaal landen;2018 april;35009.0;38604.0;3595.0;10.5;8.6;;;;;
212;Totaal goederen;Totaal landen;2018 mei;36725.0;42078.0;5353.0;4.4;5.6;;;;;
213;Totaal goederen;Totaal landen;2018 juni;36848.0;42093.0;5246.0;7.4;3.6;;;;;
214;Totaal goederen;Totaal landen;2018 juli;36199.0;40511.0;4312.0;12.8;10.0;;;;;
215;Totaal goederen;Totaal landen;2018 augustus;36848.0;40700.0;3853.0;11.2;10.7;;;;;
216;Totaal goederen;Totaal landen;2018 september;36231.0;42142.0;5911.0;8.0;7.1;;;;;
217;Totaal goederen;Totaal landen;2018 oktober;40534.0;44843.0;4309.0;16.4;14.0;;;;;
218;Totaal goederen;Totaal landen;2018 november;38645.0;44865.0;6220.0;4.3;6.2;;;;;
219;Totaal goederen;Totaal landen;2018 december;35681.0;38998.0;3316.0;3.7;2.3;;;;;
220;Totaal goederen;Totaal landen;2018;441275.0;497874.0;56600.0;7.9;6.5;;;;;
221;Totaal goederen;Totaal landen;2019 januari;38632.0;41347.0;2715.0;5.0;1.7;;;;;
222;Totaal goederen;Totaal landen;2019 februari;36042.0;41121.0;5079.0;4.6;5.7;;;;;
223;Totaal goederen;Totaal landen;2019 maart;39618.0;45245.0;5628.0;6.2;4.1;;;;;
224;Totaal goederen;Totaal landen;2019 april;39106.0;42751.0;3645.0;11.7;10.7;;;;;
225;Totaal goederen;Totaal landen;2019 mei;39665.0;44752.0;5087.0;8.0;6.4;;;;;
226;Totaal goederen;Totaal landen;2019 juni;36951.0;41632.0;4681.0;0.3;-1.1;;;;;
227;Totaal goederen;Totaal landen;2019 juli;38313.0;42386.0;4073.0;5.8;4.6;;;;;
228;Totaal goederen;Totaal landen;2019 augustus;35797.0;39998.0;4201.0;-2.9;-1.7;;;;;
229;Totaal goederen;Totaal landen;2019 september;38080.0;43269.0;5189.0;5.1;2.7;;;;;
230;Totaal goederen;Totaal landen;2019 oktober;40506.0;46695.0;6189.0;-0.1;4.1;;;;;
231;Totaal goederen;Totaal landen;2019 november;39260.0;43817.0;4557.0;1.6;-2.3;;;;;
232;Totaal goederen;Totaal landen;2019 december;37924.0;42251.0;4327.0;6.3;8.3;;;;;
233;Totaal goederen;Totaal landen;2019;459893.0;515264.0;55371.0;4.2;3.5;;;;;
234;Totaal goederen;Totaal landen;2020 januari;38840.0;43337.0;4497.0;0.5;4.8;;;;;
235;Totaal goederen;Totaal landen;2020 februari;35573.0;41329.0;5756.0;-1.3;0.5;;;;;
236;Totaal goederen;Totaal landen;2020 maart;37322.0;43084.0;5762.0;-5.8;-4.8;;;;;
237;Totaal goederen;Totaal landen;2020 april;30694.0;33853.0;3159.0;-21.5;-20.8;;;;;
238;Totaal goederen;Totaal landen;2020 mei;30482.0;33936.0;3454.0;-23.2;-24.2;;;;;
239;Totaal goederen;Totaal landen;2020 juni;35258.0;39223.0;3965.0;-4.6;-5.8;;;;;
240;Totaal goederen;Totaal landen;2020 juli;34791.0;40204.0;5414.0;-9.2;-5.1;;;;;
241;Totaal goederen;Totaal landen;2020 augustus;31920.0;35743.0;3823.0;-10.8;-10.6;;;;;
242;Totaal goederen;Totaal landen;2020 september;36745.0;42070.0;5324.0;-3.5;-2.8;;;;;
243;Totaal goederen;Totaal landen;2020 oktober;36895.0;43968.0;7073.0;-8.9;-5.8;;;;;
244;Totaal goederen;Totaal landen;2020 november;37559.0;43313.0;5754.0;-4.3;-1.1;;;;;
245;Totaal goederen;Totaal landen;2020 december;37745.0;42653.0;4908.0;-0.5;1.0;;;;;
246;Totaal goederen;Totaal landen;2020;423823.0;482713.0;58890.0;-7.8;-6.3;;;;;
247;Totaal goederen;Totaal landen;2021 januari;35574.0;40957.0;5383.0;-8.4;-5.5;;;;;
248;Totaal goederen;Totaal landen;2021 februari;36247.0;42299.0;6051.0;1.9;2.3;;;;;
249;Totaal goederen;Totaal landen;2021 maart;44799.0;51751.0;6952.0;20.0;20.1;;;;;
250;Totaal goederen;Totaal landen;2021 april;41658.0;46448.0;4790.0;35.7;37.2;;;;;
251;Totaal goederen;Totaal landen;2021 mei;40738.0;46097.0;5359.0;33.6;35.8;;;;;
252;Totaal goederen;Totaal landen;2021 juni;44033.0;50799.0;6766.0;24.9;29.5;;;;;
253;Totaal goederen;Totaal landen;2021 juli;43261.0;48890.0;5629.0;24.3;21.6;;;;;
254;Totaal goederen;Totaal landen;2021 augustus;42955.0;47161.0;4206.0;34.6;31.9;;;;;
255;Totaal goederen;Totaal landen;2021 september;46421.0;52181.0;5760.0;26.3;24.0;;;;;
256;Totaal goederen;Totaal landen;2021 oktober;47884.0;51337.0;3454.0;29.8;16.8;;;;;
257;Totaal goederen;Totaal landen;2021 november;52262.0;56529.0;4267.0;39.1;30.5;;;;;
258;Totaal goederen;Totaal landen;2021 december;51223.0;54753.0;3530.0;35.7;28.4;;;;;
259;Totaal goederen;Totaal landen;2021;527055.0;589202.0;62147.0;24.4;22.1;;;;;
260;Totaal goederen;Totaal landen;2022 januari;46956.0;49541.0;2585.0;;;;;;;
261;Totaal goederen;Totaal landen;2022 februari ;45549.0;48928.0;3379.0;;;;;;;
262;Totaal goederen;Totaal landen;2022 maart;56146.0;60342.0;4196.0;;;;;;;
263;Totaal goederen;Totaal landen;2022 april;53801.0;57119.0;3318.0;;;;;;;
264;Totaal goederen;Totaal landen;2022 mei;58232.0;61718.0;3486.0;;;;;;;
265;Totaal goederen;Totaal landen;2022 juni;58501.0;63670.0;5170.0;;;;;;;
266;Totaal goederen;Totaal landen;2022 juli;54348.0;58903.0;4555.0;;;;;;;
267;Totaal goederen;Totaal landen;2022 augustus;58215.0;60227.0;2012.0;;;;;;;
268;Totaal goederen;Totaal landen;2022 september;61086.0;67557.0;6471.0;;;;;;;
269;Totaal goederen;Totaal landen;2022 oktober;61949.0;66060.0;4111.0;;;;;;;
