ID;BronTechniek;Perioden;InGebruikGenomen_1;UitGebruikGenomen_2;OpgesteldAanHetEindeVanHetJaar_3;InGebruikGenomen_4;UitGebruikGenomen_5;OpgesteldAanHetEindeVanHetJaar_6;InGebruikGenomen_7;UitGebruikGenomen_8;OpgesteldAanHetEindeVanHetJaar_9;InGebruikGenomen_10;UitGebruikGenomen_11;OpgesteldAanHetEindeVanHetJaar_12;ElektriciteitInMlnKWh_13;AandeelInTotaalElektriciteitsverbruik_14;Warmte_15;BiogasVoorNuttigFinaalVerbruik_16;WinningVanBiogas_17;GefakkeldBiogas_18;NuttigEnergetischVerbruikVanBiomassa_19
208;Zonnestroom, netgekoppeld energiebedr.;2006;;;;0.0;0.0;3.0;;;;;;;2.0;0.0;;;;;
209;Zonnestroom, netgekoppeld energiebedr.;2007;;;;0.0;0.0;3.0;;;;;;;2.0;0.0;;;;;
210;Zonnestroom, netgekoppeld energiebedr.;2008;;;;0.0;0.0;4.0;;;;;;;2.0;0.0;;;;;
211;Zonnestroom, netgekoppeld energiebedr.;2009;;;;1.0;0.0;4.0;;;;;;;3.0;0.0;;;;;
212;Zonnestroom, netgekoppeld energiebedr.;2010;;;;1.0;0.0;5.0;;;;;;;4.0;0.0;;;;;
213;Zonnestroom, netgekoppeld energiebedr.;2011;;;;6.0;0.0;11.0;;;;;;;8.0;0.01;;;;;
214;Zonnestroom, netgekoppeld energiebedr.;2012;;;;4.0;0.0;15.0;;;;;;;11.0;0.01;;;;;
215;Zonnestroom, netgekoppeld energiebedr.;2013;;;;;;;;;;;;;;;;;;;
216;Zonnestroom, netgekoppeld, overig;1990;;;;;;0.0;;;;;;;0.0;0.0;;;;;
217;Zonnestroom, netgekoppeld, overig;1991;;0.0;;0.0;0.0;0.0;;;;;0.0;;0.0;0.0;;;;;
218;Zonnestroom, netgekoppeld, overig;1992;;0.0;;0.0;0.0;0.0;;;;;0.0;;0.0;0.0;;;;;
219;Zonnestroom, netgekoppeld, overig;1993;;0.0;;0.0;0.0;0.0;;;;;0.0;;0.0;0.0;;;;;
220;Zonnestroom, netgekoppeld, overig;1994;;0.0;;0.0;0.0;0.0;;;;;0.0;;0.0;0.0;;;;;
221;Zonnestroom, netgekoppeld, overig;1995;;0.0;;0.0;0.0;0.0;;;;;0.0;;0.0;0.0;;;;;
222;Zonnestroom, netgekoppeld, overig;1996;;0.0;;0.0;0.0;1.0;;;;;0.0;;1.0;0.0;;;;;
223;Zonnestroom, netgekoppeld, overig;1997;;0.0;;0.0;0.0;1.0;;;;;0.0;;1.0;0.0;;;;;
224;Zonnestroom, netgekoppeld, overig;1998;;0.0;;2.0;0.0;3.0;;;;;0.0;;2.0;0.0;;;;;
225;Zonnestroom, netgekoppeld, overig;1999;;0.0;;2.0;0.0;5.0;;;;;0.0;;4.0;0.0;;;;;
226;Zonnestroom, netgekoppeld, overig;2000;;0.0;;3.0;0.0;8.0;;;;;0.0;;6.0;0.01;;;;;
227;Zonnestroom, netgekoppeld, overig;2001;;0.0;;5.0;0.0;14.0;;;;;0.0;;10.0;0.01;;;;;
228;Zonnestroom, netgekoppeld, overig;2002;;0.0;;6.0;0.0;19.0;;;;;0.0;;13.0;0.01;;;;;
229;Zonnestroom, netgekoppeld, overig;2003;;;;20.0;0.0;39.0;;;;;;;27.0;0.02;;;;;
230;Zonnestroom, netgekoppeld, overig;2004;;;;2.0;0.0;41.0;;;;;;;29.0;0.03;;;;;
231;Zonnestroom, netgekoppeld, overig;2005;;;;1.0;0.0;43.0;;;;;;;30.0;0.03;;;;;
232;Zonnestroom, netgekoppeld, overig;2006;;;;1.0;0.0;44.0;;;;;;;31.0;0.03;;;;;
233;Zonnestroom, netgekoppeld, overig;2007;;;;1.0;0.0;44.0;;;;;;;31.0;0.03;;;;;
234;Zonnestroom, netgekoppeld, overig;2008;;;;4.0;0.0;48.0;;;;;;;34.0;0.03;;;;;
