ID;Geslacht;Gebieden;TotaleBevolking_1;Oppervlakte_2;Bevolkingsdichtheid_3;Pagina_4;BewoondeHuizenSchepenEnz_5;Pagina_6;BewoondeHuizen_7;OnbewoondeWoonhuizen_8;WoonhuizenInAanbouw_9;OverigeOnbewoondeGebouwen_10;PermanentAanwezig_11;TijdelijkAanwezig_12;PermanentAanwezig_13;TijdelijkAanwezig_14;Pagina_15;Huishoudens_16;Totaal_17;Hoofden_18;Kinderen_19;PersonenInDienstbetrekking_20;OverigeLeden_21;AfzonderlijkLevendePersonen_22;AantalGestichtenEnInstellingen_23;Totaal_24;MetGezinnen_25;GestichtsbevolkingInDezeGezinnen_26;AfzonderlijkLevende_27;GestichtsbevolkingOnderDezePersonen_28;Gestichtsbevolking_29;TijdelijkAanwezigen_30;k_09Jaar_31;k_1019Jaar_32;k_2029Jaar_33;k_3039Jaar_34;k_4049Jaar_35;k_5059Jaar_36;k_6069Jaar_37;k_7079Jaar_38;k_80JaarEnOuder_39;OnbekendeLeeftijd_40;Pagina_41;DeHuidigeWoongemeente_42;EenAndereGemeenteBinnenDeProvincie_43;EenAndereProvincieBinnenHetRijk_44;EenDerNederlandscheKolonien_45;InHetBuitenland_46;OpZee_47;GeboortegemeenteOnbekend_48;Pagina_49;Nederland_50;TotaalAantalVreemdelingen_51;Duitschland_52;AngloDuitsch_53;Belgie_54;GrootBritannieEnIerland_55;Frankrijk_56;OostenrijkHongarije_57;Italie_58;EenAnderLand_59;OnbekendeNationaliteit_60;GeenNationaliteit_61;NederduitschHervormden_62;WaalschHervormden_63;Remonstranten_64;ChristelijkGereformeerdenAfgesch_65;Doopsgezinden_66;EvangelischLutherschen_67;HersteldLutherschen_68;BehoorendeTotDeGereformeerdeKerken_69;RoomschKatholieken_70;OudRoomschen_71;NederlandscheIsraelieten_72;PortugeescheIsraelieten_73;Totaal_74;EngelsePresbyterianen_75;AnglicaanscheEpiscopalen_76;SchotscheGemeente_77;DuitschEvangelischen_78;Apostolischen_79;Evangelischen_80;VrijeEvangelischen_81;VrijeProtestanten_82;Darbisten_83;Baptisten_84;Methodisten_85;HernhuttersEvangOfMoravBroederg_86;Unitarissen_87;Grieken_88;Mormonen_89;Mahomedanen_90;LedenDerVrijeGemeente_91;VrijeGereformeerdenOnderHetKruis_92;OudGereformeerdenOnderHetKruis_93;OudGereformeerden_94;ChristelijkEvangelischen_95;LedenDerVrijeZendingGemeente_96;VrijeEvangelischeZendingGemeente_97;GereformeerdenOnderHetKruis_98;Calvinisten_99;GereformeerdeGemeente_100;LegerDesHeils_101;EngelschHervormden_102;ZwitscherschProtestanten_103;NedHervZendingGemeente_104;EgliseNationaleSuisse_105;ReligionProtestante_106;VrijeGereformeerden_107;Puriteinen_108;ZevendeDagAdventisten_109;Congregationalisten_110;Sabbathisten_111;ChristelijkAfgescheidenen_112;AfgescheidenIsraelieten_113;Boeddhisten_114;HersteldApostolischen_115;Wesleyaanen_116;ZevendeDagBaptisten_117;OudProtestanten_118;EgliseIndependante_119;VrijeGereformeerdeGemeente_120;VrijeHervormden_121;Wederdoopers_122;DortschGereformeerden_123;Dissidenten_124;GeloofsverInDeVolheidVanChristus_125;EngelschKatholieken_126;IerscheKerk_127;Adventisten_128;EgliseLibreSuisse_129;NonReformisten_130;ChristelijkOrthodoxen_131;EgliseEvangeliqueDeBruxelles_132;Zwinglianen_133;IerschProtestanten_134;WurtembergscheKerk_135;NieuweJeruzalemscheKerk_136;ChristianismePrimitif_137;RussischOrthodoxen_138;EpiscopaleZionskapel_139;NoorscheStaatsreligion_140;PlymouthBrothers_141;ApostolischeZendingGemeente_142;GeloofsverVanDeGoddelijkeGenezing_143;Quakers_144;HersteldApostolischeZendingGemeente_145;Waldenzen_146;Protestantenbond_147;CongregationalChurch_148;VrijeEngelscheGemeente_149;VereenigdDoopsgezinden_150;Theosophen_151;EgliseLibre_152;VereenigdLuthers_153;EgliseReformeeSuisse_154;Pagina_155;GeenKerkelijkeGezindte_156;KerkelijkeGezindteOnbekend_157;Gemeentecode_158;ProvincieWaarinDeGemeenteIsGelegen_159;Provinciecode_160;Grootteklasse_161
10;Totaal;Noordbrabant;553842;490556.89;1129.01;NB  4;107526.0;NB108;106925.0;3825.0;368.0;562.0;39.0;587.0;6069.0;31.0;NB 98;107518.0;531721;107518;272072;27460;124671;7325;339.0;20668;4145;2017;1195;0;17345;12986;127981;106423;90730;69696;54344;47311;35502;17726;4126;3;NB344;374143;131291;39468;768;8158;0;14;NB120;548666;5135;1191;0;3605;94;96;24;11;69;45;41;50626;215;234;921;275;548;221;10948;486847;12;2098;10;39;1;22;1;1;3;2;3;4;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NB346;841;7;;           ·;30;0
11;Totaal;Limburg;281934;211254.86;1334.57;LI  4;47293.0;LI 72;47219.0;1552.0;188.0;40.0;34.0;92.0;2181.0;17.0;LI 64;51441.0;267687;51441;139239;13619;63388;4998;193.0;14312;2500;1417;1578;0;11651;3936;67065;59335;44698;34280;27145;22866;16519;8178;1844;4;LI236;193356;53746;13632;197;20996;0;7;LI 82;267164;14770;10528;0;3625;103;148;67;16;169;77;37;3459;67;28;62;92;391;62;10;276452;1;1053;58;71;3;16;0;23;8;19;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LI238;123;5;;           ·;31;0
12;Totaal;"Nederland;     500 of minder inwoners";19423;34345.12;565.52;RY 16;3990.0;RY 26;3980.0;241.0;4.0;8.0;2.0;7.0;398.0;0.0;RY 21;3846.0;19025;3846;9351;1300;4528;237;5.0;218;56;1;1;0;162;548;4277;3919;3171;2353;1883;1708;1285;655;172;0;RY124;10908;6801;1405;4;305;0;0;RY 30;19233;190;48;0;115;0;21;0;0;4;2;0;8152;1;6;174;76;33;4;773;10119;1;3;1;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NL132;76;0;;           ·;0;0
13;Totaal;"Nederland;     501 -   1.000 inwoners";141206;201968.45;699.15;RY 16;29283.0;RY 26;29182.0;1214.0;27.0;100.0;1.0;71.0;3054.0;2.0;RY 22;28521.0;138569;28521;70084;7732;32232;1748;38.0;1116;140;47;65;0;958;4156;32795;27882;22579;17379;13485;11844;9430;4697;1115;0;RY126;88941;42525;7878;34;1827;0;1;RY 30;139832;1374;397;0;941;6;8;1;1;20;0;0;66666;19;49;1684;794;105;47;10875;59661;15;43;0;711;0;1;0;0;3;0;26;0;1;61;0;1;0;0;7;0;0;136;1;463;2;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NL132;536;1;;           ·;0;0
14;Totaal;"Nederland;   1.001 -   2.000 inwoners";461437;546306.15;844.65;RY 16;94635.0;RY 26;94198.0;3445.0;179.0;429.0;8.0;306.0;8145.0;17.0;RY 22;92545.0;451383;92545;230810;23027;105001;6175;146.0;5560;938;225;525;0;4322;12644;109116;91986;72361;56478;44595;38502;29758;15015;3624;2;RY126;303011;126878;24665;97;6778;0;8;RY 30;456693;4744;2262;0;2271;19;73;19;2;92;3;3;206088;56;214;5248;2464;545;186;28456;214373;87;836;10;800;0;11;0;2;85;87;216;0;0;32;0;0;0;0;0;0;3;0;0;263;45;0;0;40;1;6;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NL132;2070;4;;           ·;0;0
15;Totaal;"Nederland;   2.001 -   5.000 inwoners";1130263;1210275.04;933.89;RY 16;226581.0;RY 26;224350.0;7362.0;664.0;2201.0;30.0;1477.0;17029.0;82.0;RY 22;225922.0;1101079;225922;559263;57773;258121;14627;448.0;21156;3763;2060;1220;0;18233;33291;274296;226344;179908;138438;108225;90669;69150;34952;8252;29;RY126;755338;275142;82500;816;16432;0;35;RY 30;1119317;10946;5530;5;4799;137;104;32;9;143;94;93;544788;346;1756;14528;9894;2225;991;92288;442323;1951;5061;59;2649;38;57;4;17;121;38;427;6;0;261;0;22;0;0;18;2;22;63;0;819;1;76;0;0;5;520;1;0;0;46;1;1;72;1;2;2;2;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NL132;11369;35;;           ·;0;0
16;Totaal;"Nederland;   5.001 -  10.000 inwoners";872653;796038.03;1096.25;RY 16;172577.0;RY 26;170263.0;5399.0;623.0;2272.0;42.0;1169.0;13402.0;45.0;RY 22;172226.0;844163;172226;433007;40330;198600;11906;312.0;22263;3327;702;1725;0;17913;24210;215653;174858;138023;108288;84446;68329;51290;25644;6109;13;RY126;585200;198374;74990;790;13286;0;13;RY 30;864777;7876;5736;0;1548;137;82;29;12;165;10;157;419177;364;708;11724;11298;3929;1046;83307;313309;414;5586;125;3374;16;46;3;52;270;240;1468;8;4;517;1;175;0;0;38;1;10;0;0;90;15;26;0;195;0;0;42;0;0;0;5;0;0;0;1;0;8;3;0;1;135;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NL132;18280;12;;           ·;0;0
17;Totaal;"Nederland;  10.001 -  20.000 inwoners";621688;377169.52;1648.3;RY 16;123461.0;RY 26;121581.0;3839.0;506.0;1792.0;88.0;1156.0;11082.0;32.0;RY 23;124914.0;601642;124914;309526;28354;138848;9636;276.0;14219;1187;316;909;0;12439;21070;156160;126402;99875;77290;58953;46863;34339;17507;4289;10;RY128;399471;136810;75824;1080;8490;0;13;RY 30;615272;6416;4131;0;1831;163;64;32;11;171;11;2;344035;472;2036;8165;9655;3519;1662;66411;156320;1538;6708;68;2782;76;50;3;14;369;39;325;5;2;793;6;114;0;0;41;3;35;0;0;202;0;0;0;0;0;235;3;17;0;0;3;0;0;0;0;0;0;0;0;0;41;0;0;0;1;233;13;1;157;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NL132;18308;9;;           ·;0;0
18;Totaal;"Nederland;  20.001 -  50.000 inwoners";478756;62949.29;7605.42;RY 16;84789.0;RY 26;83650.0;3557.0;650.0;1110.0;29.0;865.0;7421.0;14.0;RY 23;94521.0;455431;94521;237300;19186;104424;9677;330.0;19443;3069;1576;810;0;17140;18043;118369;97207;79045;61114;45839;35298;25278;13443;3151;12;RY128;295718;101487;71423;1790;8316;0;22;RY 30;473928;4828;2756;0;1602;88;68;40;39;170;60;5;199226;832;2045;4003;5409;5374;2281;19852;220425;1063;5911;54;1309;13;33;2;1;362;3;455;24;44;114;0;2;0;0;88;2;10;0;0;3;0;0;10;0;0;0;43;0;0;0;0;0;0;0;1;0;0;0;0;0;33;0;20;0;0;37;0;0;0;0;1;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NL132;10957;15;;           ·;0;0
19;Totaal;"Nederland;  50.001 - 100.000 inwoners";241085;9579.37;25167.1;RY 16;41368.0;RY 26;40630.0;1138.0;386.0;734.0;4.0;346.0;3348.0;0.0;RY 23;48587.0;230002;48587;116596;12441;52378;5711;154.0;7343;767;246;618;0;6204;8854;55683;50049;41119;30708;23772;18509;12814;6679;1744;8;RY128;142909;51899;41952;1162;3149;0;14;RY 30;239216;1869;1359;0;206;44;59;16;33;131;21;0;125570;996;3900;2123;5643;5514;1276;10570;69485;220;4988;58;994;11;40;3;8;318;9;21;0;4;310;0;34;7;0;104;2;2;0;0;8;0;0;0;0;2;0;16;0;0;0;4;0;8;0;0;0;0;0;0;0;53;0;22;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NL132;9742;6;;           ·;0;0
20;Totaal;"Nederland; 100.001 of meer   inwoners";1137468;14975.89;75953.28;RY 16;124142.0;RY 26;122323.0;4513.0;1307.0;1799.0;20.0;1892.0;6116.0;18.0;RY 23;233187.0;1090083;233187;560283;43425;253188;29374;326.0;23604;2425;1009;2366;0;19822;32827;272874;225921;193352;153293;115701;84750;55720;29250;6576;31;RY128;714604;159186;236636;6071;20919;0;52;RY 30;1122724;14744;9639;0;1590;713;539;386;126;1682;69;0;557251;6769;10093;6980;12553;48998;15158;48596;304088;3465;69207;5270;5192;80;468;84;674;1300;226;118;1;13;148;2;13;2;45;287;19;665;0;218;351;0;0;0;0;0;35;141;47;2;0;0;0;0;0;26;0;8;0;0;3;90;0;1;0;1;2;0;0;0;0;47;0;0;1;0;0;0;0;1;0;0;6;2;1;1;2;1;29;11;1;2;2;3;1;1;2;7;1;0;0;NL132;43838;10;;           ·;0;0
21;Totaal;"Groningen;   1.001 -   2.000 inwoners";15001;19989.78;750.43;GR  2;3222.0;GR 52;3157.0;98.0;2.0;65.0;0.0;17.0;117.0;0.0;GR 46;3184.0;14687;3184;6934;1359;3210;300;4.0;35;11;0;6;0;18;379;3535;3063;2402;1867;1423;1220;913;432;146;0;GR176;8475;5596;800;0;129;0;1;GR 58;14899;102;100;0;1;0;0;0;0;1;0;0;10213;0;3;98;144;17;2;3105;1008;0;57;0;14;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;GR180;340;0;;           ·;0;0
