ID;Geslacht;Gebieden;TotaleBevolking_1;Oppervlakte_2;Bevolkingsdichtheid_3;Pagina_4;BewoondeHuizenSchepenEnz_5;Pagina_6;BewoondeHuizen_7;OnbewoondeWoonhuizen_8;WoonhuizenInAanbouw_9;OverigeOnbewoondeGebouwen_10;PermanentAanwezig_11;TijdelijkAanwezig_12;PermanentAanwezig_13;TijdelijkAanwezig_14;Pagina_15;Huishoudens_16;Totaal_17;Hoofden_18;Kinderen_19;PersonenInDienstbetrekking_20;OverigeLeden_21;AfzonderlijkLevendePersonen_22;AantalGestichtenEnInstellingen_23;Totaal_24;MetGezinnen_25;GestichtsbevolkingInDezeGezinnen_26;AfzonderlijkLevende_27;GestichtsbevolkingOnderDezePersonen_28;Gestichtsbevolking_29;TijdelijkAanwezigen_30;k_09Jaar_31;k_1019Jaar_32;k_2029Jaar_33;k_3039Jaar_34;k_4049Jaar_35;k_5059Jaar_36;k_6069Jaar_37;k_7079Jaar_38;k_80JaarEnOuder_39;OnbekendeLeeftijd_40;Pagina_41;DeHuidigeWoongemeente_42;EenAndereGemeenteBinnenDeProvincie_43;EenAndereProvincieBinnenHetRijk_44;EenDerNederlandscheKolonien_45;InHetBuitenland_46;OpZee_47;GeboortegemeenteOnbekend_48;Pagina_49;Nederland_50;TotaalAantalVreemdelingen_51;Duitschland_52;AngloDuitsch_53;Belgie_54;GrootBritannieEnIerland_55;Frankrijk_56;OostenrijkHongarije_57;Italie_58;EenAnderLand_59;OnbekendeNationaliteit_60;GeenNationaliteit_61;NederduitschHervormden_62;WaalschHervormden_63;Remonstranten_64;ChristelijkGereformeerdenAfgesch_65;Doopsgezinden_66;EvangelischLutherschen_67;HersteldLutherschen_68;BehoorendeTotDeGereformeerdeKerken_69;RoomschKatholieken_70;OudRoomschen_71;NederlandscheIsraelieten_72;PortugeescheIsraelieten_73;Totaal_74;EngelsePresbyterianen_75;AnglicaanscheEpiscopalen_76;SchotscheGemeente_77;DuitschEvangelischen_78;Apostolischen_79;Evangelischen_80;VrijeEvangelischen_81;VrijeProtestanten_82;Darbisten_83;Baptisten_84;Methodisten_85;HernhuttersEvangOfMoravBroederg_86;Unitarissen_87;Grieken_88;Mormonen_89;Mahomedanen_90;LedenDerVrijeGemeente_91;VrijeGereformeerdenOnderHetKruis_92;OudGereformeerdenOnderHetKruis_93;OudGereformeerden_94;ChristelijkEvangelischen_95;LedenDerVrijeZendingGemeente_96;VrijeEvangelischeZendingGemeente_97;GereformeerdenOnderHetKruis_98;Calvinisten_99;GereformeerdeGemeente_100;LegerDesHeils_101;EngelschHervormden_102;ZwitscherschProtestanten_103;NedHervZendingGemeente_104;EgliseNationaleSuisse_105;ReligionProtestante_106;VrijeGereformeerden_107;Puriteinen_108;ZevendeDagAdventisten_109;Congregationalisten_110;Sabbathisten_111;ChristelijkAfgescheidenen_112;AfgescheidenIsraelieten_113;Boeddhisten_114;HersteldApostolischen_115;Wesleyaanen_116;ZevendeDagBaptisten_117;OudProtestanten_118;EgliseIndependante_119;VrijeGereformeerdeGemeente_120;VrijeHervormden_121;Wederdoopers_122;DortschGereformeerden_123;Dissidenten_124;GeloofsverInDeVolheidVanChristus_125;EngelschKatholieken_126;IerscheKerk_127;Adventisten_128;EgliseLibreSuisse_129;NonReformisten_130;ChristelijkOrthodoxen_131;EgliseEvangeliqueDeBruxelles_132;Zwinglianen_133;IerschProtestanten_134;WurtembergscheKerk_135;NieuweJeruzalemscheKerk_136;ChristianismePrimitif_137;RussischOrthodoxen_138;EpiscopaleZionskapel_139;NoorscheStaatsreligion_140;PlymouthBrothers_141;ApostolischeZendingGemeente_142;GeloofsverVanDeGoddelijkeGenezing_143;Quakers_144;HersteldApostolischeZendingGemeente_145;Waldenzen_146;Protestantenbond_147;CongregationalChurch_148;VrijeEngelscheGemeente_149;VereenigdDoopsgezinden_150;Theosophen_151;EgliseLibre_152;VereenigdLuthers_153;EgliseReformeeSuisse_154;Pagina_155;GeenKerkelijkeGezindte_156;KerkelijkeGezindteOnbekend_157;Gemeentecode_158;ProvincieWaarinDeGemeenteIsGelegen_159;Provinciecode_160;Grootteklasse_161
1691;Mannen;Heerhugowaard;1454;;;NH  2;;NH 78;;;;;;;;;NH 29;;1449;595;701;90;63;5;;0;0;0;0;0;0;56;319;313;250;174;148;119;81;42;8;0;NH238;747;673;32;0;2;0;0;NH 88;1452;2;2;0;0;0;0;0;0;0;0;0;621;0;0;38;26;4;0;0;749;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;16;0;;           ·;0;0
1692;Mannen;Heerjansdam;687;;;ZH  2;;ZH 96;;;;;;;;;ZH 31;;676;218;423;5;30;11;;0;0;0;0;0;0;37;194;158;86;75;57;50;42;19;6;0;ZH290;519;158;10;0;0;0;0;ZH108;687;0;0;0;0;0;0;0;0;0;0;0;613;0;0;0;0;2;0;66;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;1;0;;           ·;0;0
1693;Mannen;Heerlen;3158;;;LI  3;;LI 66;;;;;;;;;LI 22;;3132;1017;1660;152;303;26;;37;31;30;2;0;34;59;757;574;545;399;311;275;183;89;25;0;LI190;2115;721;82;0;240;0;0;LI 76;3035;123;93;0;24;2;1;2;1;0;0;0;45;0;0;0;1;5;0;1;3072;0;23;0;11;0;0;0;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LI238;0;0;;           ·;0;0
1694;Mannen;Heesbeen c.a.;537;;;NB  2;;NB102;;;;;;;;;NB 40;;528;191;286;7;44;9;;0;0;0;0;0;0;5;125;103;61;76;58;38;39;31;6;0;NB284;431;78;28;0;0;0;0;NB114;537;0;0;0;0;0;0;0;0;0;0;0;276;0;0;0;0;1;1;226;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;4;0;;           ·;0;0
1695;Mannen;Heesch;1156;;;NB  2;;NB102;;;;;;;;;NB 41;;1144;375;602;70;97;12;;0;0;0;0;0;0;11;301;184;179;156;124;110;57;34;11;0;NB284;951;189;16;0;0;0;0;NB114;1156;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0;;           ·;0;0
1696;Mannen;Heeswijk;624;;;NB  2;;NB102;;;;;;;;;NB 41;;571;177;250;48;96;6;;68;21;0;0;0;47;5;99;151;123;72;64;48;48;17;2;0;NB286;333;261;28;0;2;0;0;NB114;622;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0;;           ·;0;0
1697;Mannen;Heeze;937;;;NB  2;;NB102;;;;;;;;;NB 42;;910;304;439;54;113;12;;20;2;0;0;0;18;12;188;155;129;143;107;88;75;40;12;0;NB286;719;200;17;0;1;0;0;NB114;937;0;0;0;0;0;0;0;0;0;0;0;29;0;0;1;0;0;0;0;907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0;;           ·;0;0
1698;Mannen;Hei- en Boeicop;328;;;ZH  2;;ZH 96;;;;;;;;;ZH 31;;324;114;172;15;23;4;;0;0;0;0;0;0;9;76;67;50;33;36;32;18;15;1;0;ZH290;253;61;14;0;0;0;0;ZH108;328;0;0;0;0;0;0;0;0;0;0;0;322;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0;;           ·;0;0
1699;Mannen;Heijthuizen;1211;;;LI  3;;LI 66;;;;;;;;;LI 22;;785;247;410;41;87;92;;423;7;0;80;0;336;13;179;455;166;118;88;75;84;38;8;0;LI190;559;229;367;0;55;0;1;LI 76;1192;19;0;0;19;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0;;           ·;0;0
1700;Mannen;Heilo;927;;;NH  2;;NH 78;;;;;;;;;NH 30;;918;363;473;34;48;9;;0;0;0;0;0;0;33;218;174;139;109;88;87;73;32;7;0;NH238;497;391;37;1;1;0;0;NH 88;927;0;0;0;0;0;0;0;0;0;0;0;358;4;0;6;17;1;3;0;536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;2;0;;           ·;0;0
1701;Mannen;Heinenoord;951;;;ZH  2;;ZH 96;;;;;;;;;ZH 32;;942;341;563;4;34;9;;0;0;0;0;0;0;37;244;207;131;121;73;66;77;28;4;0;ZH290;723;218;10;0;0;0;0;ZH108;951;0;0;0;0;0;0;0;0;0;0;0;594;0;0;5;0;1;0;343;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;1;0;;           ·;0;0
1702;Mannen;Heinkenszand;836;;;ZE  2;;ZE 50;;;;;;;;;ZE 19;;820;291;453;27;49;16;;0;0;0;0;0;0;15;196;157;146;94;74;68;66;31;4;0;ZE138;545;262;16;0;13;0;0;ZE 58;825;11;1;0;10;0;0;0;0;0;0;0;317;0;1;0;0;0;1;98;403;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ZE178;4;0;;           ·;0;0
1703;Mannen;Heino;1125;;;OV  2;;OV 40;;;;;;;;;OV 17;;1109;363;505;108;133;16;;0;0;0;0;0;0;36;261;209;162;132;128;112;69;39;13;0;OV190;715;356;51;1;2;0;0;OV 46;1123;2;0;0;0;0;0;0;0;0;0;2;517;0;0;2;0;1;0;45;560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0;;           ·;0;0
1704;Mannen;Hekelingen;467;;;ZH  2;;ZH 96;;;;;;;;;ZH 32;;463;176;265;4;18;4;;0;0;0;0;0;0;21;125;87;66;55;45;38;35;12;4;0;ZH290;311;149;6;0;1;0;0;ZH108;466;1;0;0;1;0;0;0;0;0;0;0;453;0;0;5;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;1;0;;           ·;0;0
1705;Mannen;Hekendorp;342;;;ZH  2;;ZH 96;;;;;;;;;ZH 33;;337;116;179;27;15;5;;0;0;0;0;0;0;13;78;78;50;48;36;22;13;13;4;0;ZH292;171;104;67;0;0;0;0;ZH108;342;0;0;0;0;0;0;0;0;0;0;0;221;0;0;6;0;0;0;44;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0;;           ·;0;0
1706;Mannen;Helden;2178;;;LI  3;;LI 66;;;;;;;;;LI 23;;2138;651;1094;126;267;6;;71;35;33;1;0;68;31;543;397;354;265;209;180;152;64;14;0;LI190;1746;338;83;0;11;0;0;LI 76;2172;6;5;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0;;           ·;0;0
1707;Mannen;Helder (den);12944;;;NH  2;;NH 78;;;;;;;;;NH 31;;10129;3509;6154;85;381;305;;2685;14;0;115;0;2556;762;3288;2697;2608;1785;1053;704;537;215;57;0;NH238;7047;2822;2961;53;61;0;0;NH 88;12909;35;24;0;5;0;0;1;0;5;0;0;7089;10;24;376;252;155;247;999;2683;270;124;0;84;0;0;0;0;53;0;8;10;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NH290;631;0;;           ·;0;0
1708;Mannen;Hellendoorn;3916;;;OV  2;;OV 40;;;;;;;;;OV 17;;3894;1238;2009;187;460;22;;0;0;0;0;0;0;120;985;788;654;467;388;310;197;111;16;0;OV190;2654;1041;211;1;9;0;0;OV 46;3911;5;2;0;0;2;0;0;0;0;0;1;2351;0;0;19;4;3;0;624;800;0;8;0;77;0;2;0;0;5;0;48;0;0;1;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OV212;30;0;;           ·;0;0
1709;Mannen;Hellevoetsluis;2518;;;ZH  2;;ZH 96;;;;;;;;;ZH 33;;1404;504;836;11;53;63;;1089;2;0;36;0;1051;151;491;652;590;388;172;100;83;33;9;0;ZH292;868;769;858;13;10;0;0;ZH108;2514;4;1;0;3;0;0;0;0;0;0;0;1834;6;5;0;23;50;9;213;327;3;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;25;5;;           ·;0;0
1710;Mannen;Helmond;5560;;;NB  2;;NB102;;;;;;;;;NB 43;;5480;1920;2953;105;502;20;;82;18;0;1;0;63;110;1409;1058;986;751;599;401;235;99;22;0;NB286;3615;1482;374;0;89;0;0;NB114;5507;53;33;0;18;0;1;0;0;1;0;0;173;2;3;1;8;12;1;22;5323;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;7;0;;           ·;0;0
1711;Mannen;Helvoet (Nieuw);1205;;;ZH  2;;ZH 96;;;;;;;;;ZH 34;;989;322;617;12;38;21;;204;0;0;9;0;195;54;327;338;176;124;92;76;49;14;9;0;ZH292;549;439;213;1;3;0;0;ZH108;1205;0;0;0;0;0;0;0;0;0;0;0;941;0;2;7;6;16;10;98;97;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;27;0;;           ·;0;0
1712;Mannen;Helvoirt;808;;;NB  2;;NB102;;;;;;;;;NB 43;;797;275;390;57;75;7;;4;0;0;0;0;4;15;162;156;137;74;99;87;60;27;6;0;NB286;512;266;28;0;2;0;0;NB114;807;1;0;0;1;0;0;0;0;0;0;0;43;1;0;0;0;1;0;0;763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0;;           ·;0;0
1713;Mannen;Hemelumer Oldephaert & Noordwolde;2582;;;FR  2;;FR 58;;;;;;;;;FR 22;;2562;978;1334;152;98;20;;0;0;0;0;0;0;60;670;512;410;343;256;169;150;51;21;0;FR236;1907;639;36;0;0;0;0;FR 64;2582;0;0;0;0;0;0;0;0;0;0;0;1686;0;0;5;237;0;0;405;184;0;0;0;19;0;0;0;0;0;0;0;0;0;18;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FR254;46;0;;           ·;0;0
1714;Mannen;Hemmen;111;;;GE  2;;GE 70;;;;;;;;;GE 35;;111;37;53;6;15;0;;0;0;0;0;0;0;8;26;23;15;17;9;13;6;1;1;0;GE278;42;54;15;0;0;0;0;GE 80;111;0;0;0;0;0;0;0;0;0;0;0;95;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;GE314;4;0;;           ·;0;0
1715;Mannen;Hendrik-Ido-Ambacht;1514;;;ZH  2;;ZH 96;;;;;;;;;ZH 34;;1503;543;882;14;64;11;;0;0;0;0;0;0;36;435;305;275;171;126;89;80;29;4;0;ZH292;1148;328;35;0;3;0;0;ZH108;1514;0;0;0;0;0;0;0;0;0;0;0;1258;0;1;12;0;0;0;216;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;17;0;;           ·;0;0
1716;Mannen;Hengelo (Gelderland);1809;;;GE  2;;GE 70;;;;;;;;;GE 35;;1790;622;865;74;229;11;;9;1;0;0;0;8;89;420;330;242;232;208;161;146;61;9;0;GE278;1419;360;25;0;5;0;0;GE 80;1805;4;3;0;1;0;0;0;0;0;0;0;1190;0;0;1;0;2;0;0;596;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;1;0;;           ·;0;0
1717;Mannen;Hengelo (Overijssel);7546;;;OV  2;;OV 40;;;;;;;;;OV 18;;7439;2497;4052;152;738;105;;5;0;0;1;0;4;33;2122;1523;1349;1025;656;459;277;116;18;1;OV190;4266;2196;972;6;105;0;1;OV 46;7458;88;86;0;0;0;0;0;0;2;0;0;4197;0;11;1;166;21;12;106;2709;0;75;0;83;0;1;0;0;0;0;0;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OV212;164;1;;           ·;0;0
1718;Mannen;Hengstdijk;302;;;ZE  2;;ZE 50;;;;;;;;;ZE 19;;301;111;145;22;23;1;;0;0;0;0;0;0;11;77;49;46;35;37;19;29;8;2;0;ZE138;194;98;3;0;7;0;0;ZE 58;295;7;0;0;7;0;0;0;0;0;0;0;12;0;0;0;0;0;0;1;289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0;;           ·;0;0
1719;Mannen;Hennaarderadeel;2508;;;FR  2;;FR 58;;;;;;;;;FR 23;;2497;1152;1049;187;109;11;;0;0;0;0;0;0;92;580;482;416;297;233;225;173;71;31;0;FR236;1609;875;23;0;1;0;0;FR 64;2508;0;0;0;0;0;0;0;0;0;0;0;1807;0;0;26;82;0;0;364;135;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FR254;90;1;;           ·;0;0
1720;Mannen;Hensbroek;445;;;NH  2;;NH 78;;;;;;;;;NH 31;;437;190;214;18;15;8;;0;0;0;0;0;0;13;99;69;70;66;45;46;36;13;1;0;NH240;264;176;5;0;0;0;0;NH 88;445;0;0;0;0;0;0;0;0;0;0;0;180;0;0;0;1;0;0;0;263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;1;0;;           ·;0;0
1721;Mannen;Herkingen;350;;;ZH  2;;ZH 96;;;;;;;;;ZH 34;;350;133;184;3;30;0;;0;0;0;0;0;0;9;79;74;66;36;32;26;23;12;2;0;ZH294;253;77;20;0;0;0;0;ZH108;350;0;0;0;0;0;0;0;0;0;0;0;341;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;2;0;;           ·;0;0
1722;Mannen;Herpen;843;;;NB  2;;NB102;;;;;;;;;NB 44;;838;292;425;37;84;2;;3;0;0;0;0;3;6;176;150;142;100;78;89;71;31;6;0;NB288;644;171;25;0;3;0;0;NB114;842;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0;;           ·;0;0
1723;Mannen;Herpt;260;;;NB  2;;NB102;;;;;;;;;NB 44;;257;87;143;10;17;3;;0;0;0;0;0;0;3;51;39;43;36;29;27;21;12;2;0;NB288;198;52;10;0;0;0;0;NB114;260;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0;;           ·;0;0
1724;Mannen;Herten;587;;;LI  3;;LI 68;;;;;;;;;LI 24;;587;156;351;13;67;0;;0;0;0;0;0;0;0;151;122;94;65;59;38;33;19;6;0;LI192;471;102;9;0;5;0;0;LI 78;584;3;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;1;0;;           ·;0;0
