ID;SoortRijksmonumenten;RegioS2019;Perioden;Rijksmonumenten_1
7556;Rijksmonumenten totaal;Duiven;1986;11
7557;Rijksmonumenten totaal;Duiven;1987;11
7558;Rijksmonumenten totaal;Duiven;1988;11
7559;Rijksmonumenten totaal;Duiven;1989;11
7560;Rijksmonumenten totaal;Duiven;1990;11
7561;Rijksmonumenten totaal;Duiven;1991;11
7562;Rijksmonumenten totaal;Duiven;1992;11
7563;Rijksmonumenten totaal;Duiven;1993;11
7564;Rijksmonumenten totaal;Duiven;1994;11
7565;Rijksmonumenten totaal;Duiven;1995;11
7566;Rijksmonumenten totaal;Duiven;1996;11
7567;Rijksmonumenten totaal;Duiven;1997;11
7568;Rijksmonumenten totaal;Duiven;1998;11
7569;Rijksmonumenten totaal;Duiven;1999;12
7570;Rijksmonumenten totaal;Duiven;2000;12
7571;Rijksmonumenten totaal;Duiven;2001;12
7572;Rijksmonumenten totaal;Duiven;2002;12
7573;Rijksmonumenten totaal;Duiven;2003;12
7574;Rijksmonumenten totaal;Duiven;2004;12
7575;Rijksmonumenten totaal;Duiven;2005;12
7576;Rijksmonumenten totaal;Duiven;2006;12
7577;Rijksmonumenten totaal;Duiven;2007;12
7578;Rijksmonumenten totaal;Duiven;2008;12
7579;Rijksmonumenten totaal;Duiven;2009;12
7580;Rijksmonumenten totaal;Duiven;2010;12
7581;Rijksmonumenten totaal;Duiven;2011;12
7582;Rijksmonumenten totaal;Duiven;2012;12
7583;Rijksmonumenten totaal;Duiven;2013;12
7584;Rijksmonumenten totaal;Duiven;2014;12
7585;Rijksmonumenten totaal;Duiven;2015;12
7586;Rijksmonumenten totaal;Duiven;2016;12
7587;Rijksmonumenten totaal;Duiven;2017;12
7588;Rijksmonumenten totaal;Duiven;2018;12
7589;Rijksmonumenten totaal;Duiven;2019;12
7590;Rijksmonumenten totaal;Echt-Susteren;1965;0
7591;Rijksmonumenten totaal;Echt-Susteren;1966;0
7592;Rijksmonumenten totaal;Echt-Susteren;1967;0
7593;Rijksmonumenten totaal;Echt-Susteren;1968;9
7594;Rijksmonumenten totaal;Echt-Susteren;1969;12
7595;Rijksmonumenten totaal;Echt-Susteren;1970;12
7596;Rijksmonumenten totaal;Echt-Susteren;1971;12
7597;Rijksmonumenten totaal;Echt-Susteren;1972;26
7598;Rijksmonumenten totaal;Echt-Susteren;1973;26
7599;Rijksmonumenten totaal;Echt-Susteren;1974;28
7600;Rijksmonumenten totaal;Echt-Susteren;1975;30
7601;Rijksmonumenten totaal;Echt-Susteren;1976;30
7602;Rijksmonumenten totaal;Echt-Susteren;1977;30
7603;Rijksmonumenten totaal;Echt-Susteren;1978;31
7604;Rijksmonumenten totaal;Echt-Susteren;1979;31
7605;Rijksmonumenten totaal;Echt-Susteren;1980;31
7606;Rijksmonumenten totaal;Echt-Susteren;1981;32
7607;Rijksmonumenten totaal;Echt-Susteren;1982;32
7608;Rijksmonumenten totaal;Echt-Susteren;1983;32
7609;Rijksmonumenten totaal;Echt-Susteren;1984;32
7610;Rijksmonumenten totaal;Echt-Susteren;1985;32
7611;Rijksmonumenten totaal;Echt-Susteren;1986;33
7612;Rijksmonumenten totaal;Echt-Susteren;1987;33
7613;Rijksmonumenten totaal;Echt-Susteren;1988;33
7614;Rijksmonumenten totaal;Echt-Susteren;1989;33
7615;Rijksmonumenten totaal;Echt-Susteren;1990;33
7616;Rijksmonumenten totaal;Echt-Susteren;1991;33
7617;Rijksmonumenten totaal;Echt-Susteren;1992;33
7618;Rijksmonumenten totaal;Echt-Susteren;1993;33
7619;Rijksmonumenten totaal;Echt-Susteren;1994;33
7620;Rijksmonumenten totaal;Echt-Susteren;1995;33
7621;Rijksmonumenten totaal;Echt-Susteren;1996;33
7622;Rijksmonumenten totaal;Echt-Susteren;1997;33
7623;Rijksmonumenten totaal;Echt-Susteren;1998;33
7624;Rijksmonumenten totaal;Echt-Susteren;1999;33
7625;Rijksmonumenten totaal;Echt-Susteren;2000;39
7626;Rijksmonumenten totaal;Echt-Susteren;2001;45
7627;Rijksmonumenten totaal;Echt-Susteren;2002;61
7628;Rijksmonumenten totaal;Echt-Susteren;2003;61
7629;Rijksmonumenten totaal;Echt-Susteren;2004;61
7630;Rijksmonumenten totaal;Echt-Susteren;2005;61
7631;Rijksmonumenten totaal;Echt-Susteren;2006;61
7632;Rijksmonumenten totaal;Echt-Susteren;2007;61
7633;Rijksmonumenten totaal;Echt-Susteren;2008;61
7634;Rijksmonumenten totaal;Echt-Susteren;2009;61
7635;Rijksmonumenten totaal;Echt-Susteren;2010;61
7636;Rijksmonumenten totaal;Echt-Susteren;2011;61
7637;Rijksmonumenten totaal;Echt-Susteren;2012;61
7638;Rijksmonumenten totaal;Echt-Susteren;2013;61
7639;Rijksmonumenten totaal;Echt-Susteren;2014;61
7640;Rijksmonumenten totaal;Echt-Susteren;2015;61
7641;Rijksmonumenten totaal;Echt-Susteren;2016;61
7642;Rijksmonumenten totaal;Echt-Susteren;2017;61
7643;Rijksmonumenten totaal;Echt-Susteren;2018;61
7644;Rijksmonumenten totaal;Echt-Susteren;2019;61
7645;Rijksmonumenten totaal;Edam-Volendam;1965;0
7646;Rijksmonumenten totaal;Edam-Volendam;1966;0
7647;Rijksmonumenten totaal;Edam-Volendam;1967;168
7648;Rijksmonumenten totaal;Edam-Volendam;1968;174
7649;Rijksmonumenten totaal;Edam-Volendam;1969;174
7650;Rijksmonumenten totaal;Edam-Volendam;1970;174
7651;Rijksmonumenten totaal;Edam-Volendam;1971;182
7652;Rijksmonumenten totaal;Edam-Volendam;1972;184
7653;Rijksmonumenten totaal;Edam-Volendam;1973;184
7654;Rijksmonumenten totaal;Edam-Volendam;1974;184
7655;Rijksmonumenten totaal;Edam-Volendam;1975;185
7656;Rijksmonumenten totaal;Edam-Volendam;1976;185
7657;Rijksmonumenten totaal;Edam-Volendam;1977;185
7658;Rijksmonumenten totaal;Edam-Volendam;1978;185
7659;Rijksmonumenten totaal;Edam-Volendam;1979;185
7660;Rijksmonumenten totaal;Edam-Volendam;1980;185
7661;Rijksmonumenten totaal;Edam-Volendam;1981;185
7662;Rijksmonumenten totaal;Edam-Volendam;1982;185
7663;Rijksmonumenten totaal;Edam-Volendam;1983;185
7664;Rijksmonumenten totaal;Edam-Volendam;1984;185
7665;Rijksmonumenten totaal;Edam-Volendam;1985;185
7666;Rijksmonumenten totaal;Edam-Volendam;1986;185
7667;Rijksmonumenten totaal;Edam-Volendam;1987;185
7668;Rijksmonumenten totaal;Edam-Volendam;1988;185
7669;Rijksmonumenten totaal;Edam-Volendam;1989;185
7670;Rijksmonumenten totaal;Edam-Volendam;1990;185
7671;Rijksmonumenten totaal;Edam-Volendam;1991;185
7672;Rijksmonumenten totaal;Edam-Volendam;1992;185
7673;Rijksmonumenten totaal;Edam-Volendam;1993;185
7674;Rijksmonumenten totaal;Edam-Volendam;1994;185
7675;Rijksmonumenten totaal;Edam-Volendam;1995;185
7676;Rijksmonumenten totaal;Edam-Volendam;1996;185
7677;Rijksmonumenten totaal;Edam-Volendam;1997;188
7678;Rijksmonumenten totaal;Edam-Volendam;1998;188
7679;Rijksmonumenten totaal;Edam-Volendam;1999;200
7680;Rijksmonumenten totaal;Edam-Volendam;2000;201
7681;Rijksmonumenten totaal;Edam-Volendam;2001;201
7682;Rijksmonumenten totaal;Edam-Volendam;2002;201
7683;Rijksmonumenten totaal;Edam-Volendam;2003;201
7684;Rijksmonumenten totaal;Edam-Volendam;2004;201
7685;Rijksmonumenten totaal;Edam-Volendam;2005;201
7686;Rijksmonumenten totaal;Edam-Volendam;2006;201
7687;Rijksmonumenten totaal;Edam-Volendam;2007;201
7688;Rijksmonumenten totaal;Edam-Volendam;2008;201
7689;Rijksmonumenten totaal;Edam-Volendam;2009;201
7690;Rijksmonumenten totaal;Edam-Volendam;2010;201
7691;Rijksmonumenten totaal;Edam-Volendam;2011;201
7692;Rijksmonumenten totaal;Edam-Volendam;2012;201
7693;Rijksmonumenten totaal;Edam-Volendam;2013;201
7694;Rijksmonumenten totaal;Edam-Volendam;2014;201
7695;Rijksmonumenten totaal;Edam-Volendam;2015;201
7696;Rijksmonumenten totaal;Edam-Volendam;2016;201
7697;Rijksmonumenten totaal;Edam-Volendam;2017;201
7698;Rijksmonumenten totaal;Edam-Volendam;2018;201
7699;Rijksmonumenten totaal;Edam-Volendam;2019;201
7700;Rijksmonumenten totaal;Ede;1965;1
7701;Rijksmonumenten totaal;Ede;1966;1
7702;Rijksmonumenten totaal;Ede;1967;20
7703;Rijksmonumenten totaal;Ede;1968;20
7704;Rijksmonumenten totaal;Ede;1969;20
7705;Rijksmonumenten totaal;Ede;1970;41
7706;Rijksmonumenten totaal;Ede;1971;41
7707;Rijksmonumenten totaal;Ede;1972;41
7708;Rijksmonumenten totaal;Ede;1973;41
7709;Rijksmonumenten totaal;Ede;1974;41
7710;Rijksmonumenten totaal;Ede;1975;45
7711;Rijksmonumenten totaal;Ede;1976;45
7712;Rijksmonumenten totaal;Ede;1977;45
7713;Rijksmonumenten totaal;Ede;1978;45
7714;Rijksmonumenten totaal;Ede;1979;46
7715;Rijksmonumenten totaal;Ede;1980;46
7716;Rijksmonumenten totaal;Ede;1981;46
7717;Rijksmonumenten totaal;Ede;1982;46
7718;Rijksmonumenten totaal;Ede;1983;56
7719;Rijksmonumenten totaal;Ede;1984;56
7720;Rijksmonumenten totaal;Ede;1985;57
7721;Rijksmonumenten totaal;Ede;1986;57
7722;Rijksmonumenten totaal;Ede;1987;57
7723;Rijksmonumenten totaal;Ede;1988;57
7724;Rijksmonumenten totaal;Ede;1989;57
7725;Rijksmonumenten totaal;Ede;1990;57
7726;Rijksmonumenten totaal;Ede;1991;57
7727;Rijksmonumenten totaal;Ede;1992;57
7728;Rijksmonumenten totaal;Ede;1993;57
7729;Rijksmonumenten totaal;Ede;1994;57
7730;Rijksmonumenten totaal;Ede;1995;57
7731;Rijksmonumenten totaal;Ede;1996;57
7732;Rijksmonumenten totaal;Ede;1997;57
7733;Rijksmonumenten totaal;Ede;1998;60
7734;Rijksmonumenten totaal;Ede;1999;60
7735;Rijksmonumenten totaal;Ede;2000;60
7736;Rijksmonumenten totaal;Ede;2001;60
7737;Rijksmonumenten totaal;Ede;2002;90
7738;Rijksmonumenten totaal;Ede;2003;117
7739;Rijksmonumenten totaal;Ede;2004;125
7740;Rijksmonumenten totaal;Ede;2005;141
7741;Rijksmonumenten totaal;Ede;2006;172
7742;Rijksmonumenten totaal;Ede;2007;183
7743;Rijksmonumenten totaal;Ede;2008;183
7744;Rijksmonumenten totaal;Ede;2009;183
7745;Rijksmonumenten totaal;Ede;2010;186
7746;Rijksmonumenten totaal;Ede;2011;189
7747;Rijksmonumenten totaal;Ede;2012;216
7748;Rijksmonumenten totaal;Ede;2013;217
7749;Rijksmonumenten totaal;Ede;2014;220
7750;Rijksmonumenten totaal;Ede;2015;220
7751;Rijksmonumenten totaal;Ede;2016;220
7752;Rijksmonumenten totaal;Ede;2017;222
7753;Rijksmonumenten totaal;Ede;2018;223
7754;Rijksmonumenten totaal;Ede;2019;223
7755;Rijksmonumenten totaal;Eemnes;1965;0
7756;Rijksmonumenten totaal;Eemnes;1966;0
7757;Rijksmonumenten totaal;Eemnes;1967;0
7758;Rijksmonumenten totaal;Eemnes;1968;0
7759;Rijksmonumenten totaal;Eemnes;1969;0
7760;Rijksmonumenten totaal;Eemnes;1970;38
7761;Rijksmonumenten totaal;Eemnes;1971;38
7762;Rijksmonumenten totaal;Eemnes;1972;38
7763;Rijksmonumenten totaal;Eemnes;1973;38
7764;Rijksmonumenten totaal;Eemnes;1974;38
7765;Rijksmonumenten totaal;Eemnes;1975;39
7766;Rijksmonumenten totaal;Eemnes;1976;41
7767;Rijksmonumenten totaal;Eemnes;1977;41
7768;Rijksmonumenten totaal;Eemnes;1978;41
7769;Rijksmonumenten totaal;Eemnes;1979;41
7770;Rijksmonumenten totaal;Eemnes;1980;41
7771;Rijksmonumenten totaal;Eemnes;1981;41
7772;Rijksmonumenten totaal;Eemnes;1982;41
7773;Rijksmonumenten totaal;Eemnes;1983;41
7774;Rijksmonumenten totaal;Eemnes;1984;41
7775;Rijksmonumenten totaal;Eemnes;1985;41
7776;Rijksmonumenten totaal;Eemnes;1986;41
7777;Rijksmonumenten totaal;Eemnes;1987;41
7778;Rijksmonumenten totaal;Eemnes;1988;41
7779;Rijksmonumenten totaal;Eemnes;1989;41
7780;Rijksmonumenten totaal;Eemnes;1990;41
7781;Rijksmonumenten totaal;Eemnes;1991;41
7782;Rijksmonumenten totaal;Eemnes;1992;41
7783;Rijksmonumenten totaal;Eemnes;1993;41
7784;Rijksmonumenten totaal;Eemnes;1994;41
7785;Rijksmonumenten totaal;Eemnes;1995;41
7786;Rijksmonumenten totaal;Eemnes;1996;41
7787;Rijksmonumenten totaal;Eemnes;1997;41
7788;Rijksmonumenten totaal;Eemnes;1998;41
7789;Rijksmonumenten totaal;Eemnes;1999;41
7790;Rijksmonumenten totaal;Eemnes;2000;43
7791;Rijksmonumenten totaal;Eemnes;2001;43
7792;Rijksmonumenten totaal;Eemnes;2002;43
7793;Rijksmonumenten totaal;Eemnes;2003;43
7794;Rijksmonumenten totaal;Eemnes;2004;43
7795;Rijksmonumenten totaal;Eemnes;2005;43
7796;Rijksmonumenten totaal;Eemnes;2006;43
7797;Rijksmonumenten totaal;Eemnes;2007;43
7798;Rijksmonumenten totaal;Eemnes;2008;43
7799;Rijksmonumenten totaal;Eemnes;2009;43
7800;Rijksmonumenten totaal;Eemnes;2010;43
7801;Rijksmonumenten totaal;Eemnes;2011;43
7802;Rijksmonumenten totaal;Eemnes;2012;43
7803;Rijksmonumenten totaal;Eemnes;2013;43
7804;Rijksmonumenten totaal;Eemnes;2014;43
7805;Rijksmonumenten totaal;Eemnes;2015;43
7806;Rijksmonumenten totaal;Eemnes;2016;43
7807;Rijksmonumenten totaal;Eemnes;2017;43
7808;Rijksmonumenten totaal;Eemnes;2018;43
7809;Rijksmonumenten totaal;Eemnes;2019;43
7810;Rijksmonumenten totaal;Eersel;1965;0
7811;Rijksmonumenten totaal;Eersel;1966;0
7812;Rijksmonumenten totaal;Eersel;1967;16
7813;Rijksmonumenten totaal;Eersel;1968;19
7814;Rijksmonumenten totaal;Eersel;1969;19
7815;Rijksmonumenten totaal;Eersel;1970;20
7816;Rijksmonumenten totaal;Eersel;1971;23
7817;Rijksmonumenten totaal;Eersel;1972;23
7818;Rijksmonumenten totaal;Eersel;1973;31
7819;Rijksmonumenten totaal;Eersel;1974;31
7820;Rijksmonumenten totaal;Eersel;1975;31
7821;Rijksmonumenten totaal;Eersel;1976;33
7822;Rijksmonumenten totaal;Eersel;1977;33
7823;Rijksmonumenten totaal;Eersel;1978;33
7824;Rijksmonumenten totaal;Eersel;1979;35
7825;Rijksmonumenten totaal;Eersel;1980;35
7826;Rijksmonumenten totaal;Eersel;1981;36
7827;Rijksmonumenten totaal;Eersel;1982;36
7828;Rijksmonumenten totaal;Eersel;1983;36
7829;Rijksmonumenten totaal;Eersel;1984;36
7830;Rijksmonumenten totaal;Eersel;1985;36
7831;Rijksmonumenten totaal;Eersel;1986;36
7832;Rijksmonumenten totaal;Eersel;1987;36
7833;Rijksmonumenten totaal;Eersel;1988;36
7834;Rijksmonumenten totaal;Eersel;1989;36
7835;Rijksmonumenten totaal;Eersel;1990;36
7836;Rijksmonumenten totaal;Eersel;1991;36
7837;Rijksmonumenten totaal;Eersel;1992;36
7838;Rijksmonumenten totaal;Eersel;1993;36
7839;Rijksmonumenten totaal;Eersel;1994;37
7840;Rijksmonumenten totaal;Eersel;1995;38
7841;Rijksmonumenten totaal;Eersel;1996;38
7842;Rijksmonumenten totaal;Eersel;1997;38
7843;Rijksmonumenten totaal;Eersel;1998;38
7844;Rijksmonumenten totaal;Eersel;1999;38
7845;Rijksmonumenten totaal;Eersel;2000;38
7846;Rijksmonumenten totaal;Eersel;2001;47
7847;Rijksmonumenten totaal;Eersel;2002;49
7848;Rijksmonumenten totaal;Eersel;2003;50
7849;Rijksmonumenten totaal;Eersel;2004;50
7850;Rijksmonumenten totaal;Eersel;2005;51
7851;Rijksmonumenten totaal;Eersel;2006;51
7852;Rijksmonumenten totaal;Eersel;2007;51
7853;Rijksmonumenten totaal;Eersel;2008;51
7854;Rijksmonumenten totaal;Eersel;2009;51
7855;Rijksmonumenten totaal;Eersel;2010;51
7856;Rijksmonumenten totaal;Eersel;2011;51
7857;Rijksmonumenten totaal;Eersel;2012;51
7858;Rijksmonumenten totaal;Eersel;2013;51
7859;Rijksmonumenten totaal;Eersel;2014;51
7860;Rijksmonumenten totaal;Eersel;2015;51
7861;Rijksmonumenten totaal;Eersel;2016;51
7862;Rijksmonumenten totaal;Eersel;2017;51
7863;Rijksmonumenten totaal;Eersel;2018;51
7864;Rijksmonumenten totaal;Eersel;2019;51
7865;Rijksmonumenten totaal;Eijsden-Margraten;1965;0
7866;Rijksmonumenten totaal;Eijsden-Margraten;1966;18
7867;Rijksmonumenten totaal;Eijsden-Margraten;1967;287
7868;Rijksmonumenten totaal;Eijsden-Margraten;1968;287
7869;Rijksmonumenten totaal;Eijsden-Margraten;1969;287
7870;Rijksmonumenten totaal;Eijsden-Margraten;1970;290
7871;Rijksmonumenten totaal;Eijsden-Margraten;1971;292
7872;Rijksmonumenten totaal;Eijsden-Margraten;1972;292
7873;Rijksmonumenten totaal;Eijsden-Margraten;1973;294
7874;Rijksmonumenten totaal;Eijsden-Margraten;1974;296
7875;Rijksmonumenten totaal;Eijsden-Margraten;1975;297
7876;Rijksmonumenten totaal;Eijsden-Margraten;1976;299
7877;Rijksmonumenten totaal;Eijsden-Margraten;1977;300
7878;Rijksmonumenten totaal;Eijsden-Margraten;1978;301
7879;Rijksmonumenten totaal;Eijsden-Margraten;1979;304
7880;Rijksmonumenten totaal;Eijsden-Margraten;1980;309
7881;Rijksmonumenten totaal;Eijsden-Margraten;1981;309
7882;Rijksmonumenten totaal;Eijsden-Margraten;1982;310
7883;Rijksmonumenten totaal;Eijsden-Margraten;1983;310
7884;Rijksmonumenten totaal;Eijsden-Margraten;1984;310
7885;Rijksmonumenten totaal;Eijsden-Margraten;1985;310
7886;Rijksmonumenten totaal;Eijsden-Margraten;1986;315
7887;Rijksmonumenten totaal;Eijsden-Margraten;1987;315
7888;Rijksmonumenten totaal;Eijsden-Margraten;1988;315
7889;Rijksmonumenten totaal;Eijsden-Margraten;1989;315
7890;Rijksmonumenten totaal;Eijsden-Margraten;1990;315
7891;Rijksmonumenten totaal;Eijsden-Margraten;1991;315
7892;Rijksmonumenten totaal;Eijsden-Margraten;1992;345
7893;Rijksmonumenten totaal;Eijsden-Margraten;1993;345
7894;Rijksmonumenten totaal;Eijsden-Margraten;1994;345
7895;Rijksmonumenten totaal;Eijsden-Margraten;1995;352
7896;Rijksmonumenten totaal;Eijsden-Margraten;1996;360
7897;Rijksmonumenten totaal;Eijsden-Margraten;1997;361
7898;Rijksmonumenten totaal;Eijsden-Margraten;1998;361
7899;Rijksmonumenten totaal;Eijsden-Margraten;1999;361
7900;Rijksmonumenten totaal;Eijsden-Margraten;2000;361
7901;Rijksmonumenten totaal;Eijsden-Margraten;2001;361
7902;Rijksmonumenten totaal;Eijsden-Margraten;2002;376
7903;Rijksmonumenten totaal;Eijsden-Margraten;2003;376
7904;Rijksmonumenten totaal;Eijsden-Margraten;2004;376
7905;Rijksmonumenten totaal;Eijsden-Margraten;2005;376
7906;Rijksmonumenten totaal;Eijsden-Margraten;2006;383
7907;Rijksmonumenten totaal;Eijsden-Margraten;2007;383
7908;Rijksmonumenten totaal;Eijsden-Margraten;2008;383
7909;Rijksmonumenten totaal;Eijsden-Margraten;2009;383
7910;Rijksmonumenten totaal;Eijsden-Margraten;2010;383
7911;Rijksmonumenten totaal;Eijsden-Margraten;2011;384
7912;Rijksmonumenten totaal;Eijsden-Margraten;2012;384
7913;Rijksmonumenten totaal;Eijsden-Margraten;2013;395
7914;Rijksmonumenten totaal;Eijsden-Margraten;2014;395
7915;Rijksmonumenten totaal;Eijsden-Margraten;2015;395
7916;Rijksmonumenten totaal;Eijsden-Margraten;2016;395
7917;Rijksmonumenten totaal;Eijsden-Margraten;2017;395
7918;Rijksmonumenten totaal;Eijsden-Margraten;2018;395
7919;Rijksmonumenten totaal;Eijsden-Margraten;2019;394
7920;Rijksmonumenten totaal;Eindhoven;1965;0
7921;Rijksmonumenten totaal;Eindhoven;1966;0
7922;Rijksmonumenten totaal;Eindhoven;1967;0
7923;Rijksmonumenten totaal;Eindhoven;1968;0
7924;Rijksmonumenten totaal;Eindhoven;1969;0
7925;Rijksmonumenten totaal;Eindhoven;1970;0
7926;Rijksmonumenten totaal;Eindhoven;1971;0
7927;Rijksmonumenten totaal;Eindhoven;1972;11
7928;Rijksmonumenten totaal;Eindhoven;1973;11
7929;Rijksmonumenten totaal;Eindhoven;1974;11
7930;Rijksmonumenten totaal;Eindhoven;1975;11
7931;Rijksmonumenten totaal;Eindhoven;1976;14
7932;Rijksmonumenten totaal;Eindhoven;1977;18
7933;Rijksmonumenten totaal;Eindhoven;1978;18
7934;Rijksmonumenten totaal;Eindhoven;1979;19
7935;Rijksmonumenten totaal;Eindhoven;1980;19
7936;Rijksmonumenten totaal;Eindhoven;1981;24
7937;Rijksmonumenten totaal;Eindhoven;1982;24
7938;Rijksmonumenten totaal;Eindhoven;1983;24
7939;Rijksmonumenten totaal;Eindhoven;1984;24
7940;Rijksmonumenten totaal;Eindhoven;1985;24
7941;Rijksmonumenten totaal;Eindhoven;1986;24
7942;Rijksmonumenten totaal;Eindhoven;1987;24
7943;Rijksmonumenten totaal;Eindhoven;1988;24
7944;Rijksmonumenten totaal;Eindhoven;1989;24
7945;Rijksmonumenten totaal;Eindhoven;1990;26
7946;Rijksmonumenten totaal;Eindhoven;1991;26
7947;Rijksmonumenten totaal;Eindhoven;1992;26
7948;Rijksmonumenten totaal;Eindhoven;1993;26
7949;Rijksmonumenten totaal;Eindhoven;1994;26
7950;Rijksmonumenten totaal;Eindhoven;1995;26
7951;Rijksmonumenten totaal;Eindhoven;1996;26
7952;Rijksmonumenten totaal;Eindhoven;1997;27
7953;Rijksmonumenten totaal;Eindhoven;1998;27
7954;Rijksmonumenten totaal;Eindhoven;1999;27
7955;Rijksmonumenten totaal;Eindhoven;2000;27
7956;Rijksmonumenten totaal;Eindhoven;2001;100
7957;Rijksmonumenten totaal;Eindhoven;2002;141
7958;Rijksmonumenten totaal;Eindhoven;2003;141
7959;Rijksmonumenten totaal;Eindhoven;2004;144
7960;Rijksmonumenten totaal;Eindhoven;2005;144
7961;Rijksmonumenten totaal;Eindhoven;2006;145
7962;Rijksmonumenten totaal;Eindhoven;2007;145
7963;Rijksmonumenten totaal;Eindhoven;2008;145
7964;Rijksmonumenten totaal;Eindhoven;2009;145
7965;Rijksmonumenten totaal;Eindhoven;2010;150
7966;Rijksmonumenten totaal;Eindhoven;2011;150
7967;Rijksmonumenten totaal;Eindhoven;2012;150
7968;Rijksmonumenten totaal;Eindhoven;2013;150
7969;Rijksmonumenten totaal;Eindhoven;2014;150
7970;Rijksmonumenten totaal;Eindhoven;2015;150
7971;Rijksmonumenten totaal;Eindhoven;2016;150
7972;Rijksmonumenten totaal;Eindhoven;2017;150
7973;Rijksmonumenten totaal;Eindhoven;2018;152
7974;Rijksmonumenten totaal;Eindhoven;2019;152
7975;Rijksmonumenten totaal;Elburg;1965;240
7976;Rijksmonumenten totaal;Elburg;1966;241
7977;Rijksmonumenten totaal;Elburg;1967;242
7978;Rijksmonumenten totaal;Elburg;1968;243
7979;Rijksmonumenten totaal;Elburg;1969;251
7980;Rijksmonumenten totaal;Elburg;1970;253
7981;Rijksmonumenten totaal;Elburg;1971;254
7982;Rijksmonumenten totaal;Elburg;1972;262
7983;Rijksmonumenten totaal;Elburg;1973;267
7984;Rijksmonumenten totaal;Elburg;1974;267
7985;Rijksmonumenten totaal;Elburg;1975;267
7986;Rijksmonumenten totaal;Elburg;1976;268
7987;Rijksmonumenten totaal;Elburg;1977;268
7988;Rijksmonumenten totaal;Elburg;1978;269
7989;Rijksmonumenten totaal;Elburg;1979;270
7990;Rijksmonumenten totaal;Elburg;1980;272
7991;Rijksmonumenten totaal;Elburg;1981;273
7992;Rijksmonumenten totaal;Elburg;1982;273
7993;Rijksmonumenten totaal;Elburg;1983;273
7994;Rijksmonumenten totaal;Elburg;1984;273
7995;Rijksmonumenten totaal;Elburg;1985;273
7996;Rijksmonumenten totaal;Elburg;1986;273
7997;Rijksmonumenten totaal;Elburg;1987;273
7998;Rijksmonumenten totaal;Elburg;1988;273
7999;Rijksmonumenten totaal;Elburg;1989;273
8000;Rijksmonumenten totaal;Elburg;1990;273
8001;Rijksmonumenten totaal;Elburg;1991;273
8002;Rijksmonumenten totaal;Elburg;1992;284
8003;Rijksmonumenten totaal;Elburg;1993;292
8004;Rijksmonumenten totaal;Elburg;1994;292
8005;Rijksmonumenten totaal;Elburg;1995;292
8006;Rijksmonumenten totaal;Elburg;1996;292
8007;Rijksmonumenten totaal;Elburg;1997;292
8008;Rijksmonumenten totaal;Elburg;1998;292
8009;Rijksmonumenten totaal;Elburg;1999;292
8010;Rijksmonumenten totaal;Elburg;2000;292
8011;Rijksmonumenten totaal;Elburg;2001;292
8012;Rijksmonumenten totaal;Elburg;2002;301
8013;Rijksmonumenten totaal;Elburg;2003;301
8014;Rijksmonumenten totaal;Elburg;2004;323
8015;Rijksmonumenten totaal;Elburg;2005;328
8016;Rijksmonumenten totaal;Elburg;2006;328
8017;Rijksmonumenten totaal;Elburg;2007;328
8018;Rijksmonumenten totaal;Elburg;2008;328
8019;Rijksmonumenten totaal;Elburg;2009;328
8020;Rijksmonumenten totaal;Elburg;2010;328
8021;Rijksmonumenten totaal;Elburg;2011;328
8022;Rijksmonumenten totaal;Elburg;2012;328
8023;Rijksmonumenten totaal;Elburg;2013;328
8024;Rijksmonumenten totaal;Elburg;2014;328
8025;Rijksmonumenten totaal;Elburg;2015;328
8026;Rijksmonumenten totaal;Elburg;2016;328
8027;Rijksmonumenten totaal;Elburg;2017;328
8028;Rijksmonumenten totaal;Elburg;2018;328
8029;Rijksmonumenten totaal;Elburg;2019;327
8030;Rijksmonumenten totaal;Emmen;1965;29
8031;Rijksmonumenten totaal;Emmen;1966;29
8032;Rijksmonumenten totaal;Emmen;1967;29
8033;Rijksmonumenten totaal;Emmen;1968;29
8034;Rijksmonumenten totaal;Emmen;1969;29
8035;Rijksmonumenten totaal;Emmen;1970;29
8036;Rijksmonumenten totaal;Emmen;1971;29
8037;Rijksmonumenten totaal;Emmen;1972;29
8038;Rijksmonumenten totaal;Emmen;1973;29
8039;Rijksmonumenten totaal;Emmen;1974;29
8040;Rijksmonumenten totaal;Emmen;1975;29
8041;Rijksmonumenten totaal;Emmen;1976;29
8042;Rijksmonumenten totaal;Emmen;1977;30
8043;Rijksmonumenten totaal;Emmen;1978;30
8044;Rijksmonumenten totaal;Emmen;1979;31
8045;Rijksmonumenten totaal;Emmen;1980;31
8046;Rijksmonumenten totaal;Emmen;1981;32
8047;Rijksmonumenten totaal;Emmen;1982;32
8048;Rijksmonumenten totaal;Emmen;1983;55
8049;Rijksmonumenten totaal;Emmen;1984;56
8050;Rijksmonumenten totaal;Emmen;1985;58
8051;Rijksmonumenten totaal;Emmen;1986;59
8052;Rijksmonumenten totaal;Emmen;1987;59
8053;Rijksmonumenten totaal;Emmen;1988;59
8054;Rijksmonumenten totaal;Emmen;1989;59
8055;Rijksmonumenten totaal;Emmen;1990;71
8056;Rijksmonumenten totaal;Emmen;1991;71
8057;Rijksmonumenten totaal;Emmen;1992;71
8058;Rijksmonumenten totaal;Emmen;1993;71
