ID;Leeftijd;Geslacht;Perioden;Autochtonen_1;Allochtonen_2;k_1eGeneratie_3;Totaal2eGeneratie_4;k_2eGeneratieMet1AllochtoneOuder_5;k_2eGeneratieMet2AllochtoneOuders_6;NietWesterseAllochtonen_7;WesterseAllochtonen_8
55;Totaal over alle leeftijden;Mannen;2010;6543234;1724232;862627;861612;469015;392593;1001109;723129
56;Totaal over alle leeftijden;Mannen;2011;6541897;1757344;878149;879199;474140;405058;1023045;734305
57;Totaal over alle leeftijden;Mannen;2012;6539497;1791018;894243;896773;479347;417429;1044831;746191
58;Totaal over alle leeftijden;Mannen;2013;6536207;1824625;910280;914357;484672;429681;1066461;758167
59;Totaal over alle leeftijden;Mannen;2014;6532273;1857791;925880;931920;490074;441845;1087948;769850
60;Totaal over alle leeftijden;Mannen;2015;6527822;1890432;940987;949445;495551;453893;1109226;781200
61;Totaal over alle leeftijden;Mannen;2016;6522966;1922576;955651;966936;501103;465829;1130335;792242
62;Totaal over alle leeftijden;Mannen;2017;6517751;1954244;969864;984382;506728;477648;1151251;803000
63;Totaal over alle leeftijden;Mannen;2018;6512216;1985462;983694;1001772;512421;489347;1171968;813494
64;Totaal over alle leeftijden;Mannen;2019;6506335;2016220;997125;1019096;518158;500933;1192477;823742
65;Totaal over alle leeftijden;Mannen;2020;6500146;2046538;1010195;1036344;523916;512429;1212790;833745
66;Totaal over alle leeftijden;Mannen;2021;6493472;2076410;1022890;1053523;529709;523810;1232882;843534
67;Totaal over alle leeftijden;Mannen;2022;6486258;2105859;1035230;1070625;535530;535093;1252752;853104
68;Totaal over alle leeftijden;Mannen;2023;6478396;2134880;1047217;1087660;541385;546274;1272407;862474
69;Totaal over alle leeftijden;Mannen;2024;6469791;2163498;1058880;1104618;547272;557345;1291841;871651
70;Totaal over alle leeftijden;Mannen;2025;6460406;2191694;1070196;1121493;553160;568341;1311056;880644
71;Totaal over alle leeftijden;Mannen;2026;6450138;2219491;1081190;1138298;559066;579239;1330024;889469
72;Totaal over alle leeftijden;Mannen;2027;6438919;2246902;1091874;1155029;564990;590040;1348770;898132
73;Totaal over alle leeftijden;Mannen;2028;6426664;2273964;1102240;1171708;570949;600766;1367300;906655
74;Totaal over alle leeftijden;Mannen;2029;6413316;2300650;1112325;1188327;576925;611404;1385609;915043
75;Totaal over alle leeftijden;Mannen;2030;6398835;2327001;1122105;1204895;582928;621973;1403692;923313
76;Totaal over alle leeftijden;Mannen;2031;6383144;2353002;1131584;1221420;588947;632464;1421554;931453
77;Totaal over alle leeftijden;Mannen;2032;6366221;2378667;1140790;1237878;594981;642901;1439172;939500
78;Totaal over alle leeftijden;Mannen;2033;6348019;2404010;1149703;1254304;601047;653258;1456548;947458
79;Totaal over alle leeftijden;Mannen;2034;6328536;2428999;1158325;1270668;607131;663544;1473671;955326
80;Totaal over alle leeftijden;Mannen;2035;6307772;2453657;1166663;1286999;613248;673745;1490536;963123
81;Totaal over alle leeftijden;Mannen;2036;6285792;2477997;1174727;1303278;619415;683863;1507139;970861
82;Totaal over alle leeftijden;Mannen;2037;6262670;2501999;1182499;1319503;625601;693899;1523453;978547
83;Totaal over alle leeftijden;Mannen;2038;6238559;2525649;1189995;1335665;631815;703847;1539466;986192
84;Totaal over alle leeftijden;Mannen;2039;6213540;2548961;1197192;1351768;638068;713700;1555171;993793
85;Totaal over alle leeftijden;Mannen;2040;6187822;2571907;1204111;1367791;644325;723469;1570555;1001353
86;Totaal over alle leeftijden;Mannen;2041;6161553;2594480;1210744;1383732;650597;733134;1585608;1008878
87;Totaal over alle leeftijden;Mannen;2042;6134892;2616672;1217093;1399584;656879;742699;1600306;1016372
88;Totaal over alle leeftijden;Mannen;2043;6108031;2638452;1223146;1415310;663146;752168;1614629;1023826
89;Totaal over alle leeftijden;Mannen;2044;6081110;2659828;1228902;1430916;669426;761492;1628584;1031239
90;Totaal over alle leeftijden;Mannen;2045;6054278;2680785;1234367;1446428;675709;770711;1642172;1038618
91;Totaal over alle leeftijden;Mannen;2046;6027726;2701310;1239526;1461785;681963;779824;1655366;1045947
92;Totaal over alle leeftijden;Mannen;2047;6001568;2721410;1244402;1477017;688196;788818;1668188;1053234
93;Totaal over alle leeftijden;Mannen;2048;5975978;2741057;1248979;1492080;694399;797674;1680611;1060447
94;Totaal over alle leeftijden;Mannen;2049;5951066;2760248;1253265;1506985;700583;806398;1692651;1067601
95;Totaal over alle leeftijden;Mannen;2050;5926936;2779014;1257276;1521741;706754;814981;1704328;1074691
96;Totaal over alle leeftijden;Vrouwen;2003;6655921;1523510;803986;719539;429297;290231;788131;735377
97;Totaal over alle leeftijden;Vrouwen;2004;6661503;1556800;819089;737712;434806;302908;817033;739780
98;Totaal over alle leeftijden;Vrouwen;2005;6664537;1588122;832358;755767;440217;315542;844583;743541
99;Totaal over alle leeftijden;Vrouwen;2006;6665131;1618891;845256;773630;445543;328085;871157;747729
100;Totaal over alle leeftijden;Vrouwen;2007;6663484;1650142;858874;791262;450769;340493;897075;753064
101;Totaal over alle leeftijden;Vrouwen;2008;6659801;1682615;873937;808676;455910;352762;922642;759973
102;Totaal over alle leeftijden;Vrouwen;2009;6654425;1716625;890716;825908;461031;364884;947999;768616
103;Totaal over alle leeftijden;Vrouwen;2010;6647596;1752057;909036;843024;466158;376871;973161;778893
104;Totaal over alle leeftijden;Vrouwen;2011;6639704;1788508;928467;860034;471297;388741;998089;790419
105;Totaal over alle leeftijden;Vrouwen;2012;6631057;1825397;948393;877005;476510;400497;1022796;802602
106;Totaal over alle leeftijden;Vrouwen;2013;6621915;1862165;968211;893953;481788;412164;1047294;814869
107;Totaal over alle leeftijden;Vrouwen;2014;6612571;1898471;987592;910882;487145;423743;1071570;826906
108;Totaal over alle leeftijden;Vrouwen;2015;6603216;1934218;1006459;927762;492540;435223;1095604;838625
109;Totaal over alle leeftijden;Vrouwen;2016;6593971;1969477;1024879;944601;498005;446600;1119416;850063
110;Totaal over alle leeftijden;Vrouwen;2017;6584924;2004257;1042865;961398;503526;457874;1142993;861270
111;Totaal over alle leeftijden;Vrouwen;2018;6576133;2038578;1060447;978138;509092;469043;1166315;872261
112;Totaal over alle leeftijden;Vrouwen;2019;6567622;2072444;1077627;994817;514714;480109;1189397;883049
113;Totaal over alle leeftijden;Vrouwen;2020;6559376;2105869;1094435;1011435;520363;491070;1212221;893648
114;Totaal over alle leeftijden;Vrouwen;2021;6551224;2138842;1110839;1028000;526055;501945;1234772;904069
115;Totaal over alle leeftijden;Vrouwen;2022;6543112;2171351;1126867;1044487;531761;512732;1257042;914312
116;Totaal over alle leeftijden;Vrouwen;2023;6534935;2203407;1142491;1060909;537472;523432;1279031;924380
117;Totaal over alle leeftijden;Vrouwen;2024;6526559;2235005;1157739;1077269;543205;534058;1300742;934271
118;Totaal over alle leeftijden;Vrouwen;2025;6517854;2266183;1172596;1093581;548956;544629;1322173;944007
119;Totaal over alle leeftijden;Vrouwen;2026;6508730;2296904;1187070;1109845;554715;555123;1343332;953578
120;Totaal over alle leeftijden;Vrouwen;2027;6499028;2327190;1201138;1126050;560492;565563;1364196;962991
121;Totaal over alle leeftijden;Vrouwen;2028;6488651;2357033;1214815;1142222;566298;575930;1384778;972266
122;Totaal over alle leeftijden;Vrouwen;2029;6477448;2386446;1228099;1158350;572103;586238;1405067;981385
123;Totaal over alle leeftijden;Vrouwen;2030;6465299;2415425;1240982;1174446;577953;596497;1425067;990357
124;Totaal over alle leeftijden;Vrouwen;2031;6452052;2443971;1253458;1190515;583809;606709;1444786;999184
125;Totaal over alle leeftijden;Vrouwen;2032;6437610;2472097;1265530;1206568;589683;616881;1464214;1007884
126;Totaal over alle leeftijden;Vrouwen;2033;6421886;2499760;1277193;1222574;595577;627001;1483330;1016443
127;Totaal over alle leeftijden;Vrouwen;2034;6404776;2526973;1288437;1238545;601480;637060;1502116;1024867
128;Totaal over alle leeftijden;Vrouwen;2035;6386222;2553754;1299267;1254489;607410;647075;1520597;1033157
129;Totaal over alle leeftijden;Vrouwen;2036;6366282;2580079;1309684;1270402;613365;657034;1538752;1041323
130;Totaal over alle leeftijden;Vrouwen;2037;6344973;2605921;1319668;1286256;619329;666936;1556571;1049350
131;Totaal over alle leeftijden;Vrouwen;2038;6322425;2631308;1329232;1302077;625315;676763;1574042;1057267
132;Totaal over alle leeftijden;Vrouwen;2039;6298762;2656234;1338381;1317854;631335;686519;1591157;1065079
133;Totaal over alle leeftijden;Vrouwen;2040;6274161;2680702;1347132;1333575;637363;696200;1607923;1072776
134;Totaal over alle leeftijden;Vrouwen;2041;6248757;2704697;1355481;1349212;643409;705810;1624305;1080395
135;Totaal over alle leeftijden;Vrouwen;2042;6222721;2728229;1363442;1364787;649463;715324;1640304;1087927
136;Totaal over alle leeftijden;Vrouwen;2043;6196189;2751289;1371024;1380267;655522;724750;1655919;1095378
137;Totaal over alle leeftijden;Vrouwen;2044;6169340;2773880;1378226;1395647;661582;734071;1671126;1102748
138;Totaal over alle leeftijden;Vrouwen;2045;6142310;2795983;1385059;1410927;667637;743297;1685943;1110043
139;Totaal over alle leeftijden;Vrouwen;2046;6115273;2817623;1391520;1426099;673674;752429;1700362;1117257
140;Totaal over alle leeftijden;Vrouwen;2047;6088337;2838787;1397623;1441162;679715;761447;1714381;1124403
141;Totaal over alle leeftijden;Vrouwen;2048;6061734;2859472;1403382;1456092;685717;770370;1727996;1131479
142;Totaal over alle leeftijden;Vrouwen;2049;6035535;2879678;1408792;1470887;691695;779191;1741201;1138473
143;Totaal over alle leeftijden;Vrouwen;2050;6009857;2899429;1413867;1485557;697664;787888;1754027;1145399
144;0 jaar;Totaal mannen en vrouwen;2003;154978;46704;760;45944;18193;27751;34014;12690
145;0 jaar;Totaal mannen en vrouwen;2004;153063;47189;671;46518;18396;28122;34346;12843
146;0 jaar;Totaal mannen en vrouwen;2005;149531;47290;641;46649;18433;28216;34403;12887
147;0 jaar;Totaal mannen en vrouwen;2006;146089;47247;635;46612;18435;28177;34304;12943
148;0 jaar;Totaal mannen en vrouwen;2007;142892;47130;644;46486;18442;28044;34073;13057
149;0 jaar;Totaal mannen en vrouwen;2008;139975;47041;669;46373;18507;27866;33772;13270
150;0 jaar;Totaal mannen en vrouwen;2009;137618;47029;704;46325;18648;27677;33431;13597
151;0 jaar;Totaal mannen en vrouwen;2010;135647;47095;737;46359;18865;27493;33072;14024
152;0 jaar;Totaal mannen en vrouwen;2011;134289;47247;763;46484;19160;27324;32710;14537
153;0 jaar;Totaal mannen en vrouwen;2012;133437;47469;782;46687;19506;27180;32370;15099
154;0 jaar;Totaal mannen en vrouwen;2013;133065;47715;792;46923;19874;27049;32052;15662
155;0 jaar;Totaal mannen en vrouwen;2014;133209;47933;795;47137;20229;26908;31738;16194
156;0 jaar;Totaal mannen en vrouwen;2015;133645;48124;797;47326;20564;26762;31432;16692
157;0 jaar;Totaal mannen en vrouwen;2016;134384;48289;798;47491;20878;26613;31147;17143
158;0 jaar;Totaal mannen en vrouwen;2017;135344;48427;799;47628;21161;26467;30870;17558
159;0 jaar;Totaal mannen en vrouwen;2018;136478;48544;800;47744;21423;26320;30604;17940
160;0 jaar;Totaal mannen en vrouwen;2019;137768;48630;800;47830;21662;26168;30346;18284
161;0 jaar;Totaal mannen en vrouwen;2020;139133;48701;801;47899;21875;26025;30106;18595
162;0 jaar;Totaal mannen en vrouwen;2021;140343;48754;802;47952;22069;25883;29877;18877
163;0 jaar;Totaal mannen en vrouwen;2022;141546;48787;802;47986;22239;25747;29663;19124
164;0 jaar;Totaal mannen en vrouwen;2023;142622;48810;802;48008;22394;25614;29458;19353
165;0 jaar;Totaal mannen en vrouwen;2024;143559;48829;802;48028;22534;25494;29272;19557
166;0 jaar;Totaal mannen en vrouwen;2025;144408;48847;802;48045;22666;25380;29100;19747
167;0 jaar;Totaal mannen en vrouwen;2026;145112;48863;803;48060;22781;25279;28945;19918
168;0 jaar;Totaal mannen en vrouwen;2027;145683;48872;803;48069;22890;25180;28801;20071
169;0 jaar;Totaal mannen en vrouwen;2028;146151;48883;803;48080;22983;25097;28669;20214
170;0 jaar;Totaal mannen en vrouwen;2029;146444;48899;803;48096;23072;25024;28548;20351
171;0 jaar;Totaal mannen en vrouwen;2030;146667;48925;803;48122;23159;24963;28444;20481
172;0 jaar;Totaal mannen en vrouwen;2031;146667;48949;803;48146;23235;24911;28345;20604
173;0 jaar;Totaal mannen en vrouwen;2032;146544;48977;803;48174;23309;24865;28255;20721
174;0 jaar;Totaal mannen en vrouwen;2033;146226;48999;803;48196;23375;24821;28164;20835
175;0 jaar;Totaal mannen en vrouwen;2034;145692;49024;803;48221;23439;24782;28082;20942
176;0 jaar;Totaal mannen en vrouwen;2035;145000;49051;804;48247;23504;24743;28004;21047
177;0 jaar;Totaal mannen en vrouwen;2036;144190;49076;804;48272;23568;24704;27927;21149
178;0 jaar;Totaal mannen en vrouwen;2037;143235;49096;804;48291;23625;24666;27854;21242
179;0 jaar;Totaal mannen en vrouwen;2038;142302;49102;804;48298;23672;24626;27780;21323
180;0 jaar;Totaal mannen en vrouwen;2039;141339;49104;804;48300;23712;24588;27709;21396
181;0 jaar;Totaal mannen en vrouwen;2040;140478;49092;804;48288;23739;24548;27638;21454
182;0 jaar;Totaal mannen en vrouwen;2041;139709;49078;804;48273;23763;24510;27571;21506
183;0 jaar;Totaal mannen en vrouwen;2042;139064;49062;804;48258;23783;24475;27510;21551
184;0 jaar;Totaal mannen en vrouwen;2043;138638;49030;804;48226;23787;24438;27446;21584
185;0 jaar;Totaal mannen en vrouwen;2044;138393;48997;804;48193;23793;24400;27384;21613
186;0 jaar;Totaal mannen en vrouwen;2045;138309;48967;804;48162;23796;24366;27336;21631
187;0 jaar;Totaal mannen en vrouwen;2046;138454;48932;804;48128;23791;24336;27287;21646
188;0 jaar;Totaal mannen en vrouwen;2047;138690;48901;805;48095;23783;24312;27248;21653
189;0 jaar;Totaal mannen en vrouwen;2048;139112;48866;805;48060;23776;24285;27209;21657
190;0 jaar;Totaal mannen en vrouwen;2049;139613;48840;805;48034;23771;24263;27182;21657
191;0 jaar;Totaal mannen en vrouwen;2050;140210;48818;805;48012;23760;24253;27163;21655
192;0 jaar;Mannen;2003;79359;23959;413;23546;9318;14227;17449;6509
193;0 jaar;Mannen;2004;78380;24205;364;23841;9423;14418;17619;6586
194;0 jaar;Mannen;2005;76573;24253;345;23908;9440;14468;17646;6606
195;0 jaar;Mannen;2006;74811;24228;339;23889;9442;14448;17594;6634
196;0 jaar;Mannen;2007;73176;24165;343;23823;9443;14379;17473;6692
197;0 jaar;Mannen;2008;71685;24120;355;23764;9476;14289;17318;6802
198;0 jaar;Mannen;2009;70478;24114;374;23740;9549;14191;17144;6970
199;0 jaar;Mannen;2010;69470;24148;391;23757;9659;14098;16959;7189
200;0 jaar;Mannen;2011;68775;24228;406;23821;9811;14010;16774;7454
201;0 jaar;Mannen;2012;68341;24340;417;23923;9987;13937;16599;7741
202;0 jaar;Mannen;2013;68152;24465;422;24043;10174;13869;16435;8030
203;0 jaar;Mannen;2014;68226;24578;424;24154;10358;13796;16275;8303
204;0 jaar;Mannen;2015;68450;24675;425;24250;10529;13722;16117;8558
205;0 jaar;Mannen;2016;68830;24760;426;24334;10688;13646;15971;8789
206;0 jaar;Mannen;2017;69322;24830;426;24404;10833;13571;15828;9002
207;0 jaar;Mannen;2018;69905;24889;427;24462;10967;13495;15692;9198
208;0 jaar;Mannen;2019;70564;24935;427;24508;11090;13418;15561;9374
209;0 jaar;Mannen;2020;71265;24969;427;24542;11199;13344;15436;9534
210;0 jaar;Mannen;2021;71884;24998;427;24571;11301;13270;15319;9678
211;0 jaar;Mannen;2022;72500;25015;427;24588;11387;13200;15210;9805
212;0 jaar;Mannen;2023;73052;25026;427;24599;11465;13133;15104;9922
213;0 jaar;Mannen;2024;73532;25036;427;24609;11538;13071;15010;10027
214;0 jaar;Mannen;2025;73967;25046;427;24619;11606;13013;14921;10125
215;0 jaar;Mannen;2026;74327;25056;428;24627;11666;12962;14843;10213
216;0 jaar;Mannen;2027;74620;25059;428;24631;11721;12910;14768;10292
217;0 jaar;Mannen;2028;74859;25066;428;24637;11769;12868;14700;10366
218;0 jaar;Mannen;2029;75008;25076;428;24647;11818;12829;14639;10437
219;0 jaar;Mannen;2030;75122;25089;428;24661;11862;12799;14585;10505
220;0 jaar;Mannen;2031;75122;25101;428;24673;11902;12771;14534;10568
221;0 jaar;Mannen;2032;75060;25115;428;24686;11938;12749;14488;10627
222;0 jaar;Mannen;2033;74897;25127;428;24699;11972;12727;14441;10686
223;0 jaar;Mannen;2034;74622;25141;429;24712;12007;12706;14399;10742
224;0 jaar;Mannen;2035;74268;25155;430;24726;12042;12684;14359;10797
225;0 jaar;Mannen;2036;73853;25168;430;24738;12074;12664;14319;10848
226;0 jaar;Mannen;2037;73364;25178;430;24749;12103;12645;14282;10896
227;0 jaar;Mannen;2038;72886;25181;430;24751;12127;12624;14243;10938
228;0 jaar;Mannen;2039;72393;25182;430;24752;12147;12605;14206;10976
229;0 jaar;Mannen;2040;71953;25176;430;24746;12163;12583;14170;11006
230;0 jaar;Mannen;2041;71559;25167;430;24738;12174;12564;14134;11033
231;0 jaar;Mannen;2042;71230;25158;430;24729;12185;12544;14103;11056
232;0 jaar;Mannen;2043;71012;25142;430;24712;12187;12526;14070;11072
233;0 jaar;Mannen;2044;70886;25126;430;24696;12190;12506;14037;11088
234;0 jaar;Mannen;2045;70843;25110;430;24680;12192;12488;14012;11098
235;0 jaar;Mannen;2046;70921;25089;430;24659;12188;12471;13984;11105
236;0 jaar;Mannen;2047;71043;25072;431;24641;12182;12459;13963;11109
237;0 jaar;Mannen;2048;71260;25053;431;24622;12178;12444;13943;11110
238;0 jaar;Mannen;2049;71516;25041;431;24610;12179;12431;13930;11111
239;0 jaar;Mannen;2050;71823;25028;431;24597;12172;12425;13918;11110
240;0 jaar;Vrouwen;2003;75619;22745;347;22398;8875;13523;16565;6180
241;0 jaar;Vrouwen;2004;74683;22985;308;22677;8973;13704;16727;6258
242;0 jaar;Vrouwen;2005;72958;23037;296;22741;8992;13749;16757;6280
243;0 jaar;Vrouwen;2006;71278;23019;296;22723;8993;13730;16710;6309
244;0 jaar;Vrouwen;2007;69715;22965;302;22663;8998;13665;16600;6364
245;0 jaar;Vrouwen;2008;68290;22922;313;22609;9031;13577;16454;6468
246;0 jaar;Vrouwen;2009;67140;22915;330;22585;9099;13486;16287;6627
247;0 jaar;Vrouwen;2010;66177;22947;345;22602;9206;13396;16112;6834
248;0 jaar;Vrouwen;2011;65514;23020;357;22663;9349;13314;15936;7084
249;0 jaar;Vrouwen;2012;65096;23129;365;22763;9520;13244;15771;7358
250;0 jaar;Vrouwen;2013;64913;23250;370;22879;9699;13180;15617;7632
251;0 jaar;Vrouwen;2014;64983;23355;371;22983;9871;13112;15463;7891
252;0 jaar;Vrouwen;2015;65195;23448;372;23076;10036;13040;15315;8134
253;0 jaar;Vrouwen;2016;65555;23530;372;23157;10190;12968;15176;8354
254;0 jaar;Vrouwen;2017;66022;23597;373;23224;10328;12896;15041;8556
255;0 jaar;Vrouwen;2018;66574;23655;373;23281;10456;12825;14912;8743
256;0 jaar;Vrouwen;2019;67204;23695;373;23321;10571;12750;14785;8910
257;0 jaar;Vrouwen;2020;67869;23732;374;23357;10676;12681;14670;9062
258;0 jaar;Vrouwen;2021;68460;23756;374;23382;10769;12613;14558;9198
259;0 jaar;Vrouwen;2022;69045;23773;374;23398;10852;12547;14453;9319
260;0 jaar;Vrouwen;2023;69570;23784;374;23410;10929;12481;14354;9430
261;0 jaar;Vrouwen;2024;70027;23793;374;23418;10996;12423;14263;9530
262;0 jaar;Vrouwen;2025;70441;23801;375;23427;11060;12367;14179;9622
263;0 jaar;Vrouwen;2026;70785;23808;375;23433;11115;12318;14102;9705
264;0 jaar;Vrouwen;2027;71063;23813;375;23438;11168;12270;14034;9779
265;0 jaar;Vrouwen;2028;71291;23817;375;23443;11214;12229;13969;9849
266;0 jaar;Vrouwen;2029;71436;23824;375;23449;11254;12195;13909;9914
267;0 jaar;Vrouwen;2030;71545;23836;375;23461;11297;12164;13859;9976
268;0 jaar;Vrouwen;2031;71544;23848;375;23473;11333;12140;13811;10037
269;0 jaar;Vrouwen;2032;71484;23862;375;23487;11371;12116;13768;10094
270;0 jaar;Vrouwen;2033;71330;23872;375;23497;11403;12094;13723;10149
271;0 jaar;Vrouwen;2034;71070;23883;375;23509;11432;12076;13683;10200
272;0 jaar;Vrouwen;2035;70733;23896;375;23521;11462;12059;13645;10250
273;0 jaar;Vrouwen;2036;70337;23908;375;23534;11494;12040;13607;10301
274;0 jaar;Vrouwen;2037;69871;23918;375;23543;11522;12021;13572;10345
