ID;Bedrijfskenmerken;Marges;Perioden;Organisatiegraad_1
83;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2024;21.7
84;B-F Nijverheid en energie;Waarde;2018;22.9
85;B-F Nijverheid en energie;Waarde;2019;22.9
86;B-F Nijverheid en energie;Waarde;2020;21.5
87;B-F Nijverheid en energie;Waarde;2021;20.9
88;B-F Nijverheid en energie;Waarde;2022;19.6
89;B-F Nijverheid en energie;Waarde;2023;19.6
90;B-F Nijverheid en energie;Waarde;2024;19.7
91;B-F Nijverheid en energie;Ondergrens 95%-interval;2018;22.1
92;B-F Nijverheid en energie;Ondergrens 95%-interval;2019;22.0
93;B-F Nijverheid en energie;Ondergrens 95%-interval;2020;20.6
94;B-F Nijverheid en energie;Ondergrens 95%-interval;2021;20.0
95;B-F Nijverheid en energie;Ondergrens 95%-interval;2022;18.5
96;B-F Nijverheid en energie;Ondergrens 95%-interval;2023;18.4
97;B-F Nijverheid en energie;Ondergrens 95%-interval;2024;18.5
98;B-F Nijverheid en energie;Bovengrens 95%-interval;2018;23.8
99;B-F Nijverheid en energie;Bovengrens 95%-interval;2019;23.8
100;B-F Nijverheid en energie;Bovengrens 95%-interval;2020;22.4
101;B-F Nijverheid en energie;Bovengrens 95%-interval;2021;21.9
102;B-F Nijverheid en energie;Bovengrens 95%-interval;2022;20.9
103;B-F Nijverheid en energie;Bovengrens 95%-interval;2023;20.8
104;B-F Nijverheid en energie;Bovengrens 95%-interval;2024;20.9
105;C Industrie;Waarde;2018;22.2
106;C Industrie;Waarde;2019;22.2
107;C Industrie;Waarde;2020;20.8
108;C Industrie;Waarde;2021;21.0
109;C Industrie;Waarde;2022;18.6
110;C Industrie;Waarde;2023;19.7
111;C Industrie;Waarde;2024;20.3
112;C Industrie;Ondergrens 95%-interval;2018;21.2
113;C Industrie;Ondergrens 95%-interval;2019;21.1
114;C Industrie;Ondergrens 95%-interval;2020;19.7
115;C Industrie;Ondergrens 95%-interval;2021;19.9
116;C Industrie;Ondergrens 95%-interval;2022;17.1
117;C Industrie;Ondergrens 95%-interval;2023;18.2
118;C Industrie;Ondergrens 95%-interval;2024;18.8
119;C Industrie;Bovengrens 95%-interval;2018;23.2
120;C Industrie;Bovengrens 95%-interval;2019;23.3
121;C Industrie;Bovengrens 95%-interval;2020;21.9
122;C Industrie;Bovengrens 95%-interval;2021;22.3
123;C Industrie;Bovengrens 95%-interval;2022;20.1
124;C Industrie;Bovengrens 95%-interval;2023;21.2
125;C Industrie;Bovengrens 95%-interval;2024;21.8
126;D Energievoorziening;Waarde;2018;18.7
127;D Energievoorziening;Waarde;2019;25.8
128;D Energievoorziening;Waarde;2020;22.4
129;D Energievoorziening;Waarde;2021;17.5
130;D Energievoorziening;Waarde;2022;12.8
131;D Energievoorziening;Waarde;2023;18.8
132;D Energievoorziening;Waarde;2024;17.3
133;D Energievoorziening;Ondergrens 95%-interval;2018;14.6
134;D Energievoorziening;Ondergrens 95%-interval;2019;20.6
135;D Energievoorziening;Ondergrens 95%-interval;2020;17.6
136;D Energievoorziening;Ondergrens 95%-interval;2021;13.2
137;D Energievoorziening;Ondergrens 95%-interval;2022;8.4
138;D Energievoorziening;Ondergrens 95%-interval;2023;13.2
139;D Energievoorziening;Ondergrens 95%-interval;2024;12.0
140;D Energievoorziening;Bovengrens 95%-interval;2018;23.5
141;D Energievoorziening;Bovengrens 95%-interval;2019;31.7
142;D Energievoorziening;Bovengrens 95%-interval;2020;28.0
143;D Energievoorziening;Bovengrens 95%-interval;2021;22.8
144;D Energievoorziening;Bovengrens 95%-interval;2022;19.0
145;D Energievoorziening;Bovengrens 95%-interval;2023;26.1
146;D Energievoorziening;Bovengrens 95%-interval;2024;24.4
147;E Waterbedrijven en afvalbeheer;Waarde;2018;22.5
148;E Waterbedrijven en afvalbeheer;Waarde;2019;22.0
149;E Waterbedrijven en afvalbeheer;Waarde;2020;22.4
150;E Waterbedrijven en afvalbeheer;Waarde;2021;19.2
151;E Waterbedrijven en afvalbeheer;Waarde;2022;17.9
152;E Waterbedrijven en afvalbeheer;Waarde;2023;15.9
153;E Waterbedrijven en afvalbeheer;Waarde;2024;21.9
154;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2018;18.9
155;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2019;17.3
156;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2020;18.0
157;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2021;14.3
158;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2022;13.1
159;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2023;10.9
160;E Waterbedrijven en afvalbeheer;Ondergrens 95%-interval;2024;15.7
161;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2018;26.5
162;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2019;27.7
163;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2020;27.5
164;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2021;25.3
165;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2022;23.9
166;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2023;22.7
167;E Waterbedrijven en afvalbeheer;Bovengrens 95%-interval;2024;29.7
168;F Bouwnijverheid;Waarde;2018;25.4
169;F Bouwnijverheid;Waarde;2019;24.7
170;F Bouwnijverheid;Waarde;2020;22.8
171;F Bouwnijverheid;Waarde;2021;21.3
172;F Bouwnijverheid;Waarde;2022;23.0
173;F Bouwnijverheid;Waarde;2023;20.0
174;F Bouwnijverheid;Waarde;2024;18.4
175;F Bouwnijverheid;Ondergrens 95%-interval;2018;23.6
176;F Bouwnijverheid;Ondergrens 95%-interval;2019;22.9
177;F Bouwnijverheid;Ondergrens 95%-interval;2020;21.0
178;F Bouwnijverheid;Ondergrens 95%-interval;2021;19.4
179;F Bouwnijverheid;Ondergrens 95%-interval;2022;20.7
180;F Bouwnijverheid;Ondergrens 95%-interval;2023;17.8
181;F Bouwnijverheid;Ondergrens 95%-interval;2024;16.3
182;F Bouwnijverheid;Bovengrens 95%-interval;2018;27.2
183;F Bouwnijverheid;Bovengrens 95%-interval;2019;26.5
184;F Bouwnijverheid;Bovengrens 95%-interval;2020;24.7
185;F Bouwnijverheid;Bovengrens 95%-interval;2021;23.2
186;F Bouwnijverheid;Bovengrens 95%-interval;2022;25.5
187;F Bouwnijverheid;Bovengrens 95%-interval;2023;22.5
188;F Bouwnijverheid;Bovengrens 95%-interval;2024;20.6
189;G-I Handel, vervoer en horeca;Waarde;2018;13.1
190;G-I Handel, vervoer en horeca;Waarde;2019;12.8
191;G-I Handel, vervoer en horeca;Waarde;2020;13.5
192;G-I Handel, vervoer en horeca;Waarde;2021;12.4
193;G-I Handel, vervoer en horeca;Waarde;2022;11.6
194;G-I Handel, vervoer en horeca;Waarde;2023;11.0
195;G-I Handel, vervoer en horeca;Waarde;2024;12.0
196;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2018;12.5
197;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2019;12.3
198;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2020;13.0
199;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2021;11.8
200;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2022;10.9
201;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2023;10.3
202;G-I Handel, vervoer en horeca;Ondergrens 95%-interval;2024;11.3
203;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2018;13.6
204;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2019;13.4
205;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2020;14.1
206;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2021;13.0
207;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2022;12.4
208;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2023;11.7
209;G-I Handel, vervoer en horeca;Bovengrens 95%-interval;2024;12.8
210;G-N Commerciële dienstverlening;Waarde;2018;11.5
211;G-N Commerciële dienstverlening;Waarde;2019;11.5
212;G-N Commerciële dienstverlening;Waarde;2020;11.5
213;G-N Commerciële dienstverlening;Waarde;2021;10.8
214;G-N Commerciële dienstverlening;Waarde;2022;10.4
215;G-N Commerciële dienstverlening;Waarde;2023;9.9
216;G-N Commerciële dienstverlening;Waarde;2024;11.0
217;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2018;11.2
218;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2019;11.1
219;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2020;11.1
220;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2021;10.4
221;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2022;9.9
222;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2023;9.4
223;G-N Commerciële dienstverlening;Ondergrens 95%-interval;2024;10.5
224;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2018;11.9
225;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2019;11.9
226;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2020;11.9
227;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2021;11.3
228;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2022;10.9
229;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2023;10.5
230;G-N Commerciële dienstverlening;Bovengrens 95%-interval;2024;11.5
231;G Handel;Waarde;2018;9.2
232;G Handel;Waarde;2019;9.3
233;G Handel;Waarde;2020;9.5
234;G Handel;Waarde;2021;8.2
235;G Handel;Waarde;2022;8.5
236;G Handel;Waarde;2023;8.1
237;G Handel;Waarde;2024;9.0
238;G Handel;Ondergrens 95%-interval;2018;8.6
239;G Handel;Ondergrens 95%-interval;2019;8.6
240;G Handel;Ondergrens 95%-interval;2020;8.9
241;G Handel;Ondergrens 95%-interval;2021;7.6
242;G Handel;Ondergrens 95%-interval;2022;7.7
243;G Handel;Ondergrens 95%-interval;2023;7.3
244;G Handel;Ondergrens 95%-interval;2024;8.2
245;G Handel;Bovengrens 95%-interval;2018;9.8
246;G Handel;Bovengrens 95%-interval;2019;9.9
247;G Handel;Bovengrens 95%-interval;2020;10.2
248;G Handel;Bovengrens 95%-interval;2021;8.9
249;G Handel;Bovengrens 95%-interval;2022;9.4
250;G Handel;Bovengrens 95%-interval;2023;9.0
251;G Handel;Bovengrens 95%-interval;2024;9.8
252;H Vervoer en opslag;Waarde;2018;28.4
253;H Vervoer en opslag;Waarde;2019;27.4
254;H Vervoer en opslag;Waarde;2020;29.8
255;H Vervoer en opslag;Waarde;2021;28.0
256;H Vervoer en opslag;Waarde;2022;24.0
257;H Vervoer en opslag;Waarde;2023;23.5
258;H Vervoer en opslag;Waarde;2024;25.5
259;H Vervoer en opslag;Ondergrens 95%-interval;2018;26.8
260;H Vervoer en opslag;Ondergrens 95%-interval;2019;25.7
261;H Vervoer en opslag;Ondergrens 95%-interval;2020;28.0
262;H Vervoer en opslag;Ondergrens 95%-interval;2021;26.1
263;H Vervoer en opslag;Ondergrens 95%-interval;2022;21.8
264;H Vervoer en opslag;Ondergrens 95%-interval;2023;21.4
265;H Vervoer en opslag;Ondergrens 95%-interval;2024;23.3
266;H Vervoer en opslag;Bovengrens 95%-interval;2018;30.0
267;H Vervoer en opslag;Bovengrens 95%-interval;2019;29.2
268;H Vervoer en opslag;Bovengrens 95%-interval;2020;31.7
269;H Vervoer en opslag;Bovengrens 95%-interval;2021;29.9
270;H Vervoer en opslag;Bovengrens 95%-interval;2022;26.3
271;H Vervoer en opslag;Bovengrens 95%-interval;2023;25.9
272;H Vervoer en opslag;Bovengrens 95%-interval;2024;27.9
273;I Horeca;Waarde;2018;9.4
274;I Horeca;Waarde;2019;9.3
275;I Horeca;Waarde;2020;10.5
276;I Horeca;Waarde;2021;9.4
277;I Horeca;Waarde;2022;8.6
278;I Horeca;Waarde;2023;7.1
279;I Horeca;Waarde;2024;8.1
280;I Horeca;Ondergrens 95%-interval;2018;8.3
281;I Horeca;Ondergrens 95%-interval;2019;8.2
282;I Horeca;Ondergrens 95%-interval;2020;9.2
283;I Horeca;Ondergrens 95%-interval;2021;8.1
284;I Horeca;Ondergrens 95%-interval;2022;7.2
285;I Horeca;Ondergrens 95%-interval;2023;5.8
286;I Horeca;Ondergrens 95%-interval;2024;6.8
287;I Horeca;Bovengrens 95%-interval;2018;10.6
288;I Horeca;Bovengrens 95%-interval;2019;10.5
289;I Horeca;Bovengrens 95%-interval;2020;11.9
290;I Horeca;Bovengrens 95%-interval;2021;11.0
291;I Horeca;Bovengrens 95%-interval;2022;10.2
292;I Horeca;Bovengrens 95%-interval;2023;8.5
293;I Horeca;Bovengrens 95%-interval;2024;9.7
294;J Informatie en communicatie;Waarde;2018;7.0
295;J Informatie en communicatie;Waarde;2019;7.5
296;J Informatie en communicatie;Waarde;2020;6.2
297;J Informatie en communicatie;Waarde;2021;6.2
298;J Informatie en communicatie;Waarde;2022;7.5
299;J Informatie en communicatie;Waarde;2023;6.2
300;J Informatie en communicatie;Waarde;2024;5.5
301;J Informatie en communicatie;Ondergrens 95%-interval;2018;6.0
302;J Informatie en communicatie;Ondergrens 95%-interval;2019;6.4
303;J Informatie en communicatie;Ondergrens 95%-interval;2020;5.3
304;J Informatie en communicatie;Ondergrens 95%-interval;2021;5.2
305;J Informatie en communicatie;Ondergrens 95%-interval;2022;6.1
306;J Informatie en communicatie;Ondergrens 95%-interval;2023;5.0
307;J Informatie en communicatie;Ondergrens 95%-interval;2024;4.4
308;J Informatie en communicatie;Bovengrens 95%-interval;2018;8.3
309;J Informatie en communicatie;Bovengrens 95%-interval;2019;8.8
310;J Informatie en communicatie;Bovengrens 95%-interval;2020;7.4
311;J Informatie en communicatie;Bovengrens 95%-interval;2021;7.5
312;J Informatie en communicatie;Bovengrens 95%-interval;2022;9.3
313;J Informatie en communicatie;Bovengrens 95%-interval;2023;7.8
314;J Informatie en communicatie;Bovengrens 95%-interval;2024;7.0
315;K Financiële dienstverlening;Waarde;2018;8.6
316;K Financiële dienstverlening;Waarde;2019;10.1
317;K Financiële dienstverlening;Waarde;2020;9.8
318;K Financiële dienstverlening;Waarde;2021;9.2
319;K Financiële dienstverlening;Waarde;2022;11.6
320;K Financiële dienstverlening;Waarde;2023;12.5
321;K Financiële dienstverlening;Waarde;2024;15.8
322;K Financiële dienstverlening;Ondergrens 95%-interval;2018;7.5
323;K Financiële dienstverlening;Ondergrens 95%-interval;2019;8.7
324;K Financiële dienstverlening;Ondergrens 95%-interval;2020;8.5
325;K Financiële dienstverlening;Ondergrens 95%-interval;2021;7.8
326;K Financiële dienstverlening;Ondergrens 95%-interval;2022;9.6
327;K Financiële dienstverlening;Ondergrens 95%-interval;2023;10.4
328;K Financiële dienstverlening;Ondergrens 95%-interval;2024;13.5
329;K Financiële dienstverlening;Bovengrens 95%-interval;2018;9.9
330;K Financiële dienstverlening;Bovengrens 95%-interval;2019;11.6
331;K Financiële dienstverlening;Bovengrens 95%-interval;2020;11.2
332;K Financiële dienstverlening;Bovengrens 95%-interval;2021;10.7
333;K Financiële dienstverlening;Bovengrens 95%-interval;2022;14.0
334;K Financiële dienstverlening;Bovengrens 95%-interval;2023;14.9
335;K Financiële dienstverlening;Bovengrens 95%-interval;2024;18.4
336;L Verhuur en handel van onroerend goed;Waarde;2018;16.3
337;L Verhuur en handel van onroerend goed;Waarde;2019;15.9
338;L Verhuur en handel van onroerend goed;Waarde;2020;12.7
339;L Verhuur en handel van onroerend goed;Waarde;2021;14.1
340;L Verhuur en handel van onroerend goed;Waarde;2022;11.2
341;L Verhuur en handel van onroerend goed;Waarde;2023;12.3
342;L Verhuur en handel van onroerend goed;Waarde;2024;12.9
343;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2018;13.4
344;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2019;12.8
345;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2020;9.8
346;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2021;11.0
347;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2022;7.7
348;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2023;9.1
349;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2024;9.0
350;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2018;19.6
351;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2019;19.6
352;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2020;16.2
353;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2021;18.0
354;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2022;16.2
355;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2023;16.5
356;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2024;18.1
357;M-N Zakelijke dienstverlening;Waarde;2018;10.1
358;M-N Zakelijke dienstverlening;Waarde;2019;9.9
359;M-N Zakelijke dienstverlening;Waarde;2020;9.1
360;M-N Zakelijke dienstverlening;Waarde;2021;9.3
361;M-N Zakelijke dienstverlening;Waarde;2022;8.3
362;M-N Zakelijke dienstverlening;Waarde;2023;8.1
363;M-N Zakelijke dienstverlening;Waarde;2024;9.3
364;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2018;9.4
365;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2019;9.2
366;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2020;8.4
367;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2021;8.6
368;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2022;7.4
369;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2023;7.2
370;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2024;8.3
371;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2018;10.8
372;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2019;10.7
373;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2020;9.8
374;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2021;10.2
375;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2022;9.3
376;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2023;9.1
377;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2024;10.3
378;M Specialistische zakelijke diensten;Waarde;2018;7.4
379;M Specialistische zakelijke diensten;Waarde;2019;7.7
380;M Specialistische zakelijke diensten;Waarde;2020;6.5
381;M Specialistische zakelijke diensten;Waarde;2021;6.7
382;M Specialistische zakelijke diensten;Waarde;2022;6.9
383;M Specialistische zakelijke diensten;Waarde;2023;6.8
384;M Specialistische zakelijke diensten;Waarde;2024;7.4
385;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2018;6.6
386;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2019;6.9
387;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2020;5.7
388;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2021;5.8
389;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2022;5.7
390;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2023;5.7
391;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2024;6.3
392;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2018;8.4
393;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2019;8.7
394;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2020;7.5
395;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2021;7.7
396;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2022;8.2
397;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2023;8.1
398;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2024;8.7
399;N Verhuur en overige zakelijke diensten;Waarde;2018;12.5
400;N Verhuur en overige zakelijke diensten;Waarde;2019;11.9
401;N Verhuur en overige zakelijke diensten;Waarde;2020;11.5
402;N Verhuur en overige zakelijke diensten;Waarde;2021;12.0
403;N Verhuur en overige zakelijke diensten;Waarde;2022;9.9
404;N Verhuur en overige zakelijke diensten;Waarde;2023;9.6
405;N Verhuur en overige zakelijke diensten;Waarde;2024;11.5
406;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2018;11.4
407;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2019;10.8
408;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2020;10.4
409;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2021;10.8
410;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2022;8.5
411;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2023;8.2
412;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2024;10.0
413;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2018;13.6
414;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2019;13.0
415;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2020;12.6
416;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2021;13.3
417;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2022;11.5
418;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2023;11.1
419;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2024;13.1
420;O-U Niet-commerciële dienstverlening;Waarde;2018;26.1
421;O-U Niet-commerciële dienstverlening;Waarde;2019;25.4
422;O-U Niet-commerciële dienstverlening;Waarde;2020;24.3
423;O-U Niet-commerciële dienstverlening;Waarde;2021;24.1
424;O-U Niet-commerciële dienstverlening;Waarde;2022;22.9
425;O-U Niet-commerciële dienstverlening;Waarde;2023;21.0
426;O-U Niet-commerciële dienstverlening;Waarde;2024;21.1
427;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2018;25.5
428;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2019;24.8
