ID;Melkvee;GrootveeEenheid;RegioS;Perioden;BedrijvenZonderBeweiding_1;BedrijvenMetBeweiding_2;MelkveeZonderBeweiding_3;Totaal_4;MinderDan720UrenPerJaar_5;k_720Tot1440UrenPerJaar_6;k_1440Tot2160UrenPerJaar_7;k_2160Tot2880UrenPerJaar_8;k_2880OfMeerUrenPerJaar_9;UrenBijDagEnNachtWeiden_10;UrenBijBeperktWeiden_11;DagEnNachtWeiden_12;OverdagWeiden_13
2455;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Fryslân (PV);2012;33.0;67.0;32.0;68.0;0.0;3.0;7.0;10.0;49.0;24.0;;100.0;0.0
2456;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Fryslân (PV);2013;;;;;;;;;;;;;
2457;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Fryslân (PV);2014;;;;;;;;;;;;;
2458;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Fryslân (PV);2015;;;;;;;;;;;;;
2459;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Fryslân (PV);2016;34.0;66.0;35.0;65.0;1.0;2.0;6.0;9.0;46.0;24.0;;100.0;0.0
2460;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Fryslân (PV);2017;38.0;62.0;37.0;63.0;1.0;2.0;7.0;10.0;42.0;24.0;;100.0;0.0
2461;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Fryslân (PV);2018;41.0;59.0;40.0;60.0;1.0;3.0;5.0;10.0;41.0;24.0;;100.0;0.0
2462;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Fryslân (PV);2019;41.0;59.0;39.0;61.0;1.0;5.0;5.0;10.0;39.0;24.0;;100.0;0.0
2463;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Fryslân (PV);2020;40.0;60.0;39.0;61.0;2.0;3.0;6.0;8.0;43.0;24.0;;100.0;0.0
2464;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Drenthe (PV);2010;;;;;;;;;;;;;
2465;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Drenthe (PV);2011;23.0;77.0;21.0;79.0;1.0;3.0;8.0;6.0;62.0;24.0;;100.0;0.0
2466;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Drenthe (PV);2012;25.0;75.0;25.0;75.0;1.0;2.0;6.0;6.0;61.0;24.0;;100.0;0.0
2467;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Drenthe (PV);2013;;;;;;;;;;;;;
2468;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Drenthe (PV);2014;;;;;;;;;;;;;
2469;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Drenthe (PV);2015;;;;;;;;;;;;;
2470;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Drenthe (PV);2016;30.0;70.0;32.0;68.0;0.0;2.0;5.0;7.0;53.0;24.0;;100.0;0.0
2471;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Drenthe (PV);2017;31.0;69.0;33.0;67.0;1.0;3.0;7.0;9.0;49.0;24.0;;100.0;0.0
2472;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Drenthe (PV);2018;36.0;64.0;35.0;65.0;1.0;3.0;5.0;9.0;48.0;24.0;;100.0;0.0
2473;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Drenthe (PV);2019;34.0;66.0;31.0;69.0;3.0;3.0;4.0;10.0;49.0;24.0;;100.0;0.0
2474;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Drenthe (PV);2020;34.0;66.0;32.0;68.0;0.0;4.0;6.0;14.0;43.0;24.0;;100.0;0.0
2475;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Overijssel (PV);2010;;;;;;;;;;;;;
2476;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Overijssel (PV);2011;20.0;80.0;18.0;82.0;1.0;3.0;7.0;8.0;62.0;24.0;;100.0;0.0
2477;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Overijssel (PV);2012;21.0;79.0;19.0;81.0;1.0;3.0;7.0;9.0;61.0;24.0;;100.0;0.0
2478;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Overijssel (PV);2013;;;;;;;;;;;;;
2479;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Overijssel (PV);2014;;;;;;;;;;;;;
2480;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Overijssel (PV);2015;;;;;;;;;;;;;
2481;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Overijssel (PV);2016;25.0;75.0;24.0;76.0;1.0;4.0;6.0;7.0;57.0;24.0;;100.0;0.0
2482;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Overijssel (PV);2017;27.0;73.0;25.0;75.0;2.0;3.0;9.0;8.0;52.0;24.0;;100.0;0.0
2483;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Overijssel (PV);2018;32.0;68.0;30.0;70.0;3.0;5.0;9.0;8.0;45.0;24.0;;100.0;0.0
2484;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Overijssel (PV);2019;34.0;66.0;29.0;71.0;4.0;6.0;10.0;11.0;41.0;24.0;;100.0;0.0
2485;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Overijssel (PV);2020;35.0;65.0;32.0;68.0;5.0;6.0;8.0;10.0;39.0;24.0;;100.0;0.0
2486;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Flevoland (PV);2010;;;;;;;;;;;;;
2487;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Flevoland (PV);2011;58.0;42.0;59.0;41.0;0.0;4.0;1.0;6.0;30.0;24.0;;100.0;0.0
2488;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Flevoland (PV);2012;63.0;37.0;66.0;34.0;0.0;1.0;2.0;3.0;27.0;24.0;;100.0;0.0
2489;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Flevoland (PV);2013;;;;;;;;;;;;;
2490;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Flevoland (PV);2014;;;;;;;;;;;;;
2491;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Flevoland (PV);2015;;;;;;;;;;;;;
2492;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Flevoland (PV);2016;56.0;44.0;52.0;48.0;0.0;2.0;5.0;2.0;38.0;24.0;;100.0;0.0
2493;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Flevoland (PV);2017;45.0;55.0;49.0;51.0;0.0;4.0;3.0;4.0;39.0;24.0;;100.0;0.0
2494;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Flevoland (PV);2018;58.0;42.0;63.0;37.0;0.0;2.0;3.0;3.0;28.0;24.0;;100.0;0.0
2495;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Flevoland (PV);2019;62.0;38.0;68.0;32.0;0.0;2.0;3.0;2.0;25.0;24.0;;100.0;0.0
2496;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Flevoland (PV);2020;64.0;36.0;68.0;32.0;0.0;2.0;4.0;0.0;26.0;24.0;;100.0;0.0
2497;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Gelderland (PV);2010;;;;;;;;;;;;;
2498;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Gelderland (PV);2011;22.0;78.0;21.0;79.0;1.0;1.0;4.0;6.0;66.0;24.0;;100.0;0.0
2499;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Gelderland (PV);2012;22.0;78.0;21.0;79.0;0.0;1.0;5.0;6.0;67.0;24.0;;100.0;0.0
2500;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Gelderland (PV);2013;;;;;;;;;;;;;
2501;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Gelderland (PV);2014;;;;;;;;;;;;;
2502;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Gelderland (PV);2015;;;;;;;;;;;;;
2503;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Gelderland (PV);2016;29.0;71.0;29.0;71.0;0.0;3.0;5.0;8.0;55.0;24.0;;100.0;0.0
2504;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Gelderland (PV);2017;31.0;69.0;28.0;72.0;2.0;3.0;7.0;7.0;53.0;24.0;;100.0;0.0
2505;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Gelderland (PV);2018;36.0;64.0;33.0;67.0;2.0;6.0;7.0;8.0;43.0;24.0;;100.0;0.0
2506;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Gelderland (PV);2019;37.0;63.0;33.0;67.0;3.0;4.0;8.0;8.0;44.0;24.0;;100.0;0.0
2507;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Gelderland (PV);2020;39.0;61.0;34.0;66.0;2.0;4.0;6.0;8.0;46.0;24.0;;100.0;0.0
2508;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Utrecht (PV);2010;;;;;;;;;;;;;
2509;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Utrecht (PV);2011;17.0;83.0;16.0;84.0;1.0;3.0;6.0;7.0;67.0;24.0;;100.0;0.0
2510;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Utrecht (PV);2012;17.0;83.0;16.0;84.0;0.0;2.0;6.0;8.0;68.0;24.0;;100.0;0.0
2511;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Utrecht (PV);2013;;;;;;;;;;;;;
2512;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Utrecht (PV);2014;;;;;;;;;;;;;
2513;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Utrecht (PV);2015;;;;;;;;;;;;;
2514;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Utrecht (PV);2016;19.0;81.0;18.0;82.0;1.0;1.0;9.0;9.0;61.0;24.0;;100.0;0.0
2515;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Utrecht (PV);2017;20.0;80.0;19.0;81.0;1.0;5.0;6.0;11.0;58.0;24.0;;100.0;0.0
2516;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Utrecht (PV);2018;25.0;75.0;23.0;77.0;3.0;2.0;7.0;12.0;52.0;24.0;;100.0;0.0
2517;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Utrecht (PV);2019;24.0;76.0;21.0;79.0;3.0;3.0;7.0;14.0;53.0;24.0;;100.0;0.0
2518;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Utrecht (PV);2020;25.0;75.0;21.0;79.0;2.0;2.0;5.0;13.0;56.0;24.0;;100.0;0.0
2519;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Noord-Holland (PV);2010;;;;;;;;;;;;;
2520;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Noord-Holland (PV);2011;11.0;89.0;12.0;88.0;0.0;1.0;6.0;7.0;73.0;24.0;;100.0;0.0
2521;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Noord-Holland (PV);2012;11.0;89.0;12.0;88.0;0.0;1.0;4.0;10.0;73.0;24.0;;100.0;0.0
2522;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Noord-Holland (PV);2013;;;;;;;;;;;;;
2523;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Noord-Holland (PV);2014;;;;;;;;;;;;;
2524;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Noord-Holland (PV);2015;;;;;;;;;;;;;
2525;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Noord-Holland (PV);2016;11.0;89.0;9.0;91.0;0.0;1.0;5.0;12.0;73.0;24.0;;100.0;0.0
2526;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Noord-Holland (PV);2017;12.0;88.0;11.0;89.0;0.0;2.0;6.0;10.0;70.0;24.0;;100.0;0.0
2527;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Noord-Holland (PV);2018;15.0;85.0;13.0;87.0;1.0;2.0;6.0;9.0;69.0;24.0;;100.0;0.0
2528;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Noord-Holland (PV);2019;17.0;83.0;14.0;86.0;1.0;2.0;5.0;11.0;67.0;24.0;;100.0;0.0
2529;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Noord-Holland (PV);2020;14.0;86.0;11.0;89.0;0.0;3.0;7.0;8.0;71.0;24.0;;100.0;0.0
2530;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Zuid-Holland (PV);2010;;;;;;;;;;;;;
2531;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Zuid-Holland (PV);2011;8.0;92.0;8.0;92.0;0.0;1.0;4.0;8.0;79.0;24.0;;100.0;0.0
2532;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Zuid-Holland (PV);2012;8.0;92.0;7.0;93.0;1.0;2.0;5.0;8.0;78.0;24.0;;100.0;0.0
2533;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Zuid-Holland (PV);2013;;;;;;;;;;;;;
2534;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Zuid-Holland (PV);2014;;;;;;;;;;;;;
2535;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Zuid-Holland (PV);2015;;;;;;;;;;;;;
2536;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Zuid-Holland (PV);2016;10.0;90.0;9.0;91.0;1.0;2.0;5.0;10.0;73.0;24.0;;100.0;0.0
2537;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Zuid-Holland (PV);2017;10.0;90.0;10.0;90.0;1.0;1.0;5.0;14.0;69.0;24.0;;100.0;0.0
2538;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Zuid-Holland (PV);2018;17.0;83.0;14.0;86.0;0.0;2.0;7.0;13.0;63.0;24.0;;100.0;0.0
2539;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Zuid-Holland (PV);2019;14.0;86.0;12.0;88.0;1.0;3.0;5.0;10.0;68.0;24.0;;100.0;0.0
2540;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Zuid-Holland (PV);2020;15.0;85.0;13.0;87.0;3.0;1.0;3.0;8.0;71.0;24.0;;100.0;0.0
2541;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Zeeland (PV);2010;;;;;;;;;;;;;
2542;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Zeeland (PV);2011;14.0;86.0;19.0;81.0;0.0;0.0;4.0;9.0;67.0;24.0;;100.0;0.0
2543;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Zeeland (PV);2012;11.0;89.0;14.0;86.0;0.0;3.0;10.0;5.0;68.0;24.0;;100.0;0.0
2544;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Zeeland (PV);2013;;;;;;;;;;;;;
2545;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Zeeland (PV);2014;;;;;;;;;;;;;
2546;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Zeeland (PV);2015;;;;;;;;;;;;;
2547;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Zeeland (PV);2016;13.0;87.0;10.0;90.0;2.0;0.0;5.0;4.0;79.0;24.0;;100.0;0.0
2548;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Zeeland (PV);2017;28.0;72.0;30.0;70.0;1.0;1.0;3.0;6.0;59.0;24.0;;100.0;0.0
2549;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Zeeland (PV);2018;26.0;74.0;29.0;71.0;0.0;2.0;2.0;9.0;58.0;24.0;;100.0;0.0
2550;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Zeeland (PV);2019;28.0;72.0;33.0;67.0;0.0;5.0;4.0;6.0;52.0;24.0;;100.0;0.0
2551;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Zeeland (PV);2020;24.0;76.0;25.0;75.0;4.0;4.0;5.0;4.0;58.0;24.0;;100.0;0.0
2552;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Noord-Brabant (PV);2010;;;;;;;;;;;;;
2553;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Noord-Brabant (PV);2011;35.0;65.0;36.0;64.0;1.0;2.0;5.0;4.0;52.0;24.0;;100.0;0.0
2554;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Noord-Brabant (PV);2012;36.0;64.0;36.0;64.0;1.0;2.0;5.0;5.0;51.0;24.0;;100.0;0.0
2555;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Noord-Brabant (PV);2013;;;;;;;;;;;;;
2556;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Noord-Brabant (PV);2014;;;;;;;;;;;;;
2557;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Noord-Brabant (PV);2015;;;;;;;;;;;;;
2558;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Noord-Brabant (PV);2016;46.0;54.0;49.0;51.0;1.0;3.0;7.0;6.0;35.0;24.0;;100.0;0.0
2559;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Noord-Brabant (PV);2017;46.0;54.0;49.0;51.0;3.0;5.0;6.0;4.0;34.0;24.0;;100.0;0.0
2560;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Noord-Brabant (PV);2018;47.0;53.0;49.0;51.0;3.0;6.0;6.0;6.0;30.0;24.0;;100.0;0.0
2561;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Noord-Brabant (PV);2019;49.0;51.0;53.0;47.0;3.0;5.0;6.0;7.0;26.0;24.0;;100.0;0.0
2562;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Noord-Brabant (PV);2020;53.0;47.0;53.0;47.0;2.0;5.0;5.0;5.0;31.0;24.0;;100.0;0.0
2563;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Limburg (PV);2010;;;;;;;;;;;;;
2564;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Limburg (PV);2011;16.0;84.0;18.0;82.0;0.0;0.0;7.0;4.0;71.0;24.0;;100.0;0.0
2565;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Limburg (PV);2012;17.0;83.0;15.0;85.0;0.0;2.0;2.0;6.0;75.0;24.0;;100.0;0.0
2566;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Limburg (PV);2013;;;;;;;;;;;;;
2567;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Limburg (PV);2014;;;;;;;;;;;;;
2568;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Limburg (PV);2015;;;;;;;;;;;;;
2569;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Limburg (PV);2016;20.0;80.0;21.0;79.0;2.0;2.0;0.0;4.0;71.0;24.0;;100.0;0.0
2570;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Limburg (PV);2017;29.0;71.0;29.0;71.0;0.0;2.0;2.0;4.0;62.0;24.0;;100.0;0.0
2571;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Limburg (PV);2018;27.0;73.0;22.0;78.0;0.0;3.0;5.0;7.0;63.0;24.0;;100.0;0.0
2572;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Limburg (PV);2019;36.0;64.0;32.0;68.0;0.0;1.0;2.0;5.0;59.0;24.0;;100.0;0.0
2573;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Limburg (PV);2020;38.0;62.0;33.0;67.0;3.0;2.0;2.0;8.0;53.0;24.0;;100.0;0.0
2574;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Nederland;2010;;;;;;;;;;;;;
2575;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Nederland;2011;35.0;65.0;35.0;65.0;1.0;2.0;5.0;7.0;51.0;24.0;;100.0;0.0
2576;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Nederland;2012;35.0;65.0;35.0;65.0;1.0;3.0;5.0;7.0;50.0;24.0;;100.0;0.0
2577;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Nederland;2013;;;;;;;;;;;;;
2578;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Nederland;2014;;;;;;;;;;;;;
2579;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Nederland;2015;;;;;;;;;;;;;
2580;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Nederland;2016;37.0;63.0;37.0;63.0;1.0;3.0;7.0;9.0;44.0;24.0;;100.0;0.0
2581;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Nederland;2017;39.0;61.0;39.0;61.0;2.0;4.0;7.0;9.0;40.0;24.0;;100.0;0.0
2582;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Nederland;2018;41.0;59.0;40.0;60.0;2.0;4.0;7.0;9.0;38.0;24.0;;100.0;0.0
2583;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Nederland;2019;42.0;58.0;40.0;60.0;2.0;5.0;7.0;10.0;36.0;24.0;;100.0;0.0
2584;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Nederland;2020;42.0;58.0;40.0;60.0;2.0;5.0;6.0;9.0;37.0;24.0;;100.0;0.0
2585;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Groningen (PV);2010;;;;;;;;;;;;;
2586;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Groningen (PV);2011;41.0;59.0;44.0;56.0;1.0;2.0;4.0;8.0;41.0;24.0;;100.0;0.0
2587;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Groningen (PV);2012;39.0;61.0;40.0;60.0;0.0;3.0;6.0;9.0;41.0;24.0;;100.0;0.0
2588;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Groningen (PV);2013;;;;;;;;;;;;;
2589;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Groningen (PV);2014;;;;;;;;;;;;;
2590;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Groningen (PV);2015;;;;;;;;;;;;;
2591;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Groningen (PV);2016;38.0;62.0;40.0;60.0;0.0;3.0;6.0;8.0;42.0;24.0;;100.0;0.0
2592;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Groningen (PV);2017;39.0;61.0;40.0;60.0;1.0;1.0;8.0;12.0;38.0;24.0;;100.0;0.0
2593;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Groningen (PV);2018;38.0;62.0;40.0;60.0;1.0;1.0;8.0;10.0;40.0;24.0;;100.0;0.0
2594;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Groningen (PV);2019;37.0;63.0;39.0;61.0;1.0;2.0;7.0;10.0;41.0;24.0;;100.0;0.0
2595;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Groningen (PV);2020;36.0;64.0;37.0;63.0;1.0;2.0;8.0;8.0;45.0;24.0;;100.0;0.0
2596;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Fryslân (PV);2010;;;;;;;;;;;;;
2597;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Fryslân (PV);2011;43.0;57.0;43.0;57.0;1.0;3.0;6.0;8.0;38.0;24.0;;100.0;0.0
2598;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Fryslân (PV);2012;43.0;57.0;43.0;57.0;1.0;3.0;8.0;7.0;39.0;24.0;;100.0;0.0
2599;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Fryslân (PV);2013;;;;;;;;;;;;;
2600;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Fryslân (PV);2014;;;;;;;;;;;;;
2601;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Fryslân (PV);2015;;;;;;;;;;;;;
2602;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Fryslân (PV);2016;44.0;56.0;44.0;56.0;1.0;3.0;8.0;9.0;35.0;24.0;;100.0;0.0
2603;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Fryslân (PV);2017;45.0;55.0;46.0;54.0;1.0;5.0;6.0;10.0;33.0;24.0;;100.0;0.0
2604;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Fryslân (PV);2018;46.0;54.0;45.0;55.0;1.0;3.0;7.0;10.0;34.0;24.0;;100.0;0.0
2605;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Fryslân (PV);2019;46.0;54.0;44.0;56.0;1.0;4.0;8.0;11.0;32.0;24.0;;100.0;0.0
2606;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Fryslân (PV);2020;44.0;56.0;42.0;58.0;2.0;3.0;7.0;11.0;35.0;24.0;;100.0;0.0
2607;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Drenthe (PV);2010;;;;;;;;;;;;;
2608;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Drenthe (PV);2011;34.0;66.0;33.0;67.0;1.0;2.0;3.0;8.0;53.0;24.0;;100.0;0.0
2609;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Drenthe (PV);2012;33.0;67.0;33.0;67.0;1.0;2.0;3.0;12.0;49.0;24.0;;100.0;0.0
2610;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 200 GVE;Drenthe (PV);2013;;;;;;;;;;;;;
