ID;KenmerkenVanHuishoudens;Perioden;Koopkrachtverandering_1;k_10ePercentiel_2;k_25ePercentiel_3;k_50ePercentiel_4;k_75ePercentiel_5;k_90ePercentiel_6;PercentageVanDeBevolking_7;PercentageAchteruit_8
51;10109;1997-1999;2.3;-13.0;-3.6;2.3;8.7;18.0;70.0;38.0
52;10109;1998-1999;2.3;-19.0;-5.9;2.3;11.5;27.0;71.0;41.0
53;10109;1999-2000;3.3;-19.0;-4.9;3.3;12.8;28.0;71.0;39.0
54;10209;1977-1979;3.2;-21.0;-7.0;3.2;15.0;29.0;11.0;43.0
55;10209;1979-1981;-4.7;-30.0;-15.5;-4.7;7.5;21.0;10.0;62.0
56;10209;1981-1983;-0.1;-19.0;-11.9;-0.1;13.1;30.0;11.0;51.0
57;10209;1983-1985;0.3;-22.0;-9.5;0.3;15.0;30.0;9.0;48.0
58;10209;1984-1985;0.1;-39.0;-18.7;0.1;22.0;55.0;9.0;50.0
59;10209;1985-1986;5.7;-34.0;-10.9;5.7;25.5;66.0;9.0;43.0
60;10209;1985-1987;4.3;-23.0;-7.6;4.3;14.0;34.0;9.0;39.0
61;10209;1986-1987;2.6;-44.0;-18.9;2.6;24.6;79.0;9.0;46.0
62;10209;1987-1988;-0.1;-40.0;-20.3;-0.1;21.6;52.0;9.0;50.0
63;10209;1987-1989;2.7;-24.0;-8.7;2.7;15.3;33.0;9.0;43.0
64;10209;1988-1989;5.0;-35.0;-12.8;5.0;26.3;61.0;9.0;42.0
65;10209;1989-1990;4.3;-36.0;-14.3;4.3;22.8;53.0;9.0;43.0
66;10209;1989-1991;2.5;-23.0;-9.5;2.5;14.1;28.0;9.0;44.0
67;10209;1990-1991;-2.1;-41.0;-20.4;-2.1;15.6;42.0;8.0;53.0
68;10209;1991-1992;-1.8;-40.0;-19.3;-1.8;14.8;40.0;8.0;53.0
69;10209;1991-1993;-2.3;-27.0;-13.4;-2.3;8.0;21.0;8.0;57.0
70;10209;1992-1993;-2.3;-39.0;-19.2;-2.3;14.0;39.0;8.0;54.0
71;10209;1993-1994;-0.3;-37.0;-17.3;-0.3;17.3;45.0;8.0;50.0
72;10209;1993-1995;-0.1;-23.0;-10.1;-0.1;10.6;26.0;8.0;50.0
73;10209;1994-1995;1.3;-36.0;-15.1;1.3;19.2;51.0;8.0;48.0
74;10209;1995-1996;0.6;-41.0;-17.7;0.6;18.0;49.0;8.0;49.0
75;10209;1995-1997;1.3;-24.0;-10.0;1.3;12.0;26.0;8.0;47.0
76;10209;1996-1997;2.2;-36.0;-15.4;2.2;21.0;51.0;8.0;46.0
77;10209;1997-1998;1.6;-35.0;-14.2;1.6;19.4;47.0;8.0;47.0
78;10209;1997-1999;1.0;-24.0;-10.2;1.0;11.8;27.0;8.0;47.0
79;10209;1998-1999;0.8;-35.0;-14.7;0.8;18.7;47.0;8.0;48.0
80;10209;1999-2000;1.0;-43.0;-17.9;1.0;19.1;48.0;8.0;48.0
81;10309;1977-1979;1.6;-11.0;-2.5;1.6;5.9;15.0;17.0;36.0
82;10309;1979-1981;-2.8;-15.0;-7.3;-2.8;1.4;8.0;17.0;69.0
83;10309;1981-1983;-2.7;-15.0;-6.4;-2.7;1.7;8.0;15.0;67.0
84;10309;1983-1985;-0.4;-13.0;-4.6;-0.4;4.1;11.0;16.0;54.0
85;10309;1984-1985;2.1;-15.0;-3.1;2.1;8.7;20.0;15.0;37.0
86;10309;1985-1986;5.1;-11.0;-0.4;5.1;11.9;24.0;15.0;26.0
87;10309;1985-1987;4.9;-6.0;0.8;4.9;10.3;17.0;15.0;22.0
88;10309;1986-1987;5.3;-10.0;-1.2;5.3;13.7;26.0;15.0;28.0
89;10309;1987-1988;3.2;-13.0;-2.5;3.2;9.7;20.0;16.0;34.0
90;10309;1987-1989;3.0;-9.0;-1.4;3.0;8.0;14.0;16.0;31.0
91;10309;1988-1989;3.3;-12.0;-2.6;3.3;9.5;20.0;14.0;34.0
92;10309;1989-1990;4.1;-12.0;-2.3;4.1;10.8;21.0;12.0;32.0
93;10309;1989-1991;2.6;-9.0;-1.9;2.6;7.4;14.0;12.0;33.0
94;10309;1990-1991;2.3;-13.0;-3.3;2.3;8.7;18.0;9.0;38.0
95;10309;1991-1992;0.6;-12.0;-4.3;0.6;7.2;17.0;9.0;46.0
96;10309;1991-1993;1.7;-9.0;-2.4;1.7;6.3;12.0;9.0;38.0
97;10309;1992-1993;2.8;-13.0;-3.0;2.8;8.9;17.0;9.0;35.0
98;10309;1993-1994;1.5;-15.0;-4.5;1.5;7.5;17.0;9.0;43.0
99;10309;1993-1995;1.5;-11.0;-3.0;1.5;5.9;13.0;9.0;40.0
100;10309;1994-1995;1.8;-13.0;-4.0;1.8;8.4;18.0;8.0;41.0
101;10309;1995-1996;2.1;-13.0;-4.1;2.1;8.1;18.0;8.0;40.0
102;10309;1995-1997;1.8;-10.0;-2.9;1.8;6.4;13.0;8.0;38.0
103;10309;1996-1997;2.1;-14.0;-4.5;2.1;9.1;19.0;8.0;40.0
104;10309;1997-1998;2.7;-13.0;-3.5;2.7;9.4;20.0;8.0;38.0
105;10309;1997-1999;2.3;-9.0;-2.1;2.3;7.5;14.0;8.0;35.0
106;10309;1998-1999;2.8;-14.0;-3.8;2.8;10.2;21.0;8.0;38.0
107;10309;1999-2000;2.8;-14.0;-3.5;2.8;10.0;21.0;8.0;37.0
108;10409;1977-1979;3.0;-11.0;-1.6;3.0;9.4;19.0;48.0;33.0
109;10409;1979-1981;-1.8;-17.0;-7.1;-1.8;3.2;11.0;46.0;60.0
110;10409;1981-1983;-2.4;-18.0;-7.7;-2.4;2.6;10.0;44.0;63.0
111;10409;1983-1985;0.2;-12.0;-4.3;0.2;5.3;14.0;44.0;49.0
112;10409;1984-1985;2.7;-17.0;-4.2;2.7;10.4;24.0;43.0;38.0
113;10409;1985-1986;5.0;-17.0;-2.4;5.0;12.6;26.0;43.0;31.0
114;10409;1985-1987;5.0;-9.0;-0.4;5.0;10.7;18.0;43.0;27.0
115;10409;1986-1987;4.8;-14.0;-1.9;4.8;13.4;26.0;43.0;31.0
116;10409;1987-1988;2.5;-17.0;-4.4;2.5;10.3;23.0;45.0;39.0
117;10409;1987-1989;3.2;-10.0;-2.0;3.2;8.7;16.0;45.0;32.0
118;10409;1988-1989;3.8;-14.0;-2.7;3.8;11.5;24.0;46.0;32.0
119;10409;1989-1990;5.2;-14.0;-2.2;5.2;13.1;25.0;47.0;31.0
120;10409;1989-1991;3.3;-11.0;-2.1;3.3;9.1;17.0;47.0;33.0
121;10409;1990-1991;1.7;-17.0;-4.7;1.7;9.2;22.0;51.0;42.0
122;10409;1991-1992;1.5;-16.0;-4.7;1.5;8.6;20.0;51.0;43.0
123;10409;1991-1993;1.6;-12.0;-3.6;1.6;6.8;14.0;52.0;40.0
124;10409;1992-1993;2.0;-17.0;-4.6;2.0;8.4;20.0;51.0;40.0
125;10409;1993-1994;1.4;-18.0;-5.4;1.4;8.4;20.0;51.0;44.0
126;10409;1993-1995;1.4;-12.0;-3.8;1.4;6.7;15.0;51.0;41.0
127;10409;1994-1995;2.1;-16.0;-4.8;2.1;9.7;23.0;50.0;41.0
128;10409;1995-1996;1.9;-16.0;-4.9;1.9;9.3;21.0;50.0;41.0
129;10409;1995-1997;1.9;-12.0;-3.4;1.9;7.4;15.0;50.0;40.0
130;10409;1996-1997;2.2;-16.0;-4.7;2.2;10.3;23.0;51.0;41.0
131;10409;1997-1998;3.2;-16.0;-4.0;3.2;11.6;25.0;52.0;37.0
132;10409;1997-1999;2.4;-11.0;-3.0;2.4;8.6;17.0;52.0;37.0
133;10409;1998-1999;2.4;-17.0;-5.3;2.4;11.1;25.0;53.0;41.0
134;10409;1999-2000;3.5;-16.0;-4.1;3.5;12.5;27.0;53.0;37.0
135;10509;1977-1979;1.9;-8.0;-0.8;1.9;5.9;18.0;21.0;29.0
136;10509;1979-1981;-1.7;-13.0;-4.7;-1.7;2.8;14.0;24.0;65.0
137;10509;1981-1983;-2.2;-12.0;-5.3;-2.2;2.0;14.0;25.0;66.0
138;10509;1983-1985;-1.6;-14.0;-5.8;-1.6;3.4;15.0;29.0;62.0
139;10509;1984-1985;-0.2;-15.0;-4.8;-0.2;7.1;21.0;30.0;51.0
140;10509;1985-1986;2.6;-12.0;-1.7;2.6;9.6;26.0;30.0;33.0
141;10509;1985-1987;2.8;-8.0;-0.8;2.8;8.1;19.0;29.0;29.0
142;10509;1986-1987;2.1;-13.0;-2.8;2.1;9.9;28.0;30.0;34.0
143;10509;1987-1988;0.2;-14.0;-3.2;0.2;6.1;20.0;29.0;48.0
144;10509;1987-1989;0.8;-8.0;-1.4;0.8;5.3;16.0;28.0;37.0
145;10509;1988-1989;1.0;-12.0;-1.6;1.0;6.9;23.0;29.0;33.0
146;10509;1989-1990;1.5;-13.0;-2.9;1.5;7.9;23.0;29.0;35.0
147;10509;1989-1991;1.0;-8.0;-1.5;1.0;6.0;17.0;30.0;37.0
148;10509;1990-1991;-0.3;-12.0;-2.8;-0.3;5.5;21.0;30.0;54.0
149;10509;1991-1992;0.2;-12.0;-2.8;0.2;4.7;18.0;30.0;45.0
150;10509;1991-1993;0.3;-9.0;-2.3;0.3;3.8;13.0;29.0;42.0
151;10509;1992-1993;0.3;-14.0;-3.3;0.3;4.1;17.0;30.0;43.0
152;10509;1993-1994;-1.2;-14.0;-4.6;-1.2;3.4;18.0;31.0;63.0
153;10509;1993-1995;-0.3;-9.0;-3.0;-0.3;3.0;13.0;30.0;56.0
154;10509;1994-1995;0.5;-12.0;-3.0;0.5;4.5;19.0;31.0;44.0
155;10509;1995-1996;0.8;-11.0;-1.8;0.8;5.1;19.0;31.0;37.0
156;10509;1995-1997;1.0;-8.0;-1.5;1.0;4.9;13.0;30.0;35.0
157;10509;1996-1997;1.0;-11.0;-2.4;1.0;6.5;20.0;30.0;38.0
158;10509;1997-1998;2.7;-9.0;-0.3;2.7;6.3;19.0;30.0;26.0
159;10509;1997-1999;1.7;-7.0;-0.8;1.7;4.7;14.0;29.0;30.0
160;10509;1998-1999;0.6;-11.0;-2.0;0.6;4.6;18.0;29.0;37.0
161;10509;1999-2000;0.8;-9.0;-1.4;0.8;6.5;22.0;28.0;35.0
162;10609;1977-1979;2.1;-11.0;-2.9;2.1;6.7;19.0;5.0;37.0
163;10609;1979-1981;-2.5;-17.0;-7.4;-2.5;3.5;11.0;6.0;67.0
164;10609;1981-1983;-2.9;-17.0;-7.4;-2.9;3.6;15.0;6.0;62.0
165;10609;1983-1985;-2.7;-16.0;-7.4;-2.7;4.0;13.0;6.0;66.0
166;10609;1984-1985;-1.8;-22.0;-8.1;-1.8;6.8;18.0;6.0;61.0
167;10609;1985-1986;2.3;-20.0;-3.5;2.3;11.8;33.0;5.0;35.0
168;10609;1985-1987;3.1;-8.0;-0.3;3.1;12.2;25.0;5.0;27.0
169;10609;1986-1987;4.0;-10.0;-1.7;4.0;15.1;36.0;5.0;31.0
170;10609;1987-1988;0.9;-16.0;-4.7;0.9;8.3;21.0;6.0;43.0
171;10609;1987-1989;1.7;-9.0;-2.5;1.7;7.3;18.0;6.0;36.0
172;10609;1988-1989;1.8;-14.0;-2.6;1.8;10.4;24.0;5.0;34.0
173;10609;1989-1990;2.0;-17.0;-4.3;2.0;11.4;27.0;6.0;38.0
174;10609;1989-1991;1.7;-11.0;-2.3;1.7;8.2;19.0;6.0;37.0
175;10609;1990-1991;0.3;-17.0;-3.9;0.3;8.0;24.0;5.0;49.0
176;10609;1991-1992;0.4;-14.0;-3.5;0.4;7.7;22.0;5.0;46.0
177;10609;1991-1993;0.5;-11.0;-3.2;0.5;6.6;15.0;5.0;44.0
178;10609;1992-1993;0.3;-18.0;-4.4;0.3;6.5;20.0;5.0;46.0
179;10609;1993-1994;-1.4;-17.0;-5.7;-1.4;6.0;20.0;5.0;59.0
180;10609;1993-1995;-0.4;-12.0;-4.1;-0.4;5.7;15.0;5.0;53.0
181;10609;1994-1995;0.5;-15.0;-3.7;0.5;8.0;25.0;5.0;44.0
182;10609;1995-1996;0.7;-17.0;-3.6;0.7;7.8;23.0;5.0;42.0
183;10609;1995-1997;1.0;-11.0;-2.4;1.0;6.8;17.0;5.0;39.0
184;10609;1996-1997;1.3;-16.0;-2.6;1.3;9.5;24.0;4.0;37.0
185;10609;1997-1998;1.6;-14.0;-2.5;1.6;9.1;24.0;4.0;34.0
186;10609;1997-1999;1.4;-11.0;-2.5;1.4;7.2;17.0;4.0;35.0
187;10609;1998-1999;1.4;-16.0;-3.1;1.4;9.9;25.0;4.0;36.0
188;10609;1999-2000;1.7;-15.0;-2.0;1.7;11.1;29.0;4.0;35.0
189;10709;1977-1979;1.6;-6.0;-0.2;1.6;3.3;12.0;13.0;26.0
190;10709;1979-1981;-1.7;-9.0;-3.9;-1.7;1.3;11.0;15.0;68.0
191;10709;1981-1983;-2.2;-9.0;-3.8;-2.2;0.4;5.0;14.0;71.0
192;10709;1983-1985;-1.6;-12.0;-4.3;-1.6;1.5;8.0;15.0;66.0
193;10709;1984-1985;0.2;-10.0;-3.5;0.2;5.4;14.0;17.0;49.0
194;10709;1985-1986;2.7;-7.0;-0.9;2.7;7.9;18.0;17.0;31.0
195;10709;1985-1987;2.9;-5.0;0.0;2.9;6.9;14.0;16.0;25.0
196;10709;1986-1987;2.1;-10.0;-0.9;2.1;7.8;20.0;17.0;30.0
197;10709;1987-1988;0.0;-11.0;-2.3;0.0;3.2;12.0;16.0;50.0
198;10709;1987-1989;0.4;-6.0;-1.1;0.4;3.0;8.0;16.0;38.0
199;10709;1988-1989;0.8;-10.0;-1.2;0.8;4.1;14.0;17.0;33.0
200;10709;1989-1990;1.4;-10.0;-1.8;1.4;5.6;15.0;17.0;33.0
201;10709;1989-1991;0.5;-6.0;-1.4;0.5;3.8;10.0;17.0;41.0
202;10709;1990-1991;-0.6;-9.0;-2.4;-0.6;2.8;13.0;18.0;58.0
203;10709;1991-1992;0.1;-9.0;-2.5;0.1;2.2;11.0;18.0;47.0
204;10709;1991-1993;0.2;-7.0;-2.0;0.2;2.1;7.0;17.0;43.0
205;10709;1992-1993;0.2;-10.0;-2.5;0.2;2.3;10.0;18.0;43.0
206;10709;1993-1994;-1.2;-11.0;-3.9;-1.2;1.4;10.0;18.0;67.0
207;10709;1993-1995;-0.5;-8.0;-2.8;-0.5;1.3;6.0;18.0;61.0
208;10709;1994-1995;0.3;-10.0;-2.6;0.3;2.2;10.0;18.0;45.0
209;10709;1995-1996;0.7;-8.0;-1.2;0.7;2.9;10.0;18.0;36.0
210;10709;1995-1997;0.8;-6.0;-1.3;0.8;3.0;8.0;18.0;35.0
211;10709;1996-1997;0.8;-10.0;-2.2;0.8;3.9;12.0;19.0;39.0
212;10709;1997-1998;2.6;-7.0;0.1;2.6;4.6;11.0;19.0;24.0
213;10709;1997-1999;1.5;-6.0;-0.7;1.5;3.0;7.0;18.0;29.0
214;10709;1998-1999;0.4;-9.0;-1.8;0.4;2.2;9.0;19.0;38.0
215;10709;1999-2000;0.6;-7.0;-1.3;0.6;4.1;15.0;19.0;36.0
216;10809;1977-1979;8.5;-10.0;0.3;8.5;20.5;42.0;3.0;24.0
217;10809;1979-1981;2.0;-18.0;-5.1;2.0;11.7;34.0;2.0;41.0
218;10809;1981-1983;-1.3;-17.0;-7.5;-1.3;11.4;34.0;4.0;53.0
219;10809;1983-1985;0.3;-17.0;-7.2;0.3;9.3;27.0;6.0;47.0
220;10809;1984-1985;0.4;-19.0;-6.5;0.4;15.9;45.0;7.0;48.0
221;10809;1985-1986;2.5;-17.0;-2.9;2.5;17.7;39.0;6.0;39.0
222;10809;1985-1987;2.5;-13.0;-4.6;2.5;10.6;24.0;6.0;42.0
223;10809;1986-1987;1.2;-21.0;-7.5;1.2;13.6;42.0;6.0;45.0
224;10809;1987-1988;2.4;-21.0;-5.5;2.4;15.4;40.0;6.0;44.0
225;10809;1987-1989;3.2;-10.0;-1.8;3.2;13.8;30.0;6.0;34.0
226;10809;1988-1989;3.1;-15.0;-2.4;3.1;18.1;50.0;6.0;32.0
227;10809;1989-1990;2.3;-18.0;-5.7;2.3;15.7;44.0;5.0;40.0
228;10809;1989-1991;3.7;-9.0;-0.6;3.7;14.5;32.0;6.0;27.0
229;10809;1990-1991;1.4;-17.0;-3.7;1.4;15.4;47.0;6.0;44.0
230;10809;1991-1992;1.6;-16.0;-2.9;1.6;12.8;42.0;6.0;35.0
231;10809;1991-1993;1.6;-11.0;-2.5;1.6;10.2;26.0;6.0;35.0
232;10809;1992-1993;0.8;-18.0;-5.0;0.8;10.9;36.0;6.0;41.0
233;10809;1993-1994;-1.0;-19.0;-6.3;-1.0;11.4;39.0;6.0;54.0
234;10809;1993-1995;0.9;-11.0;-2.8;0.9;9.7;26.0;6.0;44.0
235;10809;1994-1995;1.7;-16.0;-4.1;1.7;12.8;37.0;7.0;38.0
236;10809;1995-1996;2.2;-15.0;-3.1;2.2;14.3;40.0;7.0;36.0
237;10809;1995-1997;2.9;-9.0;-1.4;2.9;11.1;26.0;7.0;31.0
238;10809;1996-1997;2.9;-15.0;-3.0;2.9;15.6;39.0;7.0;34.0
239;10809;1997-1998;4.1;-13.0;-0.9;4.1;16.2;39.0;6.0;28.0
240;10809;1997-1999;3.6;-9.0;-0.4;3.6;12.2;26.0;6.0;27.0
241;10809;1998-1999;2.4;-15.0;-2.4;2.4;13.6;36.0;5.0;33.0
242;10809;1999-2000;2.6;-11.0;-1.9;2.6;15.7;40.0;5.0;31.0
243;20109;1977-1979;3.9;-17.0;-7.3;3.9;15.6;39.0;7.0;39.0
244;20109;1979-1981;-0.1;-23.0;-9.7;-0.1;8.4;29.0;7.0;51.0
245;20109;1981-1983;-2.2;-21.0;-12.9;-2.2;11.1;30.0;8.0;57.0
246;20109;1983-1985;0.2;-21.0;-9.2;0.2;12.5;34.0;6.0;48.0
247;20109;1984-1985;4.4;-28.0;-10.0;4.4;21.2;64.0;6.0;36.0
248;20109;1985-1986;5.2;-26.0;-3.9;5.2;24.2;79.0;6.0;36.0
249;20109;1985-1987;5.1;-17.0;-4.6;5.1;17.0;39.0;7.0;34.0
250;20109;1986-1987;8.7;-20.0;-4.8;8.7;32.0;99.0;7.0;34.0
251;20109;1987-1988;4.1;-27.0;-9.5;4.1;21.4;55.0;7.0;40.0
252;20109;1987-1989;5.0;-15.0;-4.6;5.0;17.3;36.0;7.0;34.0
253;20109;1988-1989;6.6;-24.0;-4.4;6.6;23.3;65.0;6.0;32.0
254;20109;1989-1990;8.4;-24.0;-3.9;8.4;25.5;65.0;6.0;31.0
255;20109;1989-1991;6.5;-16.0;-3.2;6.5;19.8;41.0;6.0;31.0
256;20109;1990-1991;6.1;-24.0;-6.6;6.1;24.8;71.0;7.0;36.0
257;20109;1991-1992;5.9;-22.0;-4.9;5.9;21.4;60.0;7.0;34.0
258;20109;1991-1993;4.8;-16.0;-4.0;4.8;16.2;37.0;7.0;35.0
259;20109;1992-1993;4.9;-25.0;-7.3;4.9;19.9;56.0;6.0;37.0
260;20109;1993-1994;4.8;-25.0;-7.2;4.8;23.7;70.0;6.0;38.0
261;20109;1993-1995;4.7;-15.0;-4.3;4.7;19.4;43.0;6.0;35.0
262;20109;1994-1995;7.0;-22.0;-4.2;7.0;28.1;74.0;5.0;33.0
263;20109;1995-1996;6.7;-23.0;-5.7;6.7;26.7;73.0;5.0;35.0
264;20109;1995-1997;6.5;-14.0;-3.1;6.5;21.3;43.0;5.0;33.0
265;20109;1996-1997;9.1;-19.0;-2.6;9.1;30.4;85.0;5.0;30.0
266;20109;1997-1998;10.7;-20.0;-1.5;10.7;35.8;86.0;4.0;27.0
267;20109;1997-1999;8.7;-12.0;0.1;8.7;24.7;49.0;5.0;25.0
268;20109;1998-1999;9.5;-21.0;-3.5;9.5;33.8;85.0;5.0;31.0
269;20109;1999-2000;9.8;-21.0;-3.1;9.8;32.2;80.0;5.0;30.0
270;20209;1977-1979;2.6;-12.0;-1.9;2.6;8.2;18.0;42.0;34.0
271;20209;1979-1981;-1.9;-17.0;-6.7;-1.9;3.0;12.0;42.0;61.0
272;20209;1981-1983;-1.9;-18.0;-7.5;-1.9;3.1;12.0;43.0;61.0
273;20209;1983-1985;0.1;-14.0;-4.5;0.1;5.2;14.0;44.0;50.0
274;20209;1984-1985;2.5;-17.0;-4.3;2.5;10.7;26.0;44.0;39.0
275;20209;1985-1986;5.1;-15.0;-1.9;5.1;13.3;29.0;44.0;30.0
276;20209;1985-1987;5.0;-9.0;-0.4;5.0;10.7;20.0;44.0;27.0
277;20209;1986-1987;4.4;-16.0;-3.5;4.4;13.7;28.0;44.0;34.0
278;20209;1987-1988;2.6;-18.0;-4.4;2.6;10.7;25.0;45.0;39.0
279;20209;1987-1989;3.3;-10.0;-1.6;3.3;8.9;18.0;45.0;31.0
280;20209;1988-1989;3.8;-15.0;-2.7;3.8;11.7;27.0;45.0;33.0
281;20209;1989-1990;4.6;-16.0;-2.9;4.6;12.8;26.0;45.0;32.0
282;20209;1989-1991;3.2;-11.0;-2.0;3.2;9.0;18.0;45.0;33.0
283;20209;1990-1991;1.6;-19.0;-5.3;1.6;9.3;24.0;45.0;42.0
284;20209;1991-1992;1.0;-18.0;-5.7;1.0;7.9;21.0;44.0;45.0
285;20209;1991-1993;1.3;-13.0;-4.0;1.3;6.3;15.0;44.0;42.0
286;20209;1992-1993;1.7;-20.0;-5.8;1.7;8.3;21.0;43.0;42.0
287;20209;1993-1994;1.0;-20.0;-6.3;1.0;8.4;23.0;43.0;46.0
288;20209;1993-1995;1.3;-13.0;-4.1;1.3;6.6;16.0;43.0;42.0
289;20209;1994-1995;1.7;-18.0;-5.7;1.7;9.7;25.0;43.0;43.0
290;20209;1995-1996;1.7;-19.0;-5.7;1.7;9.6;25.0;43.0;42.0
291;20209;1995-1997;1.8;-13.0;-3.7;1.8;7.5;17.0;43.0;40.0
292;20209;1996-1997;1.9;-18.0;-5.6;1.9;10.5;26.0;43.0;42.0
293;20209;1997-1998;2.9;-18.0;-4.9;2.9;11.8;28.0;42.0;39.0
294;20209;1997-1999;2.4;-12.0;-3.4;2.4;8.8;19.0;42.0;38.0
295;20209;1998-1999;2.3;-19.0;-6.2;2.3;11.8;29.0;42.0;41.0
296;20209;1999-2000;3.2;-18.0;-5.2;3.2;13.0;29.0;41.0;39.0
297;20309;1977-1979;2.0;-15.0;-3.3;2.0;6.8;16.0;22.0;38.0
298;20309;1979-1981;-2.6;-20.0;-8.1;-2.6;2.1;11.0;22.0;65.0
299;20309;1981-1983;-2.3;-21.0;-9.1;-2.3;2.5;11.0;20.0;64.0
300;20309;1983-1985;-0.4;-17.0;-6.2;-0.4;5.1;18.0;21.0;52.0
301;20309;1984-1985;1.8;-24.0;-6.7;1.8;10.0;26.0;20.0;44.0
302;20309;1985-1986;3.8;-20.0;-4.9;3.8;12.3;32.0;20.0;34.0
