ID;Geslacht;Kenmerken;Perioden;TotaalBaanvinders_1;k_1JaarGeledenGewerkt_2;VoorhScholierStudentSchoolverlater_3;VoorheenWerkzaam_4;VoorheenArbeidsongeschikt_5;Herintreder_6;OverigeBaanvinders_7;Baanwisselaars_8;TotaalOnbenutArbeidsaanbod_9;k_1JaarGeledenGewerkt_10;VoorhScholierStudentSchoolverlater_11;VoorheenWerkzaam_12;VoorheenArbeidsongeschikt_13;Herintreder_14;OverigOnbenutArbeidsaanbod_15
731;Vrouwen;Ouderpaar met jongste kind >=18 jaar;2003;11.0;6.0;;2.0;;2.0;;5.0;26.0;4.0;;3.0;4.0;13.0;2.0
732;Vrouwen;Ouderpaar met jongste kind >=18 jaar;2004;10.0;6.0;;;;2.0;;5.0;38.0;4.0;;6.0;5.0;19.0;4.0
733;Vrouwen;Ouderpaar met jongste kind >=18 jaar;2005;10.0;6.0;;3.0;;;;6.0;37.0;3.0;;6.0;4.0;19.0;4.0
734;Vrouwen;Ouderpaar met jongste kind >=18 jaar;2006;9.0;5.0;;2.0;;;;8.0;33.0;3.0;;8.0;5.0;14.0;3.0
735;Vrouwen;Lid van een paar (geen ouder);2000;167.0;95.0;44.0;13.0;2.0;4.0;8.0;87.0;83.0;15.0;10.0;19.0;8.0;19.0;13.0
736;Vrouwen;Lid van een paar (geen ouder);2001;155.0;86.0;33.0;20.0;2.0;6.0;9.0;82.0;75.0;16.0;9.0;12.0;11.0;18.0;8.0
737;Vrouwen;Lid van een paar (geen ouder);2002;148.0;81.0;32.0;21.0;;6.0;7.0;76.0;79.0;16.0;10.0;18.0;9.0;15.0;12.0
738;Vrouwen;Lid van een paar (geen ouder);2003;124.0;66.0;27.0;19.0;2.0;3.0;8.0;63.0;93.0;21.0;12.0;19.0;10.0;15.0;16.0
739;Vrouwen;Lid van een paar (geen ouder);2004;105.0;57.0;21.0;15.0;2.0;3.0;7.0;54.0;104.0;25.0;15.0;21.0;11.0;16.0;16.0
740;Vrouwen;Lid van een paar (geen ouder);2005;100.0;49.0;24.0;18.0;;2.0;7.0;46.0;106.0;21.0;15.0;25.0;11.0;15.0;19.0
741;Vrouwen;Lid van een paar (geen ouder);2006;126.0;65.0;28.0;22.0;;3.0;7.0;43.0;105.0;17.0;13.0;26.0;13.0;18.0;16.0
742;Vrouwen;Minderjarig kind;2000;20.0;;20.0;;;;;;16.0;;16.0;;;;
743;Vrouwen;Minderjarig kind;2001;21.0;;21.0;;;;;;16.0;;16.0;;;;
744;Vrouwen;Minderjarig kind;2002;24.0;;24.0;;;;;;15.0;;15.0;;;;
745;Vrouwen;Minderjarig kind;2003;18.0;;18.0;;;;;;20.0;;20.0;;;;
746;Vrouwen;Minderjarig kind;2004;17.0;;17.0;;;;;;20.0;;20.0;;;;
747;Vrouwen;Minderjarig kind;2005;17.0;;17.0;;;;;;23.0;;23.0;;;;
748;Vrouwen;Minderjarig kind;2006;16.0;;16.0;;;;;4.0;22.0;;22.0;;;;
749;Vrouwen;Meerderjarig kind;2000;81.0;20.0;44.0;4.0;;;12.0;19.0;28.0;3.0;17.0;;;;7.0
750;Vrouwen;Meerderjarig kind;2001;86.0;24.0;56.0;4.0;;;2.0;23.0;27.0;4.0;21.0;;;;
751;Vrouwen;Meerderjarig kind;2002;82.0;26.0;50.0;6.0;;;;23.0;28.0;5.0;21.0;;;;
752;Vrouwen;Meerderjarig kind;2003;68.0;19.0;44.0;4.0;;;;17.0;40.0;8.0;27.0;3.0;;;2.0
753;Vrouwen;Meerderjarig kind;2004;65.0;17.0;41.0;5.0;;;2.0;17.0;45.0;9.0;29.0;4.0;;;2.0
754;Vrouwen;Meerderjarig kind;2005;70.0;18.0;43.0;6.0;;;3.0;16.0;48.0;8.0;34.0;4.0;;;2.0
755;Vrouwen;Meerderjarig kind;2006;76.0;20.0;46.0;7.0;;;2.0;;47.0;6.0;34.0;4.0;;;2.0
756;Vrouwen;Overig lid van een huishouden;2000;11.0;3.0;6.0;;;;;3.0;5.0;;2.0;;;;
757;Vrouwen;Overig lid van een huishouden;2001;10.0;3.0;5.0;;;;;3.0;6.0;;3.0;;;;
758;Vrouwen;Overig lid van een huishouden;2002;13.0;5.0;7.0;;;;;5.0;8.0;;5.0;;;;
759;Vrouwen;Overig lid van een huishouden;2003;9.0;2.0;5.0;;;;;2.0;7.0;;4.0;;;;
760;Vrouwen;Overig lid van een huishouden;2004;9.0;3.0;5.0;;;;;3.0;8.0;;4.0;;;;
761;Vrouwen;Overig lid van een huishouden;2005;13.0;5.0;5.0;2.0;;;;4.0;10.0;;5.0;;;;
762;Vrouwen;Overig lid van een huishouden;2006;12.0;4.0;5.0;;;;;4.0;9.0;;4.0;2.0;;;
763;Vrouwen;CWI ingeschreven;2000;20.0;5.0;5.0;3.0;;5.0;2.0;4.0;95.0;17.0;13.0;18.0;9.0;25.0;14.0
764;Vrouwen;CWI ingeschreven;2001;17.0;5.0;3.0;3.0;;3.0;2.0;4.0;86.0;19.0;12.0;16.0;9.0;21.0;10.0
765;Vrouwen;CWI ingeschreven;2002;16.0;6.0;4.0;2.0;;2.0;;4.0;85.0;22.0;9.0;19.0;10.0;17.0;8.0
766;Vrouwen;CWI ingeschreven;2003;15.0;4.0;3.0;2.0;;3.0;2.0;3.0;128.0;36.0;18.0;28.0;14.0;21.0;11.0
767;Vrouwen;CWI ingeschreven;2004;18.0;5.0;3.0;4.0;;3.0;2.0;4.0;152.0;39.0;18.0;38.0;18.0;25.0;14.0
768;Vrouwen;CWI ingeschreven;2005;21.0;7.0;3.0;6.0;;3.0;2.0;5.0;155.0;40.0;16.0;42.0;19.0;22.0;16.0
769;Vrouwen;CWI ingeschreven;2006;25.0;6.0;4.0;6.0;2.0;4.0;3.0;152.0;135.0;29.0;10.0;41.0;19.0;23.0;13.0
770;Vrouwen;Onderwijsniveau: lager;2000;143.0;45.0;42.0;14.0;3.0;26.0;13.0;41.0;205.0;15.0;42.0;28.0;15.0;81.0;24.0
771;Vrouwen;Onderwijsniveau: lager;2001;150.0;50.0;50.0;16.0;3.0;25.0;6.0;47.0;191.0;17.0;43.0;22.0;20.0;75.0;13.0
772;Vrouwen;Onderwijsniveau: lager;2002;144.0;52.0;51.0;15.0;2.0;20.0;5.0;49.0;184.0;20.0;42.0;24.0;18.0;66.0;15.0
773;Vrouwen;Onderwijsniveau: lager;2003;114.0;38.0;38.0;14.0;3.0;13.0;7.0;35.0;213.0;30.0;51.0;29.0;21.0;66.0;17.0
774;Vrouwen;Onderwijsniveau: lager;2004;91.0;28.0;35.0;13.0;2.0;10.0;4.0;27.0;224.0;26.0;51.0;33.0;23.0;75.0;16.0
775;Vrouwen;Onderwijsniveau: lager;2005;87.0;27.0;33.0;13.0;;7.0;6.0;23.0;233.0;23.0;56.0;38.0;20.0;74.0;22.0
776;Vrouwen;Onderwijsniveau: lager;2006;100.0;27.0;36.0;15.0;3.0;12.0;7.0;23.0;218.0;18.0;51.0;38.0;25.0;67.0;19.0
777;Vrouwen;Onderwijsniveau: middelbaar;2000;245.0;112.0;69.0;27.0;3.0;19.0;17.0;103.0;167.0;22.0;25.0;23.0;14.0;63.0;20.0
778;Vrouwen;Onderwijsniveau: middelbaar;2001;254.0;120.0;62.0;31.0;3.0;24.0;13.0;116.0;158.0;25.0;27.0;22.0;16.0;51.0;17.0
779;Vrouwen;Onderwijsniveau: middelbaar;2002;223.0;105.0;56.0;27.0;2.0;21.0;12.0;99.0;160.0;27.0;25.0;25.0;13.0;54.0;15.0
780;Vrouwen;Onderwijsniveau: middelbaar;2003;189.0;89.0;48.0;24.0;3.0;14.0;12.0;82.0;186.0;31.0;31.0;31.0;20.0;54.0;20.0
781;Vrouwen;Onderwijsniveau: middelbaar;2004;153.0;66.0;43.0;21.0;2.0;12.0;9.0;60.0;226.0;35.0;37.0;41.0;22.0;62.0;29.0
782;Vrouwen;Onderwijsniveau: middelbaar;2005;153.0;66.0;39.0;23.0;3.0;11.0;11.0;57.0;252.0;40.0;43.0;44.0;24.0;69.0;31.0
783;Vrouwen;Onderwijsniveau: middelbaar;2006;190.0;80.0;50.0;31.0;3.0;13.0;15.0;71.0;233.0;32.0;33.0;45.0;26.0;69.0;27.0
784;Vrouwen;Onderwijsniveau: hoger;2000;138.0;66.0;43.0;11.0;;10.0;7.0;62.0;66.0;12.0;10.0;9.0;6.0;15.0;13.0
785;Vrouwen;Onderwijsniveau: hoger;2001;135.0;66.0;37.0;15.0;;8.0;9.0;64.0;63.0;14.0;8.0;10.0;5.0;17.0;9.0
786;Vrouwen;Onderwijsniveau: hoger;2002;141.0;76.0;33.0;17.0;;8.0;7.0;74.0;67.0;13.0;10.0;10.0;7.0;16.0;11.0
787;Vrouwen;Onderwijsniveau: hoger;2003;122.0;57.0;34.0;16.0;2.0;6.0;7.0;57.0;81.0;17.0;11.0;15.0;8.0;16.0;15.0
788;Vrouwen;Onderwijsniveau: hoger;2004;115.0;57.0;28.0;17.0;;5.0;7.0;56.0;101.0;19.0;18.0;18.0;9.0;22.0;16.0
789;Vrouwen;Onderwijsniveau: hoger;2005;122.0;58.0;36.0;17.0;;5.0;6.0;55.0;100.0;20.0;14.0;21.0;10.0;19.0;15.0
790;Vrouwen;Onderwijsniveau: hoger;2006;143.0;71.0;37.0;21.0;;5.0;8.0;65.0;100.0;17.0;15.0;19.0;10.0;21.0;17.0
791;Vrouwen;Onderwijsniveau: onbekend;2000;2.0;;;;;;;;2.0;;;;;;
792;Vrouwen;Onderwijsniveau: onbekend;2001;2.0;;;;;;;;;;;;;;
793;Vrouwen;Onderwijsniveau: onbekend;2002;;;;;;;;;2.0;;;;;;
794;Vrouwen;Onderwijsniveau: onbekend;2003;;;;;;;;;2.0;;;;;;
795;Vrouwen;Onderwijsniveau: onbekend;2004;;;;;;;;;5.0;;;;;;
796;Vrouwen;Onderwijsniveau: onbekend;2005;;;;;;;;;7.0;;;;2.0;2.0;
797;Vrouwen;Onderwijsniveau: onbekend;2006;2.0;;;;;;;;6.0;;;;;2.0;
798;Vrouwen;Autochtonen;2000;429.0;186.0;121.0;42.0;5.0;45.0;31.0;173.0;314.0;38.0;47.0;46.0;28.0;120.0;36.0
799;Vrouwen;Autochtonen;2001;425.0;191.0;118.0;45.0;6.0;46.0;19.0;183.0;299.0;40.0;50.0;42.0;30.0;115.0;23.0
800;Vrouwen;Autochtonen;2002;404.0;195.0;103.0;46.0;5.0;35.0;18.0;188.0;292.0;44.0;51.0;40.0;29.0;104.0;26.0
801;Vrouwen;Autochtonen;2003;339.0;154.0;91.0;42.0;7.0;27.0;19.0;145.0;329.0;55.0;52.0;53.0;39.0;102.0;29.0
802;Vrouwen;Autochtonen;2004;287.0;125.0;80.0;40.0;5.0;20.0;17.0;119.0;374.0;55.0;63.0;64.0;40.0;117.0;34.0
803;Vrouwen;Autochtonen;2005;288.0;126.0;83.0;41.0;4.0;16.0;18.0;113.0;402.0;59.0;65.0;73.0;40.0;124.0;42.0
804;Vrouwen;Autochtonen;2006;335.0;141.0;91.0;51.0;5.0;24.0;23.0;128.0;367.0;45.0;62.0;69.0;42.0;112.0;37.0
805;Vrouwen;Allochtonen;2000;99.0;37.0;34.0;9.0;;10.0;6.0;34.0;125.0;11.0;30.0;15.0;8.0;40.0;21.0
806;Vrouwen;Allochtonen;2001;116.0;46.0;32.0;17.0;;12.0;9.0;44.0;114.0;16.0;28.0;13.0;11.0;28.0;17.0
807;Vrouwen;Allochtonen;2002;106.0;39.0;36.0;12.0;;14.0;5.0;35.0;121.0;17.0;27.0;20.0;9.0;32.0;16.0
808;Vrouwen;Allochtonen;2003;87.0;31.0;29.0;12.0;;7.0;7.0;29.0;154.0;23.0;41.0;21.0;10.0;34.0;23.0
809;Vrouwen;Allochtonen;2004;74.0;28.0;25.0;11.0;;7.0;3.0;25.0;181.0;25.0;43.0;29.0;13.0;44.0;27.0
810;Vrouwen;Allochtonen;2005;76.0;25.0;25.0;13.0;;7.0;4.0;22.0;188.0;25.0;49.0;31.0;15.0;40.0;27.0
811;Vrouwen;Allochtonen;2006;101.0;37.0;32.0;16.0;;7.0;7.0;33.0;189.0;22.0;40.0;34.0;20.0;48.0;27.0
812;Vrouwen;Westerse allochtonen;2000;54.0;24.0;15.0;5.0;;4.0;4.0;22.0;58.0;7.0;9.0;7.0;4.0;20.0;12.0
813;Vrouwen;Westerse allochtonen;2001;63.0;29.0;11.0;10.0;;7.0;6.0;29.0;53.0;9.0;9.0;5.0;7.0;14.0;9.0
814;Vrouwen;Westerse allochtonen;2002;51.0;22.0;13.0;8.0;;5.0;3.0;21.0;51.0;9.0;7.0;10.0;4.0;13.0;7.0
815;Vrouwen;Westerse allochtonen;2003;45.0;17.0;14.0;6.0;;4.0;4.0;17.0;63.0;11.0;11.0;10.0;5.0;13.0;13.0
816;Vrouwen;Westerse allochtonen;2004;37.0;17.0;9.0;6.0;;3.0;2.0;15.0;74.0;14.0;14.0;12.0;6.0;15.0;14.0
817;Vrouwen;Westerse allochtonen;2005;40.0;14.0;13.0;7.0;;4.0;2.0;13.0;71.0;12.0;13.0;15.0;7.0;14.0;11.0
818;Vrouwen;Westerse allochtonen;2006;52.0;22.0;14.0;11.0;;2.0;3.0;18.0;67.0;9.0;8.0;14.0;8.0;17.0;12.0
819;Vrouwen;Niet-westerse allochtonen;2000;45.0;13.0;19.0;4.0;;6.0;3.0;12.0;67.0;4.0;21.0;8.0;4.0;20.0;9.0
820;Vrouwen;Niet-westerse allochtonen;2001;53.0;17.0;21.0;7.0;;5.0;3.0;15.0;60.0;6.0;19.0;8.0;4.0;14.0;8.0
821;Vrouwen;Niet-westerse allochtonen;2002;56.0;17.0;23.0;4.0;;10.0;2.0;14.0;70.0;8.0;20.0;10.0;5.0;19.0;8.0
822;Vrouwen;Niet-westerse allochtonen;2003;42.0;14.0;15.0;6.0;;3.0;4.0;12.0;91.0;12.0;30.0;12.0;5.0;21.0;10.0
823;Vrouwen;Niet-westerse allochtonen;2004;37.0;11.0;16.0;5.0;;4.0;;10.0;108.0;12.0;29.0;17.0;7.0;29.0;13.0
824;Vrouwen;Niet-westerse allochtonen;2005;36.0;11.0;13.0;6.0;;3.0;2.0;10.0;117.0;14.0;36.0;16.0;9.0;26.0;16.0
825;Vrouwen;Niet-westerse allochtonen;2006;49.0;16.0;19.0;5.0;;4.0;4.0;14.0;122.0;13.0;32.0;20.0;12.0;30.0;15.0
826;Vrouwen;Herkomst: onbekend;2000;;;;;;;;;;;;;;;
827;Vrouwen;Herkomst: onbekend;2001;;;;;;;;;;;;;;;
828;Vrouwen;Herkomst: onbekend;2002;;;;;;;;;;;;;;;
829;Vrouwen;Herkomst: onbekend;2003;;;;;;;;;;;;;;;
830;Vrouwen;Herkomst: onbekend;2004;;;;;;;;;;;;;;;
831;Vrouwen;Herkomst: onbekend;2005;;;;;;;;;;;;;;;
832;Vrouwen;Herkomst: onbekend;2006;;;;;;;;27.0;;;;;;;
833;Vrouwen;Had een baan < 1 jaar geleden;2000;223.0;223.0;;;;;;198.0;49.0;49.0;;;;;
834;Vrouwen;Had een baan < 1 jaar geleden;2001;237.0;237.0;;;;;;214.0;56.0;56.0;;;;;
835;Vrouwen;Had een baan < 1 jaar geleden;2002;234.0;234.0;;;;;;207.0;60.0;60.0;;;;;
836;Vrouwen;Had een baan < 1 jaar geleden;2003;185.0;185.0;;;;;;163.0;78.0;78.0;;;;;
837;Vrouwen;Had een baan < 1 jaar geleden;2004;153.0;153.0;;;;;;134.0;80.0;80.0;;;;;
838;Vrouwen;Had een baan < 1 jaar geleden;2005;151.0;151.0;;;;;;128.0;84.0;84.0;;;;;
839;Vrouwen;Had een baan < 1 jaar geleden;2006;179.0;179.0;;;;;;8.0;66.0;66.0;;;;;
840;Vrouwen;Had een baan 1 tot 2 jaar geleden;2000;44.0;;3.0;42.0;;;;9.0;27.0;;;26.0;;;
841;Vrouwen;Had een baan 1 tot 2 jaar geleden;2001;52.0;;;50.0;;;;12.0;29.0;;;29.0;;;
842;Vrouwen;Had een baan 1 tot 2 jaar geleden;2002;54.0;;3.0;51.0;;;;16.0;33.0;;;32.0;;;
843;Vrouwen;Had een baan 1 tot 2 jaar geleden;2003;48.0;;;47.0;;;;11.0;45.0;;;44.0;;;
844;Vrouwen;Had een baan 1 tot 2 jaar geleden;2004;45.0;;;44.0;;;;10.0;53.0;;;53.0;;;
845;Vrouwen;Had een baan 1 tot 2 jaar geleden;2005;46.0;;;45.0;;;;7.0;50.0;;;49.0;;;
846;Vrouwen;Had een baan 1 tot 2 jaar geleden;2006;51.0;;;50.0;;;;;43.0;;;43.0;;;
847;Vrouwen;Had een baan 2 tot 5  jaar geleden;2000;24.0;;;5.0;4.0;5.0;10.0;;52.0;;;11.0;12.0;12.0;15.0
848;Vrouwen;Had een baan 2 tot 5  jaar geleden;2001;29.0;;;6.0;4.0;4.0;13.0;;47.0;;;9.0;15.0;10.0;13.0
849;Vrouwen;Had een baan 2 tot 5  jaar geleden;2002;23.0;;;4.0;3.0;4.0;11.0;;58.0;;2.0;11.0;17.0;13.0;15.0
850;Vrouwen;Had een baan 2 tot 5  jaar geleden;2003;25.0;;2.0;5.0;5.0;2.0;12.0;;67.0;;;14.0;17.0;15.0;21.0
851;Vrouwen;Had een baan 2 tot 5  jaar geleden;2004;24.0;;;6.0;4.0;4.0;10.0;;88.0;;;20.0;21.0;19.0;27.0
852;Vrouwen;Had een baan 2 tot 5  jaar geleden;2005;23.0;;;6.0;2.0;3.0;10.0;;93.0;;;30.0;19.0;15.0;29.0
853;Vrouwen;Had een baan 2 tot 5  jaar geleden;2006;35.0;;2.0;12.0;4.0;5.0;13.0;;91.0;;;34.0;18.0;15.0;24.0
854;Vrouwen;Had een baan 5 tot 10 jaar geleden;2000;17.0;;;2.0;2.0;8.0;4.0;;64.0;;2.0;12.0;10.0;28.0;13.0
855;Vrouwen;Had een baan 5 tot 10 jaar geleden;2001;15.0;;;3.0;2.0;6.0;4.0;;55.0;;;8.0;10.0;23.0;14.0
856;Vrouwen;Had een baan 5 tot 10 jaar geleden;2002;10.0;;;2.0;2.0;4.0;2.0;;50.0;;;7.0;10.0;23.0;10.0
857;Vrouwen;Had een baan 5 tot 10 jaar geleden;2003;12.0;;;2.0;2.0;5.0;3.0;;60.0;;;8.0;15.0;24.0;12.0
858;Vrouwen;Had een baan 5 tot 10 jaar geleden;2004;7.0;;;;;3.0;;;68.0;;;11.0;19.0;22.0;15.0
859;Vrouwen;Had een baan 5 tot 10 jaar geleden;2005;9.0;;;;;3.0;3.0;;80.0;;;11.0;21.0;29.0;18.0
860;Vrouwen;Had een baan 5 tot 10 jaar geleden;2006;16.0;;;3.0;2.0;5.0;6.0;;87.0;;;12.0;27.0;27.0;20.0
861;Vrouwen;Had een baan > 10 jaar geleden;2000;23.0;;;2.0;;16.0;4.0;;143.0;;;12.0;13.0;96.0;22.0
862;Vrouwen;Had een baan > 10 jaar geleden;2001;30.0;;;2.0;;22.0;4.0;;130.0;;;10.0;15.0;91.0;14.0
863;Vrouwen;Had een baan > 10 jaar geleden;2002;22.0;;;2.0;;17.0;2.0;;113.0;;;9.0;11.0;77.0;16.0
864;Vrouwen;Had een baan > 10 jaar geleden;2003;16.0;;;;;12.0;3.0;;115.0;;;8.0;16.0;72.0;20.0
865;Vrouwen;Had een baan > 10 jaar geleden;2004;10.0;;;;;7.0;;;131.0;;;10.0;13.0;88.0;19.0
866;Vrouwen;Had een baan > 10 jaar geleden;2005;10.0;;;;;6.0;2.0;;144.0;;;13.0;15.0;94.0;22.0
867;Vrouwen;Had een baan > 10 jaar geleden;2006;15.0;;;;;9.0;3.0;;137.0;;;15.0;17.0;85.0;20.0
868;Vrouwen;Heeft nooit een baan gehad;2000;152.0;;126.0;;;27.0;;;80.0;;56.0;;;24.0;
869;Vrouwen;Heeft nooit een baan gehad;2001;150.0;;126.0;;;24.0;;;80.0;;60.0;;;19.0;
870;Vrouwen;Heeft nooit een baan gehad;2002;134.0;;111.0;;;24.0;;;84.0;;60.0;;;23.0;
871;Vrouwen;Heeft nooit een baan gehad;2003;112.0;;98.0;;;15.0;;;96.0;;70.0;;;26.0;
872;Vrouwen;Heeft nooit een baan gehad;2004;97.0;;85.0;;;12.0;;;113.0;;82.0;;;31.0;
873;Vrouwen;Heeft nooit een baan gehad;2005;100.0;;88.0;;;11.0;;;116.0;;89.0;;;27.0;
874;Vrouwen;Heeft nooit een baan gehad;2006;115.0;;103.0;;;12.0;;;109.0;;77.0;;;32.0;
875;Vrouwen;Onbekend of men ooit baan heeft gehad;2000;44.0;;25.0;;;;19.0;;25.0;;18.0;;;;7.0
876;Vrouwen;Onbekend of men ooit baan heeft gehad;2001;29.0;;22.0;;;;7.0;;17.0;;17.0;;;;
877;Vrouwen;Onbekend of men ooit baan heeft gehad;2002;33.0;;25.0;;;;8.0;;15.0;;15.0;;;;
878;Vrouwen;Onbekend of men ooit baan heeft gehad;2003;27.0;;18.0;;;;9.0;;21.0;;21.0;;;;
879;Vrouwen;Onbekend of men ooit baan heeft gehad;2004;24.0;;17.0;;;;7.0;;21.0;;21.0;;;;
880;Vrouwen;Onbekend of men ooit baan heeft gehad;2005;24.0;;17.0;;;;7.0;;23.0;;23.0;;;;
881;Vrouwen;Onbekend of men ooit baan heeft gehad;2006;25.0;;17.0;;;;8.0;120.0;23.0;;23.0;;;;
882;Vrouwen;Kan op korte termijn beginnen;2000;;;;;;;;;310.0;35.0;55.0;45.0;21.0;113.0;41.0
883;Vrouwen;Kan op korte termijn beginnen;2001;;;;;;;;;283.0;41.0;52.0;39.0;22.0;100.0;28.0
884;Vrouwen;Kan op korte termijn beginnen;2002;;;;;;;;;281.0;46.0;52.0;43.0;23.0;89.0;28.0
885;Vrouwen;Kan op korte termijn beginnen;2003;;;;;;;;;354.0;67.0;69.0;57.0;30.0;96.0;35.0
886;Vrouwen;Kan op korte termijn beginnen;2004;;;;;;;;;427.0;71.0;81.0;76.0;37.0;116.0;48.0
887;Vrouwen;Kan op korte termijn beginnen;2005;;;;;;;;;442.0;69.0;86.0;80.0;35.0;119.0;53.0
888;Vrouwen;Kan op korte termijn beginnen;2006;;;;;;;;;419.0;55.0;80.0;81.0;39.0;118.0;47.0
889;Vrouwen;Afgelopen 4 weken gezocht;2000;;;;;;;;;157.0;26.0;33.0;24.0;9.0;46.0;20.0
890;Vrouwen;Afgelopen 4 weken gezocht;2001;;;;;;;;;143.0;30.0;33.0;20.0;8.0;40.0;13.0
891;Vrouwen;Afgelopen 4 weken gezocht;2002;;;;;;;;;155.0;35.0;32.0;25.0;11.0;39.0;13.0
892;Vrouwen;Afgelopen 4 weken gezocht;2003;;;;;;;;;194.0;52.0;40.0;35.0;13.0;41.0;14.0
893;Vrouwen;Afgelopen 4 weken gezocht;2004;;;;;;;;;233.0;57.0;44.0;49.0;19.0;42.0;21.0
894;Vrouwen;Afgelopen 4 weken gezocht;2005;;;;;;;;;245.0;55.0;49.0;55.0;18.0;42.0;25.0
895;Vrouwen;Afgelopen 4 weken gezocht;2006;;;;;;;;;222.0;43.0;45.0;51.0;18.0;43.0;21.0
896;Vrouwen;Afgelopen 4 weken niet gezocht;2000;;;;;;;;;153.0;9.0;22.0;21.0;12.0;68.0;21.0
897;Vrouwen;Afgelopen 4 weken niet gezocht;2001;;;;;;;;;139.0;11.0;19.0;19.0;15.0;60.0;15.0
898;Vrouwen;Afgelopen 4 weken niet gezocht;2002;;;;;;;;;126.0;11.0;20.0;18.0;12.0;50.0;15.0
899;Vrouwen;Afgelopen 4 weken niet gezocht;2003;;;;;;;;;160.0;15.0;29.0;22.0;18.0;55.0;21.0
900;Vrouwen;Afgelopen 4 weken niet gezocht;2004;;;;;;;;;194.0;13.0;36.0;26.0;18.0;74.0;26.0
901;Vrouwen;Afgelopen 4 weken niet gezocht;2005;;;;;;;;;198.0;13.0;37.0;25.0;17.0;77.0;28.0
902;Vrouwen;Afgelopen 4 weken niet gezocht;2006;;;;;;;;;198.0;12.0;35.0;29.0;21.0;76.0;26.0
903;Vrouwen;Kan niet op korte termijn beginnen;2000;;;;;;;;;129.0;14.0;22.0;15.0;15.0;47.0;16.0
904;Vrouwen;Kan niet op korte termijn beginnen;2001;;;;;;;;;130.0;15.0;26.0;16.0;18.0;43.0;12.0
905;Vrouwen;Kan niet op korte termijn beginnen;2002;;;;;;;;;132.0;14.0;26.0;17.0;15.0;47.0;14.0
906;Vrouwen;Kan niet op korte termijn beginnen;2003;;;;;;;;;128.0;11.0;24.0;17.0;19.0;40.0;18.0
907;Vrouwen;Kan niet op korte termijn beginnen;2004;;;;;;;;;128.0;10.0;25.0;18.0;17.0;45.0;13.0
908;Vrouwen;Kan niet op korte termijn beginnen;2005;;;;;;;;;148.0;15.0;29.0;23.0;20.0;45.0;16.0
909;Vrouwen;Kan niet op korte termijn beginnen;2006;;;;;;;;;137.0;11.0;22.0;22.0;23.0;42.0;17.0
910;Vrouwen;Werknemers vaste arbeidsrelatie;2000;368.0;177.0;92.0;35.0;4.0;36.0;22.0;170.0;46.0;3.0;8.0;5.0;2.0;22.0;6.0
911;Vrouwen;Werknemers vaste arbeidsrelatie;2001;394.0;193.0;95.0;45.0;5.0;35.0;21.0;189.0;44.0;3.0;9.0;5.0;;23.0;3.0
912;Vrouwen;Werknemers vaste arbeidsrelatie;2002;359.0;185.0;80.0;42.0;4.0;31.0;17.0;183.0;47.0;3.0;10.0;7.0;;22.0;5.0
913;Vrouwen;Werknemers vaste arbeidsrelatie;2003;305.0;150.0;73.0;38.0;5.0;21.0;17.0;147.0;54.0;3.0;11.0;7.0;2.0;24.0;7.0
914;Vrouwen;Werknemers vaste arbeidsrelatie;2004;239.0;118.0;60.0;32.0;3.0;15.0;12.0;115.0;62.0;4.0;14.0;9.0;2.0;28.0;6.0
915;Vrouwen;Werknemers vaste arbeidsrelatie;2005;218.0;106.0;53.0;32.0;3.0;11.0;13.0;101.0;70.0;6.0;14.0;9.0;2.0;32.0;7.0
916;Vrouwen;Werknemers vaste arbeidsrelatie;2006;263.0;129.0;59.0;41.0;3.0;16.0;15.0;33.0;61.0;3.0;14.0;7.0;3.0;29.0;5.0
917;Vrouwen;Werknemers flexibele arbeidsrelatie;2000;141.0;38.0;59.0;14.0;;16.0;13.0;30.0;49.0;4.0;12.0;5.0;;21.0;5.0
918;Vrouwen;Werknemers flexibele arbeidsrelatie;2001;129.0;36.0;53.0;13.0;2.0;18.0;6.0;31.0;39.0;3.0;13.0;5.0;;14.0;3.0
919;Vrouwen;Werknemers flexibele arbeidsrelatie;2002;131.0;40.0;55.0;14.0;;16.0;6.0;33.0;36.0;3.0;13.0;4.0;;12.0;3.0
920;Vrouwen;Werknemers flexibele arbeidsrelatie;2003;104.0;28.0;45.0;14.0;2.0;9.0;6.0;21.0;42.0;5.0;15.0;5.0;;13.0;3.0
921;Vrouwen;Werknemers flexibele arbeidsrelatie;2004;103.0;27.0;43.0;16.0;2.0;9.0;6.0;22.0;52.0;6.0;20.0;5.0;2.0;14.0;6.0
922;Vrouwen;Werknemers flexibele arbeidsrelatie;2005;123.0;32.0;53.0;19.0;2.0;9.0;8.0;23.0;53.0;4.0;18.0;7.0;2.0;17.0;7.0
923;Vrouwen;Werknemers flexibele arbeidsrelatie;2006;150.0;41.0;61.0;22.0;2.0;11.0;12.0;7.0;50.0;2.0;20.0;6.0;2.0;15.0;5.0
924;Vrouwen;Zelfstandigen;2000;19.0;8.0;3.0;2.0;;4.0;2.0;8.0;12.0;;;;;8.0;2.0
925;Vrouwen;Zelfstandigen;2001;19.0;7.0;2.0;3.0;;5.0;2.0;7.0;11.0;;;;;6.0;2.0
926;Vrouwen;Zelfstandigen;2002;20.0;9.0;5.0;2.0;;3.0;;7.0;11.0;;;;;5.0;
