ID;LandenGroepen;Perioden;Invoerwaarde_1;Uitvoerwaarde_2;Handelsbalans_3
458;2;2008 oktober;1981045;4199528;2218483
459;2;2008 november;1418642;3716685;2298043
460;2;2008 december;1105385;3185491;2080106
461;2;2008;23593884;46147917;22554033
462;2;2009 januari;1110115;3295800;2185685
463;2;2009 februari;1245177;2967309;1722132
464;2;2009 maart;1287427;2522820;1235393
465;2;2009 april;1165690;2129477;963787
466;2;2009 mei;1312752;2026279;713527
467;2;2009 juni;1475347;1949583;474236
468;2;2009 juli;1554008;1992109;438101
469;2;2009 augustus;1452565;2070353;617788
470;2;2009 september;1476306;2164365;688059
471;2;2009 oktober;1505867;2536466;1030599
472;2;2009 november;1392078;2782588;1390510
473;2;2009 december;1708329;2958935;1250606
474;2;2009;16685661;29396084;12710423
475;2;2010 januari;1668039;3228125;1560086
476;2;2010 februari;1874881;3138656;1263775
477;2;2010 maart;2145075;3623314;1478239
478;2;2010 april;1957804;3064293;1106489
479;2;2010 mei;2105763;3077243;971480
480;2;2010 juni;2053461;2817969;764508
481;2;2010 juli;2115591;2875189;759598
482;2;2010 augustus;1884213;2793462;909249
483;2;2010 september;1838120;2884305;1046185
484;2;2010 oktober;1783609;3289505;1505896
485;2;2010 november;2130684;4027254;1896570
486;2;2010 december;2158554;4564293;2405739
487;2;2010;23715794;39383608;15667814
488;2;2011 januari;2256865;4531736;2274871
489;2;2011 februari;2777541;4551377;1773836
490;2;2011 maart;2750452;5008744;2258292
491;2;2011 april;2243311;4319974;2076663
492;2;2011 mei;2745844;4045133;1299289
493;2;2011 juni;2687289;3910731;1223442
494;2;2011 juli;2602030;3949916;1347886
495;2;2011 augustus;2862158;4073348;1211190
496;2;2011 september;2559781;4093959;1534178
497;2;2011 oktober;2640000;4630353;1990353
498;2;2011 november;2787941;5035641;2247700
499;2;2011 december;2575937;5330392;2754455
500;2;2011;31489149;53481304;21992155
501;2;2012 januari;2584156;5245748;2661592
502;2;2012 februari;2942447;5574707;2632260
503;2;2012 maart;3394917;5467585;2072668
504;2;2012 april;3118855;4877961;1759106
505;2;2012 mei;3162388;4688608;1526220
506;2;2012 juni;3058817;4177746;1118929
507;2;2012 juli;3180779;4895667;1714888
508;2;2012 augustus;3349102;4655269;1306167
509;2;2012 september;3496358;4963383;1467025
510;2;2012 oktober;3462220;5952186;2489966
511;2;2012 november;3607530;6101473;2493943
512;2;2012 december;3499125;5680531;2181406
513;2;2012;38856694;62280864;23424170
514;2;2013 januari;3478404;5671605;2193201
515;2;2013 februari;3484380;5381784;1897404
516;2;2013 maart;3217030;5660775;2443745
517;2;2013 april;2972393;4950539;1978146
518;2;2013 mei;3235501;4896206;1660705
519;2;2013 juni;3146691;4793121;1646430
520;2;2013 juli;3047102;4711964;1664862
521;2;2013 augustus;2706549;4585658;1879109
522;2;2013 september;2534776;4755793;2221017
523;2;2013 oktober;2331500;5687924;3356424
524;2;2013 november;2496391;5572465;3076074
525;2;2013 december;2997936;5624090;2626154
526;2;2013;35648653;62291924;26643271
527;2;2014 januari;2897989;5580836;2682847
528;2;2014 februari;2733045;4719723;1986678
529;2;2014 maart;2870656;4547684;1677028
530;2;2014 april;3036448;4787563;1751115
531;2;2014 mei;3042646;4160907;1118261
532;2;2014 juni;2510919;4275605;1764686
533;2;2014 juli;2701013;4321537;1620524
534;2;2014 augustus;2221954;3912877;1690923
535;2;2014 september;2524633;4298967;1774334
536;2;2014 oktober;2442258;4315462;1873204
537;2;2014 november;2163406;4296537;2133131
538;2;2014 december;1937536;4342831;2405295
539;2;2014;31082503;53560529;22478026
540;2;2015 januari;1909909;3822556;1912647
541;2;2015 februari;1654930;3963780;2308850
542;2;2015 maart;2254318;4139496;1885178
543;2;2015 april;2116527;3505298;1388771
544;2;2015 mei;2424495;3217240;792745
545;2;2015 juni;2304325;3535115;1230790
546;2;2015 juli;2249440;3280754;1031314
547;2;2015 augustus;2008858;3017939;1009081
548;2;2015 september;1919184;3041549;1122365
549;2;2015 oktober;1905281;2965294;1060013
550;2;2015 november;1608368;2925150;1316782
551;2;2015 december;1797995;3123891;1325896
552;2;2015;24153630;40538062;16384432
553;2;2016 januari;1619988;2719395;1099407
554;2;2016 februari;1545968;2650244;1104276
555;2;2016 maart;1705176;2888181;1183005
556;2;2016 april;1656208;2629954;973746
557;2;2016 mei;1787995;2673332;885337
558;2;2016 juni;1799031;2725923;926892
559;2;2016 juli;1876531;2643839;767308
560;2;2016 augustus;1942502;2546588;604086
561;2;2016 september;1723223;2594932;871709
562;2;2016 oktober;1889022;3149886;1260864
563;2;2016 november;1909468;3483505;1574037
564;2;2016 december;2036065;3691519;1655454
565;2;2016;21491177;34397298;12906121
566;2;2017 januari;2206250;3765717;1559467
567;2;2017 februari;2012738;3792018;1779280
568;2;2017 maart;2346389;3633120;1286731
569;2;2017 april;2044893;2802095;757202
570;2;2017 mei;2120945;3094011;973066
571;2;2017 juni;1978322;2861416;883094
572;2;2017 juli;2231749;2867987;636238
573;2;2017 augustus;2147935;2691587;543652
574;2;2017 september;2003079;2805893;802814
575;2;2017 oktober;1876764;3063145;1186381
576;2;2017 november;2807461;3512816;705355
577;2;2017 december;2735162;3607758;872596
578;2;2017;26511687;38497563;11985876
579;2;2018 januari;2641188;3665770;1024582
580;2;2018 februari;2701604;3495398;793794
581;2;2018 maart;2844119;3658001;813882
582;2;2018 april;2255509;3432841;1177332
583;2;2018 mei;2379642;3890315;1510673
584;2;2018 juni;2680427;3447396;766969
585;2;2018 januari-juni;15502489;21589721;6087232
586;3;1996 januari;692148;133705;-558443
587;3;1996 februari;621214;110130;-511084
588;3;1996 maart;621396;122693;-498703
589;3;1996 april;730678;139814;-590864
590;3;1996 mei;689337;146918;-542419
591;3;1996 juni;605770;120709;-485061
592;3;1996 juli;747536;134799;-612737
593;3;1996 augustus;769006;139693;-629313
594;3;1996 september;704293;119288;-585005
595;3;1996 oktober;909257;117751;-791506
596;3;1996 november;966716;142000;-824716
597;3;1996 december;944038;136288;-807750
598;3;1996;9001389;1563788;-7437601
599;3;1997 januari;924653;142541;-782112
600;3;1997 februari;802668;100931;-701737
601;3;1997 maart;740783;137317;-603466
602;3;1997 april;796785;151288;-645497
603;3;1997 mei;727520;161479;-566041
604;3;1997 juni;745696;126734;-618962
605;3;1997 juli;871470;142522;-728948
606;3;1997 augustus;949914;141091;-808823
607;3;1997 september;710063;130079;-579984
608;3;1997 oktober;829864;119346;-710518
609;3;1997 november;728422;115540;-612882
610;3;1997 december;651569;115473;-536096
611;3;1997;9479407;1584341;-7895066
612;3;1998 januari;759086;142048;-617038
613;3;1998 februari;660126;97884;-562242
614;3;1998 maart;629258;133626;-495632
615;3;1998 april;598485;117927;-480558
616;3;1998 mei;583661;128489;-455172
617;3;1998 juni;550025;151164;-398861
618;3;1998 juli;548046;132401;-415645
619;3;1998 augustus;583597;121238;-462359
620;3;1998 september;611939;107256;-504683
621;3;1998 oktober;524533;122075;-402458
622;3;1998 november;437750;97162;-340588
623;3;1998 december;451107;112555;-338552
624;3;1998;6937613;1463825;-5473788
625;3;1999 januari;527731;99978;-427753
626;3;1999 februari;410110;91386;-318724
627;3;1999 maart;586479;100848;-485631
628;3;1999 april;616281;105419;-510862
629;3;1999 mei;639088;101267;-537821
630;3;1999 juni;665043;112540;-552503
631;3;1999 juli;810679;105232;-705447
632;3;1999 augustus;698639;90048;-608591
633;3;1999 september;803683;97187;-706496
634;3;1999 oktober;805483;133373;-672110
635;3;1999 november;903198;119872;-783326
636;3;1999 december;951925;125482;-826443
637;3;1999;8418339;1282632;-7135707
638;3;2000 januari;1034196;166706;-867490
639;3;2000 februari;1185146;169109;-1016037
640;3;2000 maart;951738;178823;-772915
641;3;2000 april;932616;179900;-752716
642;3;2000 mei;1035356;180708;-854648
643;3;2000 juni;1374759;207597;-1167162
644;3;2000 juli;1314972;198986;-1115986
645;3;2000 augustus;1159032;179623;-979409
646;3;2000 september;1693132;263672;-1429460
647;3;2000 oktober;1356629;213384;-1143245
648;3;2000 november;1331517;208254;-1123263
649;3;2000 december;1181190;216548;-964642
650;3;2000;14550283;2363310;-12186973
651;3;2001 januari;1251605;188152;-1063453
652;3;2001 februari;1072448;242265;-830183
653;3;2001 maart;1370084;188870;-1181214
654;3;2001 april;1282660;204775;-1077885
655;3;2001 mei;1442881;227498;-1215383
656;3;2001 juni;1363174;215747;-1147427
657;3;2001 juli;1427123;183610;-1243513
658;3;2001 augustus;1286180;182845;-1103335
659;3;2001 september;1111003;208720;-902283
660;3;2001 oktober;992337;133522;-858815
661;3;2001 november;1066876;132477;-934399
662;3;2001 december;977801;131244;-846557
663;3;2001;14644172;2239725;-12404447
