ID;SectorBranchesSIC2008;Periods;Employee_1;EmployedPerson_2;Employee_3;EmployedPerson_4;Total_5;NetTurnover_6;OtherRevenues_7;Total_8;Total_9;Total_10;InitialStockOfRawAndAuxiliaryMater_11;PurchasedRawAndAuxiliaryMaterials_12;ClosingStockRawAndAuxiliaryMat_13;Total_14;InitialStockOfCommodities_15;PurchasedCommodities_16;ClosingStockOfCommodities_17;PaymentsToSubcontractors_18;PurchaseValueNotElsewhereClassified_19;Total_20;GrossWagesAndSalaries_21;Total_22;EmployerPaidSocialInsurancePremiums_23;PensionAndEarlyRetirementPremiums_24;OtherSocialInsuranceCosts_25;OtherPersonnelCosts_26;Total_27;CostsOfEnergyUse_28;HousingCosts_29;EquipmentAndInventoryCosts_30;TransportCosts_31;SalesCosts_32;CommunicationCosts_33;CostsOfOtherServices_34;OtherLiabilities_35;DepreciationFixedAssets_36;OperatingResults_37;NetFinancialIncome_38;BalanceOfProvisions_39;NetExtraordinaryIncome_40;PreTaxResults_41
496;282 Manufacture of general machinery;2010;31.8;36.9;29.5;33.6;7210.0;7064.0;147.0;6833.0;3842.0;2908.0;527.0;2836.0;455.0;506.0;202.0;528.0;224.0;359.0;69.0;1873.0;1303.0;290.0;162.0;129.0;17.0;263.0;902.0;47.0;179.0;73.0;67.0;104.0;25.0;167.0;241.0;216.0;378.0;-45.0;-1.0;12.0;344.0
497;282 Manufacture of general machinery;2011;33.2;39.0;30.8;35.6;8278.0;8077.0;201.0;7888.0;4470.0;3445.0;435.0;3485.0;475.0;577.0;100.0;587.0;110.0;393.0;55.0;2100.0;1427.0;313.0;181.0;131.0;14.0;346.0;1065.0;47.0;198.0;94.0;80.0;135.0;26.0;216.0;269.0;252.0;390.0;16.0;-7.0;-5.0;395.0
498;282 Manufacture of general machinery;2012;32.5;38.1;30.0;34.9;8036.0;7704.0;332.0;7646.0;4354.0;3614.0;497.0;3632.0;515.0;500.0;101.0;499.0;100.0;211.0;29.0;2054.0;1387.0;314.0;185.0;129.0;12.0;341.0;1012.0;46.0;174.0;82.0;75.0;129.0;28.0;203.0;275.0;226.0;390.0;-37.0;-7.0;6.0;352.0
499;282 Manufacture of general machinery;2013;31.7;36.5;29.4;33.7;7698.0;7608.0;90.0;7268.0;4131.0;3450.0;445.0;3448.0;443.0;458.0;74.0;502.0;118.0;212.0;11.0;2033.0;1374.0;325.0;185.0;139.0;9.0;326.0;901.0;47.0;132.0;77.0;68.0;114.0;22.0;213.0;228.0;203.0;430.0;-4.0;-27.0;36.0;435.0
500;2822 Manufacture of lifting equipment;2009;10.9;13.2;10.3;12.2;2970.0;2910.0;60.0;2793.0;1732.0;1300.0;257.0;1216.0;173.0;217.0;75.0;194.0;51.0;212.0;3.0;667.0;440.0;101.0;54.0;47.0;9.0;117.0;336.0;15.0;55.0;20.0;29.0;43.0;9.0;77.0;89.0;59.0;177.0;-26.0;0.0;-7.0;144.0
501;2822 Manufacture of lifting equipment;2010;11.2;13.5;10.5;12.6;2870.0;2927.0;-57.0;2638.0;1591.0;1202.0;188.0;1226.0;211.0;228.0;42.0;243.0;57.0;153.0;9.0;678.0;460.0;100.0;55.0;46.0;8.0;110.0;309.0;15.0;49.0;22.0;27.0;41.0;8.0;61.0;87.0;60.0;233.0;6.0;-5.0;7.0;240.0
502;2822 Manufacture of lifting equipment;2011;11.4;14.2;10.7;13.2;3378.0;3319.0;59.0;3124.0;1929.0;1575.0;197.0;1596.0;218.0;258.0;54.0;265.0;60.0;90.0;7.0;768.0;498.0;107.0;61.0;46.0;6.0;157.0;353.0;14.0;50.0;37.0;30.0;46.0;9.0;66.0;101.0;74.0;255.0;-7.0;-2.0;16.0;261.0
503;2822 Manufacture of lifting equipment;2012;12.1;15.1;11.3;14.1;3652.0;3464.0;188.0;3370.0;2097.0;1782.0;251.0;1784.0;253.0;220.0;58.0;226.0;63.0;90.0;5.0;823.0;522.0;113.0;67.0;46.0;5.0;183.0;387.0;15.0;50.0;33.0;30.0;63.0;11.0;62.0;123.0;63.0;281.0;-9.0;-1.0;4.0;275.0
504;2822 Manufacture of lifting equipment;2013;11.6;14.0;10.9;13.0;3409.0;3419.0;-10.0;3105.0;1925.0;1676.0;219.0;1669.0;212.0;158.0;40.0;172.0;54.0;86.0;5.0;799.0;511.0;113.0;68.0;46.0;4.0;171.0;322.0;17.0;49.0;28.0;25.0;48.0;9.0;65.0;81.0;61.0;303.0;-16.0;-13.0;5.0;279.0
505;2829 Manufacture general-use machinery ;2009;10.8;12.6;9.9;10.7;1942.0;1948.0;-6.0;1856.0;994.0;832.0;126.0;814.0;109.0;51.0;22.0;54.0;26.0;107.0;5.0;552.0;404.0;89.0;51.0;38.0;4.0;54.0;258.0;17.0;49.0;28.0;18.0;31.0;7.0;36.0;72.0;53.0;86.0;-19.0;-1.0;-8.0;59.0
506;2829 Manufacture general-use machinery ;2010;11.2;12.7;10.2;11.2;2190.0;2136.0;54.0;2096.0;1104.0;834.0;213.0;749.0;128.0;64.0;39.0;58.0;32.0;175.0;32.0;615.0;439.0;96.0;57.0;40.0;5.0;75.0;324.0;19.0;100.0;30.0;20.0;35.0;10.0;37.0;75.0;53.0;94.0;-24.0;-1.0;-3.0;67.0
507;2829 Manufacture general-use machinery ;2011;11.1;12.7;10.0;11.2;2216.0;2158.0;57.0;2125.0;1071.0;865.0;118.0;873.0;126.0;64.0;22.0;61.0;19.0;120.0;22.0;632.0;448.0;99.0;58.0;41.0;5.0;81.0;363.0;19.0;110.0;33.0;22.0;38.0;9.0;44.0;88.0;59.0;91.0;-11.0;-2.0;-4.0;73.0
508;2829 Manufacture general-use machinery ;2012;10.5;12.0;9.5;10.6;2127.0;2071.0;56.0;2011.0;1019.0;872.0;124.0;877.0;129.0;53.0;17.0;52.0;15.0;75.0;18.0;602.0;429.0;97.0;55.0;42.0;4.0;71.0;334.0;17.0;91.0;27.0;21.0;34.0;9.0;45.0;91.0;56.0;115.0;-5.0;-2.0;-1.0;107.0
509;2829 Manufacture general-use machinery ;2013;10.5;11.9;9.7;10.8;2176.0;2154.0;22.0;2028.0;1062.0;894.0;117.0;891.0;114.0;81.0;10.0;112.0;41.0;87.0;1.0;604.0;425.0;98.0;59.0;40.0;4.0;77.0;305.0;16.0;50.0;30.0;22.0;39.0;7.0;56.0;86.0;56.0;148.0;-11.0;-2.0;-6.0;130.0
510;283 Manufacture agricultural machinery;2009;6.7;7.7;6.2;6.9;1461.0;1489.0;-28.0;1380.0;808.0;701.0;183.0;669.0;151.0;85.0;26.0;102.0;43.0;22.0;0.0;332.0;233.0;51.0;29.0;22.0;3.0;45.0;202.0;11.0;26.0;14.0;12.0;36.0;5.0;33.0;66.0;38.0;81.0;-9.0;-8.0;6.0;70.0
511;283 Manufacture agricultural machinery;2010;6.5;7.4;6.1;6.8;1739.0;1702.0;37.0;1608.0;1042.0;908.0;131.0;913.0;137.0;106.0;65.0;102.0;61.0;27.0;1.0;327.0;232.0;51.0;30.0;21.0;2.0;42.0;202.0;10.0;24.0;12.0;13.0;35.0;5.0;31.0;73.0;37.0;132.0;-1.0;-5.0;13.0;138.0
512;283 Manufacture agricultural machinery;2011;6.8;8.0;6.4;7.3;2246.0;2219.0;27.0;2049.0;1362.0;1177.0;181.0;1233.0;237.0;146.0;72.0;133.0;60.0;38.0;1.0;388.0;266.0;58.0;34.0;24.0;3.0;62.0;252.0;11.0;29.0;15.0;15.0;44.0;5.0;41.0;93.0;47.0;197.0;-8.0;-19.0;2.0;172.0
513;283 Manufacture agricultural machinery;2012;7.1;8.2;6.7;7.6;2265.0;2248.0;17.0;2087.0;1367.0;1187.0;182.0;1187.0;183.0;143.0;40.0;142.0;39.0;36.0;1.0;407.0;283.0;62.0;38.0;24.0;2.0;59.0;270.0;13.0;29.0;14.0;14.0;54.0;5.0;43.0;98.0;43.0;179.0;-3.0;-20.0;2.0;158.0
514;283 Manufacture agricultural machinery;2013;7.2;8.3;6.6;7.5;2245.0;2223.0;23.0;2088.0;1395.0;1208.0;164.0;1220.0;176.0;149.0;33.0;153.0;37.0;38.0;1.0;403.0;276.0;63.0;38.0;24.0;3.0;62.0;251.0;11.0;30.0;14.0;12.0;48.0;5.0;48.0;83.0;39.0;157.0;-5.0;-18.0;7.0;141.0
515;284 Manufacture of machine tools;2009;1.9;2.4;1.8;1.9;305.0;302.0;3.0;305.0;141.0;120.0;41.0;112.0;32.0;14.0;6.0;14.0;6.0;7.0;0.0;103.0;77.0;17.0;10.0;7.0;0.0;9.0;51.0;3.0;8.0;5.0;5.0;8.0;2.0;8.0;13.0;10.0;0.0;-2.0;-2.0;-2.0;-7.0
516;284 Manufacture of machine tools;2010;1.5;1.8;1.4;1.6;321.0;317.0;4.0;288.0;161.0;139.0;29.0;137.0;28.0;16.0;5.0;17.0;5.0;6.0;0.0;81.0;57.0;11.0;7.0;4.0;1.0;11.0;35.0;2.0;5.0;3.0;3.0;5.0;1.0;4.0;11.0;11.0;34.0;-3.0;0.0;1.0;32.0
517;284 Manufacture of machine tools;2011;1.4;1.5;1.2;1.3;275.0;278.0;-3.0;245.0;127.0;102.0;21.0;109.0;28.0;15.0;5.0;15.0;5.0;9.0;0.0;74.0;55.0;12.0;7.0;5.0;0.0;7.0;35.0;2.0;5.0;4.0;3.0;7.0;1.0;5.0;9.0;9.0;30.0;-2.0;0.0;1.0;30.0
518;284 Manufacture of machine tools;2012;1.9;2.0;1.6;1.8;374.0;368.0;7.0;345.0;186.0;138.0;27.0;141.0;30.0;11.0;4.0;11.0;4.0;36.0;0.0;101.0;73.0;16.0;10.0;6.0;1.0;13.0;48.0;3.0;7.0;8.0;3.0;8.0;1.0;5.0;14.0;10.0;30.0;0.0;0.0;1.0;30.0
519;284 Manufacture of machine tools;2013;1.9;2.1;1.7;1.9;381.0;372.0;9.0;365.0;201.0;154.0;31.0;153.0;31.0;15.0;5.0;15.0;5.0;32.0;0.0;103.0;74.0;16.0;10.0;6.0;1.0;13.0;52.0;3.0;9.0;8.0;4.0;7.0;1.0;7.0;13.0;10.0;15.0;0.0;-1.0;-1.0;13.0
520;289 Manufacture other special machinery;2009;22.5;26.6;21.1;23.6;5299.0;5259.0;40.0;5489.0;2595.0;2252.0;477.0;2206.0;431.0;138.0;40.0;126.0;28.0;200.0;5.0;1481.0;1005.0;234.0;124.0;111.0;15.0;227.0;1198.0;41.0;99.0;74.0;32.0;78.0;20.0;550.0;303.0;216.0;-190.0;6.0;-9.0;179.0;-14.0
521;289 Manufacture other special machinery;2010;24.6;30.7;22.4;26.4;8823.0;8052.0;772.0;7431.0;4140.0;3728.0;439.0;3799.0;510.0;193.0;73.0;194.0;74.0;189.0;30.0;1690.0;1117.0;240.0;128.0;113.0;16.0;318.0;1390.0;43.0;111.0;89.0;36.0;104.0;23.0;649.0;336.0;211.0;1393.0;185.0;-10.0;5.0;1573.0
522;289 Manufacture other special machinery;2011;24.3;30.5;23.0;27.6;12061.0;11915.0;147.0;10175.0;6170.0;5548.0;527.0;5633.0;612.0;276.0;82.0;274.0;81.0;298.0;48.0;2032.0;1304.0;276.0;149.0;127.0;17.0;435.0;1639.0;46.0;133.0;110.0;44.0;118.0;28.0;760.0;401.0;334.0;1886.0;342.0;-13.0;-19.0;2195.0
523;289 Manufacture other special machinery;2012;25.3;31.8;23.7;28.9;10283.0;10151.0;132.0;8927.0;4578.0;3981.0;634.0;4148.0;801.0;286.0;67.0;286.0;67.0;295.0;17.0;2096.0;1364.0;296.0;167.0;129.0;23.0;413.0;1944.0;45.0;134.0;115.0;44.0;128.0;27.0;750.0;702.0;308.0;1357.0;265.0;-12.0;-81.0;1529.0
524;289 Manufacture other special machinery;2013;28.6;35.7;27.0;32.7;11050.0;10726.0;324.0;9592.0;5167.0;4637.0;822.0;4457.0;642.0;227.0;45.0;236.0;55.0;288.0;15.0;2236.0;1417.0;299.0;168.0;131.0;29.0;492.0;1900.0;44.0;134.0;119.0;39.0;125.0;26.0;998.0;415.0;289.0;1458.0;92.0;-24.0;24.0;1550.0
525;2899 Manufacture other special machinery;2009;11.5;13.7;10.9;12.6;3209.0;3150.0;59.0;3518.0;1580.0;1418.0;319.0;1372.0;273.0;60.0;11.0;56.0;6.0;101.0;1.0;868.0;563.0;134.0;66.0;69.0;10.0;160.0;910.0;25.0;60.0;55.0;15.0;30.0;11.0;501.0;213.0;160.0;-309.0;-11.0;-8.0;172.0;-155.0
526;2899 Manufacture other special machinery;2010;11.5;15.5;11.0;13.6;6294.0;5564.0;730.0;5168.0;2938.0;2790.0;274.0;2847.0;330.0;71.0;22.0;71.0;22.0;68.0;9.0;1006.0;636.0;133.0;69.0;64.0;9.0;228.0;1073.0;25.0;68.0;66.0;16.0;48.0;14.0;595.0;242.0;151.0;1126.0;177.0;-8.0;6.0;1301.0
527;2899 Manufacture other special machinery;2011;12.6;16.8;12.1;15.0;8932.0;8822.0;110.0;7418.0;4630.0;4362.0;354.0;4421.0;412.0;110.0;41.0;109.0;40.0;147.0;11.0;1264.0;787.0;161.0;86.0;75.0;10.0;306.0;1255.0;29.0;84.0;79.0;20.0;58.0;18.0;699.0;268.0;270.0;1514.0;313.0;-3.0;-10.0;1814.0
528;2899 Manufacture other special machinery;2012;13.3;18.0;12.6;16.1;7119.0;7024.0;95.0;6070.0;2972.0;2699.0;406.0;2854.0;561.0;123.0;30.0;122.0;29.0;138.0;12.0;1295.0;823.0;176.0;97.0;79.0;14.0;282.0;1566.0;28.0;84.0;82.0;20.0;65.0;16.0;688.0;584.0;236.0;1049.0;253.0;-5.0;-75.0;1223.0
529;2899 Manufacture other special machinery;2013;16.9;22.2;16.1;20.2;7766.0;7482.0;284.0;6724.0;3494.0;3273.0;606.0;3100.0;433.0;61.0;17.0;61.0;17.0;158.0;2.0;1456.0;892.0;182.0;100.0;81.0;22.0;362.0;1564.0;27.0;87.0;88.0;20.0;67.0;17.0;931.0;326.0;210.0;1042.0;79.0;-12.0;17.0;1126.0
530;29-30 Transport equipment;2009;39.6;48.0;37.3;43.6;12772.0;12396.0;376.0;12281.0;8254.0;6365.0;709.0;6293.0;638.0;756.0;146.0;776.0;165.0;1115.0;18.0;2294.0;1490.0;354.0;193.0;161.0;20.0;430.0;1314.0;90.0;172.0;110.0;72.0;227.0;23.0;267.0;354.0;419.0;491.0;-243.0;-110.0;-4.0;135.0
531;29-30 Transport equipment;2010;38.8;46.8;36.3;43.2;13270.0;12796.0;474.0;12167.0;8158.0;5889.0;586.0;5887.0;584.0;924.0;178.0;940.0;193.0;1281.0;64.0;2297.0;1517.0;347.0;197.0;150.0;15.0;419.0;1284.0;89.0;195.0;115.0;50.0;197.0;24.0;273.0;342.0;429.0;1102.0;-20.0;-95.0;-20.0;967.0
532;29-30 Transport equipment;2011;37.0;44.9;34.5;41.3;14303.0;13889.0;414.0;13146.0;9120.0;6694.0;647.0;6671.0;624.0;1046.0;157.0;1052.0;163.0;1362.0;18.0;2365.0;1541.0;347.0;203.0;144.0;16.0;461.0;1349.0;82.0;202.0;142.0;49.0;198.0;23.0;284.0;369.0;312.0;1157.0;-55.0;-216.0;45.0;931.0
533;29-30 Transport equipment;2012;37.9;48.8;35.5;44.5;14255.0;14065.0;190.0;13634.0;9313.0;6971.0;575.0;6949.0;553.0;1037.0;168.0;1044.0;174.0;1300.0;5.0;2593.0;1622.0;361.0;215.0;146.0;19.0;592.0;1368.0;90.0;199.0;116.0;46.0;223.0;23.0;281.0;390.0;361.0;621.0;16.0;-150.0;83.0;569.0
534;29-30 Transport equipment;2013;37.6;45.4;35.4;42.1;14376.0;13825.0;550.0;13545.0;9292.0;6591.0;840.0;6556.0;805.0;1032.0;157.0;1033.0;158.0;1662.0;7.0;2574.0;1661.0;369.0;218.0;151.0;18.0;526.0;1411.0;92.0;218.0;120.0;45.0;239.0;23.0;301.0;374.0;268.0;830.0;-2.0;-77.0;-29.0;722.0
535;29 Manufacture of cars and trailers;2009;21.5;23.7;20.3;21.5;6093.0;6029.0;64.0;5786.0;3908.0;3216.0;406.0;3131.0;321.0;615.0;110.0;590.0;85.0;74.0;2.0;1035.0;745.0;191.0;106.0;85.0;8.0;91.0;618.0;47.0;85.0;59.0;20.0;107.0;11.0;165.0;124.0;226.0;308.0;-206.0;-122.0;-5.0;-26.0
536;29 Manufacture of cars and trailers;2010;20.1;22.8;19.0;21.3;6588.0;6521.0;67.0;6232.0;4192.0;3397.0;295.0;3419.0;317.0;723.0;110.0;729.0;115.0;49.0;24.0;1079.0;764.0;175.0;99.0;76.0;7.0;133.0;665.0;46.0;92.0;73.0;21.0;113.0;11.0;162.0;147.0;296.0;356.0;-3.0;-64.0;-9.0;279.0
537;29 Manufacture of cars and trailers;2011;19.6;23.0;18.5;21.7;8014.0;7959.0;55.0;7335.0;5184.0;4255.0;303.0;4255.0;303.0;856.0;103.0;869.0;116.0;61.0;13.0;1190.0;802.0;181.0;108.0;72.0;5.0;202.0;760.0;43.0;104.0;97.0;21.0;117.0;10.0;187.0;182.0;201.0;680.0;-26.0;-203.0;55.0;506.0
538;29 Manufacture of cars and trailers;2012;19.5;22.9;18.6;21.7;7530.0;7471.0;59.0;7160.0;4939.0;3825.0;274.0;3778.0;227.0;883.0;125.0;884.0;126.0;227.0;5.0;1243.0;834.0;191.0;115.0;76.0;6.0;212.0;783.0;50.0;102.0;77.0;22.0;127.0;11.0;180.0;215.0;194.0;370.0;32.0;-134.0;98.0;365.0
539;29 Manufacture of cars and trailers;2013;18.7;20.9;17.7;19.6;7271.0;7095.0;177.0;6836.0;4693.0;3566.0;519.0;3550.0;503.0;908.0;137.0;910.0;139.0;216.0;3.0;1196.0;813.0;180.0;108.0;73.0;5.0;199.0;811.0;51.0;105.0;81.0;20.0;151.0;9.0;200.0;194.0;135.0;436.0;20.0;-56.0;4.0;404.0
540;291 Manufacture of motor vehicles;2009;9.1;9.4;8.7;8.9;3628.0;3603.0;25.0;3366.0;2457.0;1999.0;173.0;1940.0;114.0;430.0;66.0;413.0;49.0;26.0;1.0;450.0;330.0;91.0;45.0;46.0;3.0;25.0;328.0;20.0;27.0;30.0;6.0;82.0;4.0;124.0;35.0;131.0;262.0;-186.0;-119.0;11.0;-32.0
541;291 Manufacture of motor vehicles;2010;8.4;9.2;8.1;8.8;3952.0;3931.0;21.0;3767.0;2705.0;2187.0;98.0;2217.0;128.0;506.0;62.0;510.0;65.0;7.0;5.0;489.0;353.0;84.0;47.0;38.0;3.0;49.0;367.0;20.0;34.0;41.0;5.0;85.0;4.0;127.0;52.0;207.0;185.0;13.0;-63.0;-1.0;134.0
542;291 Manufacture of motor vehicles;2011;8.8;10.5;8.5;10.1;5288.0;5268.0;19.0;4764.0;3569.0;2883.0;137.0;2885.0;139.0;667.0;66.0;676.0;75.0;12.0;7.0;632.0;417.0;94.0;55.0;39.0;2.0;120.0;446.0;19.0;46.0;54.0;6.0;94.0;4.0;146.0;77.0;116.0;523.0;-13.0;-202.0;54.0;363.0
543;291 Manufacture of motor vehicles;2012;8.9;10.3;8.6;9.9;4786.0;4762.0;24.0;4539.0;3295.0;2402.0;109.0;2353.0;60.0;726.0;81.0;729.0;84.0;165.0;3.0;640.0;431.0;98.0;59.0;39.0;3.0;108.0;493.0;26.0;45.0;36.0;6.0;100.0;4.0;148.0;131.0;111.0;247.0;50.0;-132.0;95.0;260.0
544;291 Manufacture of motor vehicles;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
545;292 Manufacture of bodies and trailers;2009;7.4;8.6;6.8;7.4;1394.0;1383.0;11.0;1375.0;851.0;756.0;151.0;735.0;130.0;56.0;15.0;54.0;14.0;39.0;1.0;333.0;239.0;56.0;35.0;21.0;2.0;36.0;159.0;14.0;40.0;14.0;10.0;16.0;4.0;21.0;40.0;31.0;19.0;-9.0;-1.0;-3.0;7.0
546;292 Manufacture of bodies and trailers;2010;6.8;7.5;6.4;6.9;1288.0;1280.0;8.0;1244.0;763.0;597.0;123.0;588.0;114.0;117.0;23.0;120.0;26.0;31.0;18.0;307.0;229.0;49.0;28.0;20.0;2.0;28.0;146.0;13.0;39.0;11.0;11.0;14.0;4.0;16.0;37.0;28.0;45.0;-7.0;1.0;-8.0;30.0
547;292 Manufacture of bodies and trailers;2011;6.4;7.0;5.8;6.3;1289.0;1283.0;6.0;1251.0;784.0;647.0;98.0;644.0;95.0;94.0;17.0;97.0;20.0;38.0;5.0;296.0;215.0;48.0;28.0;21.0;2.0;31.0;144.0;12.0;39.0;11.0;12.0;14.0;3.0;16.0;37.0;28.0;38.0;-9.0;-1.0;-2.0;27.0
548;292 Manufacture of bodies and trailers;2012;6.4;7.2;6.0;6.7;1358.0;1354.0;4.0;1329.0;824.0;703.0;102.0;705.0;104.0;76.0;20.0;74.0;18.0;44.0;1.0;320.0;230.0;51.0;31.0;21.0;2.0;37.0;149.0;12.0;37.0;11.0;13.0;17.0;4.0;17.0;39.0;36.0;29.0;-7.0;0.0;3.0;25.0
549;292 Manufacture of bodies and trailers;2013;5.8;6.5;5.3;5.9;1184.0;1179.0;5.0;1122.0;694.0;607.0;109.0;597.0;99.0;61.0;42.0;62.0;43.0;23.0;3.0;281.0;200.0;47.0;28.0;19.0;2.0;32.0;126.0;11.0;33.0;11.0;10.0;11.0;3.0;18.0;29.0;21.0;62.0;-3.0;-1.0;-2.0;56.0
550;293 Manufacture of car parts;2009;4.9;5.7;4.7;5.2;1071.0;1043.0;28.0;1045.0;599.0;461.0;83.0;456.0;78.0;129.0;29.0;123.0;23.0;9.0;0.0;252.0;176.0;44.0;26.0;18.0;3.0;30.0;131.0;13.0;18.0;15.0;4.0;9.0;3.0;20.0;50.0;63.0;26.0;-11.0;-2.0;-14.0;-1.0
551;293 Manufacture of car parts;2010;4.9;6.0;4.6;5.6;1347.0;1310.0;37.0;1221.0;725.0;613.0;73.0;615.0;75.0;100.0;25.0;99.0;24.0;11.0;0.0;283.0;182.0;42.0;24.0;18.0;3.0;57.0;153.0;14.0;20.0;21.0;5.0;14.0;3.0;19.0;58.0;60.0;126.0;-9.0;-2.0;0.0;116.0
552;293 Manufacture of car parts;2011;4.4;5.5;4.2;5.3;1438.0;1408.0;29.0;1320.0;831.0;725.0;68.0;727.0;70.0;95.0;19.0;96.0;21.0;11.0;0.0;262.0;170.0;39.0;26.0;13.0;2.0;52.0;170.0;12.0;19.0;32.0;3.0;9.0;2.0;24.0;67.0;57.0;118.0;-4.0;0.0;3.0;116.0
553;293 Manufacture of car parts;2012;4.2;5.4;4.0;5.1;1386.0;1355.0;31.0;1291.0;820.0;720.0;64.0;719.0;63.0;81.0;24.0;81.0;24.0;18.0;1.0;283.0;173.0;42.0;26.0;16.0;2.0;67.0;141.0;12.0;20.0;30.0;3.0;10.0;3.0;16.0;46.0;48.0;95.0;-11.0;-2.0;-1.0;81.0
554;293 Manufacture of car parts;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
555;30 Manufacture of other transport;2009;18.1;24.3;17.0;22.1;6678.0;6367.0;312.0;6495.0;4346.0;3148.0;303.0;3162.0;317.0;142.0;36.0;186.0;80.0;1041.0;16.0;1259.0;745.0;163.0;87.0;76.0;12.0;339.0;697.0;43.0;86.0;51.0;52.0;120.0;12.0;102.0;230.0;193.0;184.0;-37.0;12.0;1.0;160.0
556;30 Manufacture of other transport;2010;18.7;24.0;17.3;21.9;6682.0;6275.0;407.0;5935.0;3966.0;2492.0;291.0;2468.0;267.0;201.0;68.0;211.0;78.0;1232.0;40.0;1218.0;753.0;172.0;98.0;74.0;8.0;285.0;619.0;43.0;102.0;42.0;29.0;84.0;13.0;111.0;195.0;133.0;747.0;-17.0;-31.0;-11.0;688.0
557;30 Manufacture of other transport;2011;17.4;21.9;16.0;19.7;6288.0;5929.0;359.0;5811.0;3937.0;2439.0;344.0;2416.0;320.0;191.0;54.0;183.0;47.0;1302.0;5.0;1175.0;739.0;167.0;95.0;72.0;11.0;258.0;589.0;39.0;98.0;45.0;29.0;81.0;13.0;97.0;187.0;111.0;477.0;-29.0;-13.0;-10.0;425.0
558;30 Manufacture of other transport;2012;18.4;26.0;17.0;22.8;6725.0;6594.0;131.0;6475.0;4374.0;3146.0;301.0;3172.0;326.0;154.0;43.0;159.0;48.0;1073.0;1.0;1350.0;788.0;170.0;100.0;70.0;12.0;379.0;585.0;40.0;98.0;39.0;24.0;96.0;12.0;101.0;175.0;166.0;251.0;-16.0;-16.0;-15.0;204.0
559;30 Manufacture of other transport;2013;19.0;24.5;17.7;22.5;7104.0;6731.0;374.0;6710.0;4599.0;3025.0;321.0;3006.0;302.0;124.0;20.0;123.0;19.0;1446.0;4.0;1377.0;848.0;189.0;110.0;79.0;13.0;327.0;600.0;41.0;113.0;38.0;25.0;89.0;14.0;101.0;180.0;134.0;395.0;-23.0;-20.0;-33.0;318.0
560;301 Building of ships and boats;2009;11.2;16.3;10.5;14.6;4983.0;4710.0;273.0;4872.0;3446.0;2386.0;106.0;2403.0;123.0;79.0;10.0;123.0;54.0;967.0;15.0;809.0;451.0;91.0;49.0;41.0;9.0;258.0;491.0;29.0;66.0;35.0;38.0;96.0;7.0;52.0;169.0;126.0;111.0;-6.0;-3.0;-1.0;102.0
561;301 Building of ships and boats;2010;12.1;16.1;11.1;14.6;4839.0;4458.0;381.0;4276.0;3036.0;1738.0;119.0;1723.0;104.0;77.0;25.0;79.0;27.0;1182.0;39.0;790.0;481.0;100.0;55.0;45.0;5.0;205.0;367.0;29.0;77.0;27.0;14.0;53.0;7.0;41.0;121.0;82.0;563.0;12.0;-46.0;-19.0;510.0
562;301 Building of ships and boats;2011;11.1;14.3;10.1;12.8;4366.0;4019.0;347.0;4001.0;2879.0;1572.0;115.0;1569.0;113.0;81.0;17.0;78.0;14.0;1224.0;3.0;735.0;460.0;95.0;56.0;39.0;8.0;172.0;326.0;26.0;73.0;27.0;14.0;49.0;7.0;37.0;93.0;61.0;364.0;-11.0;-19.0;-28.0;307.0
563;301 Building of ships and boats;2012;11.7;17.8;10.7;15.1;4667.0;4571.0;96.0;4507.0;3200.0;2129.0;120.0;2115.0;106.0;67.0;17.0;65.0;15.0;1005.0;0.0;862.0;488.0;98.0;61.0;36.0;9.0;268.0;315.0;26.0;69.0;23.0;11.0;59.0;8.0;35.0;86.0;129.0;160.0;1.0;-20.0;-20.0;122.0
564;301 Building of ships and boats;2013;12.2;16.4;11.2;14.9;5083.0;4716.0;367.0;4769.0;3455.0;2036.0;119.0;2027.0;110.0;52.0;11.0;51.0;10.0;1364.0;3.0;872.0;523.0;113.0;69.0;44.0;11.0;226.0;349.0;27.0;82.0;22.0;13.0;57.0;8.0;39.0;101.0;93.0;315.0;-11.0;-14.0;-50.0;240.0
565;302 Manufacture of railway rolling stock;2009;0.3;0.3;0.3;0.3;96.0;95.0;2.0;76.0;43.0;41.0;3.0;40.0;3.0;1.0;1.0;1.0;1.0;0.0;0.0;19.0;16.0;3.0;2.0;2.0;0.0;0.0;13.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;9.0;1.0;20.0;1.0;0.0;0.0;21.0
566;302 Manufacture of railway rolling stock;2010;0.3;0.3;0.3;0.3;84.0;86.0;-2.0;83.0;33.0;24.0;4.0;26.0;7.0;6.0;1.0;7.0;1.0;2.0;1.0;23.0;17.0;4.0;2.0;2.0;0.0;1.0;26.0;0.0;1.0;0.0;3.0;0.0;0.0;11.0;10.0;2.0;1.0;0.0;0.0;0.0;1.0
