ID;RegioS;Perioden;TotaalZuiveringsinstallaties_1;MechanischeZuiveringsinstallaties_2;FysischChemischeZuiveringsinstallaties_3;TotaalBiologischeInstallaties_4;BiologischAerobeInstallaties_5;BiologischAnaerobeInstallaties_6;CombinatieAnaeroobAerobeInst_7;Capaciteit_8;CorresponderendAantalInstallaties_9;TotaalHoeveelheidSlibAfgevoerd_10;LandbouwBodem_11;DiervoedersDestructiebedrijven_12;Composteren_13;Storten_14;Verbranden_15;Vergisten_16;InzetAlsBrandstof_17;OverigeBestemmingen_18;TotaalDrogeStofAfgevoerd_19;LandbouwBodem_20;DiervoedersDestructiebedrijven_21;Composteren_22;Storten_23;Verbranden_24;Vergisten_25;InzetAlsBrandstof_26;OverigeBestemmingen_27
349;Noord-Brabant (PV);1997;138;9;86;43;33;6;4;3126;57;148494;51691;23056;4144;38956;18839;;;11808;31810;5619;3588;300;18997;2069;;;1237
350;Noord-Brabant (PV);1998;132;9;83;40;30;5;5;2900;53;127851;37318;24301;5059;41456;7573;;;12144;34800;6199;3977;374;21454;1346;;;1448
351;Noord-Brabant (PV);1999;143;11;91;41;31;5;5;2914;54;105858;24602;17402;938;28240;30258;;;4417;35721;5556;2929;67;13959;12619;;;590
352;Noord-Brabant (PV);2000;139;11;89;39;29;5;5;2772;51;172758;41662;17258;1077;40969;39604;;;32189;40016;8336;3853;84;13494;11692;;;2558
353;Noord-Brabant (PV);2001;138;10;90;38;27;6;5;2761;49;147505;35823;17121;3833;31157;32980;;;26592;31440;5176;3921;496;7700;12519;;;1627
354;Noord-Brabant (PV);2002;125;10;82;33;22;6;5;2714;43;228188;41877;9983;6356;60113;42657;;;67202;36184;6666;2622;1046;8234;10503;;;7114
355;Noord-Brabant (PV);2003;117;9;76;32;21;6;5;2833;41;226468;30647;11497;4483;51943;53171;;;74727;37109;6448;1739;1139;6448;10036;;;11300
356;Noord-Brabant (PV);2004;114;8;76;30;19;6;5;2821;39;221155;26842;0;10476;8172;55572;;;120093;35159;5610;0;2110;3080;9329;;;15031
357;Noord-Brabant (PV);2005;96;7;61;28;18;5;5;2733;33;152538;31250;0;11289;12336;36288;;;61375;34469;7337;0;2157;4497;6036;;;14442
358;Noord-Brabant (PV);2006;92;7;56;29;19;5;5;2733;33;119915;24576;0;13199;9836;39028;;;33275;24413;4036;0;2563;3440;9426;;;4949
359;Noord-Brabant (PV);2007;87;7;52;28;18;5;5;2728;32;116208;20248;0;16947;9915;16705;;;52395;21352;4718;0;3092;3523;4059;;;5960
360;Noord-Brabant (PV);2008;86;7;53;26;17;4;5;2624;30;237740;28246;0;27242;10040;16334;;;155878;24177;3960;0;4315;3631;4107;;;8166
361;Noord-Brabant (PV);2009;95;7;55;33;23;4;6;2698;35;148845;7462;0;17319;12018;40594;;;71452;25221;1094;0;3254;2955;7309;;;10609
362;Noord-Brabant (PV);2010;98;9;57;32;21;4;7;2993;38;259925;25480;0;14226;19838;40459;;;159922;50270;1783;0;2751;6466;6239;;;33031
363;Noord-Brabant (PV);2011;95;9;55;31;21;3;7;2911;37;169359;34504;0;13752;8491;16804;;;95807;26359;2431;0;2475;2757;5219;;;13477
364;Noord-Brabant (PV);2012;96;9;55;32;22;3;7;2953;38;181071;29154;0;11248;8943;7775;;;123951;27623;2039;0;2058;3261;3863;;;16401
365;Noord-Brabant (PV);2013;93;9;52;32;22;3;7;2943;37;140174;28191;0;12577;16180;10500;21280.0;36218.0;15228;25097;1959;0;2060;5104;1734;4169.0;2727.0;7343
366;Noord-Brabant (PV);2014;89;8;52;29;19;3;7;2843;34;151386;53457;0;13741;17539;1809;30878.0;18455.0;15507;25036;3734;0;2309;6953;520;5284.0;3333.0;2903
367;Noord-Brabant (PV);2015;90;8;52;30;19;3;8;2862;35;150553;22553;0;28900;20364;1221;34188.0;17641.0;25687;25122;1570;0;3244;8642;332;4368.0;3058.0;3908
368;Limburg (PV);1993;71;6;47;18;14;2;2;2726;20;261161;133591;17219;175;85117;89;;;24970;63559;12842;1994;5;37254;30;;;11434
369;Limburg (PV);1994;73;6;48;19;15;2;2;2756;21;216041;95721;18873;0;75348;164;;;25935;64448;13441;2217;0;36700;74;;;12017
370;Limburg (PV);1995;67;6;45;16;13;0;3;2758;20;187045;33835;26700;0;99360;323;;;26829;69388;1582;3607;0;50324;200;;;13676
371;Limburg (PV);1996;69;7;46;16;13;0;3;2758;20;173261;29969;21423;0;87732;328;;;33810;70499;1543;2725;0;47608;197;;;18427
372;Limburg (PV);1997;67;7;44;16;13;0;3;2758;20;136399;215;56055;0;51108;2357;;;26664;52964;97;4529;0;29989;536;;;17812
373;Limburg (PV);1998;66;7;44;15;12;0;3;2595;19;140926;8255;47543;0;14535;5924;;;64669;48703;584;3862;0;9066;1674;;;33518
374;Limburg (PV);1999;69;8;45;16;13;0;3;2225;19;115651;9767;30820;0;5996;9957;;;59112;44179;732;2061;0;3403;2253;;;35730
375;Limburg (PV);2000;67;7;44;16;13;0;3;2225;19;147159;17229;51675;0;4820;10881;;;62554;45726;1215;4097;0;2533;957;;;36924
376;Limburg (PV);2001;68;7;45;16;13;0;3;2225;19;125763;17983;41084;7603;4916;6652;;;47526;40788;1351;5136;3498;2262;4585;;;23956
377;Limburg (PV);2002;60;6;41;13;10;0;3;2200;17;175958;15884;46674;7094;6879;9940;;;89488;55601;1130;5115;3141;3013;4173;;;39029
378;Limburg (PV);2003;61;5;41;15;12;0;3;2235;18;150702;23821;34145;5997;5083;3820;;;77837;42777;1667;3527;2655;2061;830;;;32038
379;Limburg (PV);2004;59;5;40;14;11;0;3;2085;17;133668;24614;11447;6031;6374;1552;;;83649;50712;1678;2512;2835;3400;609;;;39678
380;Limburg (PV);2005;52;3;37;12;9;0;3;2047;15;93967;18777;15997;0;3674;1556;;;53963;37383;3611;2021;0;2091;715;;;28945
381;Limburg (PV);2006;52;3;38;11;8;0;3;2022;14;101503;17031;7395;875;4752;3342;;;68108;42533;3290;1242;350;2082;2033;;;33535
382;Limburg (PV);2007;53;3;38;12;9;0;3;2022;14;118403;9877;9012;849;2177;4076;;;92411;58916;819;1487;340;939;1896;;;53435
383;Limburg (PV);2008;49;2;35;12;9;0;3;2022;14;102701;11324;10926;0;2449;207;;;77794;29790;974;1901;0;1053;116;;;25746
384;Limburg (PV);2009;44;2;30;12;9;0;3;2022;14;99932;9590;9608;0;3321;1642;;;75771;27073;840;1566;0;1727;323;;;22617
385;Limburg (PV);2010;44;1;30;13;10;0;3;2040;15;99536;7432;7447;232;2561;1432;;;80431;28016;651;1214;40;1351;398;;;24363
386;Limburg (PV);2011;44;1;30;13;10;0;3;2040;15;115317;13151;5741;232;5873;1879;;;88441;33578;1040;746;40;3474;438;;;27840
387;Limburg (PV);2012;41;0;28;13;10;0;3;2066;16;96832;12721;0;7026;6561;2882;;;67643;35975;997;0;2459;3192;551;;;28775
388;Limburg (PV);2013;41;0;28;13;10;0;3;2066;16;91105;3001;10372;3739;7578;1685;6247.0;15510.0;42974;31512;116;892;1309;3600;337;521.0;10973.0;13764
389;Limburg (PV);2014;39;0;26;13;10;0;3;2066;16;96888;4801;13695;4242;8921;792;8744.0;7852.0;47842;32784;1690;1178;1485;4855;147;728.0;6171.0;16531
390;Limburg (PV);2015;39;0;24;15;12;0;3;2084;18;99859;5205;16358;4527;7277;417;6685.0;9513.0;49876;29952;1011;1407;1584;2014;78;826.0;4798.0;18234
