ID;RegioS;Perioden;TotaalZuiveringsinstallaties_1;MechanischeZuiveringsinstallaties_2;FysischChemischeZuiveringsinstallaties_3;TotaalBiologischeInstallaties_4;BiologischAerobeInstallaties_5;BiologischAnaerobeInstallaties_6;CombinatieAnaeroobAerobeInst_7;Capaciteit_8;CorresponderendAantalInstallaties_9;TotaalHoeveelheidSlibAfgevoerd_10;LandbouwBodem_11;DiervoedersDestructiebedrijven_12;Composteren_13;Storten_14;Verbranden_15;Vergisten_16;InzetAlsBrandstof_17;OverigeBestemmingen_18;TotaalDrogeStofAfgevoerd_19;LandbouwBodem_20;DiervoedersDestructiebedrijven_21;Composteren_22;Storten_23;Verbranden_24;Vergisten_25;InzetAlsBrandstof_26;OverigeBestemmingen_27
39;Noord-Nederland (LD);2009;63;6;22;35;25;3;7;2394;33;193324;93222;5079;6398;5455;2685;;;80485;14171;5769;711;1043;1246;463;;;4938
40;Noord-Nederland (LD);2010;63;6;23;34;24;3;7;2349;31;193355;96244;3712;7701;4889;1731;;;79079;14038;4585;538;1271;1996;375;;;5272
41;Noord-Nederland (LD);2011;62;6;22;34;24;3;7;2329;30;251380;47603;0;7563;3072;2496;;;190645;17620;2851;0;1422;1274;786;;;11287
42;Noord-Nederland (LD);2012;59;6;22;31;21;2;8;1988;29;217706;65501;0;9622;2675;2154;;;137754;21258;3622;0;2098;920;881;;;13737
43;Noord-Nederland (LD);2013;59;6;21;32;22;2;8;2000;30;258569;105922;0;14238;2303;2823;88836.0;29690.0;14758;28376;9872;0;2968;1016;477;9682.0;3742.0;619
44;Noord-Nederland (LD);2014;61;6;21;34;23;2;9;2020;31;259378;80327;0;11883;3526;1765;99962.0;23681.0;38235;25434;5644;0;2270;1584;440;10114.0;2042.0;3341
45;Noord-Nederland (LD);2015;59;6;21;32;21;2;9;1990;31;252833;69947;0;12872;2603;1560;112670.0;11903.0;41278;27832;5096;0;2394;1129;1098;12361.0;932.0;4821
46;Oost-Nederland (LD);1993;142;7;81;54;43;8;3;2470;59;212733;74621;11961;2776;78674;38624;;;6077;57013;5116;2987;500;30045;16113;;;2252
47;Oost-Nederland (LD);1994;149;7;86;56;44;8;4;2534;61;205743;72380;13063;4896;75503;37853;;;2048;53956;5433;2226;976;29283;15516;;;523
48;Oost-Nederland (LD);1995;149;8;84;57;45;8;4;2639;60;211537;66208;16979;7927;62308;53378;;;4736;59984;10621;2264;1496;23776;21282;;;545
49;Oost-Nederland (LD);1996;150;9;84;57;44;9;4;2644;61;205494;55659;24902;1350;61810;43300;;;18473;61958;10744;3908;326;24517;17160;;;5304
50;Oost-Nederland (LD);1997;149;9;82;58;45;8;5;2737;58;228578;39566;18833;3236;96394;3436;;;67113;78742;6357;2532;1057;43432;1551;;;23813
51;Oost-Nederland (LD);1998;149;11;83;55;43;7;5;2681;58;215561;44159;18746;2169;68908;38480;;;43099;64572;5922;2987;456;22372;16857;;;15979
52;Oost-Nederland (LD);1999;153;11;85;57;44;8;5;2595;58;205961;28441;22704;3309;68810;40807;;;41890;69008;4387;3390;499;27572;20613;;;12548
53;Oost-Nederland (LD);2000;152;11;85;56;43;8;5;2577;57;237809;49941;23077;0;35558;47158;;;82076;56880;6394;3804;0;13662;18062;;;14958
54;Oost-Nederland (LD);2001;151;10;87;54;41;8;5;2471;54;243738;48710;24792;5901;42027;46468;;;75841;58792;4763;4355;1212;16159;18398;;;13906
55;Oost-Nederland (LD);2002;146;10;84;52;39;8;5;2428;52;231943;43843;26706;18656;22385;65444;;;54910;60448;4814;4837;6666;7252;22118;;;14761
56;Oost-Nederland (LD);2003;142;9;84;49;36;8;5;2136;50;220867;53649;22395;9989;17060;50103;;;67672;50283;4947;4006;2174;6254;17807;;;15093
57;Oost-Nederland (LD);2004;131;7;73;51;37;9;5;2137;51;212963;53737;10375;11254;8320;43500;;;85778;40915;4779;1255;2026;3425;15812;;;13620
58;Oost-Nederland (LD);2005;123;7;71;45;33;7;5;2311;47;199923;56998;9992;9404;7025;42951;;;73552;39523;4448;1128;1881;3173;12567;;;16328
59;Oost-Nederland (LD);2006;118;8;68;42;31;6;5;2266;45;168606;33169;2767;8925;14736;26161;;;82849;38753;3742;211;1538;5736;12278;;;15249
60;Oost-Nederland (LD);2007;113;8;63;42;31;6;5;2106;44;169281;24905;7293;15675;19999;27750;;;73659;37407;2554;766;2503;6220;11842;;;13523
61;Oost-Nederland (LD);2008;112;4;64;44;33;7;4;2101;46;276213;16024;9317;13460;74890;38496;;;124027;43623;755;963;2009;4933;4498;;;30466
62;Oost-Nederland (LD);2009;115;6;63;46;35;7;4;2104;48;283690;14870;9320;16290;80334;20886;;;141991;41591;696;964;2611;6270;2119;;;28931
63;Oost-Nederland (LD);2010;114;6;62;46;35;7;4;2110;49;257217;10526;7002;22663;84734;19496;;;112796;40075;576;734;3468;7306;2368;;;25622
64;Oost-Nederland (LD);2011;111;6;60;45;34;7;4;2090;48;195082;11541;1895;19424;18012;8568;;;135641;36047;704;83;3435;5112;988;;;25724
65;Oost-Nederland (LD);2012;106;5;57;44;32;5;7;2097;48;242006;13461;1200;13470;58993;5569;;;149313;37075;820;62;2306;4592;422;;;28873
66;Oost-Nederland (LD);2013;101;5;52;44;32;5;7;2084;49;239499;7203;0;15197;59607;4660;58206.0;40262.0;54363;38869;370;0;2817;4419;928;6605.0;8398.0;15332
67;Oost-Nederland (LD);2014;99;5;50;44;32;5;7;2104;50;225102;9196;968;4298;41253;3461;79980.0;33542.0;52404;36840;403;48;643;4422;1009;7537.0;9715.0;13063
68;Oost-Nederland (LD);2015;102;5;53;44;31;6;7;2049;51;197298;10866;639;4595;7677;4259;97925.0;31988.0;39350;36032;618;30;666;4401;901;10769.0;10105.0;8542
69;West-Nederland (LD);1993;183;6;91;86;71;5;10;4632;95;266859;125680;22060;30079;49556;29548;;;9936;32786;7676;4444;5388;6202;8305;;;771
70;West-Nederland (LD);1994;187;9;91;87;71;6;10;4652;96;199455;78562;18002;20741;44213;25607;;;12330;27290;6592;3505;4958;7491;4264;;;481
71;West-Nederland (LD);1995;177;7;83;87;72;2;13;4688;96;194647;74628;10103;13323;38814;39844;;;17935;24757;6320;1883;883;10261;4725;;;685
72;West-Nederland (LD);1996;181;8;85;88;72;2;14;4717;97;248116;119402;26351;14281;31226;44923;;;11934;35039;11695;5756;744;10406;5799;;;639
73;West-Nederland (LD);1997;181;9;84;88;69;4;15;4717;93;226736;103632;21036;5850;38775;39847;;;17595;34637;9195;3853;762;14184;4941;;;1703
74;West-Nederland (LD);1998;174;8;80;86;67;4;15;4702;89;230275;76798;24104;3314;42827;61725;;;21507;45522;10205;4415;419;12938;15975;;;1570
75;West-Nederland (LD);1999;184;11;85;88;69;4;15;5101;90;206251;75756;13212;11437;26673;69288;;;9885;36537;10588;2790;1741;7702;12977;;;739
76;West-Nederland (LD);2000;187;11;87;89;70;4;15;5084;89;246954;66496;26802;5956;31553;91631;;;24517;44377;12670;4981;1025;7134;15804;;;2764
77;West-Nederland (LD);2001;182;10;86;86;68;3;15;5064;86;243092;57411;28979;7304;17204;97762;;;34433;38150;8804;5420;1437;6605;13329;;;2555
78;West-Nederland (LD);2002;175;7;84;84;66;3;15;4983;86;284890;94432;16333;10831;43032;96975;;;23289;43910;16275;3984;1848;9481;9993;;;2331
79;West-Nederland (LD);2003;166;6;79;81;65;3;13;4893;82;261326;82919;13235;8575;34856;86338;;;35404;42310;15129;2593;2215;9209;8656;;;4508
80;West-Nederland (LD);2004;163;7;76;80;64;3;13;4903;81;265239;58934;14408;29843;15864;109992;;;36199;41490;10199;2836;5871;6508;11437;;;4639
81;West-Nederland (LD);2005;153;7;69;77;62;2;13;4884;79;251454;59561;16673;21287;12713;104167;;;37052;41500;11430;3283;3190;5993;12192;;;5413
82;West-Nederland (LD);2006;143;5;68;70;57;2;11;4348;73;223219;52206;11435;21200;14685;76920;;;46774;43904;10429;1944;2576;8224;10319;;;10412
83;West-Nederland (LD);2007;140;5;66;69;56;2;11;4367;72;251885;46577;11924;27927;25209;93299;;;46948;51311;7576;1610;4049;14361;13654;;;10062
84;West-Nederland (LD);2008;145;5;66;74;61;2;11;4425;77;326049;52320;16896;27329;17024;124912;;;87568;58382;7496;2399;2865;8843;18536;;;18243
85;West-Nederland (LD);2009;150;7;63;80;64;3;13;4587;79;320347;61323;13137;27415;20984;119831;;;77658;61330;8784;1958;2649;9579;18168;;;20192
86;West-Nederland (LD);2010;155;7;64;84;68;3;13;4626;82;274569;76122;12321;8823;37846;69467;;;69990;58744;16258;1787;1246;12595;10849;;;16011
87;West-Nederland (LD);2011;150;6;61;83;67;3;13;4596;81;349648;73112;20601;22004;33557;72017;;;128357;68937;13682;2905;4394;14011;16274;;;17672
88;West-Nederland (LD);2012;147;4;57;86;69;3;14;4840;83;361205;56119;13467;44041;26544;82849;;;138184;68995;9736;1710;7105;9573;13550;;;27320
89;West-Nederland (LD);2013;146;4;54;88;71;3;14;4874;84;391289;55811;10983;54183;27245;98207;9864.0;43549.0;91448;77936;8671;1373;7564;9056;13407;1180.0;8756.0;27929
90;West-Nederland (LD);2014;139;4;49;86;70;2;14;4791;83;371811;44736;14219;54292;33396;68894;40902.0;30331.0;85040;74477;3946;1777;11507;13819;11592;5207.0;3072.0;23557
91;West-Nederland (LD);2015;142;5;49;88;71;3;14;4820;83;386460;36406;13822;59443;45461;72376;54624.0;27719.0;76610;79249;5857;1659;12515;15828;10552;5925.0;4209.0;22705
92;Zuid-Nederland (LD);1993;203;17;122;64;48;8;8;5790;81;588324;242516;36397;84275;183263;14654;;;27219;116087;20812;5770;1735;73821;1965;;;11983
93;Zuid-Nederland (LD);1994;211;17;128;66;51;8;7;5876;83;489676;190844;28001;58514;165187;19390;;;27740;113391;19630;4327;1927;72702;2407;;;12399
94;Zuid-Nederland (LD);1995;205;19;128;58;45;5;8;5814;78;404015;107433;47001;1309;194561;13676;;;40035;122248;7902;6752;489;89609;1966;;;15531
95;Zuid-Nederland (LD);1996;213;20;133;60;46;6;8;5818;79;449106;108573;55790;35768;179411;16405;;;53158;133025;8676;7411;1057;91616;2293;;;21973
96;Zuid-Nederland (LD);1997;205;16;130;59;46;6;7;5884;77;284893;51906;79111;4144;90064;21196;;;38472;84774;5716;8118;300;48986;2605;;;19049
97;Zuid-Nederland (LD);1998;198;16;127;55;42;5;8;5495;72;268776;45573;71844;5059;55990;13497;;;76813;83503;6783;7839;374;30521;3020;;;34966
98;Zuid-Nederland (LD);1999;212;19;136;57;44;5;8;5139;73;221509;34369;48222;938;34236;40215;;;63529;79899;6288;4990;67;17363;14873;;;36319
99;Zuid-Nederland (LD);2000;206;18;133;55;42;5;8;4997;70;319917;58891;68933;1077;45789;50485;;;94742;85742;9551;7950;84;16027;12649;;;39482
100;Zuid-Nederland (LD);2001;206;17;135;54;40;6;8;4987;68;273268;53806;58204;11436;36072;39631;;;74118;72228;6527;9057;3994;9962;17104;;;25583
101;Zuid-Nederland (LD);2002;185;16;123;46;32;6;8;4914;60;404146;57761;56656;13450;66992;52597;;;156691;91785;7796;7736;4187;11247;14677;;;46143
102;Zuid-Nederland (LD);2003;178;14;117;47;33;6;8;5067;59;377170;54467;45642;10480;57026;56990;;;152563;79887;8115;5266;3794;8508;10866;;;43338
103;Zuid-Nederland (LD);2004;173;13;116;44;30;6;8;4906;56;354823;51456;11447;16507;14546;57125;;;203742;85871;7288;2512;4945;6480;9938;;;54709
104;Zuid-Nederland (LD);2005;148;10;98;40;27;5;8;4779;48;246505;50026;15997;11289;16010;37844;;;115338;71852;10948;2021;2157;6588;6750;;;43386
105;Zuid-Nederland (LD);2006;144;10;94;40;27;5;8;4754;47;221418;41607;7395;14074;14588;42370;;;101384;66946;7327;1242;2913;5521;11459;;;38484
106;Zuid-Nederland (LD);2007;140;10;90;40;27;5;8;4749;46;234611;30124;9012;17796;12092;20781;;;144806;80268;5538;1487;3432;4462;5955;;;59395
107;Zuid-Nederland (LD);2008;135;9;88;38;26;4;8;4645;44;340440;39570;10926;27242;12489;16541;;;233673;53967;4934;1901;4315;4683;4223;;;33911
108;Zuid-Nederland (LD);2009;139;9;85;45;32;4;9;4719;49;248777;17052;9608;17319;15340;42236;;;147223;52294;1933;1566;3254;4682;7632;;;33227
109;Zuid-Nederland (LD);2010;142;10;87;45;31;4;10;5033;53;359461;32912;7447;14458;22399;41892;;;240353;78286;2434;1214;2791;7817;6637;;;57394
110;Zuid-Nederland (LD);2011;139;10;85;44;31;3;10;4951;52;284676;47655;5741;13984;14364;18683;;;184248;59936;3471;746;2515;6231;5656;;;41318
111;Zuid-Nederland (LD);2012;137;9;83;45;32;3;10;5019;54;277903;41875;0;18274;15503;10657;;;191595;63597;3036;0;4517;6453;4414;;;45176
112;Zuid-Nederland (LD);2013;134;9;80;45;32;3;10;5009;53;231279;31192;10372;16315;23758;12185;27527.0;51728.0;58202;56608;2075;892;3369;8705;2071;4691.0;13700.0;21106
113;Zuid-Nederland (LD);2014;128;8;78;42;29;3;10;4908;50;248274;58258;13695;17983;26460;2601;39622.0;26307.0;63349;57820;5424;1178;3794;11808;667;6012.0;9504.0;19434
114;Zuid-Nederland (LD);2015;129;8;76;45;31;3;11;4947;53;250412;27759;16358;33427;27641;1638;40873.0;27154.0;75562;55074;2581;1407;4828;10656;409;5194.0;7857.0;22141
115;Groningen (PV);1993;34;3;10;21;15;2;4;1703;21;204359;150146;17400;0;11128;247;;;25438;15021;7670;2979;0;4207;82;;;83
116;Groningen (PV);1994;35;3;11;21;15;2;4;1703;21;216988;182677;16800;0;10075;79;;;7357;14370;7136;3024;0;3591;27;;;592
117;Groningen (PV);1995;34;3;10;21;16;1;4;1696;20;184390;143321;18400;7432;6929;207;;;8102;11197;4697;3272;910;1675;94;;;549
118;Groningen (PV);1996;35;3;11;21;16;1;4;1696;20;164206;126368;18000;7127;5751;207;;;6753;8720;4233;1440;777;1819;94;;;358
119;Groningen (PV);1997;34;3;11;20;15;1;4;1611;19;153584;126422;18000;0;3330;59;;;5773;7062;5340;108;0;967;21;;;626
120;Groningen (PV);1998;33;3;10;20;15;1;4;1594;18;103830;54510;19000;0;2250;59;;;28011;6880;2799;1520;0;682;21;;;1858
121;Groningen (PV);1999;35;4;10;21;16;1;4;1609;19;129061;92882;22798;0;2664;87;;;10630;7709;3806;1569;0;930;28;;;1377
122;Groningen (PV);2000;35;5;9;21;16;1;4;1609;19;149763;121042;16972;0;2385;76;;;9288;10748;7027;1358;0;760;27;;;1576
123;Groningen (PV);2001;36;5;9;22;17;1;4;1628;20;171032;142170;0;12856;2039;103;;;13865;11488;6798;0;2504;656;36;;;1494
124;Groningen (PV);2002;32;5;7;20;15;1;4;1528;19;165570;140925;0;13929;1565;187;;;8965;11271;7534;0;1351;641;65;;;1680
125;Groningen (PV);2003;31;4;8;19;14;1;4;1508;18;147247;86842;0;6633;1852;189;;;51731;17403;4353;0;1088;624;66;;;11273
126;Groningen (PV);2004;30;3;8;19;14;1;4;1508;18;118978;77974;0;6089;1580;189;;;33146;12553;3936;0;907;548;66;;;7096
127;Groningen (PV);2005;29;3;8;18;13;1;4;1468;17;168667;117467;0;8612;3525;537;;;38527;15638;5043;0;1179;952;40;;;8425
128;Groningen (PV);2006;27;2;8;17;12;1;4;1398;16;95103;61741;0;5869;2881;537;;;24075;6298;3023;0;1042;1091;40;;;1102
129;Groningen (PV);2007;27;2;8;17;12;1;4;1398;16;99853;71893;0;6924;3027;488;;;17520;6503;3098;0;1122;1192;61;;;1030
130;Groningen (PV);2008;28;2;8;18;13;1;4;1382;15;105276;77381;0;6655;4391;488;;;16361;7135;4277;0;945;1015;61;;;837
131;Groningen (PV);2009;31;5;6;20;15;1;4;1452;17;94874;59584;0;5729;4940;389;;;24232;7527;3925;0;945;1006;51;;;1600
132;Groningen (PV);2010;30;5;6;19;14;1;4;1422;16;116036;68233;0;7701;4620;389;;;35095;8832;2850;0;1271;1809;51;;;2852
133;Groningen (PV);2011;30;5;6;19;14;1;4;1422;16;107419;34387;0;7563;2730;1666;;;61074;9519;1281;0;1422;1070;652;;;5094
134;Groningen (PV);2012;28;5;6;17;13;0;4;1045;14;135164;55467;0;9622;2316;1461;;;66298;13077;2138;0;2098;711;765;;;7365
135;Groningen (PV);2013;27;5;5;17;13;0;4;1045;14;145931;67334;0;14238;1952;617;46824.0;365.0;14601;13497;2737;0;2968;796;212;5833.0;347.0;604
136;Groningen (PV);2014;27;5;5;17;13;0;4;1045;14;143028;60345;0;11883;2502;606;40385.0;534.0;26774;12856;2123;0;2270;1095;208;4481.0;507.0;2172
137;Groningen (PV);2015;28;5;6;17;13;0;4;1045;15;147013;53091;0;12872;2261;180;52151.0;10979.0;15478;15985;2277;0;2394;917;71;6173.0;839.0;3314
138;Friesland (PV);1993;17;1;8;8;5;3;0;381;9;6949;3241;1500;0;1900;118;;;190;707;156;375;0;123;44;;;10
139;Friesland (PV);1994;19;1;10;8;5;3;0;381;9;7510;1212;1500;0;2288;10;;;2500;637;38;375;0;96;3;;;125
140;Friesland (PV);1995;19;1;10;8;5;3;0;381;9;4710;0;0;0;2192;10;;;2509;406;0;0;0;274;1;;;131
141;Friesland (PV);1996;23;1;14;8;5;3;0;387;10;9640;5000;1996;140;1406;1062;;;36;1500;500;295;14;306;369;;;16
142;Friesland (PV);1997;25;1;14;10;6;3;1;403;12;8713;5000;2017;140;1434;64;;;57;1136;500;265;14;315;19;;;23
143;Friesland (PV);1998;26;2;14;10;6;3;1;403;12;8909;5200;2169;0;1431;83;;;27;1102;520;280;0;263;29;;;10
144;Friesland (PV);1999;27;2;13;12;8;2;2;441;12;23268;5000;2843;0;14206;976;;;243;4178;500;509;0;3000;82;;;86
145;Friesland (PV);2000;27;2;13;12;8;2;2;441;12;50092;4652;12877;0;7860;660;;;24043;6852;486;3125;0;1600;184;;;1456
146;Friesland (PV);2001;25;2;11;12;8;2;2;441;12;40810;8485;11445;0;2389;95;;;18396;5994;818;2861;0;790;32;;;1493
147;Friesland (PV);2002;25;2;11;12;8;2;2;441;12;55072;13727;10472;1634;6299;296;;;22644;6629;1086;2094;439;1563;100;;;1347
148;Friesland (PV);2003;24;2;10;12;8;2;2;441;12;36545;14268;3871;2343;10210;0;;;5854;4329;800;968;619;1293;0;;;650
149;Friesland (PV);2004;24;2;10;12;8;2;2;462;12;61780;11819;4112;1756;40548;0;;;3545;4241;569;1028;465;1849;0;;;330
150;Friesland (PV);2005;24;2;10;12;8;2;2;462;12;52909;10843;5235;1664;31662;7;;;3498;3766;552;1047;443;1397;0;;;327
151;Friesland (PV);2006;23;1;10;12;8;2;2;462;12;47121;14773;5242;21425;2365;49;;;3268;3289;773;681;941;532;2;;;359
152;Friesland (PV);2007;23;1;10;12;8;2;2;482;12;58944;21317;4834;23017;497;7;;;9273;4383;972;580;1611;247;0;;;972
153;Friesland (PV);2008;23;1;10;12;8;2;2;482;12;70784;18272;6319;0;588;16786;;;28819;6559;844;822;0;294;2518;;;2082
154;Friesland (PV);2009;23;1;10;12;8;2;2;482;12;62832;29150;5079;0;505;2296;;;25801;4303;1256;711;0;236;413;;;1687
155;Friesland (PV);2010;23;1;10;12;8;2;2;467;11;51023;24921;3712;0;248;647;;;21494;3761;1340;538;0;179;229;;;1475
156;Friesland (PV);2011;23;1;10;12;8;2;2;467;11;85475;9464;0;0;322;303;;;75386;4249;1161;0;0;196;61;;;2832
157;Friesland (PV);2012;22;1;10;11;7;2;2;487;11;32168;9441;0;0;350;166;;;22211;3705;1419;0;0;206;44;;;2037
158;Friesland (PV);2013;22;1;10;11;7;2;2;487;11;58356;32076;0;0;343;1424;19073.0;5338.0;102;8592;5958;0;0;217;157;1839.0;416.0;5
159;Friesland (PV);2014;22;1;10;11;7;2;2;487;11;42264;12203;0;0;340;899;27850.0;825.0;148;5071;2154;0;0;212;127;2490.0;83.0;6
160;Friesland (PV);2015;20;1;10;9;5;2;2;457;10;50045;8869;0;0;341;18;39742.0;924.0;150;5147;1396;0;0;212;18;3421.0;93.0;7
161;Drenthe (PV);1993;20;1;12;7;7;0;0;419;9;7809;5490;936;0;103;1159;;;121;1247;310;94;0;27;788;;;28
162;Drenthe (PV);1994;20;1;12;7;6;0;1;513;9;10643;8845;0;0;100;707;;;991;980;332;0;0;30;505;;;113
163;Drenthe (PV);1995;16;0;12;4;3;0;1;517;5;37274;5000;1000;0;1141;697;;;29437;1396;150;100;0;224;434;;;489
164;Drenthe (PV);1996;16;0;12;4;3;0;1;507;5;10767;4648;1000;0;1179;890;;;3050;1346;33;100;0;235;613;;;366
165;Drenthe (PV);1997;15;0;11;4;3;0;1;507;5;11283;1964;1020;0;3339;0;;;4960;1899;53;102;0;592;0;;;1152
166;Drenthe (PV);1998;15;0;11;4;4;0;0;367;5;9109;5267;1020;0;565;558;;;1699;1061;142;102;0;125;502;;;190
167;Drenthe (PV);1999;16;0;11;5;4;0;1;448;6;4575;0;600;0;1396;1629;;;950;932;0;90;0;289;467;;;86
