ID;IndustryBranchesSIC93;Periods;EnterprisesApplyingForAnEPOPatent_1;PatentApplicationsAtTheEPO_2;EnterprisesApplyingForANLOCPatent_3;PatentApplicationsAtTheNLOC_4
459;67 Auxiliary to financial intermediation;2000;7.0;19.0;10.0;13.0
460;67 Auxiliary to financial intermediation;2001;8.0;26.0;8.0;9.0
461;67 Auxiliary to financial intermediation;2002;4.0;25.0;11.0;12.0
462;67 Auxiliary to financial intermediation;2003;5.0;28.0;3.0;3.0
463;67 Auxiliary to financial intermediation;2004;2.0;29.0;7.0;8.0
464;67 Auxiliary to financial intermediation;2005;7.0;42.0;9.0;8.0
465;67 Auxiliary to financial intermediation;2006;3.0;3.0;6.0;6.0
466;67 Auxiliary to financial intermediation;2007;5.0;6.0;6.0;6.0
467;67 Auxiliary to financial intermediation;2008;2.0;2.0;6.0;4.0
468;K Real estate, renting and business ...;2000;194.0;503.0;299.0;408.0
469;K Real estate, renting and business ...;2001;188.0;586.0;285.0;407.0
470;K Real estate, renting and business ...;2002;171.0;517.0;281.0;405.0
471;K Real estate, renting and business ...;2003;162.0;527.0;306.0;412.0
472;K Real estate, renting and business ...;2004;193.0;361.0;308.0;382.0
473;K Real estate, renting and business ...;2005;202.0;354.0;355.0;433.0
474;K Real estate, renting and business ...;2006;215.0;503.0;278.0;351.0
475;K Real estate, renting and business ...;2007;207.0;627.0;284.0;349.0
476;K Real estate, renting and business ...;2008;202.0;622.0;290.0;342.0
477;70 Real estate activities;2000;3.0;3.0;5.0;5.0
478;70 Real estate activities;2001;5.0;6.0;4.0;6.0
479;70 Real estate activities;2002;6.0;8.0;6.0;7.0
480;70 Real estate activities;2003;6.0;7.0;9.0;9.0
481;70 Real estate activities;2004;4.0;4.0;12.0;12.0
482;70 Real estate activities;2005;2.0;2.0;13.0;14.0
483;70 Real estate activities;2006;13.0;12.0;10.0;16.0
484;70 Real estate activities;2007;5.0;8.0;15.0;15.0
485;70 Real estate activities;2008;3.0;3.0;14.0;14.0
486;71 Renting of machinery and equipment;2000;1.0;1.0;2.0;3.0
487;71 Renting of machinery and equipment;2001;1.0;1.0;7.0;7.0
488;71 Renting of machinery and equipment;2002;4.0;4.0;5.0;7.0
489;71 Renting of machinery and equipment;2003;1.0;1.0;2.0;3.0
490;71 Renting of machinery and equipment;2004;4.0;5.0;6.0;6.0
491;71 Renting of machinery and equipment;2005;1.0;2.0;2.0;5.0
492;71 Renting of machinery and equipment;2006;3.0;18.0;5.0;15.0
493;71 Renting of machinery and equipment;2007;3.0;3.0;2.0;2.0
494;71 Renting of machinery and equipment;2008;1.0;1.0;8.0;9.0
495;72 Computer service and information ...;2000;15.0;36.0;34.0;37.0
496;72 Computer service and information ...;2001;12.0;45.0;27.0;26.0
497;72 Computer service and information ...;2002;17.0;50.0;22.0;23.0
498;72 Computer service and information ...;2003;15.0;56.0;30.0;26.0
499;72 Computer service and information ...;2004;16.0;52.0;30.0;31.0
500;72 Computer service and information ...;2005;17.0;23.0;28.0;27.0
501;72 Computer service and information ...;2006;16.0;27.0;25.0;24.0
502;72 Computer service and information ...;2007;19.0;85.0;29.0;39.0
503;72 Computer service and information ...;2008;18.0;62.0;28.0;27.0
504;73 Research and development;2000;42.0;163.0;26.0;90.0
505;73 Research and development;2001;49.0;167.0;28.0;104.0
506;73 Research and development;2002;45.0;121.0;28.0;114.0
507;73 Research and development;2003;39.0;113.0;18.0;76.0
508;73 Research and development;2004;46.0;115.0;32.0;58.0
509;73 Research and development;2005;47.0;122.0;41.0;56.0
510;73 Research and development;2006;52.0;248.0;22.0;41.0
511;73 Research and development;2007;56.0;347.0;25.0;45.0
512;73 Research and development;2008;61.0;384.0;36.0;65.0
513;74 Other business activities;2000;133.0;300.0;232.0;273.0
514;74 Other business activities;2001;121.0;368.0;219.0;265.0
515;74 Other business activities;2002;99.0;336.0;220.0;255.0
516;74 Other business activities;2003;101.0;350.0;247.0;299.0
517;74 Other business activities;2004;123.0;186.0;228.0;275.0
518;74 Other business activities;2005;135.0;206.0;271.0;332.0
519;74 Other business activities;2006;131.0;199.0;216.0;255.0
520;74 Other business activities;2007;124.0;185.0;213.0;248.0
521;74 Other business activities;2008;119.0;172.0;204.0;228.0
522;L Public administration and defence;2000;;;1.0;1.0
523;L Public administration and defence;2001;;;1.0;2.0
524;L Public administration and defence;2002;;;;
525;L Public administration and defence;2003;1.0;1.0;3.0;2.0
526;L Public administration and defence;2004;2.0;1.0;1.0;1.0
527;L Public administration and defence;2005;1.0;1.0;1.0;1.0
528;L Public administration and defence;2006;1.0;1.0;2.0;1.0
529;L Public administration and defence;2007;;;;
530;L Public administration and defence;2008;;;1.0;1.0
531;M Education;2000;10.0;47.0;11.0;33.0
532;M Education;2001;7.0;38.0;12.0;33.0
533;M Education;2002;10.0;38.0;6.0;32.0
534;M Education;2003;11.0;48.0;13.0;33.0
535;M Education;2004;10.0;40.0;7.0;29.0
536;M Education;2005;10.0;41.0;6.0;27.0
537;M Education;2006;11.0;57.0;10.0;35.0
538;M Education;2007;13.0;64.0;10.0;32.0
539;M Education;2008;12.0;76.0;10.0;34.0
540;N Health and social work;2000;20.0;59.0;13.0;12.0
541;N Health and social work;2001;18.0;27.0;11.0;11.0
542;N Health and social work;2002;16.0;25.0;10.0;11.0
543;N Health and social work;2003;16.0;36.0;12.0;14.0
544;N Health and social work;2004;15.0;37.0;10.0;10.0
545;N Health and social work;2005;17.0;39.0;13.0;12.0
546;N Health and social work;2006;20.0;50.0;15.0;13.0
547;N Health and social work;2007;25.0;66.0;16.0;19.0
548;N Health and social work;2008;21.0;65.0;14.0;13.0
549;O Other community, social and ...;2000;6.0;7.0;25.0;37.0
550;O Other community, social and ...;2001;15.0;21.0;20.0;26.0
551;O Other community, social and ...;2002;11.0;25.0;25.0;33.0
552;O Other community, social and ...;2003;9.0;21.0;32.0;41.0
553;O Other community, social and ...;2004;14.0;24.0;15.0;20.0
554;O Other community, social and ...;2005;3.0;12.0;22.0;23.0
555;O Other community, social and ...;2006;17.0;26.0;21.0;23.0
556;O Other community, social and ...;2007;11.0;21.0;31.0;34.0
557;O Other community, social and ...;2008;8.0;10.0;20.0;21.0
558;90 Sewage and refuse disposal;2000;3.0;1.0;5.0;7.0
559;90 Sewage and refuse disposal;2001;2.0;4.0;3.0;3.0
560;90 Sewage and refuse disposal;2002;1.0;2.0;3.0;3.0
561;90 Sewage and refuse disposal;2003;1.0;1.0;3.0;3.0
562;90 Sewage and refuse disposal;2004;;;2.0;2.0
563;90 Sewage and refuse disposal;2005;;;4.0;5.0
564;90 Sewage and refuse disposal;2006;3.0;3.0;3.0;4.0
565;90 Sewage and refuse disposal;2007;3.0;3.0;4.0;5.0
566;90 Sewage and refuse disposal;2008;;;3.0;2.0
567;91 Activities of membership ...;2000;2.0;5.0;2.0;10.0
568;91 Activities of membership ...;2001;4.0;8.0;1.0;9.0
569;91 Activities of membership ...;2002;6.0;19.0;3.0;11.0
570;91 Activities of membership ...;2003;2.0;14.0;7.0;17.0
571;91 Activities of membership ...;2004;6.0;17.0;4.0;9.0
572;91 Activities of membership ...;2005;1.0;11.0;3.0;3.0
573;91 Activities of membership ...;2006;3.0;11.0;3.0;4.0
574;91 Activities of membership ...;2007;5.0;16.0;6.0;8.0
575;91 Activities of membership ...;2008;4.0;6.0;3.0;3.0
576;92 Recreational;2000;1.0;1.0;13.0;15.0
577;92 Recreational;2001;6.0;6.0;9.0;8.0
578;92 Recreational;2002;3.0;3.0;15.0;16.0
579;92 Recreational;2003;3.0;3.0;16.0;16.0
580;92 Recreational;2004;5.0;5.0;7.0;7.0
581;92 Recreational;2005;1.0;1.0;9.0;9.0
582;92 Recreational;2006;8.0;9.0;12.0;12.0
583;92 Recreational;2007;3.0;3.0;16.0;18.0
584;92 Recreational;2008;4.0;4.0;12.0;14.0
585;93 Other service activities;2000;;;5.0;5.0
586;93 Other service activities;2001;3.0;3.0;7.0;7.0
587;93 Other service activities;2002;1.0;1.0;4.0;4.0
588;93 Other service activities;2003;3.0;2.0;6.0;5.0
589;93 Other service activities;2004;3.0;3.0;2.0;2.0
590;93 Other service activities;2005;1.0;;6.0;6.0
591;93 Other service activities;2006;3.0;3.0;3.0;3.0
592;93 Other service activities;2007;;;5.0;4.0
593;93 Other service activities;2008;;;2.0;2.0
594;P Private households with employed ...;2000;;;;
595;P Private households with employed ...;2001;;;;
596;P Private households with employed ...;2002;;;;
597;P Private households with employed ...;2003;;;;
598;P Private households with employed ...;2004;;;;
599;P Private households with employed ...;2005;;;;
600;P Private households with employed ...;2006;;;;
601;P Private households with employed ...;2007;;;;
602;P Private households with employed ...;2008;;;;
603;Q Extra-territorial organizations ...;2000;;;;
604;Q Extra-territorial organizations ...;2001;;;;
605;Q Extra-territorial organizations ...;2002;;;;
606;Q Extra-territorial organizations ...;2003;;;;
607;Q Extra-territorial organizations ...;2004;;;;
608;Q Extra-territorial organizations ...;2005;;;;
609;Q Extra-territorial organizations ...;2006;;;;
610;Q Extra-territorial organizations ...;2007;;;;
611;Q Extra-territorial organizations ...;2008;;;;
612;Unknown;2000;;214.0;;357.0
613;Unknown;2001;;191.0;;328.0
614;Unknown;2002;;204.0;;351.0
615;Unknown;2003;;178.0;;320.0
616;Unknown;2004;;183.0;;301.0
617;Unknown;2005;;213.0;;337.0
618;Unknown;2006;;101.0;;265.0
619;Unknown;2007;;108.0;;274.0
620;Unknown;2008;;254.0;;434.0
