ID;Energiedragers;Perioden;Hoeveelheid_1;OntwikkelingTOVEenJaarEerder_2;Prijsindexcijfer_3;OntwikkelingTOVEenJaarEerder_4
1467;Steenkool en steenkoolproducten;2012 mei;23.0;-14.5;110.6;1.5
1468;Steenkool en steenkoolproducten;2012 juni;22.0;-6.3;107.2;-6.3
1469;Steenkool en steenkoolproducten;2012 2e kwartaal;73.0;-5.2;109.7;-1.9
1470;Steenkool en steenkoolproducten;2012 juli;30.0;29.6;121.2;-2.6
1471;Steenkool en steenkoolproducten;2012 augustus;29.0;29.9;108.9;-9.3
1472;Steenkool en steenkoolproducten;2012 september;29.0;18.3;106.3;-12.4
1473;Steenkool en steenkoolproducten;2012 3e kwartaal;88.0;25.7;112.1;-8.1
1474;Steenkool en steenkoolproducten;2012 oktober;33.0;14.3;101.3;-18.1
1475;Steenkool en steenkoolproducten;2012 november;30.0;7.8;101.1;-15.0
1476;Steenkool en steenkoolproducten;2012 december;28.0;-4.6;98.3;-20.7
1477;Steenkool en steenkoolproducten;2012 4e kwartaal;92.0;5.7;100.2;-18.0
1478;Steenkool en steenkoolproducten;2012;344.0;9.9;109.8;-6.5
1479;Steenkool en steenkoolproducten;2013 januari;28.0;-4.3;95.3;-19.3
1480;Steenkool en steenkoolproducten;2013 februari;25.0;-17.5;90.7;-20.7
1481;Steenkool en steenkoolproducten;2013 maart;28.0;-10.8;93.5;-21.0
1482;Steenkool en steenkoolproducten;2013 1e kwartaal;81.0;-11.0;93.2;-20.3
1483;Steenkool en steenkoolproducten;2013 april;30.0;8.5;96.5;-13.3
1484;Steenkool en steenkoolproducten;2013 mei;27.0;16.3;91.4;-17.4
1485;Steenkool en steenkoolproducten;2013 juni;18.0;-14.8;87.6;-18.3
1486;Steenkool en steenkoolproducten;2013 2e kwartaal;76.0;4.1;91.8;-16.3
1487;Steenkool en steenkoolproducten;2013 juli;28.0;-5.6;87.9;-27.5
1488;Steenkool en steenkoolproducten;2013 augustus;30.0;3.9;73.3;-32.7
1489;Steenkool en steenkoolproducten;2013 september;30.0;1.9;81.2;-23.7
1490;Steenkool en steenkoolproducten;2013 3e kwartaal;88.0;0.0;80.8;-28.0
1491;Steenkool en steenkoolproducten;2013 oktober;31.0;-7.5;82.8;-18.3
1492;Steenkool en steenkoolproducten;2013 november;34.0;13.3;83.5;-17.4
1493;Steenkool en steenkoolproducten;2013 december;32.0;12.2;82.7;-15.8
1494;Steenkool en steenkoolproducten;2013 4e kwartaal;97.0;5.4;83.0;-17.2
1495;Steenkool en steenkoolproducten;2013;342.0;-0.6;87.2;-20.6
1496;Steenkool en steenkoolproducten;2014 januari;33.0;18.3;85.0;-10.8
1497;Steenkool en steenkoolproducten;2014 februari;29.0;15.9;79.8;-12.0
1498;Steenkool en steenkoolproducten;2014 maart;34.0;21.1;77.3;-17.3
1499;Steenkool en steenkoolproducten;2014 1e kwartaal;96.0;18.5;80.7;-13.4
1500;Steenkool en steenkoolproducten;2014 april;32.0;5.3;75.4;-21.9
1501;Steenkool en steenkoolproducten;2014 mei;28.0;4.4;73.1;-20.0
1502;Steenkool en steenkoolproducten;2014 juni;30.0;60.7;73.8;-15.7
1503;Steenkool en steenkoolproducten;2014 2e kwartaal;90.0;18.4;74.1;-19.3
1504;Steenkool en steenkoolproducten;2014 juli;27.0;-4.5;72.9;-17.1
1505;Steenkool en steenkoolproducten;2014 augustus;30.0;-0.9;72.2;-1.4
1506;Steenkool en steenkoolproducten;2014 september;26.0;-11.7;72.5;-10.7
1507;Steenkool en steenkoolproducten;2014 3e kwartaal;83.0;-5.7;72.5;-10.2
1508;Steenkool en steenkoolproducten;2014 oktober;34.0;8.9;71.3;-13.9
1509;Steenkool en steenkoolproducten;2014 november;38.0;9.6;71.5;-14.3
1510;Steenkool en steenkoolproducten;2014 december;39.0;21.8;71.2;-13.9
1511;Steenkool en steenkoolproducten;2014 4e kwartaal;110.0;13.4;71.3;-14.0
1512;Steenkool en steenkoolproducten;2014;379.0;10.8;74.7;-14.4
1513;Steenkool en steenkoolproducten;2015 januari;41.0;23.6;68.5;-19.4
1514;Steenkool en steenkoolproducten;2015 februari;36.0;23.0;75.1;-5.9
1515;Steenkool en steenkoolproducten;2015 maart;38.0;13.3;75.3;-2.6
1516;Steenkool en steenkoolproducten;2015 1e kwartaal;115.0;19.8;73.0;-9.6
1517;Steenkool en steenkoolproducten;2015 april;42.0;31.9;73.0;-3.2
1518;Steenkool en steenkoolproducten;2015 mei;38.0;35.0;70.9;-3.0
1519;Steenkool en steenkoolproducten;2015 juni;35.0;19.8;71.3;-3.3
1520;Steenkool en steenkoolproducten;2015 2e kwartaal;116.0;28.9;71.8;-3.2
1521;Steenkool en steenkoolproducten;2015 juli;37.0;37.8;74.2;1.9
1522;Steenkool en steenkoolproducten;2015 augustus;36.0;20.2;66.2;-8.3
1523;Steenkool en steenkoolproducten;2015 september;44.0;68.0;74.0;2.1
1524;Steenkool en steenkoolproducten;2015 3e kwartaal;117.0;41.0;71.5;-1.4
1525;Steenkool en steenkoolproducten;2015 oktober;41.0;22.2;73.0;2.5
1526;Steenkool en steenkoolproducten;2015 november;34.0;-10.9;63.6;-11.0
1527;Steenkool en steenkoolproducten;2015 december;39.0;-0.9;64.7;-9.2
1528;Steenkool en steenkoolproducten;2015 4e kwartaal;113.0;2.7;67.1;-5.9
1529;Steenkool en steenkoolproducten;2015;461.0;21.6;70.8;-5.1
1530;Steenkool en steenkoolproducten;2016 januari;35.0;-12.8;65.8;-3.9
1531;Steenkool en steenkoolproducten;2016 februari;35.0;-1.9;59.4;-20.9
1532;Steenkool en steenkoolproducten;2016 maart;38.0;-0.3;59.3;-21.3
1533;Steenkool en steenkoolproducten;2016 1e kwartaal;109.0;-5.2;61.5;-15.7
1534;Steenkool en steenkoolproducten;2016 april;37.0;-13.1;62.2;-14.8
1535;Steenkool en steenkoolproducten;2016 mei;37.0;-4.5;60.2;-15.2
1536;Steenkool en steenkoolproducten;2016 juni;33.0;-7.8;65.6;-8.1
1537;Steenkool en steenkoolproducten;2016 2e kwartaal;106.0;-8.6;62.6;-12.7
1538;Steenkool en steenkoolproducten;2016 juli;29.0;-21.5;67.0;-9.7
1539;Steenkool en steenkoolproducten;2016 augustus;31.0;-14.1;64.4;-2.8
1540;Steenkool en steenkoolproducten;2016 september;37.0;-15.8;62.6;-15.4
1541;Steenkool en steenkoolproducten;2016 3e kwartaal;97.0;-17.1;64.6;-9.6
1542;Steenkool en steenkoolproducten;2016 oktober;40.0;-1.6;72.2;-1.2
1543;Steenkool en steenkoolproducten;2016 november;38.0;14.4;79.6;25.0
1544;Steenkool en steenkoolproducten;2016 december;37.0;-3.0;83.8;29.6
1545;Steenkool en steenkoolproducten;2016 4e kwartaal;116.0;2.7;78.5;17.0
1546;Steenkool en steenkoolproducten;2016;428.0;-7.2;66.8;-5.7
1547;Steenkool en steenkoolproducten;2017 januari;39.0;9.2;124.7;89.4
1548;Steenkool en steenkoolproducten;2017 februari;38.0;8.4;116.3;95.9
1549;Steenkool en steenkoolproducten;2017 maart;34.0;-11.1;121.4;104.8
1550;Steenkool en steenkoolproducten;2017 1e kwartaal;;;120.8;96.4
1551;Steenkool en steenkoolproducten;2017 april;29.0;-21.0;113.0;81.8
1552;Steenkool en steenkoolproducten;2017 mei;31.0;-16.1;108.2;79.9
1553;Steenkool en steenkoolproducten;2017 juni;34.0;2.9;123.4;88.3
1554;Steenkool en steenkoolproducten;2017 2e kwartaal;;;114.9;83.5
1555;Steenkool en steenkoolproducten;2017 juli;32.0;8.3;101.8;52.0
1556;Steenkool en steenkoolproducten;2017 augustus;29.0;-7.5;98.9;53.7
1557;Steenkool en steenkoolproducten;2017 september;24.0;-35.2;109.1;74.2
1558;Steenkool en steenkoolproducten;2017 3e kwartaal;;;103.3;59.7
1559;Steenkool en steenkoolproducten;2017 oktober;29.0;-26.9;112.2;55.4
1560;Steenkool en steenkoolproducten;2017 november;32.0;-16.0;91.7;15.3
1561;Steenkool en steenkoolproducten;2017 december;32.0;-14.5;107.6;28.4
1562;Steenkool en steenkoolproducten;2017 4e kwartaal;;;103.9;32.3
1563;Steenkool en steenkoolproducten;2017;382.0;-10.7;110.7;65.7
1564;Andere energiedragers;1995 januari;12.0;6.6;;
1565;Andere energiedragers;1995 februari;11.0;10.5;;
1566;Andere energiedragers;1995 maart;12.0;6.6;;
1567;Andere energiedragers;1995 1e kwartaal;35.0;7.9;;
1568;Andere energiedragers;1995 april;12.0;9.4;;
1569;Andere energiedragers;1995 mei;12.0;8.6;;
1570;Andere energiedragers;1995 juni;12.0;10.5;;
1571;Andere energiedragers;1995 2e kwartaal;36.0;9.5;;
1572;Andere energiedragers;1995 juli;13.0;11.0;;
1573;Andere energiedragers;1995 augustus;13.0;13.8;;
1574;Andere energiedragers;1995 september;12.0;6.7;;
1575;Andere energiedragers;1995 3e kwartaal;38.0;10.5;;
1576;Andere energiedragers;1995 oktober;12.0;3.9;;
1577;Andere energiedragers;1995 november;12.0;6.6;;
1578;Andere energiedragers;1995 december;11.0;-4.2;;
1579;Andere energiedragers;1995 4e kwartaal;34.0;2.1;;
1580;Andere energiedragers;1995;143.0;7.5;;
1581;Andere energiedragers;1996 januari;13.0;8.9;;
1582;Andere energiedragers;1996 februari;12.0;5.5;;
1583;Andere energiedragers;1996 maart;12.0;7.3;;
1584;Andere energiedragers;1996 1e kwartaal;37.0;7.2;;
1585;Andere energiedragers;1996 april;12.0;1.7;;
1586;Andere energiedragers;1996 mei;13.0;4.9;;
1587;Andere energiedragers;1996 juni;13.0;5.2;;
1588;Andere energiedragers;1996 2e kwartaal;38.0;4.0;;
1589;Andere energiedragers;1996 juli;13.0;-2.6;;
1590;Andere energiedragers;1996 augustus;13.0;-3.2;;
1591;Andere energiedragers;1996 september;12.0;2.2;;
1592;Andere energiedragers;1996 3e kwartaal;38.0;-1.3;;
1593;Andere energiedragers;1996 oktober;12.0;4.6;;
1594;Andere energiedragers;1996 november;12.0;4.4;;
1595;Andere energiedragers;1996 december;12.0;14.4;;
1596;Andere energiedragers;1996 4e kwartaal;37.0;7.5;;
1597;Andere energiedragers;1996;149.0;4.2;;
1598;Andere energiedragers;1997 januari;11.0;-14.4;;
1599;Andere energiedragers;1997 februari;12.0;-2.4;;
1600;Andere energiedragers;1997 maart;12.0;-1.6;;
1601;Andere energiedragers;1997 1e kwartaal;35.0;-6.2;;
1602;Andere energiedragers;1997 april;12.0;-0.3;;
1603;Andere energiedragers;1997 mei;13.0;2.3;;
1604;Andere energiedragers;1997 juni;13.0;2.7;;
1605;Andere energiedragers;1997 2e kwartaal;38.0;1.6;;
1606;Andere energiedragers;1997 juli;13.0;0.1;;
1607;Andere energiedragers;1997 augustus;12.0;-3.0;;
1608;Andere energiedragers;1997 september;12.0;-0.4;;
1609;Andere energiedragers;1997 3e kwartaal;37.0;-1.1;;
1610;Andere energiedragers;1997 oktober;12.0;-3.0;;
1611;Andere energiedragers;1997 november;12.0;-0.4;;
1612;Andere energiedragers;1997 december;12.0;-3.7;;
1613;Andere energiedragers;1997 4e kwartaal;36.0;-2.4;;
1614;Andere energiedragers;1997;146.0;-2.0;;
1615;Andere energiedragers;1998 januari;14.0;27.1;;
1616;Andere energiedragers;1998 februari;13.0;11.6;;
1617;Andere energiedragers;1998 maart;13.0;10.5;;
1618;Andere energiedragers;1998 1e kwartaal;40.0;16.0;;
1619;Andere energiedragers;1998 april;13.0;9.0;;
1620;Andere energiedragers;1998 mei;13.0;2.5;;
1621;Andere energiedragers;1998 juni;14.0;4.8;;
1622;Andere energiedragers;1998 2e kwartaal;40.0;5.4;;
1623;Andere energiedragers;1998 juli;14.0;10.0;;
1624;Andere energiedragers;1998 augustus;14.0;10.0;;
1625;Andere energiedragers;1998 september;13.0;8.1;;
1626;Andere energiedragers;1998 3e kwartaal;41.0;9.4;;
1627;Andere energiedragers;1998 oktober;14.0;16.8;;
1628;Andere energiedragers;1998 november;13.0;10.4;;
1629;Andere energiedragers;1998 december;13.0;13.8;;
1630;Andere energiedragers;1998 4e kwartaal;41.0;13.6;;
1631;Andere energiedragers;1998;162.0;11.0;;
1632;Andere energiedragers;1999 januari;15.0;11.4;;
1633;Andere energiedragers;1999 februari;15.0;13.4;;
1634;Andere energiedragers;1999 maart;16.0;17.2;;
1635;Andere energiedragers;1999 1e kwartaal;46.0;14.0;;
1636;Andere energiedragers;1999 april;15.0;15.3;;
1637;Andere energiedragers;1999 mei;16.0;22.8;;
1638;Andere energiedragers;1999 juni;16.0;12.7;;
1639;Andere energiedragers;1999 2e kwartaal;47.0;16.9;;
1640;Andere energiedragers;1999 juli;14.0;3.3;;
1641;Andere energiedragers;1999 augustus;14.0;4.2;;
1642;Andere energiedragers;1999 september;14.0;8.1;;
1643;Andere energiedragers;1999 3e kwartaal;43.0;5.2;;
1644;Andere energiedragers;1999 oktober;17.0;25.2;;
1645;Andere energiedragers;1999 november;17.0;25.4;;
1646;Andere energiedragers;1999 december;17.0;26.8;;
1647;Andere energiedragers;1999 4e kwartaal;51.0;25.8;;
1648;Andere energiedragers;1999;187.0;15.4;;
1649;Andere energiedragers;2000 januari;17.0;8.6;;
1650;Andere energiedragers;2000 februari;16.0;5.5;;
1651;Andere energiedragers;2000 maart;17.0;5.5;;
1652;Andere energiedragers;2000 1e kwartaal;49.0;6.5;;
1653;Andere energiedragers;2000 april;15.0;-0.9;;
1654;Andere energiedragers;2000 mei;15.0;-6.0;;
1655;Andere energiedragers;2000 juni;16.0;0.7;;
1656;Andere energiedragers;2000 2e kwartaal;46.0;-2.1;;
1657;Andere energiedragers;2000 juli;15.0;7.1;;
1658;Andere energiedragers;2000 augustus;15.0;5.0;;
1659;Andere energiedragers;2000 september;16.0;8.9;;
1660;Andere energiedragers;2000 3e kwartaal;46.0;7.0;;
1661;Andere energiedragers;2000 oktober;17.0;-2.0;;
1662;Andere energiedragers;2000 november;17.0;1.0;;
1663;Andere energiedragers;2000 december;17.0;1.1;;
1664;Andere energiedragers;2000 4e kwartaal;51.0;0.0;;
1665;Andere energiedragers;2000;195.0;4.3;;
1666;Andere energiedragers;2001 januari;16.0;-1.4;;
1667;Andere energiedragers;2001 februari;16.0;-1.5;;
1668;Andere energiedragers;2001 maart;15.0;-9.2;;
1669;Andere energiedragers;2001 1e kwartaal;47.0;-4.1;;
1670;Andere energiedragers;2001 april;15.0;-1.5;;
1671;Andere energiedragers;2001 mei;16.0;5.5;;
1672;Andere energiedragers;2001 juni;16.0;2.5;;
1673;Andere energiedragers;2001 2e kwartaal;47.0;2.2;;
1674;Andere energiedragers;2001 juli;15.0;-1.8;;
1675;Andere energiedragers;2001 augustus;16.0;5.0;;
1676;Andere energiedragers;2001 september;15.0;-3.0;;
1677;Andere energiedragers;2001 3e kwartaal;46.0;0.0;;
1678;Andere energiedragers;2001 oktober;18.0;5.4;;
1679;Andere energiedragers;2001 november;17.0;1.8;;
1680;Andere energiedragers;2001 december;17.0;-1.3;;
1681;Andere energiedragers;2001 4e kwartaal;52.0;2.0;;
1682;Andere energiedragers;2001;193.0;-1.0;;
1683;Andere energiedragers;2002 januari;16.0;-2.0;;
1684;Andere energiedragers;2002 februari;17.0;7.8;;
1685;Andere energiedragers;2002 maart;17.0;14.0;;
1686;Andere energiedragers;2002 1e kwartaal;50.0;6.4;;
1687;Andere energiedragers;2002 april;16.0;4.3;;
1688;Andere energiedragers;2002 mei;17.0;4.8;;
1689;Andere energiedragers;2002 juni;17.0;3.7;;
1690;Andere energiedragers;2002 2e kwartaal;49.0;4.3;;
1691;Andere energiedragers;2002 juli;17.0;11.3;;
1692;Andere energiedragers;2002 augustus;16.0;4.7;;
1693;Andere energiedragers;2002 september;15.0;-2.8;;
1694;Andere energiedragers;2002 3e kwartaal;48.0;4.3;;
1695;Andere energiedragers;2002 oktober;16.0;-11.2;;
1696;Andere energiedragers;2002 november;17.0;-0.1;;
1697;Andere energiedragers;2002 december;18.0;6.2;;
1698;Andere energiedragers;2002 4e kwartaal;51.0;-1.9;;
1699;Andere energiedragers;2002;197.0;2.1;;
1700;Andere energiedragers;2003 januari;18.0;10.9;;
1701;Andere energiedragers;2003 februari;16.0;-5.1;;
1702;Andere energiedragers;2003 maart;17.0;0.6;;
1703;Andere energiedragers;2003 1e kwartaal;51.0;2.0;;
1704;Andere energiedragers;2003 april;16.0;4.5;;
1705;Andere energiedragers;2003 mei;17.0;0.4;;
1706;Andere energiedragers;2003 juni;17.0;1.4;;
1707;Andere energiedragers;2003 2e kwartaal;50.0;2.0;;
1708;Andere energiedragers;2003 juli;15.0;-8.9;;
1709;Andere energiedragers;2003 augustus;16.0;-1.5;;
1710;Andere energiedragers;2003 september;15.0;-1.8;;
1711;Andere energiedragers;2003 3e kwartaal;46.0;-4.2;;
1712;Andere energiedragers;2003 oktober;18.0;13.7;;
1713;Andere energiedragers;2003 november;18.0;6.9;;
1714;Andere energiedragers;2003 december;18.0;3.4;;
1715;Andere energiedragers;2003 4e kwartaal;55.0;7.8;;
1716;Andere energiedragers;2003;201.0;2.0;;
1717;Andere energiedragers;2004 januari;18.0;1.2;;
1718;Andere energiedragers;2004 februari;17.0;9.4;;
1719;Andere energiedragers;2004 maart;18.0;1.7;;
1720;Andere energiedragers;2004 1e kwartaal;53.0;3.9;;
1721;Andere energiedragers;2004 april;18.0;8.1;;
1722;Andere energiedragers;2004 mei;17.0;1.3;;
1723;Andere energiedragers;2004 juni;17.0;2.7;;
1724;Andere energiedragers;2004 2e kwartaal;52.0;4.0;;
1725;Andere energiedragers;2004 juli;17.0;9.2;;
1726;Andere energiedragers;2004 augustus;17.0;2.1;;
1727;Andere energiedragers;2004 september;16.0;8.6;;
1728;Andere energiedragers;2004 3e kwartaal;49.0;6.5;;
1729;Andere energiedragers;2004 oktober;17.0;-7.2;;
1730;Andere energiedragers;2004 november;20.0;6.4;;
1731;Andere energiedragers;2004 december;20.0;11.6;;
1732;Andere energiedragers;2004 4e kwartaal;57.0;3.6;;
1733;Andere energiedragers;2004;209.0;4.0;;
1734;Andere energiedragers;2005 januari;22.0;20.5;;
1735;Andere energiedragers;2005 februari;20.0;14.2;;
1736;Andere energiedragers;2005 maart;21.0;21.8;;
1737;Andere energiedragers;2005 1e kwartaal;63.0;18.9;;
1738;Andere energiedragers;2005 april;20.0;13.2;;
1739;Andere energiedragers;2005 mei;19.0;13.1;;
1740;Andere energiedragers;2005 juni;20.0;14.0;;
1741;Andere energiedragers;2005 2e kwartaal;59.0;13.5;;
1742;Andere energiedragers;2005 juli;19.0;15.0;;
1743;Andere energiedragers;2005 augustus;19.0;15.5;;
1744;Andere energiedragers;2005 september;17.0;5.9;;
1745;Andere energiedragers;2005 3e kwartaal;55.0;12.2;;
1746;Andere energiedragers;2005 oktober;22.0;28.5;;
1747;Andere energiedragers;2005 november;21.0;6.4;;
1748;Andere energiedragers;2005 december;21.0;4.5;;
1749;Andere energiedragers;2005 4e kwartaal;64.0;12.3;;
1750;Andere energiedragers;2005;240.0;14.8;;
1751;Andere energiedragers;2006 januari;22.0;2.9;;
1752;Andere energiedragers;2006 februari;21.0;3.8;;
1753;Andere energiedragers;2006 maart;22.0;2.9;;
1754;Andere energiedragers;2006 1e kwartaal;65.0;3.2;;
1755;Andere energiedragers;2006 april;23.0;16.8;;
1756;Andere energiedragers;2006 mei;24.0;23.1;;
1757;Andere energiedragers;2006 juni;22.0;11.1;;
1758;Andere energiedragers;2006 2e kwartaal;69.0;16.9;;
1759;Andere energiedragers;2006 juli;19.0;1.7;;
1760;Andere energiedragers;2006 augustus;19.0;-0.8;;
1761;Andere energiedragers;2006 september;20.0;16.9;;
1762;Andere energiedragers;2006 3e kwartaal;58.0;5.5;;
1763;Andere energiedragers;2006 oktober;20.0;-6.7;;
1764;Andere energiedragers;2006 november;19.0;-10.5;;
1765;Andere energiedragers;2006 december;21.0;-1.6;;
1766;Andere energiedragers;2006 4e kwartaal;60.0;-6.3;;
1767;Andere energiedragers;2006;251.0;4.6;;
1768;Andere energiedragers;2007 januari;21.0;-6.5;;
1769;Andere energiedragers;2007 februari;19.0;-8.2;;
1770;Andere energiedragers;2007 maart;21.0;-3.8;;
1771;Andere energiedragers;2007 1e kwartaal;61.0;-6.2;;
1772;Andere energiedragers;2007 april;21.0;-9.4;;
1773;Andere energiedragers;2007 mei;22.0;-6.5;;
1774;Andere energiedragers;2007 juni;22.0;-1.3;;
1775;Andere energiedragers;2007 2e kwartaal;65.0;-5.8;;
1776;Andere energiedragers;2007 juli;22.0;13.6;;
1777;Andere energiedragers;2007 augustus;22.0;15.3;;
1778;Andere energiedragers;2007 september;19.0;-2.7;;
1779;Andere energiedragers;2007 3e kwartaal;63.0;8.6;;
1780;Andere energiedragers;2007 oktober;20.0;-3.2;;
1781;Andere energiedragers;2007 november;20.0;5.7;;
1782;Andere energiedragers;2007 december;22.0;2.7;;
1783;Andere energiedragers;2007 4e kwartaal;61.0;1.7;;
1784;Andere energiedragers;2007;250.0;-0.4;;
1785;Andere energiedragers;2008 januari;24.0;15.8;;
1786;Andere energiedragers;2008 februari;22.0;18.0;;
1787;Andere energiedragers;2008 maart;23.0;6.1;;
1788;Andere energiedragers;2008 1e kwartaal;69.0;13.1;;
1789;Andere energiedragers;2008 april;17.0;-20.3;;
1790;Andere energiedragers;2008 mei;21.0;-3.4;;
1791;Andere energiedragers;2008 juni;23.0;4.8;;
1792;Andere energiedragers;2008 2e kwartaal;61.0;-6.2;;
1793;Andere energiedragers;2008 juli;24.0;7.5;;
1794;Andere energiedragers;2008 augustus;24.0;11.9;;
1795;Andere energiedragers;2008 september;20.0;3.9;;
1796;Andere energiedragers;2008 3e kwartaal;68.0;7.9;;
1797;Andere energiedragers;2008 oktober;21.0;9.5;;
1798;Andere energiedragers;2008 november;23.0;17.9;;
1799;Andere energiedragers;2008 december;25.0;16.7;;
1800;Andere energiedragers;2008 4e kwartaal;70.0;14.8;;
1801;Andere energiedragers;2008;267.0;6.8;;
1802;Andere energiedragers;2009 januari;23.0;-5.6;;
1803;Andere energiedragers;2009 februari;22.0;-1.1;;
1804;Andere energiedragers;2009 maart;22.0;-1.8;;
1805;Andere energiedragers;2009 1e kwartaal;67.0;-2.9;;
1806;Andere energiedragers;2009 april;19.0;15.1;;
1807;Andere energiedragers;2009 mei;22.0;4.5;;
1808;Andere energiedragers;2009 juni;21.0;-6.7;;
1809;Andere energiedragers;2009 2e kwartaal;63.0;3.3;;
1810;Andere energiedragers;2009 juli;18.0;-25.4;;
1811;Andere energiedragers;2009 augustus;19.0;-24.5;;
1812;Andere energiedragers;2009 september;18.0;-10.0;;
1813;Andere energiedragers;2009 3e kwartaal;54.0;-20.6;;
1814;Andere energiedragers;2009 oktober;19.0;-12.3;;
1815;Andere energiedragers;2009 november;20.0;-13.3;;
1816;Andere energiedragers;2009 december;19.0;-24.7;;
1817;Andere energiedragers;2009 4e kwartaal;58.0;-17.1;;
1818;Andere energiedragers;2009;243.0;-9.0;;
1819;Andere energiedragers;2010 januari;16.0;-28.8;;
1820;Andere energiedragers;2010 februari;18.0;-20.2;;
1821;Andere energiedragers;2010 maart;17.0;-22.4;;
1822;Andere energiedragers;2010 1e kwartaal;51.0;-23.9;;
1823;Andere energiedragers;2010 april;17.0;-13.8;;
1824;Andere energiedragers;2010 mei;20.0;-12.9;;
1825;Andere energiedragers;2010 juni;22.0;2.7;;
1826;Andere energiedragers;2010 2e kwartaal;58.0;-7.9;;
1827;Andere energiedragers;2010 juli;22.0;25.8;;
1828;Andere energiedragers;2010 augustus;22.0;19.0;;
1829;Andere energiedragers;2010 september;18.0;-0.4;;
1830;Andere energiedragers;2010 3e kwartaal;62.0;14.8;;
1831;Andere energiedragers;2010 oktober;17.0;-10.2;;
1832;Andere energiedragers;2010 november;20.0;-3.2;;
1833;Andere energiedragers;2010 december;21.0;8.2;;
1834;Andere energiedragers;2010 4e kwartaal;57.0;-1.7;;
1835;Andere energiedragers;2010;226.0;-7.0;;
1836;Andere energiedragers;2011 januari;23.0;43.7;;
1837;Andere energiedragers;2011 februari;21.0;21.8;;
1838;Andere energiedragers;2011 maart;21.0;23.7;;
1839;Andere energiedragers;2011 1e kwartaal;66.0;29.4;;
1840;Andere energiedragers;2011 april;18.0;7.2;;
1841;Andere energiedragers;2011 mei;20.0;1.9;;
1842;Andere energiedragers;2011 juni;23.0;6.5;;
1843;Andere energiedragers;2011 2e kwartaal;61.0;5.2;;
1844;Andere energiedragers;2011 juli;23.0;5.2;;
1845;Andere energiedragers;2011 augustus;22.0;-1.0;;
1846;Andere energiedragers;2011 september;22.0;22.8;;
1847;Andere energiedragers;2011 3e kwartaal;67.0;8.1;;
1848;Andere energiedragers;2011 oktober;22.0;30.4;;
1849;Andere energiedragers;2011 november;21.0;7.4;;
1850;Andere energiedragers;2011 december;23.0;11.9;;
1851;Andere energiedragers;2011 4e kwartaal;66.0;15.8;;
1852;Andere energiedragers;2011;258.0;14.2;;
1853;Andere energiedragers;2012 januari;24.0;3.7;;
1854;Andere energiedragers;2012 februari;20.0;-7.0;;
1855;Andere energiedragers;2012 maart;25.0;17.2;;
1856;Andere energiedragers;2012 1e kwartaal;69.0;4.5;;
1857;Andere energiedragers;2012 april;21.0;17.7;;
1858;Andere energiedragers;2012 mei;26.0;30.0;;
1859;Andere energiedragers;2012 juni;27.0;16.6;;
1860;Andere energiedragers;2012 2e kwartaal;74.0;21.3;;
1861;Andere energiedragers;2012 juli;26.0;10.7;;
1862;Andere energiedragers;2012 augustus;25.0;13.5;;
1863;Andere energiedragers;2012 september;24.0;11.7;;
1864;Andere energiedragers;2012 3e kwartaal;75.0;11.9;;
1865;Andere energiedragers;2012 oktober;25.0;12.5;;
1866;Andere energiedragers;2012 november;25.0;19.4;;
1867;Andere energiedragers;2012 december;27.0;18.2;;
1868;Andere energiedragers;2012 4e kwartaal;77.0;16.7;;
1869;Andere energiedragers;2012;295.0;14.3;;
1870;Andere energiedragers;2013 januari;24.0;0.2;;
1871;Andere energiedragers;2013 februari;22.0;12.2;;
1872;Andere energiedragers;2013 maart;24.0;-1.9;;
1873;Andere energiedragers;2013 1e kwartaal;71.0;2.9;;
1874;Andere energiedragers;2013 april;21.0;-1.0;;
1875;Andere energiedragers;2013 mei;23.0;-12.7;;
1876;Andere energiedragers;2013 juni;27.0;1.9;;
1877;Andere energiedragers;2013 2e kwartaal;71.0;-4.1;;
1878;Andere energiedragers;2013 juli;27.0;3.9;;
1879;Andere energiedragers;2013 augustus;26.0;5.8;;
1880;Andere energiedragers;2013 september;23.0;-5.9;;
1881;Andere energiedragers;2013 3e kwartaal;76.0;1.3;;
1882;Andere energiedragers;2013 oktober;23.0;-7.5;;
1883;Andere energiedragers;2013 november;21.0;-17.1;;
1884;Andere energiedragers;2013 december;24.0;-10.5;;
1885;Andere energiedragers;2013 4e kwartaal;68.0;-11.7;;
1886;Andere energiedragers;2013;285.0;-3.4;;
1887;Andere energiedragers;2014 januari;26.0;8.9;;
1888;Andere energiedragers;2014 februari;25.0;13.5;;
1889;Andere energiedragers;2014 maart;25.0;3.3;;
1890;Andere energiedragers;2014 1e kwartaal;77.0;8.5;;
1891;Andere energiedragers;2014 april;21.0;0.1;;
1892;Andere energiedragers;2014 mei;23.0;0.1;;
1893;Andere energiedragers;2014 juni;19.0;-29.4;;
1894;Andere energiedragers;2014 2e kwartaal;63.0;-11.3;;
1895;Andere energiedragers;2014 juli;23.0;-15.6;;
1896;Andere energiedragers;2014 augustus;22.0;-16.2;;
1897;Andere energiedragers;2014 september;20.0;-11.1;;
1898;Andere energiedragers;2014 3e kwartaal;65.0;-14.5;;
1899;Andere energiedragers;2014 oktober;22.0;-2.4;;
1900;Andere energiedragers;2014 november;23.0;9.5;;
