ID;Bedrijfsomvang;BedrijfstakBranchesSBI93;Perioden;IndexcijfersOmzet_1;Omzetontwikkeling_2
817;1;455 Verhuur bouwmach. met personeel;2003 februari;91;-3.3
818;1;455 Verhuur bouwmach. met personeel;2003 maart;103;-18.2
819;1;455 Verhuur bouwmach. met personeel;2003 1e kwartaal;89;-10.1
820;1;455 Verhuur bouwmach. met personeel;2003 april;109;-15.9
821;1;455 Verhuur bouwmach. met personeel;2003 mei;114;-10.3
822;1;455 Verhuur bouwmach. met personeel;2003 juni;116;-20.5
823;1;455 Verhuur bouwmach. met personeel;2003 2e kwartaal;113;-15.8
824;1;455 Verhuur bouwmach. met personeel;2003 juli;115;-8.1
825;1;455 Verhuur bouwmach. met personeel;2003 augustus;85;-13.1
826;1;455 Verhuur bouwmach. met personeel;2003 september;117;-14.2
827;1;455 Verhuur bouwmach. met personeel;2003 3e kwartaal;106;-11.8
828;1;455 Verhuur bouwmach. met personeel;2003 oktober;120;-13.9
829;1;455 Verhuur bouwmach. met personeel;2003 november;106;-25.8
830;1;455 Verhuur bouwmach. met personeel;2003 december;130;-13.3
831;1;455 Verhuur bouwmach. met personeel;2003 4e kwartaal;119;-17.6
832;1;455 Verhuur bouwmach. met personeel;2003;107;-14.2
833;1;455 Verhuur bouwmach. met personeel;2004 januari;66;-10.1
834;1;455 Verhuur bouwmach. met personeel;2004 februari;88;-2.9
835;1;455 Verhuur bouwmach. met personeel;2004 maart;103;-0.2
836;1;455 Verhuur bouwmach. met personeel;2004 1e kwartaal;86;-3.9
837;1;455 Verhuur bouwmach. met personeel;2004 april;113;3.6
838;1;455 Verhuur bouwmach. met personeel;2004 mei;106;-6.9
839;1;455 Verhuur bouwmach. met personeel;2004 juni;122;4.9
840;1;455 Verhuur bouwmach. met personeel;2004 2e kwartaal;114;0.5
841;1;455 Verhuur bouwmach. met personeel;2004 juli;117;1.6
842;1;455 Verhuur bouwmach. met personeel;2004 augustus;75;-11.4
843;1;455 Verhuur bouwmach. met personeel;2004 september;110;-5.5
844;1;455 Verhuur bouwmach. met personeel;2004 3e kwartaal;101;-4.5
845;1;455 Verhuur bouwmach. met personeel;2004 oktober;114;-4.5
846;1;455 Verhuur bouwmach. met personeel;2004 november;119;12.3
847;1;455 Verhuur bouwmach. met personeel;2004 december;132;2.0
848;1;455 Verhuur bouwmach. met personeel;2004 4e kwartaal;122;2.9
849;1;455 Verhuur bouwmach. met personeel;2004;106;-1.0
850;1;455 Verhuur bouwmach. met personeel;2005 januari;60;-9.3
851;1;455 Verhuur bouwmach. met personeel;2005 februari;83;-6.6
852;1;455 Verhuur bouwmach. met personeel;2005 maart;93;-9.7
853;1;455 Verhuur bouwmach. met personeel;2005 1e kwartaal;78;-8.5
854;1;455 Verhuur bouwmach. met personeel;2005 april;102;-9.9
855;1;455 Verhuur bouwmach. met personeel;2005 mei;105;-0.7
856;1;455 Verhuur bouwmach. met personeel;2005 juni;140;14.9
857;1;455 Verhuur bouwmach. met personeel;2005 2e kwartaal;116;1.8
858;1;455 Verhuur bouwmach. met personeel;2005 juli;111;-5.5
859;1;455 Verhuur bouwmach. met personeel;2005 augustus;81;7.2
860;1;455 Verhuur bouwmach. met personeel;2005 september;122;10.6
861;1;455 Verhuur bouwmach. met personeel;2005 3e kwartaal;105;3.5
862;1;455 Verhuur bouwmach. met personeel;2005 oktober;126;10.0
863;1;455 Verhuur bouwmach. met personeel;2005 november;135;12.8
864;1;455 Verhuur bouwmach. met personeel;2005 december;151;14.0
865;1;455 Verhuur bouwmach. met personeel;2005 4e kwartaal;137;12.3
866;1;455 Verhuur bouwmach. met personeel;2005;109;3.2
867;1;455 Verhuur bouwmach. met personeel;2006 januari;67;12.0
868;1;455 Verhuur bouwmach. met personeel;2006 februari;90;8.8
869;1;455 Verhuur bouwmach. met personeel;2006 maart;111;19.4
870;1;455 Verhuur bouwmach. met personeel;2006 1e kwartaal;89;13.8
871;1;455 Verhuur bouwmach. met personeel;2006 april;108;5.7
872;1;455 Verhuur bouwmach. met personeel;2006 mei;124;18.0
873;1;455 Verhuur bouwmach. met personeel;2006 juni;139;-0.7
874;1;455 Verhuur bouwmach. met personeel;2006 2e kwartaal;123;6.8
875;1;455 Verhuur bouwmach. met personeel;2006 juli;120;8.7
876;1;455 Verhuur bouwmach. met personeel;2006 augustus;94;16.2
877;1;455 Verhuur bouwmach. met personeel;2006 september;139;13.7
878;1;455 Verhuur bouwmach. met personeel;2006 3e kwartaal;118;12.6
879;1;455 Verhuur bouwmach. met personeel;2006 oktober;150;19.1
880;1;455 Verhuur bouwmach. met personeel;2006 november;153;13.4
881;1;455 Verhuur bouwmach. met personeel;2006 december;164;9.1
882;1;455 Verhuur bouwmach. met personeel;2006 4e kwartaal;156;13.6
883;1;455 Verhuur bouwmach. met personeel;2006;122;11.6
884;1;455 Verhuur bouwmach. met personeel;2007 januari;81;21.1
885;1;455 Verhuur bouwmach. met personeel;2007 februari;115;27.8
886;1;455 Verhuur bouwmach. met personeel;2007 maart;130;16.9
887;1;455 Verhuur bouwmach. met personeel;2007 1e kwartaal;109;21.6
888;1;455 Verhuur bouwmach. met personeel;2007 april;129;19.6
889;1;455 Verhuur bouwmach. met personeel;2007 mei;136;9.6
890;1;455 Verhuur bouwmach. met personeel;2007 juni;150;8.1
891;1;455 Verhuur bouwmach. met personeel;2007 2e kwartaal;138;12.0
892;1;455 Verhuur bouwmach. met personeel;2007 juli;134;11.3
893;1;455 Verhuur bouwmach. met personeel;2007 augustus;108;15.4
894;1;455 Verhuur bouwmach. met personeel;2007 september;147;5.8
895;1;455 Verhuur bouwmach. met personeel;2007 3e kwartaal;130;10.2
896;1;455 Verhuur bouwmach. met personeel;2007 oktober;157;5.1
897;1;455 Verhuur bouwmach. met personeel;2007 november;160;4.4
898;1;455 Verhuur bouwmach. met personeel;2007 december;158;-3.9
899;1;455 Verhuur bouwmach. met personeel;2007 4e kwartaal;158;1.7
900;1;455 Verhuur bouwmach. met personeel;2007;134;10.0
901;1;455 Verhuur bouwmach. met personeel;2008 januari;102;25.0
902;1;455 Verhuur bouwmach. met personeel;2008 februari;146;27.2
903;1;455 Verhuur bouwmach. met personeel;2008 maart;151;16.8
904;1;455 Verhuur bouwmach. met personeel;2008 1e kwartaal;133;22.5
905;1;455 Verhuur bouwmach. met personeel;2008 april;173;34.2
906;1;455 Verhuur bouwmach. met personeel;2008 mei;159;16.9
907;1;455 Verhuur bouwmach. met personeel;2008 juni;186;23.9
908;1;455 Verhuur bouwmach. met personeel;2008 2e kwartaal;172;24.8
909;1;455 Verhuur bouwmach. met personeel;2008 juli;167;24.6
910;1;455 Verhuur bouwmach. met personeel;2008 augustus;122;13.2
911;1;455 Verhuur bouwmach. met personeel;2008 september;183;24.7
912;1;455 Verhuur bouwmach. met personeel;2008 3e kwartaal;158;21.5
913;1;455 Verhuur bouwmach. met personeel;2008 oktober;193;22.7
914;1;455 Verhuur bouwmach. met personeel;2008 november;183;14.6
915;1;455 Verhuur bouwmach. met personeel;2008 december;187;18.5
916;1;455 Verhuur bouwmach. met personeel;2008 4e kwartaal;188;18.6
917;1;455 Verhuur bouwmach. met personeel;2008;163;21.7
918;1;4511a Burgerlijke en Utiliteitsbouw;2000 januari;55;
919;1;4511a Burgerlijke en Utiliteitsbouw;2000 februari;86;
920;1;4511a Burgerlijke en Utiliteitsbouw;2000 maart;103;
921;1;4511a Burgerlijke en Utiliteitsbouw;2000 1e kwartaal;82;
922;1;4511a Burgerlijke en Utiliteitsbouw;2000 april;98;
923;1;4511a Burgerlijke en Utiliteitsbouw;2000 mei;107;
924;1;4511a Burgerlijke en Utiliteitsbouw;2000 juni;106;
925;1;4511a Burgerlijke en Utiliteitsbouw;2000 2e kwartaal;104;
926;1;4511a Burgerlijke en Utiliteitsbouw;2000 juli;95;
927;1;4511a Burgerlijke en Utiliteitsbouw;2000 augustus;60;
928;1;4511a Burgerlijke en Utiliteitsbouw;2000 september;112;
929;1;4511a Burgerlijke en Utiliteitsbouw;2000 3e kwartaal;89;
930;1;4511a Burgerlijke en Utiliteitsbouw;2000 oktober;110;
931;1;4511a Burgerlijke en Utiliteitsbouw;2000 november;118;
932;1;4511a Burgerlijke en Utiliteitsbouw;2000 december;148;
933;1;4511a Burgerlijke en Utiliteitsbouw;2000 4e kwartaal;126;
934;1;4511a Burgerlijke en Utiliteitsbouw;2000;100;
935;1;4511a Burgerlijke en Utiliteitsbouw;2001 januari;51;-8.2
936;1;4511a Burgerlijke en Utiliteitsbouw;2001 februari;89;2.4
937;1;4511a Burgerlijke en Utiliteitsbouw;2001 maart;108;5.2
938;1;4511a Burgerlijke en Utiliteitsbouw;2001 1e kwartaal;83;1.2
939;1;4511a Burgerlijke en Utiliteitsbouw;2001 april;103;5.5
940;1;4511a Burgerlijke en Utiliteitsbouw;2001 mei;114;6.8
941;1;4511a Burgerlijke en Utiliteitsbouw;2001 juni;122;14.3
942;1;4511a Burgerlijke en Utiliteitsbouw;2001 2e kwartaal;113;9.0
943;1;4511a Burgerlijke en Utiliteitsbouw;2001 juli;101;6.0
944;1;4511a Burgerlijke en Utiliteitsbouw;2001 augustus;68;12.9
945;1;4511a Burgerlijke en Utiliteitsbouw;2001 september;115;3.4
946;1;4511a Burgerlijke en Utiliteitsbouw;2001 3e kwartaal;95;6.5
947;1;4511a Burgerlijke en Utiliteitsbouw;2001 oktober;126;14.7
948;1;4511a Burgerlijke en Utiliteitsbouw;2001 november;126;6.6
949;1;4511a Burgerlijke en Utiliteitsbouw;2001 december;137;-7.7
950;1;4511a Burgerlijke en Utiliteitsbouw;2001 4e kwartaal;130;3.3
951;1;4511a Burgerlijke en Utiliteitsbouw;2001;105;5.1
952;1;4511a Burgerlijke en Utiliteitsbouw;2002 januari;67;32.7
953;1;4511a Burgerlijke en Utiliteitsbouw;2002 februari;89;0.1
954;1;4511a Burgerlijke en Utiliteitsbouw;2002 maart;110;1.7
955;1;4511a Burgerlijke en Utiliteitsbouw;2002 1e kwartaal;89;7.5
956;1;4511a Burgerlijke en Utiliteitsbouw;2002 april;107;3.7
957;1;4511a Burgerlijke en Utiliteitsbouw;2002 mei;106;-7.8
958;1;4511a Burgerlijke en Utiliteitsbouw;2002 juni;119;-2.5
959;1;4511a Burgerlijke en Utiliteitsbouw;2002 2e kwartaal;110;-2.4
960;1;4511a Burgerlijke en Utiliteitsbouw;2002 juli;102;0.8
961;1;4511a Burgerlijke en Utiliteitsbouw;2002 augustus;69;0.4
962;1;4511a Burgerlijke en Utiliteitsbouw;2002 september;116;0.8
963;1;4511a Burgerlijke en Utiliteitsbouw;2002 3e kwartaal;96;0.7
964;1;4511a Burgerlijke en Utiliteitsbouw;2002 oktober;121;-4.0
965;1;4511a Burgerlijke en Utiliteitsbouw;2002 november;122;-3.5
966;1;4511a Burgerlijke en Utiliteitsbouw;2002 december;121;-11.9
967;1;4511a Burgerlijke en Utiliteitsbouw;2002 4e kwartaal;121;-6.6
968;1;4511a Burgerlijke en Utiliteitsbouw;2002;104;-1.1
969;1;4511a Burgerlijke en Utiliteitsbouw;2003 januari;67;-1.0
970;1;4511a Burgerlijke en Utiliteitsbouw;2003 februari;88;-0.8
971;1;4511a Burgerlijke en Utiliteitsbouw;2003 maart;106;-4.0
972;1;4511a Burgerlijke en Utiliteitsbouw;2003 1e kwartaal;87;-2.2
973;1;4511a Burgerlijke en Utiliteitsbouw;2003 april;107;0.2
974;1;4511a Burgerlijke en Utiliteitsbouw;2003 mei;109;3.4
975;1;4511a Burgerlijke en Utiliteitsbouw;2003 juni;111;-5.9
976;1;4511a Burgerlijke en Utiliteitsbouw;2003 2e kwartaal;109;-1.0
977;1;4511a Burgerlijke en Utiliteitsbouw;2003 juli;93;-8.5
978;1;4511a Burgerlijke en Utiliteitsbouw;2003 augustus;66;-4.2
979;1;4511a Burgerlijke en Utiliteitsbouw;2003 september;112;-3.4
980;1;4511a Burgerlijke en Utiliteitsbouw;2003 3e kwartaal;90;-5.4
981;1;4511a Burgerlijke en Utiliteitsbouw;2003 oktober;116;-4.3
982;1;4511a Burgerlijke en Utiliteitsbouw;2003 november;112;-7.6
983;1;4511a Burgerlijke en Utiliteitsbouw;2003 december;121;-0.1
984;1;4511a Burgerlijke en Utiliteitsbouw;2003 4e kwartaal;116;-4.0
985;1;4511a Burgerlijke en Utiliteitsbouw;2003;101;-3.1
986;1;4511a Burgerlijke en Utiliteitsbouw;2004 januari;69;2.9
987;1;4511a Burgerlijke en Utiliteitsbouw;2004 februari;89;1.1
988;1;4511a Burgerlijke en Utiliteitsbouw;2004 maart;107;1.2
989;1;4511a Burgerlijke en Utiliteitsbouw;2004 1e kwartaal;88;1.6
990;1;4511a Burgerlijke en Utiliteitsbouw;2004 april;107;0.1
991;1;4511a Burgerlijke en Utiliteitsbouw;2004 mei;97;-10.7
992;1;4511a Burgerlijke en Utiliteitsbouw;2004 juni;116;4.4
993;1;4511a Burgerlijke en Utiliteitsbouw;2004 2e kwartaal;107;-2.0
994;1;4511a Burgerlijke en Utiliteitsbouw;2004 juli;104;11.2
995;1;4511a Burgerlijke en Utiliteitsbouw;2004 augustus;61;-7.1
996;1;4511a Burgerlijke en Utiliteitsbouw;2004 september;112;-0.6
997;1;4511a Burgerlijke en Utiliteitsbouw;2004 3e kwartaal;92;1.9
998;1;4511a Burgerlijke en Utiliteitsbouw;2004 oktober;116;-0.3
999;1;4511a Burgerlijke en Utiliteitsbouw;2004 november;122;8.4
1000;1;4511a Burgerlijke en Utiliteitsbouw;2004 december;131;8.7
1001;1;4511a Burgerlijke en Utiliteitsbouw;2004 4e kwartaal;123;5.6
1002;1;4511a Burgerlijke en Utiliteitsbouw;2004;103;1.8
1003;1;4511a Burgerlijke en Utiliteitsbouw;2005 januari;67;-2.9
1004;1;4511a Burgerlijke en Utiliteitsbouw;2005 februari;85;-4.5
1005;1;4511a Burgerlijke en Utiliteitsbouw;2005 maart;101;-5.9
1006;1;4511a Burgerlijke en Utiliteitsbouw;2005 1e kwartaal;84;-4.6
1007;1;4511a Burgerlijke en Utiliteitsbouw;2005 april;112;4.6
1008;1;4511a Burgerlijke en Utiliteitsbouw;2005 mei;106;8.6
1009;1;4511a Burgerlijke en Utiliteitsbouw;2005 juni;129;10.8
1010;1;4511a Burgerlijke en Utiliteitsbouw;2005 2e kwartaal;116;8.1
1011;1;4511a Burgerlijke en Utiliteitsbouw;2005 juli;105;1.6
1012;1;4511a Burgerlijke en Utiliteitsbouw;2005 augustus;67;9.9
1013;1;4511a Burgerlijke en Utiliteitsbouw;2005 september;121;8.2
1014;1;4511a Burgerlijke en Utiliteitsbouw;2005 3e kwartaal;98;6.1
1015;1;4511a Burgerlijke en Utiliteitsbouw;2005 oktober;119;3.2
1016;1;4511a Burgerlijke en Utiliteitsbouw;2005 november;125;2.7
1017;1;4511a Burgerlijke en Utiliteitsbouw;2005 december;145;10.5
1018;1;4511a Burgerlijke en Utiliteitsbouw;2005 4e kwartaal;130;5.7
1019;1;4511a Burgerlijke en Utiliteitsbouw;2005;107;4.2
1020;1;4511a Burgerlijke en Utiliteitsbouw;2006 januari;69;3.6
1021;1;4511a Burgerlijke en Utiliteitsbouw;2006 februari;94;11.0
1022;1;4511a Burgerlijke en Utiliteitsbouw;2006 maart;121;20.5
1023;1;4511a Burgerlijke en Utiliteitsbouw;2006 1e kwartaal;95;12.8
1024;1;4511a Burgerlijke en Utiliteitsbouw;2006 april;112;-0.5
1025;1;4511a Burgerlijke en Utiliteitsbouw;2006 mei;126;18.7
1026;1;4511a Burgerlijke en Utiliteitsbouw;2006 juni;135;4.8
1027;1;4511a Burgerlijke en Utiliteitsbouw;2006 2e kwartaal;124;7.3
1028;1;4511a Burgerlijke en Utiliteitsbouw;2006 juli;106;0.9
1029;1;4511a Burgerlijke en Utiliteitsbouw;2006 augustus;73;8.1
1030;1;4511a Burgerlijke en Utiliteitsbouw;2006 september;131;8.3
1031;1;4511a Burgerlijke en Utiliteitsbouw;2006 3e kwartaal;103;5.6
1032;1;4511a Burgerlijke en Utiliteitsbouw;2006 oktober;130;9.3
1033;1;4511a Burgerlijke en Utiliteitsbouw;2006 november;140;12.2
1034;1;4511a Burgerlijke en Utiliteitsbouw;2006 december;156;7.6
1035;1;4511a Burgerlijke en Utiliteitsbouw;2006 4e kwartaal;142;9.6
1036;1;4511a Burgerlijke en Utiliteitsbouw;2006;116;8.7
1037;1;4511a Burgerlijke en Utiliteitsbouw;2007 januari;77;12.2
1038;1;4511a Burgerlijke en Utiliteitsbouw;2007 februari;108;14.8
1039;1;4511a Burgerlijke en Utiliteitsbouw;2007 maart;137;12.9
1040;1;4511a Burgerlijke en Utiliteitsbouw;2007 1e kwartaal;108;13.4
1041;1;4511a Burgerlijke en Utiliteitsbouw;2007 april;125;12.3
1042;1;4511a Burgerlijke en Utiliteitsbouw;2007 mei;131;4.3
1043;1;4511a Burgerlijke en Utiliteitsbouw;2007 juni;151;11.5
1044;1;4511a Burgerlijke en Utiliteitsbouw;2007 2e kwartaal;136;9.3
1045;1;4511a Burgerlijke en Utiliteitsbouw;2007 juli;122;14.8
1046;1;4511a Burgerlijke en Utiliteitsbouw;2007 augustus;85;17.4
1047;1;4511a Burgerlijke en Utiliteitsbouw;2007 september;137;4.7
1048;1;4511a Burgerlijke en Utiliteitsbouw;2007 3e kwartaal;115;11.2
1049;1;4511a Burgerlijke en Utiliteitsbouw;2007 oktober;148;13.2
1050;1;4511a Burgerlijke en Utiliteitsbouw;2007 november;154;9.5
1051;1;4511a Burgerlijke en Utiliteitsbouw;2007 december;160;2.4
1052;1;4511a Burgerlijke en Utiliteitsbouw;2007 4e kwartaal;154;8.0
1053;1;4511a Burgerlijke en Utiliteitsbouw;2007;128;10.2
1054;1;4511a Burgerlijke en Utiliteitsbouw;2008 januari;94;21.4
1055;1;4511a Burgerlijke en Utiliteitsbouw;2008 februari;132;22.1
1056;1;4511a Burgerlijke en Utiliteitsbouw;2008 maart;144;4.9
1057;1;4511a Burgerlijke en Utiliteitsbouw;2008 1e kwartaal;123;14.6
1058;1;4511a Burgerlijke en Utiliteitsbouw;2008 april;150;20.0
1059;1;4511a Burgerlijke en Utiliteitsbouw;2008 mei;143;8.6
1060;1;4511a Burgerlijke en Utiliteitsbouw;2008 juni;161;6.8
1061;1;4511a Burgerlijke en Utiliteitsbouw;2008 2e kwartaal;151;11.4
1062;1;4511a Burgerlijke en Utiliteitsbouw;2008 juli;132;8.0
1063;1;4511a Burgerlijke en Utiliteitsbouw;2008 augustus;95;11.5
1064;1;4511a Burgerlijke en Utiliteitsbouw;2008 september;156;13.7
1065;1;4511a Burgerlijke en Utiliteitsbouw;2008 3e kwartaal;127;11.1
1066;1;4511a Burgerlijke en Utiliteitsbouw;2008 oktober;168;13.7
1067;1;4511a Burgerlijke en Utiliteitsbouw;2008 november;155;0.9
1068;1;4511a Burgerlijke en Utiliteitsbouw;2008 december;170;6.5
1069;1;4511a Burgerlijke en Utiliteitsbouw;2008 4e kwartaal;164;6.9
1070;1;4511a Burgerlijke en Utiliteitsbouw;2008;142;10.7
1071;1;4511b Grond-, Water- en Wegenbouw,;2000 januari;42;
1072;1;4511b Grond-, Water- en Wegenbouw,;2000 februari;71;
1073;1;4511b Grond-, Water- en Wegenbouw,;2000 maart;87;
1074;1;4511b Grond-, Water- en Wegenbouw,;2000 1e kwartaal;67;
1075;1;4511b Grond-, Water- en Wegenbouw,;2000 april;91;
1076;1;4511b Grond-, Water- en Wegenbouw,;2000 mei;111;
1077;1;4511b Grond-, Water- en Wegenbouw,;2000 juni;109;
1078;1;4511b Grond-, Water- en Wegenbouw,;2000 2e kwartaal;104;
1079;1;4511b Grond-, Water- en Wegenbouw,;2000 juli;100;
1080;1;4511b Grond-, Water- en Wegenbouw,;2000 augustus;78;
1081;1;4511b Grond-, Water- en Wegenbouw,;2000 september;107;
1082;1;4511b Grond-, Water- en Wegenbouw,;2000 3e kwartaal;95;
1083;1;4511b Grond-, Water- en Wegenbouw,;2000 oktober;123;
1084;1;4511b Grond-, Water- en Wegenbouw,;2000 november;128;
1085;1;4511b Grond-, Water- en Wegenbouw,;2000 december;153;
1086;1;4511b Grond-, Water- en Wegenbouw,;2000 4e kwartaal;135;
1087;1;4511b Grond-, Water- en Wegenbouw,;2000;100;
1088;1;4511b Grond-, Water- en Wegenbouw,;2001 januari;42;-1.8
1089;1;4511b Grond-, Water- en Wegenbouw,;2001 februari;71;1.1
1090;1;4511b Grond-, Water- en Wegenbouw,;2001 maart;96;10.4
1091;1;4511b Grond-, Water- en Wegenbouw,;2001 1e kwartaal;70;4.5
1092;1;4511b Grond-, Water- en Wegenbouw,;2001 april;96;5.0
1093;1;4511b Grond-, Water- en Wegenbouw,;2001 mei;114;2.3
1094;1;4511b Grond-, Water- en Wegenbouw,;2001 juni;133;22.3
1095;1;4511b Grond-, Water- en Wegenbouw,;2001 2e kwartaal;114;10.1
1096;1;4511b Grond-, Water- en Wegenbouw,;2001 juli;121;21.4
1097;1;4511b Grond-, Water- en Wegenbouw,;2001 augustus;85;9.3
1098;1;4511b Grond-, Water- en Wegenbouw,;2001 september;117;8.8
1099;1;4511b Grond-, Water- en Wegenbouw,;2001 3e kwartaal;108;13.3
1100;1;4511b Grond-, Water- en Wegenbouw,;2001 oktober;131;6.5
1101;1;4511b Grond-, Water- en Wegenbouw,;2001 november;133;4.0
1102;1;4511b Grond-, Water- en Wegenbouw,;2001 december;182;19.3
1103;1;4511b Grond-, Water- en Wegenbouw,;2001 4e kwartaal;149;10.6
1104;1;4511b Grond-, Water- en Wegenbouw,;2001;110;10.1
1105;1;4511b Grond-, Water- en Wegenbouw,;2002 januari;63;52.4
1106;1;4511b Grond-, Water- en Wegenbouw,;2002 februari;79;10.2
1107;1;4511b Grond-, Water- en Wegenbouw,;2002 maart;110;14.0
1108;1;4511b Grond-, Water- en Wegenbouw,;2002 1e kwartaal;84;20.4
1109;1;4511b Grond-, Water- en Wegenbouw,;2002 april;104;8.2
1110;1;4511b Grond-, Water- en Wegenbouw,;2002 mei;103;-10.0
1111;1;4511b Grond-, Water- en Wegenbouw,;2002 juni;120;-9.4
1112;1;4511b Grond-, Water- en Wegenbouw,;2002 2e kwartaal;109;-4.6
1113;1;4511b Grond-, Water- en Wegenbouw,;2002 juli;112;-7.2
1114;1;4511b Grond-, Water- en Wegenbouw,;2002 augustus;80;-5.9
1115;1;4511b Grond-, Water- en Wegenbouw,;2002 september;123;5.3
1116;1;4511b Grond-, Water- en Wegenbouw,;2002 3e kwartaal;105;-2.3
1117;1;4511b Grond-, Water- en Wegenbouw,;2002 oktober;139;6.2
1118;1;4511b Grond-, Water- en Wegenbouw,;2002 november;132;-1.1
1119;1;4511b Grond-, Water- en Wegenbouw,;2002 december;149;-18.1
1120;1;4511b Grond-, Water- en Wegenbouw,;2002 4e kwartaal;140;-5.9
1121;1;4511b Grond-, Water- en Wegenbouw,;2002;109;-0.5
1122;1;4511b Grond-, Water- en Wegenbouw,;2003 januari;50;-20.8
1123;1;4511b Grond-, Water- en Wegenbouw,;2003 februari;69;-12.5
1124;1;4511b Grond-, Water- en Wegenbouw,;2003 maart;87;-20.5
1125;1;4511b Grond-, Water- en Wegenbouw,;2003 1e kwartaal;69;-18.1
1126;1;4511b Grond-, Water- en Wegenbouw,;2003 april;95;-9.1
1127;1;4511b Grond-, Water- en Wegenbouw,;2003 mei;105;2.5
1128;1;4511b Grond-, Water- en Wegenbouw,;2003 juni;110;-8.8
1129;1;4511b Grond-, Water- en Wegenbouw,;2003 2e kwartaal;103;-5.3
1130;1;4511b Grond-, Water- en Wegenbouw,;2003 juli;100;-11.2
1131;1;4511b Grond-, Water- en Wegenbouw,;2003 augustus;78;-3.1
1132;1;4511b Grond-, Water- en Wegenbouw,;2003 september;100;-18.7
1133;1;4511b Grond-, Water- en Wegenbouw,;2003 3e kwartaal;92;-12.1
1134;1;4511b Grond-, Water- en Wegenbouw,;2003 oktober;116;-16.1
1135;1;4511b Grond-, Water- en Wegenbouw,;2003 november;122;-7.9
1136;1;4511b Grond-, Water- en Wegenbouw,;2003 december;138;-7.3
1137;1;4511b Grond-, Water- en Wegenbouw,;2003 4e kwartaal;125;-10.4
1138;1;4511b Grond-, Water- en Wegenbouw,;2003;97;-11.0
1139;1;4511b Grond-, Water- en Wegenbouw,;2004 januari;51;2.1
1140;1;4511b Grond-, Water- en Wegenbouw,;2004 februari;74;7.7
1141;1;4511b Grond-, Water- en Wegenbouw,;2004 maart;94;7.7
1142;1;4511b Grond-, Water- en Wegenbouw,;2004 1e kwartaal;73;6.4
1143;1;4511b Grond-, Water- en Wegenbouw,;2004 april;97;2.2
1144;1;4511b Grond-, Water- en Wegenbouw,;2004 mei;98;-6.9
1145;1;4511b Grond-, Water- en Wegenbouw,;2004 juni;111;1.1
1146;1;4511b Grond-, Water- en Wegenbouw,;2004 2e kwartaal;102;-1.3
1147;1;4511b Grond-, Water- en Wegenbouw,;2004 juli;99;-0.9
1148;1;4511b Grond-, Water- en Wegenbouw,;2004 augustus;66;-14.9
1149;1;4511b Grond-, Water- en Wegenbouw,;2004 september;116;16.1
1150;1;4511b Grond-, Water- en Wegenbouw,;2004 3e kwartaal;94;1.3
1151;1;4511b Grond-, Water- en Wegenbouw,;2004 oktober;121;3.6
1152;1;4511b Grond-, Water- en Wegenbouw,;2004 november;126;3.4
1153;1;4511b Grond-, Water- en Wegenbouw,;2004 december;174;25.8
1154;1;4511b Grond-, Water- en Wegenbouw,;2004 4e kwartaal;140;11.7
1155;1;4511b Grond-, Water- en Wegenbouw,;2004;102;4.9
1156;1;4511b Grond-, Water- en Wegenbouw,;2005 januari;56;9.9
1157;1;4511b Grond-, Water- en Wegenbouw,;2005 februari;77;3.1
1158;1;4511b Grond-, Water- en Wegenbouw,;2005 maart;94;0.3
1159;1;4511b Grond-, Water- en Wegenbouw,;2005 1e kwartaal;76;3.5
1160;1;4511b Grond-, Water- en Wegenbouw,;2005 april;107;10.9
1161;1;4511b Grond-, Water- en Wegenbouw,;2005 mei;105;6.9
1162;1;4511b Grond-, Water- en Wegenbouw,;2005 juni;127;14.4
1163;1;4511b Grond-, Water- en Wegenbouw,;2005 2e kwartaal;113;10.9
1164;1;4511b Grond-, Water- en Wegenbouw,;2005 juli;115;16.2
1165;1;4511b Grond-, Water- en Wegenbouw,;2005 augustus;81;21.9
1166;1;4511b Grond-, Water- en Wegenbouw,;2005 september;126;8.8
1167;1;4511b Grond-, Water- en Wegenbouw,;2005 3e kwartaal;107;14.5
1168;1;4511b Grond-, Water- en Wegenbouw,;2005 oktober;127;5.2
1169;1;4511b Grond-, Water- en Wegenbouw,;2005 november;137;9.0
1170;1;4511b Grond-, Water- en Wegenbouw,;2005 december;175;0.6
1171;1;4511b Grond-, Water- en Wegenbouw,;2005 4e kwartaal;146;4.4
1172;1;4511b Grond-, Water- en Wegenbouw,;2005;111;8.2
1173;1;4511b Grond-, Water- en Wegenbouw,;2006 januari;53;-5.1
1174;1;4511b Grond-, Water- en Wegenbouw,;2006 februari;82;7.5
1175;1;4511b Grond-, Water- en Wegenbouw,;2006 maart;110;16.5
1176;1;4511b Grond-, Water- en Wegenbouw,;2006 1e kwartaal;82;8.1
1177;1;4511b Grond-, Water- en Wegenbouw,;2006 april;107;-0.4
1178;1;4511b Grond-, Water- en Wegenbouw,;2006 mei;127;21.6
1179;1;4511b Grond-, Water- en Wegenbouw,;2006 juni;136;7.1
1180;1;4511b Grond-, Water- en Wegenbouw,;2006 2e kwartaal;123;9.2
1181;1;4511b Grond-, Water- en Wegenbouw,;2006 juli;122;6.6
1182;1;4511b Grond-, Water- en Wegenbouw,;2006 augustus;95;17.8
1183;1;4511b Grond-, Water- en Wegenbouw,;2006 september;144;13.5
