ID;Bedrijfsomvang;BedrijfstakBranchesSBI93;Perioden;IndexcijfersOmzet_1;Omzetontwikkeling_2
64;1;45 Bouwnijverheid;2003 november;117;-7.7
65;1;45 Bouwnijverheid;2003 december;129;-1.9
66;1;45 Bouwnijverheid;2003 4e kwartaal;122;-5.0
67;1;45 Bouwnijverheid;2003;104;-4.1
68;1;45 Bouwnijverheid;2004 januari;69;1.8
69;1;45 Bouwnijverheid;2004 februari;88;0.6
70;1;45 Bouwnijverheid;2004 maart;107;3.6
71;1;45 Bouwnijverheid;2004 1e kwartaal;88;2.1
72;1;45 Bouwnijverheid;2004 april;105;-0.9
73;1;45 Bouwnijverheid;2004 mei;99;-10.4
74;1;45 Bouwnijverheid;2004 juni;117;2.2
75;1;45 Bouwnijverheid;2004 2e kwartaal;107;-3.0
76;1;45 Bouwnijverheid;2004 juli;105;2.1
77;1;45 Bouwnijverheid;2004 augustus;67;-7.7
78;1;45 Bouwnijverheid;2004 september;114;-0.2
79;1;45 Bouwnijverheid;2004 3e kwartaal;95;-1.3
80;1;45 Bouwnijverheid;2004 oktober;117;-2.6
81;1;45 Bouwnijverheid;2004 november;122;5.0
82;1;45 Bouwnijverheid;2004 december;142;9.9
83;1;45 Bouwnijverheid;2004 4e kwartaal;127;4.3
84;1;45 Bouwnijverheid;2004;104;0.6
85;1;45 Bouwnijverheid;2005 januari;68;-1.9
86;1;45 Bouwnijverheid;2005 februari;87;-1.9
87;1;45 Bouwnijverheid;2005 maart;104;-2.9
88;1;45 Bouwnijverheid;2005 1e kwartaal;86;-2.3
89;1;45 Bouwnijverheid;2005 april;112;6.3
90;1;45 Bouwnijverheid;2005 mei;106;7.8
91;1;45 Bouwnijverheid;2005 juni;131;12.2
92;1;45 Bouwnijverheid;2005 2e kwartaal;116;8.9
93;1;45 Bouwnijverheid;2005 juli;109;4.6
94;1;45 Bouwnijverheid;2005 augustus;76;12.8
95;1;45 Bouwnijverheid;2005 september;125;10.0
96;1;45 Bouwnijverheid;2005 3e kwartaal;103;8.7
97;1;45 Bouwnijverheid;2005 oktober;121;3.9
98;1;45 Bouwnijverheid;2005 november;129;5.6
99;1;45 Bouwnijverheid;2005 december;154;8.5
100;1;45 Bouwnijverheid;2005 4e kwartaal;135;6.2
101;1;45 Bouwnijverheid;2005;110;5.6
102;1;45 Bouwnijverheid;2006 januari;71;5.2
103;1;45 Bouwnijverheid;2006 februari;95;9.6
104;1;45 Bouwnijverheid;2006 maart;122;16.5
105;1;45 Bouwnijverheid;2006 1e kwartaal;96;11.2
106;1;45 Bouwnijverheid;2006 april;111;-0.5
107;1;45 Bouwnijverheid;2006 mei;125;17.8
108;1;45 Bouwnijverheid;2006 juni;136;4.1
109;1;45 Bouwnijverheid;2006 2e kwartaal;124;6.8
110;1;45 Bouwnijverheid;2006 juli;113;3.6
111;1;45 Bouwnijverheid;2006 augustus;84;10.6
112;1;45 Bouwnijverheid;2006 september;135;7.5
113;1;45 Bouwnijverheid;2006 3e kwartaal;111;6.9
114;1;45 Bouwnijverheid;2006 oktober;134;10.9
115;1;45 Bouwnijverheid;2006 november;143;11.0
116;1;45 Bouwnijverheid;2006 december;167;8.2
117;1;45 Bouwnijverheid;2006 4e kwartaal;148;9.9
118;1;45 Bouwnijverheid;2006;120;8.6
119;1;45 Bouwnijverheid;2007 januari;81;13.2
120;1;45 Bouwnijverheid;2007 februari;109;14.5
121;1;45 Bouwnijverheid;2007 maart;139;14.3
122;1;45 Bouwnijverheid;2007 1e kwartaal;110;14.1
123;1;45 Bouwnijverheid;2007 april;124;11.6
124;1;45 Bouwnijverheid;2007 mei;133;6.1
125;1;45 Bouwnijverheid;2007 juni;152;11.4
126;1;45 Bouwnijverheid;2007 2e kwartaal;136;9.7
127;1;45 Bouwnijverheid;2007 juli;125;10.8
128;1;45 Bouwnijverheid;2007 augustus;95;14.0
129;1;45 Bouwnijverheid;2007 september;141;4.8
130;1;45 Bouwnijverheid;2007 3e kwartaal;121;9.2
131;1;45 Bouwnijverheid;2007 oktober;151;12.4
132;1;45 Bouwnijverheid;2007 november;156;8.7
133;1;45 Bouwnijverheid;2007 december;171;2.7
134;1;45 Bouwnijverheid;2007 4e kwartaal;159;7.5
135;1;45 Bouwnijverheid;2007;131;9.8
136;1;45 Bouwnijverheid;2008 januari;95;17.8
137;1;45 Bouwnijverheid;2008 februari;129;18.9
138;1;45 Bouwnijverheid;2008 maart;145;4.2
139;1;45 Bouwnijverheid;2008 1e kwartaal;123;12.4
140;1;45 Bouwnijverheid;2008 april;150;21.0
141;1;45 Bouwnijverheid;2008 mei;143;7.5
142;1;45 Bouwnijverheid;2008 juni;165;8.5
143;1;45 Bouwnijverheid;2008 2e kwartaal;152;12.0
144;1;45 Bouwnijverheid;2008 juli;138;10.0
145;1;45 Bouwnijverheid;2008 augustus;105;9.5
146;1;45 Bouwnijverheid;2008 september;160;13.5
147;1;45 Bouwnijverheid;2008 3e kwartaal;134;11.2
148;1;45 Bouwnijverheid;2008 oktober;168;11.2
149;1;45 Bouwnijverheid;2008 november;157;1.0
150;1;45 Bouwnijverheid;2008 december;180;5.3
151;1;45 Bouwnijverheid;2008 4e kwartaal;168;5.8
152;1;45 Bouwnijverheid;2008;145;10.0
153;1;451 Bouwrijp maken van terreinen;2000 januari;51;
154;1;451 Bouwrijp maken van terreinen;2000 februari;78;
155;1;451 Bouwrijp maken van terreinen;2000 maart;97;
156;1;451 Bouwrijp maken van terreinen;2000 1e kwartaal;75;
157;1;451 Bouwrijp maken van terreinen;2000 april;93;
158;1;451 Bouwrijp maken van terreinen;2000 mei;107;
159;1;451 Bouwrijp maken van terreinen;2000 juni;108;
160;1;451 Bouwrijp maken van terreinen;2000 2e kwartaal;103;
161;1;451 Bouwrijp maken van terreinen;2000 juli;107;
162;1;451 Bouwrijp maken van terreinen;2000 augustus;69;
163;1;451 Bouwrijp maken van terreinen;2000 september;111;
164;1;451 Bouwrijp maken van terreinen;2000 3e kwartaal;96;
165;1;451 Bouwrijp maken van terreinen;2000 oktober;119;
166;1;451 Bouwrijp maken van terreinen;2000 november;117;
167;1;451 Bouwrijp maken van terreinen;2000 december;145;
168;1;451 Bouwrijp maken van terreinen;2000 4e kwartaal;127;
169;1;451 Bouwrijp maken van terreinen;2000;100;
170;1;451 Bouwrijp maken van terreinen;2001 januari;51;0.0
171;1;451 Bouwrijp maken van terreinen;2001 februari;82;5.6
172;1;451 Bouwrijp maken van terreinen;2001 maart;111;14.4
173;1;451 Bouwrijp maken van terreinen;2001 1e kwartaal;81;8.1
174;1;451 Bouwrijp maken van terreinen;2001 april;102;9.5
175;1;451 Bouwrijp maken van terreinen;2001 mei;125;17.0
176;1;451 Bouwrijp maken van terreinen;2001 juni;135;24.3
177;1;451 Bouwrijp maken van terreinen;2001 2e kwartaal;120;17.3
178;1;451 Bouwrijp maken van terreinen;2001 juli;118;11.1
179;1;451 Bouwrijp maken van terreinen;2001 augustus;84;22.0
180;1;451 Bouwrijp maken van terreinen;2001 september;126;12.8
181;1;451 Bouwrijp maken van terreinen;2001 3e kwartaal;109;14.4
182;1;451 Bouwrijp maken van terreinen;2001 oktober;143;20.5
183;1;451 Bouwrijp maken van terreinen;2001 november;142;21.6
184;1;451 Bouwrijp maken van terreinen;2001 december;147;1.2
185;1;451 Bouwrijp maken van terreinen;2001 4e kwartaal;144;13.5
186;1;451 Bouwrijp maken van terreinen;2001;114;13.7
187;1;451 Bouwrijp maken van terreinen;2002 januari;66;29.5
188;1;451 Bouwrijp maken van terreinen;2002 februari;86;4.5
189;1;451 Bouwrijp maken van terreinen;2002 maart;106;-3.9
190;1;451 Bouwrijp maken van terreinen;2002 1e kwartaal;86;5.9
191;1;451 Bouwrijp maken van terreinen;2002 april;115;13.1
192;1;451 Bouwrijp maken van terreinen;2002 mei;124;-0.9
193;1;451 Bouwrijp maken van terreinen;2002 juni;133;-0.8
194;1;451 Bouwrijp maken van terreinen;2002 2e kwartaal;124;3.1
195;1;451 Bouwrijp maken van terreinen;2002 juli;129;9.2
196;1;451 Bouwrijp maken van terreinen;2002 augustus;84;-0.1
197;1;451 Bouwrijp maken van terreinen;2002 september;133;6.1
198;1;451 Bouwrijp maken van terreinen;2002 3e kwartaal;115;5.6
199;1;451 Bouwrijp maken van terreinen;2002 oktober;137;-4.4
200;1;451 Bouwrijp maken van terreinen;2002 november;132;-7.3
201;1;451 Bouwrijp maken van terreinen;2002 december;131;-10.7
202;1;451 Bouwrijp maken van terreinen;2002 4e kwartaal;133;-7.5
203;1;451 Bouwrijp maken van terreinen;2002;115;0.8
204;1;451 Bouwrijp maken van terreinen;2003 januari;60;-8.8
205;1;451 Bouwrijp maken van terreinen;2003 februari;82;-4.4
206;1;451 Bouwrijp maken van terreinen;2003 maart;106;-0.7
207;1;451 Bouwrijp maken van terreinen;2003 1e kwartaal;82;-4.0
208;1;451 Bouwrijp maken van terreinen;2003 april;106;-7.7
209;1;451 Bouwrijp maken van terreinen;2003 mei;111;-9.9
210;1;451 Bouwrijp maken van terreinen;2003 juni;115;-13.7
211;1;451 Bouwrijp maken van terreinen;2003 2e kwartaal;111;-10.6
212;1;451 Bouwrijp maken van terreinen;2003 juli;102;-21.2
213;1;451 Bouwrijp maken van terreinen;2003 augustus;71;-15.2
214;1;451 Bouwrijp maken van terreinen;2003 september;116;-13.0
215;1;451 Bouwrijp maken van terreinen;2003 3e kwartaal;96;-16.6
216;1;451 Bouwrijp maken van terreinen;2003 oktober;121;-11.6
217;1;451 Bouwrijp maken van terreinen;2003 november;114;-13.7
218;1;451 Bouwrijp maken van terreinen;2003 december;134;2.5
219;1;451 Bouwrijp maken van terreinen;2003 4e kwartaal;123;-7.7
220;1;451 Bouwrijp maken van terreinen;2003;103;-10.0
221;1;451 Bouwrijp maken van terreinen;2004 januari;54;-9.5
222;1;451 Bouwrijp maken van terreinen;2004 februari;86;4.6
223;1;451 Bouwrijp maken van terreinen;2004 maart;115;9.2
224;1;451 Bouwrijp maken van terreinen;2004 1e kwartaal;85;3.1
225;1;451 Bouwrijp maken van terreinen;2004 april;107;0.9
226;1;451 Bouwrijp maken van terreinen;2004 mei;107;-3.9
227;1;451 Bouwrijp maken van terreinen;2004 juni;134;16.5
228;1;451 Bouwrijp maken van terreinen;2004 2e kwartaal;116;4.7
229;1;451 Bouwrijp maken van terreinen;2004 juli;112;9.8
230;1;451 Bouwrijp maken van terreinen;2004 augustus;70;-1.3
231;1;451 Bouwrijp maken van terreinen;2004 september;127;9.2
232;1;451 Bouwrijp maken van terreinen;2004 3e kwartaal;103;6.8
233;1;451 Bouwrijp maken van terreinen;2004 oktober;136;12.4
234;1;451 Bouwrijp maken van terreinen;2004 november;134;18.3
235;1;451 Bouwrijp maken van terreinen;2004 december;161;19.7
236;1;451 Bouwrijp maken van terreinen;2004 4e kwartaal;144;16.9
237;1;451 Bouwrijp maken van terreinen;2004;112;8.5
238;1;451 Bouwrijp maken van terreinen;2005 januari;67;22.8
239;1;451 Bouwrijp maken van terreinen;2005 februari;94;10.3
240;1;451 Bouwrijp maken van terreinen;2005 maart;120;4.2
241;1;451 Bouwrijp maken van terreinen;2005 1e kwartaal;94;10.2
242;1;451 Bouwrijp maken van terreinen;2005 april;127;18.7
243;1;451 Bouwrijp maken van terreinen;2005 mei;114;6.9
244;1;451 Bouwrijp maken van terreinen;2005 juni;143;6.6
245;1;451 Bouwrijp maken van terreinen;2005 2e kwartaal;128;10.4
246;1;451 Bouwrijp maken van terreinen;2005 juli;125;12.1
247;1;451 Bouwrijp maken van terreinen;2005 augustus;78;11.3
248;1;451 Bouwrijp maken van terreinen;2005 september;131;3.7
249;1;451 Bouwrijp maken van terreinen;2005 3e kwartaal;112;8.5
250;1;451 Bouwrijp maken van terreinen;2005 oktober;131;-3.3
251;1;451 Bouwrijp maken van terreinen;2005 november;135;0.3
252;1;451 Bouwrijp maken van terreinen;2005 december;178;10.7
253;1;451 Bouwrijp maken van terreinen;2005 4e kwartaal;148;3.0
254;1;451 Bouwrijp maken van terreinen;2005;120;7.6
255;1;451 Bouwrijp maken van terreinen;2006 januari;65;-2.3
256;1;451 Bouwrijp maken van terreinen;2006 februari;101;7.4
257;1;451 Bouwrijp maken van terreinen;2006 maart;142;18.3
258;1;451 Bouwrijp maken van terreinen;2006 1e kwartaal;103;9.7
259;1;451 Bouwrijp maken van terreinen;2006 april;123;-3.3
260;1;451 Bouwrijp maken van terreinen;2006 mei;145;26.9
261;1;451 Bouwrijp maken van terreinen;2006 juni;160;12.0
262;1;451 Bouwrijp maken van terreinen;2006 2e kwartaal;143;11.4
263;1;451 Bouwrijp maken van terreinen;2006 juli;141;12.7
264;1;451 Bouwrijp maken van terreinen;2006 augustus;93;19.4
265;1;451 Bouwrijp maken van terreinen;2006 september;148;13.0
266;1;451 Bouwrijp maken van terreinen;2006 3e kwartaal;128;14.4
267;1;451 Bouwrijp maken van terreinen;2006 oktober;167;27.2
268;1;451 Bouwrijp maken van terreinen;2006 november;171;26.4
269;1;451 Bouwrijp maken van terreinen;2006 december;211;18.7
270;1;451 Bouwrijp maken van terreinen;2006 4e kwartaal;183;23.6
271;1;451 Bouwrijp maken van terreinen;2006;139;15.5
272;1;451 Bouwrijp maken van terreinen;2007 januari;83;27.0
273;1;451 Bouwrijp maken van terreinen;2007 februari;127;25.7
274;1;451 Bouwrijp maken van terreinen;2007 maart;163;14.5
275;1;451 Bouwrijp maken van terreinen;2007 1e kwartaal;124;20.8
276;1;451 Bouwrijp maken van terreinen;2007 april;159;29.3
277;1;451 Bouwrijp maken van terreinen;2007 mei;161;10.9
278;1;451 Bouwrijp maken van terreinen;2007 juni;185;15.3
279;1;451 Bouwrijp maken van terreinen;2007 2e kwartaal;168;17.8
280;1;451 Bouwrijp maken van terreinen;2007 juli;171;20.9
281;1;451 Bouwrijp maken van terreinen;2007 augustus;107;14.8
282;1;451 Bouwrijp maken van terreinen;2007 september;183;23.1
283;1;451 Bouwrijp maken van terreinen;2007 3e kwartaal;153;20.2
284;1;451 Bouwrijp maken van terreinen;2007 oktober;191;14.6
285;1;451 Bouwrijp maken van terreinen;2007 november;183;7.5
286;1;451 Bouwrijp maken van terreinen;2007 december;205;-3.1
287;1;451 Bouwrijp maken van terreinen;2007 4e kwartaal;193;5.6
288;1;451 Bouwrijp maken van terreinen;2007;160;14.9
289;1;451 Bouwrijp maken van terreinen;2008 januari;95;14.6
290;1;451 Bouwrijp maken van terreinen;2008 februari;147;15.7
291;1;451 Bouwrijp maken van terreinen;2008 maart;180;10.8
292;1;451 Bouwrijp maken van terreinen;2008 1e kwartaal;141;13.3
293;1;451 Bouwrijp maken van terreinen;2008 april;179;12.4
294;1;451 Bouwrijp maken van terreinen;2008 mei;178;10.7
295;1;451 Bouwrijp maken van terreinen;2008 juni;206;11.6
296;1;451 Bouwrijp maken van terreinen;2008 2e kwartaal;188;11.6
297;1;451 Bouwrijp maken van terreinen;2008 juli;176;3.1
298;1;451 Bouwrijp maken van terreinen;2008 augustus;114;6.9
299;1;451 Bouwrijp maken van terreinen;2008 september;192;5.2
300;1;451 Bouwrijp maken van terreinen;2008 3e kwartaal;161;4.8
301;1;451 Bouwrijp maken van terreinen;2008 oktober;203;5.9
302;1;451 Bouwrijp maken van terreinen;2008 november;185;0.7
303;1;451 Bouwrijp maken van terreinen;2008 december;225;10.1
304;1;451 Bouwrijp maken van terreinen;2008 4e kwartaal;204;5.7
305;1;451 Bouwrijp maken van terreinen;2008;173;8.5
306;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2000 januari;52;
307;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2000 februari;83;
308;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2000 maart;99;
309;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2000 1e kwartaal;78;
310;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2000 april;96;
311;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2000 mei;108;
312;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2000 juni;107;
313;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2000 2e kwartaal;104;
314;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2000 juli;96;
315;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2000 augustus;65;
316;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2000 september;110;
317;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2000 3e kwartaal;91;
318;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2000 oktober;114;
319;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2000 november;121;
320;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2000 december;148;
321;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2000 4e kwartaal;128;
322;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2000;100;
323;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2001 januari;49;-5.8
324;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2001 februari;84;2.2
325;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2001 maart;105;6.5
326;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2001 1e kwartaal;80;2.2
327;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2001 april;102;5.7
328;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2001 mei;114;5.6
329;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2001 juni;125;16.6
330;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2001 2e kwartaal;114;9.4
331;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2001 juli;107;11.2
332;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2001 augustus;73;11.7
333;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2001 september;116;4.8
334;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2001 3e kwartaal;98;8.7
335;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2001 oktober;127;11.9
336;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2001 november;128;6.0
337;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2001 december;148;0.1
338;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2001 4e kwartaal;135;5.5
339;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2001;107;6.6
340;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2002 januari;66;35.6
341;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2002 februari;86;2.0
342;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2002 maart;110;4.8
343;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2002 1e kwartaal;88;10.1
344;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2002 april;107;4.7
345;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2002 mei;105;-8.4
346;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2002 juni;119;-4.3
347;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2002 2e kwartaal;110;-3.0
348;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2002 juli;104;-2.2
349;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2002 augustus;72;-1.8
350;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2002 september;118;2.1
351;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2002 3e kwartaal;98;-0.4
352;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2002 oktober;126;-0.7
353;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2002 november;125;-2.3
354;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2002 december;128;-13.8
355;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2002 4e kwartaal;126;-6.0
356;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2002;106;-0.9
357;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2003 januari;62;-6.0
358;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2003 februari;83;-3.7
359;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2003 maart;100;-9.1
360;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2003 1e kwartaal;82;-6.5
361;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2003 april;104;-2.7
362;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2003 mei;108;2.8
363;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2003 juni;111;-7.4
364;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2003 2e kwartaal;107;-2.7
365;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2003 juli;94;-9.4
366;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2003 augustus;68;-4.7
367;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2003 september;109;-8.0
368;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2003 3e kwartaal;91;-7.7
369;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2003 oktober;116;-8.4
370;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2003 november;115;-8.4
371;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2003 december;124;-3.0
372;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2003 4e kwartaal;118;-6.6
373;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2003;99;-5.8
374;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2004 januari;64;3.4
375;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2004 februari;85;2.3
376;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2004 maart;103;3.0
377;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2004 1e kwartaal;84;2.9
378;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2004 april;104;0.6
379;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2004 mei;98;-9.5
380;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2004 juni;114;3.5
381;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2004 2e kwartaal;105;-1.8
382;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2004 juli;102;7.9
383;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2004 augustus;62;-8.7
384;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2004 september;112;3.5
385;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2004 3e kwartaal;92;2.0
386;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2004 oktober;117;0.7
387;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2004 november;122;6.7
388;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2004 december;141;13.8
389;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2004 4e kwartaal;127;7.2
390;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2004;102;2.7
391;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2005 januari;64;-0.9
392;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2005 februari;83;-2.6
393;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2005 maart;99;-4.6
394;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2005 1e kwartaal;82;-3.0
395;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2005 april;110;5.9
396;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2005 mei;106;8.2
397;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2005 juni;128;12.2
398;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2005 2e kwartaal;115;8.9
399;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2005 juli;108;5.5
400;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2005 augustus;71;13.4
401;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2005 september;123;9.0
402;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2005 3e kwartaal;100;8.7
403;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2005 oktober;121;3.8
404;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2005 november;129;5.2
405;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2005 december;152;7.3
