ID;RegioS;Perioden;PersonenMetEenBetalingsachterstand_1;PersMetBetalingsachterstandRelatief_2
543;Zaanstreek (CR);2021;2030.0;1.5
544;Zaanstreek (CR);2022;2050.0;1.4
545;Zaanstreek (CR);2023;2180.0;1.5
546;Groot-Amsterdam (CR);2010;20160.0;2.0
547;Groot-Amsterdam (CR);2011;26940.0;2.6
548;Groot-Amsterdam (CR);2012;27370.0;2.6
549;Groot-Amsterdam (CR);2013;30580.0;2.9
550;Groot-Amsterdam (CR);2014;31270.0;2.9
551;Groot-Amsterdam (CR);2015;29030.0;2.7
552;Groot-Amsterdam (CR);2016;24610.0;2.3
553;Groot-Amsterdam (CR);2017;22340.0;2.0
554;Groot-Amsterdam (CR);2018;19820.0;1.8
555;Groot-Amsterdam (CR);2019;18450.0;1.6
556;Groot-Amsterdam (CR);2020;17410.0;1.5
557;Groot-Amsterdam (CR);2021;16330.0;1.4
558;Groot-Amsterdam (CR);2022;16030.0;1.4
559;Groot-Amsterdam (CR);2023;17230.0;1.4
560;Het Gooi en Vechtstreek (CR);2010;2020.0;1.0
561;Het Gooi en Vechtstreek (CR);2011;2580.0;1.3
562;Het Gooi en Vechtstreek (CR);2012;2670.0;1.4
563;Het Gooi en Vechtstreek (CR);2013;2940.0;1.5
564;Het Gooi en Vechtstreek (CR);2014;3220.0;1.7
565;Het Gooi en Vechtstreek (CR);2015;3110.0;1.6
566;Het Gooi en Vechtstreek (CR);2016;2780.0;1.4
567;Het Gooi en Vechtstreek (CR);2017;2580.0;1.3
568;Het Gooi en Vechtstreek (CR);2018;2310.0;1.1
569;Het Gooi en Vechtstreek (CR);2019;2090.0;1.0
570;Het Gooi en Vechtstreek (CR);2020;1950.0;0.9
571;Het Gooi en Vechtstreek (CR);2021;1770.0;0.9
572;Het Gooi en Vechtstreek (CR);2022;1760.0;0.8
573;Het Gooi en Vechtstreek (CR);2023;1690.0;0.9
574;Agglomeratie Leiden en Bollenstreek (CR);2010;3990.0;1.2
575;Agglomeratie Leiden en Bollenstreek (CR);2011;4330.0;1.3
576;Agglomeratie Leiden en Bollenstreek (CR);2012;4120.0;1.3
577;Agglomeratie Leiden en Bollenstreek (CR);2013;4340.0;1.3
578;Agglomeratie Leiden en Bollenstreek (CR);2014;4720.0;1.4
579;Agglomeratie Leiden en Bollenstreek (CR);2015;4480.0;1.3
580;Agglomeratie Leiden en Bollenstreek (CR);2016;4030.0;1.2
581;Agglomeratie Leiden en Bollenstreek (CR);2017;3540.0;1.0
582;Agglomeratie Leiden en Bollenstreek (CR);2018;3440.0;1.0
583;Agglomeratie Leiden en Bollenstreek (CR);2019;3190.0;0.9
584;Agglomeratie Leiden en Bollenstreek (CR);2020;2940.0;0.8
585;Agglomeratie Leiden en Bollenstreek (CR);2021;2830.0;0.8
586;Agglomeratie Leiden en Bollenstreek (CR);2022;2790.0;0.8
587;Agglomeratie Leiden en Bollenstreek (CR);2023;2810.0;0.8
588;Agglomeratie 's-Gravenhage (CR);2010;19730.0;3.1
589;Agglomeratie 's-Gravenhage (CR);2011;21150.0;3.3
590;Agglomeratie 's-Gravenhage (CR);2012;22140.0;3.4
591;Agglomeratie 's-Gravenhage (CR);2013;22600.0;3.4
592;Agglomeratie 's-Gravenhage (CR);2014;24080.0;3.6
593;Agglomeratie 's-Gravenhage (CR);2015;22520.0;3.4
594;Agglomeratie 's-Gravenhage (CR);2016;20510.0;3.0
595;Agglomeratie 's-Gravenhage (CR);2017;19030.0;2.8
596;Agglomeratie 's-Gravenhage (CR);2018;17080.0;2.5
597;Agglomeratie 's-Gravenhage (CR);2019;15970.0;2.3
598;Agglomeratie 's-Gravenhage (CR);2020;14930.0;2.1
599;Agglomeratie 's-Gravenhage (CR);2021;14470.0;2.0
600;Agglomeratie 's-Gravenhage (CR);2022;14320.0;2.0
601;Agglomeratie 's-Gravenhage (CR);2023;14950.0;2.0
602;Delft en Westland (CR);2010;2290.0;1.3
603;Delft en Westland (CR);2011;2610.0;1.5
604;Delft en Westland (CR);2012;2690.0;1.5
605;Delft en Westland (CR);2013;2820.0;1.6
606;Delft en Westland (CR);2014;3070.0;1.7
607;Delft en Westland (CR);2015;2920.0;1.6
608;Delft en Westland (CR);2016;2530.0;1.4
609;Delft en Westland (CR);2017;2190.0;1.2
610;Delft en Westland (CR);2018;2080.0;1.1
611;Delft en Westland (CR);2019;2000.0;1.0
612;Delft en Westland (CR);2020;1840.0;1.0
613;Delft en Westland (CR);2021;1700.0;0.9
614;Delft en Westland (CR);2022;1720.0;0.9
615;Delft en Westland (CR);2023;1830.0;0.9
616;Oost-Zuid-Holland (CR);2010;3380.0;1.5
617;Oost-Zuid-Holland (CR);2011;3660.0;1.6
618;Oost-Zuid-Holland (CR);2012;3580.0;1.6
619;Oost-Zuid-Holland (CR);2013;3710.0;1.6
620;Oost-Zuid-Holland (CR);2014;4060.0;1.7
621;Oost-Zuid-Holland (CR);2015;4140.0;1.6
622;Oost-Zuid-Holland (CR);2016;3650.0;1.4
623;Oost-Zuid-Holland (CR);2017;3340.0;1.3
624;Oost-Zuid-Holland (CR);2018;3100.0;1.2
625;Oost-Zuid-Holland (CR);2019;2950.0;1.1
626;Oost-Zuid-Holland (CR);2020;2720.0;1.0
627;Oost-Zuid-Holland (CR);2021;2570.0;0.9
628;Oost-Zuid-Holland (CR);2022;2470.0;0.9
629;Oost-Zuid-Holland (CR);2023;2540.0;0.9
630;Groot-Rijnmond (CR);2010;36120.0;3.2
631;Groot-Rijnmond (CR);2011;40380.0;3.6
632;Groot-Rijnmond (CR);2012;40370.0;3.6
633;Groot-Rijnmond (CR);2013;40650.0;3.6
634;Groot-Rijnmond (CR);2014;42650.0;3.7
635;Groot-Rijnmond (CR);2015;40030.0;3.5
636;Groot-Rijnmond (CR);2016;36240.0;3.2
637;Groot-Rijnmond (CR);2017;33220.0;2.9
638;Groot-Rijnmond (CR);2018;30410.0;2.6
639;Groot-Rijnmond (CR);2019;28440.0;2.4
640;Groot-Rijnmond (CR);2020;25890.0;2.2
641;Groot-Rijnmond (CR);2021;24300.0;2.0
642;Groot-Rijnmond (CR);2022;23980.0;2.0
643;Groot-Rijnmond (CR);2023;24910.0;2.0
644;Zuidoost-Zuid-Holland (CR);2010;6510.0;2.1
645;Zuidoost-Zuid-Holland (CR);2011;7370.0;2.4
646;Zuidoost-Zuid-Holland (CR);2012;7130.0;2.3
647;Zuidoost-Zuid-Holland (CR);2013;7450.0;2.4
648;Zuidoost-Zuid-Holland (CR);2014;8170.0;2.6
649;Zuidoost-Zuid-Holland (CR);2015;7580.0;2.4
650;Zuidoost-Zuid-Holland (CR);2016;6600.0;2.1
651;Zuidoost-Zuid-Holland (CR);2017;5950.0;1.9
652;Zuidoost-Zuid-Holland (CR);2018;5230.0;1.6
653;Zuidoost-Zuid-Holland (CR);2019;4530.0;1.5
654;Zuidoost-Zuid-Holland (CR);2020;4180.0;1.4
655;Zuidoost-Zuid-Holland (CR);2021;3740.0;1.3
656;Zuidoost-Zuid-Holland (CR);2022;3610.0;1.2
657;Zuidoost-Zuid-Holland (CR);2023;3920.0;1.3
658;Zeeuwsch-Vlaanderen (CR);2010;1460.0;1.7
659;Zeeuwsch-Vlaanderen (CR);2011;1580.0;1.8
660;Zeeuwsch-Vlaanderen (CR);2012;1660.0;1.9
661;Zeeuwsch-Vlaanderen (CR);2013;1560.0;1.8
662;Zeeuwsch-Vlaanderen (CR);2014;1650.0;1.9
663;Zeeuwsch-Vlaanderen (CR);2015;1270.0;1.5
664;Zeeuwsch-Vlaanderen (CR);2016;1110.0;1.3
665;Zeeuwsch-Vlaanderen (CR);2017;1000.0;1.1
666;Zeeuwsch-Vlaanderen (CR);2018;930.0;1.1
667;Zeeuwsch-Vlaanderen (CR);2019;930.0;1.1
668;Zeeuwsch-Vlaanderen (CR);2020;850.0;1.0
669;Zeeuwsch-Vlaanderen (CR);2021;840.0;0.9
670;Zeeuwsch-Vlaanderen (CR);2022;820.0;0.9
671;Zeeuwsch-Vlaanderen (CR);2023;830.0;0.9
672;Overig Zeeland (CR);2010;2800.0;1.3
673;Overig Zeeland (CR);2011;3270.0;1.5
674;Overig Zeeland (CR);2012;3420.0;1.6
675;Overig Zeeland (CR);2013;3320.0;1.5
676;Overig Zeeland (CR);2014;3550.0;1.6
677;Overig Zeeland (CR);2015;3050.0;1.4
678;Overig Zeeland (CR);2016;2580.0;1.2
679;Overig Zeeland (CR);2017;2490.0;1.1
680;Overig Zeeland (CR);2018;2300.0;1.0
681;Overig Zeeland (CR);2019;2290.0;1.0
682;Overig Zeeland (CR);2020;2050.0;0.9
683;Overig Zeeland (CR);2021;1930.0;0.8
684;Overig Zeeland (CR);2022;1920.0;0.8
685;Overig Zeeland (CR);2023;1960.0;0.8
686;West-Noord-Brabant (CR);2010;8430.0;1.7
687;West-Noord-Brabant (CR);2011;9440.0;1.9
688;West-Noord-Brabant (CR);2012;9910.0;2.0
689;West-Noord-Brabant (CR);2013;9820.0;2.0
690;West-Noord-Brabant (CR);2014;10790.0;2.1
691;West-Noord-Brabant (CR);2015;9580.0;1.9
692;West-Noord-Brabant (CR);2016;8170.0;1.6
693;West-Noord-Brabant (CR);2017;7840.0;1.5
694;West-Noord-Brabant (CR);2018;7070.0;1.4
695;West-Noord-Brabant (CR);2019;6750.0;1.3
696;West-Noord-Brabant (CR);2020;6010.0;1.2
697;West-Noord-Brabant (CR);2021;5640.0;1.1
698;West-Noord-Brabant (CR);2022;5690.0;1.1
699;West-Noord-Brabant (CR);2023;5950.0;1.1
700;Midden-Noord-Brabant (CR);2010;6200.0;1.7
701;Midden-Noord-Brabant (CR);2011;6980.0;1.9
702;Midden-Noord-Brabant (CR);2012;7420.0;2.0
703;Midden-Noord-Brabant (CR);2013;7650.0;2.1
704;Midden-Noord-Brabant (CR);2014;8190.0;2.2
705;Midden-Noord-Brabant (CR);2015;7590.0;2.0
706;Midden-Noord-Brabant (CR);2016;6140.0;1.6
707;Midden-Noord-Brabant (CR);2017;5660.0;1.5
708;Midden-Noord-Brabant (CR);2018;5000.0;1.3
709;Midden-Noord-Brabant (CR);2019;4640.0;1.2
710;Midden-Noord-Brabant (CR);2020;4170.0;1.1
711;Midden-Noord-Brabant (CR);2021;3960.0;1.0
712;Midden-Noord-Brabant (CR);2022;3980.0;1.0
713;Midden-Noord-Brabant (CR);2023;4340.0;1.0
714;Noordoost-Noord-Brabant (CR);2010;7090.0;1.4
715;Noordoost-Noord-Brabant (CR);2011;7760.0;1.5
716;Noordoost-Noord-Brabant (CR);2012;7840.0;1.5
717;Noordoost-Noord-Brabant (CR);2013;7920.0;1.6
718;Noordoost-Noord-Brabant (CR);2014;8730.0;1.7
719;Noordoost-Noord-Brabant (CR);2015;8210.0;1.6
720;Noordoost-Noord-Brabant (CR);2016;6850.0;1.3
721;Noordoost-Noord-Brabant (CR);2017;6220.0;1.2
722;Noordoost-Noord-Brabant (CR);2018;5630.0;1.1
723;Noordoost-Noord-Brabant (CR);2019;5120.0;1.0
724;Noordoost-Noord-Brabant (CR);2020;4680.0;0.9
725;Noordoost-Noord-Brabant (CR);2021;4260.0;0.8
726;Noordoost-Noord-Brabant (CR);2022;4280.0;0.8
727;Noordoost-Noord-Brabant (CR);2023;4600.0;0.8
728;Zuidoost-Noord-Brabant (CR);2010;9250.0;1.6
729;Zuidoost-Noord-Brabant (CR);2011;10510.0;1.8
730;Zuidoost-Noord-Brabant (CR);2012;11010.0;1.8
731;Zuidoost-Noord-Brabant (CR);2013;10950.0;1.8
732;Zuidoost-Noord-Brabant (CR);2014;11600.0;1.9
733;Zuidoost-Noord-Brabant (CR);2015;10570.0;1.7
734;Zuidoost-Noord-Brabant (CR);2016;8700.0;1.4
735;Zuidoost-Noord-Brabant (CR);2017;7930.0;1.3
736;Zuidoost-Noord-Brabant (CR);2018;7140.0;1.1
737;Zuidoost-Noord-Brabant (CR);2019;6540.0;1.0
738;Zuidoost-Noord-Brabant (CR);2020;6130.0;1.0
739;Zuidoost-Noord-Brabant (CR);2021;5660.0;0.9
740;Zuidoost-Noord-Brabant (CR);2022;5690.0;0.9
741;Zuidoost-Noord-Brabant (CR);2023;6000.0;0.9
742;Noord-Limburg (CR);2010;3290.0;1.5
743;Noord-Limburg (CR);2011;3500.0;1.6
744;Noord-Limburg (CR);2012;3450.0;1.5
745;Noord-Limburg (CR);2013;3540.0;1.6
746;Noord-Limburg (CR);2014;3930.0;1.7
747;Noord-Limburg (CR);2015;3740.0;1.7
748;Noord-Limburg (CR);2016;3130.0;1.4
749;Noord-Limburg (CR);2017;2830.0;1.2
750;Noord-Limburg (CR);2018;2570.0;1.1
751;Noord-Limburg (CR);2019;2330.0;1.0
752;Noord-Limburg (CR);2020;2110.0;0.9
753;Noord-Limburg (CR);2021;2000.0;0.8
754;Noord-Limburg (CR);2022;1890.0;0.8
755;Noord-Limburg (CR);2023;2110.0;0.9
756;Midden-Limburg (CR);2010;3040.0;1.6
757;Midden-Limburg (CR);2011;3310.0;1.7
758;Midden-Limburg (CR);2012;3460.0;1.8
759;Midden-Limburg (CR);2013;3290.0;1.7
760;Midden-Limburg (CR);2014;3400.0;1.8
761;Midden-Limburg (CR);2015;2890.0;1.5
762;Midden-Limburg (CR);2016;2440.0;1.2
763;Midden-Limburg (CR);2017;2190.0;1.1
764;Midden-Limburg (CR);2018;2070.0;1.1
765;Midden-Limburg (CR);2019;1950.0;1.0
766;Midden-Limburg (CR);2020;1840.0;0.9
767;Midden-Limburg (CR);2021;1720.0;0.9
768;Midden-Limburg (CR);2022;1790.0;0.9
769;Midden-Limburg (CR);2023;1860.0;0.9
770;Zuid-Limburg (CR);2010;12660.0;2.5
771;Zuid-Limburg (CR);2011;13720.0;2.7
772;Zuid-Limburg (CR);2012;14230.0;2.8
773;Zuid-Limburg (CR);2013;13880.0;2.7
774;Zuid-Limburg (CR);2014;14280.0;2.8
775;Zuid-Limburg (CR);2015;12880.0;2.5
776;Zuid-Limburg (CR);2016;10830.0;2.1
777;Zuid-Limburg (CR);2017;9690.0;1.9
778;Zuid-Limburg (CR);2018;8680.0;1.7
779;Zuid-Limburg (CR);2019;7950.0;1.6
780;Zuid-Limburg (CR);2020;7320.0;1.4
781;Zuid-Limburg (CR);2021;6670.0;1.3
782;Zuid-Limburg (CR);2022;6740.0;1.3
783;Zuid-Limburg (CR);2023;6870.0;1.3
784;Flevoland (CR);2010;7700.0;2.6
785;Flevoland (CR);2011;9390.0;3.2
786;Flevoland (CR);2012;9270.0;3.1
787;Flevoland (CR);2013;9510.0;3.2
788;Flevoland (CR);2014;9990.0;3.3
789;Flevoland (CR);2015;9660.0;3.1
790;Flevoland (CR);2016;8630.0;2.8
791;Flevoland (CR);2017;8170.0;2.6
792;Flevoland (CR);2018;7150.0;2.2
793;Flevoland (CR);2019;6550.0;2.0
794;Flevoland (CR);2020;5880.0;1.8
795;Flevoland (CR);2021;5560.0;1.6
796;Flevoland (CR);2022;5410.0;1.6
797;Flevoland (CR);2023;5490.0;1.6
798;Aa en Hunze;2010;230.0;1.1
799;Aa en Hunze;2011;240.0;1.2
800;Aa en Hunze;2012;230.0;1.1
801;Aa en Hunze;2013;220.0;1.1
802;Aa en Hunze;2014;240.0;1.2
803;Aa en Hunze;2015;240.0;1.2
804;Aa en Hunze;2016;250.0;1.2
805;Aa en Hunze;2017;220.0;1.1
806;Aa en Hunze;2018;190.0;0.9
807;Aa en Hunze;2019;170.0;0.8
808;Aa en Hunze;2020;140.0;0.7
809;Aa en Hunze;2021;140.0;0.6
810;Aa en Hunze;2022;110.0;0.5
811;Aa en Hunze;2023;110.0;0.5
812;Aalburg;2010;70.0;0.7
813;Aalburg;2011;80.0;0.8
814;Aalburg;2012;90.0;0.9
815;Aalburg;2013;90.0;0.9
816;Aalburg;2014;90.0;1.0
817;Aalburg;2015;90.0;0.9
818;Aalburg;2016;90.0;0.9
819;Aalburg;2017;80.0;0.8
820;Aalburg;2018;80.0;0.8
821;Aalburg;2019;;
822;Aalburg;2020;;
823;Aalburg;2021;;
824;Aalburg;2022;;
825;Aalburg;2023;;
826;Aalsmeer;2010;240.0;1.0
827;Aalsmeer;2011;280.0;1.2
828;Aalsmeer;2012;280.0;1.2
829;Aalsmeer;2013;280.0;1.2
830;Aalsmeer;2014;310.0;1.3
831;Aalsmeer;2015;300.0;1.3
832;Aalsmeer;2016;290.0;1.2
833;Aalsmeer;2017;240.0;1.0
834;Aalsmeer;2018;230.0;0.9
835;Aalsmeer;2019;200.0;0.8
836;Aalsmeer;2020;190.0;0.7
837;Aalsmeer;2021;190.0;0.8
838;Aalsmeer;2022;190.0;0.7
839;Aalsmeer;2023;210.0;0.8
840;Aalten;2010;200.0;1.0
841;Aalten;2011;200.0;0.9
842;Aalten;2012;190.0;0.9
843;Aalten;2013;180.0;0.9
844;Aalten;2014;190.0;0.9
845;Aalten;2015;200.0;0.9
846;Aalten;2016;180.0;0.8
847;Aalten;2017;170.0;0.8
848;Aalten;2018;160.0;0.8
849;Aalten;2019;130.0;0.6
850;Aalten;2020;110.0;0.5
851;Aalten;2021;110.0;0.5
852;Aalten;2022;100.0;0.5
853;Aalten;2023;120.0;0.5
854;Abcoude;2010;40.0;0.6
855;Abcoude;2011;;
856;Abcoude;2012;;
857;Abcoude;2013;;
858;Abcoude;2014;;
859;Abcoude;2015;;
860;Abcoude;2016;;
861;Abcoude;2017;;
862;Abcoude;2018;;
863;Abcoude;2019;;
864;Abcoude;2020;;
865;Abcoude;2021;;
866;Abcoude;2022;;
867;Abcoude;2023;;
868;Achtkarspelen;2010;300.0;1.4
869;Achtkarspelen;2011;300.0;1.4
870;Achtkarspelen;2012;320.0;1.5
871;Achtkarspelen;2013;310.0;1.4
872;Achtkarspelen;2014;320.0;1.5
873;Achtkarspelen;2015;340.0;1.5
874;Achtkarspelen;2016;330.0;1.5
875;Achtkarspelen;2017;290.0;1.3
876;Achtkarspelen;2018;250.0;1.1
877;Achtkarspelen;2019;250.0;1.1
878;Achtkarspelen;2020;210.0;1.0
879;Achtkarspelen;2021;180.0;0.8
880;Achtkarspelen;2022;170.0;0.7
881;Achtkarspelen;2023;170.0;0.8
882;Alblasserdam;2010;190.0;1.3
883;Alblasserdam;2011;230.0;1.5
884;Alblasserdam;2012;240.0;1.6
885;Alblasserdam;2013;240.0;1.6
886;Alblasserdam;2014;280.0;1.9
887;Alblasserdam;2015;240.0;1.6
888;Alblasserdam;2016;220.0;1.5
889;Alblasserdam;2017;210.0;1.4
890;Alblasserdam;2018;180.0;1.2
891;Alblasserdam;2019;180.0;1.2
892;Alblasserdam;2020;160.0;1.0
893;Alblasserdam;2021;150.0;1.0
894;Alblasserdam;2022;150.0;0.9
895;Alblasserdam;2023;160.0;1.0
896;Albrandswaard;2010;260.0;1.4
897;Albrandswaard;2011;260.0;1.3
898;Albrandswaard;2012;240.0;1.2
899;Albrandswaard;2013;250.0;1.3
900;Albrandswaard;2014;280.0;1.5
901;Albrandswaard;2015;270.0;1.4
902;Albrandswaard;2016;240.0;1.2
903;Albrandswaard;2017;210.0;1.1
904;Albrandswaard;2018;200.0;1.0
905;Albrandswaard;2019;190.0;0.9
906;Albrandswaard;2020;170.0;0.9
907;Albrandswaard;2021;170.0;0.8
908;Albrandswaard;2022;160.0;0.8
909;Albrandswaard;2023;160.0;0.8
910;Alkmaar;2010;1290.0;1.7
911;Alkmaar;2011;1430.0;1.9
912;Alkmaar;2012;1400.0;1.8
913;Alkmaar;2013;1350.0;1.8
914;Alkmaar;2014;1450.0;1.9
915;Alkmaar;2015;1490.0;1.7
916;Alkmaar;2016;1260.0;1.4
917;Alkmaar;2017;1150.0;1.3
918;Alkmaar;2018;990.0;1.1
919;Alkmaar;2019;910.0;1.0
920;Alkmaar;2020;800.0;0.9
921;Alkmaar;2021;750.0;0.8
922;Alkmaar;2022;720.0;0.8
923;Alkmaar;2023;820.0;0.9
924;Almelo;2010;1540.0;2.7
925;Almelo;2011;1490.0;2.6
926;Almelo;2012;1480.0;2.6
927;Almelo;2013;1340.0;2.4
928;Almelo;2014;1400.0;2.5
929;Almelo;2015;1540.0;2.7
930;Almelo;2016;1530.0;2.7
931;Almelo;2017;1460.0;2.5
932;Almelo;2018;1380.0;2.4
933;Almelo;2019;1230.0;2.1
934;Almelo;2020;1110.0;1.9
935;Almelo;2021;1040.0;1.8
936;Almelo;2022;1010.0;1.7
937;Almelo;2023;1030.0;1.7
938;Almere;2010;4150.0;2.9
939;Almere;2011;5310.0;3.7
940;Almere;2012;5440.0;3.7
941;Almere;2013;5700.0;3.8
942;Almere;2014;5890.0;3.9
943;Almere;2015;5600.0;3.7
944;Almere;2016;4990.0;3.2
945;Almere;2017;4740.0;3.0
946;Almere;2018;4190.0;2.6
947;Almere;2019;3870.0;2.4
948;Almere;2020;3410.0;2.0
949;Almere;2021;3250.0;1.9
950;Almere;2022;3130.0;1.8
951;Almere;2023;3230.0;1.8
952;Alphen aan den Rijn;2010;1010.0;1.8
953;Alphen aan den Rijn;2011;1090.0;1.9
954;Alphen aan den Rijn;2012;1050.0;1.8
955;Alphen aan den Rijn;2013;1040.0;1.8
956;Alphen aan den Rijn;2014;1340.0;1.6
957;Alphen aan den Rijn;2015;1290.0;1.5
958;Alphen aan den Rijn;2016;1210.0;1.4
959;Alphen aan den Rijn;2017;1100.0;1.3
960;Alphen aan den Rijn;2018;1020.0;1.2
961;Alphen aan den Rijn;2019;1000.0;1.1
962;Alphen aan den Rijn;2020;870.0;1.0
963;Alphen aan den Rijn;2021;880.0;1.0
964;Alphen aan den Rijn;2022;820.0;0.9
965;Alphen aan den Rijn;2023;780.0;0.8
966;Alphen-Chaam;2010;50.0;0.7
967;Alphen-Chaam;2011;70.0;1.0
968;Alphen-Chaam;2012;70.0;0.9
969;Alphen-Chaam;2013;80.0;1.0
970;Alphen-Chaam;2014;90.0;1.1
971;Alphen-Chaam;2015;80.0;1.0
972;Alphen-Chaam;2016;60.0;0.7
973;Alphen-Chaam;2017;60.0;0.7
974;Alphen-Chaam;2018;60.0;0.7
975;Alphen-Chaam;2019;60.0;0.7
976;Alphen-Chaam;2020;50.0;0.5
977;Alphen-Chaam;2021;50.0;0.5
978;Alphen-Chaam;2022;50.0;0.5
979;Alphen-Chaam;2023;60.0;0.7
980;Altena;2010;;
981;Altena;2011;;
982;Altena;2012;;
983;Altena;2013;;
984;Altena;2014;;
985;Altena;2015;;
986;Altena;2016;;
987;Altena;2017;;
988;Altena;2018;;
989;Altena;2019;340.0;0.8
990;Altena;2020;310.0;0.7
991;Altena;2021;280.0;0.6
992;Altena;2022;260.0;0.6
993;Altena;2023;290.0;0.6
994;Ameland;2010;30.0;1.1
995;Ameland;2011;30.0;1.1
996;Ameland;2012;40.0;1.3
997;Ameland;2013;30.0;1.2
998;Ameland;2014;30.0;1.1
999;Ameland;2015;30.0;0.9
1000;Ameland;2016;30.0;0.9
1001;Ameland;2017;30.0;0.9
1002;Ameland;2018;30.0;1.0
1003;Ameland;2019;40.0;1.2
1004;Ameland;2020;30.0;1.0
1005;Ameland;2021;20.0;0.7
1006;Ameland;2022;20.0;0.6
1007;Ameland;2023;20.0;0.6
1008;Amersfoort;2010;1520.0;1.4
1009;Amersfoort;2011;1960.0;1.7
1010;Amersfoort;2012;2040.0;1.8
1011;Amersfoort;2013;2180.0;1.9
1012;Amersfoort;2014;2250.0;1.9
1013;Amersfoort;2015;2170.0;1.9
1014;Amersfoort;2016;1940.0;1.6
1015;Amersfoort;2017;1770.0;1.5
1016;Amersfoort;2018;1590.0;1.3
1017;Amersfoort;2019;1490.0;1.2
1018;Amersfoort;2020;1310.0;1.1
1019;Amersfoort;2021;1180.0;0.9
1020;Amersfoort;2022;1140.0;0.9
1021;Amersfoort;2023;1150.0;0.9
1022;Amstelveen;2010;670.0;1.0
1023;Amstelveen;2011;780.0;1.2
1024;Amstelveen;2012;780.0;1.2
1025;Amstelveen;2013;750.0;1.1
1026;Amstelveen;2014;830.0;1.2
1027;Amstelveen;2015;800.0;1.1
1028;Amstelveen;2016;710.0;1.0
1029;Amstelveen;2017;650.0;0.9
1030;Amstelveen;2018;610.0;0.8
1031;Amstelveen;2019;560.0;0.8
1032;Amstelveen;2020;560.0;0.8
1033;Amstelveen;2021;520.0;0.7
1034;Amstelveen;2022;500.0;0.7
1035;Amstelveen;2023;530.0;0.7
1036;Amsterdam;2010;15300.0;2.4
1037;Amsterdam;2011;21180.0;3.3
1038;Amsterdam;2012;21670.0;3.3
1039;Amsterdam;2013;24910.0;3.8
1040;Amsterdam;2014;25410.0;3.8
1041;Amsterdam;2015;23560.0;3.4
1042;Amsterdam;2016;19790.0;2.8
1043;Amsterdam;2017;17870.0;2.5
1044;Amsterdam;2018;15790.0;2.2
1045;Amsterdam;2019;14610.0;2.0
1046;Amsterdam;2020;13730.0;1.9
1047;Amsterdam;2021;12710.0;1.7
1048;Amsterdam;2022;12660.0;1.6
1049;Amsterdam;2023;13480.0;1.7
1050;Andijk;2010;60.0;1.3
1051;Andijk;2011;;
1052;Andijk;2012;;
1053;Andijk;2013;;
1054;Andijk;2014;;
1055;Andijk;2015;;
1056;Andijk;2016;;
1057;Andijk;2017;;
1058;Andijk;2018;;
1059;Andijk;2019;;
1060;Andijk;2020;;
1061;Andijk;2021;;
1062;Andijk;2022;;
1063;Andijk;2023;;
1064;Anna Paulowna;2010;100.0;0.9
1065;Anna Paulowna;2011;110.0;1.0
1066;Anna Paulowna;2012;;
1067;Anna Paulowna;2013;;
1068;Anna Paulowna;2014;;
1069;Anna Paulowna;2015;;
1070;Anna Paulowna;2016;;
1071;Anna Paulowna;2017;;
1072;Anna Paulowna;2018;;
1073;Anna Paulowna;2019;;
1074;Anna Paulowna;2020;;
1075;Anna Paulowna;2021;;
1076;Anna Paulowna;2022;;
1077;Anna Paulowna;2023;;
1078;Apeldoorn;2010;1600.0;1.3
1079;Apeldoorn;2011;2040.0;1.6
1080;Apeldoorn;2012;2110.0;1.7
1081;Apeldoorn;2013;2290.0;1.8
1082;Apeldoorn;2014;2380.0;1.9
1083;Apeldoorn;2015;2420.0;1.9
1084;Apeldoorn;2016;2120.0;1.7
1085;Apeldoorn;2017;1990.0;1.5
1086;Apeldoorn;2018;1830.0;1.4
1087;Apeldoorn;2019;1710.0;1.3
1088;Apeldoorn;2020;1650.0;1.2
1089;Apeldoorn;2021;1530.0;1.1
1090;Apeldoorn;2022;1440.0;1.1
1091;Apeldoorn;2023;1450.0;1.1
1092;Appingedam;2010;220.0;2.3
1093;Appingedam;2011;180.0;1.8
1094;Appingedam;2012;170.0;1.8
1095;Appingedam;2013;180.0;1.8
1096;Appingedam;2014;210.0;2.1
1097;Appingedam;2015;240.0;2.5
1098;Appingedam;2016;260.0;2.7
1099;Appingedam;2017;250.0;2.6
1100;Appingedam;2018;210.0;2.2
1101;Appingedam;2019;180.0;1.9
1102;Appingedam;2020;160.0;1.7
1103;Appingedam;2021;;
1104;Appingedam;2022;;
1105;Appingedam;2023;;
1106;Arnhem;2010;3610.0;3.0
1107;Arnhem;2011;3650.0;3.0
1108;Arnhem;2012;3620.0;3.0
1109;Arnhem;2013;3670.0;3.0
1110;Arnhem;2014;3920.0;3.2
1111;Arnhem;2015;4040.0;3.3
1112;Arnhem;2016;3990.0;3.2
1113;Arnhem;2017;3390.0;2.7
1114;Arnhem;2018;3130.0;2.4
1115;Arnhem;2019;2970.0;2.3
1116;Arnhem;2020;2840.0;2.1
1117;Arnhem;2021;2510.0;1.9
1118;Arnhem;2022;2450.0;1.8
1119;Arnhem;2023;2490.0;1.8
1120;Assen;2010;990.0;1.9
1121;Assen;2011;1110.0;2.1
1122;Assen;2012;1060.0;2.0
1123;Assen;2013;1000.0;1.9
1124;Assen;2014;1050.0;2.0
