ID;RegioS;Ecosysteemtypen;Perioden;VoorzieningVoedselEnSierteeltgewassen_1;VoorzieningVeevoedergewassen_2;Houtvoorziening_3;Waterzuivering_4;Luchtfiltratie_5;Koolstofvastlegging_6;Koolstofopslag_7;Bestuiving_8;Regenwaterregulatie_9;Kustbescherming_10;VerminderingStedelijkeHitteEilanden_11;NatuurrecreatieWandelen_12;NatuurrecreatieOverig_13;Natuurtoerisme_14;TotaalEcosysteemdiensten_15;VoorzieningVoedselEnSierteeltgewassen_16;VoorzieningVeevoedergewassen_17;Houtvoorziening_18;Waterzuivering_19;Luchtfiltratie_20;Koolstofvastlegging_21;Koolstofopslag_22;Bestuiving_23;Regenwaterregulatie_24;Kustbescherming_25;VerminderingStedelijkeHitteEilanden_26;NatuurrecreatieWandelen_27;NatuurrecreatieOverig_28;Natuurtoerisme_29;GroeneLeefomgeving_30
29;Nederland;Bebouwd gebied;2022;;;;;79.0;4.0;;;13.0;;1.0;;;;;;;;;2.0;1.0;;;;;;;;;39.0
30;Nederland;Infrastructuur;2013;;;;;151.0;7.0;;;23.0;;0.9;5.0;;;;;;;;2.0;1.0;;;;;;5.0;;;30.0
31;Nederland;Infrastructuur;2014;;;;;145.0;7.0;;;22.0;;0.8;4.0;;;;;;;;2.0;1.0;;;;;;4.0;;;
32;Nederland;Infrastructuur;2015;;;;;119.0;7.0;;5.0;22.0;;0.8;5.0;;;42.0;;;;;2.0;1.0;;4.0;;;;4.0;;;30.0
33;Nederland;Infrastructuur;2016;;;;;121.0;7.0;;5.0;22.0;;0.8;5.0;;;;;;;;2.0;1.0;;4.0;;;;6.0;;;
34;Nederland;Infrastructuur;2017;;;;;120.0;7.0;;4.0;23.0;;0.9;5.0;;;;;;;;2.0;1.0;;5.0;;;;6.0;;;
35;Nederland;Infrastructuur;2018;;;;;127.0;7.0;;5.0;23.0;;0.9;6.0;;;53.0;;;;;2.0;1.0;;5.0;;;;8.0;;;37.0
36;Nederland;Infrastructuur;2019;;;;;111.0;7.0;;5.0;22.0;;1.0;6.0;;;;;;;;2.0;1.0;;5.0;;;;8.0;;;
37;Nederland;Infrastructuur;2020;;;;;91.0;7.0;;5.0;23.0;;0.9;10.0;;;62.0;;;;;2.0;1.0;;6.0;;;;13.0;;;40.0
38;Nederland;Infrastructuur;2021;;;;;96.0;7.0;;5.0;23.0;;0.9;13.0;;;72.0;;;;;2.0;2.0;;6.0;;;;19.0;;;44.0
39;Nederland;Infrastructuur;2022;;;;;108.0;8.0;;;23.0;;1.0;;;;;;;;;2.0;2.0;;;;;;;;;49.0
40;Nederland;Totaal stedelijk groen en recreatie;2013;;;;;1442.0;44.0;;;77.0;;2.0;25.0;;;;;;;;69.0;7.0;;;;;;24.0;341.0;;224.0
41;Nederland;Totaal stedelijk groen en recreatie;2014;;;;;1461.0;45.0;;;76.0;;1.8;24.0;;;;;;;;69.0;8.0;;;;;;22.0;366.0;;
42;Nederland;Totaal stedelijk groen en recreatie;2015;;;;;1153.0;44.0;;22.0;76.0;;1.8;24.0;;;651.0;;;;;57.0;8.0;;18.0;;;;22.0;334.0;;213.0
43;Nederland;Totaal stedelijk groen en recreatie;2016;;;;;1143.0;44.0;;22.0;77.0;;1.9;18.0;;;;;;;;58.0;8.0;;19.0;;;;19.0;345.0;;
44;Nederland;Totaal stedelijk groen en recreatie;2017;;;;;1113.0;44.0;;18.0;77.0;;2.0;25.0;;;;;;;;57.0;8.0;;22.0;;;;30.0;365.0;;
45;Nederland;Totaal stedelijk groen en recreatie;2018;;;;;1195.0;44.0;;21.0;77.0;;2.1;27.0;;;775.0;;;;;63.0;8.0;;23.0;;;;37.0;382.0;;261.0
46;Nederland;Totaal stedelijk groen en recreatie;2019;;;;;1062.0;44.0;;21.0;77.0;;2.3;29.0;;;;;;;;57.0;9.0;;21.0;;;;40.0;376.0;;
47;Nederland;Totaal stedelijk groen en recreatie;2020;;;;;896.0;44.0;;20.0;77.0;;2.1;48.0;;;765.0;;;;;51.0;9.0;;23.0;;;;65.0;318.0;;298.0
48;Nederland;Totaal stedelijk groen en recreatie;2021;;;;;921.0;44.0;;19.0;78.0;;2.1;62.0;;;929.0;;;;;56.0;9.0;;23.0;;;;94.0;403.0;;343.0
49;Nederland;Totaal stedelijk groen en recreatie;2022;;;;;926.0;43.0;;;40.0;;2.3;;;;;;;;;61.0;10.0;;;;;;;417.0;;372.0
50;Nederland;Stedelijk groen;2013;;;;;923.0;30.0;;;37.0;;2.2;19.0;;;;;;;;60.0;5.0;;;;;;18.0;;;213.0
51;Nederland;Stedelijk groen;2014;;;;;949.0;31.0;;;37.0;;2.0;18.0;;;;;;;;60.0;5.0;;;;;;17.0;;;
52;Nederland;Stedelijk groen;2015;;;;;740.0;30.0;;15.0;37.0;;2.0;18.0;;;470.0;;;;;50.0;5.0;;12.0;;;;16.0;;;202.0
53;Nederland;Stedelijk groen;2016;;;;;745.0;30.0;;15.0;38.0;;2.1;12.0;;;;;;;;51.0;6.0;;13.0;;;;13.0;;;
54;Nederland;Stedelijk groen;2017;;;;;730.0;30.0;;12.0;38.0;;2.3;19.0;;;;;;;;51.0;6.0;;15.0;;;;23.0;;;
55;Nederland;Stedelijk groen;2018;;;;;784.0;30.0;;14.0;38.0;;2.3;21.0;;;571.0;;;;;56.0;6.0;;15.0;;;;28.0;;;249.0
56;Nederland;Stedelijk groen;2019;;;;;702.0;31.0;;14.0;38.0;;2.5;22.0;;;;;;;;51.0;6.0;;14.0;;;;30.0;;;
57;Nederland;Stedelijk groen;2020;;;;;598.0;31.0;;14.0;38.0;;2.3;37.0;;;586.0;;;;;46.0;6.0;;16.0;;;;49.0;;;284.0
58;Nederland;Stedelijk groen;2021;;;;;636.0;31.0;;13.0;38.0;;2.3;48.0;;;714.0;;;;;50.0;7.0;;16.0;;;;72.0;;;333.0
59;Nederland;Stedelijk groen;2022;;;;;635.0;31.0;;;38.0;;2.5;;;;;;;;;54.0;7.0;;;;;;;;;361.0
60;Nederland;Recreatie en (semi-)openbaar groen;2013;;;;;520.0;14.0;;;40.0;;1.4;6.0;;;;;;;;9.0;2.0;;;;;;6.0;;;12.0
61;Nederland;Recreatie en (semi-)openbaar groen;2014;;;;;512.0;14.0;;;39.0;;1.3;6.0;;;;;;;;9.0;2.0;;;;;;5.0;;;
62;Nederland;Recreatie en (semi-)openbaar groen;2015;;;;;414.0;14.0;;7.0;39.0;;1.3;6.0;;;181.0;;;;;7.0;2.0;;6.0;;;;6.0;;;11.0
63;Nederland;Recreatie en (semi-)openbaar groen;2016;;;;;398.0;14.0;;7.0;39.0;;1.3;6.0;;;;;;;;7.0;2.0;;6.0;;;;6.0;;;
64;Nederland;Recreatie en (semi-)openbaar groen;2017;;;;;383.0;13.0;;6.0;39.0;;1.4;6.0;;;;;;;;7.0;3.0;;7.0;;;;7.0;;;
65;Nederland;Recreatie en (semi-)openbaar groen;2018;;;;;411.0;13.0;;7.0;39.0;;1.4;7.0;;;204.0;;;;;7.0;3.0;;8.0;;;;9.0;;;12.0
66;Nederland;Recreatie en (semi-)openbaar groen;2019;;;;;361.0;13.0;;6.0;39.0;;1.5;7.0;;;;;;;;6.0;3.0;;7.0;;;;10.0;;;
67;Nederland;Recreatie en (semi-)openbaar groen;2020;;;;;298.0;13.0;;6.0;39.0;;1.4;11.0;;;179.0;;;;;6.0;3.0;;7.0;;;;15.0;;;14.0
68;Nederland;Recreatie en (semi-)openbaar groen;2021;;;;;286.0;12.0;;6.0;39.0;;1.4;14.0;;;214.0;;;;;6.0;3.0;;7.0;;;;21.0;;;10.0
69;Nederland;Recreatie en (semi-)openbaar groen;2022;;;;;291.0;12.0;;;40.0;;1.6;;;;;;;;;7.0;3.0;;;;;;;;;11.0
70;Nederland;Totaal akker- en tuinbouwgebieden;2013;17922.0;4458.0;;;2542.0;84.0;;;132.0;;0.8;36.0;;337.0;;328.0;283.0;;;15.0;14.0;;;;;;34.0;223.0;18.0;38.0
71;Nederland;Totaal akker- en tuinbouwgebieden;2014;19899.0;5151.0;;;2491.0;88.0;;;131.0;;0.8;35.0;;351.0;;363.0;289.0;;;15.0;15.0;;;;;;33.0;232.0;19.0;
72;Nederland;Totaal akker- en tuinbouwgebieden;2015;17245.0;4106.0;;;1943.0;87.0;;45.0;133.0;;0.7;33.0;;357.0;1111.0;425.0;323.0;;;12.0;15.0;;39.0;;;;31.0;213.0;21.0;32.0
73;Nederland;Totaal akker- en tuinbouwgebieden;2016;17567.0;4184.0;;;1855.0;88.0;;46.0;133.0;;0.8;44.0;;405.0;;463.0;358.0;;;12.0;16.0;;41.0;;;;47.0;220.0;23.0;
74;Nederland;Totaal akker- en tuinbouwgebieden;2017;20907.0;4671.0;;;1844.0;87.0;;39.0;132.0;;0.8;34.0;;463.0;;419.0;321.0;;;12.0;16.0;;49.0;;;;41.0;230.0;25.0;
75;Nederland;Totaal akker- en tuinbouwgebieden;2018;17322.0;3727.0;;;2023.0;86.0;;45.0;133.0;;0.8;38.0;;456.0;1080.0;392.0;250.0;;;13.0;17.0;;51.0;;;;51.0;243.0;25.0;39.0
76;Nederland;Totaal akker- en tuinbouwgebieden;2019;19109.0;3859.0;;;1792.0;86.0;;46.0;132.0;;0.9;38.0;;409.0;;499.0;251.0;;;12.0;17.0;;46.0;;;;53.0;234.0;27.0;
77;Nederland;Totaal akker- en tuinbouwgebieden;2020;19084.0;3886.0;;;1471.0;84.0;;41.0;130.0;;0.9;62.0;;373.0;1178.0;507.0;223.0;;;10.0;17.0;;49.0;;;;83.0;222.0;22.0;45.0
78;Nederland;Totaal akker- en tuinbouwgebieden;2021;18868.0;4130.0;;;1511.0;86.0;;41.0;130.0;;0.8;79.0;;414.0;1339.0;564.0;224.0;;;11.0;18.0;;50.0;;;;119.0;274.0;28.0;51.0
79;Nederland;Totaal akker- en tuinbouwgebieden;2022;19509.0;3684.0;;;1578.0;85.0;;;23.0;;0.4;;;350.0;;590.0;220.0;;;12.0;19.0;;;;;;;258.0;28.0;56.0
80;Nederland;Eenjarig akker- en tuinbouwgebied;2013;17149.0;2497.0;;;1871.0;;;;30.0;;0.8;26.0;;;;325.0;159.0;;;11.0;;;;;;;25.0;;;23.0
81;Nederland;Eenjarig akker- en tuinbouwgebied;2014;19050.0;2654.0;;;1783.0;;;;29.0;;0.7;25.0;;;;359.0;151.0;;;10.0;;;;;;;24.0;;;
82;Nederland;Eenjarig akker- en tuinbouwgebied;2015;16489.0;1976.0;;;1409.0;;;4.0;29.0;;0.7;24.0;;;801.0;420.0;176.0;;;8.0;;;4.0;;;;22.0;;;22.0
83;Nederland;Eenjarig akker- en tuinbouwgebied;2016;16831.0;1993.0;;;1335.0;;;5.0;29.0;;0.7;31.0;;;;458.0;185.0;;;8.0;;;4.0;;;;33.0;;;
84;Nederland;Eenjarig akker- en tuinbouwgebied;2017;20293.0;2391.0;;;1335.0;;;4.0;30.0;;0.8;24.0;;;;414.0;167.0;;;8.0;;;5.0;;;;29.0;;;
85;Nederland;Eenjarig akker- en tuinbouwgebied;2018;16601.0;1949.0;;;1480.0;;;5.0;30.0;;0.8;27.0;;;767.0;387.0;129.0;;;9.0;;;6.0;;;;37.0;;;29.0
86;Nederland;Eenjarig akker- en tuinbouwgebied;2019;18409.0;1949.0;;;1306.0;;;5.0;30.0;;0.9;28.0;;;;446.0;128.0;;;8.0;;;5.0;;;;39.0;;;
87;Nederland;Eenjarig akker- en tuinbouwgebied;2020;18410.0;2123.0;;;1089.0;;;4.0;29.0;;0.8;46.0;;;834.0;450.0;117.0;;;7.0;;;5.0;;;;62.0;;;35.0
88;Nederland;Eenjarig akker- en tuinbouwgebied;2021;18228.0;2055.0;;;1101.0;;;4.0;29.0;;0.8;58.0;;;940.0;498.0;112.0;;;8.0;;;6.0;;;;87.0;;;38.0
89;Nederland;Eenjarig akker- en tuinbouwgebied;2022;18867.0;2001.0;;;1158.0;;;;23.0;;0.3;;;;;513.0;110.0;;;9.0;;;;;;;;;;40.0
90;Nederland;Tijdelijk grasland;2013;;1941.0;;;533.0;41.0;;;32.0;;1.0;7.0;;;;;123.0;;;3.0;7.0;;;;;;7.0;;;11.0
91;Nederland;Tijdelijk grasland;2014;;2473.0;;;576.0;45.0;;;32.0;;0.9;7.0;;;;;136.0;;;3.0;8.0;;;;;;7.0;;;
92;Nederland;Tijdelijk grasland;2015;;2105.0;;;418.0;41.0;;33.0;33.0;;0.9;6.0;;;247.0;;145.0;;;2.0;7.0;;29.0;;;;6.0;;;6.0
93;Nederland;Tijdelijk grasland;2016;;2174.0;;;407.0;41.0;;34.0;34.0;;0.9;9.0;;;;;171.0;;;2.0;8.0;;31.0;;;;10.0;;;
94;Nederland;Tijdelijk grasland;2017;;2262.0;;;399.0;41.0;;29.0;32.0;;1.0;7.0;;;;;153.0;;;2.0;8.0;;38.0;;;;8.0;;;
95;Nederland;Tijdelijk grasland;2018;;1765.0;;;423.0;40.0;;33.0;32.0;;1.0;7.0;;;240.0;;120.0;;;3.0;8.0;;38.0;;;;10.0;;;7.0
96;Nederland;Tijdelijk grasland;2019;;1898.0;;;381.0;40.0;;34.0;31.0;;1.0;7.0;;;;;122.0;;;2.0;8.0;;35.0;;;;10.0;;;
97;Nederland;Tijdelijk grasland;2020;;1752.0;;;296.0;38.0;;30.0;31.0;;0.9;11.0;;;221.0;;105.0;;;2.0;8.0;;37.0;;;;15.0;;;6.0
98;Nederland;Tijdelijk grasland;2021;;2064.0;;;319.0;40.0;;30.0;31.0;;0.9;15.0;;;254.0;;112.0;;;2.0;9.0;;38.0;;;;22.0;;;9.0
99;Nederland;Tijdelijk grasland;2022;;1674.0;;;330.0;40.0;;;21.0;;0.3;;;;;;109.0;;;2.0;9.0;;;;;;;;;11.0
100;Nederland;Meerjarig akker- en tuinbouwgebied;2013;748.0;10.0;;;119.0;42.0;;;33.0;;0.9;2.0;;;;2.0;1.0;;;1.0;7.0;;;;;;2.0;;;2.0
101;Nederland;Meerjarig akker- en tuinbouwgebied;2014;824.0;11.0;;;113.0;42.0;;;34.0;;0.8;2.0;;;;2.0;1.0;;;1.0;7.0;;;;;;2.0;;;
102;Nederland;Meerjarig akker- en tuinbouwgebied;2015;733.0;12.0;;;100.0;45.0;;4.0;33.0;;0.8;2.0;;;32.0;3.0;1.0;;;1.0;8.0;;3.0;;;;2.0;;;2.0
103;Nederland;Meerjarig akker- en tuinbouwgebied;2016;715.0;6.0;;;99.0;45.0;;4.0;33.0;;0.8;3.0;;;;3.0;1.0;;;1.0;8.0;;3.0;;;;3.0;;;
104;Nederland;Meerjarig akker- en tuinbouwgebied;2017;592.0;7.0;;;97.0;45.0;;3.0;33.0;;0.9;2.0;;;;3.0;1.0;;;1.0;8.0;;3.0;;;;3.0;;;
105;Nederland;Meerjarig akker- en tuinbouwgebied;2018;704.0;5.0;;;105.0;45.0;;4.0;34.0;;0.9;3.0;;;37.0;3.0;0.0;;;1.0;9.0;;3.0;;;;3.0;;;2.0
106;Nederland;Meerjarig akker- en tuinbouwgebied;2019;683.0;6.0;;;92.0;45.0;;4.0;33.0;;1.0;2.0;;;;52.0;0.0;;;1.0;9.0;;3.0;;;;3.0;;;
107;Nederland;Meerjarig akker- en tuinbouwgebied;2020;657.0;5.0;;;76.0;44.0;;3.0;33.0;;0.9;4.0;;;90.0;55.0;0.0;;;1.0;9.0;;3.0;;;;5.0;;;2.0
108;Nederland;Meerjarig akker- en tuinbouwgebied;2021;623.0;5.0;;;81.0;45.0;;3.0;32.0;;0.9;5.0;;;104.0;64.0;0.0;;;1.0;10.0;;3.0;;;;7.0;;;2.0
109;Nederland;Meerjarig akker- en tuinbouwgebied;2022;625.0;5.0;;;79.0;44.0;;;28.0;;0.7;;;;;75.0;0.0;;;1.0;10.0;;;;;;;;;2.0
110;Nederland;Natuurlijk akker- en tuinbouwgebied;2013;25.0;11.0;;;19.0;1.0;;;37.0;;0.9;1.0;;;;2.0;1.0;;;0.0;0.0;;;;;;1.0;;;2.0
111;Nederland;Natuurlijk akker- en tuinbouwgebied;2014;24.0;12.0;;;18.0;1.0;;;37.0;;0.8;1.0;;;;2.0;1.0;;;0.0;0.0;;;;;;1.0;;;
112;Nederland;Natuurlijk akker- en tuinbouwgebied;2015;24.0;12.0;;;14.0;1.0;;3.0;38.0;;0.8;1.0;;;31.0;2.0;1.0;;;0.0;0.0;;3.0;;;;1.0;;;2.0
113;Nederland;Natuurlijk akker- en tuinbouwgebied;2016;20.0;11.0;;;14.0;1.0;;4.0;38.0;;0.8;1.0;;;;2.0;1.0;;;0.0;0.0;;3.0;;;;1.0;;;
114;Nederland;Natuurlijk akker- en tuinbouwgebied;2017;23.0;12.0;;;14.0;1.0;;3.0;37.0;;1.0;1.0;;;;2.0;1.0;;;0.0;0.0;;3.0;;;;1.0;;;
115;Nederland;Natuurlijk akker- en tuinbouwgebied;2018;16.0;8.0;;;15.0;1.0;;3.0;38.0;;1.0;1.0;;;37.0;2.0;1.0;;;0.0;0.0;;4.0;;;;1.0;;;2.0
116;Nederland;Natuurlijk akker- en tuinbouwgebied;2019;17.0;6.0;;;13.0;1.0;;3.0;37.0;;0.9;1.0;;;;2.0;0.0;;;0.0;0.0;;3.0;;;;1.0;;;
117;Nederland;Natuurlijk akker- en tuinbouwgebied;2020;17.0;5.0;;;11.0;1.0;;3.0;37.0;;0.9;1.0;;;33.0;1.0;0.0;;;0.0;0.0;;4.0;;;;1.0;;;2.0
118;Nederland;Natuurlijk akker- en tuinbouwgebied;2021;17.0;6.0;;;11.0;1.0;;3.0;37.0;;0.9;1.0;;;40.0;1.0;0.0;;;0.0;0.0;;3.0;;;;2.0;;;3.0
119;Nederland;Natuurlijk akker- en tuinbouwgebied;2022;17.0;5.0;;;11.0;1.0;;;29.0;;0.5;;;;;1.0;0.0;;;0.0;0.0;;;;;;;;;3.0
120;Nederland;Totaal graslanden;2013;;7484.0;;;2179.0;175.0;;;60.0;;1.1;48.0;;12762.0;;;454.0;;;18.0;29.0;;;;;;46.0;338.0;621.0;140.0
121;Nederland;Totaal graslanden;2014;;8124.0;;;2106.0;172.0;;;61.0;;1.0;44.0;;12586.0;;;424.0;;;17.0;29.0;;;;;;41.0;351.0;613.0;
122;Nederland;Totaal graslanden;2015;;8016.0;;;1790.0;179.0;;201.0;61.0;;1.0;47.0;;12713.0;1881.0;;520.0;;;15.0;32.0;;154.0;;;;43.0;323.0;653.0;142.0
123;Nederland;Totaal graslanden;2016;;8424.0;;;1749.0;181.0;;199.0;61.0;;1.0;58.0;;13272.0;;;620.0;;;15.0;33.0;;155.0;;;;62.0;333.0;677.0;
124;Nederland;Totaal graslanden;2017;;8389.0;;;1721.0;181.0;;168.0;61.0;;1.1;49.0;;16085.0;;;545.0;;;15.0;34.0;;187.0;;;;59.0;349.0;771.0;
125;Nederland;Totaal graslanden;2018;;6616.0;;;1861.0;179.0;;197.0;61.0;;1.1;54.0;;16703.0;2077.0;;413.0;;;16.0;35.0;;191.0;;;;73.0;368.0;818.0;164.0
126;Nederland;Totaal graslanden;2019;;7356.0;;;1649.0;178.0;;191.0;61.0;;1.2;55.0;;16823.0;;;444.0;;;15.0;36.0;;166.0;;;;76.0;355.0;902.0;
127;Nederland;Totaal graslanden;2020;;7189.0;;;1381.0;180.0;;188.0;61.0;;1.1;90.0;;14743.0;2061.0;;390.0;;;13.0;38.0;;205.0;;;;121.0;336.0;774.0;184.0
128;Nederland;Totaal graslanden;2021;;7922.0;;;1405.0;179.0;;179.0;60.0;;1.1;115.0;;17970.0;2591.0;;373.0;;;14.0;39.0;;201.0;;;;174.0;415.0;1172.0;203.0
129;Nederland;Totaal graslanden;2022;;6231.0;;;1454.0;176.0;;;22.0;;0.9;;;14916.0;;;367.0;;;15.0;39.0;;;;;;;391.0;1056.0;224.0
130;Nederland;Agrarisch grasland;2013;;7121.0;;;1777.0;142.0;;;31.0;;1.0;33.0;;;;;431.0;;;14.0;23.0;;;;;;32.0;;;64.0
131;Nederland;Agrarisch grasland;2014;;7744.0;;;1731.0;140.0;;;31.0;;0.9;30.0;;;;;403.0;;;13.0;24.0;;;;;;28.0;;;
132;Nederland;Agrarisch grasland;2015;;7697.0;;;1481.0;147.0;;107.0;31.0;;0.9;32.0;;;971.0;;498.0;;;12.0;26.0;;82.0;;;;30.0;;;69.0
133;Nederland;Agrarisch grasland;2016;;8120.0;;;1448.0;149.0;;105.0;31.0;;1.0;42.0;;;;;596.0;;;12.0;27.0;;83.0;;;;45.0;;;
134;Nederland;Agrarisch grasland;2017;;8102.0;;;1419.0;148.0;;89.0;31.0;;1.1;34.0;;;;;526.0;;;12.0;28.0;;99.0;;;;41.0;;;
135;Nederland;Agrarisch grasland;2018;;6428.0;;;1538.0;147.0;;107.0;31.0;;1.1;37.0;;;967.0;;400.0;;;13.0;29.0;;103.0;;;;50.0;;;83.0
136;Nederland;Agrarisch grasland;2019;;7152.0;;;1367.0;146.0;;103.0;31.0;;1.1;37.0;;;;;431.0;;;12.0;30.0;;90.0;;;;51.0;;;
137;Nederland;Agrarisch grasland;2020;;6984.0;;;1139.0;147.0;;101.0;31.0;;1.1;61.0;;;967.0;;379.0;;;10.0;31.0;;110.0;;;;81.0;;;92.0
